OID,FID_,X,Y,BCE_Manuka
528,528,1744078.025107241,5906554.534468393,0.170500001
529,529,1744747.782995809,5906539.530773758,0.039230768
530,530,1744051.758320678,5906530.722579146,0.280124995
531,531,1744743.432359012,5906518.939328572,0.1074375
532,532,1744043.508047128,5906515.90891215,0.325500005
533,533,1744731.097617819,5906499.211464313,0.311375
534,534,1745393.089904512,5906500.225310499,-0.521134961
535,535,1744035.173122232,5906496.112048196,0.34168751
536,536,1744739.336380552,5906479.13214387,0.889444452
537,537,1745380.892786494,5906473.225515644,-0.346647883
538,538,1744026.753559173,5906471.33198705,0.372750001
539,539,1744778.04085389,5906437.867236895,-0.481458337
540,540,1744016.208004563,5906439.111113777,0.355678238
541,541,1744001.664462749,5906406.958142351,0.365675001
542,542,1745375.794447351,5906309.111196533,-9999.0
543,543,1745274.248766575,5906144.315883946,-0.722308331
544,544,1744044.729093557,5906117.117741555,-0.329475001
545,545,1744038.05495749,5906097.249018969,-0.341398106
546,546,1744026.14418233,5906070.822571333,-0.33804893
547,547,1744000.645315996,5906033.260849981,-0.292083884
548,548,1752294.265451565,5905858.43996628,-0.732545448
549,549,1743976.773869274,5906001.133510473,-0.247641512
550,550,1752293.907240481,5905838.506944153,-0.739259242
551,551,1743962.315878258,5905973.963722426,-0.236874995
552,552,1752189.647299691,5905813.878632274,-0.824222231
553,553,1752197.412345558,5905800.887331804,-0.794705889
554,554,1752245.216171688,5905799.502910996,-0.77178572
555,555,1752266.969262221,5905773.692904961,-0.802992958
556,556,1743926.622817721,5905917.557429189,0.049892038
557,557,1760328.417920769,5905580.436256002,2.268039184
558,558,1760327.457754042,5905560.513994352,1.80000002
559,559,1743877.096275113,5905853.786175072,-0.01745
560,560,1743859.351923843,5905826.545143596,0.050145454
561,561,1743847.415649981,5905801.453093249,0.147070062
562,562,1759941.8057117,5905487.64581718,1.726250011
563,563,1743861.303955201,5905677.328762954,0.506854546
564,564,1755327.598054743,5905590.858675549,0.961096274
565,565,1755197.486442373,5905448.276188466,1.157322394
566,566,1743852.450253149,5905626.905870018,0.701200018
567,567,1755181.819862704,5905426.797638158,0.725357145
568,568,1743874.583479342,5905562.943784778,0.875253546
569,569,1755197.146352957,5905367.178775817,0.945826224
570,570,1743932.230492346,5905485.981476762,0.404666671
571,571,1743961.845448405,5905475.508943671,0.16828205
572,572,1755180.814110754,5905306.433495737,1.848089246
573,573,1755155.078358901,5905267.970055034,0.725624996
574,574,1743952.241725403,5905380.964273687,0.044262501
575,575,1743951.818418593,5905356.048300842,-0.202574998
576,576,1743943.569334629,5905341.234550089,0.149864434
577,577,1743958.120187833,5905256.248574924,-0.164275003
578,578,1743969.943365894,5905246.078411971,-0.289562504
579,579,1743981.766515403,5905235.90823719,-0.431575002
580,580,1761810.08557201,5904893.951213624,0.982394367
581,581,1761825.720673227,5904854.05292706,0.960874997
582,582,1743996.401433662,5905155.905365048,-0.743275011
583,583,1759478.834832435,5904926.350109369,2.047307238
584,584,1755227.591639718,5904923.146003703,1.194594577
585,585,1743962.811329584,5905124.061663166,-0.660460267
586,586,1761906.826719225,5905288.870499563,0.94610658
587,587,1755212.376822605,5904903.018779045,1.014937499
588,588,1761872.325785577,5904773.198781079,0.757857131
589,589,1755220.09365964,5904887.927717654,1.156624958
590,590,1743929.641401032,5905086.527238733,-0.564367688
591,591,1755203.651464946,5904863.298962242,0.961937499
592,592,1755195.017465632,5904828.562420042,0.953037979
593,593,1743762.18093719,5905020.313236641,-0.493689088
594,594,1743794.160178004,5905019.770554342,-0.625275006
595,595,1743860.685907873,5905034.618232615,-0.474978027
596,596,1743719.507555721,5905004.3906884,-0.488985266
597,597,1760971.399451704,5904689.151427642,1.749999954
598,598,1763308.082914677,5904636.186858577,1.50599997
599,599,1743638.862192198,5904979.204615938,-0.486736166
600,600,1743612.115622757,5904959.939315013,-0.41757224
601,601,1755202.08051187,5904778.749097717,1.409419229
602,602,1743576.949620431,5904943.700072379,-0.309650004
603,603,1755185.196816033,5904729.043147306,1.349250038
604,604,1743544.633038948,5904924.309538007,-0.568687506
605,605,1755177.019400965,5904719.223023403,1.425500011
606,606,1761973.066909067,5904582.038237943,0.206470588
607,607,1743531.083414293,5904911.246777999,-0.790682217
608,608,1761972.102814246,5904562.116008185,0.417999999
609,609,1743495.989627698,5904885.25661301,-0.772399992
610,610,1762259.728617077,5904546.641277781,-0.192978772
611,611,1762311.466726156,5904545.531377554,1.582548986
612,612,1761963.14383287,5904542.346636101,-0.034166666
613,613,1761979.604870825,5904541.920435933,1.086904757
614,614,1762285.960239327,5904540.628189482,0.296631297
615,615,1755147.344977553,5904688.410126354,1.40175033
616,616,1762196.306413513,5904532.905557876,-0.547866657
617,617,1762323.035130466,5904525.255564021,5.647500157
618,618,1762298.557401628,5904486.075327131,-0.373999992
619,619,1743456.399626274,5904846.290153767,-0.657403479
620,620,1762329.57184118,5904465.5403414,-0.0672549
621,621,1743404.318213323,5904801.357841909,-0.653067977
622,622,1755076.442524126,5904624.499052193,2.421728926
623,623,1743190.508211737,5904790.73310989,0.455474995
624,624,1743374.383067008,5904787.623122367,-0.583731092
625,625,1762220.527144567,5904478.518943323,0.67181617
626,626,1762337.184662963,5904445.453738744,-0.310196084
627,627,1743154.370274859,5904781.7250833,0.440200001
628,628,1743312.298780313,5904781.196709272,-0.309924761
629,629,1762137.706681327,5904439.303864659,-0.021999998
630,630,1762385.54540805,5904434.556450763,0.260632908
631,631,1743115.444219274,5904772.422878296,0.234896773
632,632,1762110.998413569,5904474.481713959,-0.255251046
633,633,1762409.338717657,5904424.129940226,-0.134375003
634,634,1762425.310611931,5904423.800016595,0.296249997
635,635,1743098.065749726,5904762.387450072,0.155188679
636,636,1762457.116315458,5904413.243411678,-0.064666654
637,637,1743081.914277694,5904753.041520325,0.139059829
638,638,1755019.273992051,5904563.914273908,2.766425073
639,639,1762116.304514141,5904418.404357901,-0.190198231
640,640,1762467.116421795,5904403.081248604,-0.68488371
641,641,1762528.878122534,5904401.896450405,-0.728528135
642,642,1762084.977677274,5904400.431596535,-0.550942034
643,643,1743045.971576165,5904736.73671576,0.043462467
644,644,1742807.238876933,5904750.279110297,0.925727107
645,645,1743013.450192319,5904723.939455362,0.050544264
646,646,1754989.526915648,5904493.347457414,0.765961523
647,647,1755003.593876699,5904511.752981399,1.265597383
648,648,1742759.901760348,5904691.90766063,0.702259601
649,649,1742740.378078182,5904653.776050251,0.742137507
650,650,1742756.114975796,5904638.55704429,0.563202539
651,651,1762008.640398671,5904172.574133092,2.517798742
652,652,1761527.637720712,5904660.242753198,0.95932176
653,653,1762138.260828341,5904050.449681946,1.358227808
654,654,1742815.869290409,5904388.319433088,-0.389350001
655,655,1761594.449769764,5904050.872133956,1.088101277
656,656,1761578.270811012,5904041.210479119,0.989249998
657,657,1742823.685511122,5904368.047740404,-0.545799995
658,658,1761529.956811321,5904032.362940435,0.532962951
659,659,1761562.091889965,5904031.548794489,0.90113926
660,660,1763004.562359695,5904003.632864208,1.451496568
661,661,1761553.907389665,5904021.734596334,0.985750006
662,662,1762149.056477821,5904009.777399552,1.377289709
663,663,1761769.139922014,5904008.262232971,1.26075756
664,664,1761883.734796944,5904157.012145865,0.993675567
665,665,1761937.447345642,5904004.439799716,1.162564094
666,666,1762183.639173851,5904007.179483493,2.164418623
667,667,1760750.942437263,5904034.562155626,0.782969693
668,668,1762164.609249002,5903990.462278171,1.476462569
669,669,1761947.788893993,5903987.624832693,1.205249996
670,670,1761761.095150512,5903982.883945191,1.319937488
671,671,1761960.763420805,5903969.09777943,1.214500016
672,672,1761968.471867826,5903953.994853598,1.275443027
673,673,1761488.622090421,5903953.187433516,1.161124967
674,674,1763079.493228603,5903922.704710633,4.616999936
675,675,1761960.096353696,5903934.214336169,1.460999955
676,676,1742811.375100169,5904275.697410309,-0.739804464
677,677,1761946.931314926,5903942.774707572,1.90613925
678,678,1761951.701564588,5903914.457942731,1.61320511
679,679,1761457.519659497,5903933.595260988,1.342974573
680,680,1742779.212284393,5904242.151098989,-0.565028303
681,681,1761437.168188812,5903910.963676217,1.359666673
682,682,1742796.503968747,5904249.763448115,-0.673681233
683,683,1742765.132654539,5904224.682185546,-0.378587495
684,684,1760626.51517285,5903896.466131918,1.423416687
685,685,1762869.595105516,5903836.586271086,1.467000042
686,686,1742756.550557377,5904189.935053519,-0.125687498
687,687,1762824.196606197,5904267.229511728,1.158612232
688,688,1742747.968815125,5904155.18716067,-0.098087496
689,689,1742739.387047199,5904120.439621762,-0.076596392
690,690,1755438.203635159,5903882.064570902,-9999.0
691,691,1742730.973207734,5904095.65829837,-0.010562501
692,692,1755410.521912812,5903870.019301886,0.695220723
693,693,1755429.549992076,5903857.762873363,0.492592583
694,694,1761321.738871678,5903902.611306706,1.028072122
695,695,1739408.946475166,5904116.098995535,0.377812497
696,696,1742725.062179615,5904067.657548462,0.157808207
697,697,1739428.766943956,5904105.80368851,2.191249952
698,698,1755632.0072134,5903820.544643344,0.574666665
699,699,1739444.590467356,5904095.574138312,2.155696255
700,700,1755663.926529685,5903810.851716935,0.565869571
701,701,1755679.219132792,5903808.601635373,0.568000007
702,702,1739468.407741286,5904085.21292503,2.457374944
703,703,1739484.395317859,5904084.949637842,2.255624929
704,704,1742713.977637168,5904036.129645531,0.1861875
705,705,1755691.081302328,5903801.717164219,0.546640616
706,706,1761034.769529122,5903702.745322724,0.258148149
707,707,1739500.218738368,5904074.71998036,1.571749996
708,708,1739524.035891246,5904064.35860671,1.519124968
709,709,1739551.849868736,5904053.931305476,0.736812506
710,710,1755751.193680086,5903771.027466149,0.499428572
711,711,1739571.670029122,5904043.635653006,0.606874983
712,712,1739587.669510194,5904044.09888033,0.615531914
713,713,1755389.277524381,5903776.79547618,0.118959391
714,714,1755783.126370647,5903758.984407458,0.491999992
715,715,1739691.356359826,5904031.669797078,0.929537806
716,716,1742705.060208837,5903981.448925457,0.330538464
717,717,1755824.175283223,5903745.134446147,0.511538451
718,718,1761041.41504621,5903660.844399679,0.56115264
719,719,1739388.33211948,5904062.942121592,1.360276818
720,720,1739402.890296459,5904026.477330385,0.12648148
721,721,1739715.228752353,5904021.33051807,0.683624997
722,722,1761026.882078388,5903642.929689893,0.495374995
723,723,1739747.039398681,5904010.8363144,0.793750016
724,724,1761003.293593681,5903633.407773647,0.205818183
725,725,1742696.478667555,5903946.70153469,-0.066131249
726,726,1756001.983142072,5903682.359602516,0.610000014
727,727,1761001.792265015,5903602.682840631,3.86111109
728,728,1760985.86997635,5903588.872838337,0.393625001
729,729,1742687.813257524,5903906.970660252,-0.174812499
730,730,1755995.129742871,5903664.568168752,0.542039796
731,731,1760956.910203472,5903564.710284877,0.712000001
732,732,1756020.418509478,5903646.914477195,0.528235278
733,733,1760985.206841185,5903553.989434305,0.958125
734,734,1739400.684009304,5903937.979085325,0.72075229
735,735,1739385.681398042,5903917.101135678,0.715874991
736,736,1742679.147917357,5903867.239777002,-0.174431251
737,737,1739385.35333668,5903897.168453922,0.598875005
738,738,1756060.236003038,5903606.300854252,0.546999998
739,739,1756068.046153775,5903596.186941511,0.53712501
740,740,1760928.695921643,5903495.241678362,0.47
741,741,1739350.863863876,5903877.671286038,0.707970617
742,742,1739312.591129164,5903848.52051191,0.726410263
743,743,1739320.420732072,5903838.422671847,0.613417696
744,744,1742661.649699751,5903777.811382182,0.2298125
745,745,1760940.876536088,5903502.053453385,1.581736676
746,746,1739304.105751361,5903818.752981367,0.618375003
747,747,1760934.984163943,5903436.02737038,0.246041665
748,748,1739887.304668674,5903789.201244468,0.710499991
749,749,1739892.960511008,5903779.152112091,1.112500012
750,750,1739276.900039571,5903809.80434583,0.853749026
751,751,1739878.817221021,5903759.434508238,0.74544304
752,752,1739870.659119251,5903749.600186744,0.664125008
753,753,1739862.50103606,5903739.7658578,0.57699999
754,754,1753185.722032649,5903518.637146639,-0.690837011
755,755,1739253.167890981,5903748.05807341,0.790780778
756,756,1739846.337507215,5903729.336814079,0.421886792
757,757,1761053.266243744,5903348.304319671,1.264062484
758,758,1753226.733730754,5903483.00709932,-0.734311921
759,759,1753258.016680358,5903490.242878109,-0.662150536
760,760,1739833.865606632,5903700.362470743,0.366937504
761,761,1741691.722662322,5903634.50243337,2.131835446
762,762,1739221.073835734,5903696.918033888,1.348772968
763,763,1739836.88144562,5903650.668528595,0.427454548
764,764,1739282.003904012,5903615.614432664,0.783734956
765,765,1753416.334889945,5903359.319539869,-0.75428192
766,766,1739280.28229253,5903571.57030219,1.664931499
767,767,1741801.74684725,5903518.1014388,2.08142502
768,768,1741817.566568222,5903507.867332211,2.054812506
769,769,1741793.26180271,5903498.50637015,2.026907431
770,770,1741841.045664162,5903477.566539838,2.238215247
771,771,1739245.792489271,5903502.130842607,1.364799781
772,772,1741663.859618579,5903400.779304966,0.902400009
773,773,1741679.512507548,5903380.579070428,0.921202537
774,774,1757066.5779131,5903109.133149569,1.051124975
775,775,1741730.548677638,5903518.883242332,2.07622357
776,776,1755852.685234674,5903122.334089641,-0.089182388
777,777,1756988.655417752,5903100.608217314,0.934315776
778,778,1761127.152704518,5903199.182414583,0.931685802
779,779,1741926.9671622,5903356.496637577,2.340064082
780,780,1754340.138643874,5903129.561662751,-0.665090895
781,781,1757137.963436283,5903077.89844385,1.019374985
782,782,1760365.238326799,5904591.878947606,1.145412983
783,783,1761284.923826402,5903007.347154822,0.483368107
784,784,1740032.259341982,5903368.104415332,0.776825001
785,785,1756966.53315209,5903082.593627713,0.818051647
786,786,1757209.718566071,5903066.596372734,1.040378135
787,787,1757237.317698206,5903065.518097268,1.054366181
788,788,1757265.486862188,5903055.590645762,1.033080153
789,789,1760961.789934313,5902989.581207851,-9999.0
790,790,1757365.21833382,5903043.767556734,1.159686493
791,791,1757401.18831283,5903043.098948836,1.194666636
792,792,1739983.806381844,5903338.998207154,0.192102482
793,793,1742693.471993415,5903293.768033465,-0.012556962
794,794,1755878.708832087,5903069.049471754,-0.166842107
795,795,1755946.055679649,5903059.853805777,-0.042407407
796,796,1755958.458058891,5903069.58886322,-0.010664063
797,797,1757444.852141818,5903036.920595664,1.220251347
798,798,1739971.651901796,5903329.230073633,0.056503732
799,799,1757490.501981745,5903022.033881982,1.261731833
800,800,1757556.615618269,5903020.227673936,1.287531635
801,801,1755889.742987732,5903041.353261223,-0.199090903
802,802,1756921.015879047,5903038.830085807,0.609909246
803,803,1757509.950333897,5903015.414029858,1.163788785
804,804,1739231.963988258,5903321.487136785,-0.09576923
805,805,1739254.962777254,5903342.028644126,0.189482327
806,806,1754243.788257806,5903078.365124487,-0.836463668
807,807,1741736.288168924,5903269.564491529,0.665378369
808,808,1755986.343186243,5903025.962746835,-0.063122924
809,809,1757548.704928558,5902997.222995988,1.1793548
810,810,1739975.572192625,5903289.289021155,0.62977358
811,811,1761623.200394591,5903065.789263984,1.266051765
812,812,1741741.289111289,5903249.945891805,2.211970571
813,813,1754406.854102228,5903029.029261379,-0.836513753
814,814,1757565.467160856,5902975.945323716,1.177736845
815,815,1757583.829154271,5902974.896081165,1.409375002
816,816,1757136.511589225,5902968.254700769,0.612037034
817,817,1761516.245879335,5902885.83611547,1.314000033
818,818,1739207.943566511,5903288.2209126,-0.250662361
819,819,1757119.757293669,5902958.595572565,0.561624983
820,820,1739179.026316963,5903262.543174208,0.541455701
821,821,1757101.389820149,5902948.96634032,0.573535341
822,822,1757535.062901056,5902941.109494708,0.999298245
823,823,1757199.412125571,5902942.161908171,0.619875007
824,824,1757589.938817383,5902945.283319477,1.322415464
825,825,1761495.882388368,5902866.283908268,1.149562473
826,826,1756039.670437888,5902953.080608037,-0.149272725
827,827,1757542.842936797,5902920.822866631,0.951874995
828,828,1761475.361494798,5902846.935871474,0.989090898
829,829,1739964.056829387,5903228.19195199,0.900544229
830,830,1757597.813232661,5902914.057826448,1.272758609
831,831,1757582.623392372,5902910.112939014,1.03435145
832,832,1760983.140851191,5902896.149774446,0.608700329
833,833,1739139.170561317,5903227.860466095,-0.196399021
834,834,1761003.323184429,5902816.044395866,0.276666682
835,835,1757414.091891096,5902876.976914352,0.635514691
836,836,1756602.790524031,5902867.810974656,0.035045045
837,837,1761004.295548907,5902793.574088961,1.006851207
838,838,1739980.093015886,5903149.64697307,-0.088591838
839,839,1757429.303583271,5902850.342181841,0.610668591
840,840,1761018.969110209,5902775.664411106,-0.305000004
841,841,1739117.505053205,5903159.13079791,2.435219977
842,842,1760996.163785657,5902766.136761763,1.429499973
843,843,1739125.106350947,5903143.80123132,0.665725004
844,844,1740939.494839173,5903113.793025621,-0.064425006
845,845,1742729.326669043,5903083.809835451,-0.448980772
846,846,1757504.211851799,5902838.034599125,0.63506912
847,847,1739972.270843815,5903124.853832439,0.073662499
848,848,1742161.661300582,5903083.391128327,1.18481483
849,849,1739978.936275252,5903109.97184046,2.137148143
850,850,1741075.042386555,5903091.596891636,1.316074973
851,851,1741091.028131509,5903091.330644373,1.687549974
852,852,1742729.573463724,5903063.867207373,-0.370430391
853,853,1741794.152757637,5903064.630913112,0.204599998
854,854,1742729.820254224,5903043.924575855,-0.31907999
855,855,1740893.161687327,5903084.929859396,-0.538603609
856,856,1755194.280338755,5902824.619345221,-0.743756564
857,857,1739115.098974212,5903102.427881144,0.42735555
858,858,1742153.581862228,5903043.649979615,0.930458325
859,859,1757739.702172833,5902757.636332264,0.686124992
860,860,1740826.516567851,5903050.873230039,-0.73971877
861,861,1756113.746302599,5902783.241231035,-0.412477872
862,862,1757723.530355268,5902747.96752593,0.620624977
863,863,1739100.4005834,5903064.454848601,-0.584588219
864,864,1739975.635840346,5903032.861075833,0.964822315
865,865,1757187.282851698,5902728.231845493,0.352545455
866,866,1756124.02771924,5902737.936311811,-0.522857139
867,867,1757024.805911114,5902736.270957386,0.229862385
868,868,1739081.511751036,5903033.108825569,-0.11978658
869,869,1740745.67694569,5902997.387656685,-0.885180331
870,870,1757713.304105399,5902699.216250551,0.521963179
871,871,1761504.578772201,5902632.661043653,3.031099244
872,872,1739083.432796967,5903004.919370284,-0.74296001
873,873,1740745.345481527,5902977.454868204,-0.90268749
874,874,1741785.074999639,5902999.983316021,-0.020461002
875,875,1757202.237476791,5902692.292992146,0.31918919
876,876,1757689.908604813,5902684.878644532,0.520398934
877,877,1761469.276830327,5902612.026910815,1.045622116
878,878,1742110.70141503,5902987.262982243,1.506341464
879,879,1756187.236239848,5902696.890391128,-0.539259268
880,880,1756219.208097601,5902696.300483816,-0.521964293
881,881,1756255.718928705,5902748.89687153,-0.35053669
882,882,1739083.105349183,5902984.986671298,-0.677462978
883,883,1742095.791725808,5902934.958853198,-9999.0
884,884,1756938.390589883,5902673.028990945,0.075555555
885,885,1757082.378749584,5902657.18844666,0.176381322
886,886,1739958.876958321,5902955.58250831,1.140148238
887,887,1756218.472449627,5902656.434006665,-0.590909101
888,888,1756854.679827841,5902739.929602821,0.074433458
889,889,1757000.408563432,5902664.03645784,0.096135872
890,890,1739941.852592875,5902923.759466877,1.022239503
891,891,1742103.11277144,5902885.191160897,0.151428571
892,892,1756218.427253871,5902636.494813778,-0.647543845
893,893,1756809.90274943,5902625.559650151,-0.180877191
894,894,1739952.743157575,5902910.840852565,-9999.0
895,895,1740702.320511449,5902938.949997673,-0.728104171
896,896,1742798.147829511,5902863.326112161,-0.735349989
897,897,1756796.427449944,5902618.90939358,-0.207597762
898,898,1762281.1758923,5902520.758483232,2.406101663
899,899,1762308.813065747,5902518.395927254,2.999555545
900,900,1740664.010494851,5902894.068692948,-0.735427677
901,901,1741767.003255128,5902875.671061045,-0.484024997
902,902,1742110.229046911,5902865.208721104,1.928611101
903,903,1739049.242047403,5902905.790365997,-0.374162486
904,904,1757128.741883265,5902589.737613432,0.065689654
905,905,1757164.714493702,5902631.194501679,0.191129503
906,906,1742095.617226249,5902845.239483578,0.566845794
907,907,1757337.542470968,5902561.17713766,0.191484539
908,908,1739032.765679336,5902876.153985074,-0.502114401
909,909,1742077.799199272,5902815.630347041,-0.222749998
910,910,1762442.322873377,5902529.808984293,1.888625059
911,911,1756440.987150396,5902637.062824142,-0.46753338
912,912,1761873.221132258,5902454.72663986,1.084946223
913,913,1742069.472035449,5902795.831388092,-0.303063284
914,914,1761847.577715375,5902440.813147196,0.850974839
915,915,1756895.655042025,5902524.270282922,-0.260535711
916,916,1761790.058455525,5902437.234735884,1.205487449
917,917,1761827.404935485,5902431.228456689,0.743125001
918,918,1739031.947529979,5902826.322048485,-9999.0
919,919,1757242.768994853,5902593.731859515,0.185917045
920,920,1761651.371136716,5902424.621466601,0.930375007
921,921,1762308.683885655,5902434.795575312,2.223694829
922,922,1742820.276376183,5902753.291072506,-0.497525002
923,923,1761627.202132515,5902415.112573176,0.643708328
924,924,1761712.649795963,5902423.451048555,0.914947582
925,925,1742819.940128007,5902733.358341428,-0.358974995
926,926,1756619.563545906,5902573.889077929,-0.446917358
927,927,1742827.366516676,5902716.764116225,-0.625543061
928,928,1762079.243366283,5902506.306337961,1.300076784
929,929,1739007.039935471,5902778.809011082,-0.325692079
930,930,1757541.734246703,5902431.582449824,0.189272728
931,931,1738979.619946121,5902750.198270435,0.295600819
932,932,1738965.961523678,5902702.792765629,-0.010262516
933,933,1759642.154726361,5902303.226848145,0.597499983
934,934,1759678.361207856,5902296.49475458,0.740138012
935,935,1738949.240714228,5902658.205730817,-0.534398865
936,936,1757544.275579657,5902372.066878512,0.093376835
937,937,1759598.870789764,5902294.42869281,0.490376679
938,938,1759778.711107781,5902291.506737115,1.057639594
939,939,1759809.62509727,5902280.126186189,0.969375022
940,940,1762343.311260009,5902231.912930054,1.126249999
941,941,1759549.675208766,5902275.059722228,0.466000001
942,942,1738932.765065902,5902628.569644764,-9999.0
943,943,1759521.512943446,5902265.620331098,0.392624998
944,944,1759489.35451447,5902256.256087202,0.382875003
945,945,1759509.33614182,5902255.879577047,0.383937504
946,946,1759453.286283796,5902239.350909331,0.339030304
947,947,1759403.952798541,5902227.954109201,0.280882348
948,948,1759372.270237515,5902219.242563441,0.252314814
949,949,1738867.84480977,5902569.820722732,-0.935599989
950,950,1738883.911278728,5902574.541556132,-9999.0
951,951,1759348.545024624,5902209.056922718,0.22263323
952,952,1759321.68791993,5902198.683526063,0.185988026
953,953,1760663.743013048,5902182.753623842,1.110099953
954,954,1762509.436229897,5902138.991592666,1.912874986
955,955,1738851.533754483,5902550.150059565,-0.85844735
956,956,1756916.516540563,5902240.546017096,-0.869959845
957,957,1757703.161028422,5902253.802661111,0.197152942
958,958,1759281.954148999,5902191.42138192,0.153636363
959,959,1762533.222758883,5902128.564476654,1.96582276
960,960,1759256.067560307,5902180.886718255,0.1145
961,961,1738851.206498836,5902530.217417214,-9999.0
962,962,1759223.909792044,5902171.521485464,0.083529413
963,963,1762548.825215942,5902108.324050455,1.712249972
964,964,1757697.639031979,5902190.151072001,-0.045888888
965,965,1759201.049252321,5902161.07253396,0.048780488
966,966,1757676.979679398,5902180.538696635,-0.135314461
967,967,1757545.407359634,5902183.035986443,0.723286888
968,968,1759151.477012789,5902146.296478041,-0.016100278
969,969,1742902.643310084,5902422.915895015,-0.845799984
970,970,1759107.268272366,5902133.834004669,-0.072937498
971,971,1760446.017424798,5902108.563385409,1.216455674
972,972,1757624.173896291,5902162.488177556,0.168252327
973,973,1759080.411733135,5902123.45985645,-0.112453987
974,974,1760473.802364342,5902098.06638125,1.251624964
975,975,1738802.272014874,5902471.205671807,-9999.0
976,976,1760489.165900213,5902087.220615056,1.206727219
977,977,1757452.255840965,5902134.520523839,-0.302882886
978,978,1759026.316709252,5902109.840549457,-0.172209301
979,979,1738785.960552245,5902451.535372212,-9999.0
980,980,1758972.050894271,5902091.04171997,-0.210684293
981,981,1761436.142943045,5902039.885489082,0.486250001
982,982,1757056.436528845,5902325.368906757,-0.49422969
983,983,1757423.547017331,5902095.524649198,-0.503116887
984,984,1758908.884902284,5902072.255576846,-0.278478263
985,985,1757391.392119472,5902086.152240689,-0.622
986,986,1757359.236884592,5902076.780449294,-0.745000001
987,987,1758858.819165901,5902052.507906379,-0.381835073
988,988,1760165.548572305,5902201.192657663,0.889700503
989,989,1738733.031153857,5902392.588499624,-0.935071426
990,990,1757327.082031346,5902067.408296847,-0.817625016
991,991,1743084.625713288,5902310.906299798,-9999.0
992,992,1743124.249575145,5902290.298322139,-9999.0
993,993,1758761.18794792,5902025.944657776,-0.513984968
994,994,1761498.56165069,5901958.931998871,1.205124989
995,995,1761512.49389956,5902002.370648981,0.773849382
996,996,1757207.038293889,5902029.758408591,-0.958125005
997,997,1758667.231337352,5901996.613399398,-0.640220585
998,998,1758624.728544111,5901983.367935047,-0.707617564
999,999,1743155.616190485,5902254.148203168,-9999.0
1000,1000,1758596.568510071,5901973.92547744,-0.756108796
1001,1001,1738695.019517983,5902339.420471651,-0.657003429
1002,1002,1742420.42167633,5902271.535283213,2.657750004
1003,1003,1757049.679752,5901982.829259276,-0.570124986
1004,1004,1758546.814601828,5901959.143493138,-0.827714289
1005,1005,1758503.667503076,5901945.759383564,-0.952359534
1006,1006,1760831.681521871,5902217.855212257,0.966481075
1007,1007,1761594.725785313,5901897.276326368,0.862671859
1008,1008,1738663.464938279,5902294.038446624,0.283966709
1009,1009,1757005.167370397,5901953.744860824,-0.846875016
1010,1010,1738646.909399269,5902259.418034642,0.673333331
1011,1011,1742402.604959712,5902162.900407228,0.188510203
1012,1012,1738661.995500341,5902204.341247339,0.326475001
1013,1013,1742393.682772877,5902142.385125197,-0.112740745
1014,1014,1760500.575009,5901823.375947083,0.471777775
1015,1015,1760536.256670693,5901807.743784428,0.528875003
1016,1016,1761662.422875735,5901814.862734768,0.906362137
1017,1017,1742385.938218276,5902122.576888802,-0.622576256
1018,1018,1761463.16944437,5901780.14101914,1.43762494
1019,1019,1761575.061143602,5901778.005655002,1.306375033
1020,1020,1760567.847540185,5901787.20392929,0.475875004
1021,1021,1760607.808750251,5901786.445698589,0.592278473
1022,1022,1760623.793235045,5901786.142353434,0.835499991
1023,1023,1761402.604797452,5901770.741683508,1.422803694
1024,1024,1761534.909593999,5901768.801734549,1.336874992
1025,1025,1761558.513712469,5901766.274031268,1.284231989
1026,1026,1738661.17914333,5902154.509472318,0.7899359
1027,1027,1760671.726917452,5901773.91752479,0.980961026
1028,1028,1761326.78287311,5901758.606370448,1.469097391
1029,1029,1761654.398815045,5901745.852579588,2.235319112
1030,1030,1760755.002171544,5901760.133596458,0.754158782
1031,1031,1761298.568271966,5901743.398261846,1.50363057
1032,1032,1761642.105938335,5901736.924975083,1.726329103
1033,1033,1760794.869051877,5901743.012650388,0.688437499
1034,1034,1761282.393894306,5901733.736167717,1.535187466
1035,1035,1761622.06308367,5901727.256434483,1.726249996
1036,1036,1760814.660189891,5901732.666312162,0.920625006
1037,1037,1761270.215656396,5901723.997901231,1.558249944
1038,1038,1762884.643176281,5901693.080668998,1.657749948
1039,1039,1762900.435790557,5901682.806271916,1.208625028
1040,1040,1738684.338532791,5902104.284848881,0.010424998
1041,1041,1761328.217109041,5901721.70709589,1.833833471
1042,1042,1762947.813407556,5901651.982895234,1.066124959
1043,1043,1765097.541204182,5901610.502918062,1.565810795
1044,1044,1762601.191345881,5901908.975536122,1.170337355
1045,1045,1762991.693879913,5901554.185738181,0.954178405
1046,1046,1762978.253940921,5901541.721596178,0.913999991
1047,1047,1761299.593590565,5901631.023610989,0.953178421
1048,1048,1763765.154860507,5901476.486911003,1.556790349
1049,1049,1763799.698912031,5901466.039584133,1.623875014
1050,1050,1738728.544417342,5901874.999504221,-9999.0
1051,1051,1764741.790477458,5901397.899647555,1.495250031
1052,1052,1765197.140537207,5901379.052395555,1.48924997
1053,1053,1763830.151231258,5901395.455381689,0.459821429
1054,1054,1738711.569438241,5901814.736302062,-9999.0
