FID,X,Y,BCE_Kaipara_Harbour_System_Seagrass
12498,1712656.592148558935151,5976466.500536068342626,
12499,1726475.879422832978889,5976279.070315516553819,0.086563637000000
12500,1712663.945282849250361,5976457.165131423622370,
12501,1726448.829337934264913,5976267.124449637718499,0.024875001000000
12502,1726440.623100564582273,5976257.276698348112404,-0.052750001000000
12503,1712132.420240348903462,5976444.321936964057386,
12504,1726006.888387105194852,5976287.905445471405983,-0.891415828000000
12505,1711633.641429908573627,5976441.328754443675280,
12506,1712124.065221867524087,5976434.262223969213665,
12507,1712607.240529866889119,5976432.420563133433461,
12508,1712656.083796211052686,5976427.367417956702411,
12509,1712684.361652893712744,5976431.983338984660804,
12510,1726402.097209175117314,5976241.306454435922205,-0.099611110000000
12511,1712672.085550060728565,5976417.919651103205979,
12512,1713036.071676346706226,5976539.339388323016465,-0.236066805000000
12513,1726247.008703043684363,5976263.109839142300189,0.467896620000000
12514,1713393.329773116158321,5976392.842345057986677,-0.035869576000000
12515,1725995.953257849439979,5976213.912637781351805,
12516,1712131.022950047394261,5976394.305895315483212,
12517,1705948.682387138949707,5976462.274113983847201,-0.761814826000000
12518,1711236.564040961675346,5976395.657406043261290,
12519,1710983.118249524384737,5976389.723196760751307,
12520,1711015.377064605243504,5976388.064480707049370,
12521,1712969.519648397108540,5976363.691479491069913,-0.861666684000000
12522,1711970.007794491946697,5976366.486570348031819,
12523,1725983.942659383872524,5976179.202172036282718,-0.841674981000000
12524,1726100.138561900006607,5976166.981229087337852,
12525,1710940.696548693580553,5976366.258044863119721,
12526,1712420.995308069279417,5976340.919828107580543,
12527,1712625.520917265210301,5976342.185176097787917,
12528,1712689.484752854332328,5976360.029582644812763,
12529,1712856.438946370268241,5976335.062802274711430,-0.842784814000000
12530,1712944.947783038252965,5976334.111655065789819,-0.775892882000000
12531,1725995.672315912321210,5976154.113419502973557,
12532,1712646.728501112898812,5976327.822798418812454,
12533,1712844.218064406188205,5976325.255208535119891,-0.833835596000000
12534,1712884.034850677940995,5976327.535078625194728,-0.929655145000000
12535,1705911.960623270599172,5976412.689844949170947,-0.764666657000000
12536,1712823.936420118669048,5976315.552472625859082,-0.750336127000000
12537,1712908.574720029253513,5976314.450901178643107,-0.943937508000000
12538,1712965.130066353827715,5976323.681003295816481,-0.744250000000000
12539,1725987.321804959094152,5976134.300310019403696,
12540,1725942.426710503175855,5976123.324178169481456,0.095714302000000
12541,1725979.116100709652528,5976124.452306888066232,
12542,1725970.910414779325947,5976114.604296348057687,
12543,1726097.678319797618315,5976128.460825077258050,
12544,1726116.514147966634482,5976147.373251901008189,
12545,1705920.828767728758976,5976375.992869367823005,-0.765999973000000
12546,1712924.436772993067279,5976294.311113617382944,-0.841943317000000
12547,1725957.426619724603370,5976133.848694285377860,-0.570753939000000
12548,1711025.711868196958676,5976299.096246046945453,
12549,1711239.914040072821081,5976296.734002971090376,
12550,1725935.314393376465887,5976095.053903454914689,-0.423992112000000
12551,1726116.304817920085043,5976092.556505809538066,
12552,1711002.852167833130807,5976289.960891588591039,
12553,1711057.987298559397459,5976288.515269008465111,
12554,1712790.836833482375368,5976281.034966754727066,-0.823741196000000
12555,1712936.203494900604710,5976269.241310681216419,-0.883812516000000
12556,1725962.415241128299385,5976084.826050238683820,
12557,1711017.716208507074043,5976278.863220726139843,
12558,1711226.974637829465792,5976276.584036570973694,
12559,1712351.477469113189727,5976271.431617847643793,
12560,1712806.449308179318905,5976255.980236975476146,
12561,1712944.069564797449857,5976254.188918452709913,-0.712250000000000
12562,1705729.234525626758114,5976339.268741759471595,-0.764955542000000
12563,1712956.030867776134983,5976244.066489898599684,-0.709562491000000
12564,1725921.821391655132174,5976065.481191516853869,-0.687466681000000
12565,1711040.734838619362563,5976274.687247976660728,
12566,1712355.543149231234565,5976242.102046892046928,
12567,1712798.717095494968817,5976236.147573392838240,
12568,1712971.589817823376507,5976233.313195468857884,-0.701495327000000
12569,1725953.992492768913507,5976060.030356112867594,
12570,1711139.034544595750049,5976267.341421166434884,
12571,1712371.210075315786526,5976231.932438819669187,
12572,1712786.496415489353240,5976226.339901779778302,
12573,1712637.906043151626363,5976271.664845400489867,
12574,1712653.235864894231781,5976208.138871033675969,
12575,1712733.054100256180391,5976382.050168831832707,-0.940356213000000
12576,1712875.438237659167498,5976211.965181757695973,-0.921818176000000
12577,1713090.939271681476384,5976210.624314157292247,-0.713311119000000
12578,1725938.550006804289296,5976034.025810418650508,
12579,1726014.374797762837261,5976024.263676564209163,
12580,1711146.067451796960086,5976221.040437439456582,
12581,1712379.231278132647276,5976211.203557645902038,
12582,1712739.584544547833502,5976199.801266636699438,-0.992999991000000
12583,1712761.925558739341795,5976196.759577089920640,
12584,1725921.685617978218943,5976015.647083393298090,
12585,1711105.170150239253417,5976208.379617499187589,
12586,1711201.897982263239101,5976207.139751122333109,
12587,1712403.261582164792344,5976191.650617390871048,
12588,1712692.997248651226982,5976191.012273849919438,
12589,1712725.522969224723056,5976187.266246880404651,-0.981499954000000
12590,1712749.704975333530456,5976186.951861009933054,
12591,1713138.710939138894901,5976188.437958873808384,-0.909705906000000
12592,1726017.682898255065084,5976004.285294265486300,
12593,1726086.633390282746404,5976003.866992138326168,
12594,1712388.166988243814558,5976180.770087630487978,
12595,1713152.768549310276285,5976171.533982961438596,-0.905000030000000
12596,1726121.388560111867264,5976026.554327612742782,
12597,1711016.247833298053592,5976189.585382953286171,
12598,1711161.339235937222838,5976187.726659134961665,
12599,1711814.571054826024920,5976178.925922005437315,
12600,1712314.010769937885925,5976172.873842673376203,
12601,1712337.319346217671409,5976207.324581168591976,
12602,1712362.694800095632672,5976171.840850614011288,
12603,1712640.627071293769404,5976168.436180486343801,
12604,1712713.172916903393343,5976167.493538255803287,
12605,1725896.504849903285503,5975997.870839680545032,-0.583783772000000
12606,1726070.221996936248615,5975984.171163122169673,
12607,1726035.993993015959859,5975977.294427068904042,
12608,1710903.469456758815795,5976171.095388526096940,
12609,1712895.541783161694184,5976172.255186616443098,-0.769668220000000
12610,1725916.341333856806159,5975975.232081768102944,
12611,1725993.886284606764093,5975978.959006666205823,
12612,1726017.093053013319150,5975963.698204779066145,
12613,1726079.849764892132953,5975964.388730537146330,
12614,1726107.619872111128643,5975972.676965296268463,
12615,1726129.954495019745082,5975962.784044587984681,
12616,1710894.950900611467659,5976160.835492361336946,
12617,1711063.910157413687557,5976163.293025795370340,
12618,1711105.391440336825326,5976172.040442551486194,
12619,1711821.926013867137954,5976149.333629341796041,
12620,1712652.329676749650389,5976138.384318865835667,
12621,1726004.867640047334135,5975954.635420220904052,
12622,1711673.284481248818338,5976140.419576865620911,
12623,1712369.918767516268417,5976132.283115239813924,
12624,1725871.542664321139455,5975960.295424878597260,-0.684555228000000
12625,1727028.439843657193705,5975929.733651115559042,-0.200370381000000
12626,1711112.337001443142071,5976138.521918745711446,
12627,1712585.750495679210871,5976125.363349993713200,
12628,1712676.787695657927543,5976140.868774389848113,
12629,1712720.585891614435241,5976117.564074872061610,
12630,1712774.296759729972109,5976153.778047683648765,-0.934917938000000
12631,1713181.337422562530264,5976114.839243134483695,-0.644866340000000
12632,1711096.413520404836163,5976128.759388937614858,
12633,1712398.032123582903296,5976123.932242969051003,
12634,1712708.200168866664171,5976107.557301387190819,
12635,1712736.144883035449311,5976106.811202331446111,
12636,1711071.460207047872245,5976123.330115164630115,
12637,1711088.647775198565796,5976118.691178003326058,
12638,1712490.440104757435620,5976100.820647182874382,
12639,1726959.485581255750731,5975900.841734898276627,-0.658148184000000
12640,1711023.287789204390720,5976109.762855668552220,
12641,1711905.375082422513515,5976105.552625402808189,-0.986050840000000
12642,1712377.687455117935315,5976097.098162639886141,
12643,1712430.549724345095456,5976098.145399848930538,
12644,1712456.091333520133048,5976111.093732378445566,
12645,1712474.189685410121456,5976091.064832150936127,
12646,1712547.060212313896045,5976090.119332722388208,
12647,1712675.864117035409436,5976088.245447902008891,
12648,1726088.621409413171932,5975903.782982074655592,
12649,1726242.290827462682500,5975906.329501903615892,0.409794643000000
12650,1711079.584051338955760,5976099.075331655330956,
12651,1711619.641085268929601,5976092.140365215018392,-0.880200006000000
12652,1713191.133433772949502,5976075.986823161132634,-0.841636396000000
12653,1713267.432663761777803,5976076.706171234138310,-0.776685564000000
12654,1710962.290589029900730,5976091.071213295683265,
12655,1711047.214238089043647,5976089.523377927020192,
12656,1712369.143969543278217,5976072.493514229543507,
12657,1712522.797972046304494,5976083.918787000700831,
12658,1712575.280839372193441,5976070.202601561322808,
12659,1712667.704655694775283,5976068.217079040594399,
12660,1725892.728852773318067,5975906.924029545858502,
12661,1726229.553676243172958,5975881.596851760521531,-0.173280735000000
12662,1710660.181223574792966,5976084.504676676355302,
12663,1710950.355109681608155,5976080.394404054619372,
12664,1710990.662907954072580,5976080.280859453603625,
12665,1713200.019113241927698,5976057.066576943732798,-0.485545474000000
12666,1726929.336306897457689,5975868.204377430491149,-0.816666702000000
12667,1710438.982462161220610,5976077.741033271886408,
12668,1710560.959402496693656,5976078.789945630356669,
12669,1710615.241473301313818,5976079.893883368000388,
12670,1710845.445988278603181,5976072.171854959800839,
12671,1725894.585366260493174,5975866.733503558672965,
12672,1710490.816336645744741,5976066.530207717791200,
12673,1710933.984226291300729,5976061.073058782145381,
12674,1711079.073445766465738,5976059.215660533867776,
12675,1712425.500396308489144,5976041.460890001617372,
12676,1712458.360880682012066,5976057.014075949788094,
12677,1712651.568809688556939,5976048.583160688169301,
12678,1710316.724521133350208,5976059.785979546606541,
12679,1710474.568366189021617,5976056.770693076774478,
12680,1710709.082813079701737,5976062.521936194971204,
12681,1711949.239566382253543,5976043.366180668585002,
12682,1712604.300482233986259,5976033.997865838930011,
12683,1726212.852058032527566,5975841.971044929698110,0.197737497000000
12684,1726902.039318660274148,5975831.911914138123393,-0.462702758000000
12685,1710430.147568334126845,5976055.929298783652484,
12686,1710952.445608583744615,5976048.118909643962979,
12687,1710990.152707936940715,5976040.421191636472940,
12688,1712497.466428748564795,5976020.996590293943882,
12689,1713271.435718861874193,5976010.719536946155131,0.800361440000000
12690,1726015.061141915619373,5975835.081781508401036,
12691,1710304.884292801143602,5976039.198994200676680,
12692,1710337.286322514060885,5976038.585602685809135,
12693,1712403.592678765300661,5976045.852673504501581,
12694,1713258.547997705172747,5976030.347091900184751,0.455454547000000
12695,1725875.392705920850858,5975834.426044176332653,
12696,1726200.470978206256405,5975822.216794067993760,0.214107140000000
12697,1710361.753640808630735,5976043.818217194639146,
12698,1710802.525900982553139,5976035.129418464377522,
12699,1712432.723940946860239,5976001.903085196390748,
12700,1713275.205620826222003,5975990.736992710269988,0.903875005000000
12701,1710224.026182435452938,5976020.294173045083880,
12702,1710264.328473192173988,5976019.781768366694450,
12703,1710323.677217024611309,5976020.884703825227916,
12704,1713209.699933713534847,5975997.565577699802816,-0.316847387000000
12705,1710297.254289911361411,5976013.392857459373772,
12706,1712706.846946081146598,5975978.411101146601140,-0.800777765000000
12707,1725958.639981381362304,5975802.475287156179547,
12708,1726097.789173930883408,5975804.736606335267425,
12709,1726192.047752704238519,5975797.421310055069625,0.538987427000000
12710,1726888.989278046647087,5975799.864334243349731,0.055035226000000
12711,1710231.993401442654431,5976000.058686172589660,
12712,1713274.022676339372993,5975963.172337713651359,-0.710909112000000
12713,1713286.970886215101928,5975965.666673582047224,0.848437495000000
12714,1705812.519796831998974,5976060.846914745867252,-0.805928359000000
12715,1710861.824918431928381,5976013.925137505866587,
12716,1711916.338300001807511,5975968.717038431204855,
12717,1712406.782422419870272,5975972.521305195987225,
12718,1713266.883849581470713,5975985.252991499379277,
12719,1713279.730147227877751,5975951.248784292489290,-0.673064515000000
12720,1710163.658943871734664,5975981.578095059841871,
12721,1710193.489537730347365,5975984.028901921585202,
12722,1710868.513533665565774,5975972.010350923985243,
12723,1712383.474397875834256,5975958.016228825785220,
12724,1713286.654895839979872,5975941.480912880972028,-0.777962977000000
12725,1725934.788014540914446,5975770.548309034667909,
12726,1726824.297004261752591,5975753.311158883385360,-0.004312501000000
12727,1710175.190478001954034,5975970.881091348826885,
12728,1710876.446537864627317,5975961.942367847077549,
12729,1712359.404773004353046,5975943.053813929669559,
12730,1726799.969472674420103,5975743.699692334048450,-0.020377358000000
12731,1705814.238061916781589,5976015.430472251027822,-0.797592627000000
12732,1710146.852455622982234,5975961.274597258307040,
12733,1711767.427370309829712,5975941.120838203467429,-0.982038443000000
12734,1712636.219114718493074,5975935.770299329422414,-0.921117314000000
12735,1713210.943734247470275,5975947.370724335312843,-0.594454899000000
12736,1725917.190589273348451,5975746.597473554313183,
12737,1710134.635282523231581,5975951.463271322660148,
12738,1725462.916387117933482,5975746.089034629054368,0.345555554000000
12739,1725868.827161080669612,5975747.299699665047228,
12740,1725933.313436803640798,5975737.989164133556187,
12741,1726017.797816257691011,5975734.818192472681403,
12742,1710118.387945911847055,5975941.703109658323228,
12743,1711863.995360451051965,5975926.074149494059384,
12744,1712536.454886523075402,5975983.653448752127588,-0.967847585000000
12745,1712587.027347982628271,5975930.809713393449783,-0.963480149000000
12746,1712687.783802888821810,5975936.550718401558697,-0.837310493000000
12747,1726133.948371534235775,5975723.512455210089684,-0.966999948000000
12748,1710082.422185250092298,5975932.777253133244812,
12749,1710102.140646423911676,5975931.942918268963695,
12750,1725948.838852361775935,5975716.437301576137543,
12751,1725969.582631370052695,5975715.930654115043581,
12752,1726029.604057614458725,5975715.062553008086979,-0.953666608000000
12753,1726746.992940434953198,5975704.605242067016661,-0.098500000000000
12754,1711162.385209440020844,5975909.032483150251210,
12755,1711202.687086193822324,5975908.515704330056906,
12756,1712550.533093070844188,5975896.588358428329229,-0.987860448000000
12757,1713221.221014981856570,5975882.010109669528902,0.157592610000000
12758,1712407.216929705347866,5975887.416604469530284,
12759,1725948.549341035773978,5975696.507062649354339,-0.983249977000000
12760,1726008.701839752495289,5975707.947659813798964,
12761,1726710.502003942150623,5975690.187701255083084,-0.058219179000000
12762,1710043.418394268490374,5975910.263719767332077,
12763,1725884.152556258253753,5975692.257501038722694,
12764,1725922.524092308478430,5975693.386187377385795,
12765,1726375.771841217996553,5975680.122182487510145,0.201875001000000
12766,1726412.116836281260476,5975684.575956122018397,0.038314137000000
12767,1710021.031149003654718,5975893.106422960758209,
12768,1725891.408293856773525,5975677.201319001615047,
12769,1725957.095944486558437,5975681.795462035574019,-0.971200001000000
12770,1726082.022971097845584,5975681.311101421713829,
12771,1726319.203011414501816,5975670.979282513260841,0.055874999000000
12772,1726517.279560226714239,5975691.887469418346882,0.344800395000000
12773,1726629.532768846955150,5975666.452479465864599,0.237591464000000
12774,1726670.802883284166455,5975672.009788268245757,-0.072068966000000
12775,1711326.518491361755878,5975866.677586047910154,
12776,1711379.476543784607202,5975870.723586818203330,
12777,1711971.345906140282750,5975858.374354150146246,
12778,1712419.287931968457997,5975852.960945596918464,
12779,1712507.382601759396493,5975860.222896047867835,-0.976390628000000
12780,1726363.824166401522234,5975660.945848331786692,-0.287981655000000
12781,1709986.322508140467107,5975873.613739989697933,
12782,1712567.215739347040653,5975848.809613990597427,-0.921349389000000
12783,1725891.706654701847583,5975657.262547974474728,
12784,1726053.504175526089966,5975654.911752784624696,
12785,1705950.046547110192478,5975914.108649473637342,-0.781789482000000
12786,1726259.719991738675162,5975649.852075340226293,0.281830064000000
12787,1709960.073140511754900,5975854.013653303496540,
12788,1713236.113314528018236,5975816.266758031211793,-0.838727287000000
12789,1725420.925188406836241,5975644.483439180999994,0.694736854000000
12790,1726036.345977510791272,5975635.427898583002388,
12791,1711889.909914161777124,5975823.776894960552454,
12792,1712300.837025249376893,5975822.363989528268576,
12793,1709929.394936835858971,5975834.469639657065272,
12794,1711563.384966762736440,5975813.015092387795448,-0.997999966000000
12795,1726092.639181997161359,5975614.473778190091252,-0.297638328000000
12796,1712526.734018945368007,5975791.384645518846810,-0.965072712000000
12797,1712563.359469222603366,5975805.658028713427484,-0.904426365000000
12798,1713280.481309872586280,5975817.864938231185079,0.673618180000000
12799,1726116.686157905962318,5975604.883568054065108,
12800,1726167.517134609865025,5975667.509466773830354,0.471112457000000
12801,1709915.236208104761317,5975814.716127111576498,
12802,1711552.820105943130329,5976803.111438216641545,-0.877889880000000
12803,1725419.678794262465090,5975610.042387143708766,0.571435643000000
12804,1709898.989381773862988,5975804.955564173869789,
12805,1712276.606800344772637,5975774.694020539522171,
12806,1712379.089459788054228,5975822.848978842608631,
12807,1713316.301416341448203,5975760.055045748129487,0.369411773000000
12808,1726145.030727593228221,5975584.393989582546055,
12809,1726237.126623746007681,5975587.028336776420474,
12810,1709879.145122776739299,5975795.236428978852928,
12811,1713267.005639953305945,5975756.766207234933972,-0.532669988000000
12812,1726124.290572257246822,5975573.417698292061687,
12813,1726225.056355575565249,5975572.678036296740174,
12814,1712300.529489117441699,5975754.450983974151313,
12815,1712530.839533604448661,5975751.847716532647610,-0.909192665000000
12816,1713211.499074033694342,5975742.402842891402543,-0.654000013000000
12817,1713292.101737192831933,5975741.350009684450924,-0.837750009000000
12818,1713338.363513012649491,5975737.482050883583724,0.977333315000000
12819,1712275.901708874851465,5975749.020966300740838,
12820,1713413.353369499091059,5975729.170625626109540,-0.836615419000000
12821,1725921.030002025654539,5975570.518929561600089,
12822,1712401.617022879887372,5975733.590683478862047,
12823,1713302.162476502591744,5975724.036449836567044,-0.793194457000000
12824,1713356.337115858448669,5975719.993620251305401,0.883846137000000
12825,1713401.828668211819604,5975719.290197162888944,-0.763587817000000
12826,1713427.409942798083648,5975731.607614177279174,-0.595617147000000
12827,1725930.416949066333473,5975547.060938980430365,
12828,1712578.252331292023882,5975730.293233782052994,-0.771067450000000
12829,1713178.867773103294894,5975712.928918963298202,-0.163999990000000
12830,1713323.952066334430128,5975711.033813623711467,-0.837875018000000
12831,1711913.122766056796536,5975719.593749220483005,
12832,1712380.615413082297891,5975713.546867095865309,
12833,1713331.882049659499899,5975700.963507426902652,-0.837625027000000
12834,1713387.445687117055058,5975695.975990655831993,-0.709684810000000
12835,1725449.592930976999924,5975548.239942760206759,0.569910710000000
12836,1705932.221552282571793,5975774.797590629197657,-0.772333344000000
12837,1711853.006700488505885,5975700.819149756804109,
12838,1725536.172099668765441,5975513.649258974939585,-0.662623458000000
12839,1725613.892089277273044,5975511.057713720016181,-0.064015304000000
12840,1725946.103438016725704,5975516.931413224898279,
12841,1713168.699754575500265,5975696.993217729963362,0.587202066000000
12842,1726090.900053675984964,5975494.892294360324740,
12843,1726120.501322807278484,5975507.935998127795756,0.290313188000000
12844,1712379.780846643727273,5975677.908872033469379,
12845,1725945.673410605406389,5975487.041099837981164,
12846,1725648.828864017035812,5975494.551558696664870,-0.039261711000000
12847,1726139.044629209907725,5975479.241113804280758,0.693787498000000
12848,1712291.178625835338607,5975654.905995830893517,
12849,1726107.173624261282384,5975464.753900753334165,
12850,1726130.766836345894262,5975464.410691058263183,-0.583171382000000
12851,1712390.225346915423870,5975653.569871734827757,
12852,1726114.511819070437923,5975455.406702959910035,
12853,1726174.161055786767974,5975458.407105201855302,0.421161186000000
12854,1725701.023785791592672,5975454.485796987079084,0.150595825000000
12855,1726279.592375872656703,5975442.309747495688498,0.075009293000000
12856,1727059.462033409159631,5975434.092584527097642,1.399618132000000
12857,1727117.863847350701690,5975430.059230576269329,0.538374998000000
12858,1727185.875308915274218,5975426.295783795416355,5.186666727000000
12859,1712282.413343174150214,5975629.337325695902109,
12860,1726130.800037808017805,5975437.830907593481243,
12861,1726227.114936659112573,5975440.212092976085842,0.043138266000000
12862,1727153.989076963160187,5975419.562203468754888,0.706835442000000
12863,1725581.933280457975343,5975421.815498922020197,
12864,1725967.934886308154091,5975463.998325066640973,
12865,1726146.234984776470810,5975419.333082518540323,-0.985529405000000
12866,1709832.235153099289164,5975626.404302964918315,
12867,1711856.920322962570935,5975615.373885007575154,
12868,1712372.828783020842820,5975610.378211739473045,
12869,1725618.435736622661352,5975413.917094425298274,
12870,1725651.409684795886278,5975404.417277825996280,
12871,1725995.555761239491403,5975412.389160348102450,
12872,1726008.848258252022788,5975396.412946355529130,
12873,1727294.719196995021775,5975377.837649529799819,1.730062501000000
12874,1712346.726816231152043,5975574.252322514541447,
12875,1725668.281695322133601,5975393.142507690005004,
12876,1725811.810577561380342,5975391.629554067738354,0.812391864000000
12877,1726160.913907810579985,5975392.890594887547195,
12878,1727311.682154404697940,5975367.740487567149103,1.424360912000000
12879,1711581.478086089249700,5975574.168328908272088,
12880,1705862.794565866235644,5976395.644761841744184,-0.782328505000000
12881,1709823.190882865805179,5975591.071583835408092,
12882,1711838.056853729300201,5975569.214211220853031,
12883,1726008.413737948983908,5975366.517571433447301,
12884,1726032.434649787377566,5975366.369560848921537,
12885,1705986.815280019771308,5975624.635138846933842,-0.759563632000000
12886,1726182.456499789142981,5975359.999262274242938,
12887,1705958.643709512893111,5975614.811986347660422,-0.759225000000000
12888,1711838.267038695514202,5975541.160991321317852,
12889,1711591.911455944180489,5975551.761580535210669,
12890,1712305.780947936931625,5975524.949753079563379,
12891,1725864.957002106122673,5975359.948254118673503,0.596480084000000
12892,1725906.760384138673544,5975337.817090343683958,0.718660006000000
12893,1725765.850654927082360,5975377.717469346709549,0.249607420000000
12894,1711596.406166132073849,5975514.377840626984835,
12895,1711644.440935143968090,5975513.759399595670402,
12896,1712285.372716736746952,5975505.280866427347064,
12897,1726021.490326663246378,5975316.642471035011113,-0.747468065000000
12898,1726032.260182803729549,5975332.246609127148986,-0.960666617000000
12899,1726201.620169950881973,5975327.307108168490231,
12900,1707743.277755348477513,5975553.152772877365351,
12901,1711628.192592327017337,5975504.002039652317762,
12902,1725921.178402651101351,5975318.428337285295129,0.589956980000000
12903,1711653.694253652123734,5975494.245613875798881,
12904,1725886.694250062573701,5975298.592180816456676,
12905,1726055.833230724791065,5975301.041198554448783,
12906,1727200.599696953315288,5975368.178886418230832,0.660211125000000
12907,1725858.345351985190064,5975315.542832163162529,
12908,1726228.778145639924332,5975295.268663411028683,
12909,1712264.771018388448283,5975470.664529928006232,
12910,1725905.787963411770761,5975282.577889394015074,
12911,1725939.530530847609043,5975293.880358873866498,0.614920535000000
12912,1726071.663718390977010,5975280.876531247049570,
12913,1710354.204841082682833,5975480.445894397795200,
12914,1711756.638923638500273,5975462.480875615961850,
12915,1712207.997547958046198,5975456.650753905065358,
12916,1712252.487491770880297,5975455.873661438003182,
12917,1725950.544424471445382,5975267.686209677718580,0.041916659000000
12918,1726220.289480129722506,5975269.058101586066186,
12919,1726317.280304758576676,5975262.350287572480738,
12920,1726401.723983072442934,5975279.669240723364055,
12921,1725927.123126690275967,5975263.626689906232059,
12922,1726258.998337947297841,5975258.730490612797439,
12923,1726288.924678138690069,5975252.796185132116079,
12924,1712228.049561020219699,5975436.256826991215348,
12925,1725946.224812079919502,5975247.814505133777857,
12926,1726084.567017848836258,5975255.328077105805278,
12927,1726264.599172452464700,5975243.183271746151149,
12928,1726280.719397093867883,5975242.948467614129186,
12929,1727187.918325477978215,5975250.866460218094289,0.404876035000000
12930,1725949.965306855039671,5975227.825705370865762,
12931,1726456.011290395166725,5975221.334770219400525,
12932,1727203.208885611267760,5975214.290307047776878,0.211153845000000
12933,1727223.314454358536750,5975199.264788456261158,0.282208335000000
12934,1725961.845223742770031,5975215.614989242516458,0.250857131000000
12935,1727262.491914954036474,5975188.294007093645632,0.416620370000000
12936,1711297.542057733284310,5975411.893467610701919,-0.333691279000000
12937,1711711.690050647128373,5975410.883193052373827,
12938,1726231.886704702628776,5975214.292574804276228,
12939,1726460.898232023697346,5975191.147589274682105,
12940,1727281.987186013953760,5975178.053123335354030,0.426992485000000
12941,1712126.366708047920838,5975377.974048020318151,
12942,1712142.486513761803508,5975377.765542889013886,
12943,1712158.766385279363021,5975377.353788914158940,
12944,1725966.094002624973655,5975187.722436884418130,-0.330166673000000
12945,1727295.416229185881093,5975168.304616053588688,0.365802467000000
12946,1706005.037580765318125,5975463.603767221793532,-0.819420672000000
12947,1726084.196401895722374,5975211.406973369419575,-0.415515982000000
12948,1727303.330022226553410,5975158.221025867387652,0.262874997000000
12949,1706026.701898248167709,5975433.709591261111200,-0.843706987000000
12950,1712130.298946582479402,5975357.788821068592370,
12951,1710296.390552452066913,5975371.549782289192080,
12952,1726235.182648801244795,5975169.590161600150168,
12953,1710376.735371602466330,5975350.594131485559046,
12954,1712093.642923384672031,5975328.363046042621136,
12955,1726100.064738596091047,5975177.875434399582446,-0.821329550000000
12956,1710409.712861938169226,5975348.389821699820459,-0.725625007000000
12957,1712053.054775385651737,5975319.122307118028402,
12958,1726364.041028914507478,5975122.711354954168200,
12959,1726504.823134678415954,5975120.275186808779836,
12960,1712036.806298440787941,5975309.365707769058645,
12961,1725961.493936107959598,5975142.770639316178858,0.146390498000000
12962,1706024.068592303898185,5975375.020760701037943,-0.877982142000000
12963,1711058.001652228645980,5975312.376526163890958,-0.766879638000000
12964,1712077.136719302739948,5975298.676638653501868,
12965,1705958.330101812025532,5975459.831522378139198,-0.810118921000000
12966,1712012.369274095166475,5975289.748282619751990,
12967,1712028.488910663407296,5975289.539985551498830,
12968,1705995.491172286449000,5975370.973080521449447,-0.872041633000000
12969,1711665.540449863765389,5975274.289543446153402,
12970,1711995.992160067195073,5975270.026668152771890,
12971,1712012.111759232357144,5975269.818400665186346,
12972,1726245.852083123754710,5975074.214297183789313,-0.669812492000000
12973,1725939.311189104337245,5975091.864499679766595,0.347988393000000
12974,1726271.796214461792260,5975077.760163704864681,
12975,1726297.889701253036037,5975120.292607488110662,
12976,1726487.505358262453228,5975060.724345651455224,
12977,1726520.790348065318540,5975072.172061859630048,
12978,1706023.138256737031043,5975329.417884144932032,-0.904587158000000
12979,1711971.555338659090921,5975250.409131656400859,
12980,1705967.079585580155253,5975315.718274327926338,-0.896237510000000
12981,1709851.116709143621847,5975286.628873904235661,
12982,1725939.299292971380055,5975048.570508737117052,0.446795956000000
12983,1726310.128455478698015,5975048.158686053939164,
12984,1726358.255683900555596,5975042.674819529987872,
12985,1706023.215491471346468,5975305.266688792034984,-0.918596514000000
12986,1709867.383668725611642,5975261.616746709682047,
12987,1710027.053890562150627,5975266.906748339533806,
12988,1710243.073372306302190,5975253.012425266206264,
12989,1712019.816554561490193,5975229.651273322291672,
12990,1726292.078625526744872,5975042.889756608754396,
12991,1726753.046561275143176,5975026.943829882889986,
12992,1709980.572846740484238,5975245.796207012608647,
12993,1712011.628032974665985,5975219.790477101691067,
12994,1725914.830026380019262,5975028.991508678533137,
12995,1709891.569283078657463,5975241.941666730679572,
12996,1709972.386699776630849,5975235.933539714664221,
12997,1710278.821461477084085,5975232.241847119294107,
12998,1711169.699085329193622,5975321.413979500532150,-0.681948122000000
12999,1725906.625382101396099,5975019.143450934439898,
13000,1726355.249305695993826,5975016.621588316746056,
13001,1710071.171109772054479,5975230.572490043006837,
13002,1710270.304533563088626,5975221.981362022459507,
13003,1726527.089574006386101,5975018.054932602681220,
13004,1726647.830786509905010,5974998.579883247613907,
13005,1711970.315945935668424,5975198.742848899215460,
13006,1709891.473666278645396,5975212.043332634493709,
13007,1710113.484575877897441,5975204.826821907423437,
13008,1710963.190511627122760,5975193.609059216454625,-0.785666678000000
13009,1711003.489040503278375,5975193.093127489089966,-0.755925919000000
13010,1711994.993561684153974,5975180.138978229835629,
13011,1725898.120739645557478,5974988.638503301888704,
13012,1726357.616494190413505,5974987.663089630194008,
13013,1709995.899986738339067,5975195.970279700122774,
13014,1710213.192615557229146,5975197.427970013581216,
13015,1710921.054540203884244,5975190.649660969153047,-0.769863073000000
13016,1711954.406221529003233,5975170.897794474847615,
13017,1711974.715553464135155,5975170.434328263625503,
13018,1726211.440539206610993,5974983.563176721334457,0.415992339000000
13019,1726506.856878701597452,5974980.729606285691261,
