OID,FID_,X,Y,BCE_Mahura
327,327,1754249.098757451,5965498.895405001,-9999.0
328,328,1753949.643229143,5965531.985300898,-9999.0
329,329,1754261.730436787,5965532.039752654,-9999.0
330,330,1754492.367756586,5965465.227322966,-0.369323233
331,331,1753850.100177462,5965466.917768227,-9999.0
332,332,1753866.203735099,5965466.631062289,-9999.0
333,333,1753780.288764312,5965472.149831733,-9999.0
334,334,1753857.797099118,5965446.843022532,-9999.0
335,335,1754495.8631634,5965440.761807819,-0.436980456
336,336,1754517.546262953,5965428.167054121,-0.433740161
337,337,1753824.808371706,5965435.611743854,-9999.0
338,338,1753547.150743002,5965435.219185759,-0.407219358
339,339,1753966.557133431,5965415.382302355,-9999.0
340,340,1754115.238134566,5965411.946707916,-9999.0
341,341,1754364.524172029,5965407.899746476,-9999.0
342,342,1753832.932211671,5965407.410255551,-9999.0
343,343,1753945.173526681,5965420.98134045,-9999.0
344,344,1753993.581371102,5965747.104443804,-9999.0
345,345,1753885.684869405,5965396.885083755,-9999.0
346,346,1753769.519330164,5965399.689465426,-9999.0
347,347,1753794.529977356,5965415.120871152,-9999.0
348,348,1753961.644082196,5965380.079065877,-9999.0
349,349,1754541.197591655,5965369.649713995,-0.684945948
350,350,1753816.829266082,5965372.079002861,-9999.0
351,351,1753832.222598355,5965367.547460428,-9999.0
352,352,1753227.252239072,5965385.257030668,-0.044330837
353,353,1753867.992390131,5965357.402569843,-9999.0
354,354,1753952.820350657,5965355.43093706,-9999.0
355,355,1753532.022724006,5965354.570891508,-0.054022224
356,356,1754570.072504085,5965346.35198148,-0.422450433
357,357,1753791.768377411,5965348.12861464,-9999.0
358,358,1753984.671900529,5965334.925694686,-9999.0
359,359,1754000.775220376,5965334.638729868,-9999.0
360,360,1753811.110610941,5965327.850771531,-9999.0
361,361,1753208.549272316,5965331.669097714,-0.240604004
362,362,1753783.025740646,5965318.578823468,-9999.0
363,363,1753847.622838673,5965335.989967867,-9999.0
364,364,1753145.700913797,5965315.009212752,-0.053000003
365,365,1754000.24241755,5965304.741622099,-9999.0
366,366,1753178.441718458,5965279.998478367,0.133639999
367,367,1753485.091398094,5965278.042088116,-0.19772421
368,368,1753461.18725599,5965263.410224861,-0.037444441
369,369,1753846.374297357,5965257.638080801,-9999.0
370,370,1753910.25446416,5965226.593947058,-9999.0
371,371,1753382.866002349,5965226.151768264,0.246724134
372,372,1753796.927137728,5965218.441660794,-9999.0
373,373,1753801.045460915,5965261.432971317,-9999.0
374,374,1753843.576213914,5965224.105062862,-9999.0
375,375,1754666.744526784,5965193.148912371,-9999.0
376,376,1752034.123471967,5965243.718007805,0.742500007
377,377,1754602.887598964,5965254.971674613,-0.839156598
378,378,1753877.160908242,5965177.339011699,-9999.0
379,379,1753059.921871183,5965182.03401562,0.627008547
380,380,1753724.573670313,5965159.91600112,-9999.0
381,381,1752942.320003569,5965161.059069425,-0.155349325
382,382,1753017.453359185,5965159.746267159,-0.247429911
383,383,1754323.901856958,5965129.879352555,-9999.0
384,384,1752990.772230565,5965143.032868334,-0.510099998
385,385,1753904.790106184,5965136.770305106,-9999.0
386,386,1752870.339913568,5965134.457935368,0.400000002
387,387,1753022.642614401,5965132.700931418,-0.619824559
388,388,1754443.438569594,5965107.883719459,-9999.0
389,389,1754567.613786043,5965112.831050855,-9999.0
390,390,1754584.942275456,5965104.490175343,-9999.0
391,391,1752853.558773224,5965125.371276516,0.342987012
392,392,1754431.461386068,5965097.265701817,-9999.0
393,393,1752604.679016973,5965120.507583066,0.72476189
394,394,1753714.284310583,5965100.285920541,-9999.0
395,395,1754512.129893891,5965086.257076726,-9999.0
396,396,1752382.185035078,5965113.911641517,0.305937496
397,397,1752833.065216084,5965108.01971301,-0.167942582
398,398,1753662.794829537,5965091.816991994,-9999.0
399,399,1753686.38756228,5965100.48574834,-9999.0
400,400,1754803.758521784,5965070.117186869,-9999.0
401,401,1752327.671174263,5965148.01092795,0.489263569
402,402,1754282.576824843,5965070.803982463,-9999.0
403,403,1752587.729522494,5965119.244059141,0.305417867
404,404,1752711.972908894,5965092.791232834,0.460836013
405,405,1754302.258491871,5965060.100731599,-9999.0
406,406,1754533.848335961,5965056.636942246,-9999.0
407,407,1754573.254003934,5965054.855157284,-9999.0
408,408,1754688.401472459,5965053.196494463,-9999.0
409,409,1754712.548526941,5965052.361780465,-9999.0
410,410,1753672.805244625,5965066.860951251,-9999.0
411,411,1753714.003335878,5965060.616694112,-9999.0
412,412,1752750.787981443,5965080.852191262,0.025487583
413,413,1753641.631399438,5965057.860502507,-9999.0
414,414,1754800.764266069,5965031.246367033,-9999.0
415,415,1753721.700141027,5965040.542056076,-9999.0
416,416,1754536.340957519,5965026.549364894,-9999.0
417,417,1754120.659612407,5965023.849150931,-9999.0
418,418,1754566.917118273,5965015.49487553,-9999.0
419,419,1754706.962019402,5965091.459163803,-9999.0
420,420,1754067.554082601,5965014.444430154,-9999.0
421,421,1754606.620077634,5965020.020670032,-9999.0
422,422,1754813.889666887,5965007.010503936,-9999.0
423,423,1754289.382587591,5965000.900237575,-9999.0
424,424,1753616.571047962,5965007.319559691,-9999.0
425,425,1753670.339862991,5965026.427257176,-9999.0
426,426,1753680.893172251,5965001.191331062,-9999.0
427,427,1753986.685244341,5964995.948260633,-9999.0
428,428,1752647.231008743,5965048.777564442,-0.133232178
429,429,1753606.041934832,5964992.553464264,-9999.0
430,430,1754405.177194613,5964978.511064161,-9999.0
431,431,1753694.336561298,5964986.706354013,-9999.0
432,432,1752614.263366682,5964994.890210363,-0.083026317
433,433,1753575.535456675,5964973.359240093,-9999.0
434,434,1754832.630384105,5964967.778670306,-9999.0
435,435,1754013.495746594,5964980.001383302,-9999.0
436,436,1753599.8656208,5964957.772289474,-9999.0
437,437,1754437.69417784,5965029.02287685,-9999.0
438,438,1754764.255090393,5964932.413452867,-9999.0
439,439,1754877.253136797,5964938.88008915,-9999.0
440,440,1753574.826929038,5964933.496438085,-9999.0
441,441,1753596.927663393,5964932.902388495,-9999.0
442,442,1754005.477524971,5964930.925983861,-9999.0
443,443,1754243.513979672,5964927.006123623,-9999.0
444,444,1754276.034095316,5964920.803356597,-9999.0
445,445,1754689.83001378,5964960.332915777,-9999.0
446,446,1754025.52074979,5964915.505065986,-9999.0
447,447,1754436.128484729,5964907.773224169,-9999.0
448,448,1754942.938094239,5964898.900819086,-9999.0
449,449,1754972.352052623,5964913.118695484,-9999.0
450,450,1755056.27990629,5964896.779273518,-9999.0
451,451,1754469.415988525,5964900.170765495,-9999.0
452,452,1754653.341786552,5964894.321494424,-9999.0
453,453,1755003.987278777,5964878.452074431,-9999.0
454,454,1755118.768371451,5964874.948752619,-9999.0
455,455,1753580.11581816,5964896.824017236,-9999.0
456,456,1753655.340696703,5964896.44710722,-9999.0
457,457,1754363.140062883,5964879.573216265,-9999.0
458,458,1754383.862090752,5964879.585894107,-9999.0
459,459,1753646.395152749,5964881.977414041,-9999.0
460,460,1754261.042423942,5964885.829331147,-9999.0
461,461,1754403.218207724,5964868.88819892,-9999.0
462,462,1754840.207470373,5964863.509471413,-9999.0
463,463,1754891.811000653,5964859.538349873,-9999.0
464,464,1753560.923682446,5964873.729250784,-9999.0
465,465,1754000.478807013,5964866.107066512,-9999.0
466,466,1754282.596678162,5964861.074025965,-9999.0
467,467,1754492.171410743,5964847.159104004,-9999.0
468,468,1753613.190518006,5964864.953586287,-9999.0
469,469,1754133.562341383,5964844.179128317,-9999.0
470,470,1754330.223041554,5964840.285663802,-9999.0
471,471,1754410.735141037,5964838.847167571,-9999.0
472,472,1753653.447461711,5964846.59756131,-9999.0
473,473,1753669.847002273,5964842.087307731,-9999.0
474,474,1754422.357725871,5964827.885233633,-9999.0
475,475,1754813.263107687,5964820.746990768,-9999.0
476,476,1753532.799683616,5964834.554862494,-9999.0
477,477,1753999.471304435,5964830.468122644,-9999.0
478,478,1754673.685307265,5964859.98771153,-9999.0
479,479,1754442.405564005,5964808.374407589,-9999.0
480,480,1754531.293567528,5964806.785047031,-9999.0
481,481,1753508.292020098,5964815.052633456,-9999.0
482,482,1754160.436409673,5964803.44121278,-9999.0
483,483,1754410.022729012,5964798.984301182,-9999.0
484,484,1753556.956482791,5964816.940054306,-9999.0
485,485,1754474.355843901,5964801.158378543,-9999.0
486,486,1753652.858470947,5964792.5451671,-9999.0
487,487,1753991.152580198,5964785.594198861,-9999.0
488,488,1754498.229229751,5964777.469644898,-9999.0
489,489,1754522.614194736,5964789.51937914,-9999.0
490,490,1753491.361330249,5964789.66547609,-9999.0
491,491,1753628.527835663,5964783.008976217,-9999.0
492,492,1753979.355428524,5964775.90047808,-9999.0
493,493,1754438.367996837,5964782.879421841,-9999.0
494,494,1754554.622080046,5964776.684940341,-9999.0
495,495,1754819.918401558,5964751.773365573,-9999.0
496,496,1754517.546307033,5964746.432161862,-9999.0
497,497,1754185.893712167,5964742.972425155,-9999.0
498,498,1754569.976473513,5964736.310724637,-9999.0
499,499,1754587.966676141,5964754.009882226,-9999.0
500,500,1755125.207575,5964730.578128793,-9999.0
501,501,1754335.887860461,5964730.325426857,-9999.0
502,502,1754487.291808624,5964753.286461944,-9999.0
503,503,1754497.586188757,5964732.419876574,-9999.0
504,504,1754539.685283544,5964738.145453017,-9999.0
505,505,1754512.128897153,5964716.466558123,-9999.0
506,506,1754598.392653146,5964716.247391371,-9999.0
507,507,1754625.977600299,5964715.370826398,-9999.0
508,508,1754187.173755906,5964713.042918909,-9999.0
509,509,1754437.192495574,5964709.161487721,-9999.0
510,510,1754456.974295114,5964713.208202119,-9999.0
511,511,1754610.014837499,5964705.285195196,-9999.0
512,512,1754501.423007839,5964698.044201287,-9999.0
513,513,1754448.607023247,5964695.665573212,-9999.0
514,514,1754476.405282598,5964693.234511989,-9999.0
515,515,1753485.94664193,5964700.918210388,-9999.0
516,516,1754023.978804783,5964770.182633111,-9999.0
517,517,1754536.405741629,5964681.316418629,-9999.0
518,518,1754633.315231149,5964675.36384251,-9999.0
519,519,1754494.152216249,5964675.263903568,-9999.0
520,520,1754565.29679776,5964666.994989472,-9999.0
521,521,1754617.034751281,5964665.686304554,-9999.0
522,522,1754665.341085958,5964664.821660867,-9999.0
523,523,1754673.531501979,5964654.303723661,-9999.0
524,524,1754753.724201518,5964653.270054011,-9999.0
525,525,1754017.469994921,5964656.84068715,-9999.0
526,526,1754383.356922743,5964649.726134786,-9999.0
527,527,1754469.204095873,5964651.469201094,-9999.0
528,528,1754974.857207002,5964644.432091157,-9999.0
529,529,1753458.952241407,5964734.381807422,-9999.0
530,530,1754501.890922099,5964647.903320871,-9999.0
531,531,1754606.618980769,5964640.632393328,-9999.0
