OID,FID_,X,Y,BCE_Ruatan
208,208,1571031.007561223,5499551.377537309,0.957333318
209,209,1571475.020087864,5499552.717418361,0.248692306
210,210,1571693.887231505,5499552.614232516,-0.109748344
211,211,1572242.021454286,5499555.620620455,-0.205981129
212,212,1571467.863062355,5499542.514053194,0.226392159
213,213,1572230.947705138,5499544.737963439,-0.284594327
214,214,1570518.088008401,5499529.56572673,0.688568628
215,215,1571850.790624518,5499548.959467157,-0.145808332
216,216,1571949.965735743,5499534.958598261,-0.23319231
217,217,1572260.490979922,5499536.207668148,-0.230519617
218,218,1570464.114577696,5499518.652067808,0.230925534
219,219,1571363.241906891,5499551.364440522,0.32636426
220,220,1572978.443674992,5499528.419439732,0.814019231
221,221,1570411.85350365,5499508.472147481,0.200835446
222,222,1572340.581304238,5499516.102345876,-0.233754729
223,223,1572591.184338918,5499517.030450631,-0.101961538
224,224,1572272.272208271,5499505.87649798,-0.326769235
225,225,1570461.292576095,5499489.074013504,0.476554547
226,226,1571323.096369364,5499482.333091925,0.364519222
227,227,1571342.633651707,5499482.785353889,0.372435649
228,228,1571513.06117813,5499499.123186525,0.197599655
229,229,1571923.02252483,5499484.622943216,-0.233075483
230,230,1570385.413401015,5499473.466832163,0.704730508
231,231,1571004.340840479,5499471.649540064,0.911339978
232,232,1571506.808888518,5499471.955900106,0.241392404
233,233,1571557.443381065,5499473.965056882,0.14671795
234,234,1571787.730867018,5499474.670068191,-0.243258283
235,235,1570575.667784739,5499491.314969585,0.41495447
236,236,1571543.400332198,5499462.827788035,0.178807694
237,237,1571839.564045152,5499464.364476955,-0.37556603
238,238,1571942.635096901,5499465.13110148,-0.24722116
239,239,1572703.458622041,5499472.252506085,-0.024462963
240,240,1572981.647695424,5499480.793444947,0.649451483
241,241,1570313.379148411,5499455.452305621,0.678208396
242,242,1570871.526947819,5499450.458818006,0.791503359
243,243,1571173.945591415,5499456.338511447,0.803815869
