OID,FID_,X,Y,BCE_Port_F
267,267,1810652.851646597,5993966.839879266,-0.655975621
268,268,1810668.892127651,5993961.466509262,-9999.0
269,269,1810660.450559512,5993946.712082769,-0.760621574
270,270,1810676.491174256,5993941.338388276,-9999.0
271,271,1810667.929465388,5993921.600682446,-0.710730725
272,272,1810685.828333877,5993883.923601769,-0.886090867
273,273,1810268.930441095,5993813.359816085,-9999.0
274,274,1810236.531996937,5993759.092882436,-0.676071876
275,275,1810234.511346094,5993717.652132517,-0.725399973
276,276,1810250.082079591,5993717.276907986,-9999.0
277,277,1811584.115696522,5993682.313352127,-9999.0
278,278,1810244.64412551,5993690.815152003,-9999.0
279,279,1810236.550804611,5993638.573583086,-9999.0
280,280,1810217.078596317,5993524.30537981,-0.652863233
281,281,1809873.234112923,5993487.017283231,0.268937544
282,282,1812857.267169655,5993195.118922886,-0.034107145
283,283,1809908.116640739,5993256.816884557,-0.74883868
284,284,1809903.157094148,5993397.17901254,0.436549013
285,285,1809915.836659587,5993241.672833058,-0.494727894
286,286,1809948.15507777,5993240.894813818,-9999.0
287,287,1809931.636148347,5993226.333946926,-0.72048483
288,288,1809967.994524745,5993225.458722092,-9999.0
289,289,1809979.873865666,5993215.200807651,-9999.0
290,290,1809950.251597256,5993213.853493335,-0.610267722
291,291,1809971.314449076,5993195.462192584,-0.568815756
292,292,1809996.647058544,5993196.163857251,-9999.0
293,293,1809986.993540152,5993175.140208011,-0.450849996
294,294,1810011.232273306,5993174.556683139,-9999.0
295,295,1810010.272290883,5993134.691056368,-0.290300002
296,296,1810018.11183674,5993124.530055029,-0.283974671
297,297,1810033.5510026,5993094.241558787,-0.540542165
298,298,1810055.012756262,5993071.027479387,-0.759055576
299,299,1811544.09716851,5993030.347599254,-9999.0
300,300,1811559.851505567,5993027.436886907,-0.290225363
301,301,1810129.544579378,5993052.040442513,-9999.0
302,302,1811313.185329196,5993023.444070761,-9999.0
303,303,1810056.698712191,5993098.345496504,-0.570881996
304,304,1810096.986544075,5993042.852368552,-0.309099993
305,305,1810136.794613595,5993041.893464976,-9999.0
306,306,1811172.271273707,5993020.160222497,0.497551725
307,307,1811308.644976353,5993002.882444438,1.202878034
308,308,1811462.154609537,5992999.162003246,-9999.0
309,309,1810128.823987678,5993022.140854683,-0.64225806
310,310,1811076.366082754,5993018.454048947,-9999.0
311,311,1811328.861204218,5993003.119524456,-0.339559993
312,312,1811340.738902027,5992992.859644966,-0.909500018
313,313,1811441.731975959,5992990.411773158,-0.84360002
314,314,1811655.837671497,5992985.218557667,-0.438349998
315,315,1811208.864414443,5993029.04695059,-0.357434925
316,316,1811356.656461603,5992982.50134699,-0.401769253
317,317,1811453.609672816,5992980.151462503,0.489853661
318,318,1812071.687324946,5992965.144699633,-9999.0
319,319,1812192.878890085,5992962.19726595,-9999.0
320,320,1811372.573691131,5992972.14327129,2.572406767
321,321,1812236.321092981,5992967.738910333,-0.079136429
322,322,1812310.387860637,5992959.811865912,-0.364241747
323,323,1812556.21138667,5992943.378069255,-0.792000031
324,324,1810144.622904596,5993006.801875044,-9999.0
325,325,1811391.049415097,5992985.536810507,-0.536820016
326,326,1811489.611465385,5992983.636559302,-0.177782065
327,327,1812169.385852693,5992946.518667224,-9999.0
328,328,1812325.82580278,5992944.00342062,-0.042536239
329,329,1812539.809812408,5992933.805256686,-0.449811614
330,330,1812896.350533963,5993080.691948575,-0.086109371
331,331,1810151.512782518,5992981.705404445,-9999.0
332,332,1812344.475628359,5992935.239027107,-0.094212963
333,333,1812567.844991782,5992923.14945065,-0.379975015
334,334,1812761.748674483,5992918.424694225,-0.396874992
335,335,1812575.681273937,5992912.98621098,0.106124991
336,336,1810143.662330893,5992966.936137067,-9999.0
337,337,1811996.108373914,5992923.265782616,-0.541987597
338,338,1811661.9818788,5992905.290731506,-0.536625009
339,339,1812092.516532094,5992932.419385229,-0.110196761
340,340,1812655.515138423,5992914.152526743,-0.518314979
341,341,1812688.064079981,5992880.329009483,1.31287499
342,342,1807597.837827769,5992993.000879631,-9999.0
343,343,1811693.815836462,5992884.57309722,-9999.0
344,344,1807562.111441364,5992975.154893139,-9999.0
345,345,1807589.26697993,5992972.533477486,0.001583308
346,346,1807621.601249645,5992972.490813152,-0.670000017
347,347,1811640.251827484,5992994.911259835,-0.053621941
348,348,1807637.522472299,5992962.140043701,-0.008610194
349,349,1811677.173073511,5992865.032540317,-0.422125012
350,350,1811947.287278748,5992891.354250371,-0.8044
351,351,1807652.497182396,5992953.365093619,-0.862000018
352,352,1810133.192845796,5992892.396447992,-9999.0
353,353,1812416.62697925,5992880.698519445,-0.342770836
354,354,1812444.468382419,5992836.403754021,0.330487801
