OID,FID_,X,Y,BCE_Mahura
178,178,1751347.643108253,5968347.856022635,0.828061222
179,179,1751363.605707763,5968338.291894516,1.053201468
180,180,1751379.567736794,5968328.73637113,1.13225205
181,181,1750773.459636235,5968342.897241289,1.051512605
182,182,1751403.599940212,5968311.6628176,1.204402966
183,183,1751411.879445978,5968302.268445722,1.329211538
184,184,1751427.124686383,5968290.862822722,1.032012633
185,185,1751696.08155872,5968325.757068857,0.80356956
186,186,1750798.05943761,5968309.229194054,0.870769223
187,187,1751466.995137609,5968280.313968802,0.910035713
188,188,1750822.850135964,5968286.777071754,0.684155841
189,189,1751587.794443996,5968268.027926348,-9999.0
190,190,1750831.163383124,5968272.345627104,0.638035707
191,191,1751448.59953008,5968267.714445222,1.152990837
192,192,1751595.67410554,5968257.921149106,-9999.0
193,193,1754124.733150664,5968213.226647824,0.389249999
194,194,1750846.516511553,5968261.134339011,0.631975294
195,195,1751727.729848368,5968253.611986047,0.692317623
196,196,1754155.754074893,5968208.663622607,0.296396654
197,197,1754172.881546793,5968202.399806516,1.194499973
198,198,1751464.379273612,5968247.525871855,0.983661971
199,199,1754108.269297892,5968193.582402814,0.584000002
200,200,1751603.291745681,5968232.865935273,-9999.0
201,201,1751715.805354676,5968226.110006669,0.608859628
202,202,1754091.996051672,5968184.630391599,0.501296286
203,203,1750870.091315347,5968230.73276975,0.615125007
204,204,1751480.207120246,5968227.400647183,1.031698015
205,205,1751740.127234041,5968225.482180352,0.645110649
206,206,1754059.588336417,5968174.511956898,0.637341763
207,207,1751490.635121652,5968210.836721972,1.049838712
208,208,1754051.356536324,5968164.689747616,0.717749988
209,209,1751506.31651913,5968206.158377683,0.982510941
210,210,1751615.432821696,5968208.103020939,-9999.0
211,211,1750878.36581375,5968207.214793563,0.613129748
212,212,1751522.719645716,5968190.475149407,0.912472715
213,213,1750885.504715271,5968190.589638061,0.488072289
214,214,1754034.715515918,5968135.079643401,0.924250022
215,215,1751538.172678706,5968169.603943542,0.839374979
216,216,1751760.245181401,5968177.857731237,0.573859485
217,217,1750917.904489897,5968228.787978819,0.570287491
218,218,1750933.467170796,5968159.645405155,0.68018181
219,219,1751545.747495921,5968154.602175939,0.774713327
220,220,1754035.518665665,5968105.645013935,1.197600002
221,221,1750893.448539186,5968162.397643241,0.532634142
222,222,1751065.593493847,5968152.23261319,0.455840449
223,223,1751781.096353154,5968137.796888141,0.523500003
224,224,1750901.602672583,5968141.455597328,0.647586215
225,225,1754042.183638564,5968090.552951675,2.060927136
226,226,1751552.769769879,5968124.114598789,0.628566368
227,227,1750917.176746662,5968121.03697442,1.36459018
228,228,1750908.536837229,5968089.980052271,0.867187476
229,229,1754049.624199598,5968051.39560644,4.203076903
230,230,1750901.143317339,5968070.480363654,0.894509795
231,231,1750915.475732294,5968070.643912771,0.878928543
232,232,1751511.95209599,5968059.35338102,5.672636379
233,233,1751777.513201816,5968060.342783581,-0.327599945
234,234,1751487.302705364,5968050.477576658,4.952153866
235,235,1751503.410933662,5968050.195429868,4.508235352
236,236,1750931.236154849,5968050.431607834,0.890181808
237,237,1751430.749429142,5968041.499233168,-0.065807687
238,238,1751511.44950133,5968039.884745423,0.907589296
239,239,1754056.763746308,5968010.536412845,0.799870975
240,240,1750907.165656488,5968045.714302916,0.907484276
241,241,1751157.569922189,5968078.677233851,0.86198605
242,242,1750915.240435935,5968027.189765419,0.932941164
243,243,1750959.497639491,5968020.415345521,0.910373823
244,244,1751784.780331409,5968015.356127602,0.242373445
245,245,1750930.820517736,5968015.436136409,0.932264144
246,246,1751716.405914133,5967997.202490133,0.345785043
247,247,1751792.484622191,5967995.283517354,0.219710843
248,248,1750938.985485743,5968001.249316428,0.926290314
249,249,1751358.846874256,5968021.435617437,0.587536405
250,250,1754066.809143258,5967963.399467048,0.777613066
251,251,1754166.376569533,5967969.517421094,0.61698724
252,252,1750954.807935531,5967996.541606284,0.930296296
253,253,1750994.32639002,5967993.737019261,0.884594584
254,254,1750970.807652233,5967980.213589992,0.938904122
255,255,1751010.559140174,5967979.266452984,0.902181823
256,256,1754079.496584423,5967925.136432635,0.757733322
257,257,1751880.957380738,5967963.129603649,1.39933436
258,258,1750986.225088849,5967959.57274202,0.996329105
259,259,1754087.500732445,5967910.945871497,0.829071425
260,260,1754095.092833387,5967894.972863545,0.878815785
261,261,1750994.236235478,5967939.800436677,1.0773611
262,262,1751025.971128568,5967939.122728863,0.953928555
263,263,1751797.887640237,5967950.752323139,0.232291613
264,264,1754102.764859527,5967884.64675125,0.849874986
265,265,1751676.054951402,5967932.428061238,-0.103072401
266,266,1751002.138994345,5967925.551148516,1.014785684
267,267,1753893.235224276,5967868.07054969,1.15835618
268,268,1754110.690021644,5967864.809949527,0.771710518
269,269,1751009.660550134,5967909.467367357,1.021948036
270,270,1751905.905426395,5967911.252641886,0.68854004
271,271,1751927.303134324,5967873.29188294,0.712874986
272,272,1751017.609996246,5967885.31805684,1.131268627
273,273,1751040.736246034,5967883.271459349,1.007589271
274,274,1751935.182024514,5967863.184766337,0.752724985
275,275,1751049.073805679,5967868.737494422,0.990999988
276,276,1753819.847826789,5967819.560840094,1.112399972
277,277,1753930.677895705,5967850.153041035,1.659504134
278,278,1751025.112860013,5967864.821128427,1.359864858
279,279,1751945.157364116,5967845.823879736,0.706723002
280,280,1754207.413366498,5967831.219801086,0.817229928
281,281,1754246.315681227,5967802.337038838,0.774249993
282,282,1751057.411335571,5967854.203517907,0.981261266
283,283,1753795.771217443,5967799.614026933,1.21365076
284,284,1754060.909897735,5967796.399841042,0.987454547
285,285,1753977.197292752,5967797.066559712,1.003620073
286,286,1751032.965202035,5967841.266311166,1.082656257
287,287,1751962.71203067,5967821.831550583,0.706557768
288,288,1753779.61016082,5967779.64119294,1.079259268
289,289,1753988.056480651,5967777.032775205,0.963124997
290,290,1754020.347702872,5967776.348625028,1.106578954
291,291,1751040.21751772,5967819.121648422,0.935641008
292,292,1751982.467739906,5967803.268560574,0.759433944
293,293,1753771.558224159,5967769.63749748,1.040888884
294,294,1753995.945902996,5967767.650362616,0.90703703
295,295,1752002.414561872,5967792.222403876,0.680693245
296,296,1753763.53299802,5967759.619906404,1.074634148
297,297,1751055.947291833,5967798.882949621,0.876374993
298,298,1752014.320227419,5967782.044433797,0.697924989
299,299,1752022.19892971,5967771.937230644,0.795800025
300,300,1751498.453963914,5967777.753675077,0.539098364
301,301,1753729.725757893,5967721.114779203,1.054687502
302,302,1751087.511612178,5967758.511982657,0.687088608
303,303,1751140.213185826,5967758.074056668,0.720654197
304,304,1752045.628374017,5967750.175946882,0.798443276
305,305,1754441.858216859,5967699.158765592,0.880812488
306,306,1751167.633451863,5967747.243233906,0.837678542
307,307,1752077.875053822,5967731.083490247,0.806683341
308,308,1753712.80806411,5967702.175819862,1.074499986
309,309,1754321.633203404,5967748.962011553,0.671265515
310,310,1754412.899361413,5967691.261027103,0.908349321
311,311,1751421.604900624,5967740.343984749,0.756730868
