OID,FID_,X,Y,BCE_Ohiwa_
355,355,1961908.497865624,5786509.216722568,1.105871808
356,356,1962263.650621437,5786493.455639887,0.262077924
357,357,1961924.061212945,5786503.529934368,0.663379739
358,358,1957454.674221142,5786692.938107187,1.731585861
359,359,1959103.618795428,5786651.442572759,0.173582105
360,360,1959137.939954031,5786617.873308804,1.533063634
361,361,1961947.295592823,5786492.50637069,0.610782052
362,362,1965478.962482491,5786461.364736979,-0.046889129
363,363,1956311.605065726,5786726.301960579,0.958500008
364,364,1957463.988247407,5786675.299988566,4.118892853
365,365,1959049.387492487,5786606.411030093,0.427775864
366,366,1959153.123185189,5786601.501484042,0.384873238
367,367,1961970.308825941,5786476.496030968,0.575564095
368,368,1956278.845358761,5786744.593822605,0.931176722
369,369,1956429.570159101,5786710.426648983,0.183896105
370,370,1957502.895902415,5786663.469552912,-0.289425002
371,371,1959176.06053034,5786590.716481739,-0.074538466
372,372,1961977.758468108,5786466.172685977,0.718749996
373,373,1962277.576331639,5786501.238378161,0.135629333
374,374,1965394.010708988,5786320.990072809,-0.011212645
375,375,1965410.901302596,5786313.13635938,0.084150001
376,376,1961322.106802282,5786485.449699385,0.243518516
377,377,1961985.208227819,5786455.849267423,0.798162496
378,378,1962277.220760128,5786442.88853205,0.231775004
379,379,1957475.501457263,5786654.930273411,2.974333354
380,380,1961337.389803648,5786474.556839687,0.237269229
381,381,1962000.550448043,5786445.175555512,0.604166671
382,382,1962295.22741287,5786435.281171029,0.127509347
383,383,1965384.916977455,5786299.349007591,0.007580953
384,384,1956248.0775468,5787085.846902051,0.747033847
385,385,1957513.859826568,5786643.004740901,-0.193627046
386,386,1959023.692524037,5786587.885710806,-0.084500004
387,387,1965338.375442019,5786286.612294006,0.07778182
388,388,1957491.393464843,5786631.238561543,1.823055246
389,389,1961390.627165217,5786452.754403334,0.327370789
390,390,1965369.876439492,5786279.996770027,0.041582279
391,391,1961444.149978988,5786440.26390924,0.759924997
392,392,1962291.233775115,5786402.294525528,0.168674999
393,393,1956333.275640354,5786665.204749825,0.968111111
394,394,1957506.504407818,5786611.654130495,2.380191783
395,395,1957559.464403022,5786604.823783844,-0.13775
396,396,1958802.433865061,5786545.743260996,-0.44171154
397,397,1961454.220437838,5786429.425685608,0.753405052
398,398,1962298.838296953,5786391.755708607,0.142545456
399,399,1956353.822199399,5786653.838025178,1.011942304
400,400,1958746.04029593,5786543.702509341,-0.380333106
401,401,1958888.684893069,5786532.894188915,-0.240800009
402,402,1957527.486223838,5786592.872156532,1.835209182
403,403,1958688.843176577,5786536.786432703,-0.251900569
404,404,1961455.030902588,5786413.012288055,0.450216558
405,405,1964793.583703377,5786319.560193758,-0.254457838
406,406,1964996.963805256,5786252.445970683,-0.421796312
407,407,1965344.515632599,5786249.231263821,0.057597326
408,408,1956417.975057194,5786626.000183717,0.712850006
409,409,1957621.439982275,5786572.592653566,-0.174845652
410,410,1958643.114519159,5786526.857606952,-0.081743983
411,411,1964688.687983598,5786255.510549825,-0.364653854
412,412,1957561.955012344,5786569.011112497,1.225069971
413,413,1958805.407880795,5786513.800427205,0.277390406
414,414,1958953.001126141,5786519.472337423,-0.102099949
415,415,1961480.296475329,5786393.295511352,0.354774601
416,416,1964674.87145192,5786252.315796086,-0.359429906
417,417,1956425.026555129,5786605.783569653,0.940150949
418,418,1957293.070290823,5786562.95402585,-0.044574075
419,419,1957586.893818149,5786555.146606122,0.835364862
420,420,1957782.201277636,5786541.311720877,1.287450006
421,421,1957810.697659326,5786546.713839698,-0.408684534
422,422,1958620.946113248,5786509.812064316,0.607723738
423,423,1958965.338365269,5786491.58035702,1.196459474
424,424,1961491.471844585,5786377.811119689,0.302500001
425,425,1964415.952640034,5786248.296191855,-0.137935188
426,426,1964447.696843836,5786256.806425418,-0.120640478
427,427,1956432.431293955,5786590.64405807,1.377257151
428,428,1957622.791476912,5786547.142330486,0.351825484
429,429,1957647.599952475,5786537.22068465,0.376461536
430,430,1957797.82609437,5786530.978820741,2.034396201
431,431,1958537.204520954,5786519.385928109,-0.166942501
432,432,1958850.282390419,5786499.659085998,0.353088971
433,433,1961499.077278334,5786367.273119281,0.408581814
434,434,1961701.466575294,5786511.684470657,0.483221227
435,435,1956440.053774676,5786580.48071648,3.24962497
436,436,1957242.488589821,5786550.923994903,-0.223972924
437,437,1957279.161351922,5786550.031880695,-0.013623931
