OID,FID_,X,Y,BCE_Whitfo
148,148,1777566.162227626,5913223.739477297,1.009624998
149,149,1777849.767923071,5913221.134480343,0.98371952
150,150,1777364.718268152,5913228.40108087,0.954946239
151,151,1773908.122761244,5913279.466027729,0.168860759
152,152,1777373.644561911,5913207.091653751,0.933921555
153,153,1777445.534594663,5913206.518706081,0.84392856
154,154,1777861.878096126,5913197.611135967,1.044874983
155,155,1777365.44831841,5913198.018487453,1.167037047
156,156,1777869.67300463,5913187.476715412,1.037088596
157,157,1777357.02841244,5913178.251799598,1.085124998
158,158,1777476.464297584,5913201.378751345,0.935574532
159,159,1777321.426648996,5913167.100417943,0.964742259
160,160,1777340.813278063,5913168.619351262,1.120124981
161,161,1777885.517091833,5913163.877718227,1.042142861
162,162,1777268.693338085,5913158.326208268,0.988679259
163,163,1777460.074504965,5913156.15777969,1.084166675
164,164,1777276.368949741,5913150.022024527,0.995625006
165,165,1777404.410078285,5913146.622110402,1.063272735
166,166,1777508.36689815,5913140.192070293,0.270496892
167,167,1777916.442054245,5913126.67002437,1.209999994
168,168,1777923.862342772,5913106.370919473,1.272909047
169,169,1777435.294395134,5913091.862610798,1.076625001
170,170,1775313.913541705,5913121.150364297,0.840178557
171,171,1777351.007873541,5913152.27472351,0.936632829
172,172,1777462.085136489,5913116.78942749,0.800309859
173,173,1777436.043778042,5913057.23457957,2.351320825
174,174,1777647.779134106,5913061.371094835,0.585620542
175,175,1777678.462182096,5913041.909750652,0.977018628
176,176,1777764.550780402,5913080.956439584,1.108900975
177,177,1777474.064780218,5913040.971077859,1.081708341
178,178,1777690.258875299,5913031.691721356,0.962250012
179,179,1775383.236025797,5913059.841412388,1.540869575
180,180,1777589.799382105,5913013.850086025,-0.063375005
181,181,1777601.596110091,5913003.632259806,-0.120625002
182,182,1777468.057220729,5913018.622135368,1.82240577
183,183,1777538.371920384,5913029.266677568,0.186771011
184,184,1773647.528322869,5913065.435682523,0.178481014
185,185,1777560.886342741,5912984.540838956,0.844943186
186,186,1777717.22094918,5912980.921160296,0.58603448
187,187,1773984.016662894,5913049.631714704,1.785737679
188,188,1777517.094992891,5912986.203875064,1.703079989
189,189,1777969.709409038,5912966.014565725,1.15359997
190,190,1773575.266097822,5913046.734984178,1.160405397
191,191,1773635.115695179,5913045.747602684,0.201937499
192,192,1777541.280853056,5912970.793716867,1.089931977
193,193,1773566.928859968,5913037.111601904,1.068734189
194,194,1774047.238731593,5913027.141722265,0.291249996
195,195,1775633.5181595,5913346.01283403,0.665500992
196,196,1777577.729391273,5912962.481053804,1.705396834
197,197,1777730.764994904,5912958.553123365,0.98890624
198,198,1773558.684096221,5913027.358950617,1.038499984
199,199,1773591.976717695,5913027.427387363,0.998930827
200,200,1773928.093296221,5913063.099324171,0.637951726
201,201,1774017.956799942,5913026.289780868,1.13538745
202,202,1777600.7035196,5912949.563320444,2.182344848
203,203,1773613.913000695,5913016.267888624,0.536078424
204,204,1773807.158399621,5913012.316286227,0.382000005
205,205,1774039.231311782,5913009.371385657,0.601886782
206,206,1773566.115733454,5913007.475147752,0.903636386
207,207,1774055.240556167,5912998.827088555,0.602978728
208,208,1774078.647372618,5912996.987730419,0.476226407
209,209,1775367.00861247,5912970.287400722,1.078750019
210,210,1777613.122887765,5912929.996861916,2.138290164
211,211,1774070.274231742,5912986.987102893,0.568499997
212,212,1777859.287801559,5912918.179502477,0.965333317
213,213,1775374.442995074,5912950.393042617,0.927857142
214,214,1777727.795059894,5912912.380763158,1.005076141
215,215,1774078.263925613,5912967.303834949,0.734166659
216,216,1774101.418115271,5912975.345850067,0.444156483
217,217,1777615.397670592,5912893.748111073,1.188311683
218,218,1773534.339192912,5912966.755487423,2.161000021
219,219,1774086.093399638,5912957.350427805,0.84514285
220,220,1775382.775651432,5912930.077652583,0.89680001
221,221,1774094.248000879,5912947.907279922,0.986415069
222,222,1777640.025579963,5912923.070355144,0.64557404
223,223,1777989.453229067,5912888.167768824,1.085838362
224,224,1774109.408448281,5912941.413325283,0.737151892
225,225,1775018.946675121,5912920.917659377,1.189247251
226,226,1775226.380480721,5912925.66134108,1.178106481
227,227,1774260.968197304,5912923.452730356,0.166607146
228,228,1774489.224036002,5912918.916497156,-0.282280706
229,229,1775093.093690517,5912934.192445166,1.203213397
230,230,1777646.505164445,5912853.852122634,0.642399981
231,231,1777848.83811767,5912851.643740537,0.596699034
232,232,1773548.637687769,5912927.863420678,0.461625004
233,233,1774236.72463528,5912915.095676695,0.544838704
234,234,1774516.865899294,5912908.228354218,-0.190178581
235,235,1775061.406449898,5912897.023665558,1.187777718
236,236,1777922.160460117,5912842.681795443,0.957695834
237,237,1777958.250744849,5912836.829818075,0.955454545
238,238,1773540.431150264,5912918.060015413,0.402592593
239,239,1774174.299215042,5912936.161147736,0.599898203
240,240,1774253.397767269,5912905.409299762,0.896222219
241,241,1774477.316200437,5912901.054036612,1.515681822
242,242,1774540.82852429,5912897.563516612,-0.082226891
243,243,1777775.842405858,5912871.038117367,0.58187483
244,244,1773452.192486946,5912909.891497748,0.865750022
245,245,1774269.099370941,5912894.682019478,0.299411771
246,246,1774284.820884138,5912883.95146624,0.318999996
247,247,1774511.658587992,5912888.903652749,0.945224716
248,248,1774574.629956078,5912876.927172805,0.244999998
249,249,1777938.315964279,5912808.024372051,0.945466664
250,250,1774604.224033519,5912865.620865567,-0.051111112
251,251,1774558.568427285,5912865.866284266,0.833762706
252,252,1773387.353463479,5912871.33149098,0.852250001
253,253,1773435.214777033,5912870.555661521,0.680727265
254,254,1774311.658632215,5912869.694859527,0.423390706
255,255,1774315.716303515,5912852.331282806,0.820250016
256,256,1774588.128789681,5912847.441287385,0.725774643
257,257,1777983.322219455,5912783.754309594,0.824531252
258,258,1773354.934177643,5912852.051309233,0.992374994
259,259,1774609.834267472,5912830.118543864,1.720000015
260,260,1775367.072650675,5912801.440203303,0.925370366
261,261,1773322.515042406,5912832.771008571,0.995624995
262,262,1773445.634802224,5912851.726754407,0.4565
263,263,1774619.846496118,5912807.042233882,-9999.0
264,264,1773402.342430338,5912821.170631394,0.490124995
265,265,1774627.27949889,5912796.58535789,4.412399988
266,266,1774990.955011184,5912788.592644258,0.907106902
267,267,1775302.547446463,5912783.930824278,1.105050455
268,268,1775348.244436735,5912789.491312567,1.623645149
