OID,FID_,X,Y,BCE_Hokian
524,524,1649514.321629901,6086717.199140008,-0.068901587
525,525,1640813.777846418,6086735.249960079,-0.82851282
526,526,1640825.83391005,6086727.345032091,-0.881111099
527,527,1640015.270916032,6086665.032087836,-0.119200004
528,528,1650451.43638245,6086584.954687596,0.392865981
529,529,1650469.887884713,6086569.88269309,0.287436326
530,530,1650494.149829174,6086555.03016845,0.39696428
531,531,1650510.049994934,6086529.514220215,0.310542014
532,532,1640789.971307839,6086550.248104355,-0.764068627
533,533,1642850.732569973,6086504.601900367,1.021817887
534,534,1650551.274902306,6086470.42498393,0.409712327
535,535,1640769.710306441,6086515.474805195,-0.472896911
536,536,1650567.09313507,6086434.859460533,0.226749999
537,537,1650579.278491552,6086424.827885678,0.392175005
538,538,1640730.611615534,6086451.246491089,-0.123774184
539,539,1640721.026518742,6086375.298092163,0.571750008
540,540,1649391.427525738,6086351.726279151,0.357304594
541,541,1640722.379984462,6086338.395318681,0.637915712
542,542,1640720.201399762,6086297.211580149,0.558721797
543,543,1640830.095128738,6086255.192048215,0.957474981
544,544,1653249.052655638,6086195.161366594,1.37665974
545,545,1640735.632208559,6086232.919073216,0.563508779
546,546,1640748.124632556,6086205.616536803,0.646538451
547,547,1649349.859459154,6086188.238041187,0.111621678
548,548,1650622.109680515,6086136.266712499,0.204853334
549,549,1640701.272303879,6086174.08223613,1.08631579
550,550,1640733.729396596,6086137.649176069,-9999.0
551,551,1640782.616330177,6086132.049232743,0.604414202
552,552,1641188.125380502,6086125.577209683,-0.830919995
553,553,1649316.944453085,6086087.480256891,-0.056142854
554,554,1641178.346246986,6086117.995411549,-0.909999996
555,555,1640751.450345346,6086110.409355012,-9999.0
556,556,1640801.886342532,6086107.344205676,0.608175425
557,557,1650646.521485873,6086050.782093698,0.386874997
558,558,1640837.239501407,6086067.600792629,0.517096156
559,559,1640774.40589893,6086078.386598066,-9999.0
560,560,1640791.313503234,6086060.207700892,-9999.0
561,561,1641049.429601922,6086034.247220384,0.259415093
562,562,1640907.385862905,6086024.429581776,0.531847218
563,563,1649288.032617557,6085979.758300503,-0.116933292
564,564,1640894.561092144,6085999.08023377,-9999.0
565,565,1640988.006708742,6085985.472536412,-9999.0
566,566,1641293.972656226,6085974.112552437,0.889174984
567,567,1641254.608424975,6085959.034737485,-9999.0
568,568,1649258.398241675,6085904.119604971,0.241876557
569,569,1649247.377211626,6085857.490707587,0.004058066
570,570,1649232.220447361,6085842.824244634,0.07535083
571,571,1641293.446511329,6085859.541589691,0.509103449
572,572,1642764.164371714,6085785.887194968,-9999.0
573,573,1649226.668649768,6085772.78138458,-0.089558381
574,574,1650647.990529429,6085750.489581484,0.097979629
575,575,1649205.593695279,6085665.337052276,-0.029873924
576,576,1650627.244268393,6085649.366285116,0.096764447
577,577,1642432.824129894,6085583.006860664,0.535847533
578,578,1642673.038630781,6085589.557014969,0.713681767
579,579,1642719.864765589,6085571.538900685,0.388333744
580,580,1650589.996839779,6085533.729308905,-0.175484358
581,581,1642350.217532747,6085560.953730077,0.584654966
582,582,1642792.284595626,6085527.266185871,0.657078789
583,583,1650573.52447131,6085499.80211044,-0.010030932
584,584,1641278.93592105,6085555.116568416,0.078125003
585,585,1650552.502272367,6085470.067533327,-0.002294164
586,586,1642180.749795732,6085506.9234179,0.315225437
587,587,1642495.326292587,6085479.985033432,-0.603320392
588,588,1642654.447694928,6085479.578401667,-0.621230766
589,589,1642690.168082242,6085477.344725054,-9999.0
590,590,1642703.542127363,6085469.806989179,-9999.0
591,591,1650528.784443965,6085427.291963319,0.037070914
592,592,1642112.159076291,6085457.265922851,0.132423077
593,593,1649189.536892155,6085529.01847889,-0.550252344
594,594,1642314.538058208,6085442.569255154,-9999.0
595,595,1650499.633562339,6085399.722158515,0.016054794
596,596,1641337.938228551,6085554.646167976,0.854535935
597,597,1642301.986903254,6085435.464168574,-9999.0
598,598,1642784.675563545,6085409.219094531,-9999.0
599,599,1641616.211815714,6085408.201608035,0.986369058
600,600,1641679.403545586,6085403.711757036,0.977800945
601,601,1642056.769310422,6085401.149386809,0.090572652
602,602,1642916.507018861,6085390.325611238,0.693022726
603,603,1642205.402127644,6085380.429239438,0.401375002
604,604,1649163.050158658,6085351.042479536,-0.635635875
605,605,1650476.379769068,6085361.308057132,0.109672838
606,606,1642196.974060641,6085372.145323664,0.549863634
607,607,1642180.425241581,6085362.65412623,0.240300002
608,608,1645603.138726772,6085354.088627204,0.151539008
609,609,1645658.795277887,6085352.738712545,0.116066667
610,610,1645740.392468278,6085347.941549498,0.169325048
611,611,1641274.551815097,6085438.99821642,-9999.0
612,612,1641357.186619675,6085367.303885928,0.62681123
613,613,1642104.589343334,6085363.518680035,0.005034101
614,614,1642171.487763348,6085356.114816354,-9999.0
615,615,1641976.517748731,6085343.288620864,0.500916666
616,616,1645526.618924056,6085331.364441207,-0.406480849
617,617,1645773.990779932,6085323.949748089,0.079604422
618,618,1642816.342504949,6085329.367475611,-0.586730761
619,619,1650371.131747822,6085285.717670545,-0.282816602
620,620,1641395.91196223,6085313.016668577,0.715999987
621,621,1641886.662144119,6085324.028618615,0.666157564
622,622,1649121.607408585,6085287.981468064,0.529022605
623,623,1650336.141661254,6085270.478130709,-0.628542492
624,624,1641412.982033074,6085297.485135959,0.434621358
625,625,1642832.470422528,6085289.436428665,-0.508615396
626,626,1645847.965163311,6085271.140340854,0.220784513
627,627,1641353.564026062,6085283.327376744,-9999.0
628,628,1645464.68671581,6085267.632048351,-0.182732022
629,629,1649050.799821695,6085247.69451167,0.825550004
630,630,1645431.216466364,6085245.745205189,0.191916664
631,631,1650295.963437197,6085227.841618473,-0.21858715
632,632,1641796.587467453,6085255.187095606,-9999.0
633,633,1650278.440404087,6085211.158559368,-0.380694795
634,634,1641711.792213363,6085256.359823506,-9999.0
635,635,1645378.739223814,6085217.000004394,0.108692307
636,636,1645403.990955873,6085222.74655242,0.233333334
637,637,1645956.015017069,6085224.925278091,0.48074805
638,638,1645345.887790723,6085197.405622322,0.103625
639,639,1650236.918336324,6085167.306594236,-0.463340206
640,640,1648964.985945979,6085173.472144287,0.660257067
641,641,1650220.292680087,6085147.624559312,-0.395566317
642,642,1645329.363702136,6085156.91055782,-0.451435015
643,643,1646103.687886388,6085161.867583146,0.288832731
644,644,1642978.109561641,6085185.42458045,0.960782209
645,645,1645002.928797028,6085149.314304072,0.084675
646,646,1646203.335904403,6085137.495613736,-0.033528655
647,647,1646227.000223946,6085132.935455034,-0.291999992
648,648,1646263.578236695,6085137.933071834,-0.199702041
649,649,1650205.010342167,6085118.22454902,0.017898734
650,650,1644981.086599712,6085132.818581725,0.237316669
651,651,1650184.154079851,6085102.798196853,-0.039736846
652,652,1642876.873851794,6085134.78442049,-0.486094831
653,653,1650161.426917867,6085094.856100851,-0.14644304
654,654,1648867.268377417,6085102.890830668,0.405763684
655,655,1648793.521287882,6085078.892825504,0.560970226
656,656,1648788.65796789,6085059.823168682,0.598425011
657,657,1648686.608266845,6085050.413422169,0.017441177
658,658,1642907.137076926,6085079.858670046,-0.686819939
659,659,1643033.246107447,6085082.190604669,0.888536178
660,660,1646373.585990493,6085116.75587121,-0.158320062
661,661,1650120.091552084,6085040.180059334,0.192464338
662,662,1644908.594510525,6085050.156318531,-0.683270591
663,663,1645875.342865406,6085045.478769531,-9999.0
664,664,1648660.725695116,6085032.68577339,-0.176615382
665,665,1648641.568452948,6085020.768163107,-0.228287362
666,666,1650098.971375756,6085019.650963376,-0.219926601
667,667,1644823.645223063,6085065.493751151,0.093084853
668,668,1646359.306268733,6085026.28614051,-0.395160585
669,669,1644876.966462835,6085023.463542327,-0.660294816
670,670,1649942.752145721,6084963.817559779,-0.748093753
671,671,1650083.70367489,6084967.954709738,0.313795453
672,672,1646348.407558864,6084973.106737929,-0.056
673,673,1650026.121983436,6084944.242565387,-0.921646161
674,674,1643103.930092821,6084979.134059709,0.864560161
675,675,1646369.601867069,6084950.182320474,0.422327496
676,676,1650036.832071976,6084934.000745325,-0.894514261
677,677,1642950.153785917,6084971.360524308,-0.701558454
678,678,1644764.55582888,6084968.031184581,-0.353817949
679,679,1649870.998405161,6084942.04156289,-0.508785093
680,680,1650098.791344249,6084915.871524704,0.705951199
681,681,1642963.775726347,6084942.300733957,-9999.0
682,682,1646379.25440824,6084923.974008056,0.41698462
683,683,1649828.113853381,6084909.35463596,0.178899456
684,684,1642971.413443542,6084928.462417037,-0.797800004
685,685,1643153.675743372,6084919.460567809,0.773303649
686,686,1648610.120244683,6084889.236449794,-0.800151527
687,687,1642993.95540775,6084896.82501196,-0.801137932
688,688,1649032.360880373,6084859.236304558,-9999.0
689,689,1646404.070381572,6084878.759944323,0.163129979
690,690,1649722.278085489,6084864.117722793,-0.203167361
691,691,1648612.066851833,6084846.574671576,-9999.0
692,692,1643209.335149579,6084870.028769325,0.748966888
693,693,1649643.919745239,6084826.696151123,-0.75182352
694,694,1643021.220479424,6084852.011177182,-0.840666662
695,695,1646433.259455051,6084813.260874056,-0.151924289
696,696,1643287.760009324,6084818.997465804,0.783466118
697,697,1646460.559864648,6084808.416990311,0.238648452
698,698,1648583.212544684,6084791.93398791,-9999.0
699,699,1644674.641243745,6084802.45227173,0.077321428
700,700,1649212.838266566,6084786.848306375,-0.847869583
701,701,1649509.222887756,6084800.972714537,-0.585428246
702,702,1644731.82049612,6084781.3111635,-0.555377341
703,703,1648587.50654581,6084766.695082531,-9999.0
704,704,1648617.109798474,6084795.468415483,-0.722230732
705,705,1649386.721523196,6084762.719284183,-0.167503142
706,706,1648485.084593326,6084752.611723693,-0.299736817
707,707,1643077.476537398,6084782.64678491,-9999.0
708,708,1643352.794972707,6084768.869056012,-0.139882348
709,709,1648453.489569626,6084748.998792847,0.0616875
710,710,1649374.129587678,6084744.82347665,-0.067823949
711,711,1643408.906686244,6084757.766730928,0.811030642
712,712,1646513.266618492,6084753.554191432,0.14353121
713,713,1649275.704376078,6084727.911038732,-0.821266135
714,714,1649366.160912704,6084722.908031844,0.182624999
715,715,1643443.588546041,6084737.614774045,0.818085111
716,716,1643238.206076017,6084729.773566377,-9999.0
717,717,1643466.332238757,6084725.351525545,0.637741923
718,718,1643473.779833678,6084717.595816592,0.794290902
719,719,1643141.498942378,6084719.739263913,-9999.0
720,720,1649316.795597963,6084683.677459234,-9999.0
721,721,1643512.021377351,6084696.222565845,0.685084553
722,722,1646597.68871174,6084690.789350507,-0.076871701
723,723,1648381.280562521,6084662.35159714,0.085780489
724,724,1649332.752052548,6084667.723988328,-9999.0
725,725,1646619.720209496,6084662.270127255,-0.228900007
726,726,1649357.59107864,6084648.232401677,-9999.0
727,727,1649403.169945979,6084633.989089441,0.80400002
728,728,1646652.068619417,6084646.832092509,-0.047588094
729,729,1643605.154517224,6084648.09310013,0.894758318
730,730,1643633.085551035,6084628.17399475,0.835551914
731,731,1648365.969358928,6084603.808044109,-0.52329055
732,732,1649391.332586345,6084601.533305334,-9999.0
733,733,1646671.892076797,6084618.980884411,-0.003387314
734,734,1648868.504562112,6084603.759707021,0.250708831
735,735,1649445.355179316,6084577.84343675,0.722600012
736,736,1643327.548268364,6084609.583892209,-9999.0
737,737,1646628.327249055,6084583.682503322,-0.385853216
738,738,1646688.922286944,6084582.583081029,-0.221277779
739,739,1649461.42371038,6084556.333381126,0.66809908
740,740,1646710.313859216,6084574.523088218,-0.052021924
741,741,1649430.476679874,6084548.201325826,-9999.0
742,742,1643699.281162786,6084581.815916807,0.861508167
743,743,1646729.735087445,6084553.41274212,-0.152927272
744,744,1648409.928238554,6084543.793173186,-9999.0
745,745,1643400.788667289,6084569.378758715,-9999.0
746,746,1646746.286464124,6084549.082238637,0.00234188
747,747,1649503.452473277,6084515.107972861,0.812111116
748,748,1646781.082143023,6084530.365285907,0.068621984
749,749,1643457.710324118,6084529.25158102,-9999.0
750,750,1643748.654113179,6084533.583757882,0.651636871
751,751,1644426.408361141,6084527.265389484,0.106211263
752,752,1646812.163303033,6084515.261460772,0.226302095
753,753,1643470.812798665,6084520.332385433,-9999.0
754,754,1649528.929845207,6084487.442509999,0.311992494
755,755,1646833.61933234,6084498.409837307,0.087829924
756,756,1646909.294207487,6084497.409342804,0.358679348
757,757,1649477.752175146,6084489.813622841,-9999.0
758,758,1644400.591982557,6084499.073083284,0.499206349
759,759,1648808.373550995,6084503.101873496,-0.093952728
760,760,1646874.444487915,6084474.019958219,0.248255951
761,761,1646940.23797112,6084474.75755956,0.443627978
762,762,1649498.97305129,6084468.199686281,-0.899816666
763,763,1648377.403774579,6084454.301034307,-9999.0
764,764,1643831.462725377,6084468.859449601,0.868104474
765,765,1643901.308916832,6084471.542660353,-9999.0
766,766,1649520.521457422,6084454.060150132,-0.752874991
767,767,1643850.295661416,6084445.980660392,0.548960002
768,768,1646977.883280138,6084416.891954672,0.286187502
769,769,1643570.078580872,6084426.366900099,0.658314284
770,770,1643874.658844151,6084419.293813859,0.597565646
771,771,1646990.047529601,6084402.610309968,0.279222228
772,772,1643890.896326689,6084405.930620771,0.741345838
773,773,1644030.390772378,6084413.577292372,0.634015655
774,774,1643985.473746361,6084388.531171291,-9999.0
775,775,1647017.529422772,6084375.364372969,0.431730908
776,776,1643630.379952277,6084389.403925846,-0.472279992
777,777,1644080.778463678,6084380.660892818,-0.433072979
778,778,1647052.390875848,6084362.101665445,0.779271174
779,779,1648719.492267625,6084342.859485533,0.307288893
780,780,1644058.532943991,6084344.592319697,0.504308238
781,781,1643963.344624333,6084344.76429032,0.268319821
782,782,1644076.857089732,6084322.056897057,0.857371317
783,783,1643717.784494199,6084318.768448861,-9999.0
784,784,1648684.85867406,6084292.793264409,0.407216005
785,785,1644065.235819122,6084302.970884482,0.241038728
786,786,1648299.191535337,6084265.278360106,-0.592478231
787,787,1643766.422831506,6084253.77226978,-9999.0
788,788,1648262.051549375,6084205.613603839,-0.583695613
789,789,1648025.239299401,6084197.059470376,0.24124051
790,790,1648045.511505496,6084198.780312367,0.157940478
791,791,1648254.547855929,6084195.165536326,-0.53159998
792,792,1644079.258131866,6084234.619169047,0.601282876
793,793,1648623.686032087,6084184.124762992,0.050835762
794,794,1647253.722330785,6084187.654986815,0.588357302
795,795,1647323.410157258,6084180.948511779,0.444289158
796,796,1648005.976606999,6084180.632948181,0.188585858
797,797,1648238.97918528,6084174.294381362,-0.566863613
798,798,1643776.069108821,6084196.816895074,-0.621363624
799,799,1647992.382921219,6084167.437302987,0.08425
800,800,1648603.609876169,6084171.988939923,-0.301055032
801,801,1644084.847762205,6084177.493430093,0.276666665
802,802,1647113.322533919,6084248.544419536,0.569315125
803,803,1647662.363384773,6084131.322966371,0.573118772
804,804,1644402.175928181,6084121.134723489,-0.164816666
805,805,1647404.412223929,6084101.021349694,-0.795925922
806,806,1644337.07697656,6084100.584397966,0.365579707
807,807,1648513.323863612,6084075.921339875,-0.818100056
808,808,1643856.670716413,6084089.676185893,-0.30979012
809,809,1647962.880806095,6084073.983659083,-0.577510199
810,810,1643847.277443899,6084071.414486814,0.377976738
811,811,1644088.339846766,6084084.746120574,-0.151415106
812,812,1643819.865338232,6084058.830682196,-0.291531245
813,813,1644279.499851794,6084061.962241599,-0.106699998
814,814,1643888.452248603,6084049.513216811,-0.619529408
815,815,1647910.050849755,6084028.394160195,-0.732571419
816,816,1643912.138766272,6084018.931587468,-0.801308883
817,817,1644148.476001167,6083998.051913779,-9999.0
818,818,1647330.143617239,6083942.004439382,-9999.0
819,819,1647420.958728658,6083957.102586099,-9999.0
820,820,1643944.461318331,6083954.94866694,-0.731363396
821,821,1648488.77821441,6083924.932984133,-0.494204081
822,822,1647404.731501081,6083927.44182365,-9999.0
823,823,1643772.74797124,6083935.713196766,-9999.0
824,824,1648358.02957964,6083886.511945271,-9999.0
825,825,1647403.255948992,6083881.840869683,-9999.0
826,826,1647364.980156388,6083864.296065524,-9999.0
827,827,1643821.295064935,6083911.159432544,0.163195554
828,828,1643993.115595186,6083893.997936538,-0.50059666
829,829,1647329.618840238,6083842.376937997,-9999.0
830,830,1647362.253004685,6083842.204979931,-9999.0
831,831,1647383.246235237,6083842.470503885,-9999.0
832,832,1637355.54447112,6083869.281611933,0.649593219
833,833,1643756.570268972,6083832.33622816,-0.886830018
834,834,1647362.09546075,6083812.316726079,-9999.0
835,835,1637392.422682479,6083849.013340684,0.982505765
836,836,1643817.769453919,6083831.767533745,0.350799997
837,837,1648219.07717892,6083878.764845093,-0.690588213
838,838,1648215.13234906,6083768.418472561,-9999.0
839,839,1638240.844827185,6083804.799484497,0.72801673
840,840,1643807.120907206,6083772.494918041,0.011757281
841,841,1638278.610068378,6083782.102088312,0.024674397
842,842,1643714.779422353,6083701.078875648,-0.891000032
843,843,1643995.574029383,6083730.343584299,-0.425821403
844,844,1643790.825608099,6083709.191174313,0.097933364
845,845,1646243.507697704,6083648.77212673,-9999.0
846,846,1643768.38594438,6083657.63077088,-0.258070022
847,847,1643695.095616053,6083626.452427923,-9999.0
848,848,1643754.968707504,6083621.38790122,-0.284508352
849,849,1646624.191642805,6083607.151539108,-9999.0
850,850,1643746.562043634,6083597.89503983,-0.032063314
851,851,1643954.70322339,6083557.876043948,-0.032949859
852,852,1646577.328847773,6083517.528541171,-9999.0
853,853,1643953.558121426,6083478.05941843,-0.202003609
854,854,1643662.647919004,6083445.164427725,-9999.0
855,855,1645899.623360815,6083376.348458,-9999.0
856,856,1643643.715075795,6083347.739202031,-0.00736337
857,857,1643735.139507522,6083419.793901732,0.405185208
858,858,1643937.04273717,6083328.301579331,-0.114139313
859,859,1648180.383740445,6083290.748564155,0.155454544
860,860,1643639.795672828,6083304.43089451,-0.13764262
861,861,1643744.640316756,6083297.227252233,0.647612821
862,862,1643600.204968586,6083265.345223123,0.222046412
863,863,1645915.303076388,6083251.730694962,-0.556320835
864,864,1648173.395869853,6083245.063369789,0.059737371
865,865,1643742.393159261,6083262.368053964,0.470309208
866,866,1643917.160245782,6083235.808664426,-0.313734758
867,867,1646955.721652342,6083217.044241772,-0.41388181
868,868,1642505.077248351,6083228.661490763,0.733099989
869,869,1642519.849675424,6083218.662810895,0.529076921
870,870,1642537.661885441,6083218.544230856,0.634750003
871,871,1646175.936519752,6083200.784036948,-9999.0
872,872,1642594.631137515,6083194.680049906,0.637861537
873,873,1643585.171389455,6083187.978984425,-0.730006861
874,874,1643757.15167867,6083187.77955979,-0.136710196
875,875,1646175.782888959,6083170.895774667,-9999.0
876,876,1643906.400697152,6083187.181707783,-0.381357765
877,877,1643602.201630176,6083167.857469939,-0.725160248
878,878,1642378.988112832,6083151.003577646,-0.03488542
879,879,1643728.165944216,6083133.328643563,-9999.0
880,880,1647004.148176219,6083117.160671516,-0.381935186
881,881,1642361.843515121,6083129.708528538,0.034124999
882,882,1643643.690856561,6083109.258912889,-0.833807826
883,883,1643776.90605602,6083102.897965519,0.281398707
884,884,1643885.013539728,6083119.835673891,-0.285540394
885,885,1642326.93024406,6083113.921956718,0.066065901
886,886,1643948.233325841,6083092.40277889,-9999.0
887,887,1648116.534213864,6083075.252478239,-9999.0
888,888,1642284.156254058,6083090.22275214,0.074458334
889,889,1647065.408725661,6083063.00644863,-0.374216863
890,890,1643662.539364824,6083069.755313102,-0.619414671
891,891,1643842.177670302,6083057.846268471,0.041474999
892,892,1643861.864356306,6083070.827680355,-0.171883265
893,893,1643779.035181732,6083033.246763648,-0.124732879
894,894,1643858.205356842,6083033.064891854,-0.375618173
895,895,1643810.584286691,6083024.907466068,0.068832154
896,896,1642968.905406079,6082964.879384154,-0.034292685
897,897,1638465.919410163,6082978.060708725,0.619035718
898,898,1647178.003921359,6082936.538420463,-0.36303571
899,899,1638454.028614235,6082948.636670464,-9999.0
900,900,1643017.599770266,6082928.059252702,-0.474869609
901,901,1646574.177998122,6082909.800430221,-0.352357145
902,902,1642270.33503549,6082926.895191112,-0.679457225
903,903,1648164.092398387,6082815.95817202,0.394732143
904,904,1642796.698188486,6082828.962624569,-9999.0
905,905,1645954.029588231,6082813.399255372,-0.359328962
906,906,1638521.31600347,6082842.05242968,0.70434487
907,907,1643764.818938813,6082819.927248922,-0.435576421
908,908,1645991.189580496,6082799.521668793,-0.089917227
909,909,1646037.365127755,6082816.17826964,-0.474336205
910,910,1638498.463202982,6082858.867358537,-9999.0
911,911,1646127.740940379,6082778.723432341,-0.570892222
912,912,1638254.616403612,6082803.803090711,0.405634009
913,913,1638294.85870233,6082798.338059904,0.465228065
914,914,1646158.746283419,6082755.613246211,-0.582409084
915,915,1638285.461753113,6082786.604994558,0.110752687
916,916,1638314.003387725,6082784.239153869,0.303222918
917,917,1637853.846970796,6082773.988635738,0.092625416
918,918,1637877.612536947,6082777.975752103,0.013599987
919,919,1637938.242363909,6082791.972048497,0.204600304
920,920,1638040.031271662,6082775.398404619,0.231477218
921,921,1638128.16494641,6082773.362309318,0.093558535
922,922,1638209.127636087,6082783.623615154,0.213621801
923,923,1646190.027858886,6082735.566407442,-0.659441655
924,924,1642168.811133498,6082755.97198285,-0.098117762
925,925,1637832.861943785,6082756.024132228,0.025583316
926,926,1642160.718459917,6082735.762366051,-0.168375081
927,927,1638481.47699635,6082730.295962089,-9999.0
928,928,1646808.706872095,6082715.109266434,0.090153132
929,929,1638411.183645823,6082733.329083736,0.115837439
930,930,1638469.699369196,6082718.574342026,-0.069133331
931,931,1638456.439795766,6082708.908653016,0.733133334
932,932,1646231.026556455,6082702.706871822,-0.758189531
933,933,1637795.490147541,6082725.768667214,-0.051927996
934,934,1638436.003605132,6082699.033197789,0.417625006
935,935,1642098.904302764,6082672.487112165,-9999.0
936,936,1646312.267740939,6082641.208743281,-9999.0
937,937,1637754.711882774,6082667.052693516,-0.159024194
938,938,1638469.797594522,6082677.175702866,0.481108533
939,939,1642051.353093646,6082635.769691591,0.327678018
940,940,1646869.893135914,6082613.226552716,0.294669963
941,941,1637735.161287047,6082645.740788922,-0.091206106
942,942,1638448.900541134,6082646.871096543,0.390885247
943,943,1643464.77369912,6082616.327782584,0.616403571
944,944,1637721.961194575,6082626.119779699,-0.084484848
945,945,1647250.137149137,6082579.020857137,-0.114066668
946,946,1646378.174902257,6082590.659470298,-9999.0
947,947,1646401.282643701,6082571.748292237,-9999.0
948,948,1646937.037220298,6082553.166081137,0.316093026
949,949,1637611.654223867,6082581.415693882,0.206608696
950,950,1637635.388424115,6082581.227477641,0.009134617
951,951,1647265.549891378,6082542.333831912,-0.185381818
952,952,1646975.078336871,6082528.081899635,0.268190476
953,953,1637576.163741018,6082566.288121143,0.026446523
954,954,1637654.770026656,6082566.846928133,-0.065090758
955,955,1643554.118514407,6082536.191099698,0.162941666
956,956,1637532.606481778,6082550.480442591,0.036412358
957,957,1637671.732925745,6082546.912281027,-0.085808703
958,958,1643578.297671966,6082520.338221554,0.134896971
959,959,1643781.465256405,6082524.448169381,-9999.0
960,960,1647000.606811907,6082499.879896489,0.266806668
961,961,1648176.356612274,6082509.824253371,0.283339838
962,962,1637403.93744525,6082524.058320695,-0.056459999
963,963,1637450.629502367,6082540.910677891,0.238527396
964,964,1637706.349818212,6082541.579458807,0.466225829
965,965,1637411.458404712,6082514.064104037,-0.237211107
966,966,1639047.109061311,6082514.024011017,0.492416608
967,967,1647040.377921796,6082476.203306626,0.383066041
968,968,1640362.742366933,6082483.266853448,0.310313959
969,969,1640445.064671639,6082486.270525354,0.410441506
970,970,1639103.147897535,6082479.311005042,0.291268146
971,971,1639186.915188024,6082506.016380095,0.483122077
972,972,1639345.630777309,6082500.696454604,0.431749449
973,973,1640470.294762686,6082470.912811113,0.239124997
974,974,1648170.935598624,6082438.142745497,0.35118054
975,975,1639638.234892274,6082469.642299459,0.375045455
976,976,1640482.485708194,6082460.894928571,0.157458824
977,977,1643702.313447995,6082451.349859165,0.520271183
978,978,1647113.148000549,6082433.688244686,0.483413176
979,979,1637370.777011206,6082476.813973154,-0.135842989
980,980,1638936.651926092,6082458.493294373,0.315094339
981,981,1638997.827859146,6082457.501343925,0.302476635
982,982,1641585.185050136,6082444.766380593,0.281904162
983,983,1647110.191056409,6082418.611879667,-0.033525002
984,984,1639452.083720678,6082458.598604741,0.294808458
985,985,1639592.837427798,6082448.657877819,0.329369737
986,986,1640548.173075864,6082447.999500449,0.267269963
987,987,1647273.335846354,6082417.754717954,-0.219575001
988,988,1639535.797259689,6082430.566124893,0.2252462
989,989,1640639.862406167,6082424.692916282,0.248042222
990,990,1645404.439136763,6082397.747769666,0.2592258
991,991,1638398.472312262,6082422.877113345,0.073101852
992,992,1646596.077683089,6082381.442023573,-9999.0
993,993,1648157.597346504,6082376.510539624,0.405484662
994,994,1648211.679826615,6082373.152250236,0.775159419
995,995,1638816.358226525,6082415.685713329,0.402784684
996,996,1640687.207205538,6082408.5302545,0.31669663
997,997,1638381.273157432,6082402.777928661,-0.01003623
998,998,1647226.616681326,6082376.332082785,0.16510781
999,999,1637309.178450731,6082412.293668407,-0.13350433
1000,1000,1638801.306292707,6082394.73012998,0.419481012
1001,1001,1648194.136069702,6082343.119163271,0.637768685
1002,1002,1640759.80963114,6082373.204824042,0.323921755
1003,1003,1638226.902039152,6082376.954936836,-9999.0
1004,1004,1640823.659048445,6082349.758222654,0.124130435
1005,1005,1646685.392750706,6082301.273790021,-9999.0
1006,1006,1640436.78173057,6082311.861073606,-0.363214284
1007,1007,1640453.43047943,6082311.786094843,-0.359087711
1008,1008,1640898.343711514,6082316.142027072,0.48950711
1009,1009,1646701.603385548,6082281.263494413,-9999.0
1010,1010,1637252.224910462,6082342.896453354,0.031412618
1011,1011,1640445.063588544,6082302.382986863,-0.368750009
1012,1012,1641415.753196998,6082297.232485619,-9999.0
1013,1013,1639596.513755413,6082295.679333916,-0.28342104
1014,1014,1640920.237699648,6082288.186097558,0.375258071
1015,1015,1641506.029876611,6082286.852748905,-9999.0
1016,1016,1646727.345055251,6082263.970941711,-9999.0
1017,1017,1647278.711265187,6082264.989653533,-0.344146942
1018,1018,1647319.292759617,6082260.598237701,-0.381877971
1019,1019,1638358.745900834,6082314.684318028,0.10473523
1020,1020,1639234.033606326,6082277.720588418,-0.419955752
1021,1021,1647313.009088576,6082238.006488319,-0.403280714
1022,1022,1640974.939419373,6082248.738627671,0.430999994
1023,1023,1641099.417461958,6082249.817438098,-0.023753388
1024,1024,1646766.549025022,6082221.147244778,-9999.0
1025,1025,1637589.667290249,6082254.488996631,-9999.0
1026,1026,1639168.58957377,6082272.970441885,-0.381151675
1027,1027,1639723.982971987,6082289.705145118,0.389146725
1028,1028,1641144.264866461,6082234.712473949,0.254999907
1029,1029,1641219.961365264,6082235.324627048,-0.430000118
1030,1030,1641264.389249706,6082245.237837896,-0.565055668
1031,1031,1639078.876257204,6082238.545414261,-0.324563629
1032,1032,1640061.366285922,6082233.636139229,0.1215
1033,1033,1639139.74679543,6082227.532568708,-0.401175444
1034,1034,1641248.55128841,6082208.915959598,-9999.0
1035,1035,1641276.504289953,6082208.411320085,-9999.0
1036,1036,1641504.542798333,6082211.569899919,-9999.0
1037,1037,1637193.450625692,6082255.936456629,-0.018359771
1038,1038,1638994.455522669,6082214.396150053,-0.248395519
1039,1039,1641450.579796099,6082281.632769544,-0.144278016
1040,1040,1637770.380072797,6082204.44488237,-9999.0
1041,1041,1638939.142442202,6082199.385032639,-0.220475273
1042,1042,1639726.726075621,6082195.405282978,0.610025978
1043,1043,1641158.732930361,6082189.402159662,-9999.0
1044,1044,1641394.174894077,6082188.741584482,-9999.0
1045,1045,1642539.798760959,6082207.452668537,-9999.0
1046,1046,1637907.538604518,6082193.3754324,-9999.0
1047,1047,1639081.509079058,6082227.269848679,-0.342802418
1048,1048,1637776.985295523,6082183.962670014,-9999.0
1049,1049,1637126.788730307,6082180.215966503,-0.083592967
1050,1050,1637788.915284308,6082173.164733033,-9999.0
