OID,FID_,X,Y,BCE_Hokian
73,73,1648240.96885627,6095434.207239872,0.59405434
74,74,1648271.929755754,6095224.821297321,0.263850002
75,75,1648273.312075698,6095200.425146007,0.306888888
76,76,1648298.876983372,6095099.905176203,0.635324179
77,77,1648336.194386733,6094938.814800696,0.633064103
78,78,1647909.574855079,6094920.968739275,-0.694999993
79,79,1648360.758969906,6094881.649332799,0.716415956
80,80,1647928.069188125,6094852.525482616,-0.694999993
81,81,1648399.314587267,6094744.26968449,0.273333335
82,82,1648419.656111434,6094738.135599378,0.748
83,83,1647973.25197058,6094733.207592337,-0.694999993
84,84,1648426.573059068,6094699.370436647,0.517353441
85,85,1647990.731813889,6094691.314838748,-0.694999993
86,86,1648007.859756137,6094655.905747608,-0.694999993
87,87,1648030.62009646,6094599.793546787,-0.694999993
88,88,1648468.396037136,6094561.115272767,0.292239523
89,89,1648055.562671527,6094547.537238907,-0.694999993
90,90,1648490.751467499,6094520.745025258,0.388108047
91,91,1648094.800268118,6094451.295784012,-0.704999983
92,92,1648554.478861994,6094256.294896696,0.440564094
93,93,1648171.145055404,6094259.276692095,-0.704999983
94,94,1648556.443894314,6094060.486072777,0.550511622
95,95,1648562.734709112,6093932.616454787,0.55050826
96,96,1648566.853236003,6093863.303749726,0.503535685
97,97,1648440.445078646,6093819.731307744,-0.787612609
98,98,1648222.120528996,6093899.380008984,-0.791197919
99,99,1648226.749171522,6093701.294850209,-0.814999998
100,100,1648604.579269901,6093667.009732277,0.733810382
101,101,1648613.866135685,6093581.812126965,0.66020894
102,102,1648252.826731336,6093546.316075025,-0.824999988
103,103,1648632.011204968,6093431.480931122,0.65947125
104,104,1648628.340364445,6093320.245786391,0.652923077
105,105,1648620.799402075,6093285.975451575,0.643708613
106,106,1648399.889602358,6093191.705829832,-0.259399989
107,107,1648408.170578236,6093101.995195981,-0.13414287
108,108,1648264.600019506,6093092.802312439,-0.781611793
109,109,1648576.12789782,6093115.230654729,0.276099085
110,110,1648557.911319857,6093049.928613401,0.545878874
111,111,1648244.085403046,6093034.346126714,-0.56773329
112,112,1648523.332313744,6092927.808963054,0.582952997
113,113,1648207.022209707,6092888.804067601,-0.884292891
114,114,1648187.011880165,6092832.666513893,-0.762692674
115,115,1648169.459677177,6092772.900080277,-0.88499999
116,116,1651108.832255208,6092733.400536019,0.087650001
117,117,1648161.448260283,6092742.00142877,-0.88499999
118,118,1648152.771504139,6092709.262924584,-0.88499999
119,119,1651139.656944655,6092644.436181019,0.225390626
120,120,1648135.63680435,6092644.516756934,-0.88499999
