OID,FID_,X,Y,BCE_Waihi_
208,208,1906816.948856764,5814123.433741792,0.291102959
209,209,1905904.78198904,5814103.207761045,0.379925001
210,210,1906712.140872329,5814073.158663078,0.295225002
211,211,1906901.003055162,5814094.484380662,-0.000993743
212,212,1906180.869167744,5814082.955971075,0.281440004
213,213,1906426.662318156,5814074.01562357,0.266709088
214,214,1906866.545626705,5814056.741647751,0.325609089
215,215,1906081.034405924,5814071.921988722,-9999.0
216,216,1906173.159993812,5814073.257863143,0.285825
217,217,1906434.52040446,5814063.32200541,0.227473684
218,218,1907623.967499639,5814017.610157535,-0.014
219,219,1905998.125126443,5814060.005703961,0.962527279
220,220,1906615.671308129,5814036.812777705,0.165417721
221,221,1907641.665931084,5813987.539283429,-0.014
222,222,1906139.643842318,5814024.579508304,1.308168827
223,223,1906155.474266419,5814023.990612425,0.51489743
224,224,1905585.052038736,5814035.414273904,0.216781816
225,225,1906709.340613198,5813993.590364471,0.145452828
226,226,1906166.188467515,5814007.995569826,0.301666677
227,227,1906748.345254054,5813981.215326251,0.035
228,228,1906007.404655208,5814003.570046796,0.369650488
229,229,1906756.073077598,5813971.462340374,0.035
230,230,1906174.231381522,5813998.223678263,0.273999989
231,231,1906695.361306634,5813974.895254988,0.360630002
232,232,1906220.935251521,5813995.064969599,0.239859598
233,233,1906208.71989027,5813964.321694111,0.421535615
234,234,1906303.265676903,5813948.596076978,0.848200008
235,235,1906421.992692854,5813944.176114479,0.351524997
236,236,1906465.526151055,5813942.554877282,0.096587099
237,237,1906437.451702348,5813933.615436792,0.667415575
238,238,1906677.536639397,5813942.055292966,0.387684126
239,239,1906701.514438934,5813923.549932714,0.381344452
240,240,1905568.919148375,5813956.049957519,1.903999992
241,241,1906453.096330145,5813928.04034512,0.286625
242,242,1906484.57148545,5813921.875346055,0.251692309
243,243,1906500.030101807,5813911.314871904,0.348900003
244,244,1906367.419113811,5813944.006059757,0.257231565
245,245,1906514.911815051,5813900.775532453,0.288803923
246,246,1906530.790617062,5813890.407046407,0.129203705
247,247,1905913.199597546,5813903.194271531,0.299200006
248,248,1906277.293381528,5813889.652436331,0.444683549
249,249,1906261.227362501,5813880.10164619,0.36116883
250,250,1906253.453805928,5813869.92959576,0.474903227
251,251,1906364.194111821,5813866.447291385,0.32247169
252,252,1906371.160811997,5813856.203234019,0.336424999
253,253,1905582.222021668,5813938.794407393,0.071568015
254,254,1906259.821685259,5813850.57055576,0.229226412
255,255,1906378.705121545,5813845.937041946,0.351437503
256,256,1907726.633672632,5813796.137880974,-0.014
257,257,1906474.570927855,5813828.63097247,0.323800008
