OID,FID_,X,Y,BCE_Waimea
531,531,1615837.385995302,5427569.775969829,0.027361114
532,532,1615861.305311468,5427568.91224858,0.022113861
533,533,1617861.938668591,5427558.97553412,0.71813333
534,534,1613675.695680133,5427559.187155306,1.333098056
535,535,1617914.975459502,5427544.531891475,0.561341627
536,536,1617967.144804319,5427528.798879445,0.609533332
537,537,1613412.462168814,5427527.612280138,1.423697885
538,538,1613609.739936736,5427468.979999494,1.119651298
539,539,1613708.341731859,5427473.504022824,1.302273456
540,540,1616015.470906915,5427424.392808178,0.847392169
541,541,1618466.917295431,5427407.149605218,1.628854156
542,542,1613391.596279885,5427408.502449359,0.650615377
543,543,1613552.785562369,5427484.276507946,1.519419498
544,544,1613845.913418908,5427388.233807523,0.901126678
545,545,1615994.887919565,5427383.821301249,1.292724126
546,546,1613834.614704172,5427378.282923608,0.944714294
547,547,1613819.556121216,5427368.339170761,0.977642849
548,548,1613642.197904638,5427360.25990737,1.163140974
549,549,1613155.539263059,5427469.836898578,1.483030338
550,550,1613308.503821784,5427328.251245241,1.018419346
551,551,1616567.553897768,5427322.122569237,0.279252428
552,552,1613290.987280405,5427318.156134151,1.038000032
553,553,1613271.002727204,5427307.412145981,1.055142886
554,554,1616498.542498199,5427332.723282851,0.570918477
555,555,1618350.059217414,5427288.503530604,0.991460433
556,556,1616405.973464465,5427284.762837625,2.092169813
557,557,1616616.745250406,5427285.441437582,0.184383728
558,558,1618268.040044534,5427286.268745333,0.622159632
559,559,1615988.878980598,5427294.008218162,1.765338738
560,560,1616350.403337954,5427293.707718515,1.139433964
561,561,1616459.505018711,5427285.737075402,2.461126854
562,562,1616594.979053177,5427290.378726093,0.507818038
563,563,1616609.196472602,5427272.746449928,0.583925003
564,564,1616519.171121735,5427263.457919748,1.730183091
565,565,1616627.972920125,5427262.731076374,0.367368423
566,566,1618195.829853045,5427258.974064077,0.875874978
567,567,1615715.224985763,5427276.414329929,0.435434313
568,568,1616421.645461273,5427252.731412826,1.352764712
569,569,1616534.321800102,5427254.223713948,1.646711845
570,570,1616549.39601156,5427243.879657198,1.547269817
571,571,1613293.169098368,5427285.276297597,1.443813081
572,572,1615746.543660091,5427242.192232365,0.541881585
573,573,1616095.10284667,5427295.86180659,1.140816728
574,574,1616322.02740033,5427240.005761898,1.231010717
575,575,1616414.177757111,5427236.353583215,1.328673088
576,576,1615884.677098313,5427403.71375817,0.961740304
577,577,1616142.874935196,5427228.921491403,0.938400007
578,578,1616345.642129801,5427229.167753897,1.860143903
579,579,1615821.511421408,5427228.976270862,0.806147952
580,580,1616289.485959459,5427218.621871212,1.085526671
581,581,1616337.802406143,5427214.873232621,1.907098069
582,582,1615890.050163669,5427204.547716666,1.305289288
583,583,1615937.160680797,5427253.921969896,1.606085341
584,584,1615853.291858081,5427194.655581784,1.031406681
585,585,1616162.098409997,5427194.351130978,1.810673882
586,586,1615872.069134717,5427184.642180295,1.045525
587,587,1616499.617240592,5427210.269790345,1.617352589
588,588,1616692.159512839,5427186.08356689,0.743662103
589,589,1616095.485403617,5427181.766501493,1.594709258
590,590,1616740.538618259,5427162.748321309,0.940746653
591,591,1616120.87467249,5427155.615579208,1.197115359
592,592,1616632.07502772,5427186.389293623,1.676338711
593,593,1618367.822291159,5427149.397291117,1.283964943
594,594,1615890.866752645,5427150.668649968,1.053242734
595,595,1616135.296005484,5427144.356125633,1.120500001
596,596,1618339.917940794,5427150.705741119,1.295651488
597,597,1618352.042215201,5427109.743538936,1.092190467
598,598,1613489.438638707,5427243.642711608,1.516309902
599,599,1613576.422163276,5427111.534678622,1.132133685
600,600,1613747.909812434,5427140.420526656,1.249202877
601,601,1613555.842244162,5427089.608503708,1.253350016
602,602,1618293.146556444,5427084.211995753,0.932112495
603,603,1612775.02855034,5427136.951608813,1.420184584
604,604,1613455.168337552,5427084.83424741,1.501148125
605,605,1616718.674690284,5427105.276161784,1.842686353
606,606,1612587.382614832,5427067.826693838,0.557400003
607,607,1616773.598269098,5427062.947772297,1.777719941
608,608,1618344.983037181,5427059.036939895,1.294533302
609,609,1613849.198232445,5427059.342543833,0.578442315
610,610,1616716.657922863,5427052.55884787,1.212310097
611,611,1613465.983074014,5427054.349519899,1.000592222
612,612,1613834.964503743,5427045.186886103,0.975423243
613,613,1616168.449689952,5427039.696922801,1.319665013
614,614,1613455.340588085,5427030.019094966,1.124876913
615,615,1616664.988149022,5427008.349325739,1.058910549
616,616,1618285.415542101,5427000.192841102,1.067644445
617,617,1616386.855164393,5427081.526328725,1.378466386
618,618,1616548.86647323,5427005.570826072,1.223344737
619,619,1618305.849446688,5427027.57933009,1.345460563
620,620,1616028.180795638,5427038.20397502,1.619939793
621,621,1616535.275208089,5426956.374971126,0.946714572
622,622,1616629.878876567,5427004.511379648,1.358650248
623,623,1616401.63913283,5426934.155363349,0.975311968
624,624,1615936.238652051,5426931.289547659,1.244673807
625,625,1613461.375803146,5426970.040276229,1.286309123
626,626,1615929.547916613,5426905.288467571,0.925506034
627,627,1618291.737683407,5426911.030586408,1.531520835
628,628,1613745.715769709,5426917.6335847,1.036752061
629,629,1618239.904524812,5426865.094841148,1.224853501
630,630,1618226.951774184,5426847.273104127,1.3199406
631,631,1618217.297833425,5426830.126391142,1.718828583
632,632,1615961.515801458,5426825.438881054,0.361999997
633,633,1616071.503169566,5426842.386029104,1.566345332
634,634,1616348.745570107,5426819.591612934,0.652420009
635,635,1616102.182959329,5426765.293887028,0.456693184
636,636,1613195.503942699,5426761.915943342,0.814373333
637,637,1618173.79547628,5426788.159576707,1.960517628
638,638,1613701.795612323,5426730.327837913,1.210193344
639,639,1616884.631063473,5426741.132823422,1.449906766
640,640,1616848.425254422,5426713.889689613,1.224275387
641,641,1613191.587919022,5426700.428733039,1.350770827
642,642,1613361.164775143,5426688.590963321,1.793153471
643,643,1616284.659224817,5426674.930749737,0.691039996
644,644,1613103.764868588,5426671.801141727,1.232117641
645,645,1618118.362653682,5426637.965522657,1.629889788
646,646,1613633.926863632,5426625.74514704,1.072899994
647,647,1613251.960054799,5426650.584260729,1.822118329
648,648,1613568.545979999,5426671.462221066,1.394733085
649,649,1613718.172082382,5426585.696887432,1.164766028
650,650,1613203.892875006,5426561.851938257,1.555285682
651,651,1618038.010210941,5426576.752842902,1.514818482
652,652,1613368.993022224,5426799.243034474,1.565288973
653,653,1613667.527970497,5426501.026772792,0.958114296
654,654,1613746.316585475,5426512.682074745,1.085580505
655,655,1617926.472156201,5426508.424942646,1.306481922
656,656,1617877.990191941,5426442.022699515,1.219925018
657,657,1613412.150043629,5426406.242130381,1.242745107
658,658,1613419.490294918,5426343.552787039,1.286091637
659,659,1613474.905459169,5426308.937086459,1.17403892
660,660,1613450.196412938,5426288.999967423,1.205021224
661,661,1617820.806215069,5426268.134180527,1.093624123
662,662,1613433.848073909,5426262.329086023,1.258000021
663,663,1613458.793022575,5426254.491948067,1.141680747
664,664,1613603.05706836,5426201.975125198,0.867086677
665,665,1613548.714692361,5426192.104264113,1.049823537
666,666,1613539.111872689,5426182.149750162,1.155425
667,667,1613578.166017446,5426168.355605943,1.047899587
668,668,1617764.451377188,5426133.155254677,1.032199986
669,669,1613554.055969829,5426132.259757061,0.895100011
670,670,1613546.518853173,5426122.301392499,1.021757131
671,671,1613696.340789624,5426122.020430346,1.757859995
672,672,1613669.534449247,5426098.629588977,2.16338748
673,673,1613468.956488132,5426161.990915969,1.287593424
674,674,1614015.137533855,5425987.627022645,0.681645423
675,675,1614043.646141405,5425924.986899015,0.585808919
676,676,1614049.815221582,5425891.979428202,0.845375015
677,677,1614074.87614555,5425891.527304695,0.498990379
678,678,1614064.813140512,5425872.005536602,1.258750021
679,679,1613658.780748602,5425847.849386314,1.341232136
680,680,1614094.828083128,5425842.030053292,0.797887505
681,681,1613609.856058479,5425845.836195099,1.446742289
682,682,1614117.32458941,5425812.069061344,1.105642855
683,683,1613712.11544858,5425806.955271661,1.578370521
684,684,1614154.2118505,5425732.217792328,0.970326096
685,685,1614455.227691081,5425602.710375659,1.054897957
686,686,1614189.319649626,5425611.982636985,1.230946445
687,687,1614263.498379455,5425592.389857297,1.338154848
688,688,1614342.436973512,5425592.234405831,1.281885673
689,689,1614349.925377754,5425577.260958998,1.211912502
690,690,1614376.208577025,5425562.250301538,1.344083319
691,691,1614633.409116031,5425551.764178968,1.161896227
692,692,1614417.512254239,5425548.75926686,1.386281713
693,693,1614749.054823685,5425548.189465526,1.205390938
694,694,1614549.499403106,5425573.61167043,1.239631179
695,695,1614865.780565951,5425478.461874843,1.37681035
696,696,1614947.324992968,5425441.427976062,1.46197333
697,697,1614962.340060108,5425431.424610767,1.560693348
698,698,1614973.596192799,5425421.428968547,1.583257115
699,699,1615027.41598759,5425383.733925089,1.316017728
700,700,1615063.642630079,5425340.736015475,2.232596164
701,701,1615334.349398928,5425301.211301039,0.91221154
702,702,1615237.063575028,5425291.542377987,1.953938668
703,703,1615356.623695559,5425241.12502053,1.029085735
704,704,1617461.052890057,5425136.645014537,0.998451812
705,705,1617438.54399391,5425109.716108918,0.906779661
706,706,1617546.850715299,5425217.223857461,1.579041694
707,707,1615343.977469142,5425164.52675023,1.268418461
708,708,1617510.820787365,5425034.927974638,1.679171098
709,709,1615476.361531819,5424985.742211807,1.309279003
710,710,1615581.444050116,5424981.56681011,1.170346129
711,711,1615603.573446408,5424957.952762683,1.255012211
712,712,1615683.31334737,5424926.454128436,1.243719873
713,713,1615686.62253388,5424881.41125969,1.765914297
714,714,1615679.166931016,5424871.382470242,1.610532445
715,715,1615806.789650333,5424831.288352082,1.145725003
716,716,1617190.785603251,5424722.350671718,1.639360325
717,717,1615767.786109844,5424785.768799764,1.582174197
718,718,1616771.704225889,5424549.313362769,1.045245089
719,719,1616821.341554566,5424533.463743642,1.233508187
720,720,1616041.998712721,5424510.84803673,1.303219548
721,721,1616562.748037997,5424470.111640168,1.031241238
722,722,1616103.151802454,5424462.320759233,1.14714213
723,723,1616857.238256985,5424504.317188756,1.513802152
724,724,1616435.725204423,5424442.027229945,1.24047927
725,725,1616316.527153628,5424415.735281647,0.825538463
726,726,1616221.695149642,5424413.503280436,1.376245923
