OID,FID_,X,Y,BCE_Waimea
249,249,1612746.516137035,5429790.005370319,1.191416016
250,250,1611800.582821376,5429745.324228816,0.099857145
251,251,1612332.539619326,5429800.64608884,0.969494803
252,252,1609562.699639809,5429738.63906588,0.909239993
253,253,1609784.606744324,5429739.071021303,0.810869538
254,254,1611762.803940676,5429735.617587936,0.162653848
255,255,1611781.761032372,5429735.382385924,0.317720004
256,256,1609630.089160647,5429742.728645567,0.991283713
257,257,1610333.701069719,5429717.639613132,0.825085723
258,258,1611415.529530794,5429720.059173934,0.163971016
259,259,1611439.483313367,5429725.956533875,1.6975381
260,260,1610326.164687631,5429707.677966556,0.949524999
261,261,1611668.879388185,5429705.647321899,0.898806676
262,262,1611785.327831749,5429707.947432732,0.795943117
263,263,1612012.31365235,5429720.146650127,0.100000001
264,264,1609738.986510711,5429718.620880158,1.025364775
265,265,1610062.873508423,5429698.074726908,0.838812513
266,266,1610164.82070567,5429698.514003598,1.053911779
267,267,1612823.52003611,5429693.003329244,0.399212771
268,268,1607659.112888629,5429686.350463275,0.759000003
269,269,1611429.046855781,5429700.421866248,0.263716983
270,270,1611958.615024467,5429699.821100255,0.439553285
271,271,1609171.467620475,5429679.308925535,0.81313549
272,272,1610789.391279619,5429675.117970987,0.573299998
273,273,1612108.126998267,5429685.442970536,0.230532732
274,274,1609934.955227381,5429668.333564053,0.808949991
275,275,1611053.147205494,5429830.041340199,1.097920698
276,276,1611509.606633939,5429672.659966815,1.291865221
277,277,1609575.12274849,5429691.553011919,1.050192535
278,278,1611454.425673687,5429661.112680961,0.100000001
279,279,1611076.610611414,5429674.640338521,1.087799458
280,280,1609948.438103614,5429650.406820876,0.85841412
281,281,1609773.036208369,5429633.579652547,0.728679271
282,282,1610025.00098737,5429618.55273262,0.903115385
283,283,1611940.558853556,5429647.218897692,0.164662069
284,284,1609097.852938025,5429609.594967419,0.78206667
285,285,1609235.140085869,5429589.272699269,0.945115407
286,286,1609066.430172709,5429580.298239511,0.969485132
287,287,1612611.424845012,5429562.66353038,0.985640534
288,288,1611736.513288339,5429635.86675751,1.1055531
289,289,1612645.002230189,5429553.462849735,0.99930974
290,290,1616276.394275779,5429545.321286857,3.262040766
291,291,1616261.281954642,5429535.671383843,3.319727317
292,292,1616246.177626007,5429526.023933155,3.431704908
293,293,1610667.611198449,5429670.496792339,1.115211153
294,294,1612674.289565931,5429530.161744153,0.954132071
295,295,1609098.329031447,5429540.785170336,1.135927025
296,296,1610307.176485778,5429523.498359583,0.956280268
297,297,1612709.89048573,5429512.137748772,0.702674732
298,298,1612052.562710267,5429496.182978874,0.609465344
299,299,1610390.187502946,5429488.776043651,0.895990193
300,300,1611559.458555927,5429486.430167454,0.100000001
301,301,1612765.502351078,5429565.742370379,1.511044214
302,302,1611277.383798915,5429544.982509872,1.192953821
303,303,1611969.503724576,5429548.322578137,0.522134465
304,304,1612065.980180286,5429478.046844671,0.561752943
