OID,FID_,X,Y,BCE_Tairua
68,68,1854362.729656449,5900196.858821165,-0.037281252
69,69,1853543.065416757,5900200.580546423,-0.129522018
70,70,1853798.706126749,5900198.217435116,-0.613744203
71,71,1853530.775143601,5900190.971062146,-0.095324998
72,72,1853516.447850723,5900178.774864021,-0.066187189
73,73,1853849.797608063,5900161.652407933,-0.613854553
74,74,1854249.986816631,5900143.920838973,-0.116055555
75,75,1854168.3231928,5900154.595275988,-0.203496539
76,76,1854128.108676783,5900103.409747303,-0.100854549
77,77,1853828.611500088,5900102.80489268,-0.640862385
78,78,1854302.587930533,5900144.139693504,-0.146612317
79,79,1853775.156182362,5900074.091872312,-0.659127294
80,80,1853693.892856682,5900046.394231037,-0.681400012
81,81,1853806.236822373,5900043.226482701,-0.66741822
82,82,1853614.449741925,5900046.034507397,-0.692864594
83,83,1853805.638775969,5900023.288980037,-0.674964299
84,84,1853525.114508224,5900021.519894904,-0.667679999
85,85,1853685.998815623,5900030.521069779,-0.689284676
86,86,1853916.96179112,5899999.993524416,-0.669872738
87,87,1854084.843450772,5899994.953813937,0.116142857
88,88,1854194.487470392,5900053.395243012,0.001389947
89,89,1854062.369463959,5899934.155366182,0.236123809
90,90,1853910.866619071,5899910.760099673,-0.706145453
91,91,1854042.33875927,5899906.228307838,0.321350004
92,92,1853909.370817275,5899860.91632015,-0.726467892
93,93,1853549.196723209,5899871.132844394,-0.763098759
94,94,1853311.477876949,5899814.334245562,-0.157999997
95,95,1853878.295670008,5899754.980859517,-0.723120784
96,96,1853861.379297333,5899742.039013217,-0.68700001
97,97,1853315.129140834,5899760.502302861,-0.268858896
98,98,1853810.764943573,5899758.78588556,-0.325074978
99,99,1853524.251096569,5899730.542614561,-0.71970483
100,100,1853804.063770762,5899704.049064484,-0.705631557
101,101,1853857.629342746,5899622.620117286,-0.680218189
102,102,1853517.56135629,5899627.938991616,-0.671962813
103,103,1853865.059024278,5899592.463974754,-0.675745456
104,104,1853855.758841331,5899574.171206716,-0.679496921
105,105,1853248.007887994,5899565.856495635,-0.189949997
106,106,1853535.479358564,5899552.458845628,-0.645796327
107,107,1853943.203389569,5899530.252251125,-0.374109094
108,108,1853414.426384646,5899530.375049588,-0.294444445
109,109,1853206.39723267,5899512.225153652,0.161124997
110,110,1853765.559826886,5899499.894184131,-0.689554549
111,111,1853373.809588355,5899497.436224435,-0.294709089
112,112,1853874.020596207,5899482.823212883,-0.667905661
113,113,1853953.974317414,5899494.805463803,-0.329190627
114,114,1853133.259509917,5899474.50297419,-0.185000004
115,115,1853120.970595311,5899464.893208128,-0.137412498
116,116,1853779.980627231,5899457.251129804,-0.688562512
117,117,1853867.933515168,5899432.733937664,-0.691428551
118,118,1853986.39229199,5899444.338754714,-0.110555936
119,119,1853103.102039276,5899407.311040408,-0.269920457
120,120,1853865.856395314,5899388.513561632,-0.694007047
121,121,1853078.67740721,5899383.965565382,-0.235078837
122,122,1853955.528929525,5899340.103708524,-0.443484198
