OID,FID_,X,Y,BCE_Kawhia
185,185,1760210.781289229,5784443.121422916,0.309168223
186,186,1760225.491256952,5784431.691310599,0.307490567
187,187,1759949.686728984,5784433.020876111,0.327122641
188,188,1759150.570093043,5784436.637930411,-9999.0
189,189,1760347.315315068,5784400.169861754,0.239648149
190,190,1760236.810093435,5784395.663657261,0.50985169
191,191,1763353.875955826,5784380.839165268,-0.118503435
192,192,1759826.771925408,5784386.384163378,0.018321569
193,193,1759834.332592924,5784370.361861594,-0.021074076
194,194,1759109.918408586,5784373.691495869,-9999.0
195,195,1759102.155056745,5784363.574708226,-9999.0
196,196,1759996.06230834,5784347.619308173,0.256878502
197,197,1760132.959802555,5784344.34519769,0.257521739
198,198,1759735.401631448,5784342.178008389,-9999.0
199,199,1759794.346179822,5784341.229768477,-0.407905664
200,200,1759085.703256075,5784334.32643846,-9999.0
201,201,1759774.403416082,5784321.118237531,-0.51469231
202,202,1759845.322656445,5784319.726998605,-0.481739129
203,203,1760431.94719852,5784312.960732094,0.137909093
204,204,1759813.621186942,5784311.077961754,-9999.0
205,205,1760006.411884624,5784315.525187684,-0.384455447
206,206,1760053.937218414,5784305.282233511,-9999.0
207,207,1760132.34441306,5784283.796973804,-0.383750002
208,208,1761418.048339556,5784259.876615629,-0.523897446
209,209,1759662.543516702,5784317.623038903,-9999.0
210,210,1759707.755944984,5784293.807055973,-9999.0
211,211,1759753.773601788,5784282.192467443,-9999.0
212,212,1759954.196625032,5784276.909166861,-9999.0
213,213,1760242.341805682,5784308.883806769,0.031363238
214,214,1761409.575891816,5784230.127655292,-0.522728073
215,215,1763666.125561943,5784174.988179605,-0.107317758
216,216,1760470.057334191,5784228.225335008,-0.02492728
217,217,1760580.685079668,5784225.629837546,0.211111106
218,218,1760603.818216525,5784215.617075918,0.121678572
219,219,1763516.871859696,5784160.728565492,-0.142556761
220,220,1760389.602106549,5784222.105210071,-0.349841262
221,221,1760288.036305787,5784191.920066301,-9999.0
222,222,1760468.990477613,5784192.564501114,-0.408711115
223,223,1760596.391717598,5784192.170331648,-0.384248688
224,224,1760421.796715005,5784179.314784065,-9999.0
225,225,1760447.321235153,5784179.135972075,-9999.0
226,226,1760615.240904288,5784169.997443264,-0.394440762
227,227,1760504.711281322,5784163.349362463,-0.489493499
228,228,1760618.202044928,5784145.527872361,-0.453254911
229,229,1763598.21449723,5784130.555133699,-0.089289227
230,230,1759019.156419154,5784166.257346775,-9999.0
231,231,1761934.181045248,5784114.27973849,-0.538008929
232,232,1762568.831569389,5784097.236789695,-0.58264179
233,233,1760638.721943448,5784128.710599662,-0.365400434
234,234,1760578.213677512,5784116.399561457,-9999.0
235,235,1762658.468927134,5784075.126105139,-0.38676363
236,236,1760625.45050556,5784105.288268672,-0.531916669
237,237,1761326.592186073,5784091.640245471,-0.424874997
238,238,1760402.724040372,5784134.745975652,-9999.0
239,239,1760566.583066812,5784097.060922293,-9999.0
240,240,1760610.779609303,5784094.696380357,-9999.0
241,241,1760641.013389381,5784095.009134078,-9999.0
242,242,1760679.820099234,5784513.192066066,0.221407408
243,243,1762631.747694849,5784081.039810292,-0.392583617
244,244,1762657.871768927,5784045.220944121,-0.429418171
245,245,1760443.472711741,5784079.165688437,-9999.0
246,246,1760575.88631212,5784077.218731182,-9999.0
247,247,1760695.792493182,5784074.711346642,-9999.0
248,248,1760712.281640523,5784152.230022364,-0.10667214
249,249,1760806.07968055,5784071.080623414,-9999.0
250,250,1760892.756445226,5784069.36907093,-9999.0
251,251,1762854.466670893,5784021.348123231,-0.45692592
252,252,1760646.482159507,5784073.501135594,-9999.0
