OID,FID_,X,Y,BCE_Kawhia
158,158,1767346.795053476,5786652.621130128,0.681600002
159,159,1767449.355794503,5786650.630557572,0.187831174
160,160,1767469.395240911,5786650.110044232,-0.397848745
161,161,1764970.372723622,5786692.403590297,0.620396557
162,162,1763949.084482786,5786701.710862184,0.376550001
163,163,1767346.181200851,5786622.715859904,0.83872499
164,164,1760442.814137349,5786751.466293165,1.300421012
165,165,1763917.154024229,5786682.408245686,0.137562498
166,166,1764901.512698232,5786677.368345345,0.236698224
167,167,1760462.837828207,5786753.191715312,1.170841933
168,168,1760472.515578217,5786741.507379602,1.600217415
169,169,1767439.746115711,5786570.931592641,-0.109744771
170,170,1767347.282958139,5786552.958487812,1.599291322
171,171,1767446.919850717,5786546.561730318,0.722027028
172,172,1760475.125156146,5786670.992604475,0.792656058
173,173,1760504.710090828,5786670.525994643,0.729606732
174,174,1760466.148999737,5786653.757282715,2.409179354
175,175,1767340.421840986,5786512.459977737,1.494527778
176,176,1760498.972797604,5786648.046122911,1.2781405
177,177,1760525.79447585,5786631.135038033,1.108526315
178,178,1762683.9277116,5786610.235634306,0.90793364
179,179,1767382.947337438,5786493.044107869,0.845875004
180,180,1767426.837680834,5786519.99089899,-0.29535828
181,181,1760541.42497364,5786621.314174199,0.990035082
182,182,1763701.528862566,5786547.127306067,0.217148649
183,183,1763744.880918157,5786546.256666969,-0.035593749
184,184,1763701.128527015,5786527.190562055,0.013941667
185,185,1767271.762663972,5786454.708254416,-0.182475004
186,186,1767216.179226178,5786435.902292283,1.194625002
187,187,1767271.338683633,5786434.044823092,-0.81400001
188,188,1767409.515021648,5786422.547322018,-0.431716986
189,189,1767220.133156191,5786415.883657131,-0.697637941
190,190,1767239.415806034,5786415.481707684,-0.81400001
191,191,1767373.258029782,5786412.942608126,0.04590566
192,192,1767207.478168346,5786396.191606657,-0.81400001
193,193,1767336.150157634,5786399.166009741,0.296658164
194,194,1767177.435637048,5786385.82859417,0.502975597
195,195,1767475.379285303,5786380.873319075,-0.58119481
196,196,1767313.405824067,5786382.489753152,0.434461683
197,197,1767498.877886161,5786360.925325039,-0.719766665
