OID,FID_,X,Y,BCE_Whitia
147,147,1839828.173801123,5918437.897299625,-0.094350001
148,148,1840268.199081713,5918425.487789407,-0.118117643
149,149,1839002.754647296,5918451.137829278,-0.075874999
150,150,1839522.447679029,5918459.47757794,0.824281043
151,151,1841108.515605565,5918351.117861794,-0.108379999
152,152,1841075.927036282,5918332.81594216,-0.121575005
153,153,1838948.99106796,5918356.627929661,0.144604068
154,154,1838990.645335656,5918352.627096233,0.355686745
155,155,1840980.727813029,5918301.890794064,-0.084874562
156,156,1838142.344668116,5918365.719589657,0.032946426
157,157,1838783.801910558,5918352.534841201,-0.16027929
158,158,1838915.587728223,5918345.920662533,-0.126528571
159,159,1838975.642779343,5918342.163067227,0.252850001
160,160,1840802.029849444,5918291.348379774,-0.587736113
161,161,1838901.063959718,5918334.280345874,-0.119666665
162,162,1838947.324714224,5918332.982043371,0.177112501
163,163,1840906.125372968,5918280.959160531,0.199437501
164,164,1840956.176946017,5918278.997734088,0.196309523
165,165,1838967.242301826,5918326.180742862,0.272625002
166,166,1838782.541678209,5918317.654107691,-0.09945
167,167,1838768.094504286,5918295.354030056,0.011261902
168,168,1839558.758888971,5918265.914687596,-0.189999998
169,169,1839999.358417449,5918253.502195983,0.288063291
170,170,1839983.055567231,5918243.985576479,0.26445
171,171,1838064.359810846,5918399.852250238,0.3878199
172,172,1838154.176859897,5918317.973032099,0.52736965
173,173,1838067.898049506,5918277.817614122,0.55352501
174,174,1838748.819972511,5918258.744630734,-0.030449996
175,175,1838732.239047178,5918239.257659971,0.105324996
176,176,1838107.288394409,5918246.989335786,-0.261981818
177,177,1838098.826379844,5918237.048730046,-0.257424998
178,178,1838189.841362213,5918243.029915111,0.794026309
179,179,1838717.408234469,5918223.111971029,0.148384355
180,180,1838838.553747347,5918218.807064546,0.448108148
181,181,1839916.579256409,5918171.039627062,0.094220182
182,182,1838431.961966336,5918187.819181046,0.534384628
183,183,1838674.486288922,5918181.021246159,0.229938271
184,184,1838240.987925166,5918181.917177226,0.550482142
185,185,1838666.196072423,5918171.277840579,0.26965
186,186,1838249.257884078,5918172.851334798,0.631911398
187,187,1838653.900371845,5918161.646620323,0.244471701
188,188,1838641.604781068,5918152.015448056,0.305654322
