OID,FID_,X,Y,BCE_Whanga
216,216,1834520.5038027,5930700.445150093,-0.215187501
217,217,1834720.775390357,5930670.774754905,-0.239070172
218,218,1834533.886810676,5930668.281727126,-0.218970951
219,219,1837100.72221772,5930602.828429764,-0.369936552
220,220,1834361.667035354,5930735.759707162,-0.23860795
221,221,1836348.761902119,5930605.954293801,-0.284018173
222,222,1834379.601529721,5930650.595656876,-0.239999995
223,223,1834559.917584493,5930642.709490653,-0.219805438
224,224,1834679.227655159,5930640.138722256,-0.239095804
225,225,1836559.971146888,5930587.114796625,-0.311502644
226,226,1836607.242591723,5930589.58333419,-0.313484024
227,227,1837982.943591096,5930548.470514391,-0.293061179
228,228,1836359.931664611,5930580.816911687,-0.280649767
229,229,1836397.4404817,5930588.970436093,-0.280430068
230,230,1837228.538879935,5930558.670858008,-0.403766346
231,231,1837278.859829158,5930550.253187292,-0.409660711
232,232,1834390.219337632,5930619.995180047,-0.239999995
233,233,1837926.256017412,5930522.383001709,-0.519436643
234,234,1836447.833580656,5930553.485326418,-0.284945955
235,235,1836570.460185973,5930554.780527382,-0.305344497
236,236,1836849.373467862,5930542.599525055,-0.352834854
237,237,1837905.693482091,5930509.458381199,-0.563000023
238,238,1836724.317456602,5930535.50456412,-0.339175724
239,239,1837939.942190304,5930503.078143028,-0.13477445
240,240,1834188.843046475,5930595.590050312,-0.239999995
241,241,1836759.229668759,5930532.236419909,-0.346442007
242,242,1834257.354316354,5930584.120075888,-0.239999995
243,243,1834156.531061883,5930576.122136398,-0.239999995
244,244,1834589.083373014,5930580.241597864,-0.236499997
245,245,1837862.653193227,5930473.968459883,-0.341099605
246,246,1837827.071851919,5930443.621655903,-0.36466057
247,247,1834384.343109676,5930530.761215357,-0.239999995
248,248,1837813.337100932,5930432.691229192,-0.271580644
249,249,1837934.235497472,5930441.485978853,-0.299959558
250,250,1834908.976616391,5930495.61888204,-0.306563631
251,251,1834080.628364377,5930529.397082815,-0.239999995
252,252,1834078.757991499,5930502.106429399,-0.239999995
253,253,1834032.050168434,5930494.98681304,-0.239999995
254,254,1834620.103678863,5930484.813492938,-0.264489754
255,255,1837001.780700711,5930408.106705209,-0.349291667
256,256,1837213.934939634,5930401.6354735,-0.392556598
257,257,1837236.935243578,5930405.861374475,-0.395811516
258,258,1837274.094353084,5930408.569633405,-0.397397812
259,259,1837723.617562508,5930388.257400902,-0.026410712
260,260,1834340.85846915,5930479.042593617,-0.239999995
261,261,1834313.980074042,5930462.48013293,-0.239999995
262,262,1837261.824453201,5930385.498361669,-0.396333347
263,263,1837904.122161584,5930393.049679767,-0.375991601
264,264,1834303.308003978,5930452.596066053,-0.239999995
265,265,1837241.454910843,5930371.730443772,-0.39480001
266,266,1837261.829159958,5930361.57231012,-0.389243238
267,267,1837798.89551102,5930355.612357334,-0.135301205
268,268,1837867.722524133,5930345.478273617,-0.268802627
269,269,1834032.386896917,5930440.270821515,-0.239999995
270,270,1834015.897107716,5930430.545751613,-0.239999995
271,271,1834803.746890914,5930482.174724448,-0.286024508
272,272,1837280.735409981,5930340.712905508,-0.37819298
273,273,1837852.697580377,5930331.283933794,-0.336541291
274,274,1833999.407356437,5930420.820664686,-0.239999995
275,275,1837836.22298758,5930307.426138096,-0.203619227
276,276,1834257.701752165,5930404.351750825,-0.239999995
277,277,1834605.954197311,5930409.769675238,-0.254227579
278,278,1834247.444469141,5930384.300112891,-0.239999995
279,279,1834608.598319994,5930374.19078325,-0.254425926
280,280,1836994.570999352,5930307.966113823,-0.148296295
281,281,1837328.797386026,5930322.636997585,-0.378710192
282,282,1837019.228854105,5930298.475600749,-0.159917429
283,283,1837030.55147308,5930287.601412917,-0.165625001
284,284,1837812.82285341,5930270.880589825,-0.294376176
285,285,1834745.295257426,5930341.452084927,-0.26607453
286,286,1834928.335256761,5930335.882666237,-0.286309096
287,287,1837038.458589436,5930277.205128957,-0.180321432
288,288,1837426.926711822,5930267.283785552,-0.56023424
289,289,1834768.374909013,5930334.563911001,-0.268231481
290,290,1837464.859322163,5930255.789752253,-0.557098188
291,291,1837785.131048054,5930249.831121832,-0.217630424
292,292,1834326.470853034,5930332.457883746,-0.203438598
293,293,1834744.65918,5930303.889962562,-0.265246248
294,294,1837499.604112107,5930209.170314658,-0.491558567
295,295,1837606.181543792,5930201.057330273,-0.347862746
296,296,1837690.020443493,5930265.047908127,-0.418184642
297,297,1834576.21358207,5930292.335931565,-0.248425571
298,298,1837425.777268675,5930190.846340086,-0.397284345
299,299,1837243.320410174,5930137.6891629,-0.289685034
300,300,1837127.548877514,5930118.483298625,-0.342840719
301,301,1837305.331099937,5930112.181148365,-0.193878794
302,302,1837367.751045937,5930111.426143746,-0.388555562
