OID,FID_,X,Y,BCE_Waitem
948,948,1757522.988320008,5925787.288627605,0.129654387
949,949,1750336.127554851,5925890.170815371,-9999.0
950,950,1757563.675705929,5925767.176544751,0.243236844
951,951,1750401.401771332,5925849.570849015,-0.058467741
952,952,1750456.248091636,5925850.656707572,0.573518519
953,953,1750158.702401447,5925866.376175809,-9999.0
954,954,1750474.155005316,5925832.401663297,0.948155337
955,955,1749685.976208097,5925823.805336661,-0.914500013
956,956,1750463.370897749,5925799.957640348,0.216053402
957,957,1750463.60369713,5925780.014929923,-0.00322
958,958,1757332.51650788,5925688.249993284,0.037398854
959,959,1750513.699180571,5925735.06187431,0.807942705
960,960,1750036.770796657,5925736.99895155,-9999.0
961,961,1750181.299562377,5925725.375426413,-9999.0
962,962,1757322.39871311,5925596.452568086,-0.145666664
963,963,1750028.842155374,5925717.686644453,-9999.0
964,964,1749452.372470568,5925723.49694985,-0.796825243
965,965,1749491.70562421,5925717.55048393,-0.942722268
966,966,1757306.509380795,5925570.099286914,-0.130813014
967,967,1757299.361977999,5925556.543403047,-0.130125004
968,968,1747471.308696987,5925721.865717916,-0.024780491
969,969,1750444.15139688,5925662.798570246,0.529795917
970,970,1747485.455533361,5925692.606309267,-0.118777779
971,971,1747448.909877076,5925686.353354289,-0.013230773
972,972,1750416.052125533,5925636.610268925,-0.681323178
973,973,1757291.385890151,5925514.113904814,-0.071681319
974,974,1750445.77368091,5925617.432691153,0.504016963
975,975,1757265.360315539,5925466.899184931,0.063361841
976,976,1756821.597741042,5925442.565861859,0.840588237
977,977,1757263.396324813,5925432.665692297,-0.172425741
978,978,1750465.089658369,5925539.673972593,-0.529940634
979,979,1747511.690405457,5925596.997799441,0.84674155
980,980,1756830.041546298,5925416.822596839,0.049245264
981,981,1750473.846963296,5925515.083009931,-0.590963639
982,982,1757028.68282573,5925385.827686016,1.147350115
983,983,1757101.915106094,5925383.071547696,0.770767846
984,984,1757242.954186859,5925387.642111201,-0.042102742
985,985,1747572.706278183,5925536.429084059,0.129092849
986,986,1756887.083565064,5925370.115056663,-0.01557952
987,987,1757061.527468301,5925361.988585318,-0.638000005
988,988,1747433.55561379,5925583.963192273,-0.171570643
989,989,1757069.358414242,5925351.873810538,-0.725846139
990,990,1747651.547979095,5925521.991624371,0.666490509
991,991,1757107.864152085,5925353.158372236,0.6943684
992,992,1750168.547477341,5925456.429172444,-9999.0
993,993,1750464.42073529,5925457.327072648,0.925733342
994,994,1747436.97518164,5925494.655092598,0.354722221
995,995,1750203.778402157,5925461.115783148,-9999.0
996,996,1757050.742075261,5925322.988997525,0.307961675
997,997,1757222.106756705,5925336.118117059,-0.029980765
998,998,1749707.796083152,5925435.004176629,-9999.0
999,999,1757023.133284756,5925299.880952002,0.667000008
1000,1000,1747388.201216884,5925455.621548561,0.289607361
1001,1001,1750462.151106067,5925401.206980717,-0.336109875
1002,1002,1757064.360993684,5925281.143608227,0.440322483
1003,1003,1757016.514076187,5925271.744131835,-0.065552944
1004,1004,1757132.731604689,5925247.477218065,0.133612903
1005,1005,1747033.434224492,5925411.159388833,-0.212246908
1006,1006,1747362.09805764,5925410.471611604,-0.071450732
1007,1007,1750463.473639709,5925351.337232682,0.933861528
1008,1008,1757120.706659423,5925237.937917806,0.133438018
1009,1009,1747045.283532365,5925400.985987627,0.444587499
1010,1010,1747326.505464162,5925393.565767811,0.214624751
1011,1011,1747063.339180427,5925381.568146126,-0.242377775
1012,1012,1758016.68029467,5925184.322837804,-0.062432434
1013,1013,1747051.65709442,5925366.884460427,-0.112842692
1014,1014,1756999.464056151,5925192.151478884,-0.002171232
1015,1015,1747294.506890094,5925354.69883485,0.047756936
1016,1016,1750464.001618576,5925307.141614754,0.218995991
1017,1017,1746948.676564972,5925362.341426789,0.105057283
1018,1018,1750293.142065067,5925269.036669188,-9999.0
1019,1019,1750321.394512732,5925269.414951915,-9999.0
1020,1020,1750462.47574916,5925261.630935631,-0.388358489
1021,1021,1756969.345142643,5925145.77656406,0.142796096
1022,1022,1758463.989551149,5925111.899592806,-9999.0
1023,1023,1758203.504645302,5925118.615288028,-0.059394945
1024,1024,1758255.234980072,5925100.64722204,0.021597483
1025,1025,1747219.394482805,5925306.597616373,0.140797299
1026,1026,1750469.44105163,5925236.530861857,-0.536388503
1027,1027,1758163.469370934,5925114.316051483,-0.166131207
1028,1028,1746920.313675871,5925309.990111738,-0.107850321
1029,1029,1750348.833735811,5925223.959072142,-9999.0
1030,1030,1758306.95685688,5925079.747736711,0.085025001
1031,1031,1758407.022677311,5925072.975963482,-9999.0
1032,1032,1747102.823913904,5925287.297250279,0.181907583
1033,1033,1750461.596611273,5925211.799894954,-0.682409114
1034,1034,1756932.588329452,5925094.012724346,-0.038954952
1035,1035,1758138.475278832,5925072.904174432,-0.202061725
1036,1036,1758437.918147172,5925058.508590492,-0.153035714
1037,1037,1750483.92023646,5925190.580355207,2.099571424
1038,1038,1750174.190937611,5925191.980637242,-9999.0
1039,1039,1750460.319482855,5925181.713291303,-0.847206876
1040,1040,1758425.161967702,5925038.561061745,-0.083333332
1041,1041,1746899.647397668,5925252.027553608,-0.119602306
1042,1042,1750495.147743471,5925170.832362377,1.327047061
1043,1043,1747060.683196953,5925235.122377382,-0.165529905
1044,1044,1748388.789404784,5925197.171748268,0.339015748
1045,1045,1748442.33562164,5925196.270144062,0.481061452
1046,1046,1750168.056701735,5925167.711274778,-9999.0
1047,1047,1758389.253714307,5925019.34171467,-0.239363631
1048,1048,1747238.201129097,5925208.445521911,-9999.0
1049,1049,1750191.063525476,5925152.07959015,-9999.0
1050,1050,1758369.588685424,5925005.086169298,-0.118270635
1051,1051,1758083.543985229,5925020.357705996,-0.004804562
1052,1052,1746915.224079751,5925193.322277164,-0.276580504
1053,1053,1750515.361930777,5925120.926140121,-0.820703714
1054,1054,1750515.017236757,5925101.396000539,-0.972000003
1055,1055,1758413.03738925,5924974.744927254,-0.015772294
1056,1056,1758449.160367843,5924943.584271308,-0.221388105
1057,1057,1746938.110832291,5925133.266790556,-0.045328745
1058,1058,1758468.468172523,5924912.483900441,-0.264972378
1059,1059,1746872.109707845,5925094.265592953,-9999.0
1060,1060,1746915.743031254,5925094.176003344,-9999.0
1061,1061,1746898.48057761,5925068.408235452,-9999.0
1062,1062,1746998.715643154,5925087.360762186,-0.099808092
1063,1063,1748229.327664425,5925041.738663004,-9999.0
1064,1064,1750785.550134887,5925011.993396369,0.988148873
1065,1065,1758483.707554218,5924872.8905111,-0.280849321
1066,1066,1747033.467106601,5925056.590595127,-0.364026959
1067,1067,1747219.94659891,5925054.037975281,-9999.0
1068,1068,1746851.517904796,5925093.456299603,-0.676000017
1069,1069,1746940.893770088,5925050.945813416,-9999.0
1070,1070,1747171.324324391,5925039.923533694,-9999.0
1071,1071,1756734.321516003,5924866.337665789,-0.592181823
1072,1072,1746998.805157466,5925038.230900714,-9999.0
1073,1073,1747060.290169812,5925038.543444337,0.197534576
1074,1074,1750796.822666179,5924966.446748156,0.202873786
1075,1075,1747024.529299132,5925026.015660898,-9999.0
1076,1076,1758500.373000276,5924830.760908893,-0.206686874
1077,1077,1747042.588899422,5925012.236881369,-9999.0
1078,1078,1749751.072050124,5924965.30582486,-9999.0
1079,1079,1758522.178483503,5924806.473138896,-0.017579622
1080,1080,1746847.521834709,5925021.791772638,-9999.0
1081,1081,1747062.36538252,5924996.942181385,-9999.0
1082,1082,1750808.401730455,5924916.737104158,0.127305268
1083,1083,1750784.299911452,5924907.02055912,0.019074999
1084,1084,1746826.865288903,5924965.759005919,-9999.0
1085,1085,1750775.837544434,5924898.529742358,-0.00168421
1086,1086,1748996.735254357,5924918.703665741,-0.653142863
1087,1087,1750700.268329855,5924889.675000492,-0.359106147
1088,1088,1756661.511863873,5924776.724466065,-9999.0
1089,1089,1747113.680750455,5924951.196027632,0.357128605
1090,1090,1749706.362745059,5924896.688858364,-9999.0
1091,1091,1750646.818058288,5924880.625716367,-0.64730357
1092,1092,1758387.51565624,5924748.234944481,-0.260933586
1093,1093,1746906.268017018,5924935.573341002,-9999.0
1094,1094,1748876.182026012,5924900.870722596,-0.721109098
1095,1095,1748972.345992348,5924899.191309862,-0.684222249
1096,1096,1746941.304570176,5924924.844805195,-9999.0
1097,1097,1750630.99952282,5924865.599008308,-0.35607093
1098,1098,1748934.784214826,5924884.407521548,-0.706243249
1099,1099,1746809.521457983,5924916.216129774,-9999.0
1100,1100,1747001.916275612,5924904.017686153,-9999.0
1101,1101,1747032.35486838,5924892.985100151,-9999.0
1102,1102,1747079.575281805,5924917.345544919,-9999.0
1103,1103,1748891.641710604,5924877.445178296,-0.746552696
1104,1104,1750622.18571634,5924829.661118392,-0.122317482
1105,1105,1750590.399364168,5924821.449931623,-9999.0
1106,1106,1758374.20726959,5924698.607388099,-0.137268804
1107,1107,1746786.801891541,5924873.799577375,-9999.0
1108,1108,1747040.268960759,5924877.693760459,-9999.0
1109,1109,1747080.250952825,5924872.019679105,-0.61999995
1110,1110,1750681.774800857,5924811.12528495,0.186432832
1111,1111,1749652.283520836,5924817.50099694,-9999.0
1112,1112,1746977.016560706,5924854.601295551,-9999.0
1113,1113,1747712.820858156,5924841.348489926,-0.82201818
1114,1114,1748890.817240439,5924820.861389268,-0.793438607
1115,1115,1748911.442221207,5924820.884170024,-0.781672731
1116,1116,1758387.561377439,5924649.499302035,0.071386364
1117,1117,1747008.899003802,5924844.082588026,-9999.0
1118,1118,1748790.379766645,5924817.740217208,-0.898580648
1119,1119,1747035.488860687,5924832.915128529,-9999.0
1120,1120,1747071.80764918,5924847.242509387,0.552688558
1121,1121,1747688.434919016,5924821.832559021,-0.794907416
1122,1122,1749900.004624118,5924773.272782901,-9999.0
1123,1123,1749960.013400585,5924777.312645992,-9999.0
1124,1124,1747063.192511071,5924812.499143278,0.665916696
1125,1125,1747079.219565667,5924812.222719506,-0.502133284
1126,1126,1748693.695424048,5924789.519048331,-9999.0
1127,1127,1748729.379490107,5924778.051310431,-9999.0
1128,1128,1749936.306278706,5924753.078909595,-9999.0
1129,1129,1748689.434867673,5924764.559966626,-9999.0
1130,1130,1748797.049161986,5924780.771208652,-0.933891163
1131,1131,1748836.155270636,5924767.906535023,-0.903094513
1132,1132,1748910.397976998,5924761.087032327,-0.848314812
1133,1133,1750741.060050638,5924728.337026543,0.090500004
1134,1134,1746750.863174369,5924796.659746515,-0.766173932
1135,1135,1749859.236152081,5924734.112227241,-9999.0
1136,1136,1749907.317366919,5924733.267082944,-9999.0
1137,1137,1756540.558187424,5924616.622503112,-0.274048083
1138,1138,1747045.893691201,5924772.920971372,0.104206928
1139,1139,1748889.425104702,5924741.131873855,-0.892181828
1140,1140,1749217.97924501,5924735.388696983,-9999.0
1141,1141,1749690.480594398,5924731.325863913,-9999.0
1142,1142,1749798.866435229,5924730.298681585,-9999.0
1143,1143,1750633.880122649,5924737.822313,-9999.0
1144,1144,1750648.984915302,5924710.609713732,-9999.0
1145,1145,1746750.497415717,5924766.306343921,-9999.0
1146,1146,1748849.18356684,5924731.865205187,-0.925290897
1147,1147,1750515.698601618,5924706.830017881,-9999.0
1148,1148,1747016.2439905,5924774.417954853,-9999.0
1149,1149,1748773.472400705,5924723.600206833,-0.990699965
1150,1150,1749754.535106855,5924706.043830236,-9999.0
1151,1151,1746753.470818586,5924748.051811358,-9999.0
1152,1152,1748737.034245155,5924733.973308118,-9999.0
1153,1153,1746998.077470409,5924738.85348165,-9999.0
1154,1154,1748815.916131797,5924723.42784592,-0.965038334
1155,1155,1748848.364855857,5924706.190565214,-0.963784078
1156,1156,1749673.753790325,5924691.742389658,-9999.0
1157,1157,1749713.821242534,5924691.038987054,-9999.0
1158,1158,1746778.973529122,5924727.674166646,-9999.0
1159,1159,1747654.482379855,5924712.759795188,-9999.0
1160,1160,1749497.578771875,5924680.644960593,-9999.0
1161,1161,1746969.147436704,5924704.460238925,-9999.0
1162,1162,1748784.032153131,5924673.18691441,-9999.0
1163,1163,1749726.203875366,5924657.077896982,-9999.0
1164,1164,1749909.829366563,5924658.563600371,-9999.0
1165,1165,1748748.288282106,5924669.425785183,-9999.0
1166,1166,1746951.529086309,5924686.885174165,-9999.0
1167,1167,1747001.439064982,5924677.449079093,-0.06678945
1168,1168,1751051.3049211,5924603.013419645,-0.385377367
1169,1169,1750730.75620524,5924598.917819242,1.836046866
1170,1170,1751163.481810407,5924591.257291673,-0.200617286
1171,1171,1746903.748903787,5924655.157478093,0.960240766
1172,1172,1746928.664149708,5924654.650303784,-0.04628567
1173,1173,1749548.34952966,5924615.064765387,-9999.0
1174,1174,1746963.742615075,5924651.014900852,0.591550398
1175,1175,1749847.536989094,5924607.03930071,-9999.0
1176,1176,1750770.470926465,5924578.276990574,0.702320982
1177,1177,1751211.221856694,5924571.199018328,-0.149999998
1178,1178,1749652.174089814,5924593.30462146,-9999.0
1179,1179,1749920.715990183,5924583.492193369,-9999.0
1180,1180,1750029.48788816,5924581.961929676,-9999.0
1181,1181,1746843.173859879,5924679.40278348,0.401481557
1182,1182,1749840.406898922,5924574.934579304,-9999.0
1183,1183,1750943.237728731,5924557.690035586,-0.414953394
1184,1184,1751178.643711027,5924551.312245677,-0.341163642
1185,1185,1751241.267029561,5924549.857915021,-0.11
1186,1186,1750922.693398424,5924544.857634533,-0.480033312
1187,1187,1756529.298726955,5924496.669894261,-0.221982155
1188,1188,1748421.518891811,5924569.843423837,-9999.0
1189,1189,1751333.326674844,5924531.342886277,0.204999998
1190,1190,1756524.768157119,5924424.182241535,0.257863634
1191,1191,1748351.663574615,5924566.865321126,-9999.0
1192,1192,1751310.571457831,5924499.508461062,0.109181819
1193,1193,1749518.648210193,5924510.798001894,-9999.0
1194,1194,1747479.68132285,5924536.723117094,-0.998666684
1195,1195,1748308.465404186,5924521.964602504,-0.987656288
1196,1196,1749045.514347943,5924499.143245376,-9999.0
1197,1197,1749562.962827259,5924490.465177309,-9999.0
1198,1198,1749086.390226223,5924495.066554358,-9999.0
1199,1199,1756449.734760692,5924343.300931633,-0.405829276
1200,1200,1757850.734274618,5924321.844229624,-0.224622211
1201,1201,1751315.781702334,5924449.986878839,-0.04794737
1202,1202,1757842.901652823,5924311.627936749,0.093285727
1203,1203,1746748.412505326,5924563.178006001,-0.150066385
1204,1204,1757835.046998559,5924301.485114292,0.196538461
1205,1205,1747403.374452877,5924478.383511165,-0.993882372
1206,1206,1757811.353490829,5924291.353083017,-0.343774995
1207,1207,1757827.105810057,5924291.387577657,0.389706668
1208,1208,1756342.216148476,5924306.162172593,-0.177999998
1209,1209,1757819.085857648,5924281.359121874,0.596871794
1210,1210,1756326.395047941,5924297.907237615,-0.046785717
1211,1211,1757800.985706029,5924256.081058828,0.488262412
1212,1212,1746741.639660699,5924445.881979956,0.077671429
1213,1213,1750079.777649705,5924377.244950747,-9999.0
1214,1214,1757779.47952521,5924236.105299947,0.33738273
1215,1215,1751222.764405002,5924321.424032047,1.038402768
1216,1216,1750621.493665831,5924321.908526278,-9999.0
1217,1217,1751110.297270709,5924313.259128851,-0.956789465
1218,1218,1756202.415623169,5924238.541104448,1.567129756
1219,1219,1757741.015635381,5924193.196018253,0.163565789
1220,1220,1749872.678501756,5924325.518102698,-9999.0
1221,1221,1756222.117096976,5924210.95457545,2.934959993
1222,1222,1756274.762267757,5924248.374217942,0.032879256
1223,1223,1757721.43559287,5924187.126645589,-0.03112844
1224,1224,1751090.502174036,5924294.054160977,-0.959600043
1225,1225,1757712.455484353,5924174.310217729,0.015740949
1226,1226,1746750.787877409,5924359.3027934,-0.146950005
1227,1227,1751069.525016539,5924274.10422611,-0.934499977
1228,1228,1751197.146625113,5924276.138197841,1.278405937
1229,1229,1756262.061535922,5924180.514767023,0.274327276
1230,1230,1750700.90273782,5924270.457389002,-9999.0
1231,1231,1751101.400942596,5924263.569989239,-0.924187543
1232,1232,1751117.427202992,5924263.285941372,-0.937676481
1233,1233,1751181.532248799,5924262.149448416,-0.417203689
1234,1234,1747190.661808499,5924312.044225065,-9999.0
1235,1235,1747234.639012224,5924316.379785892,-9999.0
1236,1236,1747278.805480007,5924310.522043305,-9999.0
1237,1237,1746938.669574385,5924306.804732498,-9999.0
1238,1238,1747769.37880379,5924323.257838485,-0.115866274
1239,1239,1750688.354603664,5924240.771160371,-9999.0
1240,1240,1751028.328285066,5924243.076239112,-0.877400023
1241,1241,1751197.556034771,5924236.742014581,0.65569811
1242,1242,1751096.999097603,5924231.32543852,-9999.0
1243,1243,1756335.080983145,5924133.533708796,-0.049523443
1244,1244,1747255.693823359,5924281.552514022,-9999.0
1245,1245,1751076.088185386,5924209.511603407,-9999.0
1246,1246,1747734.922336723,5924257.592628907,-0.117544307
1247,1247,1751184.184642399,5924202.049780336,0.563721915
1248,1248,1756257.184920869,5924101.229762088,0.061001445
1249,1249,1749777.835223211,5924207.170408794,-9999.0
1250,1250,1747717.981901955,5924233.694001992,-0.148558826
1251,1251,1751187.960446235,5924171.922744298,0.579657142
1252,1252,1756216.947104626,5924072.095795631,-0.023333334
1253,1253,1747550.419547199,5924220.649662434,-0.186897088
1254,1254,1747691.856057253,5924216.295577344,-0.12662319
1255,1255,1751193.367473366,5924156.435424238,-0.176383088
1256,1256,1758504.159055568,5924018.62817398,-0.118714286
1257,1257,1751131.579905516,5924148.186166305,-0.887205857
1258,1258,1755325.184746914,5924067.232510651,0.301330709
1259,1259,1757674.955343094,5924046.892252905,-0.795175003
1260,1260,1758495.747854767,5924009.135829577,0.188108106
1261,1261,1746876.263895003,5924207.805888619,-0.923319174
1262,1262,1747501.156463143,5924201.827404488,-0.052495866
1263,1263,1751188.691974432,5924132.959396077,-0.709593748
1264,1264,1756371.687241212,5924038.929351262,0.055696429
1265,1265,1758487.389805314,5923999.543053687,0.142727267
1266,1266,1751163.032064199,5924122.906338308,-9999.0
1267,1267,1756411.276767993,5924032.452360551,0.023132166
1268,1268,1758471.69549657,5923988.560461904,1.018113206
1269,1269,1747628.124483308,5924189.218731197,-0.062831751
1270,1270,1751183.478898026,5924112.957336586,-9999.0
1271,1271,1758387.260980555,5923981.464698738,0.042212121
1272,1272,1758429.846312892,5923980.386679073,1.998413809
1273,1273,1758459.980826115,5923979.444212117,0.640852707
1274,1274,1756210.320404015,5924030.5785725,0.041719665
1275,1275,1747468.115727864,5924175.652137926,0.076501274
1276,1276,1751126.857951599,5924084.053133571,-9999.0
1277,1277,1751186.610626583,5924087.394230474,-9999.0
1278,1278,1755369.008819598,5924011.113227699,-0.075621428
1279,1279,1758253.996757814,5923954.145527022,0.101180975
1280,1280,1758300.637827523,5923952.074513355,-0.241738915
1281,1281,1751145.392942382,5924066.641611204,-9999.0
1282,1282,1751250.503897402,5924082.320672684,0.4955013
1283,1283,1758208.897898336,5923936.870155787,0.235825455
1284,1284,1747447.450833488,5924132.909521788,0.324080357
1285,1285,1757709.140255352,5923934.333251118,-0.529599985
1286,1286,1758189.337493481,5923925.43622434,0.073589744
1287,1287,1747844.521233624,5924106.13083763,0.105598906
1288,1288,1747426.723037449,5924103.0937849,0.101170456
1289,1289,1751240.762027046,5924031.959791592,0.682423734
1290,1290,1755179.97756689,5923998.692025418,-0.077942068
1291,1291,1758061.132383791,5923906.033731626,-0.11314286
1292,1292,1747822.986283262,5924088.733486368,0.05411467
1293,1293,1751160.969325153,5924027.468030153,-9999.0
1294,1294,1755376.812506091,5923969.301728232,0.27534168
1295,1295,1747411.806597521,5924078.731736841,0.145127658
1296,1296,1749382.227768363,5924044.633768667,-9999.0
1297,1297,1755414.952107762,5923924.792961275,0.873057147
1298,1298,1746792.14522425,5924068.981928444,0.239392525
1299,1299,1755388.07405554,5923930.545616974,-0.485698107
1300,1300,1755148.001778567,5923911.362649116,-0.396532854
1301,1301,1757713.625217151,5923872.682310415,-0.001077401
1302,1302,1747383.18800007,5924043.45166534,-0.021214288
1303,1303,1755135.414045572,5923900.998939773,-0.095698416
1304,1304,1755462.970331875,5923893.993362236,-0.325541678
1305,1305,1757936.069305278,5923850.261343542,1.78227123
1306,1306,1755294.849269594,5923889.129511416,-0.766071433
1307,1307,1757899.206703676,5923841.087307443,0.529967737
1308,1308,1759068.464603417,5923819.323784763,0.315142861
1309,1309,1747369.531871622,5924020.37857706,0.022570638
1310,1310,1755439.946150107,5923890.93929064,-0.600498847
1311,1311,1755502.601282944,5923872.977452163,-0.155333338
1312,1312,1747800.058435925,5924017.178984985,0.098637435
1313,1313,1754069.20806009,5923888.911051779,0.247142855
1314,1314,1755108.284969427,5923874.824141588,0.000654122
1315,1315,1747342.846624361,5924005.196122456,-0.022017964
1316,1316,1751231.064590772,5923930.142336334,4.128352923
1317,1317,1754025.10704684,5923886.296593946,0.15169265
1318,1318,1755094.151567542,5923862.659211915,0.381088608
1319,1319,1757670.2853703,5923815.414901979,-0.833187468
1320,1320,1759062.824881088,5923793.422065667,0.096962026
1321,1321,1747297.492681397,5923990.985269072,-0.236283955
1322,1322,1755246.04584458,5923850.139973555,-0.876982455
1323,1323,1755354.598099855,5923864.441806861,-0.879655642
1324,1324,1757855.97296305,5923808.549911567,0.888979902
1325,1325,1759084.361698809,5923779.15108912,-0.10025
1326,1326,1759877.658941007,5923764.332263557,0.070250002
1327,1327,1755551.055187207,5923834.062240076,-0.545294103
1328,1328,1757535.542974611,5923800.718582203,-9999.0
1329,1329,1757602.306449449,5923805.551373083,0.492758961
1330,1330,1759447.334013749,5923761.28418592,0.36218182
1331,1331,1755181.159204715,5923839.501963964,-0.747246997
1332,1332,1755301.772782541,5923829.185698088,-9999.0
1333,1333,1755381.901275933,5923827.725537923,-9999.0
1334,1334,1759511.016650427,5923762.951683831,0.212801025
1335,1335,1759623.010119924,5923759.532074221,0.420668133
1336,1336,1759782.973620299,5923760.155347619,0.084861984
1337,1337,1759873.278339124,5923744.474568237,0.002721519
1338,1338,1757823.166918611,5923781.359554499,0.34311058
1339,1339,1759100.336790883,5923758.345563512,-0.114168189
1340,1340,1747264.434916164,5923951.385804485,-0.121599997
1341,1341,1747284.178575822,5923975.554116858,-0.13212037
1342,1342,1755204.834862819,5923819.131725386,-0.975999981
1343,1343,1757495.670908032,5923780.80185876,-9999.0
1344,1344,1757533.145044543,5923768.101581928,-9999.0
1345,1345,1757561.190056118,5923767.583265332,-9999.0
1346,1346,1757794.108586365,5923762.218203089,-0.363406247
1347,1347,1759860.978828395,5923729.750536412,-0.0189375
1348,1348,1749612.152414379,5923901.031830062,-9999.0
1349,1349,1757544.980142163,5923757.913113759,-9999.0
1350,1350,1747242.942448039,5923932.735962185,-0.068624996
1351,1351,1747780.30922195,5923960.831423527,0.050328462
1352,1352,1754105.413106039,5923829.749176763,0.017467056
1353,1353,1757392.551976495,5923750.759111002,-9999.0
1354,1354,1757432.616175923,5923750.01928463,-9999.0
1355,1355,1757556.82168761,5923748.075002048,-9999.0
1356,1356,1757961.305875809,5923740.440054189,-9999.0
1357,1357,1759156.220078328,5923720.762574409,-0.084324324
1358,1358,1759235.508005989,5923716.532047465,0.043589746
1359,1359,1754034.549418133,5923806.54895362,-0.581351358
1360,1360,1755353.539403599,5923778.7773085,-9999.0
1361,1361,1757412.400037479,5923740.42286381,-9999.0
1362,1362,1757749.431545123,5923733.872242864,-0.426398639
1363,1363,1758061.439669501,5923728.412947943,-9999.0
1364,1364,1751242.125531227,5923847.456081375,-0.989000022
1365,1365,1757372.151893475,5923731.196265077,-9999.0
1366,1366,1757729.017746839,5923724.132608463,0.330028995
1367,1367,1758073.432103078,5923718.019579681,-9999.0
1368,1368,1759820.65777831,5923685.64187263,-0.056153845
1369,1369,1746579.897236084,5923922.236559752,-0.016276015
1370,1370,1754055.106515633,5923782.40244769,-0.768037374
1371,1371,1756128.907860396,5923746.403057979,-0.842894717
1372,1372,1757392.091937011,5923725.843255906,-9999.0
1373,1373,1757435.611341829,5923724.225144516,-9999.0
1374,1374,1747196.485873896,5923905.101093694,-0.120784789
1375,1375,1754162.507450802,5923770.108317247,-9999.0
1376,1376,1754229.566090308,5923768.658080519,-0.128006755
1377,1377,1755224.398647118,5923771.972910516,-9999.0
1378,1378,1755300.026691957,5923753.679498391,-9999.0
1379,1379,1757379.796709369,5923711.115647013,-9999.0
1380,1380,1759797.443292703,5923667.586165206,-0.072333332
1381,1381,1746567.073702243,5923897.512240838,-0.081255633
1382,1382,1746931.455198681,5923888.225667834,-0.945025621
1383,1383,1755268.532354784,5923766.494510799,-9999.0
1384,1384,1757367.593517585,5923701.371201647,-9999.0
1385,1385,1757704.553630295,5923697.826598408,0.081706914
1386,1386,1758136.345072645,5923723.182699811,-9999.0
1387,1387,1758208.361377247,5923694.129403662,-9999.0
1388,1388,1759779.449034747,5923656.504441817,-0.079493671
1389,1389,1747155.537770548,5923876.714851463,-0.026082802
1390,1390,1747726.983403117,5923892.339991303,0.084123047
1391,1391,1750477.74208596,5923816.549756475,-9999.0
1392,1392,1750532.386853411,5923815.046267941,-9999.0
1393,1393,1757552.287832567,5923687.989797608,0.014357184
1394,1394,1759546.890379917,5923650.89078979,-0.376550005
1395,1395,1759771.054077307,5923646.997521405,-0.07618421
1396,1396,1751292.759827761,5923791.120588392,5.558199883
1397,1397,1757313.481142081,5923689.648200836,-9999.0
1398,1398,1747134.915257655,5923859.209380378,0.060278186
1399,1399,1747695.91304601,5923849.684504087,0.027454938
1400,1400,1755235.740870991,5923715.536664679,-9999.0
1401,1401,1757551.335155954,5923668.067904428,1.140350645
1402,1402,1759752.680560516,5923634.890238977,-0.089661015
1403,1403,1747679.51542224,5923834.838526166,0.141575001
1404,1404,1751301.246086565,5923772.051999995,3.770999961
1405,1405,1753912.535365835,5923750.290980189,-0.756602306
1406,1406,1754240.431573665,5923717.686408036,-0.709999985
1407,1407,1757318.781030741,5923662.393241997,-9999.0
1408,1408,1757538.213685514,5923658.340655549,-0.213181812
1409,1409,1759360.39416503,5923644.319260146,-0.310123075
1410,1410,1759597.127564074,5923631.528560987,-0.252702705
1411,1411,1746869.910899126,5923839.057662136,-0.93885454
1412,1412,1747053.315289532,5923836.173676944,-0.035406937
1413,1413,1747112.098216204,5923836.342174035,0.277972977
1414,1414,1747671.330003327,5923825.011110491,0.154149997
1415,1415,1757929.549266146,5923660.613473415,-9999.0
1416,1416,1758027.061290975,5923679.228100532,-9999.0
1417,1417,1759297.748263563,5923615.670762319,-0.291749989
1418,1418,1750078.69972933,5923778.294209708,-9999.0
1419,1419,1751294.152718034,5923752.252109146,-0.620499981
1420,1420,1757309.816163807,5923642.619212974,-9999.0
1421,1421,1747035.077539213,5923820.136695078,0.040180723
1422,1422,1755211.699422318,5923686.574820197,-9999.0
1423,1423,1755232.63333979,5923676.422283889,-9999.0
1424,1424,1757270.244810684,5923638.364532164,-9999.0
1425,1425,1747656.074517973,5923798.657306539,0.158720646
1426,1426,1749665.495591878,5923764.744218936,-9999.0
1427,1427,1755306.698786377,5923659.612474764,-9999.0
1428,1428,1757328.259417431,5923622.339349229,-9999.0
1429,1429,1753906.070760797,5923675.073994783,-0.769434768
1430,1430,1755314.845982606,5923649.091994152,-9999.0
1431,1431,1757675.756855497,5923625.752981879,-0.623350005
1432,1432,1747672.898176981,5923777.985730495,-0.162874441
1433,1433,1751283.988444184,5923712.01627401,-0.89835
1434,1434,1757246.147399245,5923603.915022458,-9999.0
1435,1435,1757534.020303047,5923598.599656599,1.595900016
1436,1436,1746999.167001002,5923790.629641352,0.02135609
1437,1437,1755087.94607214,5923635.909323848,-0.740226807
1438,1438,1755168.897313617,5923648.761583964,-9999.0
1439,1439,1757525.823421472,5923588.781389541,0.900043489
1440,1440,1759273.494769551,5923564.48647089,0.193539682
1441,1441,1759663.619186586,5923562.109018223,-0.076030933
1442,1442,1746556.219907993,5923774.67275139,-9999.0
1443,1443,1747720.473730264,5923757.136204072,0.261222221
