OID,FID_,X,Y,BCE_Ohiwa_
341,341,1958174.186252513,5786284.296576201,0.267474997
342,342,1960158.978983207,5786196.917039843,0.378162497
343,343,1961510.941609223,5786149.446546848,0.094842932
344,344,1960149.038039498,5786180.701478732,0.9118481
345,345,1961509.732875092,5786117.439090191,0.145999997
346,346,1956410.030757945,5786406.754292745,0.38105861
347,347,1958186.010707736,5786259.462670431,0.288149744
348,348,1959118.791007655,5786232.778742455,0.156276461
349,349,1959616.849079186,5786185.85874221,-0.268898733
350,350,1961658.11292142,5786092.044039578,-9999.0
351,351,1958227.239228668,5786232.005357694,0.213412499
352,352,1959681.737869708,5786184.424748817,0.12051275
353,353,1960130.663713506,5786152.688929115,0.198121848
354,354,1961492.57146284,5786090.49075585,0.113545741
355,355,1959596.020809773,5786161.794779011,-0.257334395
356,356,1960120.959420115,5786128.646854006,0.135938773
357,357,1961477.618134369,5786068.855112412,0.077999999
358,358,1964233.889576047,5785951.008052249,0.763062492
359,359,1959102.127190527,5786168.56063203,0.182833333
360,360,1959575.412217837,5786142.717996171,-0.09379487
361,361,1961485.202972806,5786058.343267377,0.159100001
362,362,1958357.162524195,5786184.528629477,0.373363638
363,363,1963978.410643233,5785933.908650184,0.963800004
364,364,1964209.27401586,5785925.626538218,1.062606066
365,365,1960118.8947182,5786104.315389553,0.169398603
366,366,1961469.523309067,5786045.242313124,0.105257485
367,367,1963993.93845101,5785926.780515626,0.845575011
368,368,1959542.526583945,5786114.189696288,0.728820521
369,369,1959705.642710629,5786123.010055805,0.692875956
370,370,1960106.785380812,5786089.301938477,0.101628929
371,371,1964222.324258773,5785916.014578389,0.434684785
372,372,1958355.117100952,5786170.617669923,0.394999996
373,373,1959715.704803185,5786096.562899123,0.217602561
374,374,1961459.624693796,5786019.68817646,0.09669091
375,375,1964118.086783355,5785897.518669313,0.380999999
376,376,1958263.91545813,5786174.776818887,0.723914287
377,377,1959723.156756276,5786086.241718933,0.192837501
378,378,1959746.256447939,5786085.223108542,0.108551018
379,379,1961443.554489393,5786010.199180428,0.074897436
380,380,1964045.035535947,5785900.691247055,0.835080714
381,381,1960265.901194348,5786109.163655046,0.805927242
382,382,1964178.451845615,5785875.478310477,0.248346277
383,383,1960305.854497487,5786031.277513321,0.275826922
384,384,1960715.594654385,5786002.657067773,0.013254543
385,385,1960869.653531991,5785995.986651828,-0.148991072
386,386,1959780.643924669,5786055.288785359,0.127926021
387,387,1960341.23959895,5786016.690940596,0.195761506
388,388,1961417.669963642,5785961.381811857,0.219000001
389,389,1958319.819178504,5786135.434495374,0.416769866
390,390,1959486.068278461,5786075.271903807,0.400682701
391,391,1960115.034972955,5786023.548007914,0.186891053
392,392,1960372.016933966,5785998.233872063,0.289952829
393,393,1960098.877481043,5785999.717098326,-0.173962492
394,394,1960422.435312895,5785985.428263449,0.15209091
395,395,1960395.271093666,5785981.365289981,0.840762795
396,396,1960443.049641877,5785974.92402076,0.299716811
397,397,1961384.777687732,5785932.860506218,0.170975001
398,398,1959083.33288193,5786076.001780216,0.335291165
399,399,1960090.105300186,5785980.119109169,0.025025001
400,400,1961377.019636189,5785923.211354041,0.25342857
401,401,1960476.527445005,5785953.400203008,1.317084489
402,402,1956410.8499599,5786204.149104597,0.544542184
403,403,1959073.376701644,5786004.95016409,0.158073684
404,404,1960065.109798989,5785951.244471624,0.099675001
405,405,1960080.893278684,5785950.547465967,0.108125001
406,406,1960670.88558999,5785975.484798662,1.059895974
407,407,1961335.66058306,5785895.064957565,0.197897435
408,408,1960072.561307893,5785940.92276243,0.17190909
409,409,1960064.229390831,5785931.298043744,0.230800003
410,410,1960863.257151112,5785906.058437514,0.088195652
411,411,1960055.897612117,5785921.67315056,0.383400007
412,412,1964815.086298587,5785710.280177281,0.357673075
413,413,1964869.797366766,5785707.773242553,0.155675003
414,414,1957230.136089819,5786036.121209814,-0.053833339
415,415,1960043.620226834,5785912.222306467,0.786174196
416,416,1961249.644300297,5785885.006928056,0.03308889
417,417,1964798.326010387,5785700.976502659,0.136435898
418,418,1956715.928185828,5786056.082726074,0.075520304
419,419,1959398.776937609,5785983.946175351,0.370458056
420,420,1960011.613678166,5785903.642345692,0.82332268
421,421,1959059.892438168,5785954.821209214,0.1173086
422,422,1959352.075309939,5785922.938259268,0.301888884
423,423,1959876.502087927,5785936.39594916,0.437762994
424,424,1961170.211782958,5785849.096847347,-0.200523606
425,425,1960870.117330499,5785860.13064533,0.110202898
426,426,1956729.043926469,5786024.533467549,0.03417227
427,427,1959359.818694909,5785902.404062139,0.699340013
428,428,1961150.948373712,5785825.307020762,-0.164194514
429,429,1961137.16948207,5785800.585959342,-0.164695122
430,430,1964854.352763024,5785612.037009924,0.062942278
431,431,1964524.815323925,5785593.0759835,-0.001814817
432,432,1956731.292247033,5785959.639866086,0.578268519
433,433,1964540.030120057,5785583.339612908,0.002596155
434,434,1964448.959934077,5785582.772435923,0.575457854
435,435,1964214.977750032,5785577.144950759,0.06744
436,436,1964374.16795538,5785578.507161831,0.291125414
437,437,1964177.495709257,5785574.821199561,0.264037973
438,438,1964246.673938353,5785565.736357589,0.059076923
439,439,1964096.289852517,5785562.457228426,0.229656781
440,440,1964136.738952177,5785568.146515986,0.302028662
441,441,1964292.867987318,5785563.634258869,0.289878294
442,442,1956749.091013902,5785867.112701612,0.127919998
443,443,1961096.05216273,5785666.055962117,-0.080963636
444,444,1964023.485884449,5785525.733811385,0.246410255
445,445,1964543.147501354,5785510.574898747,-0.466571439
446,446,1964476.800493028,5785495.496544765,0.10608805
447,447,1964004.049983457,5785512.307655931,0.205986238
448,448,1960900.302984648,5785721.132465719,0.47413919
449,449,1961086.39478273,5785626.512295106,-0.097818183
450,450,1961935.309298648,5785589.265461851,-0.259198111
451,451,1962177.318230944,5785800.863257675,-0.088827428
452,452,1964522.320472212,5785481.662692719,-0.401393169
453,453,1961077.620446559,5785606.915124353,-0.153709081
454,454,1963977.635071779,5785472.817291793,0.323610757
455,455,1961068.846145808,5785587.317946721,-0.212272733
456,456,1962205.79105392,5785584.939031581,0.169120313
457,457,1964319.320123072,5785421.857652751,0.362489801
458,458,1964307.07005983,5785413.140226771,0.311875011
459,459,1963852.903617608,5785424.148457748,0.321919994
460,460,1963940.586481379,5785434.627246416,0.392162299
461,461,1964406.580107803,5785444.557579494,0.102331374
462,462,1957324.983917435,5785711.87119059,0.224310608
463,463,1959417.554853575,5785610.804127449,-0.05964
464,464,1963915.557060391,5785410.631403894,0.502493502
465,465,1962818.66153459,5785459.497969751,0.690459419
466,466,1959408.597467177,5785590.694031631,-0.082909088
467,467,1958903.009906019,5785602.755532537,0.11552841
468,468,1963891.748523167,5785392.745787836,0.651108378
469,469,1958921.85013585,5785762.866759968,0.377895512
470,470,1958878.782148512,5785594.144865712,0.857736356
471,471,1963871.665305409,5785372.217542128,0.150954955
472,472,1964249.158023491,5785355.767156453,0.383856256
473,473,1959399.387926945,5785561.12215706,-0.131109092
474,474,1964292.561288224,5785351.127701205,0.191309277
475,475,1963857.648102596,5785353.255762778,0.130115386
476,476,1958841.315451434,5785572.161694053,0.129364407
477,477,1961095.2683251,5785466.026512585,0.367860757
478,478,1957354.424440746,5785620.786621465,0.258714289
479,479,1957346.671809075,5785611.134004659,0.186627451
480,480,1958827.285980018,5785552.794053414,0.129592436
481,481,1962780.333754084,5785391.540786434,0.517073408
482,482,1963824.748290826,5785324.743814521,0.026274998
483,483,1965488.954160142,5785398.222118605,0.52927153
484,484,1963816.41253877,5785315.122278292,0.009153845
485,485,1958813.18356811,5785531.76397475,0.139607595
486,486,1963808.076215361,5785305.500960916,0.002849998
487,487,1965436.604466839,5785239.358643639,0.677974791
488,488,1958800.68882566,5785517.324909996,0.119235668
489,489,1962713.8582084,5785341.435028146,0.676841793
490,490,1962774.011705275,5785326.838652039,0.683631877
491,491,1963787.226511096,5785286.166807348,-0.006922105
492,492,1956589.270816542,5785624.165557436,0.78763568
493,493,1958743.216732494,5785532.599538809,0.389001838
494,494,1958793.37583722,5785493.284031604,0.196497297
495,495,1962804.115718517,5785310.24932186,0.55205
496,496,1964528.342396114,5785233.368040776,0.126237179
497,497,1962662.734107846,5785316.388404807,0.820189255
498,498,1962816.67612982,5785296.366524465,0.524670934
499,499,1963766.173315214,5785252.407597777,0.01934395
500,500,1964494.868019269,5785221.53971963,-0.014097457
501,501,1956639.897965136,5785552.866719755,0.267039212
502,502,1963773.202979775,5785237.2842717,0.231666669
503,503,1964479.64094225,5785205.575746432,0.213467948
504,504,1964630.014309241,5785238.318603897,0.473609829
505,505,1963757.17036834,5785227.826286044,0.077225
506,506,1964174.133612549,5785292.861082966,0.46874653
507,507,1964727.629470797,5785184.693381499,-0.0416
508,508,1964182.847778471,5785198.836309058,0.208425
509,509,1964742.965818718,5785174.014198198,-0.055509089
510,510,1958669.6476651,5785465.495414351,0.506714843
511,511,1959487.779602066,5785397.137568154,-0.516719977
512,512,1962894.799264054,5785265.723388813,0.472095185
513,513,1963748.389310926,5785208.231437282,0.064948718
514,514,1963743.554129408,5785188.460713801,0.175529035
515,515,1964443.373241234,5785180.598347841,0.193868
516,516,1959011.857560399,5785511.392628405,0.278006729
517,517,1962869.270569457,5785245.518548621,0.528237424
518,518,1963730.860293248,5785169.769148021,0.193607841
519,519,1962917.446495756,5785195.491734003,0.553814813
520,520,1964211.450452005,5785151.756658684,0.254747771
521,521,1964402.836787594,5785138.875940281,0.241429668
522,522,1964242.859138045,5785126.203592469,0.238408333
523,523,1964282.31462599,5785124.441361264,0.096012823
524,524,1964390.011119925,5785116.299147286,0.171143461
525,525,1962902.224511552,5785171.165644753,0.968404278
526,526,1962970.251504634,5785188.479855047,0.497079285
527,527,1964264.002843075,5785112.767682728,0.258598747
528,528,1964285.369216302,5785104.318394082,0.417141934
529,529,1964312.987994185,5785103.084700696,0.139724999
