OID,FID_,X,Y,BCE_Otago_
1748,1748,1416546.587276766,4922119.0177865,-0.992793122
1749,1749,1416948.784838464,4922125.812237017,-9999.0
1750,1750,1417917.722878468,4922169.991059303,-9999.0
1751,1751,1418116.854438176,4922161.056747461,-9999.0
1752,1752,1418578.055187355,4922168.845136568,-9999.0
1753,1753,1413329.582383867,4922004.664397692,-9999.0
1754,1754,1413320.432651285,4922047.396076822,-0.556296335
1755,1755,1414295.327787531,4922028.332530307,-9999.0
1756,1756,1417558.784166764,4922265.345206617,-0.845641154
1757,1757,1417798.310114174,4922136.630182285,-0.935000062
1758,1758,1418657.84910906,4922162.022774721,-9999.0
1759,1759,1413164.399202605,4922070.860978492,-0.969753699
1760,1760,1413290.711950305,4922004.995240112,-9999.0
1761,1761,1413441.430610219,4921991.975020322,-9999.0
1762,1762,1414183.764847345,4922035.640969627,-9999.0
1763,1763,1414229.905979654,4922021.714823942,-9999.0
1764,1764,1414888.035205214,4922150.567186372,-9999.0
1765,1765,1416097.276279352,4922149.421618643,-0.910810475
1766,1766,1413450.77614764,4921982.061954761,-9999.0
1767,1767,1414131.218862702,4922003.283785652,-9999.0
1768,1768,1415743.354322508,4922066.88918341,-0.867800307
1769,1769,1416209.074734362,4922066.111469482,-9999.0
1770,1770,1414229.194580254,4921996.230695496,-9999.0
1771,1771,1414898.976620628,4922016.26189849,-9999.0
1772,1772,1415101.306635343,4922022.298745754,-9999.0
1773,1773,1416429.550897918,4922061.182912941,-9999.0
1774,1774,1418069.02912323,4922113.929496033,-9999.0
1775,1775,1414211.553953528,4921985.335619037,-9999.0
1776,1776,1414790.1823599,4922006.867373652,-9999.0
1777,1777,1416154.755786031,4922047.851525647,-9999.0
1778,1778,1416828.429988293,4922094.735372573,-9999.0
1779,1779,1417941.197915398,4922096.345080665,-9999.0
1780,1780,1418718.623648398,4922118.745766887,-9999.0
1781,1781,1413487.658050451,4921957.820818749,-9999.0
1782,1782,1414978.856203975,4922002.511051578,-9999.0
1783,1783,1415021.170324872,4921999.552854123,-9999.0
1784,1784,1415096.886638574,4922002.513630199,-9999.0
1785,1785,1416598.542058163,4922062.240981073,-0.942659796
1786,1786,1416790.305938353,4922052.456746528,-9999.0
1787,1787,1413061.216445078,4921935.570985861,-9999.0
1788,1788,1413082.052195825,4921931.20443643,-9999.0
1789,1789,1413205.871353929,4921956.638711042,-0.423692353
1790,1790,1415000.537484776,4921988.948024658,-9999.0
1791,1791,1416119.587144236,4922033.687340367,-0.966012057
1792,1792,1416269.960845916,4922038.99653824,-9999.0
1793,1793,1416580.492132362,4922040.98597246,-9999.0
1794,1794,1417832.673553146,4922112.878850301,-0.497524897
1795,1795,1418049.42779599,4922079.166852754,-9999.0
1796,1796,1418339.465537559,4922088.048277081,-9999.0
1797,1797,1413232.701162718,4921926.336813043,-9999.0
1798,1798,1414838.915869203,4922012.434316481,-9999.0
1799,1799,1415255.987861762,4921986.952564301,-9999.0
1800,1800,1416243.962110815,4922016.463968193,-9999.0
1801,1801,1416489.546658411,4922135.04119827,-0.964775506
1802,1802,1418430.100569421,4922080.479971483,-9999.0
1803,1803,1418804.233804722,4922152.892200091,-9999.0
1804,1804,1413138.796744492,4921933.581063692,-0.024303079
1805,1805,1413173.202457664,4921918.967510181,0.066789438
1806,1806,1413480.182146315,4921923.420000226,-9999.0
1807,1807,1414000.454006037,4921939.426444798,-9999.0
1808,1808,1416185.655096723,4922008.273215408,-0.940922468
1809,1809,1417854.66662423,4922058.260280603,-9999.0
1810,1810,1418350.017925631,4922068.002372469,-9999.0
1811,1811,1418842.38335568,4922082.784427902,-9999.0
1812,1812,1413815.221862897,4921933.284927793,-9999.0
1813,1813,1414991.463073027,4921959.086717874,-9999.0
1814,1814,1415029.628852939,4921959.848218417,-9999.0
1815,1815,1415202.806499966,4922113.124028435,-9999.0
1816,1816,1415153.538562712,4921964.210093881,-9999.0
1817,1817,1415280.051341653,4921971.53457529,-9999.0
1818,1818,1418800.813930164,4922071.580870859,-9999.0
1819,1819,1413039.27443323,4921902.443731183,-0.884139549
1820,1820,1414129.626478046,4921922.944225221,-9999.0
1821,1821,1416815.177815473,4922029.523981648,-9999.0
1822,1822,1413115.694941288,4921895.616686683,-0.702800041
1823,1823,1413786.860919866,4921905.584931984,-0.75292311
1824,1824,1415022.535002715,4921944.971386628,-9999.0
1825,1825,1415092.272093719,4921945.958938002,-9999.0
1826,1826,1419021.422292989,4922120.822551174,-0.751671808
1827,1827,1419121.751385004,4922068.382769858,-0.930721088
1828,1828,1419153.379965779,4922061.314300096,-0.848485714
1829,1829,1419170.402864291,4922062.477350287,-0.818770836
1830,1830,1413435.351409542,4921890.990750844,-9999.0
1831,1831,1415002.324188814,4921929.065851212,-9999.0
1832,1832,1416523.265901487,4921974.259623677,-9999.0
1833,1833,1417918.777165102,4922015.192870842,-0.865100028
1834,1834,1419112.318970112,4922050.127677581,-0.992333323
1835,1835,1419160.62663934,4922052.265148511,-0.855543473
1836,1836,1413602.543067913,4921899.007833628,-0.993999958
1837,1837,1413666.670381634,4921888.278137068,-0.906647443
1838,1838,1413771.717167645,4921882.61363787,-9999.0
1839,1839,1413877.620260148,4921891.900534309,-9999.0
1840,1840,1415120.774529415,4921926.83041245,-9999.0
1841,1841,1419135.538909563,4922044.561987693,-0.922282842
1842,1842,1413093.144042795,4921858.855324519,-0.572285735
1843,1843,1413160.693799572,4921875.730776277,-9999.0
1844,1844,1413441.369729954,4921862.845966858,-9999.0
1845,1845,1414003.438773833,4921883.878730505,-9999.0
1846,1846,1414439.048067268,4921892.785114883,-9999.0
1847,1847,1414515.792565719,4921895.081469223,-9999.0
1848,1848,1418302.934803087,4922006.689186667,-9999.0
1849,1849,1412966.126939524,4921850.561670601,-9999.0
1850,1850,1413610.884684215,4921858.224747716,-9999.0
1851,1851,1413986.778660026,4921903.759878677,-9999.0
1852,1852,1414032.994274163,4921874.320706886,-9999.0
1853,1853,1414070.827058211,4921898.119016243,-9999.0
1854,1854,1415100.892212329,4921902.038337481,-9999.0
1855,1855,1418994.078665765,4922016.710430725,-9999.0
1856,1856,1419014.863311055,4922022.31159389,-9999.0
1857,1857,1412863.185422386,4921820.420737863,-9999.0
1858,1858,1412909.362777816,4921828.431265944,-9999.0
1859,1859,1413075.474550382,4921839.037551204,-0.816499978
1860,1860,1413723.779237936,4921851.205487446,-9999.0
1861,1861,1414131.421625383,4921863.062062495,-9999.0
1862,1862,1414359.48734945,4921869.286160068,-9999.0
1863,1863,1414737.016278503,4921881.853638734,-9999.0
1864,1864,1414763.314912398,4921882.350002749,-9999.0
1865,1865,1415030.969496903,4921894.184213483,-9999.0
1866,1866,1415111.806420239,4921892.169708768,-9999.0
1867,1867,1418352.357036878,4921988.159401348,-9999.0
1868,1868,1413549.726304823,4921887.748419143,-9999.0
1869,1869,1413975.786802196,4921857.446055673,-9999.0
1870,1870,1416531.719321396,4921924.564239088,-9999.0
1871,1871,1417958.610701187,4921983.541612,-0.967000008
1872,1872,1413141.326119204,4921818.112699027,-0.706480956
1873,1873,1413612.751322848,4921827.890016152,-9999.0
1874,1874,1413632.915882208,4921828.580717406,-9999.0
1875,1875,1413654.611678084,4921829.148283761,-9999.0
1876,1876,1414142.98252368,4921843.807165992,-9999.0
1877,1877,1414239.26506413,4921845.752350415,-0.924000038
1878,1878,1414742.981077977,4921861.763928025,-9999.0
1879,1879,1415101.785102432,4921872.097247047,-9999.0
1880,1880,1415294.142624766,4921878.207869042,-9999.0
1881,1881,1415333.376784491,4921878.238109507,-0.887297859
1882,1882,1413623.148660135,4921818.359526488,-9999.0
1883,1883,1413678.834285842,4921824.299505108,-9999.0
1884,1884,1415155.160691242,4921889.266509657,-9999.0
1885,1885,1413926.073522487,4921836.968902734,-9999.0
1886,1886,1414055.874657483,4921820.839494301,-9999.0
1887,1887,1414094.743946224,4921822.382288547,-9999.0
1888,1888,1415115.035786113,4921851.258741916,-9999.0
1889,1889,1416515.661094679,4921894.498911356,-9999.0
1890,1890,1416543.567929609,4921895.324709643,-9999.0
1891,1891,1417983.91226135,4921937.193532811,-9999.0
1892,1892,1413899.695803009,4921806.541456848,-9999.0
1893,1893,1416944.537862281,4921896.4000644,-9999.0
1894,1894,1418904.983939982,4921959.169981279,-9999.0
1895,1895,1412975.239377203,4921768.152448195,-9999.0
1896,1896,1413915.995840451,4921795.724386381,-9999.0
1897,1897,1414066.469222768,4921801.978455992,-9999.0
1898,1898,1416526.223003709,4921879.245765748,-9999.0
1899,1899,1416766.298781304,4921911.542914084,-9999.0
1900,1900,1418915.886231792,4921944.505065375,-9999.0
1901,1901,1412996.470442349,4921758.803417186,-9999.0
1902,1902,1413777.877569783,4921810.897576589,-9999.0
1903,1903,1413883.602675488,4921786.232502832,-9999.0
1904,1904,1418926.642738269,4921934.830328451,-9999.0
1905,1905,1412959.278400067,4921755.617785516,-9999.0
1906,1906,1413061.206550711,4921765.190338206,-0.698924879
1907,1907,1413097.738991059,4921781.203357843,-0.762602508
1908,1908,1414036.141957369,4921780.290304572,-9999.0
1909,1909,1414053.735089783,4921780.613111742,-9999.0
1910,1910,1416240.770274746,4921850.813808517,-0.764659472
1911,1911,1418805.188904545,4921921.875273724,-9999.0
1912,1912,1412934.282692467,4921736.9485048,-9999.0
1913,1913,1413034.274078617,4921740.368496796,-0.624392172
1914,1914,1416185.249350676,4921834.389166278,-0.722679993
1915,1915,1417175.250899332,4921863.487444642,-0.35806525
1916,1916,1418745.681294616,4921909.769840468,-9999.0
1917,1917,1413021.614152364,4921774.076990386,-0.66623307
1918,1918,1413084.581456205,4921731.492107021,-0.88766666
1919,1919,1413366.983645867,4921740.204426568,-9999.0
1920,1920,1417152.76227087,4921870.244684534,-9999.0
1921,1921,1412896.85934519,4921716.422409841,-9999.0
1922,1922,1413906.241566119,4921765.366388679,-9999.0
1923,1923,1414020.629833731,4921757.577755092,-9999.0
1924,1924,1416116.074844978,4921812.359647698,-0.670729163
1925,1925,1416743.971492891,4921830.950405455,-9999.0
1926,1926,1419152.977672491,4921901.480718838,-0.937772159
1927,1927,1413479.288510993,4921734.865996758,-9999.0
1928,1928,1415516.684656283,4921784.154599671,-0.975695626
1929,1929,1418014.162664018,4921858.169738693,-9999.0
1930,1930,1419144.354178179,4921891.968671539,-0.94895455
1931,1931,1413426.917823166,4921712.501857506,-9999.0
1932,1932,1413604.635592011,4921721.606417091,-9999.0
1933,1933,1416737.584871723,4921810.783452668,-9999.0
1934,1934,1416755.523963027,4921811.690868878,-9999.0
1935,1935,1412708.320008033,4921676.774932769,-9999.0
1936,1936,1412968.352967406,4921687.625344592,-0.293749988
1937,1937,1413005.693413233,4921689.36038735,-9999.0
1938,1938,1412995.390394398,4921678.855323977,-0.940000057
1939,1939,1413341.826251239,4921690.030070456,-9999.0
1940,1940,1413477.120165064,4921693.949064775,-9999.0
1941,1941,1413556.760264802,4921707.853313737,-9999.0
1942,1942,1413999.555152114,4921730.023154252,-9999.0
1943,1943,1416953.595841823,4922003.283431118,-0.517615183
1944,1944,1419154.510744022,4921868.122106385,-0.594758099
1945,1945,1412950.343748944,4921667.506970869,0.061210514
1946,1946,1413006.307800602,4921668.990317082,-9999.0
1947,1947,1413287.349662357,4921682.376626755,-9999.0
1948,1948,1413398.225128873,4921715.762116972,-9999.0
1949,1949,1416411.81794151,4921771.708353927,-9999.0
1950,1950,1416789.505258135,4921825.336871819,-9999.0
1951,1951,1417044.987680781,4921794.115647672,-9999.0
1952,1952,1417108.228316053,4921791.760863827,-9999.0
1953,1953,1418095.575277178,4921820.255067424,-9999.0
1954,1954,1418116.494806017,4921821.216723746,-9999.0
1955,1955,1412936.691750441,4921657.105630087,-9999.0
1956,1956,1413509.043736165,4921678.819728074,-9999.0
1957,1957,1413618.560639688,4921683.708164599,-9999.0
1958,1958,1418106.301394506,4921811.657080349,-9999.0
1959,1959,1419118.031290494,4921995.833844636,-0.782958251
1960,1960,1419141.357319715,4921848.422738458,-0.293619042
1961,1961,1413333.250043739,4921663.526880181,-9999.0
1962,1962,1413499.024452764,4921663.391168919,-9999.0
1963,1963,1416836.280013323,4921767.975191251,-9999.0
1964,1964,1413439.452909088,4921652.4809286,-9999.0
1965,1965,1413466.905143422,4921657.527731026,-9999.0
1966,1966,1416038.710223345,4921730.528586937,-0.728189479
1967,1967,1416501.208352391,4921742.917594644,-9999.0
1968,1968,1416668.858802045,4921756.946200981,-9999.0
1969,1969,1416906.791873707,4921755.848203004,-9999.0
1970,1970,1412971.926031748,4921639.723740618,0.12504343
1971,1971,1413047.086969725,4921673.100004522,-0.98323598
1972,1972,1413418.369732562,4921646.07784582,-9999.0
1973,1973,1413558.354122671,4921646.068334946,-9999.0
1974,1974,1416537.280745037,4921745.627964684,-9999.0
1975,1975,1417154.946208512,4921792.903623546,-0.560682563
1976,1976,1417197.110173947,4921754.803143503,-9999.0
1977,1977,1419106.084316918,4921809.805286251,-0.178631569
1978,1978,1413349.358913668,4921629.790379955,-9999.0
1979,1979,1413429.39443813,4921631.412516349,-9999.0
1980,1980,1415997.443397692,4921709.325664917,-0.690873698
1981,1981,1417078.80362693,4921741.324691388,-9999.0
1982,1982,1418048.53983522,4921769.860006886,-9999.0
1983,1983,1413018.772986632,4921610.216565935,-9999.0
1984,1984,1417219.946959345,4921749.706203584,-0.721602902
1985,1985,1413377.865815439,4921610.669744363,-9999.0
1986,1986,1416731.783264289,4921745.693109433,-9999.0
1987,1987,1416898.003657945,4921716.009550625,-9999.0
1988,1988,1416950.887520876,4921757.035797714,-9999.0
1989,1989,1417900.153540024,4921741.089772359,-0.799000012
1990,1990,1417969.048169552,4921745.656404597,-0.516632662
1991,1991,1418986.972640077,4921781.764263666,-0.575593747
1992,1992,1416479.017076028,4921692.468012504,-9999.0
1993,1993,1416708.997051279,4921719.831745598,-9999.0
1994,1994,1417982.942132175,4921732.391070958,-9999.0
1995,1995,1413089.959557167,4921603.257971753,-0.808044831
1996,1996,1413438.702610168,4921599.718342171,-9999.0
1997,1997,1413394.91376758,4921577.136972535,-9999.0
1998,1998,1418011.429112938,4921708.45975921,-9999.0
1999,1999,1418154.944036011,4921713.048033103,-9999.0
2000,2000,1418194.561964224,4921716.92814621,-9999.0
2001,2001,1413027.083056194,4921559.128837671,-9999.0
2002,2002,1414360.054290781,4921590.588306897,-9999.0
2003,2003,1417200.837700847,4921699.052781904,-0.898400033
2004,2004,1416111.509220361,4921631.548106802,-0.995999992
2005,2005,1416790.409453617,4921660.648408777,-9999.0
2006,2006,1418602.610365938,4921713.371608596,-9999.0
2007,2007,1412938.772241432,4921560.234117478,0.170714259
2008,2008,1413417.561416812,4921555.662616417,-9999.0
2009,2009,1416328.233446006,4921639.185329989,-9999.0
2010,2010,1417219.709011176,4921660.180334552,-9999.0
2011,2011,1417833.471505555,4921669.629706052,-0.675000007
2012,2012,1417869.789055426,4921674.710644936,-9999.0
2013,2013,1417991.37875388,4921677.904237172,-9999.0
2014,2014,1418012.320026256,4921678.10928363,-9999.0
2015,2015,1412889.365660303,4921625.281125283,-0.486897466
2016,2016,1415366.805469084,4921596.791626763,-0.900944065
2017,2017,1417824.384815706,4921660.419913236,-0.748365835
2018,2018,1418142.162158006,4921672.71726509,-9999.0
2019,2019,1412822.610243686,4921503.82056464,-9999.0
2020,2020,1413363.976462559,4921546.45809536,-9999.0
2021,2021,1415892.070088089,4921595.93935226,-0.810895834
2022,2022,1417293.851643863,4921639.050620946,-9999.0
2023,2023,1413441.925404508,4921520.764832787,-9999.0
2024,2024,1416042.856181416,4921590.803417277,-9999.0
2025,2025,1412830.18927287,4921484.070472063,-0.788500041
2026,2026,1412877.578707024,4921509.136092868,0.152085681
2027,2027,1417848.314620497,4921646.579674862,-0.938545244
2028,2028,1416861.94275929,4921602.827417174,-9999.0
2029,2029,1418111.441922967,4921631.483011669,-9999.0
2030,2030,1418767.225515137,4921655.477721329,-0.920733341
2031,2031,1412872.498447654,4921465.573653888,-9999.0
2032,2032,1413445.805222435,4921483.382310865,-9999.0
2033,2033,1415830.468506839,4921554.152965456,-0.854938786
2034,2034,1416060.696499511,4921571.677733909,-9999.0
2035,2035,1416479.420253635,4921573.192594664,-9999.0
2036,2036,1418069.876626156,4921620.274430269,-9999.0
2037,2037,1418780.21966827,4921643.013148473,-0.395866664
2038,2038,1412848.62755675,4921466.979086352,0.564526271
2039,2039,1415010.739175169,4921524.856324239,-0.924144704
2040,2040,1416113.804125868,4921552.951612286,-9999.0
2041,2041,1412747.528008562,4921446.611115301,-9999.0
2042,2042,1413494.005738366,4921463.914040165,-9999.0
2043,2043,1413693.315923919,4921470.693930758,-9999.0
2044,2044,1415507.417551386,4921643.518979152,-0.952435987
2045,2045,1417205.401944593,4921579.657220183,-9999.0
2046,2046,1417344.110732714,4921596.93817737,-9999.0
2047,2047,1418754.293996813,4921620.138510644,0.476771438
2048,2048,1412807.368558865,4921463.78681875,0.064461491
2049,2049,1417873.524884488,4921604.87919037,-0.911290195
2050,2050,1413549.460599451,4921445.073304495,-0.674478577
2051,2051,1414652.950246648,4921479.103163244,-1.0
2052,2052,1416059.289382003,4921530.824983798,-9999.0
2053,2053,1416088.833549896,4921520.926501377,-9999.0
2054,2054,1416752.074810195,4921545.7269459,-9999.0
2055,2055,1418104.547577593,4921582.002466794,-9999.0
2056,2056,1418133.834903803,4921582.195127135,-9999.0
2057,2057,1418154.763823275,4921582.809052826,-9999.0
2058,2058,1418706.66477029,4921611.610943986,0.197348818
2059,2059,1413633.077820016,4921487.706438523,-0.920753913
2060,2060,1416025.989015742,4921508.757270672,-9999.0
2061,2061,1412789.992271044,4921410.927168465,-0.353153898
2062,2062,1414320.564240899,4921451.363192263,-9999.0
2063,2063,1417053.096599336,4921530.418651694,-9999.0
2064,2064,1418155.619031234,4921563.571496711,-9999.0
2065,2065,1412784.067349807,4921392.772632403,-0.337600052
2066,2066,1413244.349205744,4921406.860793957,-9999.0
2067,2067,1412821.379379596,4921408.3341033,0.047642819
2068,2068,1416152.467717585,4921741.297921167,-0.889565113
2069,2069,1417164.854420452,4921517.958169291,-9999.0
2070,2070,1417184.582842316,4921555.271313101,-9999.0
2071,2071,1418214.382128911,4921545.430772758,-9999.0
2072,2072,1418452.923587069,4921551.968981205,-9999.0
2073,2073,1418630.47195138,4921556.583795477,0.357941094
2074,2074,1413414.14668006,4921429.454716988,-0.896827159
2075,2075,1415923.828118351,4921467.023178322,-9999.0
2076,2076,1413253.533659411,4921384.955878158,-9999.0
2077,2077,1413518.570870422,4921385.67761071,-0.695829797
2078,2078,1416733.367806053,4921481.018740201,-9999.0
2079,2079,1416819.252712643,4921485.742201378,-9999.0
2080,2080,1418233.258937462,4921525.177245213,-9999.0
2081,2081,1418354.507025755,4921559.830592522,-9999.0
2082,2082,1418588.785996911,4921547.92274473,0.259086418
2083,2083,1412743.415666911,4921351.586949639,-9999.0
2084,2084,1412764.34431963,4921352.219100262,-0.597750045
2085,2085,1417975.431137315,4921507.623377362,-9999.0
2086,2086,1412789.585452325,4921358.68969212,-0.453846198
2087,2087,1418153.769038656,4921502.663305558,-9999.0
2088,2088,1418353.686980325,4921509.259140452,-9999.0
2089,2089,1418373.368524958,4921509.305788218,-9999.0
2090,2090,1413183.367425519,4921345.086823038,-9999.0
2091,2091,1412749.326132228,4921329.289173609,0.388483849
2092,2092,1412775.712918407,4921322.59405661,-0.200923124
2093,2093,1414506.152864741,4921375.19668871,-9999.0
2094,2094,1415293.696628687,4921398.796277965,-0.868305267
2095,2095,1416654.177995638,4921448.505048936,-9999.0
2096,2096,1416710.628846971,4921440.767280294,-9999.0
2097,2097,1415320.222866592,4921379.676398471,-0.89616177
2098,2098,1415824.909870434,4921393.608166294,-9999.0
2099,2099,1413735.232763153,4921325.956427324,-9999.0
2100,2100,1417211.058867007,4921425.728582676,-9999.0
2101,2101,1416715.090392497,4921400.565605836,-9999.0
2102,2102,1416751.85305821,4921405.041031851,-9999.0
2103,2103,1416955.676400076,4921550.781600506,-9999.0
2104,2104,1417226.126440076,4921415.448923272,-9999.0
2105,2105,1417255.146519641,4921421.607897419,-9999.0
2106,2106,1413008.079122019,4921270.252961826,-9999.0
2107,2107,1416638.955296661,4921377.926209966,-9999.0
2108,2108,1416656.590356207,4921379.234701573,-9999.0
2109,2109,1417210.698944099,4921400.010470091,-9999.0
2110,2110,1417298.393844999,4921398.183145934,-9999.0
2111,2111,1413027.121112182,4921292.903054524,-9999.0
2112,2112,1416639.242926269,4921358.366213902,-9999.0
2113,2113,1415718.824136764,4921321.607469247,-9999.0
2114,2114,1412768.296410816,4921257.405984646,-9999.0
2115,2115,1413828.474607605,4921254.611017147,-9999.0
2116,2116,1416186.684176165,4921314.99619076,-9999.0
2117,2117,1417131.472679087,4921343.738798015,-9999.0
2118,2118,1418442.270273013,4921903.566688221,-0.756425251
2119,2119,1415687.88629613,4921295.295232765,-9999.0
2120,2120,1415988.660020186,4921299.509250246,-9999.0
2121,2121,1416592.838282092,4921317.567025692,-9999.0
2122,2122,1413010.186524954,4921200.39040311,-9999.0
2123,2123,1413703.690033358,4921321.741252046,-0.967410515
2124,2124,1416068.979430413,4921281.537417436,-9999.0
2125,2125,1413010.788644237,4921180.429670879,-9999.0
2126,2126,1413718.358548285,4921206.145887865,-9999.0
2127,2127,1413739.285075141,4921201.984879178,-9999.0
2128,2128,1417117.743027578,4921311.866772807,-9999.0
2129,2129,1417175.073503944,4921317.333659942,-9999.0
2130,2130,1418185.892258577,4921345.207781506,-0.764693552
2131,2131,1412714.096335723,4921169.424448679,-9999.0
2132,2132,1413758.808028643,4921222.147001216,-9999.0
2133,2133,1413858.177065144,4921195.566786045,-9999.0
2134,2134,1416744.113744788,4921306.585886831,-9999.0
2135,2135,1416836.936840387,4921289.087534615,-9999.0
2136,2136,1413150.910644231,4921164.676029027,-9999.0
2137,2137,1415641.414796976,4921237.99723186,-9999.0
2138,2138,1416729.251178406,4921270.921125195,-0.420734425
2139,2139,1416890.04533896,4921276.2549398,-9999.0
2140,2140,1416994.685355862,4921279.34500542,-9999.0
2141,2141,1417333.770847717,4921289.499021637,-9999.0
2142,2142,1413129.478241622,4921158.762091856,-9999.0
2143,2143,1416558.483134543,4921256.085776983,-9999.0
2144,2144,1416648.529703875,4921329.669285083,-9999.0
2145,2145,1416636.620659415,4921262.605215523,-9999.0
2146,2146,1413011.346036593,4921149.896085007,-9999.0
2147,2147,1415622.196403648,4921222.994615483,-9999.0
2148,2148,1416859.036189993,4921254.983520508,-9999.0
2149,2149,1417221.78706647,4921265.690037395,-9999.0
2150,2150,1412697.618122707,4921130.206625464,-9999.0
2151,2151,1415921.270438468,4921217.595091699,-9999.0
2152,2152,1416986.647361714,4921252.332976165,-9999.0
2153,2153,1417108.074606766,4921267.760660643,-0.924000058
2154,2154,1417270.526137566,4921264.146791796,-9999.0
2155,2155,1413622.493254453,4921138.538122633,-9999.0
2156,2156,1413761.064391793,4921154.610901636,-9999.0
2157,2157,1415669.666960535,4921200.213800764,-9999.0
2158,2158,1417063.151801263,4921254.637254153,-9999.0
2159,2159,1412993.382810583,4921123.068787798,-9999.0
2160,2160,1415562.11686862,4921186.154057365,-9999.0
2161,2161,1415659.919295754,4921189.268139768,-9999.0
2162,2162,1415880.007528512,4921196.391266723,-9999.0
2163,2163,1416686.536609625,4921239.690836224,-9999.0
2164,2164,1416831.730260008,4921228.999154571,-0.412814294
2165,2165,1413141.766818662,4921103.676858218,-9999.0
2166,2166,1413850.308395544,4921125.78211092,-9999.0
2167,2167,1415075.418577548,4921160.962158729,-9999.0
2168,2168,1417094.569436518,4921221.77652448,-0.844944466
2169,2169,1415278.371779399,4921161.854486224,-9999.0
2170,2170,1415644.627877759,4921175.402579851,-9999.0
2171,2171,1416825.886698404,4921203.793805047,-0.031032786
2172,2172,1412933.079088578,4921077.813292054,-9999.0
2173,2173,1413860.874340546,4921105.743462878,-9999.0
2174,2174,1415692.547312251,4921160.852802651,-9999.0
2175,2175,1416576.688860939,4921192.090160217,-9999.0
2176,2176,1417333.932415356,4921208.12168134,-0.968937495
2177,2177,1417410.964004209,4921344.335220809,-0.936863234
2178,2178,1412661.30612988,4921060.885218325,-9999.0
2179,2179,1415430.750469906,4921142.696835904,-9999.0
2180,2180,1415451.678160083,4921143.319931231,-9999.0
2181,2181,1415618.008713541,4921163.798271155,-9999.0
2182,2182,1415811.080091349,4921176.634890784,-9999.0
2183,2183,1416549.995048116,4921174.572184269,-9999.0
2184,2184,1416832.905968917,4921184.28783149,-0.960619052
2185,2185,1416914.371082759,4921225.341155126,-0.337423063
2186,2186,1415092.570931682,4921132.413314775,-9999.0
2187,2187,1415483.864221492,4921134.6660688,-9999.0
2188,2188,1417539.012613884,4921195.653264144,-0.31264748
2189,2189,1415201.431629887,4921115.886036932,-9999.0
2190,2190,1415767.433609396,4921133.264198236,-9999.0
2191,2191,1416548.731739479,4921156.436036073,-9999.0
2192,2192,1416576.635247117,4921157.261778376,-9999.0
2193,2193,1412912.620664948,4921045.367454309,-9999.0
2194,2194,1415194.474852287,4921105.279672942,-9999.0
2195,2195,1415258.492186921,4921108.127681711,-9999.0
2196,2196,1417524.401454353,4921174.715100621,-0.301530617
2197,2197,1415153.76012599,4921122.378541749,-9999.0
2198,2198,1415324.310880448,4921099.946901469,-9999.0
2199,2199,1412893.031251571,4921016.667801234,-9999.0
2200,2200,1414724.685972832,4921072.063963956,-9999.0
2201,2201,1415122.308850655,4921083.936111992,-9999.0
2202,2202,1415282.753181733,4921088.719397244,-9999.0
2203,2203,1416482.5979618,4921124.3582519,-9999.0
2204,2204,1416932.042327595,4921137.27099646,1.351458329
2205,2205,1412639.647535552,4921009.379472197,-9999.0
2206,2206,1413825.102537454,4921035.120758134,-9999.0
2207,2207,1415096.013136579,4921078.646656386,-9999.0
2208,2208,1415194.902593546,4921079.955120823,-9999.0
2209,2209,1415384.604423492,4921101.079183013,-9999.0
2210,2210,1415383.714884672,4921080.951073968,-9999.0
2211,2211,1415629.103522119,4921089.194495113,-9999.0
2212,2212,1415656.620935361,4921097.192648301,-9999.0
2213,2213,1416599.039338006,4921107.979113487,-9999.0
2214,2214,1417514.542366739,4921146.721254162,-0.280587368
2215,2215,1417575.375735749,4921168.893159313,0.00462245
2216,2216,1413802.00520037,4921025.895414573,-9999.0
2217,2217,1414495.379326358,4921035.237826402,-9999.0
2218,2218,1415014.579461198,4921050.377086782,-9999.0
2219,2219,1414753.782405268,4921032.976437267,-9999.0
2220,2220,1417546.424185506,4921123.986293473,0.085857143
2221,2221,1414308.666822059,4921011.648583657,-9999.0
2222,2222,1415427.993182254,4921043.252519098,-9999.0
2223,2223,1416735.203689582,4921081.88622931,-9999.0
2224,2224,1416777.61221571,4921129.400820517,-0.491461572
2225,2225,1412794.187479855,4920954.123709405,-9999.0
2226,2226,1416488.608103412,4921064.754256055,-9999.0
2227,2227,1416555.841300703,4921077.549997088,-9999.0
2228,2228,1417517.963127808,4921101.900246184,0.014413669
2229,2229,1412604.206230586,4920941.691665055,-9999.0
2230,2230,1413823.515965433,4920993.363780555,-0.894363032
2231,2231,1414739.921642324,4921007.315817053,-9999.0
2232,2232,1416799.474925586,4921070.686276524,1.318262255
2233,2233,1413843.689297676,4920969.59694842,-9999.0
2234,2234,1416773.958056007,4921052.687417359,-9999.0
2235,2235,1412588.317228789,4920919.514933489,-9999.0
2236,2236,1414465.28325692,4920974.023973727,-9999.0
2237,2237,1415637.358752193,4921008.791517618,-9999.0
2238,2238,1416665.823995315,4921044.599559947,-9999.0
2239,2239,1413335.817501561,4920929.713880125,-9999.0
2240,2240,1413823.815238464,4920944.800517596,-9999.0
2241,2241,1415644.631330484,4920999.018618975,-9999.0
2242,2242,1412576.282785615,4920897.867195088,-9999.0
