OID,FID_,X,Y,BCE_Manuka
1128,1128,1744017.36484336,5906860.292163459,0.761624979
1129,1129,1744753.629485377,5906847.751920567,0.464528302
1130,1130,1744736.700582542,5906827.375481482,0.187547169
1131,1131,1744752.7061546,5906827.829091244,0.358625005
1132,1132,1744024.938061254,5906835.24039088,0.782687503
1133,1133,1744076.399073132,5906828.797154448,1.985619013
1134,1134,1744100.644836781,5906818.649446231,2.244732164
1135,1135,1745507.728056938,5906822.773941595,-0.14610552
1136,1136,1753356.651186503,5906655.875751046,-0.334255305
1137,1137,1744113.029495095,5906810.406925093,1.483529395
1138,1138,1752969.700208492,5906667.582225782,-0.31454774
1139,1139,1744026.619536132,5906803.096719315,2.848151245
1140,1140,1744128.615107764,5906805.141784457,0.812074069
1141,1141,1744764.451697326,5906788.335535286,0.572803732
1142,1142,1744144.433753061,5906794.78609913,0.863759401
1143,1143,1745487.788037054,5906780.352568366,-0.302324997
1144,1144,1753073.642582059,5906670.683685855,-0.28240906
1145,1145,1744160.252439998,5906784.430384071,0.825182464
1146,1146,1753170.690858829,5906632.633289359,-0.231436983
1147,1147,1753195.853809641,5906619.83235456,-0.177818183
1148,1148,1744176.071165313,5906774.074640379,1.049290771
1149,1149,1744191.888936441,5906763.722038873,0.981301374
1150,1150,1745472.906533279,5906749.10315272,-0.37358086
1151,1151,1744207.88030838,5906748.144141319,1.088360662
1152,1152,1744128.871768655,5906836.134095721,0.123694568
1153,1153,1752682.987375275,5906559.823200569,-0.576981123
1154,1154,1752848.629693413,5906653.31234773,-0.504476357
1155,1155,1745447.060789776,5906700.143532414,-0.340699298
1156,1156,1744253.455401886,5906666.862059135,-0.089615382
1157,1157,1745422.986140697,5906648.786856892,-0.172761903
1158,1158,1744773.63175546,5906648.024588963,0.261874999
1159,1159,1745416.186508392,5906635.060745276,-0.192666665
1160,1160,1752656.98335469,5906535.271703782,-0.546246284
1161,1161,1744209.719391809,5906647.6677166,0.110062501
1162,1162,1744748.979396717,5906653.782177056,-0.188377779
1163,1163,1744225.542496435,5906637.429249383,-0.05267516
1164,1164,1744191.26141454,5906620.566256387,0.03925
1165,1165,1745409.674596322,5906609.253335557,-0.270194034
1166,1166,1744760.020649075,5906605.610639336,0.259224139
1167,1167,1744152.897491361,5906598.787779474,0.077812499
1168,1168,1744128.569774397,5906579.263118953,0.083187499
1169,1169,1744740.126935514,5906569.043653437,-0.134727273
1170,1170,1744109.985561549,5906564.581504183,0.084818182
1171,1171,1744743.936801655,5906548.488361221,-0.0446789
1172,1172,1745403.292587075,5906517.615210203,-0.660920498
1173,1173,1744731.522988226,5906524.127672036,-0.117656251
1174,1174,1744720.904292372,5906499.385645792,-0.10322581
1175,1175,1744732.708989696,5906453.61482683,-0.19760638
1176,1176,1744874.019573115,5906447.124723339,-0.157894742
1177,1177,1744777.895445175,5906429.354282713,-0.543035706
1178,1178,1744909.054467357,5906428.735212023,-0.30854369
1179,1179,1744937.648081197,5906426.098333851,-0.193750001
1180,1180,1745384.527624045,5906450.032433164,-0.448640354
1181,1181,1744972.682760191,5906407.708552284,-0.304359225
1182,1182,1745009.272425845,5906404.934660132,-0.165636366
1183,1183,1745069.773251654,5906369.283998115,-0.216102041
1184,1184,1745374.303347477,5906320.576551528,-0.982181861
1185,1185,1745127.508122233,5906303.217658004,-0.190203707
1186,1186,1745383.697308754,5906298.425136325,-9999.0
1187,1187,1744016.082825612,5906297.713413706,0.249263514
1188,1188,1744039.918320991,5906388.587122848,0.158692134
1189,1189,1744054.345487845,5906221.832935418,-0.21412727
1190,1190,1744066.582905696,5906175.855148879,-0.423855631
1191,1191,1761916.813185491,5905799.227622724,1.356206903
1192,1192,1761900.401194959,5905788.522199562,1.270769225
1193,1193,1761892.828624073,5905759.909884925,1.08931819
1194,1194,1752335.204871159,5905931.711238619,-0.637272745
1195,1195,1744048.379672858,5906097.970592018,-0.429029911
1196,1196,1744023.553880345,5906047.693049318,-0.412326023
1197,1197,1752278.696316794,5905902.817613789,-0.678214297
1198,1198,1761897.670787613,5905720.095790667,1.26113209
1199,1199,1755460.655242346,5905821.323342021,0.173930349
1200,1200,1761905.095536147,5905690.043013535,1.328200016
1201,1201,1755448.786429929,5905800.962383913,0.216812501
1202,1202,1743993.140359432,5906001.844757364,-0.339656753
1203,1203,1743961.224851337,5905944.074862609,-0.153400002
1204,1204,1761896.595714085,5905620.668766568,1.306619733
1205,1205,1755403.529837178,5905732.003045333,0.27625
1206,1206,1743945.477965309,5905924.40383554,-0.084750001
1207,1207,1761904.410328539,5905606.226026231,1.175428572
1208,1208,1755386.80741041,5905692.429889027,0.354430384
1209,1209,1760319.125239589,5905585.341401989,2.27345523
1210,1210,1760333.809965536,5905560.244765557,1.829375044
1211,1211,1760327.282934018,5905551.274081188,1.783207551
1212,1212,1755345.732136652,5905633.363577837,0.439125
1213,1213,1760079.934292272,5905514.886772398,1.378793077
1214,1214,1755281.022685204,5905593.942853754,0.517499994
1215,1215,1760312.213153916,5905501.095299719,3.229000008
1216,1216,1760317.559003928,5905490.9097684,1.585192304
1217,1217,1759927.05840435,5905488.639072658,1.379491533
1218,1218,1759933.970854724,5905478.217930599,1.363625021
1219,1219,1755160.370887058,5905557.000368909,0.412625
1220,1220,1759941.432743098,5905458.337925282,1.306851844
1221,1221,1761808.744070792,5905422.229404514,2.872680435
1222,1222,1761844.702657058,5905421.803118342,2.238684235
1223,1223,1760323.825484835,5905448.282290502,1.659723775
1224,1224,1760364.638502028,5905420.428615007,1.373636339
1225,1225,1755161.197323818,5905517.193877823,0.520320861
1226,1226,1760337.2286473,5905421.426050738,1.789954141
1227,1227,1761810.339718968,5905389.756110158,1.140149249
1228,1228,1760347.906776833,5905400.68097184,1.628888887
1229,1229,1761820.002427666,5905373.074400347,1.080945972
1230,1230,1761835.639484979,5905352.877029474,1.821194042
1231,1231,1759937.36594816,5905353.907840465,1.383913044
1232,1232,1743852.281058799,5905616.939197421,0.771325021
1233,1233,1759952.87678025,5905325.555969908,1.346376817
1234,1234,1761856.817939881,5905280.869363467,1.318700928
1235,1235,1759968.512763813,5905305.347031442,1.435999984
1236,1236,1761889.814314246,5905263.550774761,1.206470598
1237,1237,1761921.311734171,5905260.808433647,1.194545437
1238,1238,1743844.427150702,5905577.38658993,0.988029846
1239,1239,1761905.295916495,5905251.346047987,0.180374992
1240,1240,1743851.531844748,5905567.22936561,1.380168819
1241,1241,1759984.204704464,5905285.213153442,1.947843142
1242,1242,1743859.598129152,5905557.463169363,1.293428581
1243,1243,1759998.700284711,5905267.954776347,2.479021035
1244,1244,1761913.848753639,5905231.91621664,0.121896544
1245,1245,1761920.715092094,5905221.139787042,0.433374982
1246,1246,1743876.145820534,5905538.210479697,1.03391666
1247,1247,1760009.816716111,5905247.712982917,1.543506506
1248,1248,1743890.565439741,5905516.596895127,0.541587495
1249,1249,1760017.839144307,5905234.024197997,2.474672133
1250,1250,1760025.529845833,5905217.687519096,4.467878837
1251,1251,1743898.490035771,5905493.902540931,0.545537186
1252,1252,1760032.915830794,5905202.584150051,3.868104597
1253,1253,1760040.468146145,5905182.346562052,2.935555524
1254,1254,1760496.655523069,5905179.333603205,2.662677824
1255,1255,1743961.563120953,5905455.646479801,0.897833337
1256,1256,1743899.252852281,5905621.428246589,0.31225419
1257,1257,1761926.413336647,5905131.298011925,1.256037777
1258,1258,1760048.386895075,5905163.308329299,3.466186436
1259,1259,1760375.536385733,5905151.026359715,1.303148157
1260,1260,1760492.525075457,5905148.138582122,3.269125015
1261,1261,1761272.338838654,5905134.113501851,0.411111114
1262,1262,1761302.807486363,5905123.051219855,0.345090912
1263,1263,1755172.176746415,5905379.013973677,0.786009019
1264,1264,1760061.496510372,5905144.111676763,3.171452516
1265,1265,1760391.142252403,5905130.38805794,2.836545409
1266,1266,1761279.355149833,5905120.065699632,0.525514705
1267,1267,1761950.994145201,5905100.917236801,0.616734686
1268,1268,1755154.323511709,5905217.93312193,0.59561403
1269,1269,1760071.366654897,5905126.740869677,4.456590896
1270,1270,1761286.958931173,5905103.984923228,0.74905404
1271,1271,1761326.579381438,5905102.859277739,0.799875008
1272,1272,1760414.929964236,5905110.925480659,1.443877539
1273,1273,1761334.542530065,5905092.536140858,0.702181816
1274,1274,1743975.89378012,5905403.837004329,-0.35784338
1275,1275,1760079.464100392,5905112.9694414,4.758918878
1276,1276,1761294.881121521,5905090.25291141,0.826198337
1277,1277,1761350.199807392,5905083.195922021,0.788200012
1278,1278,1761302.570001857,5905073.938426365,0.905624979
1279,1279,1761365.829368687,5905072.402199336,0.833703691
1280,1280,1760092.503822983,5905093.642847609,4.011818207
1281,1281,1761309.913576871,5905063.391962182,0.942307698
1282,1282,1761381.801642411,5905062.653472277,0.880384609
1283,1283,1743956.52956882,5905368.840482681,-0.238803103
1284,1284,1760101.760355153,5905076.24115348,2.156909112
1285,1285,1761397.43112683,5905051.859688375,0.85907408
1286,1286,1761550.130802808,5905048.154381654,1.153281264
1287,1287,1761318.26878366,5905044.121492862,0.961320763
1288,1288,1761421.227290891,5905041.436060514,0.920545447
1289,1289,1761326.036033551,5905034.045187235,1.01053572
1290,1290,1761437.028066748,5905031.164712559,0.869298244
1291,1291,1761720.994196267,5905023.520416494,1.546025625
1292,1292,1761741.270902779,5905024.785450258,1.456756785
1293,1293,1760037.829638279,5905048.265354068,1.28150944
1294,1294,1761333.856242932,5905024.024004583,1.15649124
1295,1295,1761709.212699253,5905015.575387781,1.506621656
1296,1296,1755186.16048343,5905137.545342121,0.718148135
1297,1297,1760021.826784387,5905037.614186809,1.495194762
1298,1298,1761341.887276223,5905014.623549498,1.33822221
1299,1299,1761724.479606488,5905005.742040268,1.406607128
1300,1300,1759973.64227676,5905029.011374092,1.402592624
1301,1301,1760381.236727221,5905021.104302266,-0.165500003
1302,1302,1761356.79440273,5905002.749250789,1.239102547
1303,1303,1761604.564932311,5905004.872949808,2.203406589
1304,1304,1761893.912921982,5904991.64112602,1.128863652
1305,1305,1759485.83732114,5905041.849317687,2.051492518
1306,1306,1760070.516286868,5905017.750222262,1.410937499
1307,1307,1761364.831564297,5904992.949050027,2.0312121
1308,1308,1761620.160238977,5904987.792071925,1.008888882
1309,1309,1761764.067924671,5904984.64320037,1.249285709
1310,1310,1759955.03285595,5905024.246410989,2.246346856
1311,1311,1761372.932584304,5904983.306250828,2.470714309
1312,1312,1761643.948301554,5904976.965501791,0.888245605
1313,1313,1759989.386827999,5905007.039594456,1.652201359
1314,1314,1760109.216189254,5904998.610179015,3.039756074
1315,1315,1761381.044038715,5904973.915912366,3.298409104
1316,1316,1761659.756380034,5904967.096025405,0.045272735
1317,1317,1760132.972754609,5904986.333415124,3.677906993
1318,1318,1760388.760325584,5904996.036324364,-0.03890625
1319,1319,1761396.041512448,5904962.163060521,3.674868546
1320,1320,1761404.145964497,5904952.487189628,4.95874998
1321,1321,1761779.304945613,5904944.873455573,1.043999997
1322,1322,1761876.692280454,5904942.588747653,1.128000007
1323,1323,1760147.660031129,5904965.701349458,5.114545497
1324,1324,1761412.351470656,5904942.78199333,5.607272712
1325,1325,1743952.875728365,5905294.387946075,-0.159271426
1326,1326,1761419.977574271,5904932.315617351,-9999.0
1327,1327,1761787.660064514,5904924.572054674,0.946400013
1328,1328,1743958.138798619,5905236.832332774,-0.049285717
1329,1329,1755203.281404332,5905038.363430246,0.656388874
1330,1330,1760387.911276624,5904951.186364039,-0.146666662
1331,1331,1761427.502724586,5904921.922924986,-9999.0
1332,1332,1761795.039506078,5904914.259592315,0.922909078
1333,1333,1743966.376595816,5905227.739791138,0.893367351
1334,1334,1761435.097506416,5904911.578748981,5.301538357
1335,1335,1759460.012023584,5904948.759754506,1.673013712
1336,1336,1761442.764437462,5904901.30299283,1.779746884
1337,1337,1761450.713011991,5904892.787809294,1.411568609
1338,1338,1761522.57429894,5904889.871868575,5.29103891
1339,1339,1760379.255708778,5904916.454425656,-0.097111112
1340,1340,1761530.413077756,5904879.793605567,5.064935068
1341,1341,1744004.031694814,5905218.901295101,-0.416901699
1342,1342,1759451.956892196,5904915.185472704,1.599379848
1343,1343,1761730.048210526,5904865.953371996,2.981012652
1344,1344,1761809.920675208,5904864.325029142,0.316749998
1345,1345,1759459.152970803,5904898.926512824,1.551124959
1346,1346,1761738.252605344,5904856.49048049,3.616176463
1347,1347,1761817.725495814,5904854.205640871,0.559
1348,1348,1759498.874769243,5904888.130584699,1.390632927
1349,1349,1761746.504127122,5904847.686362748,4.007659587
1350,1350,1759796.312183529,5904871.441195859,1.960169517
1351,1351,1759826.391842984,5904871.57192872,1.169154966
1352,1352,1760570.115149601,5904858.729931358,1.483461529
1353,1353,1761542.203190687,5904855.295460219,2.862837107
1354,1354,1761761.833949897,5904835.967956454,1.795937531
1355,1355,1759443.940277935,5904867.906609124,1.645599971
1356,1356,1759506.574585786,5904868.850288198,1.380800047
1357,1357,1759874.079030792,5904859.383796517,0.545471699
1358,1358,1760095.054336528,5904856.785353132,0.880631224
1359,1359,1760362.416391475,5904871.907163075,0.019025
1360,1360,1760554.075187024,5904848.152631454,1.506363607
1361,1361,1759450.565076967,5904859.006236031,2.806000031
1362,1362,1760593.344907996,5904843.133037949,1.457727278
1363,1363,1761777.00765538,5904815.125074827,1.715874971
1364,1364,1743975.906029698,5905126.345864146,-0.658175002
1365,1365,1759522.269639021,5904852.872521079,1.451375011
1366,1366,1759746.185439208,5904843.46060365,1.247199987
1367,1367,1760066.307301633,5904837.034389718,1.513787862
1368,1368,1760681.44501728,5904823.81850842,1.729375027
1369,1369,1759433.791816529,5904848.418781502,3.999100003
1370,1370,1759491.511660721,5904846.278959949,3.191666639
1371,1371,1759538.143465124,5904837.819560655,1.402830194
1372,1372,1760552.772595003,5904818.450648339,1.384339623
1373,1373,1761785.348846521,5904795.719726266,1.433538468
1374,1374,1743955.567895765,5905106.025995068,-0.906640007
1375,1375,1759514.117050165,5904835.225201323,1.814399981
1376,1376,1759561.610725299,5904827.004984502,1.210727267
1377,1377,1759705.768344043,5904822.425879809,3.541276584
1378,1378,1759721.92499306,5904824.58643551,1.31312497
1379,1379,1759953.548667121,5904820.542273791,0.516727269
1380,1380,1760049.711134704,5904817.67840567,1.090945933
1381,1381,1761792.674869526,5904785.186279133,1.033333332
1382,1382,1761842.041084806,5904818.299868809,-0.188488467
1383,1383,1763087.754385999,5904759.009458605,0.715396827
1384,1384,1763103.585879021,5904759.160933297,1.1994872
1385,1385,1759530.068812737,5904824.863443824,1.427121216
1386,1386,1759577.420730428,5904817.139461407,1.23999999
1387,1387,1759969.350645653,5904810.273704238,0.61057692
1388,1388,1763079.571353552,5904750.057949131,0.608461534
1389,1389,1743939.421269177,5905097.057617753,-0.614991675
1390,1390,1759545.471937092,5904807.639243044,1.447236819
1391,1391,1759829.667700963,5904802.797107288,1.186851843
1392,1392,1759985.152586572,5904800.005103794,0.546862742
1393,1393,1760025.12792846,5904799.250099682,0.961481486
1394,1394,1760440.700333902,5904790.864335451,1.140714315
1395,1395,1760553.970295196,5904794.701126031,1.312389417
1396,1396,1761800.699609909,5904771.734609233,1.120491774
1397,1397,1763071.561288194,5904740.281325773,0.687
1398,1398,1759797.499444905,5904793.433738364,1.241320758
1399,1399,1759864.853274767,5904791.641346617,2.187932802
1400,1400,1760120.86665026,5904786.743930615,0.516875004
1401,1401,1760136.856770208,5904786.441694581,0.498227851
1402,1402,1761808.593976752,5904755.410156175,1.344062448
1403,1403,1761879.782482071,5904753.316878895,0.702625004
1404,1404,1743923.008221068,5905072.413413755,-0.583911941
1405,1405,1759553.049029347,5904787.507035406,1.407088642
1406,1406,1759897.0881854,5904788.275798633,1.387967453
1407,1407,1760080.703024624,5904777.5327347,0.230759494
1408,1408,1760560.219586058,5904773.44342762,1.302363644
1409,1409,1759928.896532107,5904771.521521495,1.436610183
1410,1410,1743906.595092671,5905047.769174298,-0.695675031
1411,1411,1759944.725498833,5904765.910544062,2.057999995
1412,1412,1760066.515430334,5904762.370710698,0.150555555
1413,1413,1743866.451839969,5905038.481578046,-0.221259739
1414,1414,1759953.037755863,5904751.432286777,4.305800014
1415,1415,1760088.146793885,5904748.208429849,0.049803919
1416,1416,1760360.058193672,5904747.323915496,-0.168187494
1417,1417,1761772.162645824,5904715.998821322,1.794855086
1418,1418,1743762.350214357,5905030.279351007,-0.229950001
1419,1419,1759728.01171186,5904744.510228313,1.301636358
1420,1420,1759968.174397177,5904744.936632141,2.696560523
1421,1421,1760167.894860412,5904736.003764675,-0.020875
1422,1422,1760463.545256405,5904730.207800959,1.084107139
1423,1423,1760535.66612478,5904729.041966787,1.361500035
1424,1424,1761787.295021016,5904705.531299845,1.675238098
1425,1425,1761898.178603033,5904720.249025644,-0.274216495
1426,1426,1759711.833800417,5904734.84504689,1.364035069
1427,1427,1760367.581553391,5904722.255922968,-0.190375003
1428,1428,1761806.978578469,5904696.392755591,1.734561383
1429,1429,1743706.048545793,5905011.295933115,-0.315124998
1430,1430,1743772.132233609,5905017.652074535,-0.560941546
1431,1431,1743821.972757745,5905009.329188397,-0.692700006
1432,1432,1743859.999117104,5905012.098335781,-0.591299432
1433,1433,1759695.655926675,5904725.179835672,1.306071439
1434,1434,1759991.89308682,5904725.674067373,4.747168152
1435,1435,1760215.487954256,5904715.163465228,-0.044000002
1436,1436,1760991.32984542,5904699.940659228,1.786231877
1437,1437,1761830.88201586,5904686.835188566,3.86297291
1438,1438,1763085.115396628,5904660.40651658,3.354318177
1439,1439,1759563.579696022,5904731.957458122,1.459109602
1440,1440,1760015.626402284,5904715.720682907,4.879666662
1441,1441,1760982.834848171,5904690.624968179,1.817215165
1442,1442,1763205.656574641,5904649.527033872,1.39745457
1443,1443,1743697.715665621,5904991.498986782,-0.826266659
1444,1444,1743713.705134305,5904991.227739397,-0.811588251
1445,1445,1759583.597539156,5904707.263042423,1.31701301
1446,1446,1759663.300292287,5904705.849323843,1.535636351
1447,1447,1760064.065425011,5904700.031414473,5.42923069
1448,1448,1760375.010523961,5904692.204594214,-0.585375017
1449,1449,1760966.639244676,5904680.983764411,1.900249975
1450,1450,1761868.129689939,5904671.284979613,1.491940281
1451,1451,1763277.537291576,5904637.967132352,2.644590155
1452,1452,1763293.185085227,5904636.457580452,1.62205132
1453,1453,1760126.820296066,5904687.130462386,0.851578939
1454,1454,1761878.980824074,5904655.418431044,1.438695659
1455,1455,1763301.297146176,5904627.206421655,2.36124995
1456,1456,1743633.419664633,5904972.650798569,-0.539824999
1457,1457,1743649.578174502,5904982.345521292,-0.587508337
1458,1458,1760071.30854467,5904682.311951194,1.169770139
1459,1459,1760382.628124349,5904672.119916411,-0.08825001
1460,1460,1760878.446663024,5904662.544091274,1.449324345
1461,1461,1760950.113021198,5904661.558454015,1.74055549
1462,1462,1759603.34165691,5904687.385394527,1.828299106
1463,1463,1760182.921783499,5904666.421114339,2.05583335
1464,1464,1761893.933217559,5904639.363896041,1.324565207
1465,1465,1743617.092144878,5904952.989256876,-0.445124987
1466,1466,1759622.903620245,5904668.139524347,2.55410717
1467,1467,1760242.527812545,5904664.800924947,-0.123548386
1468,1468,1760855.555498673,5904641.958315532,1.447619083
1469,1469,1761901.483256122,5904623.499292214,1.446351338
1470,1470,1760198.556604861,5904646.103687168,3.548285655
1471,1471,1761909.096014541,5904613.172124539,1.393750043
1472,1472,1760206.576507872,5904632.151546229,1.375234382
1473,1473,1760838.334568058,5904612.779971928,1.456199999
1474,1474,1761916.127006056,5904593.097083067,1.43673474
1475,1475,1755176.755830525,5904709.357763211,1.44363636
1476,1476,1759986.587944582,5904619.26005418,1.302116775
1477,1477,1760253.766079663,5904624.707443092,-0.131749998
1478,1478,1760637.915908379,5904607.461444981,1.735
1479,1479,1760213.895556614,5904611.34129317,1.193602947
1480,1480,1760261.383889646,5904604.622872116,-0.251000001
1481,1481,1760413.286953494,5904601.747691276,-0.363076951
1482,1482,1762988.277350755,5904551.578668556,2.319999998
1483,1483,1755167.22335855,5904690.252102578,1.475306122
1484,1484,1759973.52376678,5904605.928849086,1.334040362
1485,1485,1760421.093019741,5904591.629722504,-0.372250014
1486,1486,1760645.532808054,5904587.376505088,2.097058817
1487,1487,1760821.298916999,5904583.549121658,1.468857133
1488,1488,1762979.788857345,5904542.318398553,1.217857117
1489,1489,1760652.769504915,5904577.996015396,1.449999966
1490,1490,1762295.786447107,5904548.636726294,0.583999999
1491,1491,1743487.826168187,5904875.425636785,-0.811824987
1492,1492,1760668.570232193,5904567.726095298,1.437407412
1493,1493,1760728.124862264,5904563.842520325,1.710109918
1494,1494,1760804.832632128,5904563.735087099,1.71614286
1495,1495,1761944.009265041,5904627.406663103,-0.208038219
1496,1496,1762187.583690348,5904538.052512837,-0.691666635
1497,1497,1762955.923087454,5904521.779010702,1.072307671
1498,1498,1761939.551654386,5904532.827243387,-0.369193525
1499,1499,1760225.314619095,5904575.699642338,1.133565445
1500,1500,1762938.956345333,5904503.362793195,0.223783788
1501,1501,1760236.268068676,5904545.276628425,1.145250015
1502,1502,1760268.717796332,5904564.449760634,-0.112922754
1503,1503,1743455.160209773,5904835.374940981,-0.762352943
1504,1504,1761922.573421008,5904518.848805208,0.742657811
1505,1505,1743438.845804722,5904816.439474734,-0.835341783
1506,1506,1760289.595862805,5904521.574988234,-0.164739334
1507,1507,1760467.552090743,5904510.987599755,-0.562875021
1508,1508,1761922.609286675,5904483.299553602,-0.079125007
1509,1509,1761970.131851126,5904486.811237897,0.738909093
1510,1510,1762254.239071876,5904478.900730057,2.534444453
1511,1511,1762278.950839303,5904476.952246468,0.097142855
1512,1512,1762906.980197317,5904463.655270351,1.799107149
1513,1513,1760243.508762547,5904505.258756843,1.075374979
1514,1514,1762298.513340467,5904468.106107593,-0.574468088
1515,1515,1743366.557347226,5904797.724446686,-0.211625004
1516,1516,1743382.546405445,5904797.453894608,-0.464743593
1517,1517,1761858.28365572,5904465.315239499,1.003090905
1518,1518,1761906.33388413,5904468.65514961,0.218999998
1519,1519,1761986.029250473,5904462.347599252,0.956909091
1520,1520,1743150.535601568,5904791.408429476,0.593862501
1521,1521,1743310.426632991,5904788.705139157,-0.184487489
1522,1522,1760311.275918985,5904494.006324735,-0.26347826
1523,1523,1760474.793844695,5904485.925029071,-0.177256625
1524,1524,1760839.175732279,5904474.61341779,1.297314813
1525,1525,1761993.991220365,5904452.023698368,-0.114000017
1526,1526,1762065.944206305,5904450.647478891,0.922999999
1527,1527,1743349.681118816,5904781.905998296,-0.416423746
1528,1528,1760338.880397368,5904473.54340476,-0.491666673
1529,1529,1760466.797013581,5904471.121039668,0.604499998
1530,1530,1760874.516505611,5904462.660865577,1.57499996
1531,1531,1761865.883684534,5904444.502353167,0.25214286
1532,1532,1762041.769138318,5904441.139624841,0.818125006
1533,1533,1760882.630758955,5904454.795542511,1.513269197
1534,1534,1762002.241711885,5904437.475107426,-0.644107136
1535,1535,1743078.07942888,5904762.725037699,0.271024997
1536,1536,1743213.828474507,5904760.632401768,-0.194089285
1537,1537,1760250.026677707,5904472.288921904,1.214193546
1538,1538,1760906.544030745,5904444.094832429,1.523166627
1539,1539,1761778.20678409,5904425.185483208,1.333174618
1540,1540,1761825.515285238,5904424.605675393,0.476000002
1541,1541,1761847.358917318,5904427.667892632,0.066759262
1542,1542,1762882.321828404,5904404.445593505,1.821400007
1543,1543,1760298.953610125,5904446.546197241,1.173421054
1544,1544,1760360.487746548,5904450.95952973,-0.44730038
1545,1545,1760922.458800136,5904434.541843724,1.594897978
1546,1546,1762456.925169204,5904403.276712344,-0.651527767
1547,1547,1742826.602844741,5904750.027895673,0.873114285
1548,1548,1742870.587113705,5904764.318931707,0.810306262
1549,1549,1743037.770246329,5904743.466969652,0.149320513
1550,1550,1755012.109578328,5904533.260142844,3.459111129
1551,1551,1760314.792974064,5904435.38678574,1.21351854
1552,1552,1762415.063944769,5904411.466120459,-0.310124291
1553,1553,1762494.396005706,5904400.694122945,-0.257293844
1554,1554,1760400.084032781,5904423.143908124,-0.525934951
1555,1555,1761805.892914726,5904406.759623573,0.444829656
1556,1556,1762394.13575179,5904392.264247389,1.711454015
1557,1557,1762552.314710384,5904381.304776741,0.156666664
1558,1558,1742797.599003977,5904727.580752629,0.793050637
1559,1559,1743163.658291861,5904765.115260162,0.089115594
1560,1560,1760335.760464235,5904421.437529634,1.185024408
1561,1561,1761792.788484493,5904386.076627508,0.197374997
1562,1562,1762184.534235487,5904469.14247833,-0.209927017
1563,1563,1762422.458894159,5904376.831804043,1.278879978
1564,1564,1762581.609615933,5904371.376924877,-0.1854955
1565,1565,1742927.193042022,5904722.637400795,0.299241743
1566,1566,1760353.58033383,5904403.511761126,1.266578947
1567,1567,1761201.486733959,5904386.57005836,1.650153846
1568,1568,1762440.451575815,5904365.149659771,1.269137917
1569,1569,1742988.607661421,5904712.213911199,0.04521968
1570,1570,1760361.433350318,5904393.448371671,1.278051951
1571,1571,1761137.900822116,5904378.486210428,1.586896582
1572,1572,1761680.55609867,5904368.1847073,1.963544316
1573,1573,1761888.534597857,5904374.277041868,-0.653275865
1574,1574,1762502.811300124,5904358.362490998,1.068873869
1575,1575,1762855.705822863,5904345.767347606,1.084750003
1576,1576,1742750.144657268,5904697.517141919,0.826500004
1577,1577,1760369.186661549,5904383.268285663,1.324177244
1578,1578,1761160.478282151,5904368.420876695,1.479272767
1579,1579,1762540.362069406,5904348.065876285,1.129472305
1580,1580,1762596.737472486,5904350.645065045,-0.271293702
1581,1581,1760468.906206685,5904371.378677452,0.280062899
1582,1582,1761137.65126618,5904358.756933499,2.246792454
1583,1583,1762567.869905277,5904332.149554629,1.180491807
1584,1584,1762607.486572241,5904330.595202955,-0.764750004
1585,1585,1755088.859701203,5904700.65416269,0.855538096
1586,1586,1760377.405172046,5904369.795019011,1.351640625
1587,1587,1760484.70670768,5904361.108993174,0.289750003
1588,1588,1762831.146856878,5904316.328311586,0.981624992
1589,1589,1760385.092306572,5904353.52703554,1.700285688
1590,1590,1761144.470783117,5904345.079429952,1.980364942
1591,1591,1761503.851678355,5904332.495835774,1.569285689
1592,1592,1761737.411840491,5904345.625512237,0.623616503
1593,1593,1762581.467030173,5904318.570064566,3.581117052
1594,1594,1762615.681550804,5904310.497127689,-0.164705886
1595,1595,1760520.3049209,5904340.494167142,0.27
1596,1596,1761160.075593574,5904328.617757919,1.72635134
1597,1597,1761271.645039066,5904326.423945396,1.297999961
1598,1598,1761699.517112577,5904318.065597884,0.555687505
1599,1599,1762591.034125087,5904301.127546091,3.646282103
1600,1600,1754998.311644293,5904437.644706729,0.527631582
1601,1601,1760392.945996257,5904340.011507669,2.417155149
1602,1602,1761168.310429789,5904319.329897078,2.032881335
1603,1603,1761287.615945123,5904316.675341683,1.246851857
1604,1604,1761447.509028603,5904313.629296593,1.283725465
1605,1605,1762598.143641121,5904290.893047741,0.966600009
1606,1606,1762758.633983205,5904288.537781121,1.028518501
1607,1607,1760400.722604374,5904323.469369567,1.914062547
1608,1608,1760543.911107857,5904320.10600446,0.139499998
1609,1609,1761183.624589981,5904308.148017385,2.46253334
1610,1610,1761663.1608677,5904298.8185389,0.617208322
1611,1611,1760407.230588059,5904312.725564024,1.336326516
1612,1612,1760575.511664577,5904299.566869684,-0.18602564
1613,1613,1760751.677001509,5904311.180670232,0.242218752
1614,1614,1761623.490489468,5904283.721494029,0.602794406
1615,1615,1755013.571229386,5904397.485819404,0.461315792
1616,1616,1762605.372992281,5904250.872764064,1.333076942
1617,1617,1762721.438018093,5904249.3059636,0.669449551
1618,1618,1760303.757926175,5904282.48983313,1.296666656
1619,1619,1762636.072208188,5904264.987623207,0.10006304
1620,1620,1762709.529504935,5904238.701023922,0.22351852
1621,1621,1762776.593324298,5904246.725577371,0.319558012
1622,1622,1762837.18346757,5904237.379018909,2.971578935
