OID,FID_,X,Y,BCE_Manuka
136,136,1751570.299575979,5911430.312842428,0.437635714
137,137,1756266.146295969,5911361.328211428,0.127246415
138,138,1751586.122540349,5911420.377837284,0.182050727
139,139,1751635.758316588,5911429.678254436,-0.347543331
140,140,1756212.830174932,5911345.405752709,-0.051808576
141,141,1756339.06641269,5911327.863098727,-0.087999998
142,142,1756354.485222531,5911327.579151223,-0.353316443
143,143,1759921.340266804,5911261.634656058,0.694202247
144,144,1760027.007175574,5911259.148809245,0.278649774
145,145,1761067.113313373,5911236.469687294,0.236999999
146,146,1751609.995719391,5911405.265222099,0.329547852
147,147,1756818.365818204,5911309.053433562,-0.699150021
148,148,1752449.439381159,5911378.860080557,-0.105981484
149,149,1758735.60572194,5911264.965239824,-0.626597988
150,150,1759714.478264082,5911238.249859476,0.724000007
151,151,1759932.405255545,5911240.138093358,0.142135989
152,152,1760012.960364119,5911240.513887736,0.256439511
153,153,1760382.939643874,5911237.268507158,-0.167787721
154,154,1760604.662087351,5911233.668399209,-0.296990356
155,155,1760642.706068806,5911226.853594512,-0.348638309
156,156,1760658.816428183,5911232.260800703,-0.312212502
157,157,1760819.133638475,5911227.148317309,-0.329201834
158,158,1761046.778136335,5911219.925041718,0.067981255
159,159,1761246.513210999,5911224.83187926,0.44227613
160,160,1762890.882574769,5911184.54114559,1.334074076
161,161,1756714.041196331,5911287.692766281,-0.105880001
162,162,1760962.57702242,5911211.55174255,-0.379050013
163,163,1761086.345136358,5911220.334153397,0.216351443
164,164,1756706.38182101,5911281.211486985,-0.121999999
165,165,1756802.222165581,5911283.468491937,-0.684934958
166,166,1759904.499386632,5911222.112668955,-0.166516474
167,167,1760147.959167574,5911239.213251562,0.1000625
168,168,1760946.372004159,5911201.161820769,-0.37839622
169,169,1761202.232986505,5911187.064145198,0.488725001
170,170,1752458.166626901,5911346.613785366,-0.353519906
171,171,1759765.844099245,5911204.247047255,0.095579659
172,172,1750451.286764417,5911360.027737075,0.437000006
173,173,1752480.548740855,5911328.453269414,0.041370369
174,174,1756732.892251409,5911265.816153363,-0.31973324
175,175,1759229.583561899,5911204.35195632,0.127224964
176,176,1759257.587361363,5911203.826687099,0.244175003
177,177,1759404.305352183,5911209.581675647,0.239540504
178,178,1759741.653259569,5911194.732174779,0.320237501
179,179,1750435.737311472,5911350.112887072,0.239000008
