OID,FID_,X,Y,BCE_Tauran
4520,4520,1866371.905074099,5833232.799981861,-0.713999987
4521,4521,1867910.607730399,5833183.153754999,-0.713999987
4522,4522,1867934.402151245,5833182.383779344,-0.713999987
4523,4523,1867956.651438992,5833188.141182901,-0.713999987
4524,4524,1865522.922159272,5833250.089673256,-0.713999987
4525,4525,1874013.920299965,5832978.210596614,-0.625
4526,4526,1865349.821418761,5833254.826974807,-0.713999987
4527,4527,1865629.664089821,5833241.77973447,-0.713999987
4528,4528,1866450.577795375,5833210.3081226,-0.713999987
4529,4529,1867973.414152939,5833161.160470936,-0.713999987
4530,4530,1868501.446867329,5833144.430228246,-0.713999987
4531,4531,1868520.684989974,5833143.429455708,-0.713999987
4532,4532,1869029.56220185,5833135.928919267,-0.713999987
4533,4533,1869135.964785938,5833123.828616576,-0.713999987
4534,4534,1867877.914127312,5833154.270495072,-0.713999987
4535,4535,1867946.140874752,5833158.573407262,-0.713999987
4536,4536,1873802.330311222,5832960.258296424,-0.1148
4537,4537,1874151.585488375,5832952.570203845,0.217416058
4538,4538,1865693.078190554,5833215.067572815,-0.713999987
4539,4539,1866449.936099096,5833190.368340237,-0.713999987
4540,4540,1867988.631653715,5833140.707174124,-0.713999987
4541,4541,1868546.764916532,5833124.831907626,-0.713999987
4542,4542,1868841.251756664,5833118.159851519,-0.713999987
4543,4543,1869138.691764252,5833103.402109516,-0.713999987
4544,4544,1869218.006386092,5833100.823443866,-0.713999987
4545,4545,1869301.877338675,5833098.472681291,-0.713999987
4546,4546,1872691.770306732,5832991.348975341,-0.436256877
4547,4547,1869166.277756755,5833108.452057764,-0.713999987
4548,4548,1869229.305767673,5833089.682784406,-0.713999987
4549,4549,1869261.841309567,5833103.94033687,-0.713999987
4550,4550,1870665.130056174,5833055.420756219,-0.201500003
4551,4551,1873335.210552836,5832964.18094059,0.269877088
4552,4552,1868021.164226201,5833120.213140217,-0.713999987
4553,4553,1869983.505812887,5833091.996928452,-0.713999987
4554,4554,1872624.541369239,5832978.184308869,-0.431221289
4555,4555,1873365.684893579,5832944.74430015,0.335805908
4556,4556,1867935.308134767,5833115.8186286,-0.713999987
4557,4557,1867968.425529681,5833111.796912493,-0.713999987
4558,4558,1869898.85373448,5833060.605711182,-0.713999987
4559,4559,1873341.756908946,5832935.738618845,0.300152779
4560,4560,1865090.863718883,5833194.736399342,-0.713999987
4561,4561,1868447.692695476,5833085.913868676,-0.713999987
4562,4562,1868597.823676226,5833085.255175118,-0.713999987
4563,4563,1873388.662655861,5832924.23161451,0.360178569
4564,4564,1867865.574919824,5833097.854403229,-0.713999987
4565,4565,1867939.42978511,5833092.397724781,-0.713999987
4566,4566,1866483.690282139,5833134.494744903,-0.713999987
4567,4567,1866508.086544495,5833128.992265518,-0.713999987
4568,4568,1870696.46078081,5832998.826893926,-0.176376026
4569,4569,1866452.464098791,5833126.935990429,-0.713999987
4570,4570,1868013.039493526,5833078.210370368,-0.713999987
4571,4571,1868065.45080178,5833072.568111309,-0.713999987
4572,4572,1868415.399887984,5833067.922729803,-0.713999987
4573,4573,1873363.677530573,5832904.464635752,0.257582874
4574,4574,1873879.427434063,5832878.068155335,-0.249727266
4575,4575,1870080.265453276,5832992.89589798,-0.713999987
4576,4576,1864948.032351011,5833148.745272629,-0.713999987
4577,4577,1868018.146224195,5833050.61708182,-0.713999987
4578,4578,1868088.83484494,5833047.639695697,-0.713999987
4579,4579,1868104.697550867,5833047.126030345,-0.713999987
4580,4580,1869321.549859699,5833038.099983363,-0.713999987
4581,4581,1869346.546968898,5833007.19490795,-0.713999987
4582,4582,1868385.926898272,5833033.127970478,-0.713999987
4583,4583,1864963.25679333,5833128.297933022,-0.713999987
4584,4584,1868127.845841152,5833026.41560051,-0.713999987
4585,4585,1869393.117641324,5832997.17561164,-0.713999987
4586,4586,1868274.241828207,5833016.786889876,-0.713999987
4587,4587,1868425.429505605,5833016.564803259,-0.713999987
4588,4588,1872664.268642881,5832868.27358398,-0.351727262
4589,4589,1872886.950087041,5832865.719108945,0.40830435
4590,4590,1874009.374142986,5832890.018735431,-0.625
4591,4591,1864954.687412166,5833108.612048103,-0.713999987
4592,4592,1870633.50419155,5832924.926434904,-0.506454554
4593,4593,1873412.990889855,5832851.080076158,0.253714687
4594,4594,1864962.616766602,5833097.962386635,-0.713999987
4595,4595,1868120.398176218,5832997.235420223,-0.713999987
4596,4596,1869809.770228357,5832942.351903845,-0.713999987
4597,4597,1872901.876811085,5832845.265280544,0.360207542
4598,4598,1873964.034449132,5832795.420695501,-0.624
4599,4599,1864914.43405173,5833096.963589152,-0.713999987
4600,4600,1868403.826540439,5832967.570984915,-0.713999987
4601,4601,1874116.671128742,5832778.481086024,-0.558113931
4602,4602,1867094.715312818,5833005.230224054,-0.713999987
4603,4603,1869323.691760639,5832927.509471262,-0.713999987
4604,4604,1873963.508883455,5832774.540338765,-0.625
4605,4605,1867982.822838577,5832961.248372856,-0.713999987
4606,4606,1869151.439824665,5832893.864990164,-0.713999987
4607,4607,1874132.572151734,5832735.049931046,-0.625
4608,4608,1866712.537940537,5832962.347758768,-0.713999987
4609,4609,1867323.227360792,5832942.235479028,-0.713999987
4610,4610,1867890.913372692,5832924.678264858,-0.713999987
4611,4611,1868009.363515387,5832929.408437159,-0.713999987
4612,4612,1868249.94834802,5833181.003520305,-0.713999987
4613,4613,1868869.816859542,5832892.15182313,-0.713999987
4614,4614,1869139.479277654,5832883.389638043,-0.713999987
4615,4615,1870622.347226285,5832843.587493575,-0.524167656
4616,4616,1874172.496652081,5832719.029158721,-0.538575459
4617,4617,1867080.022006806,5832946.810152147,-0.713999987
4618,4618,1868438.666531027,5832908.711840244,-0.713999987
4619,4619,1873620.472894358,5832735.693234401,-0.121017699
4620,4620,1868408.990407589,5832889.288525152,-0.713999987
4621,4621,1874152.070729421,5832714.130282525,-0.625
4622,4622,1867306.412627066,5832913.25331952,-0.713999987
4623,4623,1869867.958914347,5832834.359716538,-0.713999987
4624,4624,1872587.555298054,5832748.657581996,-0.297292975
4625,4625,1873635.502328777,5832712.379454446,-0.140000001
4626,4626,1874021.812265733,5832756.282193393,-0.625
4627,4627,1867317.714059817,5832902.115389127,-0.713999987
4628,4628,1868413.081585254,5832867.843532961,-0.713999987
4629,4629,1868919.814448706,5832850.229117571,-0.713999987
4630,4630,1874118.874781133,5832693.840533802,-0.625
4631,4631,1874171.073628364,5832688.548354375,-0.58969894
4632,4632,1867032.955836052,5832904.885571674,-0.713999987
4633,4633,1867090.117642322,5832905.721218794,-0.713999987
4634,4634,1867131.710276643,5832898.723739866,-0.713999987
4635,4635,1867195.852530601,5832899.889616295,-0.713999987
4636,4636,1868079.648598327,5832868.666979931,-0.713999987
4637,4637,1868979.406641171,5832838.897461253,-0.713999987
4638,4638,1867147.140904433,5832888.037621994,-0.713999987
4639,4639,1867272.19460312,5832885.07989966,-0.713999987
4640,4640,1867709.935988717,5832870.273444372,-0.713999987
4641,4641,1869518.245540738,5832811.600061859,-0.713999987
4642,4642,1869985.893670982,5832804.484337286,-0.713999987
4643,4643,1873668.624751132,5832675.230521453,-0.07766666
4644,4644,1873695.797004272,5832760.144072207,0.115718528
4645,4645,1874360.615462348,5832652.808192368,0.1576462
4646,4646,1874612.843796757,5832648.458451423,0.267593753
4647,4647,1868018.9286995,5832850.295341237,-0.713999987
4648,4648,1868970.986083265,5832819.002145944,-0.713999987
4649,4649,1874130.528812599,5832650.551721751,-0.625
4650,4650,1874681.149431251,5832631.507293826,0.232381818
4651,4651,1867222.116628507,5832866.449984304,-0.713999987
4652,4652,1867322.117566302,5832863.364459441,-0.713999987
4653,4653,1869918.711896308,5832778.968499404,-0.713999987
4654,4654,1874331.855622682,5832633.524566148,0.076345456
4655,4655,1867092.803806971,5832870.038201724,-0.713999987
4656,4656,1868097.594568748,5832827.787398806,-0.713999987
4657,4657,1869826.587663043,5832771.614214301,-0.713999987
4658,4658,1870188.103049039,5832774.586241,-0.713999987
4659,4659,1872999.560196525,5832677.359726178,0.404584038
4660,4660,1873677.654323048,5832651.822503679,-0.131523136
4661,4661,1874720.144220954,5832610.251128102,0.135185184
4662,4662,1864686.900107256,5832927.556787455,-0.713999987
4663,4663,1864714.645977081,5832931.763632057,-0.713999987
4664,4664,1867277.576111952,5832849.68167344,-0.713999987
4665,4665,1867315.781859313,5832843.55643727,-0.713999987
4666,4666,1869266.842043077,5832779.066116591,-0.713999987
4667,4667,1872430.238563753,5832682.044897703,0.124943264
4668,4668,1874589.200358994,5832612.55107,0.141626278
4669,4669,1867252.87626806,5832834.255604469,-0.713999987
4670,4670,1867791.589754748,5832822.824918496,-0.713999987
4671,4671,1868117.367139989,5832807.563119983,-0.713999987
4672,4672,1870199.439239337,5832739.2840813,-0.713999987
4673,4673,1874826.492686892,5832586.236113241,0.333984494
4674,4674,1864967.541487012,5832897.826582976,-0.713999987
4675,4675,1868150.077825957,5832798.504101601,-0.713999987
4676,4676,1872412.222385929,5832661.484168952,0.095042623
4677,4677,1873690.454004395,5832615.418390577,-0.162193555
4678,4678,1873965.418646628,5832617.627024028,-0.625
4679,4679,1874128.280215586,5832605.438604256,-0.625
4680,4680,1874147.882887959,5832603.905716768,-0.625
4681,4681,1874897.071309474,5832575.333324088,0.969495928
4682,4682,1867298.12902824,5832822.229517321,-0.713999987
4683,4683,1873695.86318878,5832604.463742269,-0.218898746
4684,4684,1864891.831723898,5832881.081968572,-0.713999987
4685,4685,1873940.512203689,5832629.337317555,-0.625
4686,4686,1874925.039802628,5832558.741885107,0.213568752
4687,4687,1866676.312893636,5832813.395167948,-0.713999987
4688,4688,1867374.533924491,5832804.908686941,-0.713999987
4689,4689,1873715.133556567,5832590.662049095,-0.217133992
4690,4690,1874221.20540257,5832661.528364491,-0.262596899
4691,4691,1867269.750356046,5832792.399119189,-0.713999987
4692,4692,1867344.210904458,5832800.458618567,-0.713999987
4693,4693,1867944.64405817,5832762.876531099,-0.713999987
4694,4694,1869630.591312954,5832708.51307728,-0.713999987
4695,4695,1874194.698601036,5832557.804399717,-0.436592593
4696,4696,1868174.322254491,5832745.459035757,-0.713999987
4697,4697,1873773.465764917,5832566.391710742,-0.228853213
4698,4698,1874273.363638665,5832545.633239279,-0.188053569
4699,4699,1867380.765915269,5832766.449510173,-0.713999987
4700,4700,1868150.364612241,5832736.046770419,-0.713999987
4701,4701,1869665.041187938,5832687.052962761,-0.713999987
4702,4702,1872366.569460992,5832609.480433194,0.174517483
4703,4703,1874754.849911924,5832525.561232288,-0.053279937
4704,4704,1874881.01662068,5832534.460155561,0.001839091
4705,4705,1875013.974408331,5832528.843569622,-0.091139092
4706,4706,1875137.716490292,5832507.488585749,-0.244962258
4707,4707,1867230.017798802,5832755.099079433,-0.713999987
4708,4708,1867800.917220199,5832737.586132548,-0.713999987
4709,4709,1869625.061016206,5832678.374661122,-0.713999987
4710,4710,1869688.830522837,5832681.079777734,-0.713999987
4711,4711,1873750.330867018,5832551.764304426,-0.279158448
4712,4712,1874375.519589941,5832530.408410782,0.050515151
4713,4713,1867221.81188002,5832746.839122122,-0.713999987
4714,4714,1867824.387790996,5832726.846469466,-0.713999987
4715,4715,1868168.128167647,5832722.925306826,-0.713999987
4716,4716,1872345.589121079,5832589.1117118,0.147730772
4717,4717,1873767.618575748,5832533.887160327,-0.309999994
4718,4718,1873801.282384422,5832537.82901514,-0.271799999
4719,4719,1873955.216867562,5832532.519674543,-0.625
4720,4720,1875200.954684023,5832498.176286654,-0.19224872
4721,4721,1867290.20457994,5832753.632242247,-0.713999987
4722,4722,1873773.969423316,5832525.357090745,-0.335857144
4723,4723,1874375.14740137,5832502.336009708,0.04112963
4724,4724,1875287.390630126,5832471.841198584,-0.301756409
4725,4725,1867207.045259672,5832719.285969936,-0.713999987
4726,4726,1867248.846364881,5832727.182924964,-0.713999987
4727,4727,1868172.148904416,5832689.857494462,-0.713999987
4728,4728,1868308.663874164,5832681.743308268,-0.713999987
4729,4729,1870814.156950755,5832599.429322469,0.091264152
4730,4730,1872338.441976383,5832546.340567945,0.003400001
4731,4731,1873823.43076921,5832500.434619034,-0.422309682
4732,4732,1867918.269508332,5832683.887117835,-0.713999987
4733,4733,1868206.497532523,5832706.774946263,-0.713999987
4734,4734,1872769.727080128,5832626.056738546,-0.047049569
4735,4735,1875226.923940341,5832444.259272523,-0.625
4736,4736,1866886.92013671,5832707.221330153,-0.713999987
4737,4737,1868160.432474716,5832666.44260771,-0.713999987
4738,4738,1868187.600446768,5832665.185631922,-0.713999987
4739,4739,1868211.379962387,5832663.999364017,-0.713999987
4740,4740,1873842.020478805,5832479.857679938,-0.406416657
4741,4741,1875390.912993625,5832435.272198276,-0.120637167
4742,4742,1865209.796033171,5832751.517647257,-0.713999987
4743,4743,1872307.439028101,5832515.510676384,-9999.0
4744,4744,1872328.206548613,5832523.583261255,0.02878273
4745,4745,1874210.900274594,5832462.967642422,-0.340900939
4746,4746,1874563.609640305,5832450.392583614,-0.142410713
4747,4747,1874587.9589629,5832450.156746272,-0.190578288
4748,4748,1867227.30805495,5832676.279753273,-0.713999987
4749,4749,1867720.897896336,5832664.528928379,-0.713999987
4750,4750,1867758.682202031,5832659.109410928,-0.713999987
4751,4751,1870820.531187268,5832569.278743798,-0.187563023
4752,4752,1872279.51637547,5832511.438251995,0.207842104
4753,4753,1873866.108704348,5832464.124324734,-0.409438969
4754,4754,1867778.777582789,5832648.855891696,-0.713999987
4755,4755,1868171.537404338,5832640.027256737,-0.713999987
4756,4756,1868210.188858094,5832638.723061235,-0.713999987
4757,4757,1870827.809854733,5832549.079233832,-0.135899992
4758,4758,1875447.889478752,5832404.542152947,-0.087867298
4759,4759,1868309.828752933,5832621.680086107,-0.713999987
4760,4760,1869780.433446175,5832573.506935521,-0.713999987
4761,4761,1874007.673890994,5832434.659631861,-0.625
4762,4762,1874618.078971607,5832422.55432311,-0.306212122
4763,4763,1867943.097236335,5832629.490975472,-0.713999987
4764,4764,1874158.034205718,5832419.700051813,-0.625
4765,4765,1874522.631435196,5832411.827344972,-0.1406
4766,4766,1875490.639301045,5832375.976676048,-0.179653059
4767,4767,1875510.159494057,5832374.758298764,0.084605505
4768,4768,1867916.010806626,5832614.097563375,-0.713999987
4769,4769,1873924.328487066,5832417.832929811,-0.475796281
4770,4770,1867769.030263681,5832622.588047244,-0.713999987
4771,4771,1874144.344921838,5832467.412931314,-0.625
4772,4772,1869767.502982013,5832524.402323524,-0.713999987
4773,4773,1870317.693235499,5832505.869032887,-0.713999987
4774,4774,1874005.745701358,5832396.709783934,-0.625
4775,4775,1875108.438683419,5832348.243495119,-0.419545454
4776,4776,1868346.679856395,5832560.693996292,-0.713999987
4777,4777,1868366.781101834,5832559.574515263,-0.713999987
4778,4778,1869247.111989578,5832530.987598214,-0.713999987
4779,4779,1874546.456210966,5832357.440835264,-0.282696201
4780,4780,1874572.208134356,5832367.248771446,-0.312741667
4781,4781,1875539.409354184,5832338.508241456,-0.244355174
4782,4782,1874155.824930918,5832375.469350094,-0.625
4783,4783,1867988.382124374,5832557.200711902,-0.713999987
4784,4784,1868020.927751301,5832738.792373847,-0.713999987
4785,4785,1868136.139196884,5832547.087821224,-0.713999987
4786,4786,1868423.103067592,5832538.307323345,-0.713999987
4787,4787,1874528.480161461,5832337.555028154,-0.28501852
4788,4788,1875598.781681013,5832301.080679982,0.158630771
4789,4789,1867542.872184077,5832560.500722034,-0.713999987
4790,4790,1867564.794346254,5832555.59470816,-0.713999987
4791,4791,1868461.302053539,5832531.350612563,-0.713999987
4792,4792,1872218.891151517,5832403.020298945,0.198516663
4793,4793,1874401.907569026,5832346.534506802,-0.174213307
4794,4794,1874501.7667883,5832338.817834494,-0.261694151
4795,4795,1868111.700735387,5832527.91859119,-0.713999987
4796,4796,1868405.142515131,5832518.409032393,-0.713999987
4797,4797,1875614.234988993,5832280.940900744,0.281507038
4798,4798,1865387.975418324,5832613.349986184,-0.713999987
4799,4799,1869895.587882275,5832464.177321839,-0.713999987
4800,4800,1872184.465043083,5832385.879907694,0.244504479
4801,4801,1874178.525010872,5832319.210918811,-0.625
4802,4802,1874447.704317667,5832329.523625696,-0.195051978
4803,4803,1875094.462405924,5832294.149596554,-0.432322366
4804,4804,1868031.746538924,5832510.547070528,-0.713999987
4805,4805,1868142.778244691,5832506.951145702,-0.713999987
4806,4806,1874265.435418106,5832306.350631234,-0.321703708
4807,4807,1875460.892570896,5832267.459489595,-0.625
4808,4808,1868119.796970833,5832504.043858783,-0.713999987
4809,4809,1870388.36147718,5832423.991343029,-0.712245601
4810,4810,1870781.20157251,5832433.312676672,-0.530435179
4811,4811,1874174.489810478,5832299.759371353,-0.625
4812,4812,1874193.771093738,5832303.526390186,-0.575904345
4813,4813,1874245.270717107,5832302.132185223,-0.354314556
4814,4814,1874499.061660291,5832293.719759002,-0.305877935
4815,4815,1875644.619676517,5832249.131169915,0.038360656
4816,4816,1865699.778778597,5832565.766292199,-0.713999987
4817,4817,1868162.549857686,5832486.726702407,-0.713999987
4818,4818,1875505.058457571,5832246.053186627,-0.625
4819,4819,1867417.296327766,5832531.612288182,-0.713999987
4820,4820,1868134.209008969,5832477.287511059,-0.713999987
4821,4821,1868201.610447687,5832479.886219571,-0.713999987
4822,4822,1870033.902607406,5832415.910275011,-0.713999987
4823,4823,1874216.992985414,5832277.076709793,-0.585359992
4824,4824,1874256.647680929,5832275.762911248,-0.540479993
4825,4825,1867118.414739181,5832500.148862487,-0.713999987
4826,4826,1869830.750439336,5832412.177624404,-0.713999987
4827,4827,1870044.463209459,5832405.000351186,-0.713999987
4828,4828,1870821.872017709,5832384.020343846,-0.713999987
4829,4829,1870874.254682641,5832387.231984572,-0.244790781
4830,4830,1874074.269930524,5832272.474585918,-0.625
4831,4831,1874284.531690294,5832264.909896207,-0.603685185
4832,4832,1874344.724078231,5832292.360345841,-0.334405316
4833,4833,1874454.456404597,5832260.16112275,-0.344200005
4834,4834,1867942.893762114,5832463.521698008,-0.713999987
4835,4835,1868117.691041511,5832462.644017981,-0.713999987
4836,4836,1868161.580902165,5832456.816867651,-0.713999987
4837,4837,1868180.522625261,5832463.948426947,-0.713999987
4838,4838,1874195.585141461,5832266.940785239,-0.625007407
4839,4839,1867442.932509677,5832469.709748865,-0.713999987
4840,4840,1868581.589528133,5832433.21914957,-0.713999987
4841,4841,1868621.243478384,5832431.93240621,-0.713999987
4842,4842,1874212.162852783,5832238.625128711,-0.625
4843,4843,1868179.848363209,5832425.906961109,-0.713999987
4844,4844,1868670.028415764,5832410.674071421,-0.713999987
4845,4845,1874639.566927726,5832390.703315505,-0.305240352
4846,4846,1867140.598291022,5832449.531468088,-0.713999987
4847,4847,1867156.446343883,5832448.604144918,-0.713999987
4848,4848,1867989.187352601,5832422.101503592,-0.713999987
4849,4849,1868020.910345652,5832421.074393509,-0.713999987
4850,4850,1869987.741208381,5832357.155563138,-0.713999987
4851,4851,1870394.798560578,5832373.458463223,-0.712535917
4852,4852,1870816.668193192,5832329.868620057,-0.713999987
4853,4853,1868729.909056054,5832388.899267909,-0.713999987
4854,4854,1870017.947479838,5832378.541879177,-0.713999987
4855,4855,1874287.37711295,5832206.332832471,-0.625
4856,4856,1869919.6696575,5832344.508668656,-0.713999987
4857,4857,1869999.577539665,5832337.185147226,-0.713999987
4858,4858,1872318.879494374,5832259.893701394,0.530460009
4859,4859,1874137.296433443,5832208.081775571,-0.625
4860,4860,1874223.544253658,5832213.438185179,-0.625
4861,4861,1874250.495990589,5832197.430900576,-0.625
4862,4862,1874314.792111502,5832198.100154004,-0.625
4863,4863,1866489.316086511,5832440.583840244,-0.713999987
4864,4864,1870816.411785809,5832307.009344752,-0.713968573
4865,4865,1868067.203322924,5832379.653726753,-0.713999987
4866,4866,1870858.82421319,5832288.774419054,-0.446464286
4867,4867,1872295.152121702,5832246.80316581,0.5455
4868,4868,1874133.816515313,5832181.511136812,-0.59867059
4869,4869,1875401.657286059,5832139.532291253,-0.625
4870,4870,1868034.834792966,5832360.741137511,-0.713999987
4871,4871,1870878.589291027,5832267.282514221,-0.469657422
4872,4872,1870929.706909526,5832266.285269354,-0.293300008
4873,4873,1874331.857520747,5832154.433562035,-0.625
4874,4874,1875529.132323748,5832115.808050301,-0.625
4875,4875,1867693.492782839,5832361.806960491,-0.713999987
4876,4876,1868091.478916083,5832349.446113053,-0.713999987
4877,4877,1868367.917715194,5832339.552350448,-0.713999987
4878,4878,1870854.027042739,5832258.430496742,-0.710999987
4879,4879,1870937.311314081,5832256.055654853,-0.187175005
4880,4880,1874196.703198188,5832148.930926517,-0.625
4881,4881,1864312.250318184,5832488.054852139,-0.567475234
4882,4882,1864334.275644171,5832458.990269192,-0.528102796
4883,4883,1864356.516035127,5832506.737567663,-0.559486622
4884,4884,1868224.525289082,5832334.635625494,-0.713999987
4885,4885,1868387.695152295,5832328.462830577,-0.713999987
4886,4886,1868874.841322567,5832313.536634562,-0.713999987
4887,4887,1874168.960102777,5832139.426800147,-0.433132081
4888,4888,1874380.234085049,5832133.387737827,-0.625
4889,4889,1874410.504714969,5832131.86437589,-0.625
4890,4890,1874426.366334945,5832131.338492701,-0.625
4891,4891,1875612.615216327,5832092.299670096,-0.625
4892,4892,1875739.508621808,5832088.073276213,-0.625
4893,4893,1863029.547963773,5832491.065318895,0.393196582
4894,4894,1865484.757234947,5832413.359984603,-0.713999987
4895,4895,1867684.917260861,5832342.12357115,-0.713999987
4896,4896,1868294.221375362,5832481.528501173,-0.713999987
4897,4897,1869954.543918512,5832268.932730248,-0.713999987
4898,4898,1870073.504502683,5832265.052055414,-0.713999987
4899,4899,1875100.154446398,5832098.990154466,-0.625
4900,4900,1866312.743270526,5832393.477088148,-0.713999987
4901,4901,1868169.81673136,5832316.967250275,-0.713999987
4902,4902,1868371.186809673,5832310.297774187,-0.713999987
4903,4903,1870468.261929348,5832241.661725076,-0.713999987
4904,4904,1872178.388812521,5832185.863005144,0.507688884
4905,4905,1874190.693361653,5832122.306031276,-0.520450001
4906,4906,1875329.816507168,5832081.372497618,-0.625
4907,4907,1875772.415253625,5832067.300415722,-0.625
4908,4908,1867684.602854141,5832322.173016742,-0.713999987
4909,4909,1868814.98028658,5832285.916342461,-0.713999987
4910,4910,1869682.798100866,5832257.310109849,-0.713999987
4911,4911,1874948.806593554,5832084.056859909,-0.625
4912,4912,1865650.340151842,5832378.107067806,-0.713999987
4913,4913,1867712.6825351,5832325.884439734,-0.713999987
4914,4914,1869955.088518587,5832244.743207028,-0.713999987
4915,4915,1870405.175134486,5832231.935904883,-0.713999987
4916,4916,1874207.106259374,5832098.473086949,-0.28956603
4917,4917,1874464.697938028,5832090.143180799,-0.625
4918,4918,1874488.490256959,5832089.354181997,-0.625
4919,4919,1875696.307693669,5832061.43026032,-0.625
4920,4920,1875787.612474926,5832046.831605777,-0.625
4921,4921,1865536.158703788,5832381.310820104,-0.713999987
4922,4922,1866288.271839013,5832353.892214228,-0.713999987
4923,4923,1866333.31607226,5832362.41558347,-0.713999987
4924,4924,1867704.045130529,5832300.699826109,-0.713999987
4925,4925,1868897.013942381,5832262.913916342,-0.713999987
4926,4926,1870982.937328777,5832194.677796586,-0.367724989
4927,4927,1874258.325882342,5832086.795001722,-0.625
4928,4928,1875059.175046345,5832060.427507713,-0.625
4929,4929,1875566.535248557,5832064.093054385,-0.624996538
4930,4930,1868365.102619917,5832274.406939407,-0.713999987
4931,4931,1868469.888300017,5832267.318173532,-0.713999987
4932,4932,1874226.272522188,5832077.875991205,-0.218475003
4933,4933,1874527.482743077,5832068.098792204,-0.625
4934,4934,1875816.823542504,5832025.609859974,-0.625
4935,4935,1865549.988402131,5832351.009856788,-0.713999987
4936,4936,1865573.449621031,5832350.257141869,-0.713999987
4937,4937,1865489.607853926,5832354.505779787,-0.713999987
4938,4938,1865510.002509914,5832341.896611266,-0.713999987
4939,4939,1865542.144391337,5832341.073445808,-0.713999987
4940,4940,1875215.269068613,5832025.957945614,-0.625
4941,4941,1875245.144460553,5832024.678574217,-0.625
4942,4942,1865482.199986512,5832332.3404384,-0.713999987
4943,4943,1870189.849398973,5832179.772601723,-0.713999987
4944,4944,1874312.519459307,5832045.074825417,-0.625
4945,4945,1874336.153285281,5832044.499443173,-0.625
4946,4946,1874689.661365443,5832033.151583529,-0.5422547
4947,4947,1875831.913160973,5832001.297604093,-0.625
4948,4948,1865873.985219826,5832309.732895867,-0.713999987
4949,4949,1870008.226101844,5832182.736460727,-0.713999987
4950,4950,1874605.467145549,5832025.587426921,-0.625
4951,4951,1874621.328582636,5832025.061158478,-0.625
4952,4952,1875612.438087419,5831996.327447753,-0.625
4953,4953,1875855.148270192,5831984.407698158,-0.625
4954,4954,1865532.847956091,5832311.6391868,-0.749909094
4955,4955,1868649.552951562,5832211.06663791,-0.713999987
4956,4956,1868680.944832745,5832210.047677728,-0.713999987
4957,4957,1869026.73557854,5832205.326357851,-0.713999987
4958,4958,1870029.146034612,5832166.173393022,-0.713999987
4959,4959,1870084.660307032,5832164.36208611,-0.713999987
4960,4960,1871048.389214422,5832132.650389562,-0.340788461
4961,4961,1872063.335429683,5832091.218277556,0.569999993
4962,4962,1872131.500280431,5832097.10993794,0.533807691
4963,4963,1875691.645086006,5831979.497437005,-0.625
4964,4964,1875722.948039099,5831978.246742532,-0.625
4965,4965,1875743.663746726,5831989.682223555,-0.625
4966,4966,1865520.893178041,5832301.158893364,-0.635027763
4967,4967,1868640.954857766,5832200.949389732,-0.713999987
4968,4968,1874644.459061904,5832004.331451428,-0.625
4969,4969,1874669.703770116,5832004.013557727,-0.624801243
4970,4970,1875144.093510765,5831987.736930029,-0.625
4971,4971,1875854.483670103,5831964.467384366,-0.625
4972,4972,1863664.84118526,5832351.771212731,-0.050770642
4973,4973,1864386.399827852,5832338.150834598,-0.290503182
4974,4974,1865496.998150127,5832299.339387401,-0.652740548
4975,4975,1866170.874409017,5832270.302406815,-0.713999987
4976,4976,1868148.950300315,5832207.338938525,-0.713999987
4977,4977,1868719.950367303,5832188.820473737,-0.713999987
4978,4978,1870012.634321801,5832146.750845321,-0.713999987
4979,4979,1874424.406164893,5832001.441534876,-0.625
4980,4980,1874761.394371798,5832011.01288025,-0.482474288
4981,4981,1875470.373630604,5831967.422430179,-0.490687914
4982,4982,1865868.329662391,5832271.397324763,-0.713999987
4983,4983,1866147.663668031,5832265.019072882,-0.713999987
4984,4984,1869108.223980997,5832166.225076173,-0.713999987
4985,4985,1870114.714456056,5832148.761058594,-0.713999987
4986,4986,1874806.523064922,5831978.43099816,-0.395568806
4987,4987,1875607.534699839,5831952.147141505,-0.618935903
4988,4988,1875682.895717233,5831986.327802318,-0.613386028
4989,4989,1875747.66570818,5831954.515747162,-0.625
4990,4990,1865505.114712857,5832275.883017883,-0.615585232
4991,4991,1867780.125231427,5832199.695677454,-0.713999987
4992,4992,1868608.605840631,5832172.473734734,-0.713999987
4993,4993,1870027.844968043,5832126.293400057,-0.713999987
4994,4994,1875326.957563162,5831952.232172756,-0.401360758
4995,4995,1875627.02942616,5831941.516733528,-0.591117155
4996,4996,1875765.384051954,5831936.323209136,-0.625
4997,4997,1863743.372710482,5832329.3540467,0.109857143
4998,4998,1865800.540934959,5832252.730510085,-0.713999987
4999,4999,1866478.598521528,5832236.438006606,-0.713999987
5000,5000,1866524.772045835,5832235.757003344,-0.713999987
5001,5001,1867759.385946678,5832190.009390579,-0.713999987
5002,5002,1868600.00783473,5832162.356448427,-0.713999987
5003,5003,1869131.367293876,5832145.511547638,-0.713999987
5004,5004,1874784.36066223,5831960.426225764,-0.625
5005,5005,1875079.322357901,5831949.96530315,-0.625
5006,5006,1865490.946208246,5832253.102494682,-0.675509092
5007,5007,1866498.115439553,5832220.735315154,-0.713999987
