OID,FID_,X,Y,BCE_Opua_I
526,526,1701750.804406478,6095132.496054078,-9999.0
527,527,1702692.613644421,6095102.003860514,-9999.0
528,528,1703231.806968934,6095099.939013169,0.326651245
529,529,1703371.7895802,6095092.521386336,-0.079430787
530,530,1703875.531853506,6095092.936336029,0.111704999
531,531,1703902.93570921,6095084.674051977,-0.036486488
532,532,1697019.976067806,6095151.751807631,-0.425783995
533,533,1701725.624587602,6095099.181623728,-9999.0
534,534,1703351.504066375,6095080.389837152,-0.109657581
535,535,1702752.229550276,6095084.223442738,-9999.0
536,536,1701709.060759586,6095079.439731446,-9999.0
537,537,1703943.225676293,6095081.653357976,0.094273798
538,538,1701524.660544216,6095104.47201707,-0.037768645
539,539,1703302.799600273,6095058.867874137,-0.115201387
540,540,1701427.602059653,6095073.451433328,-0.678555588
541,541,1701627.140769003,6095060.434445144,-9999.0
542,542,1702763.24769397,6095048.091753964,-9999.0
543,543,1702773.743618625,6095020.317024456,-9999.0
544,544,1703963.856300701,6095022.586641262,0.133308372
545,545,1696925.550395963,6095073.056905045,-0.594437994
546,546,1703636.870732883,6094987.743859283,-9999.0
547,547,1703979.394309623,6094983.801575297,0.094288
548,548,1704009.517790191,6094989.883597615,0.068240357
549,549,1696908.547736772,6095047.619440092,-9999.0
550,550,1700947.49039616,6095008.85504391,-9999.0
551,551,1703725.42932343,6094976.761419146,-9999.0
552,552,1697226.414083798,6095059.126173728,0.948441424
553,553,1697239.569927447,6095039.009010044,0.344738459
554,554,1699575.813655536,6095012.837943871,-9999.0
555,555,1700145.169891796,6095007.958451953,-9999.0
556,556,1700981.132485042,6095008.918092814,-9999.0
557,557,1703711.129762156,6094981.310335265,-9999.0
558,558,1704033.624510285,6094961.586594235,0.199583337
559,559,1701013.533674969,6094987.612800522,-9999.0
560,560,1699616.286200762,6094993.393396831,-9999.0
561,561,1699689.81105112,6094992.581030205,-9999.0
562,562,1700080.980565587,6095011.67164639,-0.008972246
563,563,1701029.760974172,6094977.466732059,-9999.0
564,564,1701380.892584581,6094973.318546804,3.102458324
565,565,1700177.836719447,6094987.432793417,-9999.0
566,566,1701355.040600263,6095008.995281699,0.694230357
567,567,1700215.355953614,6094969.945530579,-9999.0
568,568,1701053.452322648,6094947.996672053,-9999.0
569,569,1702802.244732799,6094917.784770409,-9999.0
570,570,1703746.12406708,6094913.331727427,-9999.0
571,571,1704063.034270232,6094924.548223052,0.165178263
572,572,1700029.906033397,6094962.159120964,-9999.0
573,573,1700065.21476007,6094938.39812851,0.230124999
574,574,1701098.642835025,6094926.873266599,-9999.0
575,575,1703806.640088305,6094896.316046687,-9999.0
576,576,1697285.884589302,6094992.118984089,0.501133689
577,577,1702818.533209532,6094902.448164689,-9999.0
578,578,1703694.210772088,6094911.407226301,-9999.0
579,579,1700081.332421367,6094918.290720206,-0.161250001
580,580,1700955.760397542,6094932.958526923,0.284214241
581,581,1703683.869643527,6094877.799417653,-9999.0
582,582,1700053.236346857,6094924.528714371,-0.444922336
583,583,1700251.729868982,6094915.017781765,-9999.0
584,584,1697334.968891244,6094937.807993561,0.871876403
585,585,1700277.175749099,6094896.18680613,-9999.0
586,586,1703739.22239439,6094857.898988259,-9999.0
587,587,1703797.196709258,6094864.53305667,-9999.0
588,588,1701161.332669197,6094875.844765764,-9999.0
589,589,1700087.825757657,6094881.754261855,-0.901000047
590,590,1700965.502069333,6094858.865570296,-0.870550036
591,591,1703748.53723255,6094817.269211659,-9999.0
592,592,1703822.061408796,6094816.423123018,-9999.0
593,593,1704115.236508087,6094851.830909016,0.133320143
594,594,1700031.424127335,6094838.403552239,-9999.0
595,595,1700962.732472791,6094828.752521122,-0.035825006
596,596,1703718.859838486,6094804.315018144,-9999.0
597,597,1700038.895290578,6094829.082959363,-9999.0
598,598,1700178.304182307,6094825.831370721,1.842999972
599,599,1701213.274675677,6094831.267420058,-9999.0
600,600,1704159.507208186,6094782.826593517,0.041774648
601,601,1700134.911524057,6094836.560677135,-0.324219162
602,602,1700970.511530802,6094808.532445281,-0.743000031
603,603,1701232.095682028,6094805.804433026,-9999.0
604,604,1700022.939459448,6094810.057923246,-9999.0
605,605,1703861.083669491,6094780.434277885,-9999.0
606,606,1700270.272048708,6094827.060063574,0.787782041
607,607,1704158.308299497,6094752.634455396,0.05675
608,608,1700195.990380193,6094796.670864468,-0.094657087
609,609,1700235.110959837,6094787.047177939,-9999.0
610,610,1701342.638235436,6094852.184426171,-0.518792423
611,611,1703874.394734571,6094737.971030235,-9999.0
612,612,1704161.989976773,6094729.455476961,0.124892307
613,613,1703891.438356026,6094716.237836886,-9999.0
614,614,1704283.292127645,6094722.161650244,0.54567855
615,615,1699838.396581317,6094826.680559975,-9999.0
616,616,1700039.912696821,6094750.090423539,-9999.0
617,617,1701131.515756521,6094738.051795037,-9999.0
618,618,1701198.351184167,6094735.993027125,0.179932417
619,619,1704294.323808707,6094701.040912885,0.563257119
620,620,1699866.93831243,6094743.557284306,-9999.0
621,621,1703882.439665968,6094686.566521149,-9999.0
622,622,1700013.494646103,6094709.997587243,-9999.0
623,623,1704130.918231636,6094668.350254651,0.121707005
624,624,1699874.67086327,6094701.367444921,-9999.0
625,625,1703837.314236317,6094665.753212929,-9999.0
626,626,1699882.72971697,6094691.313896405,-9999.0
627,627,1701575.048690057,6094671.384231959,0.430206348
628,628,1700064.935985657,6094686.046904431,-9999.0
629,629,1701311.397638911,6094685.392571433,0.412410266
630,630,1701345.323889476,6094678.649979926,1.278602015
631,631,1701545.757200323,6094662.222381001,0.195763058
632,632,1696843.747441108,6094724.388064222,0.742060606
633,633,1699888.451846828,6094675.196976074,-0.970000029
634,634,1704122.419481108,6094633.396325271,0.146831371
635,635,1699898.950638148,6094661.295458436,-9999.0
636,636,1699915.075177993,6094661.062760935,-9999.0
637,637,1701649.117681686,6094653.604197009,1.101299277
638,638,1701414.338880878,6094642.14592283,0.8079903
639,639,1701671.140891331,6094621.424211483,0.311818183
640,640,1703722.635795795,6094589.484319824,-9999.0
641,641,1701686.931987577,6094585.882682923,-0.398074095
642,642,1703721.212426925,6094558.304085771,-9999.0
643,643,1704381.159807249,6094556.775517574,1.49863818
644,644,1701520.053863432,6094580.101950722,-9999.0
645,645,1704407.187888549,6094530.459327211,1.190756411
646,646,1704415.241604157,6094520.401639766,1.080074997
647,647,1701653.97922582,6094541.986001453,-9999.0
648,648,1704423.295333601,6094510.343930072,0.696249986
649,649,1701666.179650182,6094533.954392252,-9999.0
650,650,1703197.819022665,6094514.486668183,-9999.0
651,651,1704062.200410475,6094520.322201268,0.080467612
652,652,1699979.102799922,6094540.781699101,-9999.0
653,653,1702005.914906328,6094516.445412517,1.228512128
654,654,1700003.388905063,6094520.583835255,-9999.0
655,655,1702038.667726418,6094503.632342819,0.583292526
656,656,1704431.002507747,6094470.397176692,1.169338807
657,657,1700027.666843373,6094499.659428907,-9999.0
658,658,1700043.845744373,6094500.002171151,-9999.0
659,659,1702110.069886301,6094492.522560697,0.499959939
660,660,1704045.360979503,6094447.57112564,0.134127332
661,661,1701227.907259017,6094447.339774108,-9999.0
662,662,1701763.272174267,6094478.656324196,-0.089392202
663,663,1703343.557930278,6094413.37790415,-9999.0
664,664,1701415.787075087,6094415.3357438,-9999.0
665,665,1704054.306715831,6094395.035876592,0.065521652
666,666,1701407.171763665,6094405.05959455,-9999.0
667,667,1703363.234641758,6094386.382945943,-9999.0
668,668,1703375.947834623,6094373.671206838,-9999.0
669,669,1700132.599506837,6094384.632050641,-9999.0
670,670,1704049.480127595,6094331.682669632,0.111412972
671,671,1702163.411759688,6094344.130879905,-0.12194548
672,672,1702206.245828721,6094329.723353415,0.468571429
673,673,1700132.156973957,6094344.779778224,-9999.0
674,674,1700123.822186517,6094329.92587926,-9999.0
675,675,1703989.984561044,6094286.720817905,0.138646341
676,676,1701400.161841913,6094242.595593172,-9999.0
677,677,1701536.13465726,6094234.418828096,-9999.0
678,678,1701425.744054627,6094225.696924388,-9999.0
679,679,1701468.764846533,6094231.70487372,-0.386694948
680,680,1701519.684865298,6094224.639758016,-9999.0
681,681,1701629.851032444,6094213.434339766,-9999.0
682,682,1701658.329373645,6094203.148964525,-9999.0
683,683,1701324.303242777,6094217.011611067,0.471495344
684,684,1703552.681329943,6094111.841834424,0.017475002
685,685,1702158.866073103,6094155.232919291,-0.302566211
686,686,1703540.342624154,6094104.73007561,0.034632912
687,687,1701341.005490128,6094101.39469331,-9999.0
688,688,1701394.531489919,6094082.729303351,-9999.0
689,689,1706149.396765257,6094001.929594211,0.641732134
690,690,1702221.406699472,6094087.531368368,0.226953662
691,691,1701450.438384796,6094036.965697044,-9999.0
692,692,1706181.953948758,6093991.581836452,0.78592501
693,693,1700138.035554617,6094021.607801727,-0.822454584
694,694,1701617.894456011,6094042.588558104,-0.536651506
695,695,1706227.962886875,6093979.398748953,1.226616553
696,696,1700168.587036179,6094000.60678691,-9999.0
697,697,1701715.903167975,6093991.189590028,-9999.0
698,698,1701752.281231881,6093979.973250765,1.270204561
699,699,1706279.594368629,6093951.147618413,1.646641791
700,700,1699551.395044018,6093981.179844392,0.619677423
701,701,1701756.287325606,6093942.547604952,-0.684573569
702,702,1702337.85170405,6093947.174193115,1.460662091
703,703,1699571.710484091,6093949.549755838,0.55926703
704,704,1698844.141404985,6093983.115727781,0.506391915
705,705,1699413.965418146,6093938.401774168,3.818279022
706,706,1701793.238975111,6093907.810690825,0.324696294
707,707,1699142.015636497,6093985.032040541,0.783312338
708,708,1702367.326791489,6093891.840177147,1.414179503
709,709,1698934.312554292,6093884.699650669,0.606791643
710,710,1698950.430582889,6093864.594184036,0.573241359
711,711,1699319.347215443,6093888.375940005,0.844173972
712,712,1708113.957167756,6093677.796441102,5.127455462
713,713,1701671.03327954,6093731.260371247,-0.164203738
714,714,1708162.875596056,6093629.239210596,0.914838037
715,715,1708189.201129459,6093606.055326849,0.924949999
716,716,1701704.335399545,6093664.566318574,0.936822774
717,717,1706273.620947947,6093613.649503391,0.173508091
718,718,1706320.395143127,6093606.323192371,-9999.0
719,719,1706393.185794525,6093660.927654308,1.164590073
720,720,1701682.849572023,6093678.633822831,-9999.0
721,721,1708216.047195441,6093585.899732487,0.900088016
722,722,1706336.357653534,6093592.539567575,0.210367997
723,723,1701706.212762983,6093634.954214655,0.708140353
724,724,1708239.488780585,6093568.385884892,0.838807954
725,725,1708262.373780569,6093547.705644559,0.864274213
726,726,1699823.933418133,6093639.298882336,0.668364403
727,727,1700344.148452241,6093615.550814664,-0.985000014
728,728,1701699.835558172,6093603.168225987,-9999.0
729,729,1699381.84381144,6093630.235414898,0.483529672
730,730,1701708.267132019,6093575.035349865,-9999.0
731,731,1708298.056124621,6093507.843345196,0.777363379
732,732,1700523.77011345,6093578.356727735,-9999.0
733,733,1701822.348531872,6093563.060442154,4.200708325
734,734,1701722.367835481,6093561.956959114,-9999.0
735,735,1701738.275905999,6093540.317720361,-9999.0
736,736,1708347.317510153,6093456.343808203,0.789794873
737,737,1699507.826794274,6093541.262879258,0.381970396
738,738,1699562.362707536,6093532.279589818,0.49061814
739,739,1706173.3203645,6093453.262733555,0.222642856
740,740,1706437.473147734,6093505.03965247,0.44421265
741,741,1699540.052101022,6093516.58930236,-9999.0
742,742,1701847.952293688,6093500.776558092,-0.084808994
743,743,1706152.067533753,6093420.648446382,-0.076954543
744,744,1706507.143247664,6093425.960407881,0.570157296
745,745,1699559.213951508,6093493.59802217,-9999.0
746,746,1699588.447540997,6093501.420842331,0.480087743
747,747,1706450.317366351,6093416.949569723,0.203194331
748,748,1706128.082894199,6093405.659589136,0.036644067
749,749,1706518.151213433,6093404.690047416,0.604187491
750,750,1699575.105496579,6093469.109372973,-9999.0
751,751,1699599.447228199,6093469.044655026,-9999.0
752,752,1706526.142682205,6093389.648868372,0.676119684
753,753,1710382.181958894,6093383.063839751,0.214828418
754,754,1699599.556720219,6093449.114904677,-9999.0
755,755,1699621.073780882,6093467.573275326,0.50161497
756,756,1700100.702969363,6093450.197185456,-0.614844251
757,757,1700179.264486665,6093437.504747784,-9999.0
758,758,1700199.629188852,6093432.29625045,-9999.0
759,759,1701588.260311029,6093423.675500447,-9999.0
760,760,1700162.762376353,6093422.741649311,-9999.0
761,761,1701640.599477157,6093414.879548009,-9999.0
762,762,1706084.595484893,6093354.997676441,0.067214285
763,763,1706483.442345789,6093352.530544811,0.172500002
764,764,1698658.59464201,6093429.760744903,0.186075472
765,765,1699647.90032788,6093418.279032355,-9999.0
766,766,1699725.66336894,6093417.623664586,0.327062636
767,767,1699746.071632556,6093416.334959713,0.038134618
768,768,1700207.579568476,6093412.626313609,-9999.0
769,769,1701657.406425017,6093396.772643759,-9999.0
770,770,1701910.126072672,6093402.973019264,-0.185211105
771,771,1700137.366076565,6093409.96684465,-9999.0
772,772,1699656.015070458,6093398.465126832,-9999.0
773,773,1699670.6435491,6093426.477719366,0.305127047
774,774,1699775.065821781,6093399.995226873,0.397071288
775,775,1706578.837988187,6093359.982024678,0.838507411
776,776,1700607.911774752,6093378.50780196,-9999.0
777,777,1706503.656010197,6093313.080573889,0.188118143
778,778,1709828.874481496,6093293.477025018,-0.214414182
779,779,1699818.9589711,6093371.756161216,0.214724791
780,780,1700002.408572171,6093354.946462363,-0.262798715
781,781,1701887.555356049,6093346.060157025,0.243375048
782,782,1706518.649160722,6093277.270336038,0.142524109
783,783,1699806.457082985,6093336.667929352,-9999.0
784,784,1706006.113060487,6093246.222891862,-0.05482803
785,785,1706535.808428828,6093239.530119034,0.053333336
786,786,1710028.449402498,6093198.110713686,1.282979152
787,787,1699960.742636774,6093323.875638115,-9999.0
788,788,1709903.489608405,6093222.886008644,0.674821381
789,789,1699298.155638882,6093322.342885352,0.669883631
790,790,1701903.569419168,6093300.394594064,-9999.0
791,791,1705980.971922644,6093226.67747201,-0.083237502
792,792,1705961.586040034,6093216.066327817,-0.055072725
793,793,1699263.847667779,6093291.079223786,1.034651177
794,794,1701944.819417007,6093252.696233791,-0.602641055
795,795,1705935.696881485,6093197.316070375,-0.046450007
796,796,1709670.318489671,6093177.630295909,-0.480794884
797,797,1699703.869247217,6093267.367400859,-0.601171635
798,798,1703680.77793258,6093173.712442259,4.722742215
799,799,1706580.374674995,6093139.893731806,0.117073173
800,800,1702016.687861828,6093185.457577082,4.400444544
801,801,1699710.15900425,6093207.377706141,-0.506704525
802,802,1700674.072575684,6093172.352094457,-9999.0
803,803,1703756.468531996,6093161.824692093,1.19150587
804,804,1706183.965337996,6093085.365537707,-9999.0
805,805,1700674.069275587,6093138.248935311,-9999.0
806,806,1706399.695370056,6093072.480767145,-9999.0
807,807,1700364.909903411,6093130.193149696,-0.547214293
808,808,1701993.346174049,6093158.652688296,-0.144188526
809,809,1702160.291162924,6093100.891018997,0.68918933
810,810,1700347.446756576,6093111.435462536,-0.742253948
811,811,1702136.999981974,6093088.962028644,-0.168071433
812,812,1702176.616275717,6093091.045633469,0.633142853
813,813,1700331.696062295,6093100.062088793,-0.853568183
814,814,1706317.876712615,6093033.588005776,-9999.0
815,815,1706442.979493616,6093040.801291603,-9999.0
816,816,1702115.734879981,6093071.340478874,-0.561881827
817,817,1702152.042838556,6093072.320582879,-0.260037933
818,818,1706309.256902549,6093023.316422603,-9999.0
819,819,1702063.151478212,6093100.729177035,0.147040992
820,820,1706342.323658348,6093018.148431325,-9999.0
821,821,1700283.698105409,6093082.736117101,-0.426249273
822,822,1706055.826073241,6093006.781562092,-9999.0
823,823,1706283.928435739,6093009.319107372,-9999.0
824,824,1703793.415722992,6093023.675861521,0.669692301
825,825,1706186.555319248,6092995.073501061,-9999.0
826,826,1706423.420193524,6092992.279888863,-9999.0
827,827,1709688.96608245,6092999.242835089,0.267016225
828,828,1705990.13251248,6092977.660684389,-9999.0
829,829,1706099.614676052,6092990.14507612,-9999.0
830,830,1706170.408036905,6093016.641910358,-9999.0
831,831,1706312.290052413,6092980.175528094,-9999.0
832,832,1706439.520392748,6092972.160662057,-9999.0
833,833,1706488.36439054,6092971.788075113,-9999.0
834,834,1700681.012878313,6093028.563679441,-9999.0
835,835,1706096.35821088,6092966.242029824,-9999.0
836,836,1700689.394367973,6093018.097022003,-9999.0
837,837,1708121.836940947,6092932.20785745,0.196590244
838,838,1709663.699875023,6092981.329929017,-0.758316171
839,839,1701785.451480396,6093000.45481848,-9999.0
840,840,1702185.038386525,6093037.47590811,0.160659336
841,841,1706169.718137159,6092952.676003002,-9999.0
842,842,1709720.247817227,6092914.584073142,0.222682392
843,843,1701747.789759046,6092984.826280071,-0.66938464
844,844,1703785.526068828,6093047.951600584,0.711492535
845,845,1708035.245361983,6092908.542673989,0.101887501
846,846,1709690.079602901,6092883.551238866,-0.764999986
847,847,1706130.103187192,6092948.046151298,-9999.0
848,848,1706480.417095006,6092922.069408615,-9999.0
849,849,1706520.40259781,6092920.38222368,-9999.0
850,850,1706675.217245048,6092983.050242922,0.114024387
851,851,1705981.144720827,6092908.014594241,-9999.0
852,852,1706499.954353167,6092901.694868724,-9999.0
853,853,1708153.712612634,6092881.418751729,0.276338029
854,854,1705956.524586846,6092898.339518216,-9999.0
855,855,1706691.776803919,6092889.461665622,-0.254282049
856,856,1707884.257197538,6092875.266920635,0.124899998
857,857,1699113.435449018,6092971.271096505,1.651482952
858,858,1701864.579097774,6092934.619497018,-9999.0
859,859,1706107.507408468,6092891.235410704,-9999.0
860,860,1707867.80254016,6092865.499343728,-0.118870131
861,861,1707927.572379512,6092891.490301122,0.163894039
862,862,1708176.263184067,6092866.415588876,0.057043101
863,863,1709748.027506449,6092860.638006435,0.367835821
864,864,1705964.457978109,6092878.317172,-9999.0
865,865,1706692.136484436,6092869.528270512,-0.576160708
866,866,1707835.074622488,6092856.581980535,0.117886796
867,867,1707877.730102094,6092853.082620849,-0.491600001
868,868,1709737.91821635,6092833.163268458,-0.419842091
869,869,1700655.559798722,6092929.000241499,-9999.0
870,870,1706699.590628668,6092859.47546139,-0.519378042
871,871,1700699.597016772,6092942.027823181,-0.624797794
872,872,1705196.483030533,6092866.9335761,0.515987019
873,873,1705980.72139572,6092857.992520734,-9999.0
874,874,1706707.640312468,6092849.415593244,0.299740744
875,875,1709024.387629631,6092829.082245916,0.935240286
876,876,1700368.831921013,6092914.413114008,-0.97491815
877,877,1706115.752256287,6092859.818404268,-9999.0
878,878,1709001.286325795,6092813.664755074,0.532333312
879,879,1699048.21757991,6092956.096008169,0.659057273
880,880,1700401.86940296,6092902.141164025,-9999.0
881,881,1705988.654694277,6092837.970149941,-9999.0
882,882,1706609.393033892,6092830.64911087,-9999.0
883,883,1707729.066655303,6092838.066911885,0.187853144
884,884,1700726.14951994,6092907.48952846,-9999.0
885,885,1700769.297776211,6092888.076310557,-9999.0
886,886,1705751.685695501,6092831.515806787,0.452773592
887,887,1705941.073288047,6092844.520370122,-9999.0
888,888,1705996.109574378,6092827.917937214,-9999.0
889,889,1706083.774257176,6092830.15614402,-9999.0
890,890,1701614.693061562,6092868.763095547,-9999.0
891,891,1705072.027926113,6092828.626936209,0.0099548
892,892,1705980.252779058,6092818.139867371,-9999.0
893,893,1706021.686274769,6092817.652563253,-9999.0
894,894,1706050.808991764,6092831.637061984,-9999.0
895,895,1706718.840796118,6092817.88872271,-0.309583038
896,896,1705182.267952922,6092837.033994037,0.17080015
897,897,1705967.884255577,6092808.320754086,-9999.0
898,898,1707616.344777942,6092799.100934352,-0.018849206
899,899,1701553.208062871,6092849.180278325,-9999.0
900,900,1701571.101543994,6092855.132558072,-0.605808362
901,901,1705947.348189084,6092798.597645072,-9999.0
902,902,1709765.666037908,6092779.834086754,0.37572727
903,903,1705707.39636103,6092809.119723866,0.385632938
904,904,1705837.645525435,6092801.686759993,2.118034252
905,905,1706008.925317877,6092788.489652557,-9999.0
906,906,1706051.385509794,6092792.729808704,-9999.0
907,907,1706061.45968387,6092777.326428205,-9999.0
908,908,1706085.366934269,6092779.701131164,-9999.0
909,909,1701461.876291219,6092832.553003952,-0.355831816
910,910,1701468.981114681,6092821.554505361,0.229695602
911,911,1706706.578684337,6092759.747034422,-9999.0
912,912,1700738.057650366,6092848.547451214,-9999.0
913,913,1706089.815648909,6092757.410669358,-9999.0
914,914,1706698.888732441,6092749.873505448,-9999.0
915,915,1707572.631688399,6092738.977610152,-0.659622228
916,916,1701462.582899354,6092806.245452394,0.780254246
917,917,1707564.235752534,6092729.235202318,-0.590236371
918,918,1707310.094243968,6092736.015480055,0.099441781
919,919,1707350.425875945,6092722.316268426,0.139593748
920,920,1709736.21988142,6092693.678278147,-0.770237293
921,921,1700719.230141042,6092778.82404046,-9999.0
922,922,1700798.462656702,6092809.216287424,-9999.0
923,923,1704740.746308275,6092780.235463077,0.878510115
924,924,1705295.702832867,6092742.779490817,-0.177247846
925,925,1707444.922416545,6092701.092675438,0.305184487
926,926,1709706.660124054,6092709.323855198,-0.736361274
927,927,1709731.601320974,6092674.265734032,-0.785000026
928,928,1704778.989128126,6092723.703039696,0.972576294
929,929,1705358.243649192,6092716.549352322,-0.125054545
930,930,1707402.613474997,6092693.131223178,0.603790256
931,931,1707465.448378495,6092690.942630633,0.219659088
932,932,1708147.332239101,6092703.414637291,0.444489575
933,933,1700740.414028889,6092765.854912852,-9999.0
934,934,1701439.879220525,6092768.152013429,0.033241461
935,935,1705390.794907613,6092706.202081981,0.434080002
936,936,1706718.800515921,6092717.630042599,-9999.0
937,937,1707185.764543538,6092686.625804981,-0.014936901
938,938,1707371.407630018,6092682.446099026,0.901137274
939,939,1709719.202091015,6092658.305575313,-0.785000026
940,940,1705968.330575631,6092695.208873223,-9999.0
941,941,1706738.313516218,6092680.381255683,-9999.0
942,942,1700472.047322547,6092747.653277984,-0.235795456
943,943,1700759.768984539,6092738.029042592,-9999.0
944,944,1705864.204332915,6092688.752607362,-9999.0
945,945,1706019.449897965,6092678.175258155,-9999.0
946,946,1707173.791105124,6092664.92529246,-0.259990564
947,947,1707367.082361108,6092662.22136058,-0.791375004
948,948,1707485.837733125,6092673.232737974,0.709607548
949,949,1709652.011217297,6092639.252401336,0.371480033
950,950,1709717.910618067,6092634.437622344,-0.785000026
951,951,1704793.523511617,6092701.806159609,1.461062401
952,952,1705360.364934432,6092681.546430918,-0.8451358
953,953,1705999.833371697,6092727.125283141,-9999.0
954,954,1708668.814822386,6092646.177340095,0.831075759
955,955,1709637.523128128,6092624.9222931,0.190844443
956,956,1700779.873260509,6092723.342196438,-9999.0
957,957,1701448.459709964,6092725.530108528,0.297287461
958,958,1708681.806764798,6092626.533664526,1.505136334
959,959,1709604.731990229,6092615.356453498,0.315093877
960,960,1705863.975550502,6092655.091522526,-9999.0
961,961,1706729.665474935,6092639.898799626,-9999.0
962,962,1706755.932357876,6092650.279297381,-9999.0
963,963,1706774.766395471,6092699.011218295,-0.633219569
964,964,1700816.348066275,6092698.023227215,-9999.0
965,965,1700894.375303146,6092697.730648514,-9999.0
966,966,1706737.714918464,6092629.838895947,-9999.0
967,967,1709753.783666949,6092618.906007665,0.322020614
968,968,1701485.798112714,6092680.749609755,-0.756298153
969,969,1705741.009306943,6092631.828119886,-9999.0
970,970,1705757.498050111,6092630.703711651,-9999.0
971,971,1705782.008818527,6092631.142630599,-9999.0
972,972,1707720.015991121,6092614.288172442,-9999.0
973,973,1708712.649910173,6092595.256694362,2.019880991
974,974,1709521.068942949,6092591.984027864,0.338247677
975,975,1701520.047116318,6092677.71878453,-0.078265015
976,976,1705454.967257264,6092622.880070545,-0.119313853
977,977,1705507.86400668,6092623.916617925,1.586795557
978,978,1707138.639864001,6092627.962555267,0.18398883
979,979,1701510.833855205,6092660.334559833,-9999.0
980,980,1705520.157788905,6092613.969368218,1.824020493
981,981,1705820.046338594,6092639.575611238,-9999.0
982,982,1706816.459905962,6092617.115648518,-0.429674983
983,983,1708708.740086344,6092590.304520126,1.370999972
984,984,1709357.179281092,6092568.045125906,0.444464303
985,985,1709391.772697522,6092568.120584786,0.206924996
986,986,1709433.148021699,6092574.002652721,0.299616531
987,987,1709695.815369085,6092573.988952832,-0.785000026
988,988,1700935.798006069,6092661.262818812,-9999.0
989,989,1701567.297501376,6092649.734026347,-0.837860048
990,990,1704698.584960056,6092613.423530692,0.159724137
991,991,1705527.492798796,6092603.493183392,1.118531239
992,992,1709726.815202148,6092559.19762458,0.179296606
993,993,1700921.798938984,6092646.816890622,-9999.0
994,994,1701436.345342972,6092641.448864147,-9999.0
995,995,1701542.032452423,6092648.367725167,-9999.0
996,996,1701620.272893605,6092639.172464031,-0.236654005
997,997,1704642.192140221,6092604.591301463,0.113647798
998,998,1707090.747280149,6092582.211623438,-0.189433254
999,999,1701581.299431072,6092636.267660206,-9999.0
1000,1000,1704781.698078613,6092621.730581986,0.236974864
1001,1001,1705032.754511576,6092590.486605152,0.425811131
1002,1002,1705419.109371362,6092630.282801144,-0.15558509
1003,1003,1705764.926923899,6092581.724782868,-9999.0
1004,1004,1707994.351927647,6092555.672645459,1.152261538
1005,1005,1708933.120823692,6092542.038907032,0.313526306
1006,1006,1709267.313376584,6092553.295716609,0.176455036
1007,1007,1709522.088521742,6092536.643684019,-0.805832151
1008,1008,1709740.872677268,6092576.591781078,0.371090043
1009,1009,1700885.582556465,6092645.249994275,-0.873666704
1010,1010,1705801.436716472,6092576.417761766,-9999.0
1011,1011,1709501.548938427,6092526.928587048,-0.814999998
1012,1012,1705559.846217938,6092562.780473073,0.659615394
1013,1013,1707938.993990493,6092548.7942355,-9999.0
1014,1014,1708460.09849736,6092530.621120662,1.301788431
1015,1015,1709192.695374171,6092529.425381524,0.328575441
1016,1016,1709534.097446876,6092516.568358662,-0.805013614
1017,1017,1709597.783376176,6092536.86921362,-0.787954562
1018,1018,1710101.311498097,6092510.285872428,0.918595487
1019,1019,1701174.543322365,6092604.534293785,-9999.0
1020,1020,1701559.164317315,6092600.003801429,-9999.0
1021,1021,1701646.66127728,6092614.512188896,1.629743148
1022,1022,1701697.412866152,6092598.444797717,-0.404299739
1023,1023,1703772.023999506,6092584.758791899,0.987366661
1024,1024,1706855.599908511,6092538.550170923,0.41381539
1025,1025,1708750.027794058,6092526.064239357,0.958517498
1026,1026,1709476.865188647,6092512.281452046,-0.834318522
1027,1027,1700879.432162894,6092601.997865271,-0.648440045
1028,1028,1701484.788377149,6092591.08162274,-9999.0
1029,1029,1701709.551373317,6092588.343429578,-0.23946046
1030,1030,1704833.131716582,6092558.054109173,-0.491790908
1031,1031,1704980.91666052,6092550.098575891,1.999027776
1032,1032,1705805.295885568,6092541.392776026,-9999.0
1033,1033,1706793.216261525,6092533.95026986,-9999.0
1034,1034,1707912.470898988,6092516.407170338,-9999.0
1035,1035,1709162.239832889,6092501.150990525,-0.914275012
1036,1036,1709507.254423312,6092506.057169815,-0.814991223
1037,1037,1709536.06094432,6092498.949403002,-0.804669099
1038,1038,1710280.944225244,6092487.249545798,2.622618598
1039,1039,1701582.683543529,6092580.014322089,-9999.0
1040,1040,1701607.94344729,6092579.525213112,-9999.0
1041,1041,1701623.086946907,6092579.354462812,-9999.0
1042,1042,1705778.972305432,6092537.583000652,-9999.0
1043,1043,1706883.100714586,6092521.196383191,0.197487273
1044,1044,1707018.627593532,6092517.477686736,-9999.0
1045,1045,1707814.343434293,6092507.617029005,-9999.0
1046,1046,1707983.141415157,6092508.947612581,-0.413691181
1047,1047,1709398.963831321,6092487.589158989,-0.845000029
1048,1048,1709419.38684586,6092487.720725862,-0.845000029
1049,1049,1709460.227878978,6092487.571833563,-0.839053741
1050,1050,1709895.25577687,6092608.862085902,0.523872256
1051,1051,1701505.581932776,6092571.294950863,-9999.0
1052,1052,1701713.410123964,6092568.371115402,-0.772860035
1053,1053,1703620.470435871,6092546.645573791,0.004094115
1054,1054,1703770.870390838,6092545.530217826,0.870487571
