OID,FID_,X,Y,BCE_Tamaki
504,504,1766599.375372234,5910483.270548386,1.140677064
505,505,1766453.251938499,5910398.252401514,0.633648622
506,506,1765539.047085459,5910415.769541834,0.085494505
507,507,1765488.820636334,5910366.195850748,0.096181384
508,508,1765467.922678783,5910347.038183252,0.142982457
509,509,1766330.579239062,5910332.371381893,0.926591484
510,510,1766398.707657224,5910355.424681696,0.523075602
511,511,1766291.94254182,5910321.163873895,0.424624999
512,512,1766255.745149176,5910311.9025068,0.513187508
513,513,1765451.504240992,5910317.648119181,0.17432099
514,514,1766231.54843978,5910302.405785086,0.535696202
515,515,1765443.309509839,5910307.837408721,0.194249999
516,516,1766183.350558877,5910293.379150794,0.427278491
517,517,1766159.15414997,5910283.882563115,0.483937499
518,518,1766134.957735817,5910274.38573394,0.564528306
519,519,1766107.335425291,5910259.833162056,0.767526131
520,520,1765424.621351558,5910252.5834243,0.293757142
521,521,1766061.352493532,5910223.801698966,0.613816602
522,522,1765416.991940285,5910189.458152698,0.180727274
523,523,1765372.508625218,5909960.251143659,0.317749998
524,524,1765350.295821202,5909996.818224726,0.850873693
525,525,1765363.92574071,5909930.507234914,0.365316469
526,526,1765371.537528483,5909910.417990537,0.306625
527,527,1765378.918039639,5909870.191098606,0.470909098
528,528,1765818.433520962,5910018.504569099,0.811902666
529,529,1767369.551301345,5909772.199607414,0.693076912
