OID,FID_,X,Y,BCE_Tamaki
530,530,1765761.838980514,5909792.97173743,1.219130433
531,531,1767353.492433657,5909766.872262455,0.819312493
532,532,1765732.143199296,5909524.504411031,0.333291146
533,533,1765666.361534474,5909514.801815152,0.612320412
534,534,1765020.275337341,5909533.582829097,1.974022024
535,535,1765603.564417635,5909497.103528742,0.329624996
536,536,1765059.392347891,5909497.736578633,1.188000031
537,537,1765595.370088975,5909487.293199822,0.285375003
538,538,1765067.198117644,5909487.614282505,1.135500012
539,539,1765587.175836324,5909477.482607491,0.707215194
540,540,1765570.982164264,5909467.828010208,0.453624998
541,541,1765754.974038157,5909464.235794599,0.275125005
542,542,1765570.734469974,5909448.231749984,0.494888886
543,543,1765767.110538423,5909440.730578406,0.358875731
544,544,1765138.225108995,5909436.37996184,0.918000009
545,545,1765153.836325819,5909416.13520449,1.113999986
546,546,1765365.610836481,5909608.310741454,0.910376285
547,547,1766520.793173606,5909369.476141177,0.610000002
548,548,1765340.360702007,5909382.779407925,0.020909092
549,549,1766418.194496313,5909354.64116764,0.433782896
550,550,1765248.860989741,5909364.432525272,0.76417723
551,551,1766376.60212563,5909332.422934274,0.279374991
552,552,1766392.698964365,5909337.092193777,0.278437498
553,553,1765827.474433964,5909362.491103939,0.49050947
554,554,1765520.262065677,5909329.231064813,0.039625004
555,555,1766271.826727566,5909294.594588476,0.428875
556,556,1766303.824988531,5909293.967425132,0.251000001
557,557,1765511.621107427,5909306.398218309,0.388499996
558,558,1766093.074153245,5909615.944367932,1.253582773
559,559,1765499.559625554,5909279.982979099,0.084999999
560,560,1765485.992199968,5909259.7896835,-0.229473692
561,561,1765482.740386943,5909244.907115312,-9999.0
562,562,1765470.315113886,5909230.508116808,-0.177721531
563,563,1765429.840072955,5909214.482299634,-0.832307717
564,564,1765405.981709145,5909209.012456831,-0.319076916
565,565,1765981.893086071,5909170.655060947,0.354468095
566,566,1765989.114008638,5909160.543199086,0.417088612
567,567,1766004.917646323,5909150.263544491,0.331046031
568,568,1765129.644689778,5909323.521263911,0.931112779
569,569,1766027.739741897,5909136.123511394,0.388250831
570,570,1764995.833727427,5909140.036779189,0.263454541
571,571,1767420.21724045,5909092.540836713,1.347848091
572,572,1764993.29859055,5909116.821209746,-0.300624997
573,573,1766387.519129396,5909072.974970233,0.705500006
574,574,1767586.89766999,5909085.20290776,1.479703983
575,575,1764975.449693198,5909090.580601455,-0.504620264
576,576,1764954.871234635,5909052.553133263,-0.79921176
577,577,1764913.905265824,5909012.013924862,-0.626750008
578,578,1766376.82433431,5908936.089872568,1.214818056
579,579,1766318.248864885,5908805.128828391,3.538888862
580,580,1766955.803676855,5909372.718389002,1.11298824
581,581,1765110.392359969,5908964.271099607,0.790776187
582,582,1764927.941884934,5908673.954973447,0.909023568
583,583,1764936.925851756,5908652.630315452,0.685566033
584,584,1765200.170542362,5908507.921096005,3.399874985
585,585,1765111.571902658,5908479.959067644,1.009749986
586,586,1764550.729078281,5908443.919224061,1.139612397
587,587,1764428.813132986,5908350.766754796,1.011355937
588,588,1764405.065169141,5908342.548067022,0.982871627
589,589,1764791.855845976,5908435.627121639,0.891924852
590,590,1764076.066888945,5907478.134751958,3.065421153
591,591,1764114.597849383,5907474.38052307,1.480963857
592,592,1764139.195609242,5907460.75457557,4.858965578
593,593,1764154.552091707,5907450.622197097,4.575150058
594,594,1764021.508754583,5907435.913271459,2.563712753
595,595,1763979.272215648,5907370.010532696,3.117391322
596,596,1764364.295032485,5907543.195607457,1.545125528
