OID,FID_,X,Y,BCE_Ohiwa_
521,521,1962470.849890401,5784575.797829716,-0.726999998
522,522,1961547.604060095,5784611.581452982,-0.465940676
523,523,1960750.012021006,5784631.917695138,-0.010399997
524,524,1958918.418147464,5784692.966450861,0.086509091
525,525,1963605.006789476,5784475.128396237,-0.726999998
526,526,1960723.762900536,5784599.298449898,-0.186361106
527,527,1960769.270518687,5784531.137919759,0.416784815
528,528,1960756.993852206,5784521.688316056,-0.379237502
529,529,1963236.585003528,5784381.62461233,0.125339625
530,530,1960714.000342613,5784483.619321341,-0.268285704
531,531,1963520.169360548,5784391.767342932,-0.35442857
532,532,1963228.159297615,5784357.017131813,0.006512661
533,533,1963141.306924728,5784342.44799003,-0.177712376
534,534,1961617.409705619,5784374.381624787,-0.719993708
535,535,1961551.510423376,5784346.804936193,-0.584763641
536,536,1961810.115294746,5784295.361699111,-0.726999998
537,537,1960649.542727336,5784326.586444386,-0.142263153
538,538,1961800.714340546,5784270.015854399,-0.726999998
539,539,1961773.658585043,5784271.788932751,-0.726999998
540,540,1960612.342791018,5784282.813267187,0.184262461
541,541,1960655.071805401,5784276.586238956,-0.474499996
542,542,1960587.228781733,5784246.731845725,-0.103733838
543,543,1961582.377343596,5784192.00697218,-0.35592307
544,544,1961535.5812736,5784132.457131642,-9999.0
545,545,1960618.659295344,5784168.276496538,0.029666668
546,546,1960551.309164262,5784161.054297379,-0.447337576
547,547,1960624.182596538,5784151.975585354,-0.494413789
548,548,1962732.642290911,5784036.358470756,0.161300004
549,549,1962665.966600997,5784003.459461395,0.044589041
550,550,1963327.679077295,5783922.877734085,-0.216279287
551,551,1960461.561543972,5784004.960729426,0.005157911
552,552,1963305.229091389,5783868.918049415,-0.531842758
553,553,1961206.328923071,5783957.185713159,-0.174766632
554,554,1962659.28775365,5783899.703240758,0.085930636
555,555,1961050.890488536,5783944.244543445,-0.165955356
556,556,1961153.908773872,5783933.797380214,-0.147862742
557,557,1963296.782519168,5783838.666046958,-0.544172511
558,558,1961074.422615564,5783923.995504194,-0.114999995
559,559,1962698.022988958,5783830.325456742,0.092893271
560,560,1963061.61525347,5783799.823951761,-0.726999998
561,561,1962717.615080895,5783810.140557021,-0.004000001
562,562,1962778.352466932,5783803.887261116,-0.062919541
563,563,1962756.176055853,5783788.438593783,-0.076320636
564,564,1963421.223081131,5783411.2473972,0.187975696
565,565,1963441.46199918,5783378.174562307,0.138984126
566,566,1963457.354397808,5783350.579075156,0.103821267
567,567,1963483.0645117,5783336.323536838,0.192886076
568,568,1963493.936542449,5783188.666753013,0.025747586
569,569,1963519.405191782,5782720.144283989,-0.025132074
570,570,1962433.166485976,5782657.874045365,-0.19967347
571,571,1962920.359351626,5782597.155619486,-0.726999998
572,572,1963557.788958108,5782453.034216145,-0.21420408
573,573,1963679.216636237,5782351.543534647,-0.060439998
574,574,1963681.188374451,5782333.183029069,-0.158011118
575,575,1963710.556906493,5782286.140701248,-0.23080585
576,576,1963726.601283027,5782260.582651346,-0.308649124
577,577,1964425.612811311,5782140.029418333,0.023831169
578,578,1964432.834757824,5782129.487379801,0.027666667
579,579,1964445.060848224,5782114.835838503,-0.048999999
580,580,1963921.241919782,5781823.009472365,-0.515925916
581,581,1964180.06693676,5781601.583898587,-0.3575926
582,582,1964160.502781697,5781602.250297765,-0.29781684
583,583,1964187.062877161,5781581.284491531,-0.341018521
584,584,1964170.841710163,5781572.016333124,-0.298727281
585,585,1964220.420244366,5781563.892301563,-0.337042552
586,586,1964175.162443893,5781491.876571963,-0.18841818
