OID,FID_,X,Y,BCE_Ohiwa_
63,63,1964783.4572191,5787225.618704458,-0.803790498
64,64,1960051.004815995,5787443.013246239,-0.485550271
65,65,1964386.729425202,5787232.645796384,-0.864000022
66,66,1960121.259203387,5787413.205679453,-0.420386793
67,67,1960899.378861026,5787373.902988316,-0.022999998
68,68,1959004.178426471,5787437.503576538,-0.648000002
69,69,1957795.473960229,5787479.435240882,-0.151547619
70,70,1965262.628558344,5787150.266614136,0.005537234
71,71,1962628.954182694,5787244.760331972,-0.162936171
72,72,1964460.62041752,5787178.701657148,-0.864000022
73,73,1960340.061428941,5787343.071822553,-0.23613263
74,74,1964790.616057356,5787120.369168117,-0.568797477
75,75,1964533.200499926,5787111.884963788,-0.621774997
76,76,1964544.594553258,5787101.382747884,-0.72690909
77,77,1960333.689635534,5787278.986415445,-0.229386791
78,78,1964567.828110834,5787090.351613712,-0.726999998
79,79,1964338.330130483,5787090.815671325,-0.726999998
80,80,1958122.718706575,5787370.031374803,-0.209373332
81,81,1960198.853278788,5787279.356844435,-0.359468998
82,82,1960277.55874274,5787261.479246357,-0.260226411
83,83,1961235.953798331,5787218.736336161,-0.648000002
84,84,1961338.93769667,5787218.965456308,-0.648000002
85,85,1960241.00837958,5787252.722745834,-0.287163639
86,86,1960303.711076877,5787239.962064871,-0.242272729
87,87,1960438.836217069,5787424.095060146,-0.18265606
88,88,1961212.207650963,5787204.069582469,-0.648000002
89,89,1964642.807282575,5787047.028639105,-0.726999998
90,90,1959174.530180738,5787274.539370594,-0.648000002
91,91,1959801.68477415,5787247.225917987,-0.548507035
92,92,1961390.601985294,5787177.782322197,-0.648000002
93,93,1964273.115331506,5787043.552622754,-0.382675005
94,94,1964503.151952638,5787035.602390904,-0.444273976
95,95,1961198.720452238,5787183.357067282,-0.648000002
96,96,1963277.121259178,5787079.880033261,-0.559915623
97,97,1964432.473895905,5787081.685440522,-0.745082495
98,98,1964584.878905989,5787020.222575546,-0.726999998
99,99,1964623.804068636,5787023.206844869,-0.726999998
100,100,1959201.494456349,5787248.956872742,-0.648000002
101,101,1960251.238590782,5787202.685272952,-0.278635517
102,102,1960941.424874831,5787171.603292765,-0.648000002
103,103,1961178.431034534,5787166.11384934,-0.648000002
104,104,1963372.431559876,5787063.720859122,0.922730775
105,105,1959157.053066521,5787240.543008243,-0.648000002
106,106,1963415.829738737,5787053.008788376,-0.245094145
107,107,1963478.719143588,5787044.064078761,-9999.0
108,108,1964251.602289905,5787004.540010412,-0.242500011
109,109,1964541.051389663,5787002.068718331,-0.726999998
110,110,1959134.794894125,5787232.548990558,-0.648000002
111,111,1964496.50555337,5786998.601601862,-0.411824649
112,112,1964527.831048137,5786981.535844396,-0.726999998
113,113,1959156.046908279,5787210.193471499,-0.648000002
114,114,1964638.236050339,5786975.146001284,-0.726999998
115,115,1963875.354859106,5786991.345783668,-0.726999998
116,116,1964374.109298583,5787077.082540298,-0.775615952
117,117,1959492.918964201,5787178.110717447,-0.648000002
118,118,1961309.142720167,5787085.590071255,-0.648000002
119,119,1962430.108311621,5787036.403151054,-0.648000002
120,120,1959497.032639547,5787154.832269954,-0.648000002
121,121,1959754.839736883,5787134.792841724,-0.648000002
122,122,1964416.091860157,5786940.060443587,-0.480611244
123,123,1965491.58350986,5786879.109755,0.019610389
124,124,1961343.778574775,5787073.14175293,-0.648000002
125,125,1962508.971492862,5787002.921365223,-0.261401274
126,126,1964429.576309671,5786916.648160795,-0.412335479
127,127,1964465.252958629,5786936.950280033,-0.412785717
128,128,1962428.149057683,5786995.997871554,0.111309091
129,129,1964448.863002003,5786905.793578553,-0.359537499
130,130,1964447.396642627,5786885.872569537,-0.714058822
131,131,1959506.332530183,5787099.476633882,-0.648000002
132,132,1964131.814660935,5786889.967474906,-0.689941175
133,133,1964439.633932214,5786876.226010963,-0.726999998
134,134,1958109.73165832,5787151.462517098,-0.645675927
135,135,1962457.948259646,5786954.702509336,0.067727273
136,136,1964400.305074576,5786884.306579248,-0.441323686
137,137,1959071.104072655,5787084.445460399,-0.648000002
138,138,1959102.674595925,5787083.056270221,-0.648000002
139,139,1962867.484170904,5786916.515872044,-0.726999998
140,140,1964373.099678595,5786851.976012633,-0.249635066
141,141,1965491.916621806,5786814.220563411,0.006979362
142,142,1959665.979256354,5787059.146480737,-0.648000002
143,143,1964275.947967815,5786848.870624478,-0.715990564
144,144,1964411.668849586,5786852.015637465,-0.641616695
145,145,1958107.922423723,5787116.568723908,-0.604600857
146,146,1962416.900312175,5786917.074264566,0.133480001
147,147,1964354.532913714,5786830.060019379,-0.133756412
148,148,1964814.256184992,5786840.756274688,1.099661024
149,149,1959030.653440233,5787056.247800916,-0.548740742
150,150,1959073.480862995,5787061.482931872,-0.648000002
151,151,1964064.982050611,5786822.997081235,-0.726999998
152,152,1964354.546656664,5786810.072925912,-0.127969463
153,153,1964397.052331646,5786808.174910648,-0.726999998
154,154,1964594.370828969,5786799.361051309,-0.726999998
155,155,1959021.489506528,5787041.97453063,-0.55334578
