OID,FID_,X,Y,BCE_Mouter
112,112,1601741.40031377,5445843.515907242,0.11061019
113,113,1601792.414527931,5445829.869976413,-0.24958335
114,114,1602015.796877792,5445827.792636602,-9999.0
115,115,1601585.487223582,5445800.582610557,-0.127584156
116,116,1601965.800134663,5445799.909166222,-9999.0
117,117,1601615.640316042,5445790.603929422,-0.479548394
118,118,1601645.79557168,5445790.597201438,-0.819000009
119,119,1601905.524281682,5445787.182468636,-9999.0
120,120,1602026.143939937,5445779.815906056,3.195025605
121,121,1601860.248989838,5445770.020549701,-9999.0
122,122,1601645.788835292,5445760.680967793,-0.780214295
123,123,1601566.07969297,5445750.34985593,0.410711535
124,124,1601542.362715184,5445721.143063622,0.282356686
125,125,1601582.64404445,5445727.302646151,0.428088603
126,126,1601851.988331423,5445728.448105751,0.719366668
127,127,1601528.377404519,5445710.060510051,0.283884618
128,128,1601577.95820257,5445709.589022203,0.270276191
129,129,1601612.770566042,5445722.16500163,-0.322735293
130,130,1601798.4176409,5445716.186803803,-0.760095264
131,131,1601817.227414325,5445700.836172251,1.257330458
132,132,1601894.021203077,5445707.82337509,1.136056035
133,133,1601608.079561655,5445690.884807735,-0.813214302
134,134,1601943.15450039,5445690.222343995,1.159436384
135,135,1601498.216432479,5445680.559527365,0.019716981
136,136,1601517.612958448,5445680.932072701,0.200449996
137,137,1601794.891681103,5445680.949992697,0.27849558
138,138,1602097.541422641,5445680.109172616,1.94745579
139,139,1601487.454096415,5445660.994112942,0.043184464
140,140,1601728.531042807,5445665.776168577,-9999.0
141,141,1601516.886250188,5445655.729349111,0.488960787
142,142,1601546.048736254,5445654.479205496,-0.286321551
143,143,1601778.214747,5445646.301753832,0.937572272
144,144,1601551.124625199,5445610.539423338,-0.695319173
145,145,1601788.592632715,5445615.471207675,0.63410811
146,146,1600615.437264384,5445610.4406773,0.878738145
147,147,1600601.255899547,5445591.463883911,0.927079995
148,148,1601507.850961776,5445607.777826986,-0.131395645
149,149,1601819.192540786,5445597.068404117,0.607045765
150,150,1600671.736834814,5445603.492665661,0.902839815
151,151,1601852.644695087,5445580.545501636,1.409170322
152,152,1602110.485060567,5445588.68685999,1.192574897
153,153,1601799.390009264,5445575.010536125,-0.466313737
154,154,1601837.43026921,5445570.38021926,-0.215075469
155,155,1602172.931705654,5445570.419018857,1.354939397
156,156,1601351.73572062,5445541.355502944,-0.352730006
157,157,1601899.731731431,5445542.476128913,2.277233896
158,158,1601738.358146202,5445625.726296726,-0.702326678
