OID,FID_,X,Y,BCE_Te_Pun
1058,1058,1694668.845458744,6105695.275241313,0.211607822
1059,1059,1694769.158739762,6105686.98867669,-9999.0
1060,1060,1694853.628624518,6105691.203518051,1.161993734
1061,1061,1693992.049711632,6105685.127928114,-0.496000044
1062,1062,1694254.411641133,6105684.079242635,0.011999956
1063,1063,1694458.252327866,6105680.274656654,-9999.0
1064,1064,1694875.64620373,6105682.027015352,1.536970142
1065,1065,1694704.027066363,6105682.517983507,-0.352429177
1066,1066,1694897.005334725,6105689.49311685,0.948726232
1067,1067,1694944.798379181,6105665.220128617,-9999.0
1068,1068,1694000.021771883,6105665.117328667,-0.397000045
1069,1069,1694306.733628222,6105661.926656439,-9999.0
1070,1070,1694908.122689868,6105661.407140109,1.477971684
1071,1071,1694286.896656936,6105653.256400054,-0.135826113
1072,1072,1694924.355237097,6105651.124264183,1.204199986
1073,1073,1694007.993855246,6105645.106695863,-0.67900002
1074,1074,1694295.317394932,6105644.015298945,-0.365580689
1075,1075,1694376.054588173,6105642.002937387,-9999.0
1076,1076,1694417.283311008,6105651.1643955,-9999.0
1077,1077,1694951.414040915,6105640.818473385,0.531895067
1078,1078,1696584.368638659,6105617.981439693,0.933012353
1079,1079,1694310.726109442,6105638.834767642,-0.625250034
1080,1080,1694335.323016504,6105623.470989688,-0.553000028
1081,1081,1694949.303414991,6105616.324077775,-0.329300034
1082,1082,1694024.107585656,6105605.28805279,-0.393210532
1083,1083,1694964.570937375,6105595.323020346,-0.274287366
1084,1084,1694980.872021472,6105595.094090738,-9999.0
1085,1085,1694972.483838192,6105575.254368948,0.046399972
1086,1086,1694080.879496977,6105574.602058143,0.180749999
1087,1087,1694989.333738235,6105565.113426678,-9999.0
1088,1088,1696571.209891044,6105591.128729537,0.023955386
1089,1089,1691996.955209968,6105601.811591422,1.730871438
1090,1090,1691954.167516201,6105576.530415297,1.234547094
1091,1091,1691987.479310993,6105576.191922273,1.423250017
1092,1092,1694048.609318554,6105584.499950094,-0.111656786
1093,1093,1694047.95688155,6105555.016390708,0.539777563
1094,1094,1692543.032519245,6105560.437801545,-0.101223444
1095,1095,1694056.088728567,6105547.611958255,1.436556858
1096,1096,1691929.493105231,6105556.768243427,0.687486664
1097,1097,1691913.356137453,6105546.431555462,0.617317895
1098,1098,1692590.696091724,6105544.879815634,-0.139849294
1099,1099,1691879.958381,6105518.227549782,0.442750004
1100,1100,1691928.756963115,6105507.246008674,0.558607132
1101,1101,1691745.627050569,6105498.553194494,1.134376615
1102,1102,1691733.900362923,6105488.580085857,1.037615375
1103,1103,1695004.354292432,6105461.152024487,0.025173884
1104,1104,1691887.559565465,6105477.77284149,0.344350873
1105,1105,1695031.137582261,6105448.428603641,-9999.0
1106,1106,1691867.611716356,6105468.387738368,0.243045872
1107,1107,1695012.458854165,6105435.773069472,-0.050671638
1108,1108,1692818.450683612,6105451.765205155,-0.387158863
1109,1109,1695019.988378011,6105425.29662262,-0.089150027
1110,1110,1691717.276106128,6105448.388413339,1.338083323
1111,1111,1695060.687934199,6105415.421406997,-9999.0
1112,1112,1695085.104580924,6105394.72090359,-9999.0
1113,1113,1691699.912297725,6105418.487979974,0.470078426
1114,1114,1695050.022681907,6105392.963008252,0.400494775
1115,1115,1692909.355425234,6105397.389974911,0.1412
1116,1116,1691519.367242251,6105401.043606908,2.701397132
1117,1117,1691780.643560304,6105403.924571902,-0.168080626
1118,1118,1692917.43185246,6105387.343188413,0.235540228
1119,1119,1695097.308824485,6105374.456947735,0.522118529
1120,1120,1691511.429419265,6105390.843767991,-0.044805417
1121,1121,1691739.598602576,6105389.394965521,-0.262443135
1122,1122,1692925.508261524,6105377.296394193,0.325222217
1123,1123,1691503.616933027,6105380.620809183,0.208751747
1124,1124,1696712.145103005,6105327.660912522,-0.332000047
1125,1125,1691641.201705586,6105360.434590342,-0.021937779
1126,1126,1695250.756184806,6105364.558721962,0.58156001
1127,1127,1696826.434018632,6105306.510882875,-9999.0
1128,1128,1691477.382010189,6105342.224116345,-0.106829271
1129,1129,1691616.414122213,6105340.823625068,-0.264813957
1130,1130,1691657.299943814,6105339.683117119,-0.488522942
1131,1131,1691550.884258905,6105331.522915808,0.021289475
1132,1132,1691428.459361744,6105321.744085364,0.414557155
1133,1133,1691444.468803684,6105323.361465977,0.25442105
1134,1134,1691542.435068459,6105321.440216409,-0.245694909
1135,1135,1691559.127752925,6105321.27135696,-0.204293105
1136,1136,1691616.205061557,6105320.171550456,-0.499057706
1137,1137,1692879.938469849,6105384.049606159,-0.136571539
1138,1138,1691419.897492442,6105312.823991393,0.464101259
1139,1139,1692876.214660564,6105298.091346618,-0.407592582
1140,1140,1691413.49886581,6105302.902464481,0.490299998
1141,1141,1691425.516876338,6105290.184503973,0.318226242
1142,1142,1691443.958138488,6105272.820971287,0.160950002
1143,1143,1691452.036034751,6105262.775521549,0.119946429
1144,1144,1693701.911817543,6105264.883593054,0.475413887
1145,1145,1693717.43499506,6105229.679797582,1.283915392
1146,1146,1691361.870705413,6105243.758552405,0.787399998
1147,1147,1695264.216756651,6105216.489277651,-9999.0
1148,1148,1691511.080803988,6105297.791839796,-0.472322236
1149,1149,1693725.771012693,6105215.608855146,0.8135092
1150,1150,1695254.761195014,6105193.657723738,-0.482250039
1151,1151,1691494.368530512,6105236.54031761,-0.05751519
1152,1152,1691574.311231873,6105221.683774922,-0.861734176
1153,1153,1693733.712561809,6105199.861800578,0.308317072
1154,1154,1693749.802163341,6105199.409084883,-0.069415004
1155,1155,1691533.368214289,6105217.116060858,-0.399355426
1156,1156,1691594.656880415,6105211.513923883,-0.88872049
1157,1157,1695262.851866331,6105173.798842398,-9999.0
1158,1158,1691557.934810986,6105208.50603884,-0.44776049
1159,1159,1691606.823690905,6105201.427025713,-0.876986828
1160,1160,1693741.754516516,6105185.256810903,0.477439486
1161,1161,1691582.389720493,6105191.967337932,-0.062649118
1162,1162,1695455.193641895,6105153.903953267,-9999.0
1163,1163,1691271.45851868,6105184.665567012,0.967973324
1164,1164,1691442.886480529,6105183.361698416,0.838178559
1165,1165,1691623.02936373,6105186.317262085,-0.79868181
1166,1166,1693749.882043537,6105165.653041547,0.356111113
1167,1167,1691639.235034155,6105171.207430204,-0.750074991
1168,1168,1693777.446922554,6105171.546326876,-0.378467764
1169,1169,1695311.580224173,6105135.860740024,-9999.0
1170,1170,1695429.12913491,6105132.93819114,0.171756679
1171,1171,1691604.532179524,6105169.534322279,-0.244669605
1172,1172,1691651.401860747,6105161.120383121,-0.7344
1173,1173,1693758.032225835,6105146.132702763,0.210838667
1174,1174,1693790.07538967,6105139.20835941,-0.53137501
1175,1175,1695532.298628109,6105127.420336569,-0.415342885
1176,1176,1691622.927758964,6105158.24836339,-0.418359368
1177,1177,1693798.150734402,6105129.160772324,-0.583883334
1178,1178,1695556.863794229,6105112.143527073,0.946439387
1179,1179,1691214.437668346,6105144.500610934,0.570035708
1180,1180,1691639.206148912,6105148.761569923,-0.42776922
1181,1181,1693771.329065851,6105126.688263791,0.046821654
1182,1182,1693806.225917712,6105119.113090449,-0.608525004
1183,1183,1694438.403999828,6105115.917526844,-0.157005019
1184,1184,1691655.594423669,6105137.667223706,-0.370121209
1185,1185,1693781.730030746,6105109.579301437,0.300425
1186,1186,1693814.301090113,6105109.065458139,-0.604417878
1187,1187,1694419.507818728,6105102.771368423,-0.483488889
1188,1188,1691664.384414594,6105122.867638132,0.3797
1189,1189,1691697.471600249,6105130.418519921,-0.635230058
1190,1190,1693789.913327446,6105099.667668018,0.207445944
1191,1191,1693822.383735873,6105099.744275243,-0.608749983
1192,1192,1695588.964903315,6105080.57756965,0.49463636
1193,1193,1697052.881325514,6105065.675209702,-9999.0
1194,1194,1692701.936349201,6105100.746074439,2.196051662
1195,1195,1697069.720140045,6105054.804077512,-9999.0
1196,1196,1691213.905507122,6105112.691171311,0.535533055
1197,1197,1691491.913642289,6105102.951209195,0.575839969
1198,1198,1691683.691014069,6105112.298575629,0.483129936
1199,1199,1691720.313041104,6105100.639207918,0.505425
1200,1200,1693803.725231017,6105086.634693192,0.367674638
1201,1201,1694517.507190143,6105072.060903199,-0.302654535
1202,1202,1697085.373806583,6105044.672268737,-9999.0
1203,1203,1691222.018203568,6105096.352409366,1.87198127
1204,1204,1691736.881926276,6105096.460090883,1.221023708
1205,1205,1693822.277947892,6105074.695417366,0.023856829
1206,1206,1693862.95863096,6105068.705321026,-0.784529458
1207,1207,1694140.855369835,6105065.614369694,-9999.0
1208,1208,1695592.265004984,6105101.361017562,-0.027641445
1209,1209,1691229.571815531,6105085.854022782,3.87987046
1210,1210,1691499.692388223,6105089.58639274,0.733169492
1211,1211,1691745.566389071,6105081.919309684,1.981719481
1212,1212,1693838.444553104,6105064.194737656,0.058432104
1213,1213,1693883.301245183,6105058.530294044,-9999.0
1214,1214,1694385.678151771,6105053.304565354,-9999.0
1215,1215,1694560.25718429,6105078.119916722,0.126571099
1216,1216,1691236.888694411,6105075.634455207,2.293543851
1217,1217,1691515.557648459,6105073.547174805,0.542654532
1218,1218,1691765.700552281,6105095.526703556,-0.458781823
1219,1219,1693847.031490975,6105050.554978047,0.237954792
1220,1220,1693903.644037771,6105048.355321688,-9999.0
1221,1221,1697090.68919688,6105021.513553536,-9999.0
1222,1222,1691535.899017256,6105062.998129843,0.5330126
1223,1223,1693862.921920237,6105044.824666609,0.171684353
1224,1224,1693911.718946362,6105038.307633315,-9999.0
1225,1225,1694377.888284172,6105033.457841427,-9999.0
1226,1226,1694566.161432337,6105031.696867324,-0.333689649
1227,1227,1694713.203103893,6105029.954724571,-9999.0
1228,1228,1691556.248017385,6105053.207927885,0.537469387
1229,1229,1693879.128541942,6105034.49208936,0.709489925
1230,1230,1693927.972513575,6105028.174993847,-9999.0
1231,1231,1697182.980386904,6104993.804332204,-0.058836372
1232,1232,1691572.496600791,6105042.353159517,0.539822214
1233,1233,1693895.399430444,6105024.644936729,-0.131122391
1234,1234,1693936.04737632,6105018.12721171,-9999.0
1235,1235,1694552.980597842,6105018.338317431,-0.442828413
1236,1236,1694565.783503916,6105011.56849725,-0.490824999
1237,1237,1695318.20782751,6105003.658452819,0.068755065
1238,1238,1695334.552678203,6105003.502350858,0.698333299
1239,1239,1695350.917134384,6105004.056476278,2.167212727
1240,1240,1695481.763996297,6105001.950257993,-0.526555604
1241,1241,1697195.144732726,6104984.056887041,-9999.0
1242,1242,1691213.652614784,6105034.684375577,4.320674284
1243,1243,1693911.87684824,6105009.763083405,0.083197904
1244,1244,1693944.122363095,6105008.079569312,-9999.0
1245,1245,1694696.533552418,6105000.237281139,-9999.0
1246,1246,1691205.412604643,6105024.758568264,0.067869534
1247,1247,1691581.069655434,6105022.338734672,0.514701755
1248,1248,1693928.346670987,6104999.322963899,-0.465661023
1249,1249,1695268.915702399,6104984.265671868,-9999.0
1250,1250,1693952.0939297,6104988.069018788,-9999.0
1251,1251,1694683.95320126,6104970.477058393,-9999.0
1252,1252,1695219.635746085,6104964.856425741,-9999.0
1253,1253,1697163.868799773,6104961.910516231,1.438628986
1254,1254,1693239.403734381,6104977.470728717,-0.165903377
1255,1255,1694671.47720534,6104950.679790097,-9999.0
1256,1256,1691196.336520711,6104977.029105985,0.901531284
1257,1257,1691351.027158786,6104979.826601674,-0.713261691
1258,1258,1691768.423909786,6105005.495418881,-0.885632522
1259,1259,1691203.747544346,6104966.456710737,0.363924062
1260,1260,1691359.054654255,6104964.799774577,-0.660450005
1261,1261,1691752.218890481,6104967.579322765,-0.062215385
1262,1262,1693943.40580591,6104939.066231682,-0.511120022
1263,1263,1691777.536851425,6104949.460243147,-0.30624939
1264,1264,1691221.688329556,6104948.413191189,0.927147238
1265,1265,1691775.844295855,6104930.690923356,0.012625008
1266,1266,1694661.287903659,6104914.916276625,-9999.0
1267,1267,1691244.278908701,6104931.317351338,1.244470069
1268,1268,1691792.099849165,6104920.562169213,-9999.0
1269,1269,1693910.271431481,6104898.827960151,0.828124994
1270,1270,1691260.614397034,6104921.652492304,0.605214706
1271,1271,1691276.845803222,6104912.751254723,0.451212112
1272,1272,1691653.963797538,6104904.536706974,-0.458960366
1273,1273,1693435.725637864,6104883.812511086,-9999.0
1274,1274,1695130.66137576,6104865.607828154,-9999.0
1275,1275,1691309.57543863,6104897.366174761,0.390452834
1276,1276,1693928.635256987,6104895.212596176,-0.334604933
1277,1277,1691342.089928007,6104890.843938353,0.358147655
1278,1278,1691440.032009308,6104884.271331686,-0.769130022
1279,1279,1691687.860566124,6104886.044960331,-0.387145077
1280,1280,1693926.573733644,6104859.278048125,-0.364271426
1281,1281,1691358.540380743,6104875.998556649,0.419640212
1282,1282,1693934.920568197,6104849.64807811,-0.632725529
1283,1283,1694649.016985366,6104867.774134154,-9999.0
1284,1284,1691374.741595803,6104866.463977282,1.489864397
1285,1285,1691407.110515748,6104863.949753134,0.507957265
1286,1286,1691705.20527718,6104864.910105949,-0.4482342
1287,1287,1691783.36572403,6104865.849663483,-0.544444961
1288,1288,1693423.04681933,6104844.08782004,-9999.0
1289,1289,1693943.293951631,6104840.184082709,-0.587111154
1290,1290,1695121.589967631,6104838.74964475,-0.397255363
1291,1291,1691415.427543962,6104857.093318258,1.26217266
1292,1292,1691456.086493462,6104854.217600181,-0.776049993
1293,1293,1693958.671961731,6104828.6459815,-0.608862107
1294,1294,1695088.65261478,6104815.22564187,0.226789432
1295,1295,1691432.418599839,6104845.830679219,0.551723233
1296,1296,1693966.913623155,6104818.813199552,-0.51246812
1297,1297,1695008.677643775,6104817.708922506,-0.260955929
1298,1298,1695081.966371686,6104804.343404913,-9999.0
1299,1299,1693975.085586366,6104810.220523704,-0.411275623
1300,1300,1691766.109655804,6104834.14998728,0.077857948
1301,1301,1693418.649309741,6104814.241390807,-9999.0
1302,1302,1694007.637670392,6104799.293368146,-0.857000053
1303,1303,1694032.153566895,6104788.862888979,-0.31734375
1304,1304,1691455.583064664,6104804.403459081,-0.941907692
1305,1305,1694048.223710741,6104778.03341657,0.794809098
1306,1306,1691876.353070879,6104760.28540461,-0.894853718
1307,1307,1694088.563779197,6104770.945922475,-0.00394376
1308,1308,1695085.393889403,6104751.675101001,-0.054293039
1309,1309,1691351.803194261,6104765.326387412,-0.265432448
1310,1310,1691339.587597373,6104715.900568133,-0.742962269
1311,1311,1691806.115979774,6104748.954314617,-0.316801857
1312,1312,1691830.766895367,6104700.965123757,-0.312149993
1313,1313,1693883.462476828,6104679.899997662,-0.011461113
1314,1314,1693899.826288044,6104680.456533661,-0.671647105
1315,1315,1690751.688807015,6104680.14923341,-0.273019181
1316,1316,1690782.979467435,6104671.683059996,-0.561574075
1317,1317,1690734.407841517,6104662.206380153,-0.854341181
1318,1318,1690701.645987477,6104652.380366233,2.730441566
1319,1319,1690799.724425682,6104650.860979304,0.115854169
1320,1320,1690881.511768611,6104650.766316255,0.725488899
1321,1321,1689720.03923196,6104642.430208397,-0.210508466
1322,1322,1690685.371961593,6104639.401603152,1.259740342
1323,1323,1689704.810327904,6104632.66702257,3.297233347
1324,1324,1690637.419446823,6104612.883964078,1.49379079
1325,1325,1689688.161481081,6104581.816180192,1.911924007
1326,1326,1690628.031595499,6104562.99072965,1.947645289
1327,1327,1690654.868352351,6104584.870095797,-0.554762513
1328,1328,1689767.250936492,6104589.011680756,-0.711677339
1329,1329,1690639.113208467,6104538.613993888,-0.470797314
1330,1330,1690570.109128724,6104523.409316614,1.858845616
1331,1331,1690626.69665024,6104523.792551729,-0.82486368
1332,1332,1689580.622023616,6104524.011616898,2.039496004
1333,1333,1689612.548629562,6104524.656642657,1.661074346
1334,1334,1689894.677670959,6104521.131420737,2.190039201
1335,1335,1689555.204991055,6104515.260633462,2.361854581
1336,1336,1689530.975113997,6104504.267627329,2.907472655
1337,1337,1690520.152512849,6104494.941771553,-0.097289636
1338,1338,1690593.006025552,6104517.153358818,0.399770459
1339,1339,1691750.624064482,6104484.677099503,0.154859323
1340,1340,1691791.678487186,6104484.535713783,0.870075016
1341,1341,1689522.56127749,6104494.59939418,2.273059241
1342,1342,1690497.016960774,6104474.478981843,0.221214292
1343,1343,1691716.159723913,6104497.242749322,-0.444557591
1344,1344,1691852.873497035,6104461.608508069,0.228975009
1345,1345,1691844.014906408,6104486.397877322,-0.493901275
1346,1346,1689515.523615379,6104474.650751698,1.481183721
1347,1347,1690050.02054324,6104469.102836645,1.247788529
1348,1348,1695524.620974072,6104412.897011848,0.396666668
1349,1349,1689803.324802952,6104485.697020225,-0.730826082
1350,1350,1691526.973138705,6104450.223589391,-0.863738126
1351,1351,1695541.276382253,6104404.171517463,1.460709966
1352,1352,1689824.473471242,6104452.082186277,-0.754999995
1353,1353,1689551.817178127,6104452.62471924,0.764540463
1354,1354,1690516.096067735,6104459.581419661,-0.691558902
1355,1355,1695409.823459098,6104384.942804403,-9999.0
1356,1356,1689846.415809492,6104439.291365111,-0.431304262
1357,1357,1690119.010288907,6104434.207556311,1.622854233
1358,1358,1691746.056381462,6104412.873049244,1.259110167
1359,1359,1689523.584148576,6104436.559896063,1.59831891
1360,1360,1689642.028929374,6104432.13618438,0.590612891
1361,1361,1689807.821195283,6104422.356141378,0.144200005
1362,1362,1689864.46930758,6104421.793662645,-0.286962259
1363,1363,1690502.932144025,6104415.429617141,-0.967000031
1364,1364,1691721.422057094,6104403.158887851,1.106046511
1365,1365,1691768.370306213,6104409.302705665,-0.25272927
1366,1366,1691871.36427728,6104423.864732197,-0.53778242
1367,1367,1689665.900696253,6104414.553467623,0.912135318
1368,1368,1689824.262023448,6104419.090547359,-0.263527557
1369,1369,1690126.704751531,6104414.203326768,0.892212504
1370,1370,1690233.062918589,6104408.035921182,1.856582267
1371,1371,1690251.926452369,6104416.200310802,2.221534458
1372,1372,1690290.040722578,6104407.388547906,1.575157885
1373,1373,1690453.824892027,6104405.873964088,1.835240493
1374,1374,1690494.654823034,6104405.548527445,-0.79184622
1375,1375,1689848.967976793,6104402.769763272,-0.724671228
1376,1376,1690134.740879677,6104399.904102117,0.732884611
1377,1377,1690225.252534183,6104397.915583861,1.568507022
1378,1378,1690437.513368826,6104395.895013558,1.707162143
1379,1379,1690478.19959183,6104395.749238911,-0.558800035
1380,1380,1689864.887056455,6104392.055381157,-0.727666662
1381,1381,1689881.272688329,6104406.681082798,-0.361453982
1382,1382,1690314.552121703,6104388.147162927,0.739708333
1383,1383,1695604.775883672,6104333.528288669,1.757801134
1384,1384,1689880.82730288,6104361.848451087,-0.293412498
1385,1385,1689895.237363288,6104371.669059489,-0.746428567
1386,1386,1690443.829539395,6104367.280577875,-0.641271738
1387,1387,1690404.213954321,6104336.089361124,0.46067645
1388,1388,1695687.21008453,6104282.951121043,1.329529432
1389,1389,1690387.547421456,6104326.908853784,0.239046913
1390,1390,1690362.914824691,6104317.191109975,1.493049982
1391,1391,1690403.796051307,6104316.056085305,-0.564916703
1392,1392,1689882.96421313,6104302.447695904,-0.498542372
1393,1393,1690338.182801689,6104297.510489756,0.377526321
1394,1394,1690386.214952216,6104299.789490398,-0.274695212
1395,1395,1695335.928239811,6104244.836742994,-0.647400045
1396,1396,1689863.680201435,6104282.308480677,-0.47334999
1397,1397,1690346.301778153,6104283.558254651,0.030921979
1398,1398,1695686.184241556,6104222.600477246,-0.19110002
1399,1399,1689757.90669616,6104262.590268834,3.889338946
1400,1400,1695607.425943534,6104358.325936194,0.277895071
1401,1401,1689741.328914254,6104242.628500585,-9999.0
1402,1402,1689837.858451197,6104212.818409842,-0.628818173
1403,1403,1695342.038242126,6104161.468089922,-9999.0
1404,1404,1689682.989099694,6104205.117711687,5.459405899
1405,1405,1689470.486130255,6104196.244476411,3.654772733
1406,1406,1689495.2132485,6104201.106142187,2.014928276
1407,1407,1689463.834014295,6104186.14332071,1.875657116
1408,1408,1689527.4180296,6104186.731010633,0.776192291
1409,1409,1689641.89659871,6104184.870883204,4.193410158
1410,1410,1689543.674528471,6104176.606342703,0.738150931
1411,1411,1690214.056518965,6104169.015322402,-9999.0
1412,1412,1689559.930991389,6104166.481644692,0.619236364
1413,1413,1689805.217240651,6104176.486544346,-0.491274889
1414,1414,1694761.004723594,6104103.145277599,-9999.0
1415,1415,1689446.036265555,6104145.993994319,1.995285735
1416,1416,1689437.800066838,6104136.064719397,1.730473713
1417,1417,1689429.008870386,6104126.478206948,1.577942831
1418,1418,1690168.45457611,6104125.145303224,-9999.0
1419,1419,1689420.413322018,6104117.316339626,1.701243235
1420,1420,1689453.446836585,6104101.521905943,1.680297716
1421,1421,1690303.383930609,6104088.618010748,-0.609000027
1422,1422,1689410.403557089,6104099.318774468,1.850264958
1423,1423,1689435.399364331,6104081.811743342,1.63943332
1424,1424,1689823.78688705,6104102.017550258,-0.646005447
1425,1425,1689804.588924612,6104056.142736292,0.250952378
1426,1426,1689401.933082888,6104065.18707044,2.982830349
1427,1427,1689820.844496798,6104050.87871285,0.158007191
1428,1428,1689863.79649287,6104047.438482708,-0.736464082
1429,1429,1689419.029235564,6104037.619804553,1.735699992
1430,1430,1689836.884988585,6104033.754419683,0.117885135
1431,1431,1689412.662007973,6104012.823478401,1.266785722
1432,1432,1689877.095853423,6104012.094775567,-0.581532978
1433,1433,1689876.469822702,6103983.267704115,-0.219944455
1434,1434,1689893.817783724,6103989.736797567,-0.577925611
1435,1435,1688731.587433841,6103974.417039803,0.877366072
1436,1436,1689434.435039992,6103981.386270893,1.05916031
1437,1437,1689476.670220553,6103958.100322218,1.213672114
1438,1438,1692292.412506059,6103931.452747844,-0.738221405
1439,1439,1688674.640716455,6103955.224193799,0.65407142
1440,1440,1688756.971448749,6103954.465872733,1.104692781
1441,1441,1692247.936492479,6103919.744582412,-0.483767873
1442,1442,1692321.698563505,6103918.787706006,-9999.0
1443,1443,1689492.242186186,6103937.264417324,1.620474997
1444,1444,1688144.820854117,6103940.508526981,0.634558554
1445,1445,1688650.337278397,6103934.922949553,0.798669233
1446,1446,1692305.140328628,6103899.028974891,1.119924984
1447,1447,1688633.673936888,6103915.394875191,1.091521543
1448,1448,1688769.735567448,6103930.646032964,0.944124652
1449,1449,1689811.321663381,6103903.57565285,-9999.0
1450,1450,1692321.291829803,6103878.936304217,-0.86731579
1451,1451,1688625.438103464,6103905.464845544,1.733771409
1452,1452,1689500.390381631,6103908.257556946,1.748388821
1453,1453,1688780.369398472,6103899.435604814,1.341349676
1454,1454,1688788.399998241,6103884.411144773,1.163438876
1455,1455,1689508.07727282,6103882.365435105,0.973169812
1456,1456,1688166.190839174,6103908.205494776,0.188847002
1457,1457,1689712.552768032,6103865.009584812,4.21695711
1458,1458,1689814.548924409,6103864.31705457,-0.239629412
1459,1459,1689704.065219879,6103855.439937532,5.10745469
1460,1460,1695362.931734998,6103799.782811927,0.410812506
1461,1461,1695379.184375453,6103798.278372585,0.368387089
1462,1462,1689515.979937022,6103857.312909461,0.947874991
1463,1463,1694700.278968429,6103795.286814807,-0.736487222
1464,1464,1695466.579410602,6103800.705805833,4.249750033
1465,1465,1689741.100181019,6103839.022701802,-0.052930229
1466,1466,1695331.506580204,6103801.861260382,-0.152460152
1467,1467,1688575.303292326,6103836.681478092,3.307884599
1468,1468,1689508.650239314,6103826.719032588,1.054888872
1469,1469,1695288.996815969,6103768.654174683,-0.704592619
1470,1470,1695305.015986936,6103768.485411024,-0.49058931
1471,1471,1695419.663511393,6103767.072420497,0.802650003
1472,1472,1688100.958890842,6103831.311092322,0.628488044
1473,1473,1688558.900815257,6103826.815935739,0.917392404
1474,1474,1689725.944316325,6103821.844914294,-0.088198926
1475,1475,1688093.784775775,6103821.119965828,0.482608894
1476,1476,1688550.654974435,6103816.910521114,0.554674419
1477,1477,1694634.436418435,6103755.393277607,-9999.0
1478,1478,1695273.537160323,6103751.978551002,-0.126202082
1479,1479,1688544.038242787,6103806.402272244,1.302292685
1480,1480,1689546.219087291,6103803.28108793,1.327008343
1481,1481,1695255.810736412,6103739.633967771,-0.512398167
1482,1482,1689482.658236959,6103787.798228414,2.228011712
1483,1483,1689572.699875663,6103787.209269458,1.087368432
1484,1484,1688623.845611363,6103776.501949851,0.581359913
1485,1485,1689458.657218584,6103767.02491165,1.812247472
1486,1486,1689558.30714891,6103774.433238381,1.386883013
1487,1487,1695443.564689672,6103707.03632419,3.964000046
1488,1488,1695688.881683792,6103704.444467563,-9999.0
1489,1489,1688573.887296096,6103784.938752299,-0.533384279
1490,1490,1688631.960969707,6103766.49950811,0.588025654
1491,1491,1689544.073348591,6103756.732097175,1.181385971
1492,1492,1695460.293439176,6103697.504634903,0.669999957
1493,1493,1695696.953707237,6103694.395081411,-9999.0
1494,1494,1688097.9052241,6103777.395977227,-0.58224041
1495,1495,1688122.513071389,6103792.84336808,-0.694999993
1496,1496,1689451.021382431,6103748.434460917,1.994217334
1497,1497,1689491.672851164,6103748.684795948,1.287919889
1498,1498,1689710.981558251,6103745.983740376,-0.142913786
1499,1499,1695705.025462798,6103684.345601727,-9999.0
1500,1500,1688517.907654131,6103746.936936009,2.057266688
1501,1501,1688640.068762066,6103746.595565153,0.595736846
1502,1502,1689458.022318079,6103738.82818923,1.898315041
1503,1503,1689465.621489071,6103729.937679989,1.592079957
1504,1504,1689710.783940914,6103726.058117182,-0.085258616
1505,1505,1695238.714487877,6103669.339593702,-9999.0
1506,1506,1688138.655982828,6103738.558615906,-0.694999993
1507,1507,1688648.024999925,6103731.715202278,0.74318182
1508,1508,1688113.213792308,6103738.930741218,-0.694999993
1509,1509,1688341.085080587,6103719.406870748,-0.694999993
1510,1510,1695222.150135287,6103649.585874497,-9999.0
1511,1511,1688410.493135809,6103708.764964635,-0.694999993
1512,1512,1688484.309153769,6103707.665450851,4.491226344
1513,1513,1688656.052844552,6103711.82078122,0.526592111
1514,1514,1688333.708048098,6103748.710842354,-0.60188638
1515,1515,1695197.574448405,6103629.712410021,-9999.0
1516,1516,1688133.13214764,6103708.037099413,-0.694999993
1517,1517,1688283.330917283,6103699.294888783,-0.694999993
1518,1518,1688402.121166038,6103688.91937377,-0.503299993
1519,1519,1688422.56405757,6103688.719422998,-0.694999993
1520,1520,1688664.085547984,6103691.938737363,0.27174235
1521,1521,1689653.469174568,6103676.216019464,5.454614003
1522,1522,1694158.826410598,6103630.851508135,-2.5e-05
1523,1523,1695172.938151455,6103620.007685763,-9999.0
1524,1524,1688142.172058027,6103683.332576218,-0.694999993
1525,1525,1688179.469064712,6103692.296518274,-0.694999993
1526,1526,1688410.200872257,6103678.876655315,-0.600928252
1527,1527,1688671.867314082,6103676.315300048,0.15270465
1528,1528,1688700.92132961,6103676.611001206,-0.213459462
1529,1529,1689694.002634989,6103666.237423969,-0.250049992
1530,1530,1694177.784881564,6103628.071337283,-0.076480286
1531,1531,1695615.575335185,6103606.831535828,3.333813931
1532,1532,1688223.116321939,6103676.81970472,-0.694999993
1533,1533,1688483.704198593,6103668.920693786,-0.652886785
1534,1534,1688505.359967048,6103683.909254761,-0.45695466
1535,1535,1689628.742549074,6103656.57547104,3.476249984
1536,1536,1692326.926888563,6103629.781806082,-0.195449994
1537,1537,1694200.129946901,6103612.712010869,0.555142855
1538,1538,1688164.059234549,6103672.935943115,-0.69192307
1539,1539,1688185.146535281,6103661.202413815,-0.488746828
1540,1540,1688679.613065304,6103661.293724385,-0.068955982
1541,1541,1689620.262983094,6103646.97512739,2.91389875
1542,1542,1689644.576912577,6103647.00417999,-0.039446432
1543,1543,1689665.185366787,6103646.595518524,-0.221537499
1544,1544,1694216.362327252,6103601.685527773,0.255243655
1545,1545,1694187.541435662,6103645.853823853,-0.421845073
1546,1546,1694224.765995731,6103591.015209232,0.560541668
1547,1547,1688750.524466413,6103636.092074086,0.584957255
1548,1548,1689628.025334209,6103627.240622129,0.041929825
1549,1549,1688521.980770408,6103634.053420086,-0.170200002
