OID,FID_,X,Y,BCE_Te_Pun
531,531,1697804.20083737,6109121.832433409,0.847487177
532,532,1697334.753592647,6109117.099754559,0.348967755
533,533,1689469.6739319,6109196.188347723,-0.075610416
534,534,1689435.793804207,6109165.987595703,1.222598343
535,535,1697626.219107554,6109080.57796016,1.242575622
536,536,1697769.212560784,6109098.761357288,0.860018169
537,537,1697340.816398781,6109085.701874522,1.786755002
538,538,1697374.782322364,6109067.958418478,1.119843861
539,539,1697382.848848293,6109057.897613765,0.409559317
540,540,1697733.247858898,6109061.510157515,0.829602339
541,541,1689449.915730957,6109139.359686061,2.784350176
542,542,1689218.688537833,6109144.375805914,1.386325726
543,543,1689461.744408728,6109118.824401291,2.726357841
544,544,1697397.626916303,6109036.882733271,0.528679236
545,545,1689240.744134748,6109111.069225438,2.197913725
546,546,1689535.237567858,6109108.104814296,0.425839736
547,547,1689608.81624616,6109107.288141213,0.057730291
548,548,1689249.069182684,6109101.357221658,4.911820722
549,549,1689313.663555579,6109104.652580746,1.421752212
550,550,1689469.388066292,6109103.683988561,0.557899795
551,551,1689524.941693429,6109122.732547538,0.187677262
552,552,1689567.844016747,6109097.78077392,0.512424994
553,553,1689625.081712492,6109097.163580126,0.054549999
554,554,1697399.844703923,6109017.71341307,0.709073182
555,555,1689502.253431108,6109088.41388415,0.500408318
556,556,1689584.255177748,6109094.729979114,0.429731269
557,557,1689635.889372442,6109086.689723421,0.072504201
558,558,1697406.25833842,6109007.070903839,1.060961033
559,559,1689609.06138835,6109078.364627485,0.395061703
560,560,1697413.455571738,6108986.892713345,1.297192292
561,561,1697438.435363433,6108986.828478161,1.186380936
562,562,1697690.142517074,6108991.200290911,4.091029646
563,563,1689322.155020266,6109080.571032835,1.479146392
564,564,1689624.763518658,6109057.394573544,0.422128986
565,565,1689642.83407297,6109065.02108168,0.208845426
566,566,1697462.874326706,6108976.601674493,0.996551733
567,567,1697700.792082724,6108976.226536665,4.293048754
568,568,1689321.593032762,6109040.582314664,1.532912294
569,569,1689633.102137848,6109037.791499159,0.445342858
570,570,1697757.62409609,6108955.607137476,0.805642741
571,571,1697773.654981729,6108933.357071936,0.992626981
572,572,1689657.419547737,6109007.870925815,0.40344615
573,573,1691420.734605418,6108995.346690898,0.130446596
574,574,1691440.574049896,6108988.624803009,0.16614035
575,575,1691481.490950074,6108988.938386833,-9999.0
576,576,1689665.838919366,6108998.483548684,0.497788465
577,577,1691473.208228872,6108979.05839235,0.227745081
578,578,1697792.359575612,6108916.330001447,1.976883641
579,579,1689509.451290371,6108988.705743399,-0.493355545
580,580,1689681.353593391,6108992.074803843,0.518239887
581,581,1697421.377306411,6108907.095742109,1.541317076
582,582,1697806.100945078,6108904.52731048,2.328320991
583,583,1690172.255511187,6108972.374822022,-0.245649125
584,584,1689487.598692669,6109020.924080575,0.316379734
585,585,1689517.485548965,6108973.680820509,-0.481292128
586,586,1689816.07480919,6108965.744247381,0.997462505
587,587,1697404.445778859,6108910.42159584,1.24061754
588,588,1689761.91631262,6108990.818284607,0.360665081
589,589,1689836.271168217,6108957.535866774,0.587137927
590,590,1690179.622444707,6108953.120092995,0.696601087
591,591,1694482.380302356,6108945.17455238,0.047332236
592,592,1689525.470564161,6108953.674520096,-0.112440669
593,593,1690119.993247945,6108952.494060104,-0.054313593
594,594,1690204.62719797,6108942.101542986,-0.396571475
595,595,1689953.151612346,6108941.489224739,0.164670991
596,596,1691341.702270799,6108921.328900449,-9999.0
597,597,1689533.803069645,6108935.324328192,0.343664005
598,598,1689896.703250465,6108946.604545482,0.134496025
599,599,1689904.109297747,6108929.414708191,0.260000002
600,600,1691317.049254254,6108910.886876855,-9999.0
601,601,1694486.861438882,6108894.134239206,0.095744894
602,602,1689918.243098988,6108926.790129883,0.313673469
603,603,1689938.586948443,6108920.593816244,0.453846154
604,604,1690867.116963706,6108905.650864086,-9999.0
605,605,1691296.493932989,6108901.130455476,-9999.0
606,606,1694491.948674707,6108868.825413724,0.055999996
607,607,1690858.665458339,6108895.567410478,-0.401933378
608,608,1691275.939083147,6108891.373723054,-0.514000058
609,609,1689510.360234053,6108918.919944383,0.861229208
610,610,1690930.711345427,6108897.850949765,1.039682779
611,611,1691238.583233501,6108881.787275181,-0.406071462
612,612,1689539.317878092,6108896.90357535,0.418185526
613,613,1690989.211664375,6108879.937661546,-0.107015878
614,614,1691214.374602465,6108872.066199841,-9999.0
615,615,1694581.251411727,6108842.529119825,-9999.0
616,616,1689524.732316582,6108878.954010332,0.547641661
617,617,1690253.911098981,6108872.813721032,-0.016928564
618,618,1690835.857577568,6108879.554761057,0.347578623
619,619,1691014.213767065,6108866.016590511,-0.2553696
620,620,1694528.400917868,6108859.097249796,1.547475638
621,621,1690261.90234937,6108863.069538719,0.085326924
622,622,1691038.547384425,6108856.055941274,-0.182521761
623,623,1689242.494495081,6108865.919896577,2.206308038
624,624,1690277.290540467,6108851.597835317,0.182787501
625,625,1690809.124887757,6108851.227801968,1.025783336
626,626,1691130.10845461,6108861.15977109,-0.231700015
627,627,1691140.05112712,6108842.985901005,1.53536112
628,628,1694573.201441902,6108818.621070769,0.646194435
629,629,1689254.937441712,6108853.16179365,2.202899605
630,630,1689517.887216874,6108838.824749553,0.644444434
631,631,1689532.668002399,6108853.966344493,0.270638408
632,632,1690302.341889759,6108829.542716614,1.762754609
633,633,1694548.211079745,6108777.562651754,2.57877143
634,634,1689516.014126275,6108819.203697539,0.486400009
635,635,1694539.601029113,6108768.185251924,0.25149999
636,636,1690775.642042473,6108776.108138547,0.007076925
637,637,1694529.1149782,6108744.795955488,0.524091211
638,638,1694584.641153928,6108762.371915093,0.449919089
639,639,1689499.540611676,6108779.240997341,0.241112663
640,640,1694613.188020984,6108729.84640533,0.614000011
641,641,1689492.314801797,6108759.397022193,0.545352955
642,642,1690408.530871694,6108790.688402165,1.226106554
643,643,1690546.877008452,6108740.002341757,0.470448978
644,644,1690570.972768992,6108730.875555315,0.295019606
645,645,1689484.160115382,6108729.180635445,1.142270866
646,646,1689498.54503862,6108729.961426456,-0.485981818
647,647,1690586.925079286,6108719.003775679,0.156050631
648,648,1689474.349629778,6108699.731360867,2.197753549
649,649,1689482.452104128,6108680.097497692,0.474284049
650,650,1689489.945914288,6108670.786296153,0.048802682
651,651,1690703.812799686,6108708.968850753,0.268952785
652,652,1689480.861180138,6108634.708924098,0.612487318
653,653,1691363.126300955,6108611.509504612,-9999.0
654,654,1695629.833714706,6108567.479112945,-9999.0
655,655,1689502.31873187,6108630.454138584,0.1870031
656,656,1690642.881601989,6108608.984395945,0.650877184
657,657,1695605.184029128,6108557.775402504,-0.756249998
658,658,1690602.490644371,6108619.889969142,0.964945755
659,659,1689468.514863184,6108613.615656749,1.995672667
660,660,1689517.263872723,6108594.557208287,-0.222456892
661,661,1690618.858390211,6108586.014202375,2.358316493
662,662,1690642.582584251,6108579.096142016,0.685333346
663,663,1694598.533339074,6108538.450467144,-0.312230769
664,664,1690626.884996958,6108569.578372858,4.974250093
665,665,1690707.931096126,6108568.069702972,1.15859647
666,666,1695555.673897964,6108518.441998623,-0.834333344
667,667,1689529.86227627,6108570.028317691,-0.181679662
668,668,1694602.58599066,6108518.684723693,-9999.0
669,669,1689480.723991096,6108565.53190589,0.818580652
670,670,1690634.032653555,6108554.067969371,4.058262515
671,671,1694594.130549317,6108508.604767112,-9999.0
672,672,1689496.77362355,6108550.632142701,0.618827572
673,673,1689537.846873285,6108550.021986813,0.00169196
674,674,1690627.656909409,6108538.394426461,-9999.0
675,675,1690610.359780685,6108508.273579685,3.751597506
676,676,1695510.044844783,6108459.139863226,0.066717978
677,677,1689553.815957601,6108510.009294515,0.720036007
678,678,1690602.196726275,6108498.267998714,2.210568767
679,679,1690715.418437543,6108498.657144862,2.082656505
680,680,1689578.269017771,6108500.530363084,0.326072727
681,681,1690594.04437463,6108488.255209574,2.362590893
682,682,1690731.847345479,6108488.324542767,5.445349969
683,683,1694609.966392817,6108448.767659639,-0.222425005
684,684,1694654.867715741,6108448.186927594,-9999.0
685,685,1689600.459893488,6108489.620686333,0.757917153
686,686,1690749.223778982,6108480.148837247,2.764513518
687,687,1694618.130758076,6108438.945235278,-0.144946432
688,688,1694634.418232193,6108435.401865076,-0.114546883
689,689,1694658.773414815,6108428.228490943,-0.151785188
690,690,1694683.287024937,6108427.235846507,-0.15134286
691,691,1689464.330375636,6108470.545851354,0.820218751
692,692,1694699.770623085,6108419.487541253,3.058799989
693,693,1694735.0413524,6108420.778761812,-9999.0
694,694,1690551.697657311,6108449.957615466,2.68907738
695,695,1694716.464907281,6108408.921584337,3.089120009
696,696,1690543.269308801,6108440.273755609,2.988561156
697,697,1689627.407594832,6108462.986614132,0.641191562
698,698,1690535.006406447,6108430.38490238,3.035540523
699,699,1689655.295494365,6108429.295899316,0.68019752
700,700,1690779.108666198,6108449.57324018,2.990461998
701,701,1690530.089875908,6108414.059288329,3.639898307
702,702,1690564.543996524,6108416.592245779,4.555191466
703,703,1691329.941337058,6108426.65294734,-0.179541083
704,704,1689675.385979675,6108409.373956098,0.620785709
705,705,1691275.789450471,6108403.924954727,3.020245568
706,706,1689773.463729714,6108398.438891695,1.021912278
707,707,1691317.019826988,6108389.103042492,2.37275674
708,708,1689781.4661417,6108388.466801654,0.186356155
709,709,1695664.021220087,6108318.0202026,-9999.0
710,710,1690590.028475486,6108384.411582276,2.932969876
711,711,1690782.504339576,6108384.490957735,3.66931517
712,712,1691344.450665573,6108368.018862383,2.33546922
713,713,1691360.752629818,6108342.920071783,3.327910788
714,714,1691376.937116312,6108365.229195395,-0.243408205
715,715,1690804.407215555,6108355.064442337,4.221188831
716,716,1691368.838644394,6108332.880964313,1.043095225
717,717,1691409.401349445,6108332.056929268,-0.249589785
718,718,1691377.144912626,6108323.88185888,0.94667901
719,719,1689423.729907541,6108330.084150321,0.493011367
720,720,1691393.10849597,6108318.413250783,1.315999999
721,721,1691409.210030853,6108302.295881999,1.010719269
722,722,1691429.378930509,6108307.222588985,0.051608658
723,723,1689408.48873949,6108297.334006132,-9999.0
724,724,1691417.694310472,6108288.978322978,-0.096785749
725,725,1691441.415257589,6108261.260981695,-9999.0
726,726,1691457.684675629,6108251.859419563,-9999.0
727,727,1691433.542224657,6108248.989519375,0.450374985
728,728,1691442.280355905,6108233.444981799,3.835111115
729,729,1691450.317972689,6108223.351387888,-9999.0
730,730,1691469.535800026,6108231.085036562,0.060505361
731,731,1694721.649924447,6108183.445977479,-9999.0
732,732,1694706.967920066,6108169.162805696,-9999.0
733,733,1694729.740609573,6108158.656041578,-9999.0
734,734,1694721.754469719,6108145.105813307,-0.228488639
735,735,1694729.642258864,6108128.944753963,0.203953843
736,736,1694764.919680726,6108123.431568937,0.320397011
737,737,1694754.278800988,6108098.975708339,-0.099628572
738,738,1691444.105273029,6108122.467415773,-0.377142862
739,739,1691423.551864592,6108112.711087039,0.604314611
740,740,1691431.903377747,6108103.091511715,0.316533333
741,741,1691595.2477567,6108100.286195807,0.411639954
742,742,1691448.077017084,6108092.801922542,2.02204679
743,743,1691612.103249814,6108091.822250279,-0.474869597
744,744,1689271.450871619,6108086.955223347,-9999.0
745,745,1692219.400341773,6108073.678560819,0.57266663
746,746,1689214.29099265,6108082.434913329,3.090568708
747,747,1689246.881189307,6108083.671343605,2.699529451
748,748,1691521.05664186,6108062.111828408,-9999.0
749,749,1689157.040364679,6108073.482352999,3.957465116
750,750,1689193.614834985,6108075.156935679,3.206969309
751,751,1689312.417096025,6108064.442655033,2.398194439
752,752,1691873.490015239,6108039.312817356,-9999.0
753,753,1692134.829204994,6108049.687680746,-9999.0
754,754,1689131.724019807,6108056.370081856,5.028389983
755,755,1689320.961545384,6108055.777496449,3.979162485
756,756,1691881.764836746,6108030.311313053,-9999.0
757,757,1692281.810504674,6108029.279875748,-9999.0
758,758,1689336.572399518,6108043.970258299,3.250327049
759,759,1691483.921412888,6108057.849154391,0.489243454
760,760,1689344.644436792,6108033.914063934,1.6050447
761,761,1692265.245337999,6108009.521256002,-0.074923121
762,762,1691954.95710096,6107998.876787904,-0.651888947
763,763,1691973.370111631,6108004.186130044,-0.178500042
764,764,1691991.02812601,6107997.364223456,-9999.0
765,765,1689376.588182896,6108017.988065604,1.04251787
766,766,1691963.391462397,6107989.649722836,0.534999995
767,767,1689352.901091844,6108015.080091979,1.400120001
768,768,1691978.748694562,6107984.060015429,-0.145663399
769,769,1689364.618959609,6107983.957404382,2.674936418
770,770,1691659.751458315,6107955.912072853,0.911261198
771,771,1691685.641895152,6107963.850498434,-0.072899305
772,772,1689376.00253484,6107963.761000389,2.228623072
773,773,1691667.39831501,6107941.011302195,0.400961038
774,774,1692272.563714612,6107924.754190883,-9999.0
775,775,1694743.276121903,6107904.230573319,0.026511069
776,776,1696019.461781883,6107885.810710639,2.094942021
777,777,1692272.310048949,6107899.847176546,-9999.0
778,778,1689352.698031408,6107912.519493409,4.693360019
779,779,1689344.241229507,6107902.951316861,4.354529474
780,780,1689336.712059345,6107893.530636403,4.714855286
781,781,1689375.745193721,6107894.221855528,1.049392868
782,782,1689516.045569827,6107872.603484538,0.819773603
783,783,1689359.088536191,6107864.495040167,1.263142828
784,784,1689269.963517657,6107813.764647853,1.445875019
785,785,1689285.142563265,6107815.927845592,1.619711539
786,786,1689261.621397551,6107804.006367615,1.526653888
787,787,1692106.726681982,6107767.021009948,-0.619000018
788,788,1689269.382026878,6107736.305172902,2.24648079
789,789,1689259.953758118,6107675.347893747,4.550795197
790,790,1689242.858223295,6107655.93442659,1.758466733
791,791,1689345.157136691,6107635.843169515,0.802524995
792,792,1689320.516883477,6107626.122479616,0.967418195
793,793,1691382.095406853,6107607.425354069,0.760260966
794,794,1691630.919701911,6107582.534878941,-0.250461535
795,795,1691606.27695201,6107572.820359921,-0.254349991
796,796,1691659.695121848,6107579.678524963,-0.593150822
797,797,1691581.634256578,6107563.105774799,-0.575987674
798,798,1691397.932863719,6107564.65590409,3.132815272
799,799,1691433.122374774,6107577.735186172,0.405814574
800,800,1691562.924705373,6107553.331140024,-0.418705262
801,801,1691417.820295806,6107544.833137098,0.893305099
802,802,1691573.417852635,6107543.056925027,-0.20001785
803,803,1689184.416609926,6107557.134881182,0.10712763
804,804,1691450.276489589,6107534.7460225,0.31775001
805,805,1691431.461658974,6107525.186116759,0.700418603
806,806,1689151.503499101,6107538.260199185,0.300074073
807,807,1691601.292343646,6107530.403053404,-0.245938919
808,808,1689135.044297462,6107528.458484011,-0.072462951
809,809,1691550.536888996,6107511.890802866,0.738354222
810,810,1691581.131097592,6107498.979506496,0.620655621
811,811,1691662.727521976,6107491.812309324,-0.513604164
812,812,1696276.594885716,6107444.66711169,-9999.0
813,813,1691473.216061833,6107485.291900787,4.796892613
814,814,1691679.499056655,6107484.662960836,-0.519874998
815,815,1689240.800955958,6107497.093505287,1.122837862
816,816,1691695.774707156,6107472.929547918,-0.120734395
817,817,1691434.853025286,6107454.567719877,0.483200006
818,818,1691480.275747948,6107519.40352159,0.435157158
819,819,1689215.990078771,6107457.393267597,1.265267855
820,820,1691457.451040562,6107435.035652258,1.781701531
821,821,1691719.412340327,6107432.204993417,-0.582916711
822,822,1696224.578527039,6107409.828701572,-0.522501426
823,823,1691418.227127272,6107424.156117267,0.789319141
824,824,1691752.01493758,6107421.887966948,-9999.0
825,825,1696165.415943594,6107376.100683264,-0.932022262
826,826,1689121.704250493,6107462.837328151,0.168108136
827,827,1691760.094455956,6107411.842330803,-9999.0
828,828,1696144.858889971,6107366.354909385,-9999.0
829,829,1689134.51122763,6107428.559357706,0.077775677
830,830,1692867.932926848,6107390.797229188,-0.017228085
831,831,1691401.20643341,6107394.614424987,0.975712118
832,832,1691767.476503844,6107391.840002656,-0.11389657
833,833,1692856.079104983,6107380.744005353,1.251558443
834,834,1692893.552330154,6107392.258527947,-0.380211409
835,835,1696128.286240081,6107346.603025688,-9999.0
836,836,1689150.221451511,6107408.017984256,0.259437501
837,837,1691759.791587382,6107381.954029678,4.232312478
838,838,1692881.230084806,6107371.772490839,1.329263167
839,839,1691392.28757784,6107375.185335821,1.546299014
840,840,1691416.475347965,6107378.784587648,0.899487174
841,841,1689158.21511538,6107388.022754109,-0.012699998
842,842,1691399.598979937,6107360.686906583,0.832193302
843,843,1691383.40518764,6107350.208236388,1.105356889
844,844,1691375.771567126,6107331.296301922,0.877861394
845,845,1692781.487257498,6107313.138297598,3.216915015
846,846,1692771.533920559,6107327.721067245,-0.073762883
847,847,1689141.991834442,6107327.759844271,0.61987301
848,848,1692740.547455728,6107292.357551224,1.030149203
849,849,1689126.144035886,6107298.136378064,0.068250014
850,850,1689189.878712262,6107298.230940538,1.217824578
851,851,1689198.126694293,6107287.981653048,1.442611615
852,852,1691751.041863236,6107263.241415654,0.398790316
853,853,1691767.063898287,6107242.845273273,0.562390415
854,854,1692674.469305827,6107222.456420878,-9999.0
855,855,1692653.920368638,6107213.08232702,-0.496500042
856,856,1689100.117260282,6107238.491721693,0.774607991
857,857,1692825.711259156,6107211.670068739,-0.571200038
858,858,1689092.616713001,6107228.153966581,0.757244444
859,859,1692036.611298328,6107201.237676376,0.125236377
860,860,1692052.966807534,6107190.424828536,-0.056406273
861,861,1692575.554312464,6107186.327070354,2.747851323
862,862,1696060.728227729,6107148.040856209,-0.420529452
863,863,1692587.988893141,6107199.531970846,0.85393494
864,864,1696040.17174769,6107138.294880115,-0.345759731
865,865,1696224.22938571,6107136.341044122,-0.399449996
866,866,1696245.099116995,6107144.606996905,0.97952359
867,867,1689074.990854787,6107198.888598305,0.864941166
868,868,1691904.780748904,6107163.682339382,-9999.0
869,869,1692830.256107963,6107152.836941013,-0.655076962
870,870,1692912.052326316,6107154.737886297,-0.487847501
871,871,1695997.946812972,6107124.288300673,-0.352370395
872,872,1689037.532387319,6107179.961101552,1.234895572
873,873,1691876.92013002,6107188.583704337,-0.082483712
874,874,1692838.262822951,6107143.678698758,-0.695000044
875,875,1692943.603062408,6107139.987333205,0.051358933
876,876,1695966.23192912,6107109.186806673,-0.471000046
877,877,1689017.084421807,6107170.07056713,0.523654592
878,878,1692092.759963915,6107139.442669515,-9999.0
879,879,1692853.939720799,6107133.173780487,-9999.0
880,880,1692894.419249292,6107130.528153204,0.298709084
881,881,1692960.302085649,6107131.385894732,-0.237551762
882,882,1695949.765618471,6107099.397376741,-9999.0
883,883,1696182.798519388,6107086.961448317,-0.848913819
884,884,1692182.540053795,6107118.601631307,-0.3164118
885,885,1688984.614696738,6107139.712488478,1.784169484
886,886,1691759.443574542,6107120.228159166,1.060214602
887,887,1692238.753725301,6107127.949809805,0.68291592
888,888,1692384.975928779,6107114.047689828,-0.295480039
889,889,1692427.84589337,6107106.137364862,0.198656097
890,890,1692467.765352408,6107122.721030343,0.10213348
891,891,1688976.11413284,6107130.175713317,3.051926735
892,892,1692109.16923103,6107105.510264147,-0.595412726
893,893,1692190.151670687,6107098.993451551,2.192945185
894,894,1692289.120918889,6107098.926213363,0.334258063
895,895,1692337.754182941,6107096.366158875,-0.677714322
896,896,1688967.743984396,6107120.527507163,1.936511128
897,897,1696577.379298902,6107046.402478621,-0.120890625
898,898,1689138.967412988,6107109.373022061,1.455467532
899,899,1692124.872777029,6107079.333226873,0.593564003
900,900,1692181.260337464,6107079.391951771,0.113906248
901,901,1692318.673984871,6107088.568333999,0.431364572
902,902,1696607.037703905,6107027.076080693,0.044133929
903,903,1688952.366354418,6107080.490839703,1.441877518
904,904,1689061.572824384,6107129.884884811,1.07646832
905,905,1688952.870748122,6107061.948457166,1.176261878
906,906,1692138.973864059,6107062.851854686,0.145465002
907,907,1696146.772064048,6106987.704418049,-0.400750026
908,908,1696139.76150268,6106956.236041983,-9999.0
909,909,1696156.26326853,6106902.045012756,-9999.0
910,910,1696132.049566119,6106878.682656684,1.413361105
911,911,1696139.840138544,6106868.523692475,1.196564096
912,912,1696147.801898406,6106858.346842272,2.08016882
913,913,1696155.195209762,6106848.214650497,2.209791703
914,914,1696172.131732089,6106852.921557625,0.120999955
915,915,1696097.929391934,6106798.907533293,4.54922913
916,916,1696121.315840666,6106796.368472397,2.836452846
917,917,1693475.385149562,6106785.92451368,-0.645666709
918,918,1693524.916865915,6106802.880782625,0.291114925
919,919,1692809.057471225,6106784.122030686,-9999.0
920,920,1693554.033761761,6106777.277199218,0.041048405
921,921,1696586.359080229,6106693.337969149,-0.769513169
922,922,1693634.608447152,6106715.112661724,-9999.0
923,923,1696554.842929543,6106684.443158774,-9999.0
924,924,1696497.477142752,6106675.090686834,-0.84139736
925,925,1696464.651627121,6106665.476280745,-0.375226442
926,926,1693650.710629425,6106690.036536612,-9999.0
927,927,1696444.095697212,6106655.731423495,-0.371000051
928,928,1696505.212112924,6106657.487743068,0.137777775
929,929,1696268.01563104,6106637.677238401,-9999.0
930,930,1696405.815621109,6106636.211246056,-0.371555605
931,931,1692766.925356823,6106664.260895339,-9999.0
932,932,1696366.279349856,6106618.73999308,-0.253478297
933,933,1692605.940024554,6106633.284592137,-0.230730892
934,934,1692619.344071589,6106615.748318525,-0.557178593
935,935,1692602.716808418,6106606.158791471,-0.53412498
936,936,1693642.390769913,6106595.422488923,-0.277271228
937,937,1693653.260783574,6106628.980649021,-0.086656762
938,938,1693665.885349056,6106575.294755805,-9999.0
939,939,1692569.590215153,6106566.642238697,-0.370674417
940,940,1692549.038935447,6106556.88850446,-0.105049995
941,941,1692495.994617459,6106527.106032558,-9999.0
942,942,1692534.695927728,6106517.204628513,0.09983748
943,943,1692576.60832402,6106482.177053274,-0.452299996
944,944,1692593.260829947,6106476.07301325,-0.64898042
945,945,1692695.564703468,6106485.291657583,0.150791561
946,946,1693681.138928645,6106468.271975432,-0.55532003
947,947,1692609.830751738,6106468.113934868,-0.700523069
948,948,1692690.928983083,6106468.044411455,-9999.0
949,949,1692748.623626933,6106470.284632258,1.335703215
950,950,1692767.005400855,6106472.456057293,-0.460759077
951,951,1693664.954722832,6106461.341372209,0.968710526
952,952,1693776.440622541,6106454.987141953,-9999.0
953,953,1694065.452634852,6106451.585884443,3.024185696
954,954,1692634.06823804,6106462.895236627,1.098671291
955,955,1692654.027187516,6106457.79504514,3.361524521
956,956,1693881.306604248,6106443.533102638,-9999.0
957,957,1694017.780907626,6106456.232640291,-0.210855542
958,958,1694040.545526917,6106443.010167872,1.733147856
959,959,1694081.899315249,6106441.712688972,2.154314562
960,960,1694089.999977142,6106464.542356175,0.081051749
961,961,1693699.526636912,6106450.584586938,0.44269081
962,962,1693713.351458989,6106436.543641743,3.085347816
963,963,1693864.843753765,6106433.739966003,-0.578777815
964,964,1694011.223413939,6106432.946861116,2.057999997
965,965,1693210.368563818,6106430.537728573,-9999.0
966,966,1693758.660716503,6106435.601936634,1.22339573
967,967,1693975.033513014,6106424.788987593,1.227422224
968,968,1693181.629464088,6106420.143371964,1.401692301
969,969,1693797.772791346,6106430.458176531,0.228492234
970,970,1693930.235691534,6106431.638488865,-0.251274103
971,971,1693945.023554404,6106414.312474472,2.040029297
972,972,1693149.845427422,6106428.462293547,1.059112256
973,973,1693200.525632189,6106416.139608539,0.827489988
974,974,1692747.911968488,6106405.395704786,-0.519374999
975,975,1693222.814453514,6106401.270108769,-0.73500005
976,976,1692907.312329447,6106393.797413582,-0.585000035
977,977,1692955.724196072,6106395.228503591,-9999.0
978,978,1692747.538004796,6106385.267493132,-0.629964292
979,979,1692990.688314764,6106412.336120051,0.617869781
980,980,1694099.579685068,6106389.953270596,-0.357300782
981,981,1693068.044364021,6106380.037643364,-0.106791547
982,982,1693091.141225627,6106371.254919949,0.393781813
983,983,1694081.63987939,6106368.626245022,1.406429742
984,984,1692727.794993288,6106375.954739266,0.480959113
985,985,1692763.862882994,6106365.376871789,-0.733863679
986,986,1694097.03254571,6106341.654757915,-0.412833347
987,987,1692745.162933086,6106352.929587528,0.224106978
988,988,1692763.766225705,6106335.780750861,-0.340537503
989,989,1692795.678435998,6106335.159260965,-0.5595091
990,990,1694105.018102364,6106321.659269938,-0.226515191
991,991,1692772.310106756,6106326.953567516,-0.163559994
992,992,1692787.944113711,6106315.374246295,-0.299594939
993,993,1692812.093344356,6106293.89329497,-0.454494147
994,994,1693278.335953983,6106270.505205222,-9999.0
995,995,1692803.573875177,6106265.535677298,-0.305614047
996,996,1692787.468445775,6106255.336296291,-0.25076387
997,997,1692779.529968696,6106239.124181835,0.207272729
998,998,1692772.024466724,6106227.964459583,0.55628572
999,999,1693426.881737388,6106182.062754284,-0.516720172
1000,1000,1693408.09706221,6106169.439316778,-0.613121235
1001,1001,1693262.430213626,6106160.002740927,4.617366007
1002,1002,1693399.814685747,6106159.560706256,-9999.0
1003,1003,1693282.103692241,6106158.024124674,0.094732393
1004,1004,1693260.995938914,6106138.202545405,0.339119396
1005,1005,1693276.995115941,6106121.425804844,1.280842565
1006,1006,1693399.15604635,6106119.986867118,0.109024687
1007,1007,1693293.096957297,6106116.031857791,-0.023936307
1008,1008,1693808.269194765,6106105.518119956,-9999.0
1009,1009,1693301.321624124,6106101.139676886,0.964648647
1010,1010,1693337.884728664,6106125.766895778,-0.253653234
1011,1011,1696377.135048525,6106043.114976429,0.095732345
1012,1012,1693792.187033353,6106020.904951231,-0.249494941
1013,1013,1693775.576897334,6105986.535550103,5.486999989
1014,1014,1693802.444316416,6105972.540288876,1.42257016
1015,1015,1693835.348011161,6105955.778952777,-0.668333371
1016,1016,1693799.229761817,6105947.735868618,1.006185184
1017,1017,1693847.513483994,6105945.68889379,-9999.0
1018,1018,1693855.5893764,6105935.641346576,-0.639000058
1019,1019,1693818.804729285,6105936.24137562,2.468079664
1020,1020,1693839.120961889,6105920.987753098,2.019753075
1021,1021,1693847.100914558,6105905.838416335,2.100428584
1022,1022,1693862.486239631,6105903.046672434,0.550626404
1023,1023,1694524.725023363,6105779.219911117,-9999.0
1024,1024,1694561.595814852,6105793.990850198,-0.339448292
1025,1025,1694565.612551244,6105778.066460304,0.988884621
1026,1026,1694607.167301041,6105783.599137422,-9999.0
1027,1027,1693837.763831379,6105791.069183961,-0.432065827
1028,1028,1694532.799985793,6105769.171620404,-0.04215002
1029,1029,1694582.223828808,6105769.586840578,0.680294122
1030,1030,1694598.799176573,6105760.008571145,0.33893961
1031,1031,1693815.655810991,6105775.478265166,1.641830124
1032,1032,1694614.450671328,6105748.475711195,-0.465777818
1033,1033,1694082.640227029,6105743.97011557,-0.33327455
1034,1034,1694107.365735565,6105761.82938451,0.471146254
1035,1035,1694141.075630814,6105744.208020438,-0.617000043
1036,1036,1693829.417654467,6105742.346850443,2.446284028
1037,1037,1694631.049135752,6105729.004401768,0.582072453
1038,1038,1694655.838346909,6105739.195221345,-9999.0
1039,1039,1693984.336427555,6105730.045470941,-9999.0
1040,1040,1694164.392982779,6105723.396618945,-9999.0
1041,1041,1694491.384751188,6105719.784487098,-9999.0
1042,1042,1694639.426835184,6105719.49666974,0.443942297
1043,1043,1693837.136591339,6105721.935150818,0.28867949
1044,1044,1693883.033548392,6105733.950166507,0.20641318
1045,1045,1693959.842113938,6105715.775437836,3.650283416
1046,1046,1693992.360314173,6105715.016331782,-9999.0
1047,1047,1694225.462164382,6105712.592717873,-0.601800036
1048,1048,1694654.887257965,6105708.14475915,0.506187484
1049,1049,1694681.710405439,6105711.706617064,-9999.0
1050,1050,1693976.685642917,6105706.143148488,-0.423735875
1051,1051,1694262.164119242,6105702.246689166,-9999.0
1052,1052,1694789.710635846,6105696.737305838,-9999.0
1053,1053,1693855.215873402,6105703.062685619,0.50771038
1054,1054,1693880.998867577,6105696.683028743,3.232967116
1055,1055,1694167.708472062,6105705.280829989,0.321265686
1056,1056,1694237.651830077,6105692.853673991,0.205083318
1057,1057,1694474.71452503,6105690.066730373,-9999.0
