OID,FID_,X,Y,BCE_Raglan
534,534,1772989.828963093,5817541.221934514,1.132111156
535,535,1773115.698067191,5817527.685431167,0.620830173
536,536,1763648.384521435,5817701.114465138,0.721286627
537,537,1763691.901754117,5817700.249570325,5.174416638
538,538,1769270.045497419,5817587.479335547,0.182538464
539,539,1769296.765328973,5817604.855310731,0.337751977
540,540,1773084.31432824,5817510.518464661,-0.423349994
541,541,1773186.490102097,5817506.251907556,0.112740742
542,542,1763676.117841796,5817694.512103177,0.651899282
543,543,1769974.699795139,5817569.559958613,0.932929119
544,544,1773107.864526587,5817498.738537554,-0.406983603
545,545,1763715.34117818,5817684.825815637,0.466320512
546,546,1769257.94523044,5817571.021320594,0.480981223
547,547,1763649.705604279,5817683.150182253,1.149999998
548,548,1763691.456590403,5817667.678735402,1.645550838
549,549,1769178.664131304,5817550.052974531,0.009009346
550,550,1769253.041038016,5817538.175818892,1.064678566
551,551,1772600.251229268,5817468.698038165,0.791839274
552,552,1767670.545798399,5817560.369672152,0.111013157
553,553,1772591.408779158,5817454.236324756,0.796412855
554,554,1769193.778884631,5817518.238556746,1.985300842
555,555,1764226.063911988,5817594.303793725,0.571015346
556,556,1767610.399733573,5817522.056179627,0.303295649
557,557,1769122.278715629,5817518.495090369,0.376848821
558,558,1772575.862958638,5817423.60596769,0.807
559,559,1769075.771398302,5817484.529086114,0.742153106
560,560,1772567.184634286,5817409.34855342,0.805100001
561,561,1772558.899471357,5817399.341960625,0.797963641
562,562,1769068.788077083,5817452.544276807,2.830714285
563,563,1763702.522521735,5817556.294417579,0.555900553
564,564,1767530.054032299,5817463.507850872,0.882773585
565,565,1763712.345709726,5817525.757132092,0.74131333
566,566,1763727.895477689,5817520.040295832,0.343649998
567,567,1764392.352902072,5817507.009807254,-0.326740733
568,568,1767478.234559886,5817445.344847218,0.87038182
569,569,1769044.662383952,5817412.817217271,0.372814816
570,570,1763720.047938143,5817507.320230758,0.952252031
571,571,1770215.245447929,5817368.758351984,0.746090905
572,572,1767626.651074843,5817412.590293519,0.3839321
573,573,1770389.105807227,5817355.19025219,0.752872743
574,574,1770405.070374554,5817353.924983082,0.728895827
575,575,1770493.390563694,5817353.551045991,0.679012492
576,576,1763752.059345555,5817487.66685494,0.538542505
577,577,1765729.046131202,5817450.092086392,1.625508337
578,578,1767600.045811581,5817402.250800417,0.871197506
579,579,1770126.496801459,5817356.423468256,0.899979901
580,580,1770357.742541068,5817346.674880007,0.865131167
581,581,1770412.791232523,5817344.520033183,0.795924046
582,582,1770438.324180717,5817343.385118105,0.767744775
583,583,1763774.53209065,5817469.045744734,0.247111111
584,584,1767485.807646196,5817396.038845672,0.951781809
585,585,1767560.282652817,5817393.087910294,0.834911678
586,586,1770103.998421663,5817340.205455752,0.928735863
587,587,1770372.961987587,5817341.476887549,0.922405039
588,588,1770594.548018581,5817330.056980345,2.465060004
589,589,1765732.407336002,5817420.458986988,1.190642203
590,590,1767500.985777681,5817386.265000318,0.98921738
591,591,1770395.994910718,5817332.743669629,1.298880629
592,592,1770613.038065445,5817327.313107701,2.053352211
593,593,1767533.364483793,5817381.902924545,1.107706997
594,594,1770641.849392358,5817316.030106737,1.881181819
595,595,1772477.071576657,5817271.829945588,0.91596228
596,596,1763805.274135825,5817438.934109435,0.313490909
597,597,1770657.879186975,5817300.854109151,2.23608927
598,598,1770683.766069999,5817291.920557438,1.892675063
599,599,1770712.436729005,5817287.77215666,1.150865365
600,600,1764563.798849345,5817406.445029684,0.393760328
601,601,1770728.482370097,5817279.747414183,1.160230754
602,602,1770751.837070432,5817268.2144796,1.567728564
603,603,1772397.868581973,5817254.278942495,0.811219278
604,604,1763901.060825892,5817395.725889253,1.428000012
605,605,1763927.271573954,5817396.411010344,0.893841785
606,606,1770767.123690416,5817262.333023525,2.424121963
607,607,1765766.444188832,5817349.826968474,1.067351827
608,608,1770789.52055799,5817249.309612803,2.288519234
609,609,1763915.10602238,5817381.695364635,0.917137501
610,610,1770806.726697399,5817237.548599306,1.366446152
611,611,1763701.915383869,5817371.03673269,0.872800019
612,612,1763906.896546026,5817366.900978643,0.890149987
613,613,1764243.581654631,5817360.776386274,0.501981476
614,614,1770822.247723696,5817226.815916259,1.095463762
615,615,1772166.832329075,5817198.543109043,0.625629633
616,616,1763709.180950793,5817361.250715955,0.864513534
617,617,1764223.159688238,5817349.900393503,0.616354158
618,618,1765781.666025635,5817319.604482699,1.016925923
619,619,1770830.445140014,5817218.357216862,1.071756101
620,620,1771158.320386801,5817216.027884302,0.751950151
621,621,1771235.632187238,5817220.729033347,1.5667706
622,622,1764207.151669105,5817340.974609979,0.668699994
623,623,1764278.853898538,5817341.869402485,2.298142876
624,624,1770845.865840572,5817207.319945227,1.046814789
625,625,1771146.500759208,5817199.661531331,0.893999986
626,626,1771351.815616044,5817195.643351399,2.917736846
627,627,1764309.651796131,5817329.165956137,0.576428568
628,628,1770068.465695781,5817219.729184384,1.630044946
629,629,1770861.308733738,5817196.359762719,1.016602954
630,630,1771359.979965641,5817186.546813061,4.468899941
631,631,1764044.783402713,5817327.153207798,0.360448614
632,632,1765796.887744129,5817289.381963715,0.987037031
633,633,1770078.042159021,5817202.567000157,2.179864326
634,634,1770876.870256582,5817187.611661077,0.976421049
635,635,1771042.638608726,5817181.148321548,0.858745104
636,636,1771375.225697914,5817175.354562555,2.791419379
637,637,1772119.386614383,5817172.7773763,0.836166298
638,638,1764156.484986716,5817328.14926198,1.480420604
639,639,1764550.08236394,5817321.413648797,0.440876627
640,640,1770908.291921269,5817176.847397601,1.212063836
641,641,1771030.578704709,5817172.153626328,1.010954829
642,642,1771383.381057964,5817166.449167037,4.012470561
643,643,1764027.786964718,5817305.184929295,2.572628216
644,644,1764174.974005188,5817307.923609909,1.533749998
645,645,1764500.152854941,5817297.667657831,-0.174499997
646,646,1768977.225106759,5817204.576979402,1.032613454
647,647,1770939.794864202,5817164.546447841,1.810969683
648,648,1771398.558370629,5817160.146260271,2.181207297
649,649,1763852.574132139,5817302.463680013,0.347262033
650,650,1763886.156767423,5817298.094826533,0.375420562
651,651,1763981.153395015,5817304.465602001,0.133922794
652,652,1771417.399588153,5817148.054907549,3.94828371
653,653,1769009.069128769,5817184.937461148,0.793071421
654,654,1769039.955682249,5817183.552676325,1.066654551
655,655,1771074.279690352,5817156.093600668,1.647957694
656,656,1772059.808664498,5817124.065048455,0.908059136
657,657,1763913.248053535,5817282.195009556,0.111259814
658,658,1770976.82159209,5817151.989631233,1.672398817
659,659,1771445.858629335,5817131.996013894,1.648635716
660,660,1771460.959362949,5817123.324922053,1.154784815
661,661,1772030.453610386,5817111.6417572,0.885410713
662,662,1763868.078400667,5817274.446602502,0.325688233
663,663,1769032.075779143,5817164.00830259,0.704347207
664,664,1771476.94016465,5817115.154282794,1.099688865
665,665,1771935.302285565,5817103.65683604,0.692600015
666,666,1771998.59765457,5817102.334854896,0.863945455
667,667,1763833.790810336,5817259.51270364,0.499781242
668,668,1769047.641562071,5817153.63963754,0.884941175
669,669,1771492.207967632,5817108.866117727,1.591594956
670,670,1771507.816803256,5817098.328164574,1.914506159
671,671,1769078.726424071,5817133.219563313,1.289554053
672,672,1771532.730792672,5817089.845410483,1.720006308
673,673,1771594.414295013,5817070.670725745,1.02009915
674,674,1765541.643499043,5817183.890676787,0.6324468
675,675,1771564.05515454,5817071.485267072,1.477101392
676,676,1771625.853716495,5817060.042863741,0.944525008
677,677,1764244.315077827,5817200.182534614,1.022970584
678,678,1764273.45412797,5817203.923547941,0.455855964
679,679,1771578.482661682,5817057.689109746,2.237167975
680,680,1771831.518501322,5817045.988915786,0.674314817
681,681,1771847.022865968,5817045.665327387,0.710327268
682,682,1764259.552199007,5817190.350911967,0.561302631
683,683,1771598.744046728,5817047.92558842,2.261323775
684,684,1771823.070590531,5817035.777286666,0.782222221
685,685,1764236.276935442,5817181.152619666,0.708484869
686,686,1771712.588046682,5817030.711819306,0.945394737
687,687,1771735.981160818,5817027.102481542,0.923538469
688,688,1765477.56247506,5817146.017949139,0.640697363
689,689,1767503.392881909,5817104.477080781,5.217999935
690,690,1771751.894980187,5817019.538622237,0.982499987
691,691,1767470.51549465,5817065.834069189,-9999.0
692,692,1768870.739091791,5817037.441713874,0.59490565
693,693,1765793.028924343,5817089.811627984,0.865558335
694,694,1765913.960650442,5817094.13582777,0.943350801
695,695,1765773.048965185,5817080.241920453,0.916312502
696,696,1767470.109941097,5817045.897872612,-0.521875024
697,697,1768826.963879123,5817017.836676199,0.730947371
698,698,1765895.69833845,5817075.018708385,2.085319668
699,699,1765927.12949886,5817067.167576652,2.13138077
700,700,1765740.445426795,5817066.90410892,0.916609671
701,701,1765721.021043014,5817051.37326193,1.014650003
702,702,1768615.736159495,5816992.808675598,0.755104166
703,703,1768765.472231353,5817001.820382794,0.769901761
704,704,1765333.149439351,5817049.198920735,0.500375
705,705,1768600.670151673,5816982.935568877,0.828874993
706,706,1765692.929181672,5817031.994607062,1.033306254
707,707,1765352.528116852,5817028.866070613,0.309921055
708,708,1767390.025354347,5816987.350442942,-9999.0
709,709,1767421.423430162,5816987.055220612,-0.97299996
710,710,1768578.000105673,5816965.935831238,1.156449307
711,711,1768424.189223691,5816956.577689973,0.813157004
712,712,1768552.58789152,5816954.002896759,0.99684416
713,713,1765284.879025419,5817010.280452316,0.360412499
714,714,1765304.658056787,5817009.883355297,0.31576101
715,715,1767397.283189977,5816967.602098263,0.115799997
716,716,1768381.780538605,5816947.735059923,0.679940165
717,717,1768355.660200916,5816938.815452531,0.610232702
718,718,1768544.288951079,5816936.89719031,4.595947291
719,719,1768306.700053963,5816928.390021685,0.198433965
720,720,1768322.702098533,5816928.997772597,0.354094341
721,721,1771794.517032783,5816861.633447092,0.76276032
722,722,1765623.24540207,5816975.64596349,1.286022002
723,723,1768298.435596223,5816919.1061678,0.226999999
724,724,1768314.422762007,5816918.987100994,0.44762338
725,725,1771739.972627659,5816838.997737437,0.562163248
726,726,1765550.946687605,5816973.204983274,1.244951339
727,727,1765586.08875908,5816962.128328978,1.774280384
728,728,1765623.294349838,5816954.635240341,2.116566676
729,729,1765157.093492726,5816953.012938378,0.469875
730,730,1765608.271309651,5816950.695080382,1.697219719
731,731,1767285.305020409,5816910.045391703,0.851424998
732,732,1767301.128182366,5816909.723868183,0.0943375
733,733,1765077.422729065,5816934.87456743,0.56633333
734,734,1767276.988381522,5816890.270141404,0.036949999
735,735,1767292.796735676,5816889.221798499,-0.125919999
736,736,1767260.760237171,5816870.65561912,0.095650001
737,737,1764491.492237407,5816906.713939983,-0.146690917
738,738,1764760.319073137,5816901.131028702,0.032225
739,739,1764795.85897353,5816905.658213677,0.220726892
740,740,1764483.217949491,5816896.699403168,0.049124999
741,741,1764744.097165189,5816881.511748946,-0.339924061
742,742,1764767.831579569,5816881.036769548,-0.189675001
743,743,1764522.445190846,5816846.784452209,0.17646154
744,744,1764530.383159204,5816837.620449572,0.187355558
745,745,1771499.285322645,5816683.729480953,0.080425
746,746,1764561.063224749,5816816.079713909,0.038363637
747,747,1764592.575933337,5816797.132765823,-0.048238099
748,748,1771470.007459457,5816658.425944448,0.079201884
749,749,1771418.924943619,5816625.568792261,-0.006987344
750,750,1764686.224856934,5816755.356141788,0.119300002
751,751,1765485.156507595,5816736.285861219,0.801901972
752,752,1765468.992570633,5816727.574051376,0.527909096
753,753,1771396.805290413,5816608.577660833,0.003087504
754,754,1771228.339069273,5816595.167096899,0.317466099
755,755,1771244.058918904,5816590.045721592,0.357745098
756,756,1764749.602490443,5816693.446901765,0.478053406
757,757,1772303.129590158,5816517.357743206,0.362825006
758,758,1765451.507756654,5816637.242592655,0.593599998
759,759,1764826.405053374,5816631.173959414,0.214337608
760,760,1766007.23179249,5816618.740445293,0.82908723
761,761,1764770.719678569,5816621.915890816,0.400392851
762,762,1765966.774114,5816599.675968,0.558027848
763,763,1766074.497591009,5816597.709120511,1.133310061
764,764,1764763.021988951,5816611.890253366,0.547520832
765,765,1764833.631494237,5816609.749611408,1.594499998
766,766,1766098.864666457,5816585.045509975,1.246423077
767,767,1764706.86720719,5816603.042014865,0.451175003
768,768,1764860.438414376,5816613.62583504,0.813149624
769,769,1765944.971625565,5816578.177123655,0.438056251
770,770,1766087.808052063,5816574.621355291,1.11730908
771,771,1764682.934191967,5816593.54888238,0.47806328
772,772,1764690.463097724,5816583.755670439,0.979436613
773,773,1765849.736023969,5816565.138320897,0.219731862
774,774,1765869.413362255,5816559.755846174,0.230389608
775,775,1765893.146957314,5816559.277598284,0.265224997
776,776,1764652.330267206,5816574.189236248,0.622704544
777,777,1765797.409535858,5816521.318252972,-0.032384613
778,778,1765037.494723799,5816506.464721855,0.181185181
779,779,1770550.846740188,5816374.553272893,0.560388887
780,780,1765020.340657776,5816477.100440912,0.178
781,781,1765394.942280706,5816522.962611146,0.491906756
782,782,1767213.146145828,5816434.135901718,0.267115386
783,783,1770528.997391328,5816369.146935482,0.555144303
784,784,1767221.144237629,5816424.598224023,0.14577272
785,785,1765360.794174758,5816455.310444148,0.533131254
786,786,1765368.40488407,5816440.199554495,1.196384619
787,787,1770716.103119995,5816321.058169263,-0.789199945
788,788,1765356.338044638,5816430.469965123,1.222884112
789,789,1767259.484704788,5816383.118934463,0.834220333
790,790,1769138.109350525,5816357.395716835,1.702722507
791,791,1765335.946039415,5816384.350682484,2.298592591
792,792,1765311.626310148,5816371.535998936,0.710705108
793,793,1772817.037759436,5816217.382980757,0.875021754
794,794,1765303.51495018,5816361.726693426,0.654013155
795,795,1772827.068252475,5816206.992102093,0.978821428
796,796,1765318.964923919,5816351.654553252,3.697210531
797,797,1769016.624765396,5816276.350713739,0.394312496
798,798,1770441.518063108,5816246.969604338,0.279025805
799,799,1765231.953792437,5816345.998246881,0.232723407
800,800,1769108.405805874,5816269.479318842,-0.037710523
801,801,1770397.224106287,5816237.914337449,0.15634
802,802,1772834.250126343,5816187.31183327,0.776290899
803,803,1765248.150099304,5816333.885503656,0.012466665
804,804,1768957.789314923,5816257.614123525,0.329300004
805,805,1768973.626356924,5816258.016175081,0.281999991
806,806,1769004.727091803,5816255.754559897,0.261
807,807,1770334.306383945,5816229.244239777,0.22385
808,808,1770365.418154094,5816230.118884886,0.114519669
809,809,1772842.262487389,5816176.755572534,0.741999997
810,810,1765302.690726857,5816333.352724509,3.045492539
811,811,1769473.953302641,5816230.21369027,0.429469536
812,812,1770270.761142489,5816210.406566535,0.539357146
813,813,1765290.293513614,5816302.288517516,2.160923798
814,814,1764819.547642887,5816301.627605583,0.488026313
815,815,1769431.629285096,5816207.985253477,-0.001367089
816,816,1765281.94728754,5816283.785538032,2.606413768
817,817,1764827.342871238,5816283.608494052,0.228218023
818,818,1769399.575089497,5816188.70046468,-0.215532463
819,819,1764732.81294407,5816262.44996384,1.295807715
820,820,1764779.19488598,5816262.547914864,0.572405062
821,821,1764802.942070855,5816262.799612642,0.216999999
822,822,1768940.516978438,5816179.412098083,-0.254959993
823,823,1764747.1378124,5816242.518549314,0.515709086
824,824,1769339.158283774,5816156.155189664,-0.5006281
825,825,1768449.085629401,5816158.553677963,0.479283021
826,826,1770284.3656681,5816110.609736882,0.226365956
827,827,1764659.33538275,5816205.114450037,0.663625003
828,828,1764670.802701703,5816184.941387617,0.422793684
829,829,1764640.330965192,5816170.900347936,0.593095786
830,830,1768871.042563764,5816079.894068741,0.213262497
831,831,1773070.064166321,5815996.177394621,0.062222827
832,832,1768791.006237286,5816073.254903575,0.645516041
833,833,1768811.457821356,5816060.964133342,0.038666663
834,834,1764682.173212698,5816139.841962907,0.528999999
835,835,1766597.38376916,5816085.249500331,-0.029333328
836,836,1766612.044392386,5816082.85890338,0.086500003
837,837,1764728.639185998,5816104.28855247,0.356938776
838,838,1766634.861177319,5816065.429303034,0.048745455
839,839,1766654.849158501,5816044.742041476,0.092310127
840,840,1766673.882244889,5816024.736055778,0.195254546
841,841,1768540.342312905,5815977.185776188,0.510830186
842,842,1768548.20442291,5815966.844251194,0.501624998
843,843,1768556.066343213,5815956.503581888,0.589641502
844,844,1768660.711606499,5815950.214263494,0.199024874
845,845,1773374.808713652,5815859.048171794,0.85146021
846,846,1766704.249273458,5815974.690890547,0.07169091
847,847,1768570.889202506,5815940.878363431,0.491327275
848,848,1771549.697831372,5815874.563153638,0.722110077
849,849,1771521.794662014,5815864.79602749,0.702559997
850,850,1771575.06664868,5815855.139277097,2.284782709
851,851,1771608.243547037,5815848.978717198,1.594241784
852,852,1771640.101157807,5815833.600210898,1.353140844
853,853,1771655.847217838,5815823.875081749,1.465596517
854,854,1771671.494220166,5815814.385163407,4.346844488
855,855,1771694.805855689,5815812.053642537,3.303239975
856,856,1771710.894172091,5815803.129060837,4.171925902
857,857,1769661.200540553,5815834.489669945,0.845685174
858,858,1771726.55390372,5815793.107404724,2.620708344
859,859,1769642.611429042,5815827.509777919,0.713005415
860,860,1771744.794053086,5815788.856185423,1.484864872
861,861,1769578.843352092,5815823.161478767,0.488958332
862,862,1769605.890938743,5815815.514588776,0.610181813
863,863,1770180.476974874,5815806.940370008,0.296962184
864,864,1771796.986370345,5815770.290732458,1.153723685
865,865,1769621.62828407,5815807.082229625,0.678956519
866,866,1771805.199945708,5815761.972457567,1.405285713
867,867,1769488.717349677,5815810.343326312,0.8058583
868,868,1769518.478969863,5815797.78291529,0.25077143
869,869,1769565.606935846,5815796.362835875,1.392653847
870,870,1769644.584656666,5815797.15230641,1.36773686
871,871,1770728.619433115,5815772.111159555,0.821518528
872,872,1771820.728835477,5815751.48786447,1.030204082
873,873,1764526.189504246,5815875.104272766,-9999.0
874,874,1769541.003387723,5815789.599790508,0.821380267
875,875,1770175.106280385,5815777.973964129,1.181969135
876,876,1772024.544099812,5815666.189382521,0.651202883
877,877,1772071.199448542,5815625.37557922,0.666085724
878,878,1770132.284408226,5815645.055462484,0.676150006
879,879,1770172.041383993,5815649.565948198,0.221867159
880,880,1770150.604988075,5815638.028124399,0.347266668
881,881,1773366.5294574,5815575.058491869,0.808776946
882,882,1763953.836382329,5815749.790574206,0.4985
883,883,1763961.562630766,5815740.391849324,0.310078947
884,884,1767038.932556575,5815681.057670881,-0.351003802
885,885,1770122.054378526,5815624.9637143,1.130820064
886,886,1770147.503405102,5815617.133134737,5.174666723
887,887,1763946.480180583,5815737.635622205,0.481923082
888,888,1763969.27437983,5815730.266285098,0.1566875
889,889,1763953.93867536,5815721.268183632,0.486714285
890,890,1767133.239496958,5815657.951641781,-0.188222568
891,891,1772952.845414685,5815543.299088192,0.443287956
892,892,1772812.52466567,5815529.582947084,0.515163626
893,893,1767179.982181222,5815635.810559657,-0.248564097
894,894,1769471.56204623,5815591.699707814,0.053605405
895,895,1769450.328434258,5815578.619853073,2.521642864
896,896,1772959.182832637,5815513.06239868,0.417945943
897,897,1767200.900722308,5815614.581150625,-0.037000004
898,898,1769473.878225517,5815570.060327031,2.464000017
899,899,1767286.455113577,5815603.673438413,-0.453437903
900,900,1763995.113602173,5815700.238278999,0.297915122
901,901,1772744.824442686,5815481.518377312,0.575065415
902,902,1767228.668408456,5815588.693322944,1.449319158
903,903,1772336.646145574,5815479.727432819,0.490555561
904,904,1772399.929133336,5815478.401929208,0.613111109
905,905,1772376.282826779,5815460.298681534,0.640052641
906,906,1769441.384690997,5815513.056387885,1.591598222
907,907,1763958.881913458,5815605.824272739,-0.555662517
908,908,1772628.284490939,5815423.752352836,0.640870388
909,909,1763936.001685533,5815581.56395754,-0.050345462
910,910,1772048.450380464,5815384.543087037,1.159607117
911,911,1772073.55143198,5815365.915534972,0.998417892
912,912,1772912.511178983,5815326.98175764,2.584297859
913,913,1769271.789361004,5815362.904192355,0.832163261
914,914,1769264.265897988,5815353.813821467,0.865472732
915,915,1769279.537262177,5815353.545348153,2.068249981
916,916,1769295.906701831,5815344.688222969,3.638000022
917,917,1769229.260297426,5815324.616981775,0.115593022
918,918,1769253.47081664,5815324.359309323,2.701666638
919,919,1769223.072341968,5815295.035187381,0.484701757
920,920,1770524.342586773,5815258.575982882,0.402527784
921,921,1765504.775829921,5815350.508415679,-9999.0
922,922,1763763.97792213,5815355.421424664,0.002544301
923,923,1769131.352126821,5815246.176604829,0.397816507
924,924,1769172.152857464,5815269.719461214,0.597443025
925,925,1769373.210050545,5815243.384649084,-0.026073121
926,926,1770732.136160346,5815213.806144659,1.001276595
927,927,1763789.854470606,5815349.208119947,-0.566227683
928,928,1769981.0422255,5815219.371024992,0.413024993
929,929,1769996.965280922,5815224.028244216,0.280975
930,930,1769126.538251078,5815226.27908299,0.460392154
931,931,1763724.466741248,5815325.334955278,0.638562494
932,932,1765258.208548615,5815295.840181613,-0.30629629
933,933,1769846.004630021,5815202.422577585,0.471072717
934,934,1765558.58677567,5815279.829899201,-0.760136343
935,935,1769118.069629987,5815207.02801428,0.489803569
936,936,1772204.907534148,5815143.478819199,1.106069767
937,937,1765246.091685476,5815275.581168232,0.210639641
938,938,1765535.888215608,5815271.957953881,0.234681817
939,939,1765265.673382532,5815265.566476648,0.642461545
940,940,1765288.48766094,5815271.669647107,0.488244304
941,941,1765550.556926878,5815260.001348511,0.475616435
942,942,1772210.804056903,5815119.108288239,1.646896304
943,943,1765130.804434423,5815248.330119634,0.0427375
944,944,1765168.851693089,5815275.988262177,0.172816315
945,945,1765281.252915754,5815252.652826816,1.45905931
946,946,1765399.963922843,5815285.589364395,0.199927846
947,947,1765324.310031336,5815245.337637836,1.107760009
948,948,1772218.930574257,5815104.166247896,1.100611099
949,949,1772257.663340837,5815101.492218615,0.875113208
950,950,1763742.549450567,5815308.133362928,-0.137339864
951,951,1765135.557128321,5815241.953567426,0.151200002
952,952,1769093.044616132,5815162.303535827,0.367752295
953,953,1769101.184303182,5815147.749194113,0.583862497
954,954,1772241.466150619,5815082.644452478,0.988186659
955,955,1769093.646503735,5815137.931726296,0.57930001
956,956,1763714.138601279,5815236.749952085,-0.693632895
957,957,1765590.086628315,5815200.292412375,0.207249999
958,958,1763721.849973029,5815226.624480066,-0.802636331
959,959,1765597.138537252,5815189.758441183,0.097525418
960,960,1769061.294720272,5815126.767663543,0.46776744
961,961,1771616.505551181,5815065.75471155,0.878777778
962,962,1771639.658637001,5815065.271773245,1.733224984
963,963,1763713.756433158,5815217.540907001,-0.986999989
964,964,1765105.998831393,5815214.75046289,0.102731602
965,965,1772787.615067666,5815031.192778895,0.50828001
966,966,1772904.887540253,5815029.016855089,0.524196428
967,967,1765082.521838302,5815179.494910471,0.196647055
968,968,1771647.256672223,5815050.154624837,1.893962512
969,969,1768965.487080279,5815090.703258641,0.664815798
970,970,1769000.947524492,5815110.959579648,0.460098199
971,971,1772983.901539101,5815007.449596074,0.412947371
972,972,1768957.208605824,5815080.693240172,0.737528305
973,973,1768973.186764712,5815080.579946195,0.799873411
974,974,1764696.796494378,5815172.474122181,-0.496803719
975,975,1764931.463602168,5815154.035396349,1.106915227
976,976,1770864.047218939,5815017.210522071,0.877320801
977,977,1764534.615208222,5815120.873107544,-0.160518518
978,978,1764550.434752236,5815120.556757075,-0.201925921
979,979,1765072.479932832,5815110.100113626,0.363545455
980,980,1765681.67402504,5815096.921082277,0.077829786
981,981,1765080.500666907,5815099.551696111,0.684222207
982,982,1764979.944086436,5815094.212466936,0.854176469
983,983,1765055.454555324,5815090.499343717,-0.037048778
984,984,1765712.926298903,5815077.074769296,-0.000649995
985,985,1770197.867210256,5814985.111338541,1.857285718
986,986,1765032.486629603,5815080.778424005,0.285834785
987,987,1765688.441891045,5815077.519644699,1.587035086
988,988,1769944.745597006,5814981.235222848,-0.217970153
989,989,1770214.095214031,5814976.876677564,0.986249997
990,990,1765704.876008444,5815057.742396359,5.154199982
991,991,1770228.431261226,5814964.948375304,0.477254904
992,992,1771035.653629902,5814948.415725918,0.904166651
993,993,1765720.495617549,5815052.67948379,3.084911986
994,994,1770129.495250359,5814957.69722901,0.23617757
995,995,1765736.182625811,5815037.150249123,0.750216215
996,996,1770111.664014738,5814946.887038806,0.682578374
997,997,1771106.931859843,5814928.306747363,0.830263173
998,998,1764438.021900865,5815057.207258943,-0.152357801
999,999,1769047.176493684,5814962.658094394,-0.35538919
1000,1000,1770971.734492579,5814924.605448922,1.042815801
1001,1001,1769565.468411713,5814939.800379215,0.051040912
1002,1002,1769666.434372387,5814936.874971247,-0.577836697
1003,1003,1770955.882310252,5814909.976252789,1.122650048
1004,1004,1764564.615425897,5815030.317432302,0.142923079
1005,1005,1769049.268442546,5814939.606194095,-0.317236362
1006,1006,1769642.499562505,5814927.396195081,0.102509426
1007,1007,1770085.445849206,5814918.251477811,0.503036368
1008,1008,1771169.448960931,5814887.149381996,0.807750002
1009,1009,1772822.338346043,5814851.246019511,0.551259265
1010,1010,1773672.476836478,5814833.137080071,0.985249989
1011,1011,1769535.691401374,5814921.156949704,0.426242366
1012,1012,1769572.944487788,5814917.166162927,0.982526837
1013,1013,1764369.899490699,5815009.826582176,-0.42889836
1014,1014,1771192.406036592,5814865.241705529,1.554358985
1015,1015,1765797.568813067,5814965.884839108,0.348370367
1016,1016,1769762.8332498,5814913.57662864,0.167296651
1017,1017,1770274.61024151,5814874.241726843,0.248512821
1018,1018,1771200.073065633,5814855.066728783,2.124594956
1019,1019,1771207.909475686,5814845.110517402,1.040428582
1020,1020,1772791.53977433,5814817.341153995,0.569191488
1021,1021,1764692.778743638,5815113.90844965,-0.090065127
1022,1022,1769055.949292511,5814879.635333867,0.138517859
1023,1023,1770260.152596392,5814854.90626049,0.491157887
1024,1024,1769514.226959766,5814864.440944779,0.331092592
1025,1025,1770266.734184033,5814845.250476087,0.426016125
1026,1026,1764428.557291212,5814953.261807852,-0.308453334
1027,1027,1769102.997665893,5814858.723942447,0.548345456
1028,1028,1769719.530719029,5814845.82135084,0.396698115
1029,1029,1773448.308897324,5814774.550490438,1.033903398
1030,1030,1765840.215757859,5814914.606750544,0.567763638
1031,1031,1763384.094151568,5814954.124995642,-0.584379271
1032,1032,1765810.511302355,5814913.731228853,1.536606757
1033,1033,1765867.705524937,5814904.431126154,0.709375533
1034,1034,1769497.791521464,5814834.862662761,0.302236367
1035,1035,1769707.214421236,5814828.524141275,0.479812054
1036,1036,1765828.161236652,5814900.584400834,1.96391503
1037,1037,1765885.49684498,5814894.100381816,0.909021264
1038,1038,1769118.20231724,5814828.494612709,0.609555565
1039,1039,1769441.363860658,5814822.546631139,0.420723924
1040,1040,1765843.845960555,5814891.031511917,1.847307682
1041,1041,1769415.856981771,5814811.913706825,0.487496805
1042,1042,1769734.743248892,5814795.853728092,0.549107142
1043,1043,1765879.512353593,5814877.901375784,1.828629756
1044,1044,1769394.579435529,5814792.684347406,0.543766244
1045,1045,1765919.00214416,5814861.11702802,3.069568761
1046,1046,1769386.46459752,5814782.879130998,0.578813311
1047,1047,1769402.248444967,5814782.600730087,1.121846163
1048,1048,1765945.280781425,5814863.829335413,0.821216713
1049,1049,1765977.233495046,5814842.389952032,1.762724135
1050,1050,1769718.314882248,5814780.754426436,0.552003701
1051,1051,1764382.892191908,5814930.952637613,-0.491635443
1052,1052,1765995.791944924,5814837.163432945,1.325802632
1053,1053,1770298.427052458,5814772.307165038,0.557222382
1054,1054,1773533.19267919,5814762.29971418,0.627452606
1055,1055,1762963.307349573,5814882.695475853,-9999.0
1056,1056,1766017.138579051,5814823.76649211,1.99607144
1057,1057,1769378.38418339,5814766.05710987,0.648095738
1058,1058,1766032.580331713,5814812.656178249,0.470129631
1059,1059,1769100.899376428,5814748.864343506,0.175425001
1060,1060,1769974.472620794,5814731.537745511,0.123814815
1061,1061,1770010.344428329,5814730.329372024,0.298851859
1062,1062,1773364.226624565,5814662.871836049,0.075180851
1063,1063,1762448.796998815,5814872.926587516,-9999.0
1064,1064,1766041.065038196,5814802.339198725,0.611276598
