OID,FID_,X,Y,BCE_Waimea
311,311,1608832.45043762,5431861.311907568,0.025758971
312,312,1608463.405698663,5431863.604617002,0.081365553
313,313,1608801.737738828,5431843.761351405,-9999.0
314,314,1608892.035877564,5431847.862351191,0.552897471
315,315,1608948.27149531,5431843.405679657,1.161421439
316,316,1609209.424780824,5431831.761843158,0.96798507
317,317,1609103.504564989,5431830.576036956,0.48739238
318,318,1609259.229246458,5431819.545633827,1.027466655
319,319,1607667.676135922,5431823.120037572,-0.125749995
320,320,1608220.403919714,5431818.651434224,-0.192610115
321,321,1608722.281341387,5431819.478754682,-9999.0
322,322,1608196.402654754,5431803.913657234,-0.12480769
323,323,1609142.698471598,5431803.650750293,0.176336995
324,324,1608177.003443487,5431794.833154405,-0.059884615
325,325,1608477.978078538,5431794.488715752,0.401000003
326,326,1608761.245099788,5431819.223825449,-0.709025822
327,327,1607334.26443619,5431785.759056707,0.214509431
328,328,1609177.882228421,5431782.735630201,0.17120754
329,329,1609196.268691672,5431784.1050317,0.512596152
330,330,1607346.010520668,5431770.275843496,0.184333333
331,331,1607677.150607294,5431765.837313098,-0.01817307
332,332,1608425.272877616,5431764.632994751,0.528245286
333,333,1609221.700938083,5431763.992084694,0.450722537
334,334,1608395.467748829,5431754.695131488,0.524679254
335,335,1608345.083961499,5431762.509145993,1.03625024
336,336,1608387.627741478,5431744.32283967,0.542117641
337,337,1608628.557888525,5431744.245643885,-9999.0
