OID,FID_,X,Y,BCE_Pareng
1587,1587,1594473.905413276,6178261.731187979,-0.595000029
1588,1588,1590675.462627957,6178221.768965323,-0.654999971
1589,1589,1590753.772267622,6178221.847334435,-0.654999971
1590,1590,1595089.483242052,6178225.36108,-0.595000029
1591,1591,1595691.230758868,6178225.660195932,-0.745000005
1592,1592,1590428.570420248,6178214.501292298,-0.654999971
1593,1593,1590523.005626057,6178181.769483602,-0.654999971
1594,1594,1594446.910099571,6178184.764874876,-0.595000029
1595,1595,1590577.137578993,6178179.500359924,-0.654999971
1596,1596,1590606.757951648,6178172.62709155,-0.654999971
1597,1597,1595518.323342821,6178165.60663633,-0.745000005
1598,1598,1591260.789841053,6178152.610413096,-0.654999971
1599,1599,1591359.701024818,6178162.894339881,-0.654999971
1600,1600,1594463.21715343,6178155.075466548,-0.595000029
1601,1601,1591207.050559411,6178142.394110399,-0.654999971
1602,1602,1591388.735717728,6178142.564606228,-0.654999971
1603,1603,1592775.87537466,6178368.277101104,-0.638060687
1604,1604,1591236.074789883,6178137.645253842,-0.654999971
1605,1605,1592595.975117316,6178138.45789473,-0.654999971
1606,1606,1594430.25390783,6178140.113893426,-0.595000029
1607,1607,1594479.545954812,6178135.367036022,-0.595000029
1608,1608,1594809.267449846,6178135.557461886,-0.595000029
1609,1609,1590272.084294378,6178122.323476086,-0.654999971
1610,1610,1590878.305560389,6178128.882462059,-0.654999971
1611,1611,1590900.365224336,6178448.992385412,-0.586334337
1612,1612,1591278.4311609,6178131.301094972,-0.654999971
1613,1613,1595518.173454248,6178125.965958199,-0.745000005
1614,1614,1590316.99611396,6178116.808628502,-0.635399972
1615,1615,1592571.520031228,6178119.684151683,-0.502685078
1616,1616,1594438.508897873,6178120.19639976,-0.595000029
1617,1617,1592559.119258669,6178093.975727521,-0.654999971
1618,1618,1594782.392770432,6178214.00108246,-0.595000029
1619,1619,1594718.616732634,6178095.661381386,-0.595000029
1620,1620,1591025.360999132,6178088.02811589,-0.654999971
1621,1621,1590032.659845008,6178071.681801127,0.110552943
1622,1622,1591116.612675165,6178072.783560636,-0.654999971
1623,1623,1591145.463128799,6178072.811158635,-0.654999971
1624,1624,1594657.607303425,6178094.172797059,-0.595000029
1625,1625,1590300.398106009,6178062.20877066,-0.654999971
1626,1626,1594994.93989174,6178070.70730021,-0.595018288
1627,1627,1589179.898574586,6178050.305411614,-0.142984569
1628,1628,1590279.610625566,6178057.310145092,-0.654999971
1629,1629,1590943.528697792,6178053.421632944,-0.654999971
1630,1630,1594821.845666183,6178055.670418548,-0.595000029
1631,1631,1595575.224501125,6178153.451229429,-0.745000005
1632,1632,1595600.253126142,6178060.48396167,-0.745000005
1633,1633,1589196.030499989,6178041.589026837,-0.16620371
1634,1634,1589224.893211578,6178030.933457154,-0.035066666
1635,1635,1592557.489371039,6178042.197324651,-0.654999971
1636,1636,1594702.334036819,6178035.680464325,-0.416250011
1637,1637,1589101.627008126,6178030.213488932,-0.210762789
1638,1638,1594941.215822628,6178026.056919815,-0.595000029
1639,1639,1595496.419944186,6178066.495514365,-0.745000005
1640,1640,1589333.68449282,6178015.539702924,0.108603536
1641,1641,1590213.708879627,6178017.395880745,-0.654999971
1642,1642,1594443.123405404,6178016.187531185,-0.595000029
1643,1643,1594677.613767199,6178020.724466102,-0.574952028
1644,1644,1589022.04093257,6178011.088000615,-0.29660565
1645,1645,1590840.541490062,6178002.786338781,-0.654999971
1646,1646,1594642.210900752,6178034.261576907,-0.584899638
1647,1647,1594887.78121477,6178007.969478441,-0.595000029
1648,1648,1594924.740847106,6178006.125467609,-0.58394965
1649,1649,1595367.752634601,6178050.362188203,-0.285443035
1650,1650,1589262.024356472,6177998.355199031,-0.059538661
1651,1651,1589575.263594162,6177991.488961438,-0.654999971
1652,1652,1589946.026050818,6177991.694088917,-0.176637933
1653,1653,1590420.592652711,6177992.982008989,-0.654999971
1654,1654,1591594.223393821,6177997.950491846,-0.654999971
1655,1655,1591617.10911285,6177996.11376224,-0.654999971
1656,1656,1595095.178518102,6178011.3789117,-0.092605437
1657,1657,1589921.646214917,6177981.706384107,-0.248272724
1658,1658,1591739.468164019,6177984.289475734,-0.654999971
1659,1659,1594372.09290222,6177990.09132257,-0.595000029
1660,1660,1595134.41812264,6178143.305311349,-0.40959051
1661,1661,1595601.007985313,6177986.548499865,-0.745000005
1662,1662,1591792.465323444,6177964.037122145,-0.654999971
1663,1663,1594743.588306696,6177965.975363659,-0.595000029
1664,1664,1589342.229149159,6177954.128799918,-0.654999971
1665,1665,1589632.839291948,6177951.912832795,-0.654999971
1666,1666,1594735.351075691,6177956.00946454,-0.595000029
1667,1667,1588841.478439928,6177955.406740778,-0.243322516
1668,1668,1589759.630178465,6177948.181257308,-0.654999981
1669,1669,1589954.660570061,6177942.305817904,-0.279392876
1670,1670,1590407.680485791,6177942.785524897,-0.654999971
1671,1671,1591586.411174952,6177943.929979585,-0.654999971
1672,1672,1592244.729527727,6179090.570449629,-0.604879796
1673,1673,1594727.113862405,6177946.043557935,-0.595000029
1674,1674,1592545.573837948,6177948.211978661,-0.080465261
1675,1675,1594714.755236804,6177936.075292851,-0.595000029
1676,1676,1589014.670304063,6177911.356116782,-0.654999971
1677,1677,1594841.822728328,6177958.927248845,-0.595000029
1678,1678,1595514.319869661,6177921.554726776,-0.745000005
1679,1679,1588960.912458678,6177906.415410951,-0.438415525
1680,1680,1594702.071159473,6177912.823152276,-0.595000029
1681,1681,1594793.076391304,6177911.216543419,-0.595000029
1682,1682,1589014.693906702,6177891.433657526,-0.654999971
1683,1683,1594421.604287206,6177900.470198772,-0.595000029
1684,1684,1594784.841957244,6177896.270073003,-0.595000029
1685,1685,1594823.764246788,6177900.165693642,-0.557796776
1686,1686,1588803.350329634,6177888.84744275,-0.217640933
1687,1687,1591706.594539501,6177874.686559816,-0.654999971
1688,1688,1592542.474015325,6177875.093390558,0.910958923
1689,1689,1594803.391093479,6177879.770230187,-0.534128236
1690,1690,1594902.835162243,6177901.987869395,-0.309406508
1691,1691,1595481.622597804,6177882.121967033,-0.632918923
1692,1692,1595518.462957848,6177876.731215314,-0.745000005
1693,1693,1595581.820996505,6177932.879885034,-0.745000005
1694,1694,1588781.611562355,6177863.508091743,-0.13221807
1695,1695,1588990.00090112,6177861.520637934,-0.654999971
1696,1696,1589901.025770098,6177870.245993701,-0.632380923
1697,1697,1590103.51255507,6177897.678135789,-0.654999971
1698,1698,1595468.8420445,6177866.541589776,-0.745000005
1699,1699,1595506.574800473,6177866.098691626,-0.745000005
1700,1700,1589475.951121803,6177856.330943013,-0.654999971
1701,1701,1594883.723494551,6177859.215325208,-0.204578951
1702,1702,1595527.317753886,6177856.813037487,-0.745000005
1703,1703,1588761.413886421,6177845.300338275,-0.112842363
1704,1704,1590061.750521291,6177847.585149311,-0.639019972
1705,1705,1594430.599330786,6177846.462209755,-0.595000029
1706,1706,1588237.854305985,6177825.907526687,-0.654999971
1707,1707,1589336.40227426,6177831.83747351,-0.654999971
1708,1708,1589377.616154694,6177831.884780177,-0.654999971
1709,1709,1594422.024705495,6177836.087261054,-0.595000029
1710,1710,1588961.355951316,6177831.398568545,-0.55310608
1711,1711,1595456.309540361,6177832.183490406,-0.745000005
1712,1712,1588191.286659912,6177807.244429154,0.011750027
1713,1713,1588286.498611781,6177812.620694324,0.682765445
1714,1714,1592402.726639823,6177819.915046364,-0.654999971
1715,1715,1588738.991088249,6177817.51830089,-0.102446132
1716,1716,1588965.343619131,6177801.723858022,-0.512509076
1717,1717,1589971.129117224,6177801.934033695,-0.654999971
1718,1718,1590038.030605688,6177808.070169001,-0.654999971
1719,1719,1594464.736965665,6177807.167083398,-0.595000029
1720,1720,1595534.379773398,6177807.010308775,-0.745000005
1721,1721,1589459.919934784,6177792.338012571,-0.654999971
1722,1722,1592464.802809117,6177799.512129917,-0.654999971
1723,1723,1588402.515625176,6177776.768720808,0.418000013
1724,1724,1588707.949684582,6177787.836247153,-0.026982148
1725,1725,1589987.6361266,6177782.029390093,-0.654999971
1726,1726,1590078.136123164,6177783.058918614,-0.654999971
1727,1727,1588419.852777915,6177767.269311707,0.468125017
1728,1728,1589236.955960641,6177771.955104862,-0.560310323
