OID,FID_,X,Y,BCE_Pareng
796,796,1592925.696196509,6181306.800479187,-0.654999971
797,797,1593008.606403456,6181307.094184781,-0.654999971
798,798,1593169.171314077,6181305.570853098,-0.654999971
799,799,1593246.065166932,6181323.495337322,-0.654999971
800,800,1595271.890443272,6181307.538864754,-0.725000024
801,801,1596984.399769742,6181304.180465055,-0.725000024
802,802,1597025.629025068,6181304.193766785,-0.725000024
803,803,1597108.087535519,6181304.219820911,-0.725000024
804,804,1597211.760477833,6181304.628484857,-0.725000024
805,805,1597264.75870467,6181304.267305843,-0.725000024
806,806,1597289.496257615,6181304.274561753,-0.725000024
807,807,1592621.93900059,6181313.80007509,-0.654999971
808,808,1592724.530455261,6181304.430634029,-0.654999971
809,809,1595508.397197788,6181293.622469739,-0.725000024
810,810,1596667.537859862,6181294.487897296,-0.725000024
811,811,1596687.721860941,6181293.913893977,-0.725000024
812,812,1595359.977005368,6181283.58829427,-0.725000024
813,813,1596720.708748339,6181283.964431486,-0.725000024
814,814,1596909.811185422,6181288.440821983,-0.725000024
815,815,1597025.635408357,6181284.271421849,-0.725000024
816,816,1597233.261414909,6181284.864968034,-0.725000024
817,817,1593080.180390551,6181272.003339563,-0.654999971
818,818,1593162.638654276,6181272.064275456,-0.654999971
819,819,1595529.621134456,6181274.087309608,-0.725000024
820,820,1596692.282486569,6181274.57439921,-0.705972997
821,821,1597179.97587026,6181279.123685785,-0.725000024
822,822,1587700.534996886,6181255.349563504,-0.654999971
823,823,1587812.766102178,6181262.447922429,-0.654999971
824,824,1596778.267320499,6181264.266518843,-0.725000024
825,825,1597129.314285977,6181264.758661348,-0.725000024
826,826,1597240.032998099,6181264.415293873,-0.725000024
827,827,1595549.645513817,6181253.797633043,-0.725000024
828,828,1597208.532899834,6181254.974043962,-0.725000024
829,829,1595298.753154555,6181244.089731202,-0.725000024
830,830,1595330.955575643,6181267.21641992,-0.725000024
831,831,1596746.614912058,6181257.480137451,-0.705677225
832,832,1596816.001828019,6181253.068767057,-0.725000024
833,833,1597139.469238891,6181245.12964847,-0.725000024
834,834,1595318.773157573,6181233.353161781,-0.725000024
835,835,1595566.146644285,6181233.883176882,-0.725000024
836,836,1595999.219789618,6181233.875643572,-0.725000024
837,837,1596832.04449451,6181234.197220122,-0.725000024
838,838,1596892.522704743,6181235.124766802,-0.725000024
839,839,1597009.159788462,6181234.460258177,-0.725000024
840,840,1597079.848790685,6181234.859710456,-0.725000024
841,841,1597437.940819577,6181234.588504087,-0.458224134
842,842,1595362.260317836,6181235.569041553,-0.725000024
843,843,1596873.276794695,6181224.250025255,-0.725000024
844,844,1597165.247881134,6181232.656106914,-0.725000024
845,845,1597190.570163321,6181224.555759815,-0.725000024
846,846,1595318.782998018,6181213.839376876,-0.725000024
847,847,1595999.699734696,6181213.287960569,-0.725000024
848,848,1596832.481904323,6181214.856249822,-0.525873888
849,849,1596932.369525356,6181214.002919238,-0.725000024
850,850,1595523.55673079,6181215.510762199,-0.725000024
851,851,1597182.330430269,6181204.630913419,-0.725000024
852,852,1596724.961476887,6182105.688628461,-0.723241893
853,853,1595480.184982542,6181194.373959499,-0.725000024
854,854,1595541.766813786,6181193.618229591,-0.725000024
855,855,1595607.394447236,6181194.05808058,-0.725000024
856,856,1596970.378461425,6181194.398698002,-0.725000024
857,857,1597010.652772397,6181195.145383235,-0.725000024
858,858,1596028.101363132,6181184.082168974,-0.725000024
859,859,1596027.940698251,6181164.364028218,-0.725000024
860,860,1597232.074410669,6181187.905151789,-0.725000024
861,861,1597261.279668862,6181155.225613291,-0.725000024
862,862,1597281.297084994,6181144.893376035,-0.725000024
863,863,1597371.297304856,6181156.79359032,-0.725000024
864,864,1597372.005528565,6181124.997148753,-0.725000024
865,865,1595673.397624622,6181114.399660114,-0.725000024
866,866,1595648.665243686,6181104.426921282,-0.725000024
867,867,1597388.120185271,6181109.286580253,-0.725000024
868,868,1593158.651558487,6181087.779644731,-0.654999971
869,869,1593179.280354203,6181067.872464295,-0.654999971
870,870,1597112.890814308,6181045.607708148,-0.723250024
871,871,1597134.07451662,6181114.297162254,-0.725000024
872,872,1593199.626077473,6181043.132183276,-0.654999971
873,873,1595755.890895121,6181034.748316987,-0.725000024
874,874,1595883.270806011,6181033.039413961,-0.725000024
875,875,1597222.125235147,6181035.825419503,-0.725000024
876,876,1595933.784392433,6181005.321360019,-0.725000024
877,877,1597392.818293855,6181020.206395046,-0.725000024
878,878,1597245.302484612,6181001.659784869,-0.725000024
879,879,1595813.637139307,6180975.007464743,-0.725000024
880,880,1596036.267245131,6180975.105204811,-0.725000024
881,881,1596052.758363976,6180975.1122324,-0.725000024
882,882,1596073.971999694,6180975.498175733,-0.725000024
883,883,1597281.352517769,6180955.631032635,-0.725000024
884,884,1597397.468255635,6180937.81114936,-0.722945684
885,885,1596133.228579164,6180935.231467244,-0.725000024
886,886,1597306.103596841,6180905.8323563,-0.725000024
887,887,1595343.6802169,6180895.094160307,-0.725000024
888,888,1596181.220036136,6180901.985183237,-0.725000024
889,889,1595216.049653236,6180884.516024115,-0.725000024
890,890,1595355.792129831,6180884.35353107,-0.725000024
891,891,1596225.951729617,6180885.125085555,-0.725000024
892,892,1597306.109378983,6180885.909999832,-0.725000024
893,893,1597373.95385752,6180890.663869525,-0.725000024
894,894,1596205.945744398,6180865.980078536,-0.725000024
895,895,1595203.865897967,6180854.769674885,-0.725000024
896,896,1595262.780181271,6180854.097096824,-0.725000024
897,897,1597264.893723643,6180846.053227898,-0.725000024
898,898,1595277.756848921,6180815.371395981,-0.725000024
899,899,1597355.768436867,6180825.952927995,-0.725000024
900,900,1595788.97728874,6180805.65623231,-0.725000024
901,901,1596357.910508274,6180805.896920011,-0.725000024
902,902,1593434.627501518,6180816.173762146,-0.663987336
903,903,1595293.389365224,6180808.949331812,-0.725000024
904,904,1597100.000405964,6180796.197270687,-0.725000024
905,905,1593319.660643885,6180784.080758044,-0.723178673
906,906,1595230.835011374,6180805.509355674,-0.725000024
907,907,1596321.41380058,6180786.337109974,-0.725000024
908,908,1597236.68081206,6180803.574309968,-0.725000024
909,909,1589242.15440385,6180770.083162601,-0.275315761
910,910,1595500.571649058,6180775.433071938,-0.725000024
911,911,1596580.547555995,6180776.098068814,-0.725000024
912,912,1594791.47432784,6180765.10104554,-0.725000024
913,913,1595739.523124058,6180765.788932599,-0.725000024
914,914,1597178.510050865,6180765.785876929,-0.725000024
915,915,1593163.019939146,6180754.430907186,-0.654999971
916,916,1593802.826849303,6180761.056445773,-0.683054576
917,917,1594779.111674457,6180755.480678516,-0.725000024
918,918,1595748.111437422,6180755.423123795,-0.725000024
919,919,1596877.726205879,6180756.280434509,-0.725000024
920,920,1594016.252765391,6180744.915541084,-0.694399332
921,921,1596562.23589256,6180752.674039504,-0.725000024
922,922,1588838.348552986,6180729.967486028,0.045091553
923,923,1589205.615597395,6180735.074445284,-0.558965441
924,924,1589329.154073639,6180737.04799444,0.425711279
925,925,1593236.854814667,6180744.58378172,-0.714010131
926,926,1595038.298264226,6180739.764242598,-0.725000024
927,927,1588722.925717058,6180719.86675806,-0.654999971
928,928,1593200.146237191,6180724.226845307,-0.654999971
929,929,1589089.846174167,6180724.976250019,1.25272228
930,930,1589175.720363951,6180718.711347141,-0.5571936
931,931,1597040.518881717,6180722.332890002,-0.725000024
932,932,1588669.961139807,6180708.782852678,-0.337096087
933,933,1593118.185417619,6180708.704225093,-0.654999971
934,934,1593146.566240332,6180704.265062455,-0.654999971
935,935,1595772.531841868,6180706.036925994,-0.725000024
936,936,1588764.189495293,6180689.305233843,-0.654999971
937,937,1588804.510494596,6180681.560177902,-0.654999971
938,938,1588850.776830254,6180679.828640185,-0.654999971
939,939,1593064.124186102,6180689.262037985,-0.473624997
940,940,1593107.825060852,6180688.298471285,-0.654999971
941,941,1593397.893491335,6180684.729151633,-0.771859787
942,942,1597139.280379221,6180751.419841982,-0.725000024
943,943,1597341.427772055,6180712.129120477,-0.723379427
944,944,1588986.835820915,6180670.377646403,-0.654999971
945,945,1588612.194370057,6180661.081535259,-0.312014681
946,946,1593047.64849207,6180669.327331658,-0.434791154
947,947,1593786.917347557,6180665.60469679,-0.680107334
948,948,1593810.171986006,6180665.090891551,-0.681537504
949,949,1597020.132430979,6180677.058013262,-0.725000024
950,950,1597081.930287137,6180667.363391677,-0.725000024
951,951,1589061.066996673,6180650.543028369,-0.654999971
952,952,1589094.059828462,6180640.620660599,-0.654999971
953,953,1589168.267283034,6180640.707556353,-0.654999971
954,954,1589427.433969576,6180643.285116119,0.165636364
955,955,1593302.785537959,6180653.515761727,-0.770577729
956,956,1593851.41161588,6180645.195927623,-0.68309927
957,957,1593867.902153052,6180645.206837796,-0.683970392
958,958,1594280.165575463,6180645.470069475,-0.706706107
959,959,1596601.808170516,6180646.987450466,-0.725000024
960,960,1597050.575490177,6180646.763967758,-0.725000024
961,961,1589283.543273181,6180631.084463935,-0.654999971
962,962,1593249.399646329,6180634.612089012,-0.654997496
963,963,1593950.361331597,6180635.29976527,-0.688233679
964,964,1597322.841325395,6180636.681033852,-0.725000024
965,965,1589399.157670204,6180621.051756616,-0.654999971
966,966,1593106.678684441,6180627.815330563,-0.654999971
967,967,1594305.613707763,6180626.251551149,-0.707663437
968,968,1596811.807914133,6180626.354087295,-0.725000024
969,969,1597004.930851249,6180627.288237176,-0.725000024
970,970,1588681.83262057,6180610.243491176,-0.654999971
971,971,1588704.909608582,6180618.240559679,-0.654999971
972,972,1589415.659539765,6180611.109388587,-0.602024972
973,973,1592997.057817453,6180613.390173389,0.011937524
974,974,1593007.27881042,6180626.463904534,-0.100094998
975,975,1593224.961711599,6180615.399874855,-0.654999971
976,976,1596992.868436029,6180616.453335557,-0.725000024
977,977,1593002.348209324,6180604.545549833,-0.654999971
978,978,1594342.62902147,6180606.040551752,-0.709194507
979,979,1596877.605772577,6180611.638959828,-0.725000024
980,980,1597281.454637104,6180606.989735061,-0.725000024
981,981,1589136.249814508,6180615.780232055,-0.376689509
982,982,1589487.068781865,6180606.230728578,1.36314277
983,983,1593802.142979991,6180594.424973318,-0.679360045
984,984,1593822.284070761,6180595.831895501,-0.680585052
985,985,1593843.199387669,6180595.384540237,-0.681966435
986,986,1593859.689836355,6180595.395465125,-0.682850246
987,987,1596844.827499369,6180603.650331919,-0.725000024
988,988,1596938.758511063,6180597.720306369,-0.725000024
989,989,1596968.139090217,6180596.931486821,-0.725000024
990,990,1597298.117126923,6180596.829144473,-0.725000024
991,991,1588813.79258545,6180580.519865343,-0.654999971
992,992,1595039.100372343,6180586.13964809,-0.725000024
993,993,1595166.574302468,6180591.596874627,-0.725000024
994,994,1588793.621641927,6180571.115555174,-0.654999971
995,995,1589168.88984541,6180581.163421709,-0.602906446
996,996,1589217.665717015,6180589.373529836,-0.654999971
997,997,1596648.062624356,6180577.428380039,-0.725000024
998,998,1596893.938752383,6180576.984582438,-0.725000024
999,999,1593851.464409878,6180565.506451814,-0.681390822
1000,1000,1594202.210655975,6181671.422795147,-0.670850054
1001,1001,1596679.566981916,6180566.949177048,-0.725000024
1002,1002,1597064.624884571,6180574.762224137,-0.725000024
1003,1003,1597133.052777151,6180567.100343782,-0.725000024
1004,1004,1597284.839815247,6180574.135900275,-0.725000024
1005,1005,1593163.597304553,6180555.441002312,-0.654999971
1006,1006,1593309.729377598,6180561.065543494,-0.746370781
1007,1007,1593332.0240945,6180555.18659416,-0.761508086
1008,1008,1594552.3120506,6180555.983114456,-0.719529044
1009,1009,1594741.951385024,6180556.092493026,-0.725000024
1010,1010,1596852.719482746,6180557.04832702,-0.725000024
1011,1011,1589530.963609873,6180541.220934824,0.772608712
1012,1012,1594577.237187496,6180558.830904113,-0.721073241
1013,1013,1597045.217367858,6180552.477971405,-0.725000024
1014,1014,1597098.732343779,6180549.156647971,-0.725000024
1015,1015,1597215.062848029,6180552.89762013,-0.725000024
1016,1016,1597267.147826345,6180553.504054056,-0.725001051
1017,1017,1593580.006502139,6180603.710130954,-0.709407609
1018,1018,1594725.472330754,6180536.160766261,-0.725000024
1019,1019,1594906.632649474,6180627.847164568,-0.725000024
1020,1020,1596811.50039006,6180537.111887821,-0.725000024
1021,1021,1597021.450123,6180537.642897592,-0.725000024
1022,1022,1588912.806625699,6180520.871449308,-0.654999971
1023,1023,1592787.745888409,6180522.868207472,-0.654999971
1024,1024,1592854.160803449,6180557.269635221,-0.654999971
1025,1025,1597050.613477567,6180527.229773228,-0.725000024
1026,1026,1589616.951480821,6180536.872672335,1.304972595
1027,1027,1592384.029239851,6180514.408011381,-0.654999971
1028,1028,1593707.806830241,6180515.981162625,-0.663821258
1029,1029,1593816.896572632,6180516.344684246,-0.678664413
1030,1030,1596795.016930541,6180517.183839981,-0.725000024
1031,1031,1597186.830601588,6180517.106716204,-0.725000024
1032,1032,1589555.782706323,6180501.899188248,-0.654999971
1033,1033,1596718.395108326,6180554.332439758,-0.725000024
1034,1034,1597043.854704339,6180507.83459641,-0.725000024
1035,1035,1588615.414721085,6180490.627780941,-0.654999971
1036,1036,1589585.25134839,6180492.348049116,-0.654999971
1037,1037,1589708.164067233,6180491.713171867,2.147809516
1038,1038,1592414.189614533,6180498.164559992,-0.654999971
1039,1039,1592516.057176262,6180494.890852111,-0.654999971
1040,1040,1592761.991909054,6180499.474858765,-0.654999971
1041,1041,1594583.707513975,6180496.901506564,-0.720060641
1042,1042,1594715.453284753,6180512.872198476,-0.724709456
1043,1043,1594380.276072287,6181025.128908928,-0.706302819
1044,1044,1596973.869077637,6180511.867242431,-0.725000024
1045,1045,1589114.032589322,6180504.328242094,-0.632369369
1046,1046,1589728.715885954,6180481.699296471,2.72764462
1047,1047,1592709.736037103,6180485.133765785,-0.654999971
1048,1048,1597125.252072328,6180496.773845242,-0.725000024
1049,1049,1589242.68190186,6180469.706015014,-0.654999971
1050,1050,1589272.903380611,6180480.710543687,-0.592576764
1051,1051,1589675.539921432,6180471.945295258,-0.654999971
1052,1052,1592594.30849717,6180479.714019214,-0.654999971
1053,1053,1592655.322648903,6180486.975621364,-0.65465327
1054,1054,1596733.792047315,6180477.694698905,-0.725000024
1055,1055,1596918.87240424,6180489.628120448,-0.725000024
1056,1056,1596688.015113471,6180472.116649642,-0.725000024
1057,1057,1588055.398929073,6180450.079083716,0.64277562
1058,1058,1596659.593164855,6180457.745916328,-0.725000024
1059,1059,1597042.559692584,6180457.294632055,-0.725000024
1060,1060,1588623.620647267,6180456.368740446,-0.654999971
1061,1061,1588648.889412593,6180441.06703102,-0.654999971
1062,1062,1589797.457332266,6180443.750602548,0.150520278
1063,1063,1592557.064149968,6180445.024320606,-0.654999971
1064,1064,1596873.240671504,6180447.429550542,-0.725000024
1065,1065,1588896.254710255,6180430.996521998,-0.654999971
1066,1066,1592606.707924549,6180439.879119228,-0.654999971
1067,1067,1588014.502480741,6180478.539008199,-0.654999971
1068,1068,1593716.112687713,6180426.336070071,-0.745144451
1069,1069,1593736.125766604,6180425.972652885,-0.744890702
1070,1070,1596803.292963366,6180427.536021736,-0.725000024
1071,1071,1589837.861715451,6180430.180955556,0.167729773
1072,1072,1596696.110568035,6180417.537296022,-0.725000024
1073,1073,1596932.192584064,6180417.540159211,-0.725000024
1074,1074,1596989.982921461,6180425.604615875,-0.725000024
1075,1075,1588865.934434293,6180405.557817318,-0.654999971
1076,1076,1592599.021350856,6180405.901305887,-0.654999971
1077,1077,1596786.809716411,6180407.607955932,-0.725000024
1078,1078,1589857.449829368,6180393.037492393,0.092374999
1079,1079,1590155.916559406,6180392.777659722,0.570913035
1080,1080,1593872.795405981,6180386.596073231,-0.669399161
1081,1081,1596766.80374905,6180388.055580209,-0.725000024
1082,1082,1589910.45431028,6180372.352055355,1.683932445
1083,1083,1593949.334006366,6180377.010974839,-0.672916478
1084,1084,1589877.955566167,6180369.043789,0.113181818
1085,1085,1590148.614258487,6180367.866918424,0.562254677
1086,1086,1593934.046873997,6180365.928416559,-0.663207703
1087,1087,1588665.48910176,6180351.436445601,-0.648052604
1088,1088,1589898.287925806,6180353.003778589,1.272105141
1089,1089,1592656.076205363,6180355.452447769,-0.654999971
1090,1090,1594006.63804645,6180357.09010176,-0.68265195
1091,1091,1594037.715380769,6180356.819919574,-0.687342571
1092,1092,1596731.861492208,6180372.194800244,-0.725000024
1093,1093,1588953.613896041,6180338.962879791,-0.654999971
1094,1094,1589063.354001155,6180334.469465015,-0.654999971
1095,1095,1594057.741052501,6180336.533432776,-0.687811424
1096,1096,1588770.930656495,6180472.552227514,-0.654999971
1097,1097,1588913.676603415,6180324.30384841,-0.654999971
1098,1098,1588993.950271214,6180328.793123716,-0.145420956
1099,1099,1589103.645552359,6180293.650040756,-0.654999971
1100,1100,1594057.766566235,6180296.688678498,-0.674028265
1101,1101,1588896.602330024,6180281.783103073,-0.654999971
1102,1102,1588954.281409891,6180311.735608056,-0.388879986
1103,1103,1589971.053637616,6180285.924788706,-0.063108331
1104,1104,1588721.306329961,6180269.945734006,-0.60647599
1105,1105,1588838.912465321,6180261.06353558,-0.654999971
1106,1106,1588928.146530628,6180269.490031074,-0.040458759
1107,1107,1589120.980878466,6180273.747867532,-0.654999971
1108,1108,1589155.869866967,6180262.832815123,-0.654999971
1109,1109,1590025.338396163,6180261.838524099,-0.128912276
1110,1110,1588622.396817712,6180258.180453695,-0.344852423
1111,1111,1589209.945337566,6180252.269104102,-0.654999971
1112,1112,1588812.219348554,6180248.412063683,-0.654999971
1113,1113,1589280.468821312,6180242.970858154,-0.654999971
1114,1114,1594206.206918172,6180246.976577319,-0.693973171
1115,1115,1589214.090957193,6180232.351504089,-0.625987472
1116,1116,1589251.853931066,6180224.764699101,-0.654999971
1117,1117,1590179.577119145,6180230.581332195,0.70932489
1118,1118,1588794.076097881,6180231.388107872,-0.588701835
1119,1119,1589578.259834239,6180221.911833822,-0.654999971
1120,1120,1590073.171602387,6180210.185824246,0.054615384
1121,1121,1588860.345801205,6180242.795523589,-0.552299972
1122,1122,1590067.30219046,6180203.216076978,-0.465785686
1123,1123,1592660.924318059,6180196.454084693,-0.654999971
1124,1124,1595357.583920866,6180198.570747551,-0.725000024
1125,1125,1590093.071589722,6180184.118087234,0.053658729
1126,1126,1596729.337220216,6180198.198647511,-0.724941977
1127,1127,1595212.291600914,6180177.617559036,-0.725000024
1128,1128,1595490.827331619,6180178.628515763,-0.725000024
1129,1129,1595517.181926859,6180177.974137104,-0.725000024
1130,1130,1589637.405136327,6180160.33831174,-0.654999971
1131,1131,1587923.104504021,6180140.269382413,2.410912494
1132,1132,1590135.342589249,6180143.92581824,-0.012687919
1133,1133,1595698.582515294,6180148.176420311,-0.725000024
1134,1134,1595723.316990432,6180148.1878528,-0.725000024
1135,1135,1598325.750570882,6180170.59664253,-0.745000005
1136,1136,1592639.374880872,6180140.500124377,-0.654999971
1137,1137,1596696.37725007,6180143.400413059,-0.745000005
1138,1138,1596729.355739615,6180145.655150678,-0.745000005
1139,1139,1590151.770029655,6180125.144211393,-0.248226388
1140,1140,1594882.35580256,6180127.839780273,-0.725000024
1141,1141,1594921.959768901,6180128.528685282,-0.725000024
1142,1142,1589762.678169655,6180113.642712942,-0.654999971
1143,1143,1592639.775799274,6180116.370800294,-0.654999971
1144,1144,1588842.745173552,6180107.969839121,1.660287396
1145,1145,1589754.106650643,6180103.263479147,-0.654999971
1146,1146,1595024.042868044,6180109.798500637,-0.725000024
1147,1147,1590192.705342353,6180084.59283227,0.009596622
1148,1148,1589754.502908442,6180075.289011974,-0.654999971
1149,1149,1595117.757755081,6180132.699467874,-0.725000024
1150,1150,1596756.85782751,6180090.295410017,-0.745000005
1151,1151,1589795.640105269,6180063.794080148,-0.654999971
1152,1152,1590219.208965494,6180063.094136127,-0.103005771
1153,1153,1589819.032432784,6180048.00295637,-0.654999971
1154,1154,1589874.36198288,6180043.166971792,-0.654999971
1155,1155,1587630.382644364,6180031.292961755,0.474999994
1156,1156,1590317.801453064,6180035.989735908,0.191890447
1157,1157,1592717.990399031,6180021.904873424,-0.654999971
1158,1158,1598960.024914525,6180019.996564199,-9999.0
1159,1159,1599040.080171599,6180019.635221164,-9999.0
1160,1160,1587619.411394489,6180009.20496308,0.474999994
1161,1161,1595151.174326974,6180009.469592386,-0.725000024
1162,1162,1597117.258046209,6179997.321941684,0.25262745
1163,1163,1598922.326245059,6179999.692933578,-9999.0
1164,1164,1589881.286478827,6179991.177133403,-0.654999971
1165,1165,1590401.615085038,6179984.973424246,-0.486487575
1166,1166,1597062.940034863,6179988.599598773,0.251026312
1167,1167,1598732.699704013,6179989.707781195,-9999.0
1168,1168,1587541.982674565,6179980.350670872,1.608295489
1169,1169,1596957.462824214,6179981.187922232,-0.745000005
1170,1170,1598877.150150646,6179994.502710228,-9999.0
1171,1171,1587928.658377405,6179970.131690594,0.474999994
1172,1172,1597075.527901026,6179959.449889123,-0.745000005
1173,1173,1598831.640911404,6179949.876000219,-9999.0
1174,1174,1596829.113405259,6179963.602528443,-0.745000005
1175,1175,1598842.321037476,6179939.711861171,-9999.0
1176,1176,1587858.207226553,6179921.878789961,0.566574994
1177,1177,1590525.346446885,6179925.33332655,4.208449585
1178,1178,1598831.64347154,6179929.545051818,-9999.0
1179,1179,1598904.223638511,6179936.997332571,-9999.0
1180,1180,1587561.42699129,6179901.563242572,0.474999994
1181,1181,1590616.057923608,6179905.155326338,-0.654999971
1182,1182,1595302.929922339,6179912.427988315,-0.725000024
1183,1183,1592916.758661752,6179877.894510412,-0.654999971
1184,1184,1589941.894175847,6179872.325162801,-0.600316806
1185,1185,1595088.613081452,6179868.960161488,-0.725000024
1186,1186,1595443.468268486,6179868.732644641,-0.725000024
1187,1187,1589967.879240637,6179830.940421715,-0.381147338
1188,1188,1587777.111666893,6180005.319481214,0.479018281
1189,1189,1591028.053693491,6179837.950709892,0.313390442
1190,1190,1592648.257373288,6179817.541488556,-0.654999971
1191,1191,1587829.514321149,6179797.325953183,1.040788219
1192,1192,1595410.186296999,6179798.98786041,-0.725000024
1193,1193,1587780.066775179,6179782.319174822,0.474999994
1194,1194,1590041.127034575,6179788.433724613,-0.516913722
1195,1195,1595315.545862059,6179794.1642344,-0.725000024
1196,1196,1592647.903846175,6179781.903640358,-0.654999971
1197,1197,1596895.920450895,6179784.608883352,-0.745000005
1198,1198,1587815.391908709,6179772.723633502,0.693957692
1199,1199,1591049.055561594,6179769.053949147,0.334145833
1200,1200,1592236.072297432,6179767.399715126,-0.654999971
1201,1201,1596787.368618188,6179770.091892489,-0.745000005
1202,1202,1596844.741883088,6179770.111580746,-0.745000005
1203,1203,1597187.487847853,6179770.598754396,-0.745000005
1204,1204,1590126.973833653,6179755.963269942,-0.654999971
1205,1205,1596778.789577224,6179759.71915702,-0.745000005
1206,1206,1597149.791006749,6179760.249107963,-0.745000005
1207,1207,1590064.39066455,6179751.013088602,-0.325671278
1208,1208,1596709.314577269,6179750.519091869,-0.745000005
1209,1209,1597050.481158183,6179744.502920235,-0.745000005
1210,1210,1597116.436881094,6179744.523652966,-0.745000005
1211,1211,1597504.479444016,6179735.244010422,-0.745000005
1212,1212,1597558.500312029,6179730.859018079,-0.745000005
1213,1213,1592235.390784696,6179713.541920668,-0.654999971
1214,1214,1592301.692560315,6179711.89440761,-0.654999971
1215,1215,1596692.839837917,6179710.668446569,-0.745000005
1216,1216,1597001.575852193,6179709.464170584,-0.745000005
1217,1217,1596983.854869282,6179702.362983556,-0.745000005
1218,1218,1597099.960404564,6179704.67373148,-0.745000005
1219,1219,1597298.209038072,6179700.526336257,-0.745000005
1220,1220,1590128.435776265,6179692.260742015,-0.366591934
1221,1221,1592648.6981304,6179688.046181475,-0.654999971
1222,1222,1597010.374848758,6179695.82224491,-0.745000005
1223,1223,1594949.275305154,6179684.967971621,-0.703850997
1224,1224,1597339.43688175,6179680.615856684,-0.745000005
1225,1225,1597366.967770083,6179680.101227019,-0.745000005
1226,1226,1597446.234685833,6179674.891914124,-0.745000005
1227,1227,1594932.080368673,6179659.690804262,-0.687713415
1228,1228,1597050.50649153,6179664.813353216,-0.745000005
1229,1229,1596785.666243977,6179674.11057834,-0.745000005
1230,1230,1597104.923528827,6179665.038100462,-0.745000005
1231,1231,1597266.320106788,6179655.172116773,-0.745000005
1232,1232,1597389.629474951,6179656.091911222,-0.745000005
1233,1233,1597421.889269941,6179650.755543109,-0.745000005
1234,1234,1592710.043090126,6179643.372919419,-0.654999971
1235,1235,1596988.340014761,6179657.344987477,-0.745000005
1236,1236,1597063.785061639,6179645.156194481,-0.745000005
1237,1237,1597091.804144512,6179645.993500869,-0.745000005
1238,1238,1597176.753703945,6179669.999129209,-0.745000005
1239,1239,1590189.007800658,6179632.797605554,-0.388305438
1240,1240,1596341.500332535,6179634.677271645,-0.745000005
1241,1241,1596405.165173652,6179633.559957462,-0.745000005
1242,1242,1597281.740614873,6179630.793145448,-0.745000005
1243,1243,1597326.896634744,6179635.890623864,-0.745000005
1244,1244,1592714.377916327,6179608.408343739,-0.654999971
1245,1245,1597322.968184271,6179610.882737164,-0.745000005
1246,1246,1597467.056341394,6179616.007552188,-0.745000005
1247,1247,1590883.708846237,6179596.624656626,-0.646636335
1248,1248,1596517.48293529,6179607.138113555,-0.745000005
1249,1249,1596288.910306034,6179590.981290921,-0.745000005
1250,1250,1596894.268832772,6179590.826746498,-0.745000005
1251,1251,1597083.888397075,6179590.888275417,-0.745000005
1252,1252,1597354.162540829,6179596.813145029,-0.745000005
1253,1253,1597481.496594487,6179595.822929055,-0.745000005
1254,1254,1597532.543090538,6179593.156252982,-0.745000005
1255,1255,1590884.330912442,6179576.702845137,-0.654999971
1256,1256,1596383.12431788,6179580.680351604,-0.745000005
1257,1257,1597030.314418962,6179617.559717878,-0.745000005
1258,1258,1597491.723916808,6179580.260784383,-0.745000005
1259,1259,1590257.404977861,6179581.666199233,-0.337964409
1260,1260,1592343.41508944,6179568.264788901,-0.654999971
1261,1261,1596321.895522049,6179571.072027219,-0.745000005
1262,1262,1596453.751358799,6179598.547653067,-0.745000005
1263,1263,1590925.465953746,6179556.698717223,2.774445756
1264,1264,1596242.978940868,6179560.70225828,-0.745000005
1265,1265,1597603.288829805,6179561.15339612,-0.745000005
1266,1266,1597512.604176707,6179551.168327538,-0.745000005
1267,1267,1597665.723312435,6179551.585063478,-0.745000005
1268,1268,1597112.006600034,6179559.318971375,-0.745000005
1269,1269,1597331.232588518,6179541.156728644,-0.745000005
1270,1270,1597526.869434701,6179549.192355781,-0.745000005
1271,1271,1592236.272352107,6179528.330914556,-0.654999971
1272,1272,1597224.792085833,6179555.209315824,-0.745000005
1273,1273,1597419.770655135,6179559.840129678,-0.745000005
1274,1274,1597479.632415582,6179531.237031225,-0.745000005
1275,1275,1592730.073220184,6179537.813468143,-0.654999971
1276,1276,1593646.057529787,6179509.481142278,-0.654999971
1277,1277,1596285.781181297,6179522.952479021,-0.745000005
1278,1278,1597306.680433783,6179501.100554753,-0.745000005
1279,1279,1595401.782076201,6179630.135139924,-0.744815848
1280,1280,1596202.124117522,6179490.957220134,-0.745000005
1281,1281,1595415.065513226,6179481.017383058,-0.745000005
1282,1282,1597413.692095114,6179481.412886099,-0.745000005
1283,1283,1590346.256610741,6179516.835934983,-0.42673073
1284,1284,1593485.491657464,6179469.320664865,-0.654999971
1285,1285,1595476.558873764,6179479.697450719,-0.745000005
1286,1286,1596230.460330389,6179476.130734634,-0.745000005
1287,1287,1597491.078448057,6179492.708536235,-0.745000005
1288,1288,1597671.058749896,6179475.714131697,-0.745000005
1289,1289,1597693.616310351,6179475.732744261,-0.745000005
1290,1290,1590435.138847779,6179456.368279227,-0.654999971
1291,1291,1590416.689109903,6179452.964040398,-0.485788027
1292,1292,1590985.389402688,6179450.017468684,3.22702251
