OID,FID_,X,Y,BCE_Rangau
243,243,1625045.854652109,6136174.636803848,-9999.0
244,244,1628664.870443752,6136163.598826342,-9999.0
245,245,1624684.961682272,6136170.432966653,-9999.0
246,246,1624738.688027403,6136155.925297009,-9999.0
247,247,1624987.965842801,6136149.116895607,-9999.0
248,248,1628005.758639242,6136216.845549922,-9999.0
249,249,1624704.281595383,6136146.879262135,-9999.0
250,250,1627987.631708971,6136131.034251286,-9999.0
251,251,1628410.373395029,6136124.953787037,-9999.0
252,252,1628499.088889557,6136172.358843842,-9999.0
253,253,1628500.205211221,6136094.788259545,-9999.0
254,254,1628696.772734437,6136098.381012305,-9999.0
255,255,1628508.714999409,6136084.391145707,-9999.0
256,256,1626587.636547277,6136083.858968683,-9999.0
257,257,1628300.654683376,6136191.302050212,-9999.0
258,258,1628444.148022764,6136065.607057801,-9999.0
259,259,1626579.987380397,6136060.724179651,-9999.0
260,260,1628680.571444567,6136044.414321773,-9999.0
261,261,1624651.635762932,6136046.202799275,-9999.0
262,262,1624668.046768083,6136046.158537357,-9999.0
263,263,1624692.831001206,6136045.887339409,-9999.0
264,264,1628590.27954596,6136034.735118152,-9999.0
265,265,1627999.303327462,6136056.827530889,-9999.0
266,266,1628696.857422548,6136004.515260157,-9999.0
267,267,1624958.812260956,6136052.939822439,-9999.0
268,268,1624913.753576227,6135991.017753894,-9999.0
269,269,1627957.905883313,6135981.126343123,-9999.0
270,270,1628721.348707716,6135964.59039348,-9999.0
271,271,1624913.994691837,6135965.796036649,-9999.0
272,272,1627982.980106709,6135951.732805151,-9999.0
273,273,1624594.110401425,6135951.514890486,-9999.0
274,274,1624584.054022348,6135932.379892855,-9999.0
275,275,1627153.930432122,6135909.608040071,-9999.0
276,276,1624831.723923489,6135886.324218495,-9999.0
277,277,1624856.864316488,6135936.252200994,-9999.0
278,278,1625345.101745594,6135865.367700416,-9999.0
279,279,1624616.444248285,6135863.36628431,-9999.0
280,280,1625356.924195561,6135844.830536539,-9999.0
281,281,1624907.715826205,6136176.250505562,-9999.0
282,282,1624795.406862232,6135839.982626269,-9999.0
283,283,1624795.181656413,6135807.103921254,-9999.0
284,284,1627613.071426013,6135788.689080684,-9999.0
285,285,1624598.332302258,6135813.839024188,-9999.0
286,286,1624774.016459163,6135786.861223136,-9999.0
287,287,1628040.739612058,6135777.699605557,-9999.0
288,288,1627924.987504593,6135770.350347746,-9999.0
289,289,1624757.551964401,6135766.981912781,-9999.0
290,290,1625106.873211583,6135766.40543266,-9999.0
291,291,1626436.095796649,6135752.696469996,-9999.0
292,292,1624737.582904412,6135747.488221342,-9999.0
293,293,1625085.707411414,6135746.163451581,-9999.0
294,294,1626472.560195653,6135742.048513019,-9999.0
295,295,1624905.165098374,6135736.695108763,-9999.0
296,296,1624691.862021127,6135743.680043145,-9999.0
297,297,1624577.083624378,6135722.435755435,-9999.0
298,298,1627924.628925901,6135708.046870543,-9999.0
299,299,1628244.968928776,6135707.062778178,-9999.0
300,300,1625266.280176269,6135705.614046389,-9999.0
301,301,1624564.250026885,6135704.462475773,-9999.0
302,302,1624827.705219642,6135697.434133518,-9999.0
303,303,1626529.625989642,6135700.937611948,-9999.0
304,304,1624675.284337508,6135687.508680897,-9999.0
305,305,1626502.160838081,6135720.060101394,-9999.0
306,306,1624593.973082165,6135677.561532751,-9999.0
307,307,1625028.415278293,6135676.178169169,-9999.0
308,308,1627309.088966006,6135660.096412057,-9999.0
309,309,1624626.641096209,6135682.220654162,-9999.0
310,310,1628452.697113721,6135878.489366495,-9999.0
311,311,1624310.083073976,6135598.625280427,-9999.0
312,312,1624362.561890333,6135604.344393292,-9999.0
313,313,1624465.830199706,6135606.915527671,0.153499955
314,314,1627308.8806556,6135590.363160543,-9999.0
315,315,1628675.469706616,6135591.385016344,-9999.0
316,316,1624256.723532262,6135588.805023868,-9999.0
317,317,1624294.860917039,6135585.887339542,-9999.0
318,318,1624338.580203939,6135578.829784905,-9999.0
319,319,1624359.690861903,6135579.149721191,-9999.0
320,320,1624950.456814978,6135577.556432178,-9999.0
321,321,1624950.402436893,6135557.632659712,-9999.0
322,322,1626410.904450946,6135553.529823756,-9999.0
323,323,1624182.933355487,6135548.731370085,-9999.0
324,324,1624929.237464394,6135537.390314748,-9999.0
325,325,1624043.23399206,6135529.597354413,-9999.0
326,326,1624071.924485619,6135519.211211164,-9999.0
327,327,1624252.331711359,6135534.673628706,-9999.0
328,328,1626430.873657732,6135513.771762009,-9999.0
329,329,1628033.314475796,6135512.547452931,-9999.0
330,330,1628643.165240442,6135570.985810412,-9999.0
331,331,1624013.521960605,6135515.86448726,1.973604137
332,332,1624102.674559002,6135512.007323997,-9999.0
333,333,1624051.360393593,6135499.690063988,-9999.0
334,334,1623938.037856319,6135479.721633757,-9999.0
335,335,1623883.053580606,6135460.283546132,-9999.0
336,336,1628719.904591986,6135451.34788721,-9999.0
337,337,1627301.314774303,6135500.980854539,-9999.0
338,338,1626373.177655914,6135423.552605124,-9999.0
339,339,1623821.414388598,6135421.324534989,-9999.0
340,340,1624182.262013914,6135419.853351379,-9999.0
341,341,1626355.146868963,6135430.577997862,-9999.0
342,342,1629357.903305711,6135394.088549064,-9999.0
343,343,1624092.290639436,6135399.758413617,-9999.0
344,344,1626058.578762764,6135397.889572794,-9999.0
345,345,1627365.690142598,6135380.991602045,-9999.0
346,346,1623780.189849017,6135407.22452172,-9999.0
347,347,1624091.90267623,6135380.244121091,-9999.0
348,348,1624411.867269257,6135369.433277037,-9999.0
349,349,1625995.579881759,6135364.862369006,-9999.0
350,350,1628760.631787139,6135356.580838256,-9999.0
351,351,1624461.069975709,6135359.339786205,-9999.0
352,352,1627464.059390998,6135350.810623239,-9999.0
353,353,1624091.455737784,6135354.566995892,-9999.0
354,354,1624165.66778868,6135350.163541798,-9999.0
355,355,1624375.49005902,6135349.982600971,-9999.0
356,356,1624014.449350379,6135340.97627005,-9999.0
357,357,1624075.387922597,6135340.439808895,-9999.0
358,358,1624465.71703684,6135339.779596166,-9999.0
359,359,1624141.00400614,6135345.213136022,-9999.0
360,360,1624170.315475803,6135330.603505095,-9999.0
361,361,1624354.326846287,6135329.738928409,-9999.0
362,362,1627553.856553134,6135324.861999939,-9999.0
363,363,1624017.901509258,6135320.667123819,-9999.0
364,364,1626561.405486296,6135313.630149628,-9999.0
365,365,1624080.009554593,6135310.917931535,-9999.0
366,366,1624132.74308648,6135310.402697392,-9999.0
367,367,1624354.273763006,6135309.815152284,-9999.0
368,368,1624337.469501613,6135304.105515467,-9999.0
369,369,1624313.196568408,6135290.000585533,-9999.0
370,370,1627553.736438596,6135285.014405354,-9999.0
371,371,1623992.624083038,6135288.994363928,-9999.0
372,372,1627130.050449675,6135276.185163798,-9999.0
373,373,1628211.438491696,6135275.158896477,-9999.0
374,374,1624034.180240524,6135270.814555083,-9999.0
375,375,1624083.40906236,6135270.684983151,-9999.0
376,376,1624296.733965549,6135270.120441016,-9999.0
377,377,1624017.744458064,6135260.895798964,-9999.0
378,378,1624403.369826779,6135259.874413941,-9999.0
379,379,1623705.928011675,6135304.367495554,-9999.0
380,380,1624276.766970196,6135250.625739968,-9999.0
381,381,1623959.898746138,6135233.381292673,-9999.0
382,382,1624258.457537633,6135226.683928553,-9999.0
383,383,1623991.35830447,6135216.485415581,-9999.0
384,384,1624239.141834807,6135210.501589559,-9999.0
385,385,1624017.712754269,6135205.619133401,-9999.0
386,386,1624234.687388959,6135191.0499606,-9999.0
387,387,1624219.185459468,6135179.799530465,-9999.0
388,388,1624197.986220121,6135160.800837132,-9999.0
389,389,1624219.095905319,6135161.121093023,-9999.0
390,390,1624739.496836784,6135159.35122353,-9999.0
391,391,1627238.42917851,6135152.622171234,-9999.0
392,392,1623697.615291155,6135141.983594537,-9999.0
393,393,1623869.745981415,6135141.739999018,-9999.0
394,394,1624181.524099164,6135140.920483924,-9999.0
395,395,1623647.091964174,6135175.753456182,-9999.0
396,396,1623899.008198044,6135122.115784863,-9999.0
397,397,1623943.555055134,6135154.898539361,-9999.0
398,398,1624009.147160312,6135111.489018844,-9999.0
399,399,1624181.076913408,6135115.243352681,-9999.0
400,400,1624156.804723262,6135101.138007531,-9999.0
401,401,1623906.462700204,6135096.18125554,-9999.0
402,402,1623992.685540479,6135091.60832678,-9999.0
403,403,1624140.34279853,6135081.257579461,-9999.0
404,404,1625838.335120155,6135080.822823912,-9999.0
405,405,1624030.151959728,6135071.962148409,-9999.0
406,406,1624329.022868397,6135070.795342572,-9999.0
407,407,1624120.37654769,6135061.762535368,-9999.0
408,408,1624140.290177256,6135061.33379728,-9999.0
409,409,1627164.334288966,6135059.356612815,-9999.0
410,410,1623889.698063419,6135042.528770889,-9999.0
411,411,1624140.237555744,6135041.410014508,-9999.0
412,412,1627660.012161463,6135031.436044198,-9999.0
413,413,1624099.162032813,6135021.594487066,-9999.0
414,414,1624121.026813409,6135034.333847068,-9999.0
415,415,1626081.00560143,6135021.360516782,-9999.0
416,416,1623885.978295936,6135022.178600082,-9999.0
417,417,1624123.723187242,6135001.605771766,-9999.0
418,418,1624340.545632994,6135024.109049776,-9999.0
419,419,1627184.946116592,6134979.409703343,-9999.0
420,420,1628322.43548686,6134964.33494782,-9999.0
421,421,1624353.34476675,6134961.148974737,-9999.0
422,422,1624080.119849965,6134974.01215503,-9999.0
423,423,1624123.591720659,6134951.796309573,-9999.0
424,424,1624369.700697642,6134941.181450408,-9999.0
425,425,1627204.957990806,6134933.558083354,-9999.0
426,426,1624369.647573911,6134921.257662696,-9999.0
427,427,1627213.103185738,6134913.609852222,-9999.0
428,428,1628389.851016196,6134909.654201589,-9999.0
429,429,1624123.460252592,6134901.986843693,-9999.0
430,430,1628324.153252287,6134889.934031289,-9999.0
431,431,1628361.211721348,6134899.795621651,-9999.0
432,432,1627150.882633114,6134883.53276018,-9999.0
433,433,1627273.553301875,6134877.413107492,-9999.0
434,434,1624138.07104901,6134876.887690819,-9999.0
435,435,1625756.066563339,6134867.645935235,-9999.0
436,436,1625944.944372006,6134869.644360218,-9999.0
437,437,1625624.90718177,6134847.886361834,-9999.0
438,438,1625706.782672588,6134847.45213637,-9999.0
439,439,1625928.485308902,6134852.011144483,-9999.0
440,440,1624126.18204854,6134848.479503251,-9999.0
441,441,1625912.034068773,6134837.114836044,-9999.0
442,442,1624185.40717121,6134832.465546246,-9999.0
443,443,1627175.3183249,6134823.688184052,-9999.0
444,444,1628574.770099217,6134819.796043143,-9999.0
445,445,1624167.11973816,6134851.739391353,-9999.0
446,446,1625903.605499618,6134817.419065744,-9999.0
447,447,1624116.467217406,6134802.915857953,-9999.0
448,448,1624351.992230667,6134851.465568942,-9999.0
449,449,1627170.956768655,6134798.899937822,-9999.0
450,450,1623754.283736164,6134783.00168131,-9999.0
451,451,1624238.005843872,6134782.140212247,-9999.0
452,452,1628369.504919865,6134770.62548442,-9999.0
453,453,1624246.519203966,6134771.747068088,-9999.0
454,454,1628323.751904036,6134760.429221797,-9999.0
455,455,1625903.60376366,6134757.442888263,-9999.0
456,456,1628382.626077689,6134750.814764555,-9999.0
457,457,1625813.49542989,6134747.531561926,-9999.0
458,458,1626611.431625779,6134751.547027321,-9999.0
459,459,1623589.757093347,6134743.579987509,-9999.0
460,460,1623864.303915824,6134743.736284692,-9999.0
461,461,1623885.113987835,6134743.221442476,-9999.0
462,462,1623910.255408752,6134747.614581361,-9999.0
463,463,1628656.533204029,6134729.8819665,-9999.0
464,464,1623852.269605101,6134732.936662937,-9999.0
465,465,1624008.152759397,6134732.937088658,-9999.0
466,466,1624234.369478012,6134732.716190528,-9999.0
467,467,1628401.19965325,6134733.170497283,-9999.0
468,468,1628591.722322367,6134722.812885405,-9999.0
469,469,1623868.653294296,6134723.340521141,-9999.0
470,470,1624335.568657428,6134737.660126177,-9999.0
471,471,1628516.997213747,6134710.394413407,-9999.0
472,472,1628565.455368369,6134714.951684022,-9999.0
473,473,1623844.014369613,6134713.442874452,-9999.0
474,474,1623999.89611742,6134713.034845811,-9999.0
475,475,1624024.14085074,6134717.178713019,-9999.0
476,476,1624246.361712743,6134712.384283812,-9999.0
477,477,1625837.828126677,6134707.819177086,-9999.0
478,478,1628578.235650451,6134699.456349887,-9999.0
479,479,1623876.805552441,6134703.395298976,-9999.0
480,480,1625788.405344106,6134697.792490711,-9999.0
481,481,1629634.13676663,6134689.08570431,-9999.0
482,482,1623827.553819017,6134693.561878977,-9999.0
483,483,1624016.252365504,6134693.067948429,-9999.0
484,484,1628586.378922654,6134679.915462185,-9999.0
485,485,1624319.226453516,6134690.413467758,-9999.0
486,486,1629669.155200631,6134672.48446359,-9999.0
487,487,1623832.217265544,6134670.173799795,-9999.0
488,488,1623860.292930012,6134663.590569711,-9999.0
489,489,1628709.012998308,6134649.645012893,-9999.0
490,490,1623770.020186469,6134653.863848857,-9999.0
491,491,1623786.428683469,6134653.821155963,-9999.0
492,492,1623548.479815636,6134644.475423823,-9999.0
493,493,1628684.674152896,6134629.797417725,-9999.0
494,494,1623750.055655929,6134634.367992655,-9999.0
495,495,1623769.968364977,6134633.940056247,-9999.0
496,496,1623786.376826204,6134633.897363258,-9999.0
497,497,1623819.193748905,6134633.811888887,-9999.0
498,498,1626288.668147358,6134627.041853302,-9999.0
499,499,1628676.100856384,6134619.453714512,-9999.0
500,500,1627293.869886247,6134628.871718255,-9999.0
501,501,1628721.024542131,6134614.844000934,-9999.0
502,502,1623769.916543253,6134614.016263049,-9999.0
503,503,1623786.324968705,6134613.973569958,-9999.0
504,504,1623917.566303339,6134603.669067352,-9999.0
505,505,1628708.990551811,6134588.940699756,-9999.0
506,506,1624298.480662162,6134618.707041311,-9999.0
507,507,1627191.015810409,6134584.553627945,-9999.0
508,508,1623720.587837864,6134574.29657798,-9999.0
509,509,1623818.606121827,6134573.837333701,-9999.0
510,510,1627190.926888758,6134554.667903113,-9999.0
511,511,1627272.136789331,6134562.938361305,-9999.0
512,512,1627297.581192521,6134554.349941645,-9999.0
513,513,1623613.830575637,6134534.725203068,-9999.0
514,514,1623680.414173173,6134572.148780398,-9999.0
515,515,1623958.816423095,6134756.468718781,-9999.0
516,516,1623859.902788338,6134514.162108917,-9999.0
517,517,1628577.277387833,6134500.627743216,-9999.0
518,518,1623662.978035015,6134504.712180412,-9999.0
519,519,1627257.835943033,6134507.425126984,-9999.0
520,520,1623831.734260628,6134494.687844566,-9999.0
521,521,1623589.947213242,6134504.221538479,-9999.0
522,522,1627248.118500567,6134474.801573496,-9999.0
523,523,1623557.770897822,6134473.985809209,-9999.0
524,524,1623769.552721963,6134474.14110066,-9999.0
525,525,1624475.052023316,6134452.763455169,-9999.0
526,526,1629757.827921032,6134440.265674602,-9999.0
527,527,1622952.872827223,6134447.21205741,-9999.0
528,528,1623505.310510102,6134436.053345879,-9999.0
529,529,1623538.318487051,6134449.604127707,-9999.0
530,530,1623787.695307005,6134444.169093022,-9999.0
531,531,1623483.731330722,6134416.047082989,-9999.0
532,532,1628670.858464034,6134410.476051529,-9999.0
533,533,1623785.484451377,6134410.071634512,-9999.0
534,534,1623383.757761538,6134395.849330666,-9999.0
