OID,FID_,X,Y,BCE_Mahura
326,326,1755957.489168788,5963514.895628696,-9999.0
327,327,1752993.486217296,5963532.084706906,0.11700796
328,328,1752325.850825031,5963509.636739207,0.683066679
329,329,1755996.652488336,5963423.848771014,0.886666675
330,330,1753439.383326381,5963420.436943587,-0.082792453
331,331,1753491.707409567,5963419.507124228,0.236820514
332,332,1755109.181498786,5963350.932808901,-9999.0
333,333,1753376.951875736,5963394.854405178,0.347603548
334,334,1753338.285368251,5963362.419437811,0.07551273
335,335,1753345.557100985,5963352.338913476,0.445634148
336,336,1755114.074524171,5963321.285867047,-9999.0
337,337,1755100.262680632,5963311.742848062,-9999.0
338,338,1753325.857476159,5963330.748988703,0.622244997
339,339,1754704.188507627,5963308.645470102,1.115563202
340,340,1754737.472699964,5963287.617303223,0.713843365
341,341,1753678.750982331,5963296.554117158,0.07251899
342,342,1754648.792019748,5963284.188359557,0.199848099
343,343,1754697.345431125,5963276.899250058,3.310075024
344,344,1754729.244364191,5963277.79579525,0.109100007
345,345,1753695.59548245,5963286.285449806,0.299061069
346,346,1754712.97930988,5963268.845168871,-0.269132071
347,347,1753727.129570032,5963276.339389128,0.316196263
348,348,1753101.90041907,5963266.924981461,0.224423076
349,349,1755051.670829564,5963237.221168309,-9999.0
350,350,1753010.174037526,5963259.165998072,0.163055558
351,351,1753078.161604162,5963257.376973698,0.294250005
352,352,1753122.842353202,5963257.190084829,0.152075472
353,353,1752978.593594201,5963249.532310902,0.132101914
354,354,1753045.60958109,5963238.016255521,0.508499992
355,355,1753166.551437482,5963242.203852818,0.236666664
356,356,1753033.358459092,5963228.264524902,0.538749996
357,357,1753196.543469695,5963226.842542053,0.215764708
358,358,1753253.015252587,5963249.131702438,0.531357756
359,359,1751531.231989484,5963214.677544912,2.007037054
360,360,1752988.280428381,5963164.681147638,0.724030769
361,361,1751635.167922636,5963163.210447352,0.82287499
