OID,FID_,X,Y,BCE_Coroma
424,424,1820176.76916901,5923272.78784139,0.266166674
425,425,1820304.59431414,5923264.498287844,-0.899999976
426,426,1820311.767033363,5923254.33864279,-0.899999976
427,427,1820419.069375517,5923260.841121805,0.170538469
428,428,1820400.288948801,5923244.162176897,0.059203712
429,429,1817425.688806965,5923345.698282327,-0.773116861
430,430,1820344.06551863,5923233.760939092,-0.547754368
431,431,1820378.813374888,5923234.178331793,-0.397380932
432,432,1820166.983667401,5923228.568728852,0.004000009
433,433,1820150.963054504,5923218.686634015,0.044705131
434,434,1820054.079439854,5923191.174263718,-0.118174987
435,435,1817406.522548882,5923291.448059079,0.135011384
436,436,1817388.293083271,5923232.33622168,-0.464719163
437,437,1817375.502005584,5923195.170038552,-0.667443731
438,438,1817366.893233985,5923170.351990806,-0.662887479
439,439,1817368.882359775,5923150.394525161,0.88499999
440,440,1817358.116390596,5923140.653635161,-0.386549985
441,441,1817349.466577582,5923115.938664529,-0.899999976
442,442,1817350.914897396,5922955.063257629,0.74787499
443,443,1817271.619806468,5922893.508128135,0.201063286
444,444,1817105.649609813,5922890.240159074,-0.710166643
445,445,1817150.313656833,5922876.651386329,-0.733400029
446,446,1816932.37624842,5922872.6952435,-0.89213384
447,447,1817225.130493851,5922869.38507152,-0.899999976
