OID,FID_,X,Y,BCE_Opua_I
300,300,1696804.362297179,6096315.395707723,1.257646484
301,301,1699443.0981044,6096283.178969211,-0.764333387
302,302,1696697.29743341,6096300.368297686,0.784305179
303,303,1696876.886921477,6096298.646274573,1.016181037
304,304,1699573.392213658,6096274.07018431,-9999.0
305,305,1698446.65950935,6096270.454932445,2.2013704
306,306,1698437.848580781,6096260.940087888,2.059343306
307,307,1698477.095732833,6096273.819457913,0.00573279
308,308,1696386.497276271,6096273.801067305,0.782977765
309,309,1696483.208884775,6096294.533496462,0.991172991
310,310,1699523.984157715,6096239.740383678,1.043394731
311,311,1696353.930492789,6096263.871366727,0.395370799
312,312,1696370.057586416,6096264.739183815,0.707037051
313,313,1696417.430216969,6096274.331469506,1.302707946
314,314,1699493.000240549,6096217.853861233,1.313076932
315,315,1696481.44223193,6096246.163598964,0.869371903
316,316,1696575.488931759,6096274.651436125,0.998300306
317,317,1696357.368372062,6096224.291699982,-0.240559526
318,318,1696568.366004287,6096200.339022561,1.258945691
319,319,1698122.023545538,6096192.665448374,-0.294965677
320,320,1696759.120511433,6096174.935939374,1.00742717
321,321,1696021.472085226,6096137.725397263,-0.751615968
322,322,1699497.15599389,6096154.029578051,-0.26244989
323,323,1699513.459602186,6096080.428555992,-9999.0
324,324,1696008.685737224,6096108.643376196,-0.785000026
325,325,1703544.647084449,6095994.476466728,0.370724629
326,326,1698104.938450581,6096092.246888674,-0.228459624
327,327,1696114.535062895,6096057.491561488,0.368593024
328,328,1696396.411348737,6096054.484315007,-0.600662673
329,329,1699518.313237234,6096042.62227685,-0.671117686
330,330,1695935.877454683,6096048.240567401,-0.468944464
331,331,1696134.097630647,6096055.699630815,0.553499829
332,332,1696271.909601759,6096045.849569022,0.431913044
333,333,1696233.134917483,6096036.56726767,0.567597309
334,334,1696432.964708953,6096034.165386226,-0.753112527
335,335,1699529.682177692,6096000.719971396,-9999.0
336,336,1699562.198287171,6096000.176851173,-9999.0
337,337,1696169.345810069,6096075.346968164,-0.161157379
338,338,1696256.467865288,6096034.388143302,0.702721945
339,339,1696277.62257755,6096025.860347792,1.143444459
340,340,1696300.4978008,6096028.017547857,0.814552104
341,341,1696310.198355158,6096015.549700024,1.71189874
342,342,1696449.145569215,6096019.046321508,-0.60542632
343,343,1696672.490879095,6096130.678389647,1.147424711
344,344,1699553.995144924,6095981.589449776,-0.76700002
345,345,1696329.790245344,6096013.683552312,1.691530554
346,346,1703540.09678337,6095937.592554694,0.214679232
347,347,1703583.364135933,6095972.865307168,0.409550971
348,348,1696351.290078691,6095996.756377669,1.864641486
349,349,1696407.862583495,6095994.781544881,0.151894735
350,350,1696367.340315318,6095992.41816911,1.59976668
351,351,1696424.431755998,6095984.64034067,0.099999999
352,352,1703630.871802872,6095911.18092791,0.740833341
353,353,1696391.853709498,6095975.800664104,1.106684924
354,354,1703540.314288171,6095895.81872336,0.36417857
355,355,1696411.010520634,6095972.656833841,1.106589526
356,356,1697674.004913262,6095950.046609978,-0.457241523
357,357,1697780.31066136,6095949.914866332,-0.273699988
358,358,1696432.307704896,6095960.983952617,1.461707228
359,359,1697412.541594192,6095943.929006723,-0.792999956
360,360,1697706.66258546,6095940.022009343,0.391173079
361,361,1697743.111021091,6095954.932396987,-0.229947555
362,362,1696459.807862123,6095952.257012909,0.575303965
363,363,1696504.743883616,6095973.88698142,-0.742481924
364,364,1697635.298863484,6095937.782194134,-0.383097685
365,365,1697727.525881852,6095936.825631447,1.37235714
366,366,1695957.994259897,6095939.628889335,0.278922202
367,367,1696481.15448882,6095941.177770878,0.34297527
368,368,1697437.299078591,6095924.459623942,0.060952206
369,369,1697463.162894155,6095939.653680203,-0.363389409
370,370,1697747.623218381,6095920.801630121,1.880621958
371,371,1697453.12875438,6095913.672704865,0.136468351
372,372,1703522.786549624,6095872.296024556,0.298082799
373,373,1696921.898999663,6095909.356511857,-0.085983322
374,374,1702861.800752177,6095843.770041602,-9999.0
375,375,1703509.134607674,6095836.348538126,0.282051277
376,376,1695843.326955326,6095910.914870565,-0.785000026
377,377,1697470.279672428,6095902.27928534,0.192096655
378,378,1697549.036850107,6095905.359171575,-0.168091057
379,379,1697781.443780288,6095907.652454658,0.091309111
380,380,1696527.311743281,6095915.22497272,-0.094860825
381,381,1696561.920412127,6095883.11976808,0.009393927
382,382,1697501.678325975,6095883.586148715,0.271456957
383,383,1697558.477217351,6095873.808218651,0.18521844
384,384,1697764.451487791,6095875.500944597,0.793999996
385,385,1697959.245015376,6095873.242382132,0.2166625
386,386,1699626.474622488,6095847.246970949,-0.097389833
387,387,1696505.8916482,6095869.020363714,0.144827957
388,388,1697771.215999975,6095855.592002833,0.571458058
389,389,1697928.676560288,6095859.528755042,0.233741933
390,390,1699634.817389212,6095830.762371547,0.599254242
391,391,1695942.119502604,6095960.508649155,-0.655623956
392,392,1696618.812327978,6095854.445359835,1.754384009
393,393,1703528.96832095,6095804.292517279,0.136157771
394,394,1697804.330688317,6095843.767430911,0.100823509
395,395,1697893.018121532,6095809.39831244,0.5819643
396,396,1696777.851645954,6095811.261336929,-0.858415351
397,397,1696659.157772464,6095858.642821653,-0.372161754
398,398,1697781.656012619,6095836.707087297,0.385897588
399,399,1699420.83221875,6095777.540186535,-0.238839767
400,400,1699617.599519589,6095768.228844223,-9999.0
401,401,1703549.528271087,6095726.183553969,-0.197133324
402,402,1696765.656927054,6095798.003015981,0.647817513
403,403,1698416.665393047,6095774.954687908,-0.422839327
404,404,1703572.149069255,6095742.675214254,-0.034958989
405,405,1697861.553100539,6095815.967876196,0.523236019
406,406,1699526.769264522,6095751.461438433,0.983538463
407,407,1703554.701822373,6095711.107809037,0.21895567
408,408,1696790.357028116,6095772.047449851,0.200698412
409,409,1698440.296189422,6095753.784274401,-0.32164793
410,410,1699645.985175007,6095817.119803751,-0.033117236
411,411,1703587.210856901,6095695.787980694,-0.432349996
412,412,1698448.801930803,6095744.793966035,-0.145700038
413,413,1703539.973786196,6095684.355570852,0.701161277
414,414,1695841.739281255,6095761.469915713,-0.450896125
415,415,1698464.599601603,6095733.60765485,-0.157514334
416,416,1703531.989523321,6095674.06387005,0.554666655
417,417,1703570.641847014,6095676.049387939,-0.158824995
418,418,1703603.15982951,6095675.880397153,0.018392857
419,419,1703524.005271876,6095663.772174141,0.367176471
420,420,1698488.903037471,6095713.431375636,0.064702669
421,421,1703603.085203846,6095655.021442598,-0.393360016
422,422,1697393.564630279,6095715.162198491,-0.311654749
423,423,1698497.405873638,6095704.481510035,0.303814771
424,424,1703022.902469497,6095652.42776073,-0.063369276
425,425,1698513.209420002,6095693.289288624,0.324616407
426,426,1695849.380065467,6095711.568130444,0.192554879
427,427,1697410.254725354,6095701.491045077,0.009896359
428,428,1698529.387303568,6095683.075614068,0.34751349
429,429,1698545.592810489,6095672.885301736,0.407065757
430,430,1703602.473256137,6095616.101816699,-0.068999987
431,431,1696789.562220596,6095680.336572446,0.266755261
432,432,1698561.798589287,6095662.698175555,0.555359983
433,433,1699827.961050452,6095648.490885731,-9999.0
434,434,1695906.329160062,6095688.297096758,-0.785000026
435,435,1696820.296432148,6095746.960156165,0.03995891
436,436,1698578.005623981,6095652.518020418,0.69552
437,437,1703586.18134375,6095606.120207743,0.239973332
438,438,1695856.243290819,6095769.391327459,-0.675996647
439,439,1696772.557711442,6095661.326709277,0.352285715
440,440,1696804.680712112,6095661.715507745,-0.470293081
441,441,1696862.041049355,6095661.622018099,-0.526999996
442,442,1698594.423379749,6095643.349017136,0.728931035
443,443,1703402.126596292,6095588.302780896,3.993138222
444,444,1703422.55171325,6095588.068588424,0.450761356
445,445,1696764.571723871,6095651.322870985,0.975243743
446,446,1695865.084869183,6095651.61650442,-0.772943776
447,447,1696757.181795433,6095640.961987898,1.550666695
448,448,1697017.048545795,6095639.301476683,-0.491307719
449,449,1698629.351659923,6095628.518347469,0.438391808
450,450,1695856.809094982,6095641.740300898,-0.71259433
451,451,1698659.48341449,6095612.989573606,0.547750002
452,452,1698707.956057416,6095610.789814017,-9999.0
453,453,1699840.874945422,6095615.770731843,-0.262500048
454,454,1696771.573305608,6095622.214090114,-0.167857148
455,455,1698675.952094858,6095604.102851382,0.670999993
456,456,1703585.494839947,6095546.341590726,0.725844447
457,457,1696739.943437194,6095611.536379655,1.154669051
458,458,1698700.239100172,6095593.800781838,0.563428579
459,459,1698769.179784942,6095590.39559211,-9999.0
460,460,1698723.992882175,6095587.855005953,0.139043468
461,461,1698740.592165997,6095580.188805545,0.232833328
462,462,1698757.048785786,6095572.87514699,0.344680848
463,463,1698777.203701545,6095570.079382417,-0.05379092
464,464,1696722.850761491,6095582.116137936,0.405092803
465,465,1697380.268065921,6095576.01076414,0.169651123
466,466,1697442.490307393,6095628.070826845,-0.092203514
467,467,1698789.623055296,6095562.581463987,0.242564105
468,468,1698805.694276942,6095559.49059057,0.009579985
469,469,1696715.396384628,6095571.765121648,0.424126691
470,470,1697400.526734465,6095571.214759874,0.61178094
471,471,1698822.197334304,6095552.287719225,0.228883711
472,472,1698842.384809581,6095549.468786165,-0.111132085
473,473,1695627.311508605,6095574.427215785,-0.500262504
474,474,1696706.531503808,6095561.204675114,0.499010416
475,475,1696756.589066457,6095571.949162936,0.032916944
476,476,1697325.97232351,6095557.493845353,0.02709804
477,477,1697409.21698784,6095556.619034761,1.949574494
478,478,1698865.917668755,6095547.679799363,-0.345357924
479,479,1698879.085809833,6095541.024352803,-0.333352965
480,480,1698911.599773877,6095538.287427397,-0.515600049
481,481,1703544.171099958,6095528.184118846,-0.103799862
482,482,1695635.375685152,6095564.377579752,0.05640506
483,483,1697417.541201141,6095547.083348881,2.563195141
484,484,1698928.058040233,6095531.421524542,-0.470714331
485,485,1698944.305487521,6095529.556129599,-0.487285737
486,486,1698960.536087461,6095527.818923713,-0.490846198
487,487,1699099.46568467,6095527.05529962,-0.219780504
488,488,1696689.249658887,6095543.09130245,0.768381541
489,489,1697465.157409875,6095535.033759913,0.181168934
490,490,1697130.843720566,6095528.471101653,-0.032019598
491,491,1697432.967950581,6095537.112157812,0.516354062
492,492,1697309.222546527,6095524.897705358,-0.0125914
493,493,1697441.388972895,6095515.941337583,0.625523797
494,494,1699115.417582749,6095496.919918923,0.314788245
495,495,1697454.479711324,6095508.636226644,0.538551724
496,496,1697309.605658135,6095496.720263673,0.127012658
497,497,1695665.037432028,6095546.561350145,-0.500450715
498,498,1696680.974901642,6095507.010150895,0.751605964
499,499,1696749.401274165,6095492.924085919,0.448490665
500,500,1696774.868572837,6095493.020945012,0.433284402
501,501,1695698.189832338,6095498.329890659,-0.036674732
502,502,1696721.428959103,6095488.921378735,0.634888876
503,503,1699129.983235248,6095513.97040886,-0.532170574
504,504,1696740.702286752,6095477.373421452,0.625040883
505,505,1697292.399849506,6095467.52948088,0.1590303
506,506,1702448.167126027,6095409.864024361,-9999.0
507,507,1696762.109076541,6095463.016647211,0.648243265
508,508,1696790.974593009,6095469.089204391,0.662393976
509,509,1702403.119914582,6095400.411031802,-9999.0
510,510,1696770.473647976,6095453.427464321,0.717692328
511,511,1697276.283359214,6095447.394864752,0.090535713
512,512,1702370.327417973,6095390.818882211,-9999.0
513,513,1696778.871594104,6095444.080576693,0.709846133
514,514,1695829.986438001,6095530.897601895,-0.219586304
515,515,1696794.307764658,6095432.563851794,0.713298696
516,516,1699131.724206937,6095408.055501854,-0.222438589
517,517,1696826.624078882,6095422.340190176,0.744175454
518,518,1702325.054077064,6095361.43953392,-9999.0
519,519,1696810.340323974,6095412.346462673,0.728874996
520,520,1699147.348321893,6095387.473595099,-0.405814262
521,521,1702308.601150066,6095351.661944496,-9999.0
522,522,1696832.125541056,6095402.676148258,0.804348648
523,523,1697299.184256873,6095531.654309457,-0.133683077
524,524,1699171.703901673,6095367.812327218,-0.91348391
525,525,1701803.79058112,6095337.546938486,0.382341456
526,526,1701812.645700849,6095352.95534061,-0.20603575
527,527,1702284.020724482,6095332.21608833,-9999.0
