OID,FID_,X,Y,BCE_Opua_I
902,902,1699733.384064509,6093746.360222816,0.743341471
903,903,1707967.509925356,6093652.111293433,0.743611963
904,904,1699706.593956248,6093743.905985333,0.674161412
905,905,1699725.105558268,6093736.487507749,0.693526317
906,906,1699776.877839883,6093747.866576109,0.711505315
907,907,1706382.290516195,6093660.390705678,1.071875007
908,908,1707975.887497389,6093642.637096373,0.85426925
909,909,1708015.801885257,6093641.171482772,0.49554386
910,910,1698754.722175153,6093742.228328845,-0.033950696
911,911,1699716.835105126,6093727.341258741,0.674070169
912,912,1707991.369903763,6093631.331533904,0.667614983
913,913,1708024.013290439,6093630.904135526,0.432821153
914,914,1699798.237010753,6093715.954024981,0.648017875
915,915,1706390.632681301,6093647.005140107,1.052477472
916,916,1708032.062268762,6093620.843077737,0.361765396
917,917,1699103.824519149,6093713.649928529,0.115103448
918,918,1708087.940761222,6093672.708744613,1.026049322
919,919,1708041.999010083,6093600.521976758,0.461549483
920,920,1708186.911274122,6093589.818763244,1.04537036
921,921,1699062.523443345,6093687.329196204,0.514682544
922,922,1699805.648304252,6093687.360864343,0.657901843
923,923,1706397.759283905,6093600.625240087,0.559263003
924,924,1708056.69861571,6093586.23932931,0.307532113
925,925,1708203.119522138,6093578.933177207,0.969149993
926,926,1709885.801745337,6093558.573270704,0.408625002
927,927,1699070.280626127,6093673.957130333,0.077419996
928,928,1708032.022095885,6093578.088867743,0.542015924
929,929,1708227.504990035,6093568.675802209,0.843462385
930,930,1698695.029001463,6093668.108797238,0.329499999
931,931,1699299.314038242,6093661.677473992,0.465928575
932,932,1708040.446659314,6093561.761252822,0.599460328
933,933,1708074.945322338,6093567.019073941,-0.094434072
934,934,1709852.931762957,6093538.984940377,0.478126723
935,935,1706193.362088015,6093572.93719619,-0.409333334
936,936,1708047.877593055,6093551.233832811,0.556153848
937,937,1708239.578020722,6093553.583933339,0.930006223
938,938,1706007.918159207,6093664.467493128,1.045500025
939,939,1708088.122745389,6093540.658573996,0.534034531
940,940,1708255.735127142,6093538.442980213,0.911354428
941,941,1710258.752094257,6093532.171612167,0.739680018
942,942,1698890.57555025,6093636.277487617,0.635607141
943,943,1708120.676407718,6093530.303591517,0.341240475
944,944,1706405.384461397,6093540.543617166,0.280666662
945,945,1708069.640505819,6093528.189167631,0.632756033
946,946,1698629.138342445,6093619.008630395,0.319000001
947,947,1706413.435222393,6093530.484100451,0.30942169
948,948,1708088.193339012,6093517.113136712,0.656470581
949,949,1708276.65093757,6093520.332645905,0.829875605
950,950,1699200.885657575,6093603.989360922,0.492126985
951,951,1708104.509994163,6093506.712273,0.576731768
952,952,1698604.415909707,6093599.350564209,0.259741179
953,953,1699217.712522857,6093594.465227452,0.20504
954,954,1706421.426929035,6093515.442886022,0.347148812
955,955,1708120.435138604,6093495.262548754,0.435908177
956,956,1708297.89423425,6093495.327374816,0.67663522
957,957,1698596.138801432,6093589.476840577,0.291948054
958,958,1698855.88364952,6093593.638422329,0.666691105
959,959,1699064.796913963,6093591.619899544,0.527201007
960,960,1699134.907773399,6093584.771685305,1.58118779
961,961,1699233.346448846,6093582.590825127,0.278864863
962,962,1705816.802760069,6093507.613393654,0.733300003
963,963,1705939.32591323,6093506.17438956,0.980700014
964,964,1708312.194879911,6093477.977138327,0.705862501
965,965,1710105.11608078,6093455.530570573,2.182116092
966,966,1698587.861711053,6093579.603109594,0.305699993
967,967,1698922.36354745,6093576.316319915,0.383885714
968,968,1699082.586878875,6093631.005905449,0.247514223
969,969,1705835.783935362,6093500.747557269,0.934293426
970,970,1705931.04062882,6093496.307221896,0.958649998
971,971,1708128.691106606,6093475.784734895,0.388442924
972,972,1708324.327515048,6093467.866737272,0.759850006
973,973,1710115.415653684,6093446.166661405,4.691127169
974,974,1698579.584638573,6093569.729371264,0.419223521
975,975,1705792.064291402,6093487.974691853,1.166100003
976,976,1705849.250162188,6093488.029997139,0.942653068
977,977,1705953.702885833,6093490.494032254,0.963836921
978,978,1708332.37601377,6093457.805397507,0.654195106
979,979,1710091.645823306,6093443.812829556,5.513800144
980,980,1698822.420760882,6093569.766325644,2.133795807
981,981,1705783.779188657,6093478.107392766,1.11335001
982,982,1705869.982667392,6093477.676045489,0.734091749
983,983,1706453.890686894,6093488.624522745,0.447005664
984,984,1710105.016633721,6093432.581373077,-9999.0
985,985,1705775.4941038,6093468.240086344,1.035911119
986,986,1705911.977623198,6093480.755331627,0.888247897
987,987,1705947.025755977,6093466.225782633,0.786725003
988,988,1708149.985502528,6093467.938305035,0.348060024
989,989,1708340.364658358,6093442.76246567,0.645674694
990,990,1710121.298965008,6093422.348184542,-9999.0
991,991,1710171.643743065,6093419.987289449,1.049721598
992,992,1698562.921618127,6093540.018811572,0.542324973
993,993,1699425.559985396,6093538.019637433,0.339367376
994,994,1706486.066717453,6093454.892145975,0.575556236
995,995,1708183.558595555,6093439.852037486,0.287787533
996,996,1708348.353208709,6093427.719509149,0.521824995
997,997,1710012.975719648,6093408.274645737,0.55014633
998,998,1698554.64460813,6093530.145051152,0.65959998
999,999,1699355.510570054,6093568.099359414,0.269139885
1000,1000,1699445.236852177,6093527.577619134,0.40635
1001,1001,1700122.91757461,6093512.863569084,-0.196675
1002,1002,1708153.388798342,6093428.94344849,0.705528338
1003,1003,1710141.287063761,6093406.070398737,-9999.0
1004,1004,1699461.562858794,6093516.567630354,0.387984851
1005,1005,1705668.957504472,6093439.595948808,1.112670817
1006,1006,1705732.157492677,6093447.264334614,1.008931282
1007,1007,1705938.623413497,6093446.395475382,0.741280989
1008,1008,1706493.999531379,6093434.869306446,0.546906238
1009,1009,1708168.739437565,6093410.400917473,0.642773308
1010,1010,1708362.282005664,6093414.836810878,0.472489082
1011,1011,1710350.077656017,6093388.128951803,0.147736213
1012,1012,1698873.288932581,6093532.258758293,3.43501091
1013,1013,1698921.989660104,6093506.193058612,0.874274982
1014,1014,1705660.681097331,6093430.455019195,1.045771588
1015,1015,1699477.308404271,6093490.118005673,0.049725005
1016,1016,1710384.620367884,6093371.062756618,0.516094923
1017,1017,1698906.843730754,6093495.285370189,3.299325383
1018,1018,1700107.9442923,6093477.06523801,-0.235861422
1019,1019,1708376.963992503,6093387.888536631,0.510549146
1020,1020,1710172.292699131,6093375.309387092,5.230887563
1021,1021,1698925.278668076,6093485.752965463,1.67318628
1022,1022,1706076.895898635,6093394.946791457,0.507817774
1023,1023,1706505.442290717,6093403.129344405,0.482779454
1024,1024,1708192.505185175,6093374.798216382,0.718850583
1025,1025,1708388.475405295,6093367.44942805,0.660590899
1026,1026,1698545.815112742,6093469.729501996,0.435250001
1027,1027,1706521.940520615,6093379.734239228,0.586402081
1028,1028,1708208.656794545,6093359.645104479,0.729448407
1029,1029,1699427.860477935,6093450.806385815,2.437049997
1030,1030,1705937.812356308,6093377.379866267,0.627228068
1031,1031,1706538.158924688,6093369.578082115,0.676898722
1032,1032,1698512.925256784,6093450.16048036,0.479811324
1033,1033,1699411.956569361,6093440.315396309,4.544281244
1034,1034,1709646.006371022,6093322.347188151,0.678174994
1035,1035,1710228.925911271,6093322.243202721,1.179373474
1036,1036,1698456.635632896,6093440.882441514,0.155379311
1037,1037,1698651.186260233,6093443.825296177,-0.445666682
1038,1038,1699735.200304802,6093429.440802663,0.285794112
1039,1039,1699804.332904687,6093445.518760859,0.957257743
1040,1040,1705651.524605084,6093360.288470863,1.042321428
1041,1041,1705962.132429807,6093361.42065155,0.590774973
1042,1042,1709841.911095436,6093309.271048355,0.252047175
1043,1043,1709939.352544443,6093309.411286394,-9999.0
1044,1044,1710242.377127463,6093310.764216924,0.783727893
1045,1045,1710450.535806107,6093331.979952882,0.194832289
1046,1046,1699856.925807479,6093426.450032206,0.375099235
1047,1047,1700334.179201564,6093410.871551473,-9999.0
1048,1048,1705599.437221703,6093401.560733758,1.114195163
1049,1049,1705667.743962009,6093350.133841346,1.05108772
1050,1050,1709621.368309536,6093302.574036818,0.745818185
1051,1051,1698504.27150084,6093420.884505483,0.478727268
1052,1052,1698681.925497187,6093539.838942388,0.171640393
1053,1053,1699378.664266231,6093411.110491533,4.161438945
1054,1054,1699778.644627662,6093407.073305123,0.442939724
1055,1055,1700312.419869756,6093404.81111078,-0.654555553
1056,1056,1700342.398883485,6093400.611394352,-9999.0
1057,1057,1705635.420883931,6093346.906672076,0.950274807
1058,1058,1706063.940349179,6093335.311973262,0.026187501
1059,1059,1708236.192434805,6093310.156373814,0.730893521
1060,1060,1709612.970213938,6093292.855184436,0.759749997
1061,1061,1710274.845793565,6093291.023622769,0.781230656
1062,1062,1699370.475785901,6093401.216648128,4.414286419
1063,1063,1699803.03840638,6093396.83887996,0.475949991
1064,1064,1699819.366234159,6093395.931567895,0.479461545
1065,1065,1705651.527923687,6093335.549224036,1.050412265
1066,1066,1705979.845042248,6093338.316835418,0.5922712
1067,1067,1708208.596736622,6093331.523741182,0.745850616
1068,1068,1709605.039637759,6093282.674104123,0.694594576
1069,1069,1709960.152112462,6093401.550500385,0.241581955
1070,1070,1700334.7357736,6093383.363484502,-0.664230268
1071,1071,1700358.187895152,6093380.915683252,-0.846110951
1072,1072,1705994.277575945,6093316.202334897,0.61909999
1073,1073,1708217.013750023,6093303.916954966,0.752428578
1074,1074,1708297.505925715,6093289.030118297,0.494249995
1075,1075,1699354.269436646,6093381.08901438,2.21230116
1076,1076,1700015.184789442,6093374.5591637,-0.288499983
1077,1077,1701894.415376644,6093353.51318068,0.36613462
1078,1078,1706009.57244021,6093306.058314499,0.337671795
1079,1079,1706584.981325587,6093332.718722383,0.738241281
1080,1080,1709597.789873169,6093262.925323751,0.656042539
1081,1081,1709620.612464253,6093263.072571438,0.554500008
1082,1082,1710288.274774123,6093313.807519604,1.147727191
1083,1083,1699346.213191189,6093370.994604371,3.580785763
1084,1084,1699998.738412909,6093364.777201131,-9999.0
1085,1085,1705674.29863698,6093320.480606162,1.17694072
1086,1086,1708272.924786123,6093269.191801528,0.627808333
1087,1087,1709898.359021685,6093248.795033023,0.598624977
1088,1088,1710413.264816299,6093250.075678259,-9999.0
1089,1089,1698462.891941203,6093371.924012105,0.329983147
1090,1090,1698642.586538276,6093369.959446391,-0.471017855
1091,1091,1700047.767415549,6093354.431230366,-0.520337655
1092,1092,1700063.963349559,6093353.362650104,-0.570768938
1093,1093,1700371.828264373,6093361.701209915,-0.143929258
1094,1094,1706573.692817933,6093279.681398951,0.527578401
1095,1095,1708185.462887957,6093258.18355224,0.94763636
1096,1096,1708199.455179018,6093259.904993164,0.873824552
1097,1097,1708305.477265456,6093258.836119189,-0.031774389
1098,1098,1709601.308123035,6093243.103632537,0.607621217
1099,1099,1698447.79284121,6093361.729527901,0.787803278
1100,1100,1699979.339524706,6093354.751350924,-0.548042668
1101,1101,1700055.693032581,6093344.216582457,-0.486424993
1102,1102,1700072.191340295,6093343.829219463,-0.577543845
1103,1103,1706532.897451683,6093269.994568468,0.2784875
1104,1104,1708177.67613159,6093246.628224915,0.799749963
1105,1105,1699314.510324146,6093339.211148225,1.289687492
1106,1106,1699843.216059035,6093336.608310249,-0.468225003
1107,1107,1700161.602849195,6093333.280559125,-0.802893621
1108,1108,1705681.524969145,6093287.159339759,1.114816984
1109,1109,1708247.899318737,6093239.802836466,0.421285706
1110,1110,1709898.064188138,6093224.613452695,0.648649989
1111,1111,1698597.498575805,6093340.355576159,3.076056623
1112,1112,1699810.901535972,6093327.772386333,-0.651490368
1113,1113,1700063.672252551,6093324.239183987,-0.459750007
1114,1114,1708272.28370529,6093229.545355096,0.441853539
1115,1115,1699312.243790199,6093322.340840681,0.677724151
1116,1116,1700145.045608975,6093313.53589198,-0.695016613
1117,1117,1706540.771026838,6093244.990272218,0.151337502
1118,1118,1708159.031440646,6093220.383142684,0.845827585
1119,1119,1708301.352142609,6093219.607795429,0.557042424
1120,1120,1709597.787889529,6093203.357684097,0.680982277
1121,1121,1699826.787909945,6093307.156287297,-0.825888909
1122,1122,1700088.235909998,6093304.701177504,-0.452029406
1123,1123,1705650.334827239,6093240.46522555,1.795516474
1124,1124,1708342.089342474,6093207.908053461,0.701279283
1125,1125,1709909.951746926,6093194.574485633,0.791589423
1126,1126,1700325.54823576,6093290.471770367,-0.385129043
1127,1127,1708361.772511628,6093198.576139237,0.72129823
1128,1128,1709922.021568477,6093179.480252371,0.865168822
1129,1129,1710463.913124238,6093249.626778019,1.386674858
1130,1130,1698530.204443206,6093347.372245355,0.38545966
1131,1131,1700318.814290919,6093281.078916269,-0.375925917
1132,1132,1708390.840759283,6093188.638285844,0.713571411
1133,1133,1709934.152015163,6093169.367642904,0.817384017
1134,1134,1709970.908026586,6093168.919239199,0.899524988
1135,1135,1699255.199718147,6093282.106621717,0.872419365
1136,1136,1699706.508147961,6093336.527703012,0.019236012
1137,1137,1699902.525323883,6093282.808246356,-0.313912145
1138,1138,1705633.599603271,6093210.826379726,1.3622143
1139,1139,1708166.238033611,6093192.482209618,0.776798192
1140,1140,1699890.239661433,6093340.112514034,-0.190085727
1141,1141,1700340.589052384,6093270.380349056,-0.866004402
1142,1142,1708142.776481189,6093170.162892017,1.220350018
1143,1143,1699238.202595387,6093263.19203774,0.793171438
1144,1144,1700318.797881563,6093259.473250439,-0.363454545
1145,1145,1705649.539475282,6093190.914874162,0.8452143
1146,1146,1706539.843165236,6093180.435966424,-0.205663272
1147,1147,1708165.262689057,6093161.077843383,0.816836374
1148,1148,1709599.104173365,6093163.518172884,0.706148845
1149,1149,1699229.769592087,6093253.53016815,1.585201297
1150,1150,1700325.667759747,6093242.479213567,-0.385478256
1151,1151,1705627.100028195,6093180.81951675,0.888974333
1152,1152,1706548.218189989,6093169.96371409,-0.097568966
1153,1153,1700333.231187501,6093233.637661766,-0.514487806
1154,1154,1700348.762340785,6093221.885232557,-0.273514295
1155,1155,1699695.466598916,6093218.672014282,-0.619701751
1156,1156,1706563.875804847,6093140.293647517,-0.164631584
1157,1157,1708148.187800323,6093140.351989511,0.874032467
1158,1158,1699225.525797767,6093227.7494655,0.911575274
1159,1159,1708449.116629157,6093138.436300612,0.768074329
1160,1160,1708495.619721339,6093107.7370336,0.697191486
1161,1161,1699702.541140465,6093188.496524971,-0.263066485
1162,1162,1703778.456197634,6093143.421998994,0.442701742
1163,1163,1708116.369918562,6093091.033419912,1.544058945
1164,1164,1699243.662274814,6093197.443789356,0.70341839
1165,1165,1699620.64749896,6093169.882078942,0.261553575
1166,1166,1699641.666663269,6093170.026004214,0.34014415
1167,1167,1705636.93602421,6093141.632155229,0.905202906
1168,1168,1709978.890638971,6093132.201159005,1.002447426
1169,1169,1699253.613909308,6093169.612848718,0.456633565
1170,1170,1699277.491274279,6093163.703821735,0.36877148
1171,1171,1703716.573633123,6093155.224051027,1.024428674
1172,1172,1708099.732585017,6093061.308677549,1.092827845
1173,1173,1709617.044063384,6093089.354656653,0.301679807
1174,1174,1709928.488411844,6093039.895706494,0.94025398
1175,1175,1703655.927133203,6093103.71673859,2.613511891
1176,1176,1703671.64511378,6093104.27109573,1.110892851
1177,1177,1705654.838383354,6093091.100427311,0.82872124
1178,1178,1709209.595044286,6093038.669892534,0.985976175
1179,1179,1699261.153770205,6093148.732980608,0.25974375
1180,1180,1705682.192486095,6093078.829801827,0.94013091
1181,1181,1705771.042804779,6093070.595245514,0.606499997
1182,1182,1708899.631443666,6093029.366875498,1.371623624
1183,1183,1709189.489325213,6093028.850187837,1.005212448
1184,1184,1709910.004604741,6093029.300575287,0.773170279
1185,1185,1699473.187756923,6093131.653432378,-0.348708425
1186,1186,1705787.938993874,6093061.144379009,0.626461545
1187,1187,1706644.493828364,6093049.659134449,-0.349964275
1188,1188,1708449.582494891,6093028.121335257,0.110891668
1189,1189,1708882.898162006,6093021.522505921,1.367525446
1190,1190,1709168.866594445,6093018.798306559,1.054124999
1191,1191,1699252.787349414,6093123.828975186,0.299860757
1192,1192,1702121.099314904,6093101.448813814,0.185592749
1193,1193,1703638.792746206,6093074.551201041,1.107848097
1194,1194,1705803.37578768,6093049.548873262,0.80504001
1195,1195,1705832.279946401,6093049.644016746,0.293457187
1196,1196,1708058.052399734,6093021.877857341,1.607457156
1197,1197,1708866.267908072,6093012.807490813,0.809435908
1198,1198,1709189.25107761,6093009.602985726,0.817181823
1199,1199,1709895.331014859,6093000.441256605,0.756227843
1200,1200,1699407.626101045,6093112.448139513,-0.061487497
1201,1201,1703778.125635509,6093062.983556432,0.681413791
1202,1202,1706661.126064256,6093032.651478451,-0.100909086
1203,1203,1708049.886544228,6093012.19846308,1.366650777
1204,1204,1709257.026741766,6093021.482674323,0.832399829
1205,1205,1699244.324987209,6093104.078573826,0.477561035
1206,1206,1699260.497455786,6093104.105273697,-0.252053568
1207,1207,1699663.124668713,6093126.647822293,-0.069832044
1208,1208,1703654.73664445,6093054.643315098,0.939000003
1209,1209,1705811.729519263,6093035.85369992,0.494283458
1210,1210,1708042.483809044,6093001.846010698,1.615488884
1211,1211,1708833.272165776,6092993.398358985,0.584775002
1212,1212,1709176.157842471,6092989.455991349,0.800142871
1213,1213,1709289.672580257,6092988.311294599,0.812821449
1214,1214,1699236.626923992,6093093.70698754,1.430441174
1215,1215,1700265.177967363,6093082.816776467,-0.074775003
1216,1216,1705819.758515683,6093019.825302967,0.426246151
1217,1217,1708816.967047969,6092983.420215094,0.461315793
1218,1218,1705843.762608039,6093020.69574276,0.01334973
1219,1219,1709281.751229469,6092968.447884353,1.059928565
1220,1220,1709567.970727871,6092964.772232077,0.486561392
1221,1221,1705827.461166535,6092999.54288691,0.29041096
1222,1222,1699219.455658537,6093064.404769597,0.636935059
1223,1223,1699264.742127757,6093064.577644391,-0.38607081
1224,1224,1700249.539287063,6093053.355778549,-0.130953844
1225,1225,1700263.300601141,6093060.916155965,-0.40536
1226,1226,1702182.570229566,6093053.986677707,0.284646335
1227,1227,1705843.392122688,6092989.145727912,-0.185578322
1228,1228,1706682.893848951,6093006.051281404,0.121607552
1229,1229,1708776.028391105,6092953.55110603,0.37102778
1230,1230,1708952.32825949,6093009.932265183,1.445068138
1231,1231,1708970.959708476,6092952.394717986,1.085225822
1232,1232,1699211.14399822,6093054.574952721,0.405443046
1233,1233,1705835.126978805,6092979.300309373,0.033724996
1234,1234,1709127.442838549,6092938.892817344,1.247830516
1235,1235,1699202.842572232,6093044.732087532,0.413000014
1236,1236,1699578.540320135,6093040.607161758,0.573797754
1237,1237,1702200.419184599,6093016.241835406,0.294305882
1238,1238,1703589.357576175,6092994.70389751,1.590914248
1239,1239,1708751.602253131,6092933.457651494,0.418038454
1240,1240,1709118.876228295,6092929.519701795,0.967957133
1241,1241,1708743.022922312,6092924.117808487,0.351786661
1242,1242,1709110.395916186,6092919.983680618,1.064864877
1243,1243,1699186.482190551,6093024.758255919,0.531564185
1244,1244,1699246.193055173,6093033.23806779,-0.037118957
1245,1245,1703581.761786216,6092975.442893422,2.021108371
1246,1246,1708406.573959064,6092920.143560811,0.116243591
1247,1247,1708734.490096252,6092914.618021484,0.357432429
1248,1248,1708952.865459252,6092918.461999394,0.877693547
1249,1249,1709102.924924584,6092909.62220335,1.102353433
1250,1250,1699178.463088281,6093014.609775892,0.445130446
1251,1251,1701783.473285139,6092986.084451491,-0.329041692
1252,1252,1703604.265240079,6092986.945118034,0.856281265
1253,1253,1708726.043178535,6092904.967385569,0.462025323
1254,1254,1701800.259505251,6092978.131634014,-0.89404766
1255,1255,1703786.304515986,6092986.465923312,0.653806739
1256,1256,1703813.714983187,6092974.76573516,0.80600923
1257,1257,1708390.850087829,6092899.287566774,3.316326577
1258,1258,1708750.559267884,6092894.954571243,0.404763645
1259,1259,1699161.46873396,6092996.087638911,0.404734697
1260,1260,1703588.460060923,6092945.387636108,1.133000019
1261,1261,1699140.945487756,6092985.626377226,0.798989686
1262,1262,1708390.772840875,6092879.154874211,1.778727673
1263,1263,1708742.331080261,6092879.902520005,0.42722523
1264,1264,1699355.674979514,6092974.12095201,0.158
1265,1265,1703564.910893808,6092924.607620126,3.417388335
1266,1266,1709060.403618722,6092861.112389943,3.96280002
1267,1267,1699112.107574829,6092966.033883966,1.030799998
1268,1268,1703557.09218397,6092914.425477581,1.72840625
1269,1269,1705834.731185321,6092895.876012114,-0.178699994
1270,1270,1708382.425433395,6092864.308306356,0.615532161
1271,1271,1708958.808681494,6092862.712599494,0.813897816
1272,1272,1709190.490249116,6092887.73678748,0.362917898
1273,1273,1699087.495409483,6092956.340161457,0.455614818
1274,1274,1700256.836435355,6092965.275329133,-0.636310503
1275,1275,1700696.508628268,6092938.507398673,-0.716769277
1276,1276,1701865.044306848,6092928.26856741,-9999.0
1277,1277,1703775.532270032,6092903.786558609,0.547052628
1278,1278,1709027.708573148,6092841.372930959,3.004839735
1279,1279,1709043.327420795,6092848.825350933,0.893663492
1280,1280,1709198.524098267,6092843.925381408,0.315840708
1281,1281,1698769.066672646,6092957.01951461,3.780221092
1282,1282,1698981.207597715,6092947.543675108,0.700632889
1283,1283,1698997.705149914,6092947.158285011,0.580535703
1284,1284,1701875.778692627,6092919.331922799,-9999.0
1285,1285,1703816.072169438,6092893.485805564,0.612410276
1286,1286,1705155.866827116,6092876.902654877,0.757499998
1287,1287,1705172.190761654,6092875.982544485,1.159836094
1288,1288,1707704.210582433,6092847.526807182,0.585666653
1289,1289,1707720.545802608,6092847.331475486,0.410898879
1290,1290,1708970.197681966,6092832.309453205,0.689599994
1291,1291,1700573.772222429,6092919.949410882,-9999.0
1292,1292,1701889.763276001,6092906.649044809,-0.891359005
1293,1293,1707728.756764059,6092837.064524386,0.193071428
1294,1294,1708765.241629166,6092833.134106927,0.472906445
1295,1295,1699266.852659781,6092924.473801038,0.254948724
1296,1296,1700549.158370994,6092910.259700407,-0.950000048
1297,1297,1701897.882203627,6092898.36366908,-0.84366664
1298,1298,1704592.874394337,6092863.726650409,2.08468254
1299,1299,1705125.415944349,6092864.352908514,0.233756251
1300,1300,1705155.66648385,6092856.965659861,0.37102365
1301,1301,1708739.202846632,6092844.738432762,0.386758452
1302,1302,1708774.095553315,6092814.544645406,0.343352399
1303,1303,1709843.733164153,6092801.980705794,0.500456137
1304,1304,1698817.835818087,6092926.631705237,4.211715562
1305,1305,1699283.239268877,6092919.764255795,0.363053339
1306,1306,1699299.413077772,6092914.150845012,0.421905873
1307,1307,1700697.932184498,6092899.030762571,0.627023242
1308,1308,1701676.169878657,6092887.651964019,-0.706630793
1309,1309,1701914.792310719,6092888.689783343,-0.913615387
1310,1310,1703573.146197284,6092893.800112884,1.049763375
1311,1311,1705853.380438874,6092872.990589605,-0.252741693
1312,1312,1708749.440810075,6092805.243204067,0.421116875
1313,1313,1708989.595027744,6092810.586256869,0.606103273
1314,1314,1702053.515631395,6092874.470489452,-0.771539203
1315,1315,1702088.956263616,6092873.602055321,-0.645062346
1316,1316,1703791.447965088,6092852.850088979,0.506923886
1317,1317,1704599.884118353,6092844.434928688,1.137267895
1318,1318,1705191.25805623,6092847.801827358,0.322754614
1319,1319,1709190.079443475,6092789.994019727,0.439357148
1320,1320,1709843.628172278,6092781.878228897,0.448582272
1321,1321,1698837.689029559,6092911.30169113,2.42989001
1322,1322,1700704.3735159,6092884.404262137,0.048999973
1323,1323,1702027.149523798,6092863.756923118,-0.786177978
1324,1324,1702133.69479856,6092864.297842242,-0.501143992
1325,1325,1703579.561202931,6092846.94241577,0.82277419
1326,1326,1703848.514554784,6092842.954855558,1.157777762
1327,1327,1705710.721764313,6092821.30569108,0.568591665
1328,1328,1708765.797674804,6092785.456038265,0.475260279
1329,1329,1708801.704519922,6092785.186750114,0.467099091
1330,1330,1700712.083124114,6092868.604861743,-0.332650026
1331,1331,1702006.6178957,6092854.024934072,-0.783505891
1332,1332,1702057.840580064,6092855.208905962,-0.436501723
1333,1333,1703824.099412341,6092832.927359634,4.409726792
1334,1334,1705203.619791142,6092817.274643592,-0.192909094
1335,1335,1705737.921090759,6092818.772218919,0.379697299
1336,1336,1705861.763596217,6092814.550607446,-0.59366307
1337,1337,1708774.012395316,6092775.622268134,0.363718314
1338,1338,1709165.659925609,6092769.951786459,0.392689513
1339,1339,1700719.597104375,6092894.383798595,-0.738113965
1340,1340,1701969.797634854,6092846.946372011,-0.76907693
1341,1341,1703595.127934229,6092825.978980849,0.746100006
1342,1342,1708782.146751032,6092766.395481134,0.040931029
1343,1343,1700238.126365442,6092853.938251331,-0.416275001
1344,1344,1700720.009268859,6092848.565968962,-0.531135603
1345,1345,1703602.548493213,6092815.89222063,0.869320765
1346,1346,1704615.756698475,6092804.392751011,0.806250006
1347,1347,1705220.155400129,6092797.356941199,-0.307499996
1348,1348,1708798.001028288,6092760.792138393,0.358935137
1349,1349,1709136.357891237,6092779.262123767,0.364212831
1350,1350,1704589.579215472,6092817.983934157,1.109609354
1351,1351,1708814.307139872,6092745.117951764,0.190217395
1352,1352,1709810.125531659,6092732.67402345,0.3193298
1353,1353,1704600.215273673,6092785.18195764,0.806074056
1354,1354,1708282.67263787,6092872.032609902,0.157007294
1355,1355,1698858.532477272,6092838.852030223,1.146615381
1356,1356,1699102.291052188,6092836.895962496,0.450999998
1357,1357,1704607.634256383,6092774.635916453,0.711210528
1358,1358,1704662.104630398,6092849.637401606,1.061625672
1359,1359,1707261.853248942,6092743.191481339,-0.252513987
1360,1360,1699296.47897363,6092990.654341918,0.078341461
1361,1361,1703790.966815609,6092800.530643557,0.434219636
1362,1362,1707308.521900448,6092743.564813707,0.246353381
1363,1363,1707350.942896556,6092732.262220501,0.8045401
1364,1364,1708078.488863265,6092723.470992082,-0.111697736
1365,1365,1709789.2366513,6092769.221641365,0.516606395
1366,1366,1709799.997237742,6092703.47197663,5.265754859
1367,1367,1704615.878325562,6092760.759885318,0.650652182
1368,1368,1704746.078859101,6092757.834528389,0.684562509
1369,1369,1709115.64750855,6092701.009106998,0.519274992
1370,1370,1698850.093181519,6092812.617432561,1.764182694
1371,1371,1700196.624289409,6092794.613792669,1.065259283
1372,1372,1700220.964064454,6092794.547513447,-0.172339279
1373,1373,1700231.480465261,6092812.002660294,-0.339413789
1374,1374,1703755.028928327,6092760.880868588,0.433038353
1375,1375,1704623.785145852,6092744.707342104,0.644619715
1376,1376,1704754.072663578,6092742.794875019,0.711274999
1377,1377,1708129.776511747,6092718.585266318,0.51559184
1378,1378,1703562.086930134,6092745.913401759,1.080927527
1379,1379,1704631.444597654,6092734.254862682,0.607678144
1380,1380,1707424.729304759,6092701.393082727,0.099049999
1381,1381,1708143.470595769,6092692.797618473,0.43102222
1382,1382,1708867.284239394,6092725.654853445,0.390994336
1383,1383,1700191.250781376,6092774.64639886,1.47659995
1384,1384,1700720.597224393,6092798.833711121,0.832085009
1385,1385,1705043.184040715,6092775.811072781,-0.176882115
1386,1386,1705664.515154115,6092712.237695363,-0.311917648
1387,1387,1703554.90096528,6092726.454953121,0.923906971
1388,1388,1700712.120067962,6092756.83665006,-0.646457152
1389,1389,1704639.3228904,6092709.252171846,0.571816577
1390,1390,1708618.368049238,6092666.014954452,0.846620037
1391,1391,1708878.246959758,6092659.039248892,0.433145832
1392,1392,1700767.788830201,6092738.423897324,-9999.0
1393,1393,1704774.143945168,6092712.668073681,0.739805002
1394,1394,1708576.420974572,6092647.358888468,0.913352943
1395,1395,1708653.460492463,6092646.805036731,0.744823543
1396,1396,1708871.66199891,6092643.36920875,0.426697678
1397,1397,1698885.020386561,6092751.370093644,3.535822112
1398,1398,1698877.46339838,6092872.423858414,1.691933055
1399,1399,1700743.744847501,6092739.994938829,-0.402763802
1400,1400,1703748.620924399,6092694.842803547,0.641017539
1401,1401,1705043.759481635,6092680.216744276,-0.541260566
1402,1402,1705676.136644731,6092672.447661908,-0.576839298
1403,1403,1700383.536230848,6092722.987936581,-0.525090907
1404,1404,1700449.037878486,6092722.053777657,-0.012250002
