FID,X,Y,BCE_Manukau_Harbour_System_MHS__Seagrass
14197,1746633.289882252458483,5900205.120197230949998,
14198,1747016.816074940841645,5900199.709285884164274,
14199,1747141.759968448197469,5900205.987527086399496,
14200,1747173.952096938854083,5900202.844233060255647,
14201,1747648.925179793965071,5900188.621528021059930,
14202,1748075.819161913124844,5900180.776348433457315,
14203,1748235.626074587926269,5900177.977330021560192,
14204,1748707.383597112260759,5900179.121277525089681,
14205,1748789.596163039328530,5900207.117954313755035,
14206,1748990.215821476420388,5900187.825024682097137,
14207,1749133.790632504504174,5900181.392562640830874,
14208,1749683.532270230585709,5900163.084245211444795,
14209,1750137.331446130527183,5900144.437106684781611,
14210,1750456.946360626257956,5900138.758096953853965,
14211,1750504.888611929258332,5900137.905203100293875,
14212,1751411.170787005219609,5900175.046028544194996,
14213,1751683.126737734070048,5900139.186043344438076,
14214,1751987.604475366650149,5900117.527064803987741,
14215,1752026.966488288249820,5900115.781314637511969,
14216,1752107.550488729262725,5900109.620311758480966,
14217,1752344.330690830247477,5900117.624954964034259,
14218,1753197.808638615300879,5900089.360359094105661,
14219,1753862.295809612143785,5900078.039407582022250,
14220,1754216.976616705069318,5900076.159599510021508,
14221,1754316.624683096073568,5900068.821799892000854,
14222,1755258.888443361734971,5900056.200395522639155,
14223,1756306.832595841027796,5900052.046123587526381,
14224,1756518.265312078408897,5900029.154388452880085,
14225,1756718.026708822697401,5900025.455613892525434,
14226,1756837.883578869048506,5900023.234082838520408,
14227,1757096.983798311557621,5900018.042923890054226,
14228,1757735.761290880618617,5900018.046505670994520,
14229,1758047.849523962708190,5900000.329393932595849,
14230,1758295.554290506290272,5899995.697380661033094,
14231,1759282.104256016667932,5899976.391721135936677,
14232,1759933.724583140341565,5899972.388350002467632,
14233,1760499.984760741703212,5899968.737952344119549,
14234,1760836.531775100156665,5899947.762671947479248,
14235,1737975.939703823998570,5900341.578851566649973,
14236,1738027.777126887114719,5900345.828012942336500,
14237,1740448.395490482915193,5900316.908392041921616,
14238,1740649.259931857930496,5900297.934460350312293,
14239,1741227.963875109562650,5900287.909480315633118,
14240,1741923.357554223388433,5900281.054224802181125,
14241,1742043.211520703975111,5900279.042477428913116,
14242,1742610.278706932673231,5900264.717796210199594,
14243,1743557.368510953383520,5900253.481052995659411,
14244,1743759.941696733236313,5900256.422140764072537,
14245,1745547.297834438504651,5900215.074912382289767,
14246,1745970.395167550770566,5900247.595984377898276,
14247,1746006.151240139501169,5900206.784242603927851,
14248,1746037.815948931267485,5900210.456473080441356,
14249,1746121.916652306215838,5900209.880315167829394,
14250,1746161.541218851692975,5900220.890711661428213,
14251,1746671.015167666831985,5900210.869342536665499,
14252,1746760.234417581930757,5900226.972708246670663,
14253,1746788.905872488627210,5900197.455892857164145,
14254,1746880.997077291598544,5900196.733522119931877,
14255,1747005.098445246927440,5900189.281380613334477,
14256,1747508.488902066601440,5900180.517988666892052,
14257,1747538.131865658797324,5900191.189507428556681,
14258,1747723.667385691078380,5900193.038879138417542,
14259,1748267.412766156485304,5900167.450635897926986,
14260,1748778.794581125024706,5900158.471531885676086,
14261,1749114.382030880544335,5900152.159885752014816,
14262,1749422.607002061791718,5900147.506105958484113,
14263,1750226.407744019292295,5900135.476055216044188,
14264,1750819.231847628718242,5900137.357119873166084,
14265,1750856.610013965517282,5900121.670018036849797,
14266,1751749.397924612043425,5900117.331288261339068,
14267,1752174.700039674527943,5900098.059764862060547,
14268,1752306.258428971515968,5900096.152791767381132,
14269,1752404.293739299289882,5900099.417351019568741,
14270,1753995.113416288513690,5900090.919021959416568,
14271,1755531.292753149056807,5900055.993543821386993,
14272,1755941.000654774019495,5900074.810138614848256,
14273,1756297.753976478939876,5900022.878864140249789,
14274,1756345.854177092667669,5900021.788700452074409,
14275,1756529.791920112911612,5900018.185615310445428,
14276,1756585.409950872417539,5900017.558626693673432,
14277,1756644.353182933293283,5900022.075427833013237,
14278,1756665.629492500331253,5900015.670771412551403,
14279,1757424.116478648735210,5900006.209889109246433,
14280,1758126.595027949428186,5900011.269120594486594,
14281,1758399.504424839746207,5899997.177769400179386,
14282,1758480.959668300813064,5899986.461574823595583,
14283,1758964.034653776325285,5899976.267275070771575,
14284,1760156.860394785413519,5899954.908179186284542,
14285,1760999.707197190262377,5899953.082800449803472,
14286,1761080.494797129649669,5899947.904168549925089,
14287,1761176.528675931738690,5899931.703420788049698,
14288,1761907.070662040030584,5899917.368225236423314,
14289,1740029.262350845849141,5900297.868515943177044,
14290,1740080.139829168561846,5900308.048778345808387,
14291,1740157.331903455080464,5900306.039854728616774,
14292,1740404.803125944221392,5900291.643487221561372,
14293,1740497.279774101916701,5900290.490946201607585,
14294,1741727.776789291063324,5900269.963695066981018,
14295,1742683.396092171315104,5900261.213128701783717,
14296,1743217.370576900430024,5900244.491629231721163,
14297,1743282.732375408988446,5900243.923433544114232,
14298,1743727.223242789506912,5900257.076235174201429,
14299,1743838.975005317945033,5900239.792403387837112,
14300,1745119.056537623517215,5900212.080268840305507,
14301,1746382.899872770532966,5900198.001160791143775,
14302,1746726.002820709953085,5900192.543469407595694,
14303,1746857.535982718458399,5900182.459213297814131,
14304,1746996.770167047623545,5900179.255386705510318,
14305,1747139.455044943606481,5900177.884481307119131,
14306,1747189.329585083760321,5900181.657541248947382,
14307,1747496.770659268368036,5900170.090739170089364,
14308,1748103.343474179273471,5900165.450441703200340,
14309,1749477.843455249676481,5900191.767089783214033,
14310,1749553.682222809875384,5900134.837048226036131,
14311,1749630.664914560969919,5900144.180606910958886,
14312,1749753.686795395333320,5900136.082116448320448,
14313,1750105.016237775795162,5900125.071228761225939,
14314,1750413.243345585884526,5900118.732645398005843,
14315,1751475.952525231055915,5900101.014831348322332,
14316,1751919.151214704848826,5900092.683534048497677,
14317,1751975.289409227436408,5900096.458779242821038,
14318,1752134.568846489069983,5900088.811833135783672,
14319,1752198.484632853651419,5900087.259591326117516,
14320,1753197.282712231855839,5900069.228915958665311,
14321,1754228.373903540428728,5900050.893920352682471,
14322,1754296.127416149014607,5900049.457053554244339,
14323,1754316.090172256575897,5900048.365908136591315,
14324,1754495.640962581150234,5900051.111825209110975,
14325,1754987.847773023881018,5900041.270025148056448,
14326,1755122.977395915891975,5900034.534919312223792,
14327,1755344.174951692344621,5900033.552112101577222,
14328,1755418.622890287078917,5900029.107840624637902,
14329,1755462.191349043510854,5900039.964832856319845,
14330,1755546.784767443081364,5900026.349562183022499,
14331,1755686.027487915009260,5900023.404865377582610,
14332,1755938.158017955720425,5900019.344619271345437,
14333,1756365.213870933046564,5900010.876592524349689,
14334,1757496.135870273225009,5899990.679939961992204,
14335,1757527.806862960336730,5899994.309301211498678,
14336,1757743.839822680456564,5899986.064077563583851,
14337,1757806.076980561483651,5899993.806647881865501,
14338,1757859.614372052717954,5899988.999598463065922,
14339,1758159.594143954571337,5899983.084212809801102,
14340,1758195.890315210213885,5899978.004557757638395,
14341,1758207.348059103125706,5900011.409410697408020,
14342,1758303.963656347012147,5899980.948222813196480,
14343,1758342.833610059227794,5899979.091229042969644,
14344,1758374.670803054934368,5899982.396269589662552,
14345,1758495.257754803635180,5899971.614863420836627,
14346,1758595.413359270896763,5899970.522951440885663,
14347,1758935.325863570906222,5899982.892307132482529,
14348,1758974.685638185823336,5899962.617685603909194,
14349,1759005.874527094652876,5899974.325452210381627,
14350,1759242.641263728262857,5899958.362667948938906,
14351,1759293.989487784914672,5899957.012833832763135,
14352,1759850.790305071743205,5899949.585245013237000,
14353,1760037.103916241321713,5899942.985385345295072,
14354,1760077.056331519735977,5899942.229370521381497,
14355,1760321.493050128221512,5899944.116858002729714,
14356,1760383.478983649751171,5899946.689214691519737,
14357,1740340.956525683635846,5900287.517217452637851,
14358,1740908.021880647400394,5900273.306715643033385,
14359,1741027.875313174212351,5900271.309353643096983,
14360,1742593.962157249217853,5900245.054318854585290,
14361,1742777.737897988874465,5900241.954349651001394,
14362,1743145.289533809293061,5900235.742425126954913,
14363,1744021.792470661923289,5900232.415878121741116,
14364,1744223.159029721049592,5900250.692410663701594,
14365,1744274.275854577077553,5900222.221393006853759,
14366,1744407.751074319938198,5900214.284094487316906,
14367,1745203.498751230072230,5900207.178208759054542,
14368,1746242.110035096993670,5900183.152097868733108,
14369,1747536.538930761627853,5900160.673843868076801,
14370,1748241.458876076620072,5900153.814516299404204,
14371,1748443.697302712826058,5900184.679067295975983,
14372,1748572.552593379747123,5900146.934236514382064,
14373,1748622.038427127525210,5900153.478273632936180,
14374,1748767.047855556942523,5900139.121841362677515,
14375,1749381.621709781466052,5900133.002918616868556,
14376,1749977.309306867653504,5900116.964399598538876,
14377,1750061.769525876268744,5900142.733762438409030,
14378,1750384.816786506678909,5900109.729212727397680,
14379,1750585.160047300625592,5900114.752172521315515,
14380,1750696.117805946152657,5900104.188912233337760,
14381,1750717.238204051740468,5900110.175489796325564,
14382,1750919.481619581580162,5900116.111687332391739,
14383,1751667.182041216874495,5900096.497426547110081,
14384,1752346.044052646029741,5900080.131077169440687,
14385,1752414.052542895777151,5900073.810662233270705,
14386,1752464.827781480271369,5900093.169616313651204,
14387,1753492.753697507549077,5900054.304883118718863,
14388,1753800.002488789614290,5900060.381349253468215,
14389,1753976.761841244762763,5900045.890954793430865,
14390,1754076.044823442352936,5900043.297665359452367,
14391,1754217.841572498669848,5900040.914797500707209,
14392,1754307.931205028435215,5900039.271788076497614,
14393,1754336.359116688137874,5900043.779730042442679,
14394,1754595.427957335487008,5900034.223347573541105,
14395,1754839.724861115450040,5900030.137790740467608,
14396,1755162.583762245951220,5900036.939071474596858,
14397,1755314.564423070056364,5900021.049188667908311,
14398,1756247.375836376799271,5900030.317045946605504,
14399,1756829.338742186082527,5899993.482237311080098,
14400,1757328.151095902081579,5899983.836014431901276,
14401,1757377.071863344172016,5899991.604356898926198,
14402,1757592.085930982371792,5899983.706517228856683,
14403,1757783.606164332712069,5899975.352220798842609,
14404,1758454.803743642522022,5899962.805049971677363,
14405,1758849.727166933240369,5900044.274497008882463,
14406,1759373.706426368560642,5899945.540931554511189,
14407,1760442.449742070166394,5899937.519773579202592,
14408,1760982.543168220436200,5899916.949893697164953,
14409,1761102.245165642583743,5899914.982401376590133,
14410,1761387.306898372713476,5899907.360644389875233,
14411,1736976.679766764631495,5900327.911892076022923,
14412,1741626.677206722088158,5900255.554374753497541,
14413,1742386.047966545214877,5900238.587383356876671,
14414,1742541.761359900468960,5900241.059823771938682,
14415,1742645.447163419332355,5900234.677802572958171,
14416,1743061.127375846030191,5900232.291930166073143,
14417,1743239.184104945976287,5900228.850275472737849,
14418,1744002.591215044492856,5900215.293241203762591,
14419,1746341.471035315888003,5900175.864787456579506,
14420,1746560.866102987201884,5900172.377818278037012,
14421,1747032.767935742391273,5900163.233377415686846,
14422,1747092.389437469420955,5900177.773312878794968,
14423,1747254.086428622016683,5900162.790092790499330,
14424,1747388.249683976406232,5900181.477868926711380,
14425,1747475.848543646046892,5900151.379696269519627,
14426,1747616.268105431459844,5900149.313283506780863,
14427,1747750.538088326575235,5900156.285388763993979,
14428,1747957.762382735731080,5900198.657073855400085,
14429,1747911.046179889934137,5900142.995539114810526,
14430,1748253.261049656430259,5900137.588697944767773,
14431,1748314.177075247513130,5900153.603308954276145,
14432,1749497.397518335608765,5900115.892678897827864,
14433,1749895.053676900453866,5900168.730474418029189,
14434,1750224.517512700520456,5900103.010347234085202,
14435,1750447.952582813333720,5900103.258158808574080,
14436,1750576.832630509510636,5900096.544702463783324,
14437,1751571.610463233664632,5900085.495453231036663,
14438,1751702.731105602113530,5900076.628147616051137,
14439,1751726.702165866969153,5900076.198198016732931,
14440,1752162.766106555936858,5900068.747958669438958,
14441,1752923.596919811563566,5900061.264648468233645,
14442,1753077.395928013371304,5900051.862079426646233,
14443,1753529.119114522356540,5900044.057961081154644,
14444,1754227.845519821159542,5900030.762464378960431,
14445,1754950.535425581037998,5900018.216501015238464,
14446,1756006.149385345401242,5899997.488716409541667,
14447,1756324.965293783461675,5900001.148764097131789,
14448,1757112.552691996330395,5899995.002943105064332,
14449,1757352.259527082554996,5899973.417435023933649,
14450,1757636.187015792820603,5899968.513716294430196,
14451,1757921.432210060767829,5899987.745858822017908,
14452,1757966.909661324229091,5899966.179870237596333,
14453,1758005.653993212152272,5900000.825347897596657,
14454,1758222.894246924435720,5899957.176145685836673,
14455,1758246.865565451560542,5899956.727703413926065,
14456,1758476.776998117566109,5899957.090224673971534,
14457,1758679.790149567881599,5899949.155836442485452,
14458,1758767.568979120114818,5899991.109556262381375,
14459,1758806.196606639772654,5899946.244748312979937,
14460,1759402.075077340006828,5899935.419078034348786,
14461,1759661.307025805115700,5899945.930545705370605,
14462,1759799.044799953466281,5899936.915463491342962,
14463,1760092.453550851671025,5899927.307075464166701,
14464,1760491.894062848994508,5899918.646861775778234,
14465,1760891.707030311459675,5899906.831969873048365,
14466,1761011.564176990650594,5899904.551229059696198,
14467,1761478.922453991370276,5899900.737252473831177,
14468,1761634.821737645892426,5899892.663974836468697,
14469,1735647.848365692421794,5900350.437489017844200,-0.268924529000000
14470,1742633.570507044205442,5900224.045578550547361,
14471,1742953.186573135200888,5900219.052530867978930,
14472,1743508.607803444843739,5900242.772962500341237,
14473,1743741.631350876996294,5900214.053922351449728,
14474,1743876.648385886801407,5900203.778578867204487,
14475,1744400.860269450582564,5900195.001687952317297,
14476,1745254.081110126338899,5900184.073285625316203,
14477,1745981.736096221720800,5900172.111309336498380,
14478,1746721.784582948079333,5900165.953389469534159,
14479,1746764.539368567755446,5900153.781812865287066,
14480,1747138.958294839365408,5900146.335936451330781,
14481,1747387.781595476204529,5900142.945127997547388,
14482,1747735.958021469647065,5900136.007921794429421,
14483,1748242.736029597464949,5900127.602366125211120,
14484,1749377.366648362949491,5900108.043589103035629,
14485,1750392.137351163430139,5900090.062056300230324,
14486,1750583.480282347416505,5900086.456637094728649,
14487,1750687.779519602889195,5900084.800424422137439,
14488,1750840.020095693878829,5900096.840324681252241,
14489,1751446.567576037254184,5900075.467708181589842,
14490,1751672.688996198587120,5900071.928846623748541,
14491,1751966.233760134782642,5900061.928375416435301,
14492,1752082.746969552244991,5900133.808125091716647,
14493,1752174.298113357974216,5900057.785302684642375,
14494,1752205.944224409526214,5900057.618337968364358,
14495,1752293.830841536400840,5900055.633990149945021,
14496,1753130.028286855667830,5900074.545397462323308,
14497,1753915.881583486218005,5900026.676186695694923,
14498,1754440.448439304484054,5900028.471639261581004,
14499,1755585.871766278520226,5899996.123066835105419,
14500,1755953.813030943507329,5900007.636942867189646,
14501,1756033.334034480387345,5899987.880532598122954,
14502,1756568.940900324843824,5899982.766979013569653,
14503,1756764.368465978652239,5899979.458855365402997,
14504,1757555.789853232912719,5899972.708202503621578,
14505,1758583.583563913358375,5899944.047590598464012,
14506,1759091.053136593662202,5899941.213776263408363,
14507,1759941.839835035149008,5899927.865068178623915,
14508,1760464.617560991784558,5899905.357820646837354,
14509,1760776.534051326103508,5899979.649456858634949,
14510,1760851.565115857170895,5899897.625103923492134,
14511,1760935.691348964581266,5899903.275400880724192,
14512,1761043.336323064519092,5899893.976006004959345,
14513,1761514.774142675101757,5899884.986808521673083,
14514,1741067.327835217118263,5900240.743935454636812,
14515,1741602.671569931320846,5900231.799084262922406,
14516,1743020.839105076389387,5900213.034621958620846,
14517,1743205.299365462036803,5900205.201705588027835,
14518,1743250.096179835963994,5900204.598951215855777,
14519,1743300.144305377267301,5900219.839399396441877,
14520,1743768.021556276828051,5900195.273260894231498,
14521,1743975.767687640385702,5900191.739777212962508,
14522,1743996.332419142825529,5900191.772655642591417,
14523,1744159.785928022116423,5900193.389081486500800,
14524,1744423.221118844812736,5900184.111855620518327,
14525,1746670.360244170296937,5900146.296116682700813,
14526,1747036.358259850880131,5900139.091663841158152,
14527,1747104.542359064565971,5900138.289089711382985,
14528,1747981.123070789035410,5900128.409926528111100,
14529,1748319.253152151824906,5900119.471820707432926,
14530,1748370.571794645162299,5900137.009043908677995,
14531,1748554.189805719070137,5900112.571032606065273,
14532,1748634.415277394000441,5900111.161694105714560,
14533,1748654.657844227738678,5900111.188912934623659,
14534,1748755.047128405189142,5900116.077295366674662,
14535,1748945.714340826263651,5900105.685826863162220,
14536,1749718.598569560796022,5900096.814874722622335,
14537,1750064.514907761244103,5900085.709870017133653,
14538,1750554.661289926618338,5900083.477635364979506,
14539,1750938.013412227854133,5900076.901814841665328,
14540,1751319.084488026797771,5900068.344192919321358,
14541,1751834.803640690399334,5900054.701782687567174,
14542,1751860.330649755429476,5900087.659296432510018,
14543,1752101.890458339126781,5900049.520265770144761,
14544,1752313.134974620072171,5900066.225633676163852,
14545,1753941.480126768583432,5900020.446473230607808,
14546,1754373.649287020089105,5900031.004240585491061,
14547,1754435.231648089597002,5900007.038653166964650,
14548,1755162.198168083094060,5899993.935576449148357,
14549,1755394.626873364672065,5899993.926709101535380,
14550,1755553.726897827815264,5899986.744266546331346,
14551,1755953.561383173568174,5899978.979251896031201,
14552,1756013.763894842704758,5899978.654438774101436,
14553,1756325.389236327260733,5899972.900818126276135,
14554,1756353.015574197517708,5899976.791047038510442,
14555,1757124.429313811240718,5899958.095441576093435,
14556,1757343.367579370504245,5899958.952208832837641,
14557,1757671.182613134151325,5899947.538189539685845,
14558,1757934.866303346818313,5899942.618777988478541,
14559,1758446.253187938127667,5899933.054651559330523,
14560,1758494.195730994688347,5899932.156428232789040,
14561,1759165.391742146341130,5899919.552744926884770,
14562,1759405.104788371594623,5899915.038510865531862,
14563,1759558.363840979058295,5899912.687551693059504,
14564,1759927.109470707131550,5899909.261081104166806,
14565,1760378.683732423000038,5899903.413592277094722,
14566,1760756.230190955335274,5899889.265997004695237,
14567,1761131.041612871689722,5899882.335308399051428,
14568,1761182.697066188324243,5899881.811972224153578,
14569,1735568.252625324763358,5900322.401155347935855,-0.146000033000000
14570,1735618.030276095727459,5900319.695824225433171,-0.891000062000000
14571,1740523.828767277067527,5900239.821216010488570,
14572,1740578.238295580726117,5900251.984329702332616,
14573,1741026.911642586579546,5900235.667401788756251,
14574,1741271.796770035056397,5900265.906388274393976,
14575,1741377.140939224744216,5900231.450260324403644,
14576,1741482.974279034417123,5900223.832789584994316,
14577,1742049.680290438467637,5900225.073326963931322,
14578,1743888.488361308118328,5900188.603696754202247,
14579,1744237.639325121650472,5900183.157093413174152,
14580,1744339.736506107961759,5900200.289730266667902,
14581,1744407.070486322045326,5900174.418220554478467,
14582,1744566.875165507430211,5900171.688522309064865,
14583,1746652.322879495564848,5900135.386694148182869,
14584,1746764.193515387596563,5900133.848802677355707,
14585,1747000.495570807252079,5900130.128409149125218,
14586,1747537.615404312964529,5900126.242076955735683,
14587,1747660.179576152702793,5900146.303856975398958,
14588,1748522.053630417911336,5900103.165756810456514,
14589,1748776.618204182945192,5900097.750943910330534,
14590,1748814.410863265860826,5900105.666759404353797,
14591,1748920.146905033616349,5900108.823111991398036,
14592,1749247.869241506792605,5900112.045536966994405,
14593,1749673.091503791045398,5900096.322955708950758,
14594,1751914.528011097107083,5900043.300511652603745,
14595,1752075.582140231505036,5900051.095050539821386,
14596,1752380.357523899059743,5900051.276340956799686,
14597,1752580.052680926863104,5900049.654146852903068,
14598,1753494.167387473862618,5900018.651124585419893,
14599,1754842.400614181067795,5899989.825952345505357,
14600,1755196.600597031647339,5899987.410700680688024,
14601,1756536.360584854148328,5899958.646038973703980,
14602,1756632.245254220906645,5899956.870985177345574,
14603,1756699.880789771908894,5899956.079090355895460,
14604,1757483.812130041420460,5899941.441697230562568,
14605,1758043.470039054285735,5899949.840135172009468,
14606,1758310.153344046324492,5899939.816297616809607,
14607,1758765.683136057341471,5899917.094658873043954,
14608,1760251.902836384018883,5899889.067036926746368,
14609,1760464.239397127879784,5899885.424363183788955,
14610,1761142.562356619862840,5899871.360042459331453,
14611,1761170.796333390520886,5899871.205071496777236,
14612,1762198.167864150600508,5899852.351564917713404,
14613,1735582.402614726219326,5900312.466690829955041,
14614,1739125.383785508340225,5900252.968467847444117,
14615,1741676.646396114956588,5900222.350068687461317,
14616,1741979.316470989957452,5900206.085773494094610,
14617,1742425.029581525595859,5900202.272831521928310,
14618,1743032.583336701383814,5900187.802464860491455,
14619,1744423.203307924792171,5900164.173410877585411,
14620,1745964.995807533618063,5900137.708297193050385,
14621,1747021.135270516388118,5900122.511718682944775,
14622,1747082.148200941737741,5900132.105722595006227,
14623,1747746.822439425159246,5900106.772729194723070,
14624,1747998.232589767081663,5900102.838417260907590,
14625,1748871.782578364945948,5900126.479852971620858,
14626,1748973.918691460974514,5900085.632817971520126,
14627,1749315.281524544348940,5900105.937070059590042,
14628,1749384.828911350108683,5900078.002838878892362,
14629,1749760.048761362209916,5900089.112028423696756,
14630,1750418.471298597753048,5900065.961162843741477,
14631,1750619.918736818013713,5900056.482847307808697,
14632,1750823.869223623769358,5900057.814055106602609,
14633,1751083.356425761012360,5900048.217743493616581,
14634,1751334.708523635752499,5900048.125144296325743,
14635,1751502.251046082237735,5900039.939799511805177,
14636,1752085.866668222472072,5900029.466341122984886,
14637,1752288.016248933039606,5900030.087134510278702,
14638,1752501.363456975435838,5900021.985360446386039,
14639,1753124.293923058547080,5900011.133727761916816,
14640,1753711.734868879662827,5900043.563018047250807,
14641,1753771.504009799333289,5899998.989973221905529,
14642,1753818.851905321469530,5900020.055700379423797,
14643,1753915.337505452567711,5899996.776328431442380,
14644,1754002.938745570369065,5899999.400861799716949,
14645,1754618.736899927258492,5899988.731255292892456,
14646,1755367.824156380724162,5899983.913942972198129,
14647,1755591.910934954183176,5899974.376508607529104,
14648,1755960.869118638569489,5899959.306864039041102,
14649,1756512.204997824039310,5899949.122970058582723,
14650,1756544.481596262892708,5899948.123226990923285,
14651,1756576.128031087573618,5899947.939901972189546,
14652,1757071.531770384870470,5899938.754731164313853,
14653,1757313.088505311869085,5899950.682070861570537,
14654,1757790.666962319286540,5899925.369745906442404,
14655,1758014.398088173242286,5899921.193048130720854,
14656,1758498.407223678426817,5899912.520087704062462,
14657,1758781.476874868851155,5899906.827976268716156,
14658,1760189.337221999187022,5899907.309938265942037,
14659,1760384.145995578961447,5899876.973152766935527,
14660,1760763.895200435072184,5899874.729538032785058,
14661,1761342.323695612372831,5899863.462498237378895,
14662,1761707.414806496119127,5899851.933621381409466,
14663,1740264.406215409049764,5900224.571585939265788,
14664,1741194.671993652358651,5900208.711672782897949,
14665,1741695.131554733496159,5900200.141890621744096,
14666,1743756.117189680924639,5900165.950505282729864,
14667,1746364.335616910830140,5900120.838239496573806,
14668,1747363.116195105249062,5900103.496714907698333,
14669,1747438.930297521874309,5900107.270668508484960,
14670,1747718.454807325266302,5900100.349200199358165,
14671,1747986.349031277466565,5900092.213509796187282,
14672,1748615.031267900252715,5900095.458385219797492,
14673,1749077.616697303019464,5900073.836190817877650,
14674,1749304.743033344391733,5900069.044771905057132,
14675,1750383.760769306682050,5900050.332135326229036,
14676,1750631.307880800683051,5900046.453105241060257,
14677,1751102.564686984056607,5900037.521923741325736,
14678,1751813.408009865554050,5900029.012467583641410,
14679,1752564.791027079802006,5900011.274144673720002,
14680,1753479.931081682443619,5899999.501929048448801,
14681,1753979.078828472178429,5899985.646280672401190,
14682,1754420.061527759535238,5899988.738788474351168,
14683,1755298.926120796008036,5899962.055049630813301,
14684,1755880.781731940573081,5899950.813154676929116,
14685,1756209.827131565660238,5899945.281419544480741,
14686,1757374.973598098149523,5899922.741779145784676,
14687,1757538.696711254771799,5899925.191807909868658,
14688,1757618.600595187861472,5899923.703190806321800,
14689,1757802.191860238090158,5899914.399174390360713,
14690,1758725.356980402022600,5899897.911083111539483,
14691,1758981.049804640002549,5899893.108941755257547,
14692,1760122.872465719934553,5899908.945616491138935,
14693,1760475.256967851426452,5899864.891732292249799,
14694,1761130.472006707219407,5899852.435087406076491,
14695,1761318.837121672462672,5899849.227552069351077,
14696,1735543.478670308133587,5900293.735763150267303,-0.253210282000000
14697,1740813.005902372533455,5900216.710795505903661,
14698,1741556.951224085874856,5900198.963655304163694,
14699,1741681.899176481645554,5900190.193123507313430,
14700,1742519.236988114425912,5900182.376756519079208,
14701,1742981.930071975337341,5900182.991794642060995,
14702,1743062.425691219279543,5900183.345386463217437,
14703,1743180.813085000962019,5900200.047488027252257,
14704,1743767.659662098623812,5900154.999650727026165,
14705,1743842.890112951397896,5900169.636816082522273,
14706,1747228.548388672061265,5900096.409231679514050,
14707,1747695.107854996109381,5900125.462146329693496,
14708,1747743.068452155217528,5900087.282119410112500,
14709,1747783.019686416257173,5900086.584206357598305,
14710,1747934.250800096429884,5900118.077142736874521,
14711,1747970.201201739721000,5900082.928851692005992,
14712,1749211.783748644404113,5900209.980822584591806,
14713,1749831.931987920543179,5900050.155438413843513,
14714,1749871.883352788630873,5900049.447651948779821,
14715,1750186.246596672805026,5900088.539087450131774,
14716,1750247.741685567889363,5900042.377203566953540,
14717,1750372.734495179262012,5900170.378487912006676,
14718,1751485.920633978210390,5900020.695154319517314,
14719,1752001.165985564934090,5900055.158489239402115,
14720,1752085.192970546195284,5900009.941257459111512,
14721,1752173.792319109197706,5900012.605687108822167,
14722,1752459.033270152285695,5900028.171227586455643,
14723,1752780.056447999086231,5900001.637813406996429,
14724,1753136.504078037803993,5899995.445089191198349,
14725,1753176.459679194260389,5899990.632404012605548,
14726,1753702.948252591304481,5899981.159482275135815,
14727,1753950.226637900341302,5899980.321407631039619,
14728,1753986.462692290777341,5899975.340718600898981,
14729,1754636.552489826921374,5899967.357875465415418,
14730,1755455.303567659342661,5899958.294029247947037,
14731,1755505.051650710869581,5899947.759226535446942,
14732,1755713.115816631820053,5899943.528991543687880,
14733,1756337.781924445182085,5899945.919763216748834,
14734,1756379.629161404212937,5899950.705360664054751,
14735,1756874.027039373759180,5899926.556221650913358,
14736,1757510.631972331553698,5899910.648930680006742,
14737,1757905.060639983043075,5899909.571406227536500,
14738,1758621.294891615165398,5899889.893045298755169,
14739,1758765.121896722121164,5899887.194558062590659,
14740,1759834.370686345035210,5899871.321179458871484,
14741,1760139.470604747068137,5899861.285568230785429,
14742,1760483.373181016882882,5899854.364975923672318,
14743,1760762.722824119962752,5899849.462482580915093,
14744,1761024.361096082953736,5899865.187303289771080,
14745,1761238.754194709938020,5899859.673361663706601,
14746,1761273.767350433627144,5899859.265690654516220,
14747,1735561.460575111443177,5900280.727108565159142,-0.814133360000000
14748,1739720.746018052333966,5900213.630927658639848,
14749,1740064.322080240817741,5900207.948771585710347,
14750,1741298.785418789600953,5900211.756579008884728,
14751,1743324.308434970211238,5900153.339497210457921,
14752,1744417.847417471697554,5900142.536657645367086,
14753,1745921.196873732609674,5900114.915990374051034,
14754,1746403.941801923327148,5900100.213844374753535,
14755,1746739.775353454519063,5900099.177965288050473,
14756,1747201.220755706774071,5900098.641254828311503,
14757,1747400.183102503884584,5900085.988314217887819,
14758,1747558.436428390443325,5900085.247645836323500,
14759,1748126.425869703525677,5900070.607831996865571,
14760,1748558.690571619663388,5900085.830844501964748,
14761,1749008.758862285176292,5900054.727285809814930,
14762,1749158.535411364631727,5900055.384664153680205,
14763,1749200.524959187954664,5900051.346857867203653,
14764,1749316.973052037646994,5900049.674949522130191,
14765,1749711.901503816945478,5900042.311112619005144,
14766,1749840.061102183535695,5900039.639332761056721,
14767,1750454.996289651608095,5900029.125900344923139,
14768,1750814.873951689805835,5900022.314457735046744,
14769,1751499.331604336854070,5900013.782475790008903,
14770,1751798.803530850447714,5900005.654723905026913,
14771,1752252.809928033268079,5899996.955959122627974,
14772,1752364.380691331112757,5899999.165923837572336,
14773,1753691.057303745998070,5899970.542368902824819,
14774,1753843.587448909878731,5899972.429878070950508,
14775,1753979.456184824462980,5899965.498347033746541,
14776,1754290.660923861665651,5899960.028510116040707,
