OID,FID_,X,Y,BCE_Waitem
63,63,1749627.455393118,5931626.710079891,0.250493833
64,64,1749812.063432524,5931623.679282121,2.477368459
65,65,1749611.2691722,5931617.058150033,0.463037973
66,66,1749820.384384819,5931614.684121348,1.145818171
67,67,1749835.953309332,5931603.621577021,0.62985915
68,68,1749859.242927884,5931572.897332839,0.81076924
69,69,1749867.00829024,5931562.699296989,2.06387502
70,70,1749991.141236052,5931550.550706828,0.434810126
71,71,1749883.416925588,5931550.650664599,3.19465753
72,72,1749930.816830747,5931541.640062169,2.419124992
73,73,1749942.270940468,5931587.007039407,0.472640318
74,74,1749946.789219645,5931536.425193737,1.377358506
75,75,1750011.561123085,5931528.961631277,1.392461541
76,76,1750050.741223327,5931517.494419323,2.257457592
77,77,1749970.791156782,5931510.114863223,1.181377956
78,78,1746057.27891333,5931359.519723324,1.827821772
79,79,1746024.704729825,5931350.082227002,0.762187498
80,80,1746092.871654228,5931348.917120789,3.436124998
81,81,1746105.266129958,5931341.025033833,3.813516467
82,82,1749749.650357787,5931274.921993664,0.316800006
83,83,1746009.775090753,5931337.048080439,1.111908702
84,84,1745964.193814804,5931310.874157354,0.553424652
85,85,1745957.426418944,5931300.504761306,1.040434789
86,86,1745948.730363962,5931280.848869182,1.073181839
87,87,1749532.212294246,5931226.87184537,-9999.0
88,88,1745949.559005061,5931219.031490162,1.490319763
89,89,1745933.460432394,5931200.360950702,2.697180223
90,90,1745979.670386801,5931233.182956683,-0.125959264
91,91,1745973.950245339,5931191.841833952,4.681874932
92,92,1746001.590599079,5931171.03586829,-0.381249985
93,93,1749378.336908878,5931112.503402309,0.641622805
94,94,1749413.971172115,5931117.033776199,0.332468748
95,95,1749738.036160639,5931115.311502694,0.313629806
96,96,1749393.661018713,5931102.435093865,0.292531644
97,97,1749385.467309695,5931092.609141675,0.147037039
98,98,1749725.304260172,5931090.258018427,0.212222223
99,99,1749320.614688619,5931053.866201598,0.562249987
100,100,1749304.736300829,5931043.458733909,0.662575736
101,101,1749336.566510991,5931048.602851306,0.149999999
102,102,1745999.639514287,5931099.637947123,0.398823527
103,103,1749256.105517857,5931033.981905443,0.798281239
104,104,1749280.240088336,5931033.911635856,0.805999984
105,105,1749296.208056262,5931034.354379168,0.710124995
106,106,1749271.988336246,5931025.535291936,0.794999988
107,107,1749231.841164623,5931015.397962688,0.694868431
108,108,1749752.79227492,5930996.456909915,0.562658227
109,109,1745967.637057855,5931051.746078303,0.460000009
110,110,1749768.497944875,5930986.413718593,0.684528284
111,111,1749738.744233961,5930983.982088892,0.289908677
112,112,1745943.180313811,5931032.32092708,0.434473681
113,113,1745983.214746675,5931034.522936064,0.110107524
114,114,1749207.213708034,5930975.639767241,0.889166667
115,115,1749801.671324711,5930966.432522571,0.758625012
116,116,1749848.910734546,5930954.895112284,0.954897954
117,117,1745966.788965912,5931012.126835693,0.050374999
118,118,1746009.225845953,5931035.429757618,-0.141664918
119,119,1749222.482390978,5930956.09026111,0.813090906
120,120,1749815.915407938,5930945.705728766,0.830178578
121,121,1749831.954146129,5930945.424493288,0.906071419
122,122,1745994.686080396,5931001.681451838,0.074812501
123,123,1749175.879170464,5930949.550534866,1.640882341
124,124,1749185.93208337,5930937.086260459,5.879999638
125,125,1749209.957855516,5930937.910224201,-9999.0
126,126,1749159.635212584,5930927.468175419,5.31461547
127,127,1749254.744178355,5930914.744364765,0.579508194
