OID,FID_,X,Y,BCE_Kawhia
514,514,1767866.61187054,5783559.648156062,0.547377354
515,515,1757092.788628241,5783769.579355795,1.260738847
516,516,1757051.380909795,5783755.572823993,1.817799998
517,517,1767834.287302953,5783521.15011696,0.521724999
518,518,1767826.777048734,5783511.332729244,0.539102036
519,519,1767801.948389105,5783481.926185007,0.525250004
520,520,1767328.777259827,5783471.716047082,0.555350001
521,521,1767785.778746735,5783462.313924873,0.542925001
522,522,1757030.575852465,5783678.190497051,2.225620438
523,523,1767312.609018724,5783452.102866026,0.449259752
524,524,1757557.900761714,5783636.681533811,0.724474988
525,525,1767320.283534546,5783441.972525422,0.758725006
526,526,1757534.070394948,5783627.17015081,0.804324994
527,527,1757502.360705625,5783617.812161633,0.795797455
528,528,1757018.97732958,5783620.497702007,1.363991467
