OID,FID_,X,Y,BCE_Kawhia
529,529,1767304.485119076,5783412.37905771,0.692115392
530,530,1767737.270857466,5783403.476903024,0.513794873
531,531,1757005.589187366,5783607.459784473,1.312000039
532,532,1757044.984885793,5783606.700229755,1.596966526
533,533,1757108.018008674,5783605.484560374,1.301846173
534,534,1757017.215717303,5783597.263628846,1.427025004
535,535,1757344.199691776,5783590.953116479,1.584675026
536,536,1757576.63432855,5783586.459121693,1.543383109
537,537,1757001.226945807,5783587.623967623,1.316930422
538,538,1757560.683116383,5783576.795644482,1.196352198
539,539,1756977.435804834,5783578.086426659,1.369677633
540,540,1757540.792552888,5783567.20849729,0.984474994
541,541,1767285.615197879,5783388.716684848,1.311394565
542,542,1756957.545921545,5783568.497755514,1.427388662
543,543,1767586.585305889,5783356.740099325,0.793824561
544,544,1767270.617761806,5783361.562228683,0.729168676
545,545,1757130.116864601,5783525.282066449,1.775774977
546,546,1767262.834898911,5783323.688276858,0.843245307
547,547,1767232.079116028,5783285.476983847,2.006565663
548,548,1767095.776775365,5783257.10115038,1.019858327
549,549,1767187.063306253,5783239.753896757,1.673923304
550,550,1766978.417349732,5783243.327198136,1.205137739
551,551,1766942.478575832,5783190.436640292,1.460254904
552,552,1766943.11713793,5783166.070579689,-9999.0
553,553,1766930.039067974,5783153.629269823,1.150431446
554,554,1766935.428414385,5783125.778805305,2.027582726
555,555,1767614.215252882,5783087.935902928,0.900844758
556,556,1767707.063928284,5783084.972295897,0.859699977
557,557,1767596.553270273,5783077.274919447,0.901027023
558,558,1767571.040564493,5783063.736334843,0.849053522
559,559,1767540.477488452,5783033.551512317,0.790145153
560,560,1767531.922480432,5783008.588188536,0.752574086
561,561,1767510.36187861,5782985.515381298,0.822976117
562,562,1767759.957568798,5782974.183157562,0.855449992
563,563,1767736.690133668,5782964.689760268,0.717080005
564,564,1767482.238827747,5782968.4838346,-0.770482917
565,565,1767164.496773282,5782956.861435483,0.821146776
566,566,1767456.433823381,5782951.09684866,-0.767018896
567,567,1767736.142241843,5782944.906198133,0.72513724
568,568,1767144.587969531,5782946.946516973,0.673684203
569,569,1767132.572253131,5782937.57139942,0.500112143
570,570,1767421.408199126,5782932.014513381,-0.771000028
571,571,1766159.126023759,5782937.19724737,0.881299993
572,572,1767360.658533128,5782893.229743379,-0.771000028
573,573,1766134.269472098,5782877.868813684,0.639574999
574,574,1767031.58492934,5782809.856039283,0.245666665
575,575,1767701.478650167,5782785.907098374,0.672647073
576,576,1766037.943832426,5782800.260473052,0.865444442
577,577,1766982.015278548,5782792.11602555,0.961997119
578,578,1766920.302701908,5782772.039648306,0.600674988
579,579,1765879.916563139,5782773.355805848,0.302825001
580,580,1766895.899048313,5782742.829672104,0.776363642
581,581,1767554.362231603,5782729.634308328,2.997314594
582,582,1767518.362029566,5782724.853045628,0.946393565
583,583,1766524.584953082,5782700.568901806,0.951709096
584,584,1767468.791512032,5782696.991588994,1.006968352
585,585,1767705.703189611,5782676.155047102,0.353533335
586,586,1767418.75200392,5782672.05195871,0.864662499
587,587,1765791.170579315,5782696.704521568,0.946876541
588,588,1765854.656315162,5782694.089648497,0.797625007
589,589,1766502.869725012,5782684.213078069,0.989881244
590,590,1767398.850652897,5782662.488449549,0.873683536
591,591,1766472.917752943,5782671.499741448,1.063449382
592,592,1767938.326400624,5782641.406410764,-0.631051255
593,593,1765751.829538693,5782676.23837314,0.512400003
594,594,1767244.429880297,5782650.692173237,1.26565834
595,595,1767926.139398526,5782631.477395913,-0.742999971
596,596,1766448.762424465,5782649.795950452,1.059540501
597,597,1766397.256926082,5782633.155780515,1.175449988
598,598,1766566.864931586,5782638.967693573,1.183156163
599,599,1767917.970684448,5782602.143211608,-0.742999971
600,600,1765625.576756258,5782661.593604751,2.728015118
601,601,1766389.174509182,5782623.348390155,1.210349961
602,602,1766509.639432785,5782613.99874062,1.090543506
603,603,1767554.914189577,5782594.137937637,0.262121288
604,604,1766379.446532426,5782597.28594262,1.240226678
605,605,1766485.663017556,5782588.133894079,1.118405056
606,606,1767712.51394943,5782556.306521008,0.987924536
607,607,1766475.393357671,5782571.722665233,1.073545475
608,608,1765131.142878018,5782579.151935286,0.726325
609,609,1755696.448383226,5782745.088954805,-9999.0
610,610,1767001.85615636,5782521.050427733,1.080624981
611,611,1767017.61320667,5782520.727177252,1.099564082
612,612,1767922.713822735,5782513.864794468,-0.73820136
613,613,1766970.138128722,5782511.72857322,1.05639998
614,614,1766434.204052795,5782512.729109206,1.101100007
615,615,1766946.873014769,5782502.232988302,1.025531891
616,616,1766441.878223858,5782502.600204442,1.343299967
617,617,1766930.182655304,5782492.810305907,0.972814828
618,618,1755679.548118605,5782685.580430331,-9999.0
619,619,1765235.727855866,5782497.457614353,0.579188686
620,620,1765369.10853118,5782495.706171155,2.317618192
621,621,1765345.976723456,5782485.039050642,1.230150009
622,622,1766325.097885873,5782520.789628097,1.090981884
623,623,1766874.945988666,5782453.844224122,1.198562533
624,624,1766890.128193659,5782453.533029673,1.121316465
625,625,1767083.147393927,5782449.574164249,1.245748401
626,626,1767906.419047551,5782431.91009937,0.342425531
627,627,1755663.410543925,5782665.945081354,-9999.0
628,628,1765091.992440103,5782488.019114535,1.245402595
629,629,1767043.5512678,5782440.414005172,1.259440004
630,630,1767886.532613943,5782423.074644751,0.566218547
631,631,1766249.305727993,5782451.34690396,1.595488193
632,632,1767023.650795641,5782430.849322342,1.235275018
633,633,1755647.463858809,5782656.277690059,-9999.0
634,634,1765305.977962041,5782455.9335919,1.819024998
635,635,1765660.486186912,5782448.000821776,1.016599994
636,636,1765668.17632176,5782438.59892868,1.150274993
637,637,1767848.381531222,5782400.435686657,0.751438623
638,638,1755646.892139945,5782626.373123509,-9999.0
639,639,1765009.182794508,5782459.68095249,1.111390444
640,640,1767779.198641456,5782385.60413339,0.791214296
641,641,1766998.244476762,5782407.783187183,1.209164241
642,642,1764941.584077124,5782429.749808415,1.573280212
643,643,1763671.401331608,5782450.491874811,2.683366519
644,644,1763630.631637456,5782429.949395909,2.647653858
645,645,1765625.280110383,5782407.687092305,1.517761766
646,646,1759438.828425725,5782502.554326377,-0.440679238
647,647,1764909.317180204,5782406.136935368,0.854475003
648,648,1764894.692242789,5782384.49333885,0.756632906
649,649,1766970.547985313,5782359.794344722,1.425148019
650,650,1764886.726053951,5782369.861553703,0.502287038
651,651,1763722.063545102,5782379.720327401,0.165277779
652,652,1764870.235400371,5782344.371623428,0.56719231
653,653,1764862.170212914,5782335.289444029,0.796974988
654,654,1764854.089985643,5782325.480669732,0.742256415
655,655,1764842.576688499,5782300.244659148,1.733927033
656,656,1766457.158550458,5782233.026028324,1.371784612
657,657,1766435.609995363,5782203.75644716,1.19798151
658,658,1767770.894755008,5782166.167554233,-0.100437475
659,659,1764850.742994688,5782215.750707215,-9999.0
660,660,1767754.933171853,5782156.523756935,0.529139243
661,661,1767731.093563076,5782147.042248118,1.225687507
662,662,1764839.293816271,5782203.009797313,3.716740721
663,663,1766434.54203855,5782143.734344861,1.165554053
664,664,1755720.430090214,5782350.737962238,-0.095735541
665,665,1755704.197871564,5782326.118601672,-0.0590137
666,666,1755719.953716799,5782325.817063981,-9999.0
667,667,1764870.155942557,5782155.913505203,2.087200014
668,668,1764845.769241151,5782133.267109388,1.10521924
669,669,1755478.155933576,5782250.663236834,-0.575167861
670,670,1755466.148705456,5782240.920761093,-0.586065574
671,671,1755454.141698967,5782231.178108641,-0.60056364
672,672,1764233.964088083,5782058.784264501,0.398075004
673,673,1764651.491197004,5782050.349866664,0.824310809
674,674,1764241.595425473,5782048.713368385,1.446367094
675,675,1764631.594848828,5782040.779893724,0.894701295
676,676,1755431.504254808,5782214.990519842,-0.446266681
677,677,1764225.684017651,5782039.006317006,0.577425009
678,678,1764233.3127264,5782028.936948186,2.942472714
679,679,1764406.673191368,5782025.380532291,0.739549997
680,680,1755433.530960286,5782191.891649664,-0.813999991
681,681,1764390.716207117,5782015.730280533,1.024862503
682,682,1764217.303441678,5782014.244141448,1.5861051
683,683,1763980.466796746,5781994.087213188,0.276621616
684,684,1763952.604289508,5781984.705094583,0.941724025
685,685,1764082.777679136,5781987.039366752,0.521737502
686,686,1755407.150202757,5782167.529963242,-0.354879797
687,687,1755381.296950821,5782117.252048912,-0.112388102
688,688,1755368.571424656,5782083.232642941,0.047772532
689,689,1764072.991116183,5781892.497978894,0.944768902
690,690,1755361.853493102,5782058.392074348,0.181129188
691,691,1764015.395485287,5781877.290420962,1.56794545
692,692,1764045.965862784,5781881.075677284,1.036954668
693,693,1755351.960127417,5782038.675948729,0.586475007
694,694,1755367.465117374,5782033.601807488,0.024218182
695,695,1764029.061149484,5781863.465865819,1.243918241
696,696,1764143.34408957,5781930.450880834,1.408924662
697,697,1764040.676767149,5781853.259306589,1.193275
698,698,1755345.337390096,5782018.819526008,0.97129902
699,699,1764063.907915251,5781832.846131291,1.220674992
700,700,1764119.202853854,5781841.56830766,1.386733981
701,701,1755333.234770888,5781998.037546227,1.509391511
702,702,1764084.302647418,5781818.740284572,1.434202563
703,703,1763778.810292116,5781778.853282738,-0.03485333
704,704,1763962.868797176,5781795.553429862,0.566082935
705,705,1763841.929506617,5781767.509549566,0.550518991
706,706,1763833.851367539,5781757.699358815,0.584750001
707,707,1763960.055396074,5781755.36655249,0.667107145
708,708,1755285.099921763,5781955.381613401,1.536068223
709,709,1763947.875175103,5781745.431630502,0.663522019
710,710,1763762.652338145,5781744.174016974,-0.175428563
711,711,1763935.858001369,5781735.701204793,0.675050015
712,712,1763770.212561157,5781729.083473059,0.539574997
713,713,1763919.902165469,5781726.050063173,0.779049993
714,714,1755246.699977034,5781891.105102126,1.286171972
715,715,1763754.288050432,5781720.138272113,-0.09419149
716,716,1763911.82389235,5781716.240261591,1.104175007
717,717,1763895.868182335,5781706.588832975,0.96312499
718,718,1755239.386576401,5781871.759257423,1.355582621
719,719,1763312.517847011,5781697.642069711,0.731074072
720,720,1763745.894566585,5781694.648792811,-0.14098746
721,721,1763256.990140893,5781679.538364374,0.651504204
722,722,1763240.9790801,5781670.937764267,0.674109365
723,723,1763720.225410782,5781672.228470057,-0.074514999
724,724,1763697.727413062,5781650.741534864,0.019024996
725,725,1763689.649487043,5781640.931522949,0.334424994
726,726,1763622.285772632,5781622.343987486,2.018527564
727,727,1763290.806079092,5781619.700651661,0.20842202
728,728,1763602.970900903,5781612.756838263,-0.356413064
729,729,1763275.716573962,5781608.680484328,0.120546295
730,730,1763248.779032674,5781600.650738516,0.012811321
731,731,1755269.802283088,5781656.32393638,0.439637499
732,732,1755277.299139246,5781636.237041927,0.417018872
733,733,1755281.012392124,5781616.014572491,0.417703701
734,734,1755265.293788573,5781592.167797333,1.094962396
735,735,1755280.191752418,5781581.336190714,0.434274998
736,736,1757876.483472672,5781532.970524614,3.300716406
737,737,1757863.449177761,5781516.891414519,2.758388886
738,738,1763708.390261511,5781417.088127072,1.229148938
739,739,1762967.238218102,5781406.117051352,0.65972002
740,740,1757859.069569405,5781486.861833854,3.0741625
741,741,1762542.046102466,5781394.674476334,0.408300002
742,742,1762967.413421475,5781386.168420566,2.216324668
743,743,1763707.968395934,5781376.292600926,1.191137509
744,744,1755279.240854481,5781531.494639714,0.709038955
745,745,1763695.004346974,5781360.421642718,1.45857259
746,746,1762949.215745896,5781367.819382655,2.510805714
747,747,1763683.635214616,5781341.878393807,0.27163291
748,748,1757851.843614225,5781461.960697946,2.45172808
749,749,1763675.557508258,5781332.068343305,0.474373329
750,750,1762800.995615825,5781339.636643919,0.539712501
751,751,1762517.065321434,5781335.547214037,0.113528296
752,752,1762739.117781696,5781339.700213746,0.708466671
753,753,1762484.716841361,5781286.123367525,0.435049998
754,754,1757840.051215407,5781386.303741273,2.743482629
755,755,1762616.533580747,5781235.052667254,1.104257364
756,756,1762578.046632438,5781224.424750945,0.95215189
757,757,1762562.093628678,5781214.771194546,0.908016675
758,758,1758201.376440092,5781280.179051941,1.143620382
759,759,1758276.619826661,5781278.573223227,1.268698164
760,760,1763404.53224044,5781177.955111746,0.680959457
761,761,1763703.423506731,5781176.363170689,1.672166677
762,762,1758154.347918213,5781271.70528465,1.071102544
763,763,1762527.955738671,5781194.350174359,1.010820174
764,764,1758095.077420656,5781262.884769054,1.055975005
765,765,1762486.465851375,5781176.392059254,0.567311687
766,766,1762456.533399451,5781167.017246713,0.389354167
767,767,1762679.351680333,5781167.552436224,1.8541579
768,768,1763270.005179717,5781149.64763931,0.843329031
769,769,1755274.581318182,5781287.270924006,0.361846159
770,770,1758078.646062241,5781228.301441244,1.048402613
771,771,1761426.070294488,5781157.81317689,0.221962265
772,772,1762659.161195288,5781143.024989947,1.388018741
773,773,1761402.3968627,5781148.102633376,0.807428581
774,774,1762646.947338863,5781123.324279141,1.330450019
775,775,1755269.105760619,5781252.969736311,0.316367347
776,776,1758056.652210454,5781201.045700197,1.003872628
777,777,1758042.328874803,5781184.132354145,0.997810118
778,778,1763809.314429285,5781065.028501171,0.289645866
779,779,1758022.380104683,5781171.279289069,1.040664899
780,780,1761176.918258817,5781102.709565085,0.510925
781,781,1762448.343199803,5781071.916303119,2.090227833
782,782,1758006.205815233,5781149.931431759,1.036587498
783,783,1762428.740625898,5781047.903256798,0.4881375
784,784,1755251.165026571,5781201.41660451,0.332391527
785,785,1762369.266612397,5781029.145337862,0.163725
786,786,1763140.620124618,5781013.718326889,0.969127264
787,787,1761892.775405855,5781058.717419435,0.723063735
788,788,1762376.195490605,5781015.153789356,1.258738091
789,789,1763156.548393356,5780993.454104256,0.522684936
790,790,1762604.973406401,5780994.52175579,0.634371803
791,791,1763164.225322567,5780983.327737317,0.390900012
792,792,1763863.367498402,5780980.850324671,1.217016132
793,793,1762636.266792086,5780983.19683431,0.737999979
794,794,1755197.27406297,5781135.842436815,1.003644244
795,795,1763487.609215884,5780947.159093081,0.640305087
796,796,1763165.009614918,5780943.444947456,0.659363638
797,797,1761036.443985345,5780981.971774303,0.352728819
798,798,1761808.42764089,5780960.537273304,0.640527029
799,799,1763724.115331604,5780928.018376936,2.143793789
800,800,1755158.487703437,5781087.553318375,0.765828481
801,801,1761781.979370659,5780951.489671959,0.576974351
802,802,1761752.894366516,5780941.696636978,0.522562499
803,803,1761744.819677678,5780931.88411712,0.573374997
804,804,1763146.718103298,5780904.106945282,-0.179818187
805,805,1763682.489861418,5780893.139774103,0.062756754
806,806,1761736.744721002,5780922.07250856,0.855087514
807,807,1761728.669907326,5780912.260936254,0.822950001
808,808,1763261.913728058,5780885.191541396,2.118863012
809,809,1762154.091937569,5780899.434724526,0.00737903
810,810,1763120.931678891,5780882.528895326,-0.130603657
811,811,1763241.368110361,5780872.083442122,-0.029807691
812,812,1755107.976166662,5781021.20563965,0.999700009
813,813,1755133.939298003,5781039.823623679,0.648495316
814,814,1761718.860962111,5780897.536459739,0.852215685
815,815,1762389.913235929,5780879.146988501,1.892734187
816,816,1763098.26242006,5780860.513925742,-0.071587163
817,817,1755095.87631622,5781006.478359138,1.108477717
818,818,1761707.735554582,5780879.426113365,0.751132916
819,819,1761688.29606263,5780863.201568731,0.617850007
820,820,1762133.843017739,5780865.190975896,0.089044494
821,821,1763082.305940688,5780835.590983475,0.118740741
822,822,1762113.435705124,5780844.770414181,0.092426666
823,823,1762367.416378214,5780855.852318352,1.135194064
824,824,1758072.546457747,5780914.298184552,0.890905398
825,825,1761680.037751743,5780844.148101641,0.592851061
826,826,1762105.360509099,5780834.95906135,0.109455696
827,827,1758064.476261962,5780904.482824055,0.899888876
828,828,1762365.664065321,5780819.796919198,1.953879985
829,829,1763066.271300323,5780805.994998109,0.291654546
830,830,1764129.452278768,5780784.411772329,0.07327027
831,831,1758056.980416653,5780894.656298981,0.944847825
832,832,1762349.300741706,5780810.358769593,0.745629652
833,833,1763058.031801003,5780795.979910202,0.375450004
834,834,1762341.636492422,5780800.331524807,0.926580002
835,835,1764068.897226917,5780777.322830392,0.087314222
836,836,1761048.950894912,5780816.254055554,0.32824074
837,837,1762091.365233155,5780813.998652984,0.168287673
838,838,1762293.404998729,5780781.348840442,0.960855266
839,839,1761048.874244467,5780796.310946466,0.406178575
840,840,1764187.713279764,5780738.173719751,4.541888952
841,841,1762258.928609271,5780766.142358185,1.670168132
842,842,1762229.796232808,5780752.700091328,0.594774998
843,843,1763537.222295988,5780730.888807873,0.410727271
844,844,1755077.596604127,5780931.858616017,0.724515045
845,845,1755061.900681344,5780877.490658718,0.696314095
846,846,1762072.619134319,5780737.536554092,0.20730488
847,847,1763166.505352586,5780704.053190839,0.23785135
848,848,1760874.244752969,5780739.72373323,0.817974991
849,849,1761033.483287143,5780757.355613651,1.057250532
850,850,1762200.635524558,5780731.393833378,0.461516602
851,851,1755060.661516659,5780842.612468967,0.553867924
852,852,1763174.220013398,5780684.373264212,0.89378082
853,853,1761000.252560409,5780721.671377163,1.379351913
854,854,1760979.985643524,5780707.715540789,1.227062504
855,855,1760842.485237081,5780708.53520072,0.94113138
856,856,1763132.001049627,5780678.10923903,1.332669993
857,857,1755049.358153445,5780810.549228305,1.190214449
858,858,1760644.64596048,5780684.42609016,0.150307692
859,859,1760817.927276835,5780681.003174927,0.612050008
860,860,1762365.323802341,5780656.536049442,0.584309809
861,861,1760616.754296224,5780675.109961779,1.843471343
862,862,1760801.977429823,5780671.346095222,0.501499995
863,863,1762317.909764376,5780636.770926747,0.403929219
864,864,1763123.947912173,5780620.200163279,1.35692753
865,865,1762053.776670047,5780626.774344766,-0.120596151
866,866,1760592.06447595,5780655.991700987,1.653389701
867,867,1762272.921667053,5780616.934858921,0.213971367
868,868,1760454.628979468,5780638.313960183,0.129743595
869,869,1760572.61970299,5780636.194104088,-0.171773577
870,870,1761911.759401503,5780609.449069681,0.265050632
871,871,1762037.944896201,5780607.144881909,0.031488373
872,872,1755047.995125055,5780754.54269044,1.439582388
873,873,1761897.831996441,5780588.356836536,0.283880071
874,874,1762019.645209862,5780583.12369698,-0.477684964
875,875,1765912.213175036,5780499.149850299,0.079490563
876,876,1765977.324755454,5780506.335111086,0.181232466
877,877,1754585.559576946,5780717.859578727,0.788685241
878,878,1755058.394496403,5780708.034474869,0.817803727
879,879,1763045.006667328,5780547.137592538,0.87810907
880,880,1765896.782904425,5780479.311451782,0.19497959
881,881,1762268.942408338,5780542.499269108,0.769999998
882,882,1762393.558926211,5780546.7487575,1.100256988
883,883,1754570.090407324,5780698.394340554,1.416111097
884,884,1764321.048717948,5780524.689991401,1.806279585
885,885,1755065.882770607,5780672.989983747,0.578141663
886,886,1762238.897999599,5780529.272638075,0.859047219
887,887,1765919.186627237,5780448.966505202,1.309499989
888,888,1754560.850551505,5780662.655165005,0.935942308
889,889,1760177.035000252,5780554.240726122,-0.4486
890,890,1760193.317467351,5780558.698544527,1.335205881
891,891,1760571.061723388,5780572.184243494,2.740265223
892,892,1760460.188180194,5780528.717012706,0.415714285
893,893,1761896.480491633,5780506.848618955,0.319739343
894,894,1762208.522676717,5780484.077422381,0.6932963
895,895,1763264.73401781,5780468.301721304,0.643383192
896,896,1762216.276485649,5780473.834723416,0.731487169
897,897,1762208.854340532,5780463.91826667,0.755220008
898,898,1754532.648640207,5780615.143349722,0.621929674
899,899,1762200.545770608,5780444.189007448,0.845846162
900,900,1754480.497364911,5780592.329457964,0.501003789
901,901,1763644.184910651,5780401.987142001,0.357718438
902,902,1765924.916622732,5780349.301296121,0.428962958
903,903,1765932.726873074,5780338.982057314,1.529139243
904,904,1763981.242075316,5780392.689654414,1.543512036
905,905,1764349.262803091,5780361.337002197,0.245400001
906,906,1754448.936923551,5780557.450569762,0.391887377
907,907,1755094.727544677,5780532.832978088,0.399375002
908,908,1763774.252654848,5780362.751657204,0.896649981
909,909,1764357.092421006,5780350.998546848,1.010549993
910,910,1755102.41362436,5780522.714515396,0.194447366
911,911,1761938.325751632,5780389.528135399,0.190098036
912,912,1763400.969685086,5780365.9672296,0.896158388
913,913,1763766.750101954,5780352.930179701,0.98948
914,914,1763884.584615161,5780354.722922675,2.442684236
915,915,1765861.90494241,5780322.181954816,0.470062147
916,916,1765916.483590083,5780314.361241155,0.581753246
917,917,1760615.631056433,5780405.27769188,1.123499978
918,918,1760654.873221845,5780404.272833441,0.688230738
919,919,1765892.192019658,5780290.132806611,0.033818182
920,920,1755629.540357896,5780482.732681148,0.204486484
921,921,1755952.30435019,5780476.760382724,-0.188938776
922,922,1763385.422137961,5780337.145927696,1.037182795
923,923,1764356.23686553,5780316.279712842,1.107444436
924,924,1755084.68450506,5780496.496244883,0.488096959
925,925,1763371.410470953,5780321.196066028,0.59856604
926,926,1764340.178445719,5780301.685309169,0.364636364
927,927,1765845.319375175,5780276.493047878,0.389290909
928,928,1764347.890412641,5780291.483465545,1.712447372
929,929,1755067.647695342,5780466.298206576,0.539483255
930,930,1760220.717822071,5780363.699842345,0.422475004
931,931,1764340.504798549,5780281.525890022,0.609666662
932,932,1754403.703778187,5780511.304677686,0.464060198
933,933,1755926.137887944,5780444.523852576,0.03782617
934,934,1762175.150642361,5780360.366245043,1.992054993
935,935,1763244.791936853,5780293.820219027,0.664872737
936,936,1755613.130457995,5780448.112401113,1.167087039
937,937,1765788.737260939,5780232.198072895,0.543937506
938,938,1765821.898388255,5780235.511163194,0.444575836
939,939,1755596.892225912,5780423.525466124,2.216051282
940,940,1762156.109310762,5780300.464135303,0.784190709
941,941,1754376.19650097,5780442.4189561,0.555000005
942,942,1755049.481656676,5780435.136157449,0.563227672
943,943,1755588.825488879,5780413.7077182,1.27202498
944,944,1762149.570161766,5780285.596941061,0.758236845
945,945,1764165.937171585,5780249.611009345,0.639000012
946,946,1765761.866789356,5780217.329167344,0.005569042
947,947,1755572.88325317,5780404.040201384,0.629687497
948,948,1760112.080470739,5780345.064877948,0.450501209
949,949,1763212.487525106,5780254.578495897,0.755854536
950,950,1765730.831372263,5780203.459820248,0.129615385
951,951,1754375.388477518,5780417.08620186,0.516584909
952,952,1755018.811471131,5780407.968460146,0.751433625
953,953,1760093.368664597,5780306.58068782,-0.105928574
954,954,1762141.595245944,5780270.995841567,0.818029122
955,955,1763730.198426734,5780240.090214957,1.355452195
956,956,1764173.324534256,5780225.066028762,1.241449986
957,957,1764409.607323832,5780220.294428787,0.409753237
958,958,1765677.659202053,5780194.570344239,-0.220900435
959,959,1755003.267771186,5780394.968676635,0.791651681
960,960,1763385.51586521,5780230.952814095,1.117202702
961,961,1765649.889946136,5780185.163112625,-0.246937508
962,962,1760101.393739984,5780286.471149734,3.645624978
963,963,1765633.934879293,5780175.515085466,-0.21061636
964,964,1765834.774979615,5780171.424007649,-0.032253167
965,965,1763367.908276353,5780217.344939371,1.098387878
966,966,1765814.881582862,5780161.856853925,0.568981248
967,967,1765613.671123173,5780163.877690502,-0.001462501
968,968,1765775.29805907,5780152.690898209,0.77016982
969,969,1761983.042585284,5780224.722936899,0.196309275
970,970,1765580.314637736,5780154.168510366,0.421776356
971,971,1763345.125277348,5780194.550804688,1.105834958
972,972,1764372.081681997,5780164.033932145,0.78618519
973,973,1764429.022531473,5780181.07553803,0.996032842
974,974,1765538.272842908,5780138.365067612,0.547023416
975,975,1754385.844183698,5780336.904810754,1.720875008
976,976,1762100.901774399,5780186.842874316,0.703854163
977,977,1765506.700547479,5780118.269128603,0.681786165
978,978,1754423.913850044,5780329.786925573,1.810895668
979,979,1754570.738391671,5780323.422120724,0.690349998
980,980,1755775.59517317,5780300.649741333,-0.009303571
981,981,1754362.644452055,5780320.315042821,3.421293703
982,982,1754510.632747068,5780319.920778698,1.955224547
983,983,1755759.233412329,5780290.783156403,0.094795917
984,984,1755831.264812323,5780289.403893733,-9999.0
985,985,1764179.188859303,5780125.222413524,0.829924995
986,986,1765716.549659962,5780113.649412213,0.980071426
987,987,1754609.73891135,5780302.737317864,0.686374991
988,988,1755741.36673626,5780287.801276814,0.236191664
989,989,1765479.474792954,5780096.012964442,0.591856891
990,990,1765667.550155634,5780085.077366633,1.062895665
991,991,1754617.425333611,5780292.619321587,0.722866668
992,992,1760167.764874468,5780185.241669096,0.029362637
993,993,1760193.556460455,5780184.733572316,0.259186664
994,994,1761996.571402391,5780149.031447588,-0.105280005
995,995,1763205.74600738,5780151.764173707,0.927553668
996,996,1765612.789511634,5780076.219703771,0.631020815
997,997,1765643.719184496,5780075.590005789,0.910683553
998,998,1754290.997908548,5780340.438759021,0.790364276
999,999,1764185.008314253,5780107.330038534,2.281239227
1000,1000,1754262.728265761,5780284.394696737,0.938341766
1001,1001,1755729.423400266,5780264.826601219,0.231713766
1002,1002,1760283.743727806,5780163.363554221,0.448351357
1003,1003,1761996.174411057,5780129.094583682,-0.070960005
1004,1004,1765366.160171513,5780065.280501692,0.654321426
1005,1005,1754158.231733344,5780278.896491925,1.275082547
1006,1006,1754246.693095913,5780269.740877137,0.91112501
1007,1007,1760259.010291125,5780153.52794124,0.341451135
1008,1008,1765451.564250871,5780058.439293953,0.549414633
1009,1009,1754192.922658826,5780272.26856768,1.154605656
1010,1010,1754230.752470809,5780260.07118832,0.847612491
1011,1011,1754212.024974668,5780258.27601318,0.757762146
1012,1012,1761988.440396181,5780099.539188541,-0.021290908
1013,1013,1755691.397221345,5780225.254660365,0.35560021
1014,1014,1763492.470968396,5780068.874558581,2.631938068
1015,1015,1755655.704425098,5780203.016812115,0.525224996
1016,1016,1765350.73456039,5780011.94972283,0.823821438
1017,1017,1765611.368990201,5780006.440284094,0.791384618
1018,1018,1765625.972264551,5780006.142985484,0.877000014
1019,1019,1764218.097872918,5780039.156423474,0.913810763
1020,1020,1765618.478119402,5779997.28652387,1.032017222
1021,1021,1765342.568734498,5779982.19788392,0.852624992
1022,1022,1765523.551098077,5779978.309726988,0.909054067
1023,1023,1755640.10296958,5780168.849746027,0.542249329
1024,1024,1765505.65737241,5779953.781179028,1.018475
1025,1025,1765494.224454222,5779931.037828412,0.679410002
1026,1026,1765482.752344932,5779909.331219463,0.888424978
1027,1027,1764348.946168515,5779930.744396866,1.19468067
1028,1028,1765320.094335322,5779926.046806893,0.688670801
1029,1029,1763332.418382968,5779933.052596312,0.835870362
1030,1030,1765469.355420529,5779896.307147913,0.711512725
1031,1031,1763320.241462075,5779923.116839863,0.857500006
1032,1032,1764882.299530926,5779892.514699765,0.884337422
1033,1033,1764907.056210229,5779891.312077142,0.761481469
1034,1034,1765450.640617107,5779880.066777746,0.722455705
1035,1035,1762387.076629384,5779994.597471199,0.947624437
1036,1036,1763308.06457083,5779913.1810696,0.88683333
1037,1037,1764867.466818373,5779881.72642599,0.954113191
1038,1038,1765434.671518569,5779869.69176906,0.80143397
1039,1039,1764260.99401763,5779884.230337975,-9999.0
1040,1040,1764839.855655868,5779872.170562533,0.993222229
1041,1041,1762679.145089395,5779918.838093208,0.776367381
1042,1042,1764825.683339275,5779862.83575508,1.009191485
1043,1043,1765284.067029482,5779853.535129467,0.849919982
1044,1044,1765421.289760513,5779857.394238754,0.963801727
1045,1045,1754849.133526948,5780048.158823937,0.357219996
1046,1046,1754856.833237315,5780038.767439114,0.377599991
1047,1047,1762292.118494442,5779908.527319062,0.442925686
1048,1048,1763259.087624003,5779884.226490756,0.959539476
1049,1049,1763299.196606153,5779863.912248267,0.968113204
1050,1050,1754880.0805493,5780018.380426026,0.326650002
1051,1051,1765267.924946645,5779814.180452441,0.915125018
1052,1052,1763239.883480803,5779844.950001968,1.227249974
1053,1053,1764747.10716187,5779836.340987038,0.989422825
1054,1054,1765201.15830768,5779795.968017139,0.796485969
1055,1055,1765232.237777456,5779802.020055316,0.772977041
1056,1056,1755321.089336709,5779980.094697913,1.392326536
1057,1057,1762628.919837729,5779827.270036925,0.617350004
1058,1058,1762621.419167541,5779817.447556869,0.617960783
1059,1059,1763589.551472974,5779808.607348784,1.483931526
