OID,FID_,X,Y,BCE_Whitia
374,374,1838733.366440026,5916443.334664008,-0.168824676
375,375,1838794.052206504,5916442.57032531,-0.152264157
376,376,1838809.898549075,5916441.768086441,-0.171042553
377,377,1840702.043563132,5916388.267512068,-0.324999993
378,378,1840341.893872051,5916377.704472305,0.19047826
379,379,1840711.813190408,5916372.837250292,-0.37634375
380,380,1839956.409437814,5916412.741811858,-0.250048475
381,381,1840905.600226974,5916369.184630284,-0.038144463
382,382,1840927.506679491,5916327.793583042,0.028666669
383,383,1838482.307005595,5916378.736039309,-0.305166674
384,384,1839937.795023583,5916344.813337282,-0.369417393
385,385,1840336.328615594,5916336.245379362,-0.161776976
386,386,1840952.187470462,5916296.934423804,0.028290696
387,387,1840567.430952276,5916337.115316193,-0.096171982
388,388,1840730.182901721,5916301.164286679,-0.653155804
389,389,1838648.855071495,5916346.573372526,-0.271274195
390,390,1840538.509546124,5916277.402121548,-0.482600001
391,391,1840987.850274133,5916261.239233466,-0.027417112
392,392,1838686.115458396,5916315.38556129,-0.24447273
393,393,1839936.107543774,5916294.980353545,-0.316434379
394,394,1840536.666764254,5916253.078056895,-0.249647066
395,395,1840716.471932139,5916252.924851366,-0.573796887
396,396,1841010.558824964,5916240.20625438,0.071842857
397,397,1839926.953192449,5916260.523481216,-0.238636357
398,398,1840311.713685828,5916270.51819101,0.028214082
399,399,1838725.321265486,5916284.357285247,-0.239203702
400,400,1840703.853420999,5916233.374247443,-0.271490559
401,401,1840869.131672089,5916226.013853505,-0.386224899
402,402,1841030.758236053,5916221.828104417,-0.028427778
403,403,1841074.41260164,5916220.656131822,0.275869159
404,404,1838689.595809753,5916275.767062418,-0.238816509
405,405,1840773.061670071,5916209.985724417,-0.393122999
406,406,1841050.995076694,5916203.924226089,0.01796899
407,407,1838519.082742068,5916315.468602992,-0.272001419
408,408,1840772.092903596,5916190.202189671,-0.151555544
409,409,1840927.018909719,5916181.738180406,-0.503591835
410,410,1841076.096176406,5916183.008868439,0.04315464
411,411,1838628.323921192,5916242.155886047,-0.203561705
412,412,1838647.901064107,5916221.922553302,-0.18207947
413,413,1839930.793639489,5916205.611914238,-0.239503588
414,414,1840461.022089571,5916155.656516466,-0.548839292
415,415,1840691.069631594,5916170.636351791,-0.494517193
416,416,1840731.814002301,5916148.430506609,-0.068911105
417,417,1840982.050547733,5916140.877427175,-0.546
418,418,1841001.495209457,5916129.831908494,-0.623026092
419,419,1841121.888260314,5916138.626464135,-0.100178861
420,420,1840531.619619688,5916190.506167296,-0.253541878
421,421,1840672.405778201,5916131.161759818,0.083578951
422,422,1841013.236217703,5916119.87359447,-0.609825011
423,423,1838665.539280512,5916183.339548642,-0.14664481
424,424,1841167.645770633,5916113.008227808,-0.12170849
425,425,1841220.903738675,5916094.033594515,-0.129004171
426,426,1841302.201925474,5916087.295608588,0.096500001
427,427,1838704.647711853,5916155.678133203,-0.212735953
428,428,1839931.467939298,5916130.505216474,-0.228552737
429,429,1840507.076673908,5916108.945045901,-0.255986173
430,430,1839570.088074198,5916125.162511838,-0.217211002
431,431,1840669.876471497,5916089.545195713,0.105349992
432,432,1841060.13907882,5916077.912180206,-0.478541681
433,433,1838817.392147819,5916131.931078659,-0.2264475
434,434,1839866.392173907,5916102.61367255,-0.462624989
435,435,1841067.885969906,5916068.4439975,-0.347151908
436,436,1841346.630811013,5916068.231666181,-0.179037638
437,437,1840262.873884039,5916086.293078795,-0.061178222
438,438,1840484.869412216,5916079.867007514,-0.270373523
439,439,1840702.522152577,5916067.292710954,-0.073177416
440,440,1838702.723583797,5916102.298429326,-0.138711381
441,441,1838746.818497672,5916094.930627291,-0.230048779
442,442,1839568.684216031,5916075.321602589,-0.222875005
443,443,1840466.092144368,5916045.573941781,-0.483037984
444,444,1841595.263463318,5916013.933640781,-0.412771094
445,445,1838679.843015989,5916085.91206428,-0.151574998
446,446,1841178.577172163,5916014.696568803,-0.275245281
447,447,1841194.594701397,5916014.242351666,-0.510882344
448,448,1841214.354278384,5916004.433643911,-0.355474998
449,449,1841394.533390425,5915998.593780701,-0.786745457
450,450,1841113.9617652,5915997.303563194,-0.284074995
451,451,1838938.01971974,5916070.894019247,-0.14909
452,452,1839903.63383425,5916067.946547044,-0.257988319
453,453,1841141.90685827,5915996.865874099,-0.379275006
454,454,1841510.919259984,5915983.845359328,-0.667985747
455,455,1838654.418086221,5916036.745474147,-0.261740741
456,456,1840699.51192358,5915999.738730378,-0.018206161
457,457,1840240.719298714,5915990.45251962,0.00139131
458,458,1840479.412067192,5916000.20010114,-0.076540538
459,459,1839881.512401292,5915993.262655912,-0.271707935
460,460,1841676.8580473,5915929.783556831,-0.781000024
461,461,1841699.5893567,5915933.181600105,-0.478701406
462,462,1840721.88261155,5915938.053337109,0.128237707
463,463,1841702.340969136,5915910.545736816,0.017199987
464,464,1840672.066848331,5915926.501414103,-0.268493781
465,465,1840738.30554799,5915914.075938699,0.228684683
466,466,1839843.292130302,5915934.414624973,-0.224133855
467,467,1840486.632722308,5915936.663769232,0.091582525
468,468,1838956.565417318,5915986.027768231,-0.166112476
469,469,1840755.391414938,5915873.35524284,-0.161753235
470,470,1841702.508308869,5915835.942172334,0.115633539
471,471,1840490.961593085,5915863.644454527,0.140083334
472,472,1840708.724083473,5915839.18669238,-0.3959
473,473,1840715.866639131,5915829.008324225,-0.431641495
474,474,1840328.182835327,5915830.580839259,-0.288897195
475,475,1838915.527427148,5915872.85980474,-0.216966009
476,476,1840727.459188533,5915809.390278337,-0.417576579
477,477,1840787.238699009,5915796.708401537,-0.007279401
478,478,1838904.51415754,5915830.203470303,-0.287622638
479,479,1839833.541161641,5915817.790211473,-0.089002551
480,480,1840793.911872223,5915779.269484768,-0.01475532
481,481,1841764.234902242,5915749.418616743,-0.80731382
482,482,1840747.553136196,5915774.436283691,-0.443969233
483,483,1840803.264043486,5915756.062937462,-0.055666661
484,484,1839848.299735425,5915767.934466931,-0.112173412
485,485,1840482.280760118,5915796.752987206,0.113373596
486,486,1840986.310547206,5915733.763728855,-0.363385328
487,487,1838903.114062699,5915780.362627126,-0.202333326
488,488,1840817.46841475,5915731.158849383,-0.206051288
489,489,1840832.931359619,5915696.730796942,-0.222132076
490,490,1840744.869487322,5915692.004254989,-0.344611937
491,491,1840227.815451865,5915714.3453713,-0.275757007
492,492,1840723.327882906,5915676.77075919,-0.241071036
493,493,1840880.306356085,5915671.272299848,-0.219030389
494,494,1839888.645676133,5915706.84690854,-0.069001006
495,495,1839926.400383934,5915666.758486466,0.214874739
496,496,1840206.161440462,5915651.405738817,-0.223683006
497,497,1840515.548251619,5915657.880095801,-0.10922941
498,498,1840656.249797131,5915648.614560314,-0.313055359
499,499,1839945.703736868,5915646.018130717,0.440115013
500,500,1840910.57593346,5915614.195770371,-0.611127261
501,501,1839011.979262461,5915657.640456962,-0.174307687
502,502,1838899.473747245,5915650.776421055,-0.123981135
503,503,1839967.357079394,5915627.269077384,0.374598901
504,504,1838987.80494156,5915638.405789221,-0.077896109
505,505,1840753.725435775,5915588.507746197,-0.589012509
506,506,1840857.815978426,5915595.377068048,-0.586060548
507,507,1839984.775987745,5915605.254320205,0.238825
508,508,1840927.403181446,5915596.234960368,-0.528895149
509,509,1840796.72435082,5915606.148192224,-0.507670712
510,510,1840839.912953057,5915565.711837139,-0.428399998
511,511,1838874.912215553,5915611.562538299,-0.031835441
512,512,1840002.161929653,5915582.317352309,0.327278128
513,513,1840180.117140556,5915575.000470094,-0.320163628
514,514,1840868.839555679,5915555.520699131,-0.439509095
