OID,FID_,X,Y,BCE_Kaipar
7388,7388,1726080.882801332,5988858.204364127,1.586476397
7389,7389,1726308.778949271,5988851.849647869,1.632448382
7390,7390,1696876.2813738,5989214.881206676,0.954625032
7391,7391,1714216.042774407,5989004.723811461,-0.109999999
7392,7392,1726094.976656273,5988841.167964219,1.253775846
7393,7393,1726276.301855877,5988840.266482944,1.490893943
7394,7394,1732120.705261541,5988751.477372912,1.115132074
7395,7395,1696868.10063331,5989205.003365544,0.520275011
7396,7396,1698490.712934784,5989191.789380412,-0.94058972
7397,7397,1707819.55478051,5989115.804195049,0.428958538
7398,7398,1707814.372656803,5989076.366982915,0.863875014
7399,7399,1707830.517710183,5989076.167083682,1.339604634
7400,7400,1716178.13322179,5988969.356263057,0.624328573
7401,7401,1726114.849085418,5988830.763913146,1.185654562
7402,7402,1732439.392997161,5988772.22522315,1.658766085
7403,7403,1732613.594536016,5988734.744465885,1.328888937
7404,7404,1716201.649120972,5988959.248145775,-0.518196073
7405,7405,1718639.569904621,5988925.648523976,0.071073163
7406,7406,1732114.85813591,5988731.414856822,1.334500009
7407,7407,1732476.354108476,5988725.938169281,1.562385938
7408,7408,1696875.788147474,5989185.190442537,0.488684215
7409,7409,1714134.925017491,5988975.887734935,0.306825002
7410,7410,1726162.996686799,5988810.132422383,1.411578996
7411,7411,1732498.04307189,5988715.842001786,1.386326095
7412,7412,1732587.532955023,5988722.09536275,1.176570258
7413,7413,1714194.30649287,5988979.620475142,-0.067324197
7414,7414,1716201.35390696,5988989.134904176,-0.577108431
7415,7415,1718967.779726203,5989396.820261449,0.224924396
7416,7416,1732120.52924273,5988711.811943166,1.266927294
7417,7417,1697416.416492589,5989159.227954005,1.50210907
7418,7418,1698465.988600485,5989147.222627288,0.017350001
7419,7419,1698482.133401515,5989147.040063898,-0.411400006
7420,7420,1707765.444245867,5989037.10774679,-0.430939754
7421,7421,1732626.604969662,5988706.581341301,1.334150003
7422,7422,1698490.253750105,5989136.781239689,-0.459607161
7423,7423,1714041.845209325,5988947.122728774,0.418000001
7424,7424,1714102.233435324,5988945.690167235,-0.097719297
7425,7425,1714122.424318718,5988946.152303321,-0.104133334
7426,7426,1716217.25276637,5988918.446938396,0.218615358
7427,7427,1698473.835644046,5989127.202190248,0.080299997
7428,7428,1732088.513051563,5988680.541584869,1.616692293
7429,7429,1697432.384990067,5989128.953815276,1.748924994
7430,7430,1698481.795338056,5989117.146324784,0.067149996
7431,7431,1707773.634963339,5989007.094225902,-0.168888895
7432,7432,1714014.315258554,5988926.525231181,1.277173922
7433,7433,1714057.58292468,5988927.068871434,-0.088268292
7434,7434,1716234.906005511,5988910.237745971,-0.214812952
7435,7435,1718654.900484667,5988865.639568119,0.137512497
7436,7436,1718702.802163573,5988895.461035395,0.146856027
7437,7437,1725889.649970472,5988762.943204226,1.700404803
7438,7438,1732079.931692385,5988672.099783972,1.664961047
7439,7439,1697424.203643179,5989119.07644805,1.693475002
7440,7440,1698497.827377157,5989106.999150735,-0.286874992
7441,7441,1698521.883825163,5989106.928153765,-0.772157879
7442,7442,1726210.445525785,5988808.962584111,1.543528148
7443,7443,1707754.146687778,5988994.06046391,-0.605907969
7444,7444,1725880.180975416,5988743.702035771,1.817098579
7445,7445,1726186.198152958,5988739.624733107,1.566240748
7446,7446,1732079.944289659,5988653.194462653,5.276400042
7447,7447,1732539.563149336,5988645.438771352,1.632609786
7448,7448,1732615.806812299,5988644.939808366,1.480056049
7449,7449,1697415.964085706,5989104.219903705,1.643612483
7450,7450,1732092.915515902,5988642.960562207,-9999.0
7451,7451,1732476.09560319,5988670.830402262,1.59901114
7452,7452,1732570.008061454,5988655.291851923,1.619137505
7453,7453,1732103.67190767,5988632.611688722,-9999.0
7454,7454,1732450.460097323,5988626.859902071,1.733282389
7455,7455,1732588.481442513,5988633.087514775,1.616113044
7456,7456,1732684.568402401,5988623.295719688,1.558506015
7457,7457,1707745.484955045,5988969.331888529,-0.461609626
7458,7458,1726064.681555028,5988711.886064869,-0.624438617
7459,7459,1732111.590628045,5988622.368039146,-9999.0
7460,7460,1732158.300334263,5988642.355362097,1.45318006
7461,7461,1732656.162132991,5988613.761179429,1.889837503
7462,7462,1698537.734291476,5989066.34037976,-0.729925937
7463,7463,1707732.044788354,5988947.825075681,-0.573450025
7464,7464,1726152.751190624,5988709.205251452,4.726152553
7465,7465,1732385.575500641,5988607.911961409,1.698097563
7466,7466,1732401.720859763,5988607.666477244,1.603949983
7467,7467,1732676.350201191,5988641.956589689,1.574394326
7468,7468,1696874.457953155,5989065.615696861,0.03399999
7469,7469,1726209.490431543,5988689.291360147,1.612394378
7470,7470,1732119.840858971,5988602.607155538,-9999.0
7471,7471,1732417.79044811,5988602.438451822,1.635139274
7472,7472,1697390.885344823,5989091.653019856,1.55593608
7473,7473,1698521.255320492,5989036.973136336,0.218525001
7474,7474,1707723.725842392,5988927.995560975,-0.659550019
7475,7475,1718727.26730922,5988813.898064356,0.504907884
7476,7476,1718750.684324641,5988784.600292546,0.526075001
7477,7477,1732336.671489086,5988588.962375124,1.605342067
7478,7478,1698537.287164348,5989026.82588437,-0.057049997
7479,7479,1718758.620850005,5988774.525482644,0.50098702
7480,7480,1726191.992591763,5988682.669480613,3.545334721
7481,7481,1696893.146751985,5989044.204498638,0.184127035
7482,7482,1726096.554800847,5988671.355314384,2.916655728
7483,7483,1732133.261083503,5988579.105384239,5.833000183
7484,7484,1732366.236964226,5988622.388247697,1.588206716
7485,7485,1696910.068199649,5989024.57121735,0.380431193
7486,7486,1697398.385430888,5989024.125534143,1.779563669
7487,7487,1725877.113837954,5988666.017858396,1.645840271
7488,7488,1732142.639017325,5988561.765507502,-9999.0
7489,7489,1732324.531790134,5988563.526776934,1.575000048
7490,7490,1713898.604735169,5988809.551737513,0.657397441
7491,7491,1696926.855255423,5989005.620651437,0.067027027
7492,7492,1698561.052902342,5988986.693493013,-0.187274989
7493,7493,1713882.329730375,5988799.797879072,0.655249992
7494,7494,1732150.448110772,5988541.757069601,-9999.0
7495,7495,1698568.423761605,5988976.644202139,-0.132941173
7496,7496,1698584.99621186,5988976.65773136,-0.84132256
7497,7497,1708010.389995504,5988865.584455173,-0.220438013
7498,7498,1713849.909559174,5988790.255902083,2.368549976
7499,7499,1713890.271684639,5988789.727871405,0.512575004
7500,7500,1725886.091578799,5988634.532496296,1.615599996
7501,7501,1732165.814507846,5988531.511799579,1.96244825
7502,7502,1696958.954780728,5988989.192140871,0.19174359
7503,7503,1706875.299066044,5988868.724312781,-0.025250014
7504,7504,1696878.541581071,5989022.204060131,1.269253894
7505,7505,1706887.889711339,5988875.565758687,-0.5972585
7506,7506,1708045.466849082,5988844.078475614,-0.243407403
7507,7507,1718771.67363453,5988733.911748297,0.398211695
7508,7508,1718781.726625235,5988704.644661991,0.289214284
7509,7509,1696930.070979738,5988970.120632382,1.488400007
7510,7510,1696978.288056712,5988964.802010542,-0.734392858
7511,7511,1698576.802692097,5988951.63452212,-0.205950009
7512,7512,1698592.729993201,5988946.672589459,-0.785333312
7513,7513,1706884.221114368,5988848.580550861,-0.610000014
7514,7514,1713878.024678845,5988770.795358924,0.306115385
7515,7515,1718789.983464166,5988694.163033804,0.359357146
7516,7516,1726108.843012646,5988713.611899753,1.889050841
7517,7517,1696946.104455984,5988959.976344601,1.199550003
7518,7518,1696986.570627245,5988954.341697865,-0.542181814
7519,7519,1713808.164227002,5988763.613823426,1.582874416
7520,7520,1696962.082417525,5988944.84974073,1.176699959
7521,7521,1708083.12554016,5988820.703187413,0.005228697
7522,7522,1718797.463626526,5988674.529906314,0.360999994
7523,7523,1732161.540587412,5988503.266230654,1.979634048
7524,7524,1697001.84550488,5988938.859515259,0.112812503
7525,7525,1698592.552166022,5988916.575886154,-0.488493962
7526,7526,1708102.232474588,5988803.710156003,0.642254542
7527,7527,1696978.004836102,5988924.740825772,1.146524991
7528,7528,1706799.131701935,5988852.375326017,-0.11362133
7529,7529,1718805.264103408,5988654.490098743,0.322836363
7530,7530,1697017.767822446,5988918.750525301,0.559725667
7531,7531,1698600.455107366,5988901.537612722,-0.493558278
7532,7532,1698616.708225459,5988896.571757394,-0.905700016
7533,7533,1713749.629048201,5988734.009951624,1.493019018
7534,7534,1718812.710610932,5988643.923261432,0.349418602
7535,7535,1726014.120074877,5988543.178549593,0.815696412
7536,7536,1732337.419767456,5988477.672972336,1.559111808
7537,7537,1696993.927180092,5988904.631879582,1.109774995
7538,7538,1697420.41448973,5988984.465361696,1.521447742
7539,7539,1698608.358020632,5988886.499325615,-0.385363641
7540,7540,1713752.243231958,5988702.821879575,1.369093752
7541,7541,1708077.055767799,5988774.123995502,0.606591664
7542,7542,1713768.047739125,5988691.876115701,1.015493512
7543,7543,1726001.629255224,5988528.207623336,0.26134969
7544,7544,1726038.048951516,5988522.898157625,2.69484214
7545,7545,1726054.027994686,5988522.465684738,3.725564101
7546,7546,1706890.859753544,5988793.442927982,-0.513584246
7547,7547,1697008.219542142,5988887.927783941,1.294297658
7548,7548,1713809.827365778,5988687.616923134,1.691761623
7549,7549,1718823.185868533,5988602.649315437,-9999.0
7550,7550,1726019.978948316,5988507.067111151,1.676664216
7551,7551,1732368.865264483,5988419.305435202,1.584794464
7552,7552,1706890.145049602,5988754.240135935,0.527660129
7553,7553,1708062.247755662,5988746.48538236,-0.448598733
7554,7554,1713880.344625447,5988660.494902582,-0.093543856
7555,7555,1732131.986950525,5988402.651191175,0.939803571
7556,7556,1697017.644022885,5988859.521553308,1.624006443
7557,7557,1713792.010282016,5988658.244644049,1.232596891
7558,7558,1725971.218688972,5988500.7380587,0.372390936
7559,7559,1732115.381624184,5988397.153791972,0.993590891
7560,7560,1732378.476953365,5988385.976271896,1.679666678
7561,7561,1713807.775362942,5988641.551330043,2.02786841
7562,7562,1725948.199764473,5988473.960871489,0.076057684
7563,7563,1732147.82942727,5988382.476112035,1.388527257
7564,7564,1708043.963123957,5988709.75398137,-0.506024994
7565,7565,1713816.089438125,5988632.100191102,1.936815387
7566,7566,1725820.745147906,5988464.608649997,1.428944432
7567,7567,1726012.640487922,5988463.463772949,1.550763657
7568,7568,1732100.354727263,5988379.864823994,2.481381815
7569,7569,1734621.967972024,5988335.974126461,1.318265593
7570,7570,1713824.430191712,5988623.10498464,1.90230234
7571,7571,1713928.41703021,5988619.798988181,-0.159951217
7572,7572,1732380.067157046,5988358.711094699,1.597733339
7573,7573,1732121.200098618,5988359.993912436,4.182934868
7574,7574,1732204.118344915,5988356.501994375,-0.897333284
7575,7575,1734585.902290211,5988314.308531378,1.521791045
7576,7576,1734601.637794093,5988319.767674615,1.381656416
7577,7577,1713843.548424313,5988611.326294377,2.157203204
7578,7578,1713954.84367044,5988600.161680603,-0.141305028
7579,7579,1725975.496438111,5988455.674018016,1.559032849
7580,7580,1734577.406890036,5988304.894749715,1.54810812
7581,7581,1696992.706236343,5988795.021637495,1.469725012
7582,7582,1706916.408978854,5988720.336230474,-0.428580802
7583,7583,1708256.06795361,5988658.174503675,0.072999998
7584,7584,1734569.001824348,5988295.303219372,1.356499992
7585,7585,1734585.267569175,5988294.900951323,1.201578893
7586,7586,1696984.523204021,5988785.146980731,1.377837197
7587,7587,1732213.428670419,5988328.055201469,-0.549046524
7588,7588,1732387.75629959,5988318.560003558,1.388878826
7589,7589,1696976.340190014,5988775.272316516,1.290825031
7590,7590,1708317.621090648,5988642.300340021,0.185963634
7591,7591,1732172.442764214,5988340.286941896,1.435545275
7592,7592,1732393.218833769,5988304.382258574,1.464999974
7593,7593,1734544.891033327,5988275.128720025,1.42130435
7594,7594,1713881.771768993,5988580.313160307,1.560407766
7595,7595,1725786.114815194,5988396.344595557,1.580000003
7596,7596,1725901.292074201,5988416.147748077,-0.236610745
7597,7597,1734552.356027862,5988265.708489749,1.331749989
7598,7598,1725777.995488395,5988386.380859111,1.493621622
7599,7599,1732206.062647265,5988300.902623492,1.144457368
7600,7600,1725769.951738659,5988376.402851934,1.578693511
7601,7601,1732156.591674827,5988315.469444189,2.824970745
7602,7602,1732404.454134257,5988281.603666982,1.381000042
7603,7603,1725762.479077769,5988366.144109038,1.556391325
7604,7604,1732195.050323522,5988277.649961237,1.563952995
7605,7605,1734514.554189713,5988241.580836571,2.995217429
7606,7606,1697025.507688788,5988725.635194592,0.418296302
7607,7607,1708365.424603623,5988591.147595711,0.226609756
7608,7608,1718859.050181782,5988454.422178255,0.142870371
7609,7609,1725889.969865749,5988355.601068961,1.408912282
7610,7610,1725938.403539066,5988354.900626043,2.427053605
7611,7611,1732202.954501761,5988262.127409611,1.491236862
7612,7612,1696984.160497438,5988726.407881426,0.916844242
7613,7613,1697048.161390853,5988714.878414474,1.28730907
7614,7614,1708372.784075236,5988581.089750352,0.069499999
7615,7615,1714024.267373424,5988509.599925749,0.349279408
7616,7616,1732223.408000169,5988258.193513125,1.309859896
7617,7617,1732424.204703932,5988251.806495223,1.446730638
7618,7618,1734504.053500273,5988219.996276319,2.661727257
7619,7619,1734519.373437048,5988221.364626057,1.682499989
7620,7620,1696999.834726769,5988710.232885146,0.107449998
7621,7621,1697015.923147519,5988705.070735552,1.550525002
7622,7622,1697087.178089416,5988704.805506289,1.257627005
7623,7623,1714004.019776289,5988545.728125009,0.357291928
7624,7624,1732218.522852998,5988241.659125587,1.384670579
7625,7625,1734511.070122851,5988206.541745162,1.849367062
7626,7626,1697032.011550019,5988699.908561389,1.602899987
7627,7627,1697056.17188768,5988694.656379224,1.463449994
7628,7628,1708381.196668781,5988561.052544764,0.048925
7629,7629,1725912.822294374,5988348.286413797,1.419202792
7630,7630,1732226.603710134,5988231.367909443,1.355071425
7631,7631,1734495.944371734,5988196.351346872,3.00879312
7632,7632,1697072.260249174,5988689.494129734,1.563525952
7633,7633,1697124.22252466,5988684.593547756,1.137311904
7634,7634,1708389.153727753,5988551.713951199,0.038269231
7635,7635,1725881.321284922,5988315.858034898,1.448517872
7636,7636,1697099.074146453,5988680.890306769,1.544797577
7637,7637,1725921.53837121,5988305.309448287,1.593857131
7638,7638,1697112.397719879,5988669.114938568,1.48268293
7639,7639,1732219.210472694,5988208.803855334,1.487333339
7640,7640,1734486.856453307,5988166.660171902,1.362307721
7641,7641,1697131.139594469,5988660.60103954,1.519835357
7642,7642,1718873.715218482,5988383.94281566,0.049333333
7643,7643,1725719.779940801,5988287.84291136,1.657688288
7644,7644,1697144.463093894,5988648.825620383,1.545608436
7645,7645,1697160.440128523,5988633.698626618,1.666843383
7646,7646,1725695.328976432,5988268.177947917,1.55708692
7647,7647,1732507.780700637,5988167.869585255,1.451695648
7648,7648,1697168.40082407,5988623.643976416,1.531925027
7649,7649,1732246.694977024,5988174.672952282,1.36543066
7650,7650,1713670.594534628,5988409.075429472,-9999.0
7651,7651,1725920.673629318,5988245.519817216,1.562127265
7652,7652,1732314.027966627,5988150.502112462,-0.785671032
7653,7653,1732494.082225502,5988147.991564888,1.921228771
7654,7654,1697184.322159221,5988603.534652586,1.619589766
7655,7655,1725641.766973913,5988239.375551727,4.757938284
7656,7656,1725726.94701596,5988237.424628955,4.738038489
7657,7657,1713683.266893974,5988394.501121676,-0.159999996
7658,7658,1725735.358041312,5988230.330157183,-9999.0
7659,7659,1725751.019580069,5988227.109949089,4.987000079
7660,7660,1732221.802188864,5988164.073776745,2.312223783
7661,7661,1732532.139470668,5988197.267374898,1.245246064
7662,7662,1734405.106764548,5988097.450497118,1.285999942
7663,7663,1725759.405150432,5988219.789405564,5.74535702
7664,7664,1732249.042257412,5988121.644881079,-9999.0
7665,7665,1697193.636884892,5988628.621227484,0.881914134
7666,7666,1732257.061427612,5988111.679654987,-9999.0
7667,7667,1725784.129233106,5988203.686036174,2.415409801
7668,7668,1732270.689885839,5988098.641677505,5.230333371
7669,7669,1734371.536424434,5988059.180363909,1.82071432
7670,7670,1734431.852295135,5988086.781538238,1.310309707
7671,7671,1697191.72663583,5988543.657110207,1.251800037
7672,7672,1697207.38357306,5988547.900756774,1.65036035
7673,7673,1734363.306884635,5988049.344395696,2.536624989
7674,7674,1713345.948538424,5988334.933945073,-0.144909087
7675,7675,1725859.393152715,5988221.757603836,1.305540243
7676,7676,1732286.782046066,5988078.95339946,4.108331243
7677,7677,1734387.209891116,5988039.209177855,1.328392816
7678,7678,1713337.223126828,5988325.628513806,0.203125002
7679,7679,1725798.295094593,5988157.585773094,1.536403514
7680,7680,1732297.448530185,5988061.775523721,2.617349188
7681,7681,1734354.927094779,5988029.538844611,2.158974382
7682,7682,1734395.288073021,5988028.915870433,1.221999931
7683,7683,1719578.634973377,5988230.77210577,1.160480013
7684,7684,1732303.852720686,5988050.983532922,1.496310364
7685,7685,1734378.830054273,5988019.403648193,1.273928515
7686,7686,1719540.406330755,5988226.904585506,1.130549055
7687,7687,1719631.300177527,5988223.498112485,1.125641028
7688,7688,1734346.547340679,5988009.733285972,3.428452409
7689,7689,1734362.85771356,5988009.682735728,1.46055552
7690,7690,1713319.552454253,5988298.133590256,0.599612897
7691,7691,1717443.475459343,5988243.471066423,0.749381816
7692,7692,1725781.718997336,5988127.924218728,1.533321421
7693,7693,1725846.621344208,5988126.986282484,1.507462947
7694,7694,1697150.700430093,5988484.320095029,2.042562495
7695,7695,1698546.630035133,5988473.050323667,0.028563636
7696,7696,1713334.573317097,5988288.89051991,-0.108107139
7697,7697,1717459.494761634,5988234.015053372,2.084328758
7698,7698,1725838.239422728,5988116.939263223,1.545225008
7699,7699,1734354.382335556,5987994.677959057,1.601090884
7700,7700,1697142.527471,5988474.433046021,2.050329399
7701,7701,1713312.029171495,5988278.982777464,0.840657898
7702,7702,1717475.571446232,5988228.814760915,1.595153834
7703,7703,1719455.832338008,5988197.288953689,0.787567801
7704,7704,1725825.992379443,5988107.499656718,1.387315298
7705,7705,1734338.090736654,5987984.945189662,1.921562494
7706,7706,1708369.804201738,5988414.901541203,0.017440334
7707,7707,1713324.138285822,5988266.141135938,0.313975845
7708,7708,1713354.819782545,5988275.521161101,-0.159999996
7709,7709,1717503.714287327,5988216.639277517,0.750188269
7710,7710,1718871.521075984,5988185.151068147,-0.087232141
7711,7711,1719440.753899095,5988177.159012236,0.705899994
7712,7712,1719611.361442521,5988177.117363775,1.415326462
7713,7713,1725821.503250399,5988087.481250338,1.428999971
7714,7714,1732288.216202095,5987990.716587998,1.301982762
7715,7715,1734321.562046719,5987960.281630776,1.214761897
7716,7716,1708281.233686141,5988313.140154815,-0.425575004
7717,7717,1713334.236186827,5988248.854025424,-0.007924997
7718,7718,1717042.316869776,5988200.110398345,0.434681063
7719,7719,1725799.968138921,5988103.613499838,0.170099535
7720,7720,1734305.264051059,5987950.56564405,2.382531617
7721,7721,1697102.124427528,5988434.370157929,2.060710171
7722,7722,1725780.849353569,5988067.732353622,-0.255750038
7723,7723,1734297.03820389,5987940.725106664,1.464874996
7724,7724,1734335.582530304,5987941.036730153,1.225348847
7725,7725,1716876.63270519,5988186.237572788,-0.314799984
7726,7726,1734264.631960075,5987928.772439636,1.173658493
7727,7727,1697077.697972374,5988414.688212552,2.051029444
7728,7728,1719756.316587602,5988142.675606141,1.498572221
7729,7729,1734296.719540792,5987920.068354573,1.164423053
7730,7730,1734320.947029568,5987920.421365777,1.273375013
7731,7731,1697069.220797409,5988405.339140845,2.179222213
7732,7732,1713364.573142295,5988221.300877258,-0.156029123
7733,7733,1717631.069592983,5988156.084085668,0.847000003
7734,7734,1719787.162529774,5988122.565898962,1.756886077
7735,7735,1725708.348638427,5988038.432059657,2.033323512
7736,7736,1718905.874915491,5988123.306158886,0.094000004
7737,7737,1719803.17404841,5988112.729225913,1.393943935
7738,7738,1725731.84743804,5988028.974437338,1.519771919
7739,7739,1734191.515135956,5987902.445784505,1.215000009
7740,7740,1734222.333494443,5987913.20383346,1.185360273
7741,7741,1717660.005144448,5988135.469615013,0.908811972
7742,7742,1719827.695872793,5988101.412745219,1.41818344
7743,7743,1725699.938551122,5988024.250677467,3.251457556
7744,7744,1734176.10186789,5987891.288798907,1.623555536
7745,7745,1717676.42598706,5988123.034722988,1.062489782
7746,7746,1719855.196550105,5988091.528137228,1.441636374
7747,7747,1732197.385073945,5987913.057667973,1.695949984
7748,7748,1734167.628699237,5987881.937218153,1.625423692
7749,7749,1734195.649821701,5987883.068018148,1.131711689
7750,7750,1717692.545513476,5988113.432418755,1.285900012
7751,7751,1719876.754734017,5988081.869083068,1.445198201
7752,7752,1734159.174367771,5987872.471249106,1.179714242
7753,7753,1717715.24602468,5988104.575806774,1.224707682
7754,7754,1719891.411254164,5988071.297136404,1.574561003
7755,7755,1732201.551271789,5987893.056143067,1.479795069
7756,7756,1708252.015431968,5988250.567386099,-0.198347598
7757,7757,1717732.540104765,5988091.596624254,0.968666663
7758,7758,1697085.317065767,5988336.465881352,0.957983607
7759,7759,1712695.11751682,5988147.493637308,0.432025981
7760,7760,1712711.261061898,5988147.28464674,0.306249996
7761,7761,1717748.158379185,5988080.739711481,1.026367062
7762,7762,1718889.83094622,5988116.802024419,-0.033535005
7763,7763,1734125.988672697,5987843.687671808,1.092999952
7764,7764,1712662.701472251,5988137.946766069,0.438049999
7765,7765,1712678.844998171,5988137.73783519,0.361649992
7766,7766,1717756.523193335,5988071.417814313,1.052781252
7767,7767,1719907.579016428,5988050.721591583,1.525808592
7768,7768,1734109.690993192,5987833.971494373,1.067499936
7769,7769,1712630.285502693,5988128.399775726,0.2745
7770,7770,1712707.851597026,5988128.49378147,0.446139405
7771,7771,1713308.331087739,5988119.57673836,-0.159999996
7772,7772,1717772.046133813,5988060.405006671,1.082708871
7773,7773,1718885.759852695,5988045.422809282,0.021250001
7774,7774,1719919.113733474,5988031.048588269,1.469774979
7775,7775,1725716.385196727,5987976.267896386,2.198971164
7776,7776,1734137.342463637,5987824.239928788,1.153090938
7777,7777,1713283.968239688,5988109.951485364,-0.055949997
7778,7778,1717780.194737081,5988050.613162732,1.062351385
7779,7779,1717365.842791634,5988217.526149291,0.061565099
7780,7780,1734121.938948124,5987813.186035017,1.139090923
7781,7781,1712565.453788612,5988109.30543772,1.340452372
7782,7782,1712643.392692981,5988114.170763001,0.26427377
7783,7783,1717788.453794653,5988041.050370683,1.145125044
7784,7784,1719926.911014797,5988011.007676682,1.380674978
7785,7785,1725730.408234702,5987929.325036571,1.551714271
7786,7786,1713235.278499929,5988090.652059393,-0.159974997
7787,7787,1717796.738551441,5988031.789786071,1.212466678
7788,7788,1732539.85744579,5987827.373551672,0.945410081
7789,7789,1734088.699559351,5987797.280822669,1.084959505
7790,7790,1712585.431909696,5988095.083026237,-0.029925193
7791,7791,1713211.255081247,5988080.591005074,-0.137027775
7792,7792,1717811.9707872,5988020.129565371,0.896792217
7793,7793,1725690.714687979,5987909.07576888,1.931633357
7794,7794,1732148.154157299,5987814.161800672,1.657450005
7795,7795,1712976.724487819,5988074.078369171,-0.289700012
7796,7796,1713203.027318967,5988070.765307113,0.276013513
7797,7797,1719940.514001058,5987988.135530134,1.373122191
7798,7798,1713196.456376664,5988060.974798343,1.039521721
7799,7799,1717848.076998571,5988013.649590565,0.477228918
7800,7800,1725697.545176073,5987889.931537181,1.387745469
7801,7801,1725737.90438708,5987889.348687379,1.513660702
7802,7802,1697177.38672817,5988338.716820116,1.570460455
7803,7803,1717828.140805646,5987996.694247298,0.868307709
7804,7804,1718901.247043785,5987985.209929339,-0.162483332
7805,7805,1725674.155331091,5987879.404966775,1.536862079
7806,7806,1717836.457812224,5987980.734658742,1.064440674
7807,7807,1725783.433822123,5987946.131060943,1.252666863
7808,7808,1732577.481889731,5987794.47281524,1.348904895
7809,7809,1733995.302434346,5987746.026088594,1.069249934
7810,7810,1717844.081977391,5987970.380542449,1.174430732
7811,7811,1713216.253768154,5988043.906960993,0.046445732
7812,7812,1733810.449373681,5987736.48445838,1.16820159
7813,7813,1719966.139919702,5987944.434258845,1.538336268
7814,7814,1725785.615500336,5987838.824307955,1.606053595
7815,7815,1733833.480937988,5987723.596997727,1.156060545
7816,7816,1733930.278324044,5987717.851224187,1.066153783
7817,7817,1698474.96116634,5988250.975106309,1.437717106
7818,7818,1713217.380016635,5988001.186978272,-0.247339994
7819,7819,1716741.251288702,5987954.644045904,-0.666774998
7820,7820,1733849.394895164,5987708.401185053,1.14287495
7821,7821,1708230.417713688,5988095.931495277,-0.017779885
7822,7822,1712439.359439737,5988001.300148655,-0.292578523
7823,7823,1717883.368370963,5987929.425613859,1.055870102
7824,7824,1725663.822293951,5987820.448124826,1.522283017
7825,7825,1725793.631299732,5987823.556789705,1.620731253
7826,7826,1708197.171605994,5988045.096432304,-0.347924998
7827,7827,1708213.314781833,5988044.895904793,0.807164551
7828,7828,1712397.207960878,5987991.040456288,0.645666674
7829,7829,1719194.774993897,5987901.462131003,-0.125063296
7830,7830,1708188.976312071,5988035.232211201,-0.49135
7831,7831,1719992.806403938,5987898.556151051,1.273421123
7832,7832,1725807.290937638,5987805.657535588,1.509685686
7833,7833,1708180.78112155,5988025.367467356,-0.495075
7834,7834,1719171.03092942,5987885.873806092,0.088119498
7835,7835,1725821.378427687,5987788.271188677,1.429018663
7836,7836,1708196.837241547,5988020.251434586,0.900954244
7837,7837,1719868.34012416,5987861.586370851,0.773111092
7838,7838,1732129.533446286,5987694.98534878,1.914334733
7839,7839,1733875.926193137,5987695.286998527,1.253303842
7840,7840,1699019.384183424,5988114.461704618,0.356897439
7841,7841,1708180.533242825,5988005.438159596,0.518529409
7842,7842,1712453.623616393,5988044.891767827,1.171702742
7843,7843,1717906.571722392,5987942.605887845,0.526074829
7844,7844,1719133.691794925,5987862.431417901,-0.155468356
7845,7845,1698994.895706344,5988104.97575143,0.569736849
7846,7846,1725845.422266993,5987768.879096743,1.449300471
7847,7847,1698648.394804612,5988103.199499277,0.753532121
7848,7848,1717946.88920006,5987858.659195425,0.768825009
7849,7849,1719080.953400111,5987843.219574383,-0.336168746
7850,7850,1732137.023198789,5987659.807673345,1.523737492
7851,7851,1698596.452180026,5988100.972823456,1.192039139
7852,7852,1717962.737237337,5987848.678935896,0.764999998
7853,7853,1719896.14183169,5987850.688015112,1.011039773
7854,7854,1720027.964641369,5987849.651802231,1.347719583
7855,7855,1733864.418077974,5987624.084625588,1.109370024
7856,7856,1698978.630193114,5988080.044848708,0.608259269
7857,7857,1698994.5379968,5988075.116672653,1.37016217
7858,7858,1699059.6088194,5988074.635657486,1.309681149
7859,7859,1712399.253289782,5987914.87554416,-0.300000012
7860,7860,1717970.994165685,5987838.198075293,0.807629632
7861,7861,1719048.394294159,5987823.731491161,-0.337257663
7862,7862,1719857.677422409,5987820.101240306,0.883322968
7863,7863,1719954.984040003,5987850.56387311,1.485005114
7864,7864,1725639.501246241,5987730.30561753,1.577292305
7865,7865,1725876.036792563,5987737.103212269,1.515165501
7866,7866,1698639.844291307,5988069.900391282,1.161194031
7867,7867,1699076.977164246,5988064.438498251,1.089276367
7868,7868,1719867.526904119,5987802.523608662,1.033036595
7869,7869,1719988.921008698,5987802.330633047,1.352120737
7870,7870,1720011.966666273,5987800.821643756,1.798807498
7871,7871,1698655.742959484,5988065.427911992,1.111657145
7872,7872,1699091.346532476,5988053.847820636,0.96932499
7873,7873,1708423.227958652,5987950.86608199,0.066063869
7874,7874,1725908.457752389,5987711.342687235,1.366036212
7875,7875,1732555.91388728,5987608.786932775,1.403413274
7876,7876,1698679.78941133,5988048.879166564,0.852302638
7877,7877,1698959.48144568,5988052.697513519,0.843540981
7878,7878,1699099.533551888,5988044.120856058,1.12116215
7879,7879,1734015.885507536,5987599.491012742,1.339545029
7880,7880,1698695.989080927,5988040.011246435,0.758294121
7881,7881,1699131.468310426,5988032.732557611,0.6526852
7882,7882,1708300.619933833,5987924.208283077,0.097087501
7883,7883,1719834.828818384,5987773.073751872,0.881899997
