OID,FID_,X,Y,BCE_Kaipar
3431,3431,1724366.930562598,5995941.658333081,0.573733029
3432,3432,1724472.416637758,5995940.653434005,0.271951218
3433,3433,1725627.753359153,5995924.101173046,1.115325028
3434,3434,1692342.012913284,5996335.317088816,2.178582744
3435,3435,1712370.392112914,5996096.239034418,0.76945615
3436,3436,1715358.935090603,5996056.618710287,1.530963605
3437,3437,1725639.728847579,5995913.961909519,1.144312497
3438,3438,1710074.886973651,5996114.362444182,0.045142849
3439,3439,1711340.375580547,5996110.930955667,0.69873416
3440,3440,1712385.810390754,5996089.90679723,0.540834394
3441,3441,1713912.757384004,5996065.105022508,1.184166701
3442,3442,1723162.820606871,5995943.716238579,0.501116075
3443,3443,1724340.218786605,5995925.926141609,0.638067511
3444,3444,1724423.484477803,5995918.652615083,0.178333338
3445,3445,1692350.13450015,5996315.974257708,2.201503634
3446,3446,1701491.514000583,5996218.497864155,1.712159188
3447,3447,1712485.275683306,5996149.662673874,1.279014793
3448,3448,1713298.483819009,5996062.947524187,1.392244167
3449,3449,1713383.930613103,5996071.43278015,0.004538733
3450,3450,1714043.089445171,5996146.217029261,1.334053857
3451,3451,1723470.051358339,5995925.129182084,0.792820512
3452,3452,1725098.13197587,5995901.807375879,0.296075
3453,3453,1725166.645434459,5995901.026293681,0.79925001
3454,3454,1710010.271952535,5996094.872362829,0.702181827
3455,3455,1712402.698921611,5996073.299812717,0.418358697
3456,3456,1714954.583463304,5996032.054139731,1.164916674
3457,3457,1715269.659985574,5996027.172105855,1.066025027
3458,3458,1715285.978611185,5996026.755492537,1.125035065
3459,3459,1715390.847136457,5996025.57061201,0.379362499
3460,3460,1715558.211302334,5996042.556912792,1.115630341
3461,3461,1725500.138199675,5995894.282136324,1.422944006
3462,3462,1692358.17561549,5996296.408089935,2.047425196
3463,3463,1701502.883110682,5996193.136106029,1.73054378
3464,3464,1712417.804811818,5996059.816361253,0.545477125
3465,3465,1715245.291213721,5996017.527208338,1.040782047
3466,3466,1723162.398777044,5995913.821869172,0.259232148
3467,3467,1725530.560671321,5995877.356882935,2.843679255
3468,3468,1692365.678804905,5996279.899175594,1.962584444
3469,3469,1701510.788274735,5996178.095386045,1.732912512
3470,3470,1706890.861181041,5996114.200417177,3.390152819
3471,3471,1709960.145325819,5996075.003065269,0.941018526
3472,3472,1712426.23303456,5996045.482383476,0.759559323
3473,3473,1712571.326149399,5996047.440133378,1.054928599
3474,3474,1714833.124790425,5996012.99339308,1.342499999
3475,3475,1714849.283006963,5996012.780797062,1.073174997
3476,3476,1714905.836767575,5996012.036475339,0.906899982
3477,3477,1714990.480318286,5996017.911369259,0.807292407
3478,3478,1715196.68474622,5996008.202744472,1.052812492
3479,3479,1715212.842970545,5996007.98947513,0.977387499
3480,3480,1715560.08448488,5996003.600214038,1.103428566
3481,3481,1725546.411548369,5995872.171939268,2.380550373
3482,3482,1709815.889650568,5996067.592671982,1.309000006
3483,3483,1712434.61811763,5996035.737746645,0.77260416
3484,3484,1713257.580458711,5996024.339740733,1.070181786
3485,3485,1713354.520023659,5996022.354631823,0.057534879
3486,3486,1714881.302586424,5996002.191873182,0.913145467
3487,3487,1715034.971457857,5996000.368740913,0.384975003
3488,3488,1715107.683209878,5995999.410077612,0.416524997
3489,3489,1725562.647800849,5995856.660064527,2.814566045
3490,3490,1725662.78013012,5995882.623048353,1.248960088
3491,3491,1692373.575046285,5996265.164416001,2.084226696
3492,3492,1709722.886504851,5996058.559073778,1.707666685
3493,3493,1709799.615348368,5996058.55792063,0.958055553
3494,3494,1709994.795831511,5996056.113440968,0.287894409
3495,3495,1712442.700821487,5996025.871992546,0.693500003
3496,3496,1713233.204513546,5996013.962957868,1.146362523
3497,3497,1714743.992613107,5995994.232785457,1.395575027
3498,3498,1714760.150790839,5995994.020353601,1.083175006
3499,3499,1714776.318523389,5995994.534482135,0.991222218
3500,3500,1714792.476703156,5995994.321990444,0.795500011
3501,3501,1715137.50449145,5995998.192885436,0.582473838
3502,3502,1724243.096826062,5995863.010494109,0.292980955
3503,3503,1725279.199989722,5995849.375975965,1.535600005
3504,3504,1725578.627224341,5995846.24183578,1.82367796
3505,3505,1725691.239641983,5995843.452040165,1.336717986
3506,3506,1692381.278533081,5996249.595522381,1.953637503
3507,3507,1701518.861543741,5996153.086844383,1.806630244
3508,3508,1709961.061432978,5996045.832617444,0.175420833
3509,3509,1712457.495432848,5996014.037471405,0.446788235
3510,3510,1712530.197037608,5996013.088420348,0.328675
3511,3511,1713216.917115504,5996004.207906164,1.170749997
3512,3512,1713292.625246866,5996009.519399892,0.591788364
3513,3513,1714727.71300795,5995985.207102257,1.147058788
3514,3514,1723162.310499311,5995869.537155206,-0.521924034
3515,3515,1725295.341529769,5995846.460103821,2.050371903
3516,3516,1725594.594044698,5995835.855602227,1.728126986
3517,3517,1725703.214944491,5995833.31268339,1.387737516
3518,3518,1701526.491067397,5996138.775994075,1.984196088
3519,3519,1706830.174715648,5996069.911361497,-9999.0
3520,3520,1709678.749664122,5996038.733610218,1.039076927
3521,3521,1709744.095064521,5996039.336756252,0.850086427
3522,3522,1709884.685061387,5996061.475166731,0.77088836
3523,3523,1712462.481647886,5996055.932469281,-0.151117608
3524,3524,1714792.195486998,5995972.939455827,0.275940001
3525,3525,1723449.370077197,5995948.626453217,0.102045607
3526,3526,1725610.638191537,5995826.901876797,1.477318227
3527,3527,1725715.190219017,5995823.173313031,1.414000027
3528,3528,1706866.394539164,5996064.53953191,3.828660669
3529,3529,1709823.467187392,5996027.632566863,0.798754036
3530,3530,1713259.836318753,5995990.529731841,0.609309281
3531,3531,1725727.165465959,5995813.033921605,1.448662481
3532,3532,1692389.572507966,5996225.817041948,0.978573518
3533,3533,1706850.114596744,5996054.772770572,1.540163661
3534,3534,1709843.539310483,5996017.413803425,0.602313255
3535,3535,1713200.371284521,5995974.523513249,1.346820484
3536,3536,1713248.679836247,5995973.695703941,0.601890901
3537,3537,1714662.687655431,5995956.162387026,1.041816344
3538,3538,1723145.256198688,5995844.296329335,0.205693693
3539,3539,1724193.94042934,5995837.276095888,0.573123883
3540,3540,1725639.140772083,5995817.118010103,1.411043713
3541,3541,1725739.140684917,5995802.894516598,1.497400036
3542,3542,1692397.09123664,5996209.651347432,2.040367117
3543,3543,1709783.09851687,5996017.003578446,0.495525321
3544,3544,1725274.7436668,5995886.338193751,1.088269387
3545,3545,1725672.740846788,5995809.37019704,1.433609388
3546,3546,1701533.6886013,5996103.610627329,1.802351366
3547,3547,1709819.051561003,5995997.789558848,0.2144375
3548,3548,1714605.863073182,5995936.249202991,0.885799991
3549,3549,1714686.643849682,5995934.461418339,0.645370379
3550,3550,1725747.004509827,5995787.830881706,1.549950031
3551,3551,1692405.098998158,5996189.77042654,1.829447354
3552,3552,1706826.688315115,5996035.974212577,2.452276935
3553,3553,1713184.101963937,5995944.591643107,1.084519982
3554,3554,1717990.860213538,5995881.906031154,1.541759996
3555,3555,1713747.624258592,5996143.510681615,1.019569793
3556,3556,1714633.877937708,5995915.948517496,0.493199998
3557,3557,1717971.659706428,5995874.400184445,1.968480248
3558,3558,1725707.65752181,5995790.176576607,1.467144693
3559,3559,1692413.004762447,5996175.018753051,1.933310858
3560,3560,1712545.198755884,5995923.198259096,-0.303174988
3561,3561,1722490.71577109,5995789.528776958,2.810571414
3562,3562,1722530.599019575,5995786.733020534,2.203644514
3563,3563,1692421.166543314,5996155.942244062,1.860725206
3564,3564,1711487.673186244,5996014.977719517,0.581917606
3565,3565,1725066.891043086,5995754.873973278,2.415736631
3566,3566,1692428.928138763,5996139.816076399,1.903849337
3567,3567,1715404.897161091,5995865.922263664,0.609674998
3568,3568,1716734.374434523,5995847.715804952,1.304882769
3569,3569,1716754.098578241,5995848.705109618,1.328924476
3570,3570,1722534.187688088,5995769.405574757,1.879464309
3571,3571,1723146.405946963,5995776.310150406,-0.421959081
3572,3572,1725083.585338051,5995732.579151234,4.314379755
3573,3573,1713215.366096593,5995884.631972043,-0.091875002
3574,3574,1716714.262634687,5995837.56722076,1.353163969
3575,3575,1716866.901076569,5995836.703354589,1.464275843
3576,3576,1722518.786304545,5995758.331332473,1.780364508
3577,3577,1722571.440945951,5995758.253878932,1.955945435
3578,3578,1725091.521610018,5995722.498541089,3.295585346
3579,3579,1692437.004976946,5996125.869074145,1.953954227
3580,3580,1709151.538917945,5995926.433330434,1.067447066
3581,3581,1715412.552184981,5995846.08938457,0.762482149
3582,3582,1715482.371951209,5995934.489133883,0.671541976
3583,3583,1716705.885169841,5995827.962296597,1.345203371
3584,3584,1716882.925615015,5995826.522279052,1.476535703
3585,3585,1725099.457863313,5995712.417923088,3.670357159
3586,3586,1709345.307737065,5995914.041777007,1.282437493
3587,3587,1723120.046933651,5995741.168365041,1.318013964
3588,3588,1701496.426410531,5995998.142811166,1.042400002
3589,3589,1709094.737508913,5995907.211167527,0.648925006
3590,3590,1709165.856607831,5995908.315158859,0.448950859
3591,3591,1709241.814932374,5995927.769822614,0.984815018
3592,3592,1709356.867876925,5995903.346811786,1.101145444
3593,3593,1713724.015650803,5995853.103384519,1.332975
3594,3594,1715372.054303902,5995826.49080824,0.616389615
3595,3595,1715425.657696566,5995832.054886176,0.968727799
3596,3596,1722482.150974627,5995729.197259556,1.632915522
3597,3597,1722498.309871027,5995729.380368645,1.66698214
3598,3598,1723467.171373758,5995715.769353314,3.817625025
3599,3599,1724065.053707144,5995707.249648124,-0.093849999
3600,3600,1692450.777542552,5996102.971166152,2.023003605
3601,3601,1714467.08199591,5995828.440104982,0.86868356
3602,3602,1692460.602020942,5996079.680406933,2.015605606
3603,3603,1709037.936361183,5995887.988640318,0.515399997
3604,3604,1709114.685566464,5995887.029466836,0.162489165
3605,3605,1714458.884532533,5995818.566393279,0.925275002
3606,3606,1716664.770657551,5995788.804357735,1.165154966
3607,3607,1717404.213456612,5995788.260478708,1.314106336
3608,3608,1722498.030148767,5995709.450801485,1.552735875
3609,3609,1722588.645146848,5995725.789901266,1.852974424
3610,3610,1723128.504179347,5995712.193886306,-0.193065871
3611,3611,1724049.201448714,5995687.541336327,-0.227264147
3612,3612,1708787.367437588,5995881.14923109,1.437174983
3613,3613,1712528.410193196,5995840.387743361,0.821333329
3614,3614,1722618.496398216,5995698.519147905,1.506509044
3615,3615,1722664.313891484,5995702.045520357,1.438298857
3616,3616,1708738.771937142,5995871.786374385,2.612227897
3617,3617,1708754.927867672,5995871.587356954,1.483587524
3618,3618,1708837.253618344,5995878.054263807,1.434256917
3619,3619,1709057.884498968,5995867.8070821,0.148300001
3620,3620,1711593.439433885,5995878.343021584,0.262462859
3621,3621,1713740.17855307,5995808.043948025,0.887358481
3622,3622,1716640.100071057,5995769.497313716,1.182266639
3623,3623,1716909.243451126,5995792.571699576,1.400912659
3624,3624,1717415.494687413,5995759.373700949,1.222837208
3625,3625,1717886.050611367,5995751.99241287,1.51836366
3626,3626,1722682.978123311,5995686.919473755,1.211691653
3627,3627,1723456.910554277,5995776.866941742,1.069605268
3628,3628,1725106.046479018,5995670.042367899,3.362940793
3629,3629,1692468.989702317,5996061.754906426,2.274499989
3630,3630,1708714.409540245,5995862.12599721,1.353382736
3631,3631,1708730.567205065,5995861.924722883,1.169807261
3632,3632,1715386.142750351,5995808.285366546,0.597984324
3633,3633,1716260.085093141,5995765.60133756,2.406283034
3634,3634,1717423.449330146,5995750.026889114,1.182204064
3635,3635,1717876.372859558,5995741.866761032,1.512972279
3636,3636,1722698.996014967,5995676.727548824,1.197299975
3637,3637,1725130.784497815,5995642.927509391,1.530431409
3638,3638,1708681.970255714,5995852.563668702,0.963275
3639,3639,1708770.868244625,5995853.947943485,0.599058086
3640,3640,1709638.871124709,5995863.999565976,1.102060011
3641,3641,1711624.545037033,5995820.015722816,0.017997198
3642,3642,1712503.878097141,5995821.944232047,1.259900752
3643,3643,1712674.935408315,5995895.372627767,1.010769193
3644,3644,1714466.42849519,5995778.616402281,0.304638551
3645,3645,1715363.185198347,5995766.80932417,0.437374999
3646,3646,1716211.82857234,5995755.07732188,1.65952178
3647,3647,1716227.466696613,5995755.543737105,1.598518475
3648,3648,1716615.414502885,5995750.167571934,1.130012339
3649,3649,1717116.649556591,5995742.476451595,-0.68715152
3650,3650,1722448.568634459,5995670.054981922,2.286454513
3651,3651,1723096.419562573,5995661.016719772,1.125591836
3652,3652,1725162.787048788,5995631.976146593,1.171245573
3653,3653,1712503.294560952,5995793.975393131,1.13637497
3654,3654,1716203.559253798,5995745.385213935,1.936514274
3655,3655,1716566.943411099,5995740.435375797,1.034277773
3656,3656,1716592.60316229,5995742.071486697,1.041006757
3657,3657,1716938.514521783,5995741.396338712,1.403268298
3658,3658,1717100.36963199,5995733.682078703,-0.737186043
3659,3659,1717851.533671309,5995723.725587079,1.247482148
3660,3660,1722712.745058737,5995663.81624683,1.147238516
3661,3661,1725174.922799291,5995621.634068729,1.722937538
3662,3662,1692476.083430423,5996030.067689931,1.857079293
3663,3663,1708633.249190886,5995833.238034501,0.951424985
3664,3664,1709431.402527347,5995861.976024802,1.01519309
3665,3665,1712825.849689124,5995782.122741173,0.172877741
3666,3666,1714458.088311414,5995758.793333911,0.131175001
3667,3667,1715395.076759442,5995746.656162199,0.997714279
3668,3668,1716297.872034608,5995756.033198667,1.381040935
3669,3669,1716389.200545056,5995734.024563338,1.150638994
3670,3670,1716494.745269142,5995726.601656214,1.052399981
3671,3671,1716542.438320099,5995731.209217768,1.131746963
3672,3672,1716959.014932235,5995725.424242002,1.340317828
3673,3673,1717067.697157671,5995723.495561899,1.334885699
3674,3674,1717836.38488187,5995712.926694239,0.728497017
3675,3675,1723114.6657796,5995654.098591017,0.222710394
3676,3676,1725190.503429469,5995610.859717266,2.545
3677,3677,1692483.851371209,5996009.449967067,-0.638588201
3678,3678,1709711.69913044,5995814.762457042,-9999.0
3679,3679,1709735.129486405,5995847.088195599,1.25961747
3680,3680,1716509.980005966,5995720.949376908,0.94460784
3681,3681,1716978.404277509,5995715.611642743,1.361535724
3682,3682,1722728.622746644,5995643.65946963,0.98071831
3683,3683,1724015.375870381,5995623.237735076,-0.28307317
3684,3684,1725210.832174715,5995601.386367992,4.231127318
3685,3685,1708455.267826747,5995815.519324952,1.248896117
3686,3686,1708471.585942902,5995815.115392537,1.26818184
3687,3687,1708584.528374468,5995813.91211466,0.970034877
3688,3688,1708641.079870383,5995813.20835233,0.543525003
3689,3689,1709491.617384606,5995805.330689729,1.027865736
3690,3690,1709777.254280504,5995803.946096163,-9999.0
3691,3691,1712583.848689816,5995763.64007316,0.891479159
3692,3692,1716210.778162394,5995715.900102845,1.476910729
3693,3693,1716501.787512168,5995712.545705996,0.061557697
3694,3694,1717297.980505751,5995701.738739039,1.471568761
3695,3695,1722447.688323662,5995630.624424181,2.034368398
3696,3696,1725222.967826548,5995591.044220209,3.306462463
3697,3697,1708406.671357137,5995806.156936866,1.188224977
3698,3698,1708430.907679292,5995805.85585769,1.160854156
3699,3699,1708559.199549045,5995811.382836613,0.972722619
3700,3700,1709825.687714398,5995791.130664661,1.070481506
3701,3701,1717316.316564716,5995690.202088407,1.482349677
3702,3702,1724612.863887748,5995589.809980385,0.449662503
3703,3703,1725234.943283434,5995580.905511968,2.927750015
3704,3704,1708382.320316561,5995797.219927826,1.23722452
3705,3705,1709507.525007136,5995785.19871447,1.120909891
3706,3706,1709755.750895226,5995803.922597825,-9999.0
