OID,FID_,X,Y,BCE_Mangon
282,282,1649118.804204847,6126443.209893552,-9999.0
283,283,1650788.798036691,6126445.311237668,0.255216037
284,284,1649105.235359315,6126463.460137281,-0.44802246
285,285,1650749.853001447,6126404.386212801,0.077175
286,286,1649110.878133662,6126415.576875681,0.382314554
287,287,1649118.904598664,6126393.743202854,0.49596337
288,288,1650513.411281824,6126385.946455935,0.149322664
289,289,1649126.679067807,6126383.39287635,0.396212505
290,290,1649134.850611384,6126406.778971255,0.025535738
291,291,1649159.413404874,6126373.253992682,-9999.0
292,292,1650725.040172979,6126364.674505549,0.08135
293,293,1649135.469716005,6126364.261311024,0.293957917
294,294,1649175.699879775,6126353.24125912,-9999.0
295,295,1649151.726587409,6126344.213508856,1.427425988
296,296,1650530.162631073,6126400.625830603,-0.356355033
297,297,1650708.47980261,6126334.87934217,0.169222224
298,298,1649183.789321574,6126333.272773262,-9999.0
299,299,1650520.601766847,6126326.156791321,0.099104477
300,300,1649167.983992072,6126324.166367219,0.096227519
301,301,1649199.908671083,6126313.465194992,-9999.0
302,302,1650691.919614868,6126305.084112523,0.208799999
303,303,1650543.520170458,6126309.42454154,-0.179922071
304,304,1649207.906464287,6126298.274030413,-0.747666657
305,305,1649199.914284436,6126283.373624713,-0.263549997
306,306,1650552.238740493,6126276.176942577,-0.697553555
307,307,1649216.423492595,6126273.526379334,-0.828666637
308,308,1649208.019469865,6126263.423535577,-0.426599983
309,309,1649224.512780448,6126253.557837724,-0.829499975
310,310,1650533.477095518,6126261.796455937,0.365400342
311,311,1649216.249213839,6126243.600611757,-0.381513164
312,312,1650544.179145053,6126231.683658518,0.323905923
313,313,1650570.183393807,6126246.331045238,-0.737705858
314,314,1650552.105702734,6126211.356103441,0.280493668
315,315,1650704.546972709,6126217.344299478,0.484790094
316,316,1649232.217555099,6126193.537350114,-0.675874999
317,317,1650719.057377556,6126173.428664849,0.487867351
318,318,1650568.303484432,6126161.637054467,0.237882352
