OID,FID_,X,Y,BCE_Mangon
531,531,1649538.199497829,6125180.691502064,0.997358951
532,532,1649839.085031509,6125191.812411664,1.082499981
533,533,1649993.976493518,6125182.06182456,0.939766409
534,534,1649161.106314326,6125167.790562606,0.859012506
535,535,1649546.314152915,6125165.703698141,0.998849981
536,536,1650726.359040354,6125159.413728884,0.893964901
537,537,1649177.471246712,6125162.721018649,0.696622215
538,538,1649185.586473225,6125147.733541999,0.883440614
539,539,1649201.924454193,6125137.682874731,0.78270001
540,540,1649554.374591016,6125140.75373767,1.00329698
541,541,1649715.230467982,6125158.535069762,1.010412684
542,542,1650739.469381446,6125137.319180912,1.481558723
543,543,1650832.683537137,6125128.962910255,4.836359514
544,544,1649562.48918271,6125125.765917763,1.010022226
545,545,1649210.012710779,6125117.714301578,1.051500007
546,546,1649218.127842509,6125102.726799249,1.060600017
547,547,1649245.719226605,6125120.766413252,-0.106924125
548,548,1650217.994702638,6125092.288675189,0.719960701
549,549,1650783.341732288,6125089.358959618,4.152022137
550,550,1649235.025966025,6125085.693918454,0.697702969
551,551,1649250.722746578,6125067.682081773,-0.554996799
552,552,1650226.053241822,6125067.338096597,0.738312514
553,553,1650766.836043956,6125039.438355943,5.758750041
554,554,1649283.290451098,6125027.656168729,0.726700011
555,555,1650251.491351811,6125024.309936224,0.6969
556,556,1650266.907820847,6125012.547539899,0.608366481
557,557,1650749.178458161,6125010.868418911,5.565871341
558,558,1649291.378427569,6125007.687517042,0.39945679
559,559,1650225.580621765,6125116.394337456,0.722179386
560,560,1650675.613825617,6125002.209987353,1.49954201
561,561,1650291.688251755,6124982.768573061,0.469363632
562,562,1649307.635156138,6124982.693424381,-0.162613513
563,563,1649315.750003595,6124967.705823662,0.2539
564,564,1649520.391608945,6124980.169048137,1.089608994
565,565,1649643.579317155,6124965.92515611,1.24670543
566,566,1649381.377036859,6124947.629712526,0.131561404
567,567,1649372.788960348,6124937.30519928,1.167886329
568,568,1649348.349447695,6124927.718926006,1.219933076
569,569,1650307.958967577,6124931.780344826,-9999.0
570,570,1649364.600478988,6124907.666540139,1.311507577
571,571,1649372.74216186,6124897.659966206,1.191837481
572,572,1649380.883826725,6124887.653384653,1.260899232
573,573,1649397.2481367,6124882.583436915,-0.253974998
574,574,1649405.362745238,6124867.595751535,0.087324985
575,575,1649413.450306115,6124847.62698221,0.589777779
576,576,1650691.413294281,6124771.071829051,1.695964247
577,577,1650699.887285813,6124760.653574223,1.884910711
578,578,1649508.505074016,6124956.955806312,0.966717167
579,579,1650699.331616082,6124721.215381315,1.87942101
580,580,1650609.237086698,6124701.587148241,0.772324979
581,581,1650699.556860273,6124701.289175237,1.875163562
582,582,1650217.533869331,6124664.296178671,-9999.0
583,583,1650690.415351092,6124591.752806413,4.094321408
584,584,1650226.1738282,6124526.929078132,0.386500031
585,585,1650232.118978757,6124561.766806669,-9999.0
586,586,1650558.90173862,6124522.746437814,0.823333326
587,587,1650256.22758822,6124485.041861251,-9999.0
588,588,1650665.164133191,6124472.34356325,1.768231752
589,589,1650614.512966726,6124593.908105979,1.283710188
590,590,1650631.995262677,6124402.790659693,1.582535756
591,591,1650632.124075223,6124359.737560517,1.175950748
592,592,1650647.887132066,6124313.039974699,2.147457632
593,593,1650655.916057781,6124283.107876512,1.793963089
594,594,1650321.956819735,6124302.898152868,0.193333365
595,595,1650671.6310713,6124248.904706283,1.909258027
596,596,1650376.214471668,6124222.736963584,0.334817096
597,597,1650693.456510552,6124212.861175562,1.107382498
598,598,1650384.870538147,6124175.024166944,0.490372878
599,599,1650709.680231342,6124182.883402357,1.78419417
600,600,1650720.978225035,6124162.991648805,1.631324993
601,601,1650729.117754326,6124152.983827488,1.656124961
602,602,1650443.584500584,6124156.43056014,0.39157231
603,603,1650737.201763532,6124133.013822324,0.73729165
604,604,1650769.81918928,6124103.672636084,0.705384692
605,605,1650859.90821655,6124093.207462834,1.855846461
606,606,1650882.181889578,6124082.392495186,2.057044998
607,607,1650900.767587639,6124072.326140017,3.007975137
608,608,1650924.083188942,6124044.541007649,3.391279065
609,609,1650510.968563654,6124029.407674333,0.851000011
610,610,1650534.698731659,6124008.691484066,0.982642819
611,611,1650552.586896294,6124059.130634614,0.454995256
612,612,1650949.491350696,6123992.353754853,1.396922201
613,613,1650648.975925599,6123987.388406828,-9999.0
614,614,1650594.037728326,6123989.003281576,2.231926815
615,615,1650982.103515582,6123962.283758872,2.527662501
616,616,1650994.339995218,6123952.25275002,1.633096041
617,617,1651014.771274258,6123942.175823236,2.638388307
618,618,1651022.910307861,6123932.167713928,0.993405438
619,619,1651043.830060927,6123932.630985255,3.274939166
620,620,1651085.574175656,6123907.89189761,2.668597607
621,621,1650727.661021331,6123913.763816965,0.472234555
622,622,1650817.706290032,6123873.54024031,-9999.0
623,623,1650858.680094023,6123873.31138886,-9999.0
624,624,1651131.74569287,6123874.956501686,1.754077227
625,625,1650809.28674491,6123863.420421967,0.291596507
626,626,1650833.873286305,6123863.691820956,-0.182888881
627,627,1650928.27985574,6123862.959908294,-9999.0
628,628,1650747.956784775,6123868.884036331,-9999.0
629,629,1650776.621376699,6123853.844445976,0.883518512
630,630,1650792.955297312,6123843.790860397,0.969933453
631,631,1650809.289182105,6123833.737244959,1.098604164
632,632,1650817.428313252,6123823.729335385,1.214288893
633,633,1650850.320749735,6123813.787529737,0.812983023
634,634,1651095.992905681,6123812.207934469,-9999.0
635,635,1651259.887057903,6123811.286868104,-9999.0
636,636,1650836.471187463,6123800.469382881,1.009046026
637,637,1650849.984657699,6123783.697620836,1.029675008
638,638,1651177.771976857,6123781.861250794,-9999.0
639,639,1651687.017182186,6123787.146886068,1.563916581
640,640,1650858.137778501,6123773.706956348,1.011550018
641,641,1650895.488069059,6123780.195533822,0.712376951
642,642,1651190.008087568,6123771.829881305,-9999.0
643,643,1651465.156251791,6123792.005904451,1.256463711
644,644,1651760.680508713,6123775.495558019,1.597392261
645,645,1650866.544988318,6123764.073222203,1.020081087
646,646,1651804.554047924,6123758.740561289,1.629500008
647,647,1650882.624216373,6123758.609061181,0.836569678
648,648,1651829.600067627,6123748.073507656,1.35309335
649,649,1650923.603953953,6123756.683884262,0.607667341
650,650,1650947.930975433,6123743.504458534,-0.036937475
651,651,1651218.549313508,6123746.763186348,-0.118112036
652,652,1651849.513439053,6123738.939075703,1.584540057
653,653,1650899.566179819,6123741.624466405,0.817226363
654,654,1651251.243774754,6123731.635515856,-0.499000043
655,655,1651583.126741258,6123729.76138271,0.56264735
656,656,1651870.402090025,6123727.464691432,1.710517885
657,657,1650915.249624155,6123723.610347638,0.819848094
658,658,1651900.862052124,6123721.867727115,3.608370085
659,659,1650923.70284331,6123714.060397053,0.809857139
660,660,1651275.71553691,6123711.572697139,-9999.0
661,661,1650939.680314283,6123703.496328986,0.792335674
662,662,1651283.854008534,6123701.564405615,-0.124999978
663,663,1650947.819184472,6123693.488297987,0.651293333
664,664,1650994.126992153,6123696.045620258,0.740013544
665,665,1651296.089805874,6123691.532978711,0.244789496
666,666,1650964.152629683,6123683.434397528,0.446549993
667,667,1652084.239605081,6123671.490685203,1.421583344
668,668,1652107.674564994,6123667.580219466,1.402270234
669,669,1650988.624837372,6123663.372398478,0.623225003
670,670,1651005.013987967,6123663.280608218,0.692624985
671,671,1651023.547956316,6123672.697804249,0.767048934
672,672,1651987.326222188,6123696.577625731,1.772826548
673,673,1650997.036832821,6123653.733004519,0.62382646
674,674,1651013.09693735,6123643.310331834,0.761650004
675,675,1651062.097376005,6123643.239983257,0.849159203
676,676,1651029.430221228,6123633.256311692,0.857666657
677,677,1651037.568929616,6123623.248197596,0.881088879
678,678,1651083.071621292,6123623.573524852,0.893008845
679,679,1651053.902150736,6123613.19413254,0.994200014
680,680,1651582.44951033,6123610.215153231,-0.243249975
681,681,1652185.409666384,6123634.004359375,1.38641434
682,682,1651062.040814172,6123603.185995765,0.961450005
683,683,1651623.365731181,6123600.020756185,-0.692999974
684,684,1652315.807348983,6123596.796669506,1.222500024
685,685,1651078.401915257,6123598.112981645,0.943682345
686,686,1651086.512591017,6123583.123726337,0.910444452
687,687,1651102.845686622,6123573.069571455,0.976225007
688,688,1652276.096163979,6123571.780568504,0.416474828
689,689,1652307.441074123,6123566.957082313,-0.19062746
690,690,1651110.903968751,6123565.181243859,0.987260882
691,691,1651130.931045007,6123566.011357721,1.002738485
692,692,1651255.901567445,6123534.832663336,1.603320349
693,693,1651463.117863317,6123520.499827311,2.808300621
694,694,1651283.248132925,6123522.797462626,1.309073531
695,695,1651388.618380138,6123519.999591144,1.273704605
696,696,1651454.702022565,6123511.108627729,1.134499997
697,697,1651471.427008808,6123511.014095385,1.42863514
698,698,1651301.42573084,6123509.987571126,1.380313252
699,699,1651422.380543372,6123515.179008131,1.144115796
700,700,1651327.443960992,6123486.865140517,0.970000029
701,701,1652216.930383574,6123472.84428453,1.881579392
702,702,1651262.490809173,6123565.146606084,0.927238238
703,703,1652273.57261475,6123399.416858893,1.990621573
704,704,1651904.408544513,6123309.538284967,2.704895213
705,705,1651870.321676055,6123300.501565768,4.874099384
706,706,1651967.607089579,6123452.24831068,1.382682587
707,707,1651444.237701701,6123283.110274196,-0.934604666
708,708,1651453.972776222,6123273.360582396,-0.056243397
709,709,1651494.430691847,6123261.297510672,0.169342588
710,710,1651510.846860457,6123257.930510817,0.281944827
711,711,1651617.89573215,6123244.365914954,-0.037076907
712,712,1651662.913731423,6123221.66743831,0.068304358
713,713,1651674.886785705,6123212.397739306,0.387784627
714,714,1651699.398591623,6123191.879350029,0.715193767
715,715,1651788.945034002,6123175.673598709,-9999.0
716,716,1651714.663013236,6123111.543791069,-0.148267853
717,717,1651851.831159035,6123106.684944805,-9999.0
718,718,1651681.071273537,6123059.124001747,-0.075172083
719,719,1651722.460897946,6123041.761853735,1.31178573
720,720,1651750.878179173,6122976.603430619,-9999.0
721,721,1651862.28721995,6122951.412146168,3.029411447
722,722,1651831.313946767,6122874.382966316,0.240000022
723,723,1651839.675532969,6122855.023245713,0.547243198
724,724,1651946.883309027,6122850.991719151,4.977539608
725,725,1651846.494358069,6122842.658508277,0.632844188
726,726,1651854.919562901,6122823.010187643,0.237592078
727,727,1651640.94326466,6123217.831363003,1.153255793
728,728,1651885.033071817,6122811.29004749,1.229321411
729,729,1651867.950932018,6122794.68218029,0.026203399
730,730,1651876.873698674,6122766.982013089,0.666415171
731,731,1651894.190167985,6122755.892249078,0.872481387
