OID,FID_,X,Y,BCE_Patter
127,127,1220683.191804462,4794532.121910324,-9999.0
128,128,1219417.02096089,4794433.976061333,-9999.0
129,129,1219450.124819059,4794442.26135303,-9999.0
130,130,1220672.237035943,4794505.779221437,-9999.0
131,131,1219153.574963122,4794398.380367346,-9999.0
132,132,1220908.493698821,4794517.40422088,-9999.0
133,133,1217616.575842644,4794297.802597062,-9999.0
134,134,1217626.626489401,4794281.469943056,-9999.0
135,135,1219173.574545334,4794386.488223042,-9999.0
136,136,1219385.383041528,4794393.519104483,-9999.0
137,137,1217635.769589929,4794271.736886344,-9999.0
138,138,1219327.36324687,4794378.972290498,-9999.0
139,139,1220969.975486724,4794453.802312918,-9999.0
140,140,1224459.295196812,4794736.364022459,-9999.0
141,141,1220986.896618831,4794438.818798501,-9999.0
142,142,1224381.996635539,4794651.388690375,-9999.0
143,143,1217671.784655744,4794214.12304835,-9999.0
144,144,1224368.960145024,4794640.481584933,-9999.0
145,145,1224341.13693269,4794620.224525647,-9999.0
146,146,1221164.934552133,4794437.997741256,-9999.0
147,147,1221310.617140147,4794403.567108169,-9999.0
148,148,1224288.47116686,4794573.657684959,-9999.0
149,149,1218179.227563727,4794176.294553776,-9999.0
150,150,1218190.128174359,4794166.971812581,-9999.0
151,151,1217673.805572988,4794147.926055221,-9999.0
