OID,FID_,X,Y,BCE_Raglan
193,193,1763782.309687218,5814487.497592312,-0.890430408
194,194,1764261.389480117,5814477.94554839,-0.888299975
195,195,1764432.010553476,5814492.028961653,0.118416821
196,196,1768569.83303571,5814397.150242332,0.196559995
197,197,1763404.543870863,5814456.031193492,-9999.0
198,198,1763826.216364791,5814505.620594361,-0.613454251
199,199,1763377.056308115,5814444.351702992,-9999.0
200,200,1763690.362872093,5814439.468056269,-0.71873044
201,201,1764369.769085865,5814415.94896368,-0.922379323
202,202,1762214.933185737,5814449.101136381,-9999.0
203,203,1763329.868871103,5814431.987135784,-9999.0
204,204,1764232.104669456,5814473.290808927,0.659048834
205,205,1764396.138603036,5814433.920813357,-0.246865876
206,206,1764362.038377231,5814396.159493481,-0.832901615
207,207,1762187.180832936,5814424.813096267,-0.304352372
208,208,1762218.132664089,5814418.966435511,-0.127415095
209,209,1762324.503870848,5814423.711747685,-0.450861296
210,210,1762376.316069587,5814415.858900694,-9999.0
211,211,1762264.267287159,5814403.864213802,0.282574219
212,212,1762293.131852204,5814402.334938045,0.298680253
213,213,1762356.305379853,5814396.102619687,0.374784652
214,214,1764350.715292538,5814372.419477796,-0.751859114
215,215,1762436.147161185,5814392.531877057,-0.491344591
216,216,1762464.950123563,5814383.984697245,-0.678576295
217,217,1762518.04618399,5814372.965326301,-9999.0
218,218,1763566.218689412,5814342.802490573,-0.965888858
219,219,1764345.378844064,5814331.155175236,-0.536305558
220,220,1762549.288361063,5814352.403947987,-0.869333337
221,221,1764160.800374353,5814330.103028269,0.567000002
222,222,1764435.176475755,5814313.093861927,0.716629349
223,223,1762572.621273709,5814331.999149988,-9999.0
224,224,1763442.450978126,5814314.970267561,-9999.0
225,225,1763029.055626901,5814318.385361833,-0.692798303
226,226,1764090.107610111,5814289.649975841,0.856188032
227,227,1763668.573353509,5814374.497526466,-0.559204902
228,228,1764272.295369285,5814268.524314918,-0.445148163
229,229,1764317.859316446,5814301.393483033,-0.611372791
230,230,1764348.77542666,5814272.448326603,-0.262858589
231,231,1762795.689693077,5814287.633184347,-9999.0
232,232,1762990.073873653,5814296.721734947,-0.883720915
233,233,1764133.653545982,5814251.490756861,-0.849618156
234,234,1767237.703511761,5814178.645836061,0.32575
235,235,1762800.517145147,5814255.914813306,0.66835001
236,236,1762883.601620587,5814257.763343229,-0.599592126
237,237,1763503.894934067,5814245.752806636,-0.448466672
238,238,1763037.446819151,5814251.338249807,0.495747331
239,239,1764089.395473571,5814222.315051703,-0.214018874
240,240,1764227.791706525,5814214.225985323,-0.080451877
241,241,1763290.357478894,5814218.064045558,-0.970111079
242,242,1763400.380595768,5814256.170367429,-0.837374555
243,243,1764089.153262517,5814202.168228549,-0.654962493
244,244,1764199.877511852,5814199.958721152,-0.896058805
245,245,1763344.968240266,5814207.265297182,-0.739408908
246,246,1764028.773075199,5814220.772313992,0.659547834
247,247,1769508.768326104,5814071.922542333,0.879892324
