OID,FID_,X,Y,BCE_Aotea_
423,423,1763689.486214044,5794678.421723554,-0.002504893
424,424,1761164.390325282,5794689.850635364,-0.251231151
425,425,1762853.458793586,5794641.853698506,-0.534888907
426,426,1761061.544940006,5794687.776291029,-0.088939395
427,427,1761237.216904349,5794648.173543333,-0.095551844
428,428,1762944.121089823,5794607.79298501,-0.538655617
429,429,1761064.324144049,5794633.728590501,0.003569833
430,430,1761196.811764973,5794632.988622577,0.058895833
431,431,1763869.988237251,5794575.88282003,0.333431191
432,432,1759964.821693468,5794643.836033561,0.654502089
433,433,1763531.056185975,5794573.270020663,-0.014173585
434,434,1761144.00024116,5794615.27832109,0.154938272
435,435,1763314.211800551,5794563.231601776,-0.322773582
436,436,1763343.612632751,5794575.367053961,-0.267897527
437,437,1761283.151378633,5794606.236262959,0.04036211
438,438,1762891.381062658,5794622.386328434,-0.515297349
439,439,1761323.486030304,5794588.339674858,-0.053454078
440,440,1761376.205703686,5794570.497011754,-0.260038463
441,441,1761384.068240844,5794560.889045279,-0.233927269
442,442,1763256.480755568,5794526.138968991,-0.320631784
443,443,1760018.397134244,5794558.75866681,0.820941184
444,444,1760601.258858679,5794555.495351232,0.624550624
445,445,1761352.820500404,5794552.344078167,0.082030471
446,446,1760519.860479526,5794541.377312038,0.636324446
447,447,1761367.346172212,5794521.538533431,0.122848104
448,448,1761375.194317094,5794511.20372346,0.165296295
449,449,1762820.144603806,5794483.481596055,-9999.0
450,450,1763337.825328965,5794479.104841277,0.195592437
451,451,1763933.26604883,5794447.739754438,0.922603814
452,452,1763172.38749965,5794550.313253808,-0.544919707
453,453,1761156.458889013,5794451.220294634,0.232701419
454,454,1760111.025796613,5794446.117284854,0.628507053
455,455,1761399.601036801,5794461.894954259,0.168480709
456,456,1763090.084968819,5794402.346600232,-0.425564413
457,457,1761436.033646422,5794410.696671432,0.147055555
458,458,1761609.325942083,5794411.478925167,-0.710175918
459,459,1761443.895949336,5794401.088638645,0.095708334
460,460,1761469.501417281,5794407.153720095,0.0146
461,461,1761727.699545558,5794384.051283399,-9999.0
462,462,1762970.771049406,5794360.670237504,-0.506113224
463,463,1761490.981051495,5794379.279303965,0.061872728
464,464,1761704.550774564,5794376.95722874,-0.88481034
465,465,1761739.351217143,5794374.575712278,-0.980000019
466,466,1763071.484242451,5794354.597179343,-0.400085706
467,467,1761629.387380934,5794377.461533649,-0.613511184
468,468,1763348.418301912,5794337.900120293,0.381617926
469,469,1761766.570544075,5794354.09274533,-0.884285714
470,470,1759819.229032926,5794396.997145209,0.773999989
471,471,1761733.0327378,5794351.463774525,-0.6060466
472,472,1762898.96885263,5794322.212844611,-0.48173833
473,473,1763014.642116344,5794320.373904403,-0.374841624
474,474,1762993.451923949,5794309.097370464,-0.357364494
475,475,1761509.697385343,5794344.59163712,-0.001069497
476,476,1761671.401493509,5794331.045541776,-0.615847971
477,477,1761730.902849696,5794325.466540934,-0.712485724
478,478,1763343.555401692,5794283.046141265,0.393259261
479,479,1763852.406082037,5794273.262953326,0.829227012
480,480,1763875.839198186,5794272.454768172,0.853113331
481,481,1761602.559723618,5794326.161571842,-0.115293821
482,482,1761691.064039809,5794310.400675961,-0.542658765
483,483,1761557.2006102,5794314.575878507,0.031855819
484,484,1761583.770449943,5794298.08386652,0.048418181
485,485,1762915.561821046,5794293.360649491,-0.245445541
486,486,1761686.138242023,5794286.087186478,-0.366472723
487,487,1761789.1102081,5794312.337075787,-0.878700357
488,488,1762646.888851637,5794271.685099891,-0.161103572
489,489,1762814.352938484,5794263.689177563,-0.273350874
490,490,1761524.78704589,5794279.68212056,0.228603771
491,491,1761662.590705773,5794276.580877619,-0.185452823
492,492,1762860.751123081,5794258.909183961,-0.124886581
493,493,1762831.176622719,5794242.29291113,-0.078496897
494,494,1761362.07402775,5794262.575568214,0.404800006
495,495,1762570.621583614,5794237.507833576,0.022858896
496,496,1761782.346927005,5794244.08696797,-9999.0
497,497,1761700.536861757,5794215.997396615,-0.242745461
498,498,1762528.290538059,5794223.706502527,-0.051810458
499,499,1761676.146689094,5794246.049922994,-0.248250615
500,500,1761581.51807707,5794202.614146666,0.173605505
501,501,1761072.368877739,5794198.36819966,0.718166659
502,502,1761091.660236354,5794186.276628027,0.481539394
503,503,1761532.587930936,5794187.392396643,0.29477739
504,504,1762682.942604243,5794206.453714697,0.029779848
505,505,1761762.131178821,5794129.807554568,-0.381491668
506,506,1761737.394331483,5794105.366817122,-0.106692309
507,507,1762522.735023956,5794095.084123526,-0.428319247
508,508,1761785.287557484,5794089.46061348,-0.878674171
509,509,1761876.067413649,5794083.261176819,-9999.0
510,510,1762526.680297061,5794069.971321071,-0.55218867
511,511,1762493.258629061,5794052.183596871,-0.719397891
512,512,1761761.701714641,5794053.596714018,-0.411304635
513,513,1762513.524596798,5793990.832002307,-0.656775701
514,514,1763803.101887774,5793969.475639582,1.488980899
515,515,1761913.526554952,5794012.830407627,-0.87383697
516,516,1762512.929890223,5793960.927265176,-0.658289709
517,517,1762670.113434064,5793852.390615512,0.208239284
518,518,1763889.153337522,5793781.348997531,0.500507251
519,519,1761665.420831606,5793808.211200325,0.027186917
520,520,1762614.077758552,5793789.800715652,-0.077630517
521,521,1761718.811074754,5793917.119085658,-0.242915495
522,522,1763309.492081771,5793759.554448183,-0.186505725
523,523,1763885.568589823,5793738.470836207,0.511349065
524,524,1762622.576297685,5793748.953329157,0.056666666
525,525,1761708.248292867,5793767.928500964,-0.636062043
