OID,FID_,X,Y,BCE_Tamaki
424,424,1765384.471031597,5913799.950091046,-9999.0
425,425,1765992.214643721,5913815.530828453,0.352854678
426,426,1765919.121591426,5913778.439878935,0.706290929
427,427,1766234.401187971,5913776.200745059,0.753246079
428,428,1764414.387939316,5913797.518093568,1.014430376
429,429,1764462.552150753,5913805.1046696,0.18489305
430,430,1764894.60997854,5913788.211565632,-0.477375006
431,431,1765393.746867717,5913780.678209137,-9999.0
432,432,1765726.373345961,5913772.496640193,0.37975759
433,433,1766255.691952427,5913763.530541072,1.856750008
434,434,1766295.101771922,5913761.119298027,0.051141111
435,435,1764430.298892998,5913792.225037613,0.696937499
436,436,1764482.226365201,5913786.234555477,0.173812499
437,437,1764838.39060782,5913779.332473547,-0.486125007
438,438,1765542.716015517,5913765.639610767,-9999.0
439,439,1766271.700528734,5913753.058160535,1.148255332
440,440,1764446.01693659,5913776.96534248,0.574249993
441,441,1764802.180566138,5913770.064696326,-0.360156246
442,442,1765406.458932822,5913758.322806205,0.411666701
443,443,1765503.21891628,5913755.613936715,2.017888908
444,444,1765699.267650189,5913762.216286547,-0.313999951
445,445,1766287.365018499,5913742.097658734,1.006370971
446,446,1766318.3004495,5913745.370819833,0.200020903
447,447,1764461.831378922,5913766.688920608,0.476875
448,448,1764773.974490147,5913760.641421019,-0.191875002
449,449,1765415.512098659,5913782.461068681,-9999.0
450,450,1765446.283318367,5913747.577054932,-9999.0
451,451,1766302.98452298,5913731.335507514,0.75913698
452,452,1766616.118739454,5913757.038970194,0.29200816
453,453,1764477.645783718,5913756.412467851,0.497999996
454,454,1764765.777799031,5913750.829816069,-0.036625003
455,455,1765524.459086586,5913746.386830763,-9999.0
456,456,1766311.293693739,5913722.925484582,0.921883705
457,457,1764485.456495688,5913746.290598185,0.653086421
458,458,1765920.118629961,5913728.895286639,1.285491339
459,459,1766326.66067914,5913717.075964388,0.504648442
460,460,1766365.733589445,5913709.683090832,0.27469091
461,461,1764501.270944362,5913736.014285041,0.450874996
462,462,1764513.550626325,5913756.427760518,0.181964484
463,463,1764681.782347178,5913732.513567388,-0.081983468
464,464,1764728.265161203,5913735.628004315,-0.052806604
465,465,1765426.635246607,5913720.817886035,-9999.0
466,466,1765541.939219724,5913725.772811319,-9999.0
467,467,1766342.575587015,5913701.024095571,0.829677417
468,468,1766394.134816485,5913699.156511966,0.248862497
469,469,1764509.081557838,5913725.892786326,0.512375001
470,470,1764557.10329657,5913724.962944833,0.190458336
471,471,1764616.622759772,5913724.022702744,0.036129032
472,472,1765437.503560471,5913707.866290448,-9999.0
473,473,1765861.113077237,5913699.607784211,0.699120006
474,474,1766358.153137497,5913695.320078306,0.710222227
475,475,1764524.895919554,5913715.616186431,0.448375007
476,476,1764576.919231547,5913714.608607175,0.188301888
477,477,1764644.877212039,5913717.934403616,0.234285712
478,478,1765417.315741884,5913703.044553416,-9999.0
479,479,1765564.7839086,5913695.416783335,-9999.0
480,480,1766374.073340073,5913680.559874104,1.205647058
481,481,1764540.806542838,5913710.32288231,0.422249994
482,482,1765423.373095918,5913689.064576669,-9999.0
483,483,1765445.119128855,5913687.776898589,-9999.0
484,484,1765933.182640977,5913678.460987598,1.203821419
485,485,1766533.598717494,5913665.785756182,0.561096158
486,486,1764564.670281773,5913697.0214225,0.62425532
487,487,1766413.46074627,5913663.881356381,0.611365456
488,488,1765940.857245306,5913653.18380065,0.999525003
489,489,1766453.323351536,5913644.939046301,0.599423071
490,490,1766469.415969392,5913628.56769223,1.616492289
491,491,1765601.452555848,5913664.271429081,-0.117141986
492,492,1765948.47152855,5913633.094220415,0.919006207
493,493,1765429.886904245,5913627.846207053,0.196307666
494,494,1765444.148804785,5913637.944212593,-9999.0
495,495,1765956.08577258,5913613.004631523,0.871687493
496,496,1766484.224074313,5913597.687103534,0.95982498
497,497,1765427.365189613,5913598.389405902,-9999.0
498,498,1765963.699977605,5913592.915033974,0.966224996
499,499,1766484.417863182,5913577.928660394,0.933428536
500,500,1765971.425686679,5913578.535474085,1.015000005
