OID,FID_,X,Y,BCE_Tauran
140,140,1860840.088148611,5847017.686445993,0.142087432
141,141,1860167.255147847,5847020.312664011,-0.387169805
142,142,1860207.399719871,5847037.998946428,-0.465348374
143,143,1860963.33379607,5846937.063738839,0.441905663
144,144,1860126.977265814,5846964.451296729,-0.312624143
145,145,1860885.36104607,5846859.675345528,0.166089741
146,146,1861281.789928754,5846807.593215249,0.185705882
147,147,1860913.27784573,5846803.302111964,0.270281439
148,148,1861058.099220257,5846789.38841223,0.620298536
149,149,1860079.066631733,5846837.337007872,-0.228804266
150,150,1860064.940591249,5846775.444873357,-0.099755854
151,151,1861330.150845583,5846736.200602376,0.164528815
152,152,1861342.074781873,5846716.330247746,0.231773582
153,153,1861357.893107867,5846695.146405654,0.213333334
154,154,1861370.159709512,5846680.874404371,0.181798076
155,155,1863763.582339967,5846599.437620817,0.346181815
156,156,1861399.457483793,5846630.701899858,0.252302704
157,157,1859994.16374226,5846705.501323284,0.070342928
158,158,1861410.414675201,5846613.660069831,0.252354426
159,159,1861418.204220102,5846603.227832682,0.252624998
160,160,1861433.329196109,5846583.728995009,0.267207551
161,161,1859589.069029432,5846608.807126392,0.78810639
162,162,1861502.559524277,5846491.009316057,0.192274512
163,163,1859827.908124991,5846593.281565327,0.055932998
164,164,1861509.633622794,5846481.534887158,0.16788889
165,165,1859721.793138786,5846517.09115489,-0.50367273
166,166,1861138.909701957,5846580.359865315,0.756242661
167,167,1861140.435484901,5846372.657190987,0.722518962
168,168,1861132.178636726,5846362.937077028,0.981875017
169,169,1859060.119116368,5846397.814906714,0.877336958
170,170,1859249.680077727,5846517.777299371,0.869978341
171,171,1861796.518925027,5846122.497374997,0.138890322
172,172,1861885.985791834,5846059.802851403,0.024899999
173,173,1860916.934635291,5846083.721700794,0.516505745
174,174,1861899.015324223,5846052.739333522,0.037582978
175,175,1862227.24128893,5846039.067139757,-0.093174995
176,176,1860871.098118408,5846076.037964417,0.327636841
177,177,1861913.159684669,5846038.987934055,0.095749999
178,178,1862214.76077343,5846029.634576946,-0.042223678
179,179,1861968.13569853,5846017.296823982,0.101610064
180,180,1862111.10408745,5846012.799708164,-0.2247875
181,181,1861983.236403956,5846003.321624092,0.233882657
182,182,1862047.121067627,5845991.596929429,0.150436502
183,183,1862342.552475903,5845922.139052373,-0.315653729
184,184,1860562.369849967,5845941.71986986,-0.026820513
185,185,1862349.618048576,5845885.513048798,-0.293142864
186,186,1860540.185014291,5845919.843957661,-0.003587274
187,187,1862364.087268151,5845845.346092165,-0.334833332
