OID,FID_,X,Y,BCE_Peloro
11606,11606,1670555.683484326,5433777.825967614,-0.827000052
11607,11607,1667155.941425752,5433803.119908061,-0.670605269
11608,11608,1674310.37604722,5433733.416575562,-0.516119972
11609,11609,1670358.852615722,5433759.569599601,-9999.0
11610,11610,1670533.916539744,5433760.9071664,-0.539263948
11611,11611,1674295.118791363,5433713.625351862,-0.264196078
11612,11612,1670275.768648831,5433740.649840741,-0.213666641
11613,11613,1667176.694778119,5433778.437594421,-0.825369651
11614,11614,1670286.729488251,5433733.678962728,-0.179559989
11615,11615,1670508.777785554,5433732.259393732,-0.988000095
11616,11616,1674227.023957944,5433694.577436954,-0.912672141
11617,11617,1674272.334783162,5433693.910876814,-0.310730768
11618,11618,1670234.318000838,5433730.207279725,-0.680573576
11619,11619,1670305.450255276,5433723.524893497,-0.244464891
11620,11620,1674196.283968466,5433688.361842858,-0.795701589
11621,11621,1670173.292069173,5433710.078743758,-9999.0
11622,11622,1670185.278931732,5433713.52451974,-9999.0
11623,11623,1674230.584036789,5433674.594222799,-0.241075898
11624,11624,1674172.33266538,5433670.866039624,-0.725396234
11625,11625,1670162.205573329,5433694.910202315,-0.904666672
11626,11626,1670332.214591073,5433713.647655575,-0.721386531
11627,11627,1674151.349384591,5433655.454684287,-0.674542854
11628,11628,1674184.817111152,5433654.532637724,-0.253313738
11629,11629,1667740.218478724,5433758.861713063,-0.295523268
11630,11630,1670154.490747522,5433680.075340531,-0.832861092
11631,11631,1674132.199794614,5433636.562392007,-0.644845884
11632,11632,1674159.057955486,5433629.919843093,0.025883493
11633,11633,1674192.952175898,5433627.305114543,0.459306987
11634,11634,1667787.086378417,5433677.939945209,-0.557716783
11635,11635,1667854.598310844,5433673.154944922,-0.083277776
11636,11636,1674196.156033023,5433605.335496845,0.432377364
11637,11637,1667830.688499225,5433664.626153159,-0.363004768
11638,11638,1670141.946723422,5433650.776040268,-0.765185138
11639,11639,1674182.082386803,5433594.3951074,0.446727278
11640,11640,1670131.373071064,5433625.470335547,-0.804857084
11641,11641,1667889.354891461,5433651.146051165,0.210648716
11642,11642,1674082.789127959,5433575.637719013,-0.661392157
11643,11643,1674090.229159301,5433567.043023961,-0.405391303
11644,11644,1674173.094813901,5433569.309062022,0.778647058
11645,11645,1667876.939104441,5433626.889205794,-0.669636148
11646,11646,1670116.079573444,5433600.684305894,-0.856000057
11647,11647,1674157.860489271,5433555.653825356,0.868175021
11648,11648,1668098.886443122,5433603.74639176,-0.422573781
11649,11649,1667202.338642932,5433678.490450925,-0.862482173
11650,11650,1667952.485707207,5433591.622427611,-0.112000003
11651,11651,1667202.933102218,5433593.24830164,-9999.0
11652,11652,1668063.692551316,5433588.332592203,-0.125283551
11653,11653,1674074.965447608,5433546.524218378,-0.627502565
11654,11654,1674156.93552126,5433536.006428393,0.84662904
11655,11655,1667944.213937963,5433576.395409464,-0.600900014
11656,11656,1667991.603873983,5433577.58597823,-0.026050524
11657,11657,1668023.25034025,5433576.384658546,-0.708509807
11658,11658,1670107.833107213,5433568.040739946,-0.8519032
11659,11659,1667986.538460432,5433556.56844628,-0.837798488
11660,11660,1669982.454057811,5433543.848851043,-0.759586201
11661,11661,1668124.748357145,5433549.282002853,-0.991199994
11662,11662,1667185.615301043,5433550.910928709,-0.922910742
11663,11663,1674063.016058736,5433481.818305812,-0.521432787
11664,11664,1667166.658516765,5433532.43264536,-0.788833352
11665,11665,1667163.043353611,5433514.123040131,-0.606688304
11666,11666,1674006.21169097,5433447.488822921,-0.748914798
11667,11667,1668130.622493389,5433495.203246701,0.051846188
11668,11668,1669832.992745267,5433494.82941171,-0.42960176
11669,11669,1667186.893836834,5433479.956431282,-0.741929522
11670,11670,1668134.63366278,5433460.446055302,-0.097166612
11671,11671,1669715.310082409,5433425.046594128,-9999.0
11672,11672,1667194.175964658,5433443.525935424,-0.928454497
11673,11673,1669598.427898128,5433416.375523596,-9999.0
11674,11674,1674085.102071943,5433499.269596249,0.017431009
11675,11675,1673766.497768722,5433376.367253385,-0.651427297
11676,11676,1673971.531541346,5433368.053638505,0.157526664
11677,11677,1668157.762246198,5433414.804343429,-0.315333287
11678,11678,1673610.155558866,5433361.395453081,-9999.0
11679,11679,1673715.5298171,5433360.676689665,-0.603561595
11680,11680,1673837.931372925,5433364.167318558,-0.562235025
11681,11681,1673960.140496364,5433358.195914053,0.006275001
11682,11682,1667169.701996299,5433418.025860154,-0.493721527
11683,11683,1673598.768537733,5433351.884516322,-0.660631569
11684,11684,1673704.139139206,5433350.818569306,-0.556933388
11685,11685,1668171.941575077,5433394.543328678,0.058324373
11686,11686,1673583.614805034,5433342.064248006,-0.444028561
11687,11687,1673568.461114092,5433332.243942694,-0.140875003
11688,11688,1673628.72314584,5433336.621479926,-0.821916689
11689,11689,1669575.476782088,5433378.236382017,-9999.0
11690,11690,1668389.871950281,5433359.174496144,-0.968333344
11691,11691,1673533.000285645,5433318.836816077,-0.545508616
11692,11692,1669579.207315668,5433346.52832838,-9999.0
11693,11693,1673282.147552541,5433304.483944191,-9999.0
11694,11694,1673432.043951344,5433310.618139044,-0.512137152
11695,11695,1673502.117851199,5433308.2957335,-0.472691546
11696,11696,1668284.398223683,5433343.122247813,-0.800470589
11697,11697,1673349.792148447,5433294.556427795,-0.676022363
11698,11698,1668333.754710678,5433333.972371335,-0.969799995
11699,11699,1673274.477900706,5433290.328225944,0.187934948
11700,11700,1668308.345714959,5433336.147750537,-0.650469939
11701,11701,1669533.863207371,5433311.112183127,-0.871090856
11702,11702,1673251.423564074,5433271.219921286,-0.320666687
11703,11703,1673227.161869141,5433260.14706144,-0.406005476
11704,11704,1667153.159721219,5433317.276515302,-0.901351052
11705,11705,1669488.176500893,5433272.597859603,-0.783789453
11706,11706,1673187.29656832,5433241.421665574,-0.433854332
11707,11707,1667164.926197769,5433281.104013722,-0.949000001
11708,11708,1669386.380894144,5433253.622128252,-0.437000024
11709,11709,1673162.980381107,5433223.869176948,-0.096452376
11710,11710,1673145.677400299,5433206.849266842,-0.030771415
11711,11711,1669310.927873472,5433234.394236051,-0.609333295
11712,11712,1673138.050900673,5433196.952458734,0.196936724
11713,11713,1669156.442501707,5433215.189527488,-0.54917388
11714,11714,1669231.712130648,5433215.201355945,-0.803615391
11715,11715,1673120.61512822,5433183.993021046,-0.395637134
11716,11716,1667176.994626042,5433229.464236634,-0.835818143
11717,11717,1673085.170631443,5433149.701616029,0.082305524
11718,11718,1668952.802660433,5433167.626273979,-0.95600003
11719,11719,1668930.000308005,5433148.251151919,-9999.0
11720,11720,1668907.334202023,5433139.219645712,-0.879142812
11721,11721,1667189.919790374,5433171.931765849,-0.969333291
11722,11722,1673098.860687206,5433067.223591063,-0.872545416
11723,11723,1667212.605810928,5433121.66255945,-9999.0
11724,11724,1667205.948911078,5433104.531370104,-0.941666623
11725,11725,1673128.721006693,5433027.403396074,-0.932916639
11726,11726,1667235.627125113,5433074.542103346,-9999.0
11727,11727,1667243.119003719,5433054.321872522,-9999.0
11728,11728,1673128.882479037,5433011.035883107,-0.746550992
11729,11729,1673089.914663565,5432962.77009379,-9999.0
11730,11730,1667258.546346466,5433008.033834772,-0.937052592
11731,11731,1673081.108407639,5432928.643973701,-0.886285735
11732,11732,1673067.261583819,5432908.638366515,-0.811999977
11733,11733,1667275.804483825,5432951.556098422,-0.982999951
11734,11734,1667294.695321527,5432934.166223091,-0.90199995
11735,11735,1667309.106259953,5432924.059731015,-9999.0
11736,11736,1673058.759473668,5432866.998238957,-0.780085725
11737,11737,1673041.911172785,5432830.612885109,-0.959499955
11738,11738,1667308.036668451,5432886.305606451,-0.839749952
11739,11739,1667349.562190502,5432833.323580186,-0.714199951
11740,11740,1665347.854673209,5432796.964594606,-0.508000023
11741,11741,1665366.696362507,5432797.954002986,-0.26971429
11742,11742,1667386.582288891,5432790.111041748,-9999.0
11743,11743,1665253.923492261,5432790.577435324,-0.5132353
11744,11744,1665287.740032422,5432792.821657361,-0.648643107
11745,11745,1667405.957178364,5432773.769189417,-9999.0
11746,11746,1667985.443286263,5432768.380021482,-9999.0
11747,11747,1665246.116218307,5432783.271337774,-0.607075011
11748,11748,1667967.087957491,5432758.95474599,-9999.0
11749,11749,1672339.747629834,5432724.210006555,-0.649295756
11750,11750,1672964.213851754,5432710.579968667,-9999.0
11751,11751,1665230.975300427,5432773.43383632,-0.084425
11752,11752,1667985.25700695,5432748.435203305,-9999.0
11753,11753,1672331.139667586,5432706.528271173,-0.027485707
11754,11754,1672387.154753578,5432734.6355972,-0.332261302
11755,11755,1664783.505564411,5432768.037932656,-0.818950486
11756,11756,1664809.347229253,5432767.806215784,-0.800978263
11757,11757,1667405.776849437,5432751.951230435,-9999.0
11758,11758,1665219.511062812,5432753.937534309,-0.872124965
11759,11759,1665423.141248213,5432772.193839839,-0.091815531
11760,11760,1672312.532415577,5432686.581767474,-0.364119388
11761,11761,1664726.483021124,5432748.017715432,-0.678528576
11762,11762,1667414.266965253,5432731.380579251,-9999.0
11763,11763,1665166.649178514,5432734.117205257,-0.912190446
11764,11764,1665452.987601769,5432744.123861409,-0.536666647
11765,11765,1664891.871354502,5432726.598806023,-0.863809481
11766,11766,1672385.716877147,5432674.186779217,-0.676153842
11767,11767,1665034.688207844,5432706.105031576,-0.953333338
11768,11768,1665437.541634116,5432706.28872794,-0.877999991
11769,11769,1668007.18212912,5432678.417432657,-9999.0
11770,11770,1672296.969099902,5432642.056398323,-0.496516687
11771,11771,1668417.791459517,5432664.972838894,-9999.0
11772,11772,1672838.587509736,5432621.700690574,-0.973999947
11773,11773,1668276.002683232,5432655.749773616,-9999.0
11774,11774,1672281.684760763,5432617.142731278,-0.290452824
11775,11775,1672988.036280334,5432655.551792524,-0.272367408
11776,11776,1667427.447831966,5432683.349183593,-9999.0
11777,11777,1668255.249760424,5432646.175651076,-9999.0
11778,11778,1668285.652380063,5432645.481437137,-9999.0
11779,11779,1672397.21278308,5432624.237320366,-9999.0
11780,11780,1673000.291143653,5432599.609745034,0.318961164
11781,11781,1664718.290613417,5432749.009334391,-0.333675494
11782,11782,1667335.995062479,5432640.376296052,-9999.0
11783,11783,1667359.688143482,5432638.554712034,-9999.0
11784,11784,1672269.466431896,5432603.315634499,-0.462848004
11785,11785,1672940.0345847,5432590.559975531,0.357983221
11786,11786,1665169.691252451,5432653.577165981,-9999.0
11787,11787,1668312.057396302,5432626.072747796,-9999.0
11788,11788,1668428.15271095,5432624.60567345,-9999.0
11789,11789,1670748.286739482,5432603.776299603,-0.735058821
11790,11790,1672836.169479682,5432594.047968595,-0.587229248
11791,11791,1672984.737471538,5432585.96332671,0.47734944
11792,11792,1668360.328191712,5432615.269680786,-9999.0
11793,11793,1668379.015826632,5432638.518811203,-9999.0
11794,11794,1672909.728621321,5432570.569371611,0.42555238
11795,11795,1672958.492869411,5432570.641039453,0.80436539
11796,11796,1667953.053735729,5432618.169300208,-9999.0
11797,11797,1668269.926968699,5432606.14484813,-9999.0
11798,11798,1670778.242172513,5432590.767818725,-0.707605223
11799,11799,1672928.446319664,5432560.755808816,0.755085698
11800,11800,1665340.890342397,5432623.720007727,-9999.0
11801,11801,1667260.452435632,5432611.764870174,-0.805290893
11802,11802,1670665.888370685,5432590.575078728,-0.765437457
11803,11803,1670792.407935693,5432573.282485166,-9999.0
11804,11804,1672250.085060766,5432567.187161439,-0.379014505
11805,11805,1664702.603362112,5432618.783123204,-9999.0
11806,11806,1667238.881575747,5432595.591229356,-0.630537267
11807,11807,1667925.347974613,5432602.836596192,-9999.0
11808,11808,1668269.739900288,5432586.200022824,-9999.0
11809,11809,1670610.047598422,5432564.348683944,-0.713586164
11810,11810,1664732.617072213,5432608.543075914,-0.869803888
11811,11811,1666013.219824294,5432598.779907831,-0.188647723
11812,11812,1666064.862340432,5432596.696675396,-0.487712232
11813,11813,1667224.610147833,5432585.261095697,-0.730950006
11814,11814,1672898.517094267,5432629.567296234,-0.40877811
11815,11815,1664709.951647703,5432598.771424113,-0.911865379
11816,11816,1664905.525758622,5432614.223381503,-9999.0
11817,11817,1666093.983988225,5432583.102027925,-0.479037034
11818,11818,1670591.756943778,5432551.97613885,-0.572656253
11819,11819,1670817.164423889,5432546.696519384,-0.889199948
11820,11820,1665996.639274166,5432577.527411464,-0.866065577
11821,11821,1666113.96575567,5432571.303993282,-9999.0
11822,11822,1668216.930212507,5432556.570754323,-9999.0
11823,11823,1670578.789886829,5432536.059398765,-0.411675682
11824,11824,1668582.246809715,5432542.49894556,-9999.0
11825,11825,1672393.190063876,5432521.527966498,-9999.0
11826,11826,1665981.930378066,5432556.860961382,-9999.0
11827,11827,1667207.060731896,5432554.110908484,-0.520800505
11828,11828,1670564.352511739,5432521.783583253,-0.560494837
11829,11829,1672217.277956602,5432501.751532615,-9999.0
11830,11830,1672858.424547432,5432500.27604682,0.049022223
11831,11831,1665973.631888301,5432546.545316461,-9999.0
11832,11832,1670555.580718409,5432505.827801961,-0.856374945
11833,11833,1672826.051890824,5432481.993575437,-0.752982906
11834,11834,1665454.11278594,5432546.891320111,-0.987333298
11835,11835,1665961.406621035,5432534.147586253,-9999.0
11836,11836,1666003.589713038,5432541.503515746,-9999.0
11837,11837,1666056.578080465,5432536.808869855,-0.985000014
11838,11838,1667175.980492834,5432529.112242249,-0.40293301
11839,11839,1668190.434086797,5432554.682933103,-9999.0
11840,11840,1670546.498695402,5432494.257787345,-0.857199967
11841,11841,1672807.130959221,5432471.482208268,-0.429361708
11842,11842,1668239.587676701,5432527.376013216,-9999.0
11843,11843,1668276.517147097,5432506.350126309,-9999.0
11844,11844,1670832.61881126,5432510.642046785,-0.855282
11845,11845,1672795.750167548,5432462.34983975,-0.139513349
11846,11846,1670842.776062505,5432471.647023068,-9999.0
11847,11847,1672174.007852733,5432462.858953694,-0.573928082
11848,11848,1672453.706249008,5432453.58424192,-0.826596222
11849,11849,1672769.69030488,5432451.175856781,-0.312725456
11850,11850,1664746.836041349,5432497.779783968,-0.997999966
11851,11851,1665476.290662634,5432496.175183735,-0.618799951
11852,11852,1667168.696301379,5432489.604287821,-0.922741957
11853,11853,1670518.796694939,5432447.082217417,-9999.0
11854,11854,1672151.87165795,5432423.880743677,0.405654059
11855,11855,1672727.571892189,5432418.150978989,-0.647032253
11856,11856,1665017.431427209,5432476.352990014,-9999.0
11857,11857,1672460.458026935,5432412.346313693,0.025911394
11858,11858,1672686.03228925,5432403.605784911,-0.815059641
11859,11859,1667154.765767045,5432451.755532479,-0.728176457
11860,11860,1667277.849655082,5432471.256297051,-9999.0
11861,11861,1672492.562030015,5432399.847355736,0.029232956
11862,11862,1672667.119028097,5432393.821217082,-0.401300013
11863,11863,1665068.845019719,5432456.648373446,-9999.0
11864,11864,1670470.85431424,5432409.49579057,-9999.0
11865,11865,1672531.152989911,5432391.369539805,-0.464297394
11866,11866,1672558.259447496,5432389.504989506,-0.796024489
11867,11867,1672595.577348392,5432389.548404664,-0.587698041
11868,11868,1667131.005465411,5432430.952123769,-0.640715415
11869,11869,1664974.592004718,5432445.54007818,-9999.0
11870,11870,1667492.937693156,5432413.925601576,-9999.0
11871,11871,1670441.847740985,5432388.842112616,-9999.0
11872,11872,1672136.825794812,5432369.17611811,-9999.0
11873,11873,1664713.321494891,5432446.448596278,-0.764556092
11874,11874,1667049.109239664,5432406.518809674,-0.91633331
11875,11875,1668476.668758407,5432602.221146373,-0.889113878
11876,11876,1670427.203206138,5432377.257738058,-0.961333374
11877,11877,1664543.506533571,5432533.611296329,-0.560052086
11878,11878,1666980.244834739,5432395.449881751,-0.774729743
11879,11879,1670852.203698488,5432397.846808293,-0.505997388
11880,11880,1672143.597124333,5432359.164829662,-0.960599977
11881,11881,1665009.870610639,5432424.537257506,-9999.0
11882,11882,1667312.05089265,5432385.680940611,-9999.0
11883,11883,1670410.852419981,5432359.184659251,-0.553062487
11884,11884,1672143.142287249,5432339.224729415,-0.742136314
11885,11885,1664648.169850656,5432404.638730694,-0.918160859
11886,11886,1664809.449360471,5432405.217227342,-0.928331449
11887,11887,1670834.537565198,5432342.073393875,-0.781304322
11888,11888,1664625.454436658,5432389.153467425,-0.971352959
11889,11889,1664798.544220845,5432388.341718351,-0.898871417
11890,11890,1665317.644226821,5432383.906179838,-9999.0
11891,11891,1667593.383987317,5432510.169500029,-0.961830277
11892,11892,1666939.291618052,5432354.128493589,-9999.0
11893,11893,1664462.059450026,5432428.131469648,-0.567005623
11894,11894,1664828.948714653,5432372.588486534,-0.902370365
11895,11895,1670383.636662622,5432320.815115618,-0.782075009
11896,11896,1670848.748392062,5432312.01496109,-0.85621052
11897,11897,1672142.224840279,5432299.358668531,-0.918666641
11898,11898,1666929.566926893,5432337.25616006,-9999.0
11899,11899,1664448.261675381,5432351.559119025,-0.941764653
11900,11900,1667092.047155696,5432340.715086949,-9999.0
11901,11901,1670373.518841618,5432297.700590185,-9999.0
11902,11902,1664433.122750289,5432341.719974265,-0.574288852
11903,11903,1664798.144689396,5432343.46590618,-0.893406429
11904,11904,1664421.746516023,5432331.847496532,-0.497371435
11905,11905,1667006.04852406,5432317.424637736,-9999.0
11906,11906,1670364.23272744,5432279.376248702,-9999.0
11907,11907,1670870.000761352,5432295.498765469,-0.668195949
11908,11908,1664414.132957145,5432321.941699401,-0.520999954
11909,11909,1666915.76730106,5432307.511244914,-0.693261549
11910,11910,1670885.792420459,5432251.814022515,-0.930500016
11911,11911,1672127.516265291,5432244.600742992,-0.796779026
11912,11912,1670900.74586642,5432241.694990187,-9999.0
11913,11913,1664368.716629367,5432292.423960996,-9999.0
11914,11914,1666897.250342568,5432274.608386732,-0.694314272
11915,11915,1672115.773676317,5432225.103036146,-0.717436868
11916,11916,1664342.015132814,5432277.900401236,-9999.0
11917,11917,1670917.540877794,5432228.141802319,-9999.0
11918,11918,1672104.594546776,5432209.92092368,-0.884222216
11919,11919,1670174.263927029,5432218.468535673,-9999.0
11920,11920,1670200.455761875,5432218.76785748,-9999.0
11921,11921,1665004.73582304,5432257.432583326,-9999.0
11922,11922,1665354.106918386,5432253.927126453,-9999.0
11923,11923,1666879.144580732,5432247.128358776,-0.714016686
11924,11924,1670302.56110358,5432221.371222254,-0.829272091
11925,11925,1665313.180754006,5432244.697896421,-9999.0
11926,11926,1670170.462253956,5432198.701333948,-0.401134614
11927,11927,1670937.934897107,5432196.452417554,-0.642769221
11928,11928,1672072.028104503,5432184.667455717,-0.560383312
11929,11929,1664865.728804577,5432249.770970106,-9999.0
11930,11930,1664932.516126072,5432237.754281646,-9999.0
11931,11931,1666840.310281398,5432220.626012,-0.82442855
11932,11932,1670250.537449911,5432202.739547789,-9999.0
11933,11933,1672051.522741528,5432170.552884954,-0.304685708
11934,11934,1665011.315728018,5432232.168100885,-9999.0
11935,11935,1670150.904578186,5432178.566569164,-0.089564348
11936,11936,1670970.396991578,5432177.920956297,-0.750566637
11937,11937,1672013.797919573,5432160.95285012,-9999.0
11938,11938,1664146.028092081,5432215.656871614,-9999.0
11939,11939,1670177.221072521,5432176.607124038,0.194021681
11940,11940,1672032.512263261,5432150.79424287,-0.43049999
11941,11941,1666795.358580104,5432192.031745681,-9999.0
11942,11942,1670132.451691291,5432159.174308699,-0.376019239
11943,11943,1670151.251733385,5432159.404819219,0.495688685
11944,11944,1670983.182629366,5432164.188482814,-9999.0
11945,11945,1670047.366922501,5432160.629832702,-0.911173862
11946,11946,1671973.193064535,5432137.88966054,-0.474943616
11947,11947,1664098.639697521,5432200.619245888,-0.391774537
11948,11948,1664969.871554336,5432190.090405826,-9999.0
11949,11949,1668152.43850385,5432152.688494816,-9999.0
11950,11950,1671659.628865092,5432115.308964279,-9999.0
11951,11951,1671678.438041226,5432114.7438878,-9999.0
11952,11952,1671727.348200579,5432113.914589955,-9999.0
11953,11953,1669927.285334355,5432124.062906335,-0.904499948
11954,11954,1670998.571515852,5432126.130878528,-9999.0
11955,11955,1671757.357707161,5432104.372621218,-9999.0
11956,11956,1671880.058859811,5432115.397213328,-0.393953987
11957,11957,1671571.817290701,5432114.643582039,-0.152544237
11958,11958,1671802.284977544,5432093.126586752,-0.655153881
11959,11959,1671825.026674333,5432095.119137581,-0.570333346
11960,11960,1671015.976819858,5432095.957521234,-0.711906943
11961,11961,1671553.975236459,5432085.701095231,-0.636090911
11962,11962,1664054.966803259,5432162.969636035,0.064839086
11963,11963,1665390.657845542,5432133.92025819,-0.915576923
11964,11964,1663991.672185609,5432135.946817084,-0.82319996
11965,11965,1665421.610784179,5432139.782342144,-0.886850847
11966,11966,1665507.759328556,5432123.270522131,-0.800633665
11967,11967,1669687.033787139,5432097.579812193,-0.757768473
11968,11968,1671032.539540656,5432078.082739828,-9999.0
11969,11969,1663975.918874076,5432126.335299245,-0.475705865
11970,11970,1665379.743097831,5432114.448481725,-0.849465342
11971,11971,1669615.828539841,5432082.740864028,-0.123497964
11972,11972,1669736.941942428,5432073.8117203,-9999.0
11973,11973,1665435.843235812,5432103.594476223,-0.791722229
11974,11974,1669770.136535319,5432063.127844206,-9999.0
11975,11975,1669890.92102516,5432103.116272447,-0.545288119
11976,11976,1671049.443840406,5432055.054336014,-0.578519675
11977,11977,1663968.212575955,5432106.464792757,-9999.0
11978,11978,1665277.423458107,5432095.043951947,-0.874076941
11979,11979,1665333.628038237,5432102.345616453,-0.834483706
11980,11980,1665419.000236989,5432098.398132081,-0.796453579
11981,11981,1669586.711724836,5432066.407804597,-0.50059289
11982,11982,1669788.399076245,5432056.33256439,-9999.0
11983,11983,1669517.730092734,5432049.026818023,-0.759312484
11984,11984,1663952.899551409,5432076.679849495,-9999.0
11985,11985,1669469.746941195,5432035.535727916,-9999.0
11986,11986,1671077.679372714,5432026.588431528,-0.471205257
11987,11987,1664784.326715577,5432059.352819646,-9999.0
11988,11988,1664803.139270516,5432059.185329194,-9999.0
11989,11989,1671582.983635349,5431995.918315411,-9999.0
11990,11990,1671094.020978452,5431990.717564841,-0.939599955
11991,11991,1671116.445488329,5431980.282522298,-9999.0
11992,11992,1666014.522216355,5432020.864152831,-9999.0
11993,11993,1669261.421058591,5431988.211055625,-0.886187509
11994,11994,1669376.195682324,5431990.59064111,-0.615836472
11995,11995,1669042.735847169,5431994.79402489,-9999.0
11996,11996,1669108.042829508,5431978.107028402,-0.899999976
11997,11997,1671121.689359311,5431954.064878346,-0.69826584
11998,11998,1671371.85290089,5431948.066484652,-9999.0
11999,11999,1665864.828068933,5431990.548318932,-9999.0
12000,12000,1669130.993273994,5431963.192775734,-9999.0
12001,12001,1671255.493659362,5431946.650183116,-0.785490611
12002,12002,1671550.216473463,5431938.776957401,-0.918642857
12003,12003,1663914.862112626,5431996.923295975,-0.860999969
12004,12004,1664110.072302659,5431995.716052423,-0.981999934
12005,12005,1667782.249506738,5431962.439335887,-9999.0
12006,12006,1668756.87848347,5431952.744280946,-9999.0
12007,12007,1671146.106841703,5431935.112359164,-0.841659854
12008,12008,1671236.357717028,5431929.24277413,-0.579257137
12009,12009,1671330.42323246,5431928.668747158,-0.973230793
12010,12010,1671543.04253826,5431928.134745589,-0.920125025
12011,12011,1665870.820469709,5431970.018449347,-9999.0
12012,12012,1668745.624036055,5431947.273687256,-9999.0
12013,12013,1668850.765683484,5431958.562757745,-0.752596286
12014,12014,1669190.219459013,5431967.977820485,-0.517396751
12015,12015,1671273.73502224,5431919.107936021,-0.251686276
12016,12016,1671529.73349345,5431916.391638304,-0.942085708
12017,12017,1663906.983993241,5431977.220581779,-0.378499954
12018,12018,1668609.956986011,5431934.531690458,-0.286456129
12019,12019,1668668.846651229,5431948.66916539,-0.901874948
12020,12020,1671168.486703464,5431914.946758432,-0.784491227
12021,12021,1671292.599588694,5431908.745216178,-0.140200006
12022,12022,1671522.110522933,5431906.493163319,-0.847805201
12023,12023,1665238.542889815,5431955.358571533,-9999.0
12024,12024,1668594.813106304,5431924.701140963,-0.424757596
12025,12025,1671196.332003934,5431903.988609954,-0.624458016
12026,12026,1671253.085852926,5431902.836058611,-0.139121918
12027,12027,1671514.48757289,5431896.59468046,-0.750285717
12028,12028,1663892.421783907,5431956.567043889,-0.755225762
12029,12029,1663913.977232365,5431963.991403007,-9999.0
12030,12030,1665599.65286158,5431942.548207746,-9999.0
12031,12031,1667758.994615551,5431926.976730348,-9999.0
12032,12032,1668584.681273191,5431914.419688377,-0.167875021
12033,12033,1671503.040694708,5431886.774468939,-0.471046988
12034,12034,1667736.635638345,5431912.997624938,-9999.0
12035,12035,1671420.486508651,5431892.342463633,-0.764489299
12036,12036,1663549.661764376,5431940.092514644,-9999.0
12037,12037,1663885.356376437,5431937.354176466,-9999.0
12038,12038,1665039.611953494,5432158.127684838,-0.586044438
12039,12039,1664816.795762404,5431919.643432786,-9999.0
12040,12040,1664979.043647943,5431908.59989169,-9999.0
12041,12041,1665009.143757213,5431917.958226124,-9999.0
12042,12042,1666915.962419437,5431870.723912191,-9999.0
12043,12043,1667027.220698559,5431876.31637206,-9999.0
12044,12044,1667115.999398731,5431875.397474083,-9999.0
12045,12045,1667150.743183295,5431877.855903067,-9999.0
12046,12046,1667126.716302308,5431858.605092885,-9999.0
12047,12047,1667118.945725224,5431848.498968511,-9999.0
12048,12048,1667848.782793659,5431928.553005768,-9999.0
12049,12049,1667051.042229263,5431829.587478023,-9999.0
12050,12050,1666697.284684628,5431822.865179215,-9999.0
12051,12051,1666712.334286105,5431822.727226385,-9999.0
12052,12052,1668530.087998814,5431808.864323183,-0.465746738
12053,12053,1665914.584551614,5431799.872696213,-9999.0
12054,12054,1665929.48407206,5431799.94224877,-9999.0
12055,12055,1665948.848084698,5431800.143374456,-9999.0
12056,12056,1666523.940777857,5431794.532144575,-9999.0
12057,12057,1665778.898580136,5431791.3317753,-9999.0
12058,12058,1667261.276094943,5431777.780959682,-9999.0
12059,12059,1664970.450348246,5431788.998134187,-9999.0
12060,12060,1665184.503561128,5431786.502732194,-9999.0
12061,12061,1665222.127285045,5431786.165564636,-0.675883727
12062,12062,1664891.103298518,5431779.356342039,-9999.0
12063,12063,1665176.889496434,5431776.597719213,-9999.0
12064,12064,1665191.938965073,5431776.462909723,-0.376315782
12065,12065,1665270.778638686,5431782.998154137,-0.800399956
12066,12066,1668491.647403751,5431757.3661759,-0.357285715
12067,12067,1665169.205122911,5431767.312083255,-0.833636316
12068,12068,1668464.606922414,5431736.614689548,-0.457487978
12069,12069,1663762.058685476,5431768.458849587,-9999.0
12070,12070,1664872.004425033,5431764.362287008,-9999.0
12071,12071,1665136.664787161,5431760.176850249,-9999.0
12072,12072,1665301.42180539,5431762.70809292,-0.793571379
12073,12073,1665842.889264333,5431793.767615038,-9999.0
12074,12074,1666916.805088285,5431742.435834873,-0.951545951
12075,12075,1666988.650672696,5431745.226142639,-9999.0
12076,12076,1668449.963339186,5431726.598894516,-0.685111061
12077,12077,1663743.165927127,5431759.3783923,-0.740196066
12078,12078,1663780.787178152,5431759.050368036,-0.452648636
12079,12079,1664496.806717513,5431765.752145882,-9999.0
12080,12080,1664845.534608065,5431749.638406065,-9999.0
12081,12081,1664961.891436795,5431753.895612722,-9999.0
12082,12082,1664980.829215535,5431748.636037079,-9999.0
12083,12083,1665078.793890181,5431746.828824889,-9999.0
12084,12084,1665109.12967661,5431750.796443286,-9999.0
12085,12085,1665338.402662367,5431745.22963879,-0.890399957
12086,12086,1663696.915166109,5431763.214428012,-0.749836704
12087,12087,1663716.742159428,5431749.636651136,-0.284828941
12088,12088,1664465.424089773,5431751.445229721,-0.610435467
12089,12089,1664818.48187989,5431738.763448747,-9999.0
12090,12090,1665071.186513999,5431737.65085886,-9999.0
12091,12091,1665085.912964971,5431738.078875915,-9999.0
12092,12092,1665372.174240841,5431734.953108127,-0.887999942
12093,12093,1667219.907220607,5431717.453517085,-9999.0
