OID,FID_,X,Y,BCE_Aotea_
55,55,1762081.166756897,5798276.08511826,1.795909083
56,56,1762138.713584727,5798286.206022763,0.654280903
57,57,1763801.702988966,5798242.827084302,0.816392841
58,58,1762096.668648656,5798266.598460682,0.797589744
59,59,1763781.291815564,5798223.758668882,0.848287038
60,60,1762063.374785796,5798257.062899515,1.081269445
61,61,1763769.522233001,5798213.13906939,0.862000005
62,62,1763753.544145865,5798203.902132539,0.886796293
63,63,1763697.691755663,5798175.103022294,0.947785707
64,64,1762024.409429888,5798198.432702235,0.783767847
65,65,1762015.99184175,5798188.211774738,0.80494546
66,66,1763587.1624968,5798060.105424216,0.764723705
67,67,1763536.42828871,5798008.384750255,0.502019227
68,68,1763511.994551786,5797984.300832883,0.453248548
69,69,1761993.100176924,5797999.987379058,0.429906544
70,70,1763470.57865134,5797967.645974487,0.406604558
71,71,1761969.025946997,5797980.519774262,0.413749999
72,72,1761944.287601061,5797971.128225041,0.439990751
73,73,1761676.690677123,5797966.664336325,0.81782935
74,74,1763223.651001291,5797934.385071396,0.351422017
75,75,1763333.749839007,5797930.421122006,0.629228064
76,76,1761913.232481828,5797956.504569623,0.451256406
77,77,1763190.802907042,5797926.743088508,0.319999999
78,78,1763266.275807415,5797924.445464655,0.353200003
79,79,1763409.845183803,5797939.564211123,0.302110389
80,80,1763312.288627632,5797913.072160615,0.321076467
81,81,1762634.030168366,5797897.147880193,0.132321429
82,82,1761620.254707429,5797928.158698918,0.822651166
83,83,1763003.065974983,5797870.522405319,0.401037383
84,84,1763093.544822044,5797897.268531585,0.409970634
85,85,1761557.530764854,5797887.447693481,0.888365439
86,86,1761524.218858449,5797869.063378238,0.944962515
87,87,1761472.717255836,5797860.107845031,1.142950019
88,88,1761512.758038209,5797859.31755695,0.933693883
89,89,1762925.283746186,5797857.730790761,0.518787041
90,90,1762870.87723206,5797821.515120079,0.187604939
91,91,1764645.693883324,5797787.110326329,0.585509434
92,92,1764637.273267969,5797776.891995309,0.541150946
93,93,1761494.035414167,5797740.022395778,0.646224994
94,94,1761462.590774144,5797689.326082427,0.453791734
95,95,1761410.210796625,5797672.456398647,0.457500005
96,96,1761367.876738783,5797663.786838416,0.538874996
97,97,1761332.881974138,5797649.480275034,0.569427215
98,98,1761219.996340805,5797636.318588058,0.601235836
99,99,1760260.24062721,5797644.82586288,1.028962949
100,100,1760291.39155183,5797644.00787419,0.885160016
101,101,1760315.645480617,5797643.532665209,1.376423116
102,102,1761196.121469363,5797626.816967503,0.622009447
103,103,1760331.235747269,5797633.255176178,1.589424963
104,104,1760460.317646995,5797653.002596303,0.930875288
105,105,1761112.467687982,5797618.116126757,0.78634544
106,106,1760372.411563243,5797627.733773617,0.864784395
107,107,1761096.150534489,5797583.32727325,0.801641272
108,108,1761086.995440647,5797548.605214049,0.747816323
109,109,1761078.933890644,5797519.056037586,0.673357145
110,110,1760589.716718467,5797518.858308954,1.236521736
111,111,1761062.535785389,5797494.240645797,0.631500007
112,112,1761016.611453136,5797456.225000054,0.669822342
113,113,1760339.890112619,5797442.87538691,1.164709884
114,114,1760966.675148416,5797396.978450148,0.513773595
115,115,1760283.565981366,5797395.44578383,0.893685731
116,116,1760950.22363524,5797381.980722958,0.476545464
117,117,1760258.831748334,5797386.049042867,0.937448614
118,118,1760660.818547657,5797386.423311064,0.504661258
119,119,1760941.971585742,5797371.963286709,0.407850002
120,120,1760633.810817528,5797368.255621493,0.368035715
121,121,1760819.868629291,5797364.976760407,0.352878504
122,122,1760925.990379498,5797362.305628701,0.354991601
123,123,1760906.496703909,5797352.041849708,0.336175929
124,124,1765801.585778243,5797165.220694358,-0.083210531
125,125,1765841.048361853,5797164.420772296,0.517594932
126,126,1764948.637486564,5797162.726909186,0.770111112
127,127,1760214.186094004,5797233.341968345,0.763511868
128,128,1760189.927197789,5797219.433063122,1.277573038
129,129,1760093.761597407,5797199.138396177,1.092900021
130,130,1765736.594889054,5797124.982207936,0.879514031
131,131,1760077.879330335,5797194.463214695,1.13537346
132,132,1760166.410918089,5797194.381950853,0.940568182
133,133,1765696.787619082,5797072.606440127,0.462078257
134,134,1765683.237530316,5797052.313330632,0.457425787
135,135,1760061.119389493,5797144.931264687,1.085224989
136,136,1765088.626111985,5797047.787983065,0.821876282
137,137,1765584.939246537,5796989.196139201,2.125833347
138,138,1765639.799421048,5796998.850201791,0.400080166
139,139,1766050.099387488,5796960.732749388,1.557400019
140,140,1766065.681669981,5796950.444051336,1.541974684
