OID,FID_,X,Y,BCE_Rangau
381,381,1620437.737476063,6134054.245420525,2.959067709
382,382,1620647.922647075,6134053.023284383,2.689453192
383,383,1620454.122565793,6134044.246809768,2.898296689
384,384,1620634.773091057,6134044.364334829,2.396163949
385,385,1620943.201159185,6134075.180535824,-0.587973665
386,386,1620171.671086623,6134035.288961863,0.268107853
387,387,1620470.507619766,6134034.248169317,2.615129254
388,388,1620618.343236943,6134034.439477633,1.894754729
389,389,1620130.630753201,6134025.417530642,0.95280367
390,390,1620486.892637978,6134024.24949917,2.719070108
391,391,1621922.702645003,6134020.713005239,-9999.0
392,392,1620191.886913676,6134015.012249614,0.661116878
393,393,1621528.735205583,6134011.892120233,-0.694999993
394,394,1621930.88244999,6134010.731364928,-9999.0
395,395,1620922.297468085,6134007.595161868,-0.644999981
396,396,1620214.034729454,6134002.860298852,1.004249989
397,397,1620043.80715054,6133985.384470683,0.619793111
398,398,1620232.746091267,6133989.961626268,1.089133751
399,399,1620064.109062927,6133980.743043785,0.413272073
400,400,1620284.37818965,6133984.161038565,0.982733234
401,401,1620910.744618487,6133980.754156019,-0.612565872
402,402,1621561.455818925,6133971.967143466,-0.459509084
403,403,1620351.996658183,6133965.155457295,1.135675671
404,404,1620694.290478634,6134009.344857534,1.237198182
405,405,1621569.803683465,6133961.781187387,-0.411074993
406,406,1620020.89073153,6133994.745792641,0.99706262
407,407,1620060.304840051,6133956.862657161,0.106657688
408,408,1620305.26392825,6133963.000451348,0.984801957
409,409,1620363.250462289,6133954.587973417,1.046862733
410,410,1621938.942576469,6133950.940282864,-9999.0
411,411,1620248.619481302,6133962.892479666,1.336765152
412,412,1620331.192813938,6133950.553290364,1.01520269
413,413,1620380.067184858,6133944.792829412,1.071090919
414,414,1620978.929790436,6133943.437395846,0.238363639
415,415,1621352.791240281,6133942.947481341,0.369618182
416,416,1620350.538850911,6133942.333798755,1.075289355
417,417,1621659.972622732,6133931.682004162,-0.169149997
418,418,1620363.98840124,6133931.451269229,1.012733777
419,419,1621053.410420372,6133925.309547885,0.802800017
420,420,1621390.026622154,6133924.369556087,-0.575349992
421,421,1620383.434147961,6133922.624651208,1.120484472
422,422,1621069.39511331,6133913.293863822,0.952337688
423,423,1621406.0609018,6133913.065686435,-0.680787872
424,424,1620396.782448722,6133910.904871568,1.070471086
425,425,1621077.606182399,6133903.350369473,0.95669048
426,426,1621414.679013247,6133904.435729643,-0.350349994
427,427,1621483.955130701,6133902.792182638,0.097803602
428,428,1621569.494820794,6133902.214476977,-0.672285707
429,429,1621605.881302621,6133927.405236606,-0.497194752
430,430,1620413.133272011,6133900.486389364,1.179172298
431,431,1621430.399814975,6133898.191055482,0.094521128
432,432,1621635.269217133,6133892.620720223,-0.532925921
433,433,1620429.46614167,6133890.163759093,1.472381594
434,434,1620878.042368371,6133916.99516554,-0.40569525
435,435,1621086.004997818,6133889.096223596,0.824833328
436,436,1621446.717619451,6133889.612874242,-0.111911109
437,437,1621520.800367484,6133883.646201228,-0.260131996
438,438,1621676.261661973,6133881.833535301,-0.694999993
439,439,1621536.975215335,6133872.457275704,0.235131085
440,440,1620449.650731216,6133875.48161889,1.57926202
441,441,1621545.428218741,6133862.835367555,0.421863697
442,442,1620523.129344933,6133855.275539818,0.099451336
443,443,1621102.811485834,6133866.125451053,0.970743368
444,444,1621553.334149298,6133852.454685128,0.557899999
445,445,1620478.541835927,6133854.749950628,1.078575719
446,446,1620544.251595451,6133844.805640789,0.326749998
447,447,1620806.779189475,6133856.00536704,-0.006949478
448,448,1621142.966598092,6133845.692112065,1.309058812
449,449,1621561.317974263,6133842.257760313,0.642624988
450,450,1620507.639556176,6133840.90248916,-0.329314085
451,451,1620530.979740845,6133833.081057585,0.263519047
452,452,1621570.251141207,6133818.889129959,1.865506783
453,453,1620568.633980244,6133809.675261751,2.137870712
