OID,FID_,X,Y,BCE_Queen_
1048,1048,1700398.680454199,5433431.851685918,-9999.0
1049,1049,1692955.277274838,5433526.211853906,-0.668648605
1050,1050,1695526.157249495,5433490.158361021,-0.752916617
1051,1051,1692962.181026012,5433505.485415552,-0.689749941
1052,1052,1704507.655598344,5433303.253101983,-9999.0
1053,1053,1691762.56463583,5433465.300417766,-0.282519983
1054,1054,1702104.900336447,5433354.528990434,1.46149269
1055,1055,1692970.242153127,5433454.808339049,0.180224186
1056,1056,1691840.10231875,5433444.495058271,-0.539124962
1057,1057,1701052.147171378,5433281.729321765,1.316800062
1058,1058,1703196.810185138,5433256.830123506,1.28383335
1059,1059,1703238.865930988,5433241.911301427,-0.048071383
1060,1060,1704538.482600122,5433260.146610067,1.290902896
1061,1061,1701061.39289392,5433265.173139278,0.427456716
1062,1062,1704578.40551104,5433212.685483017,1.78442257
1063,1063,1681288.760915434,5433495.306047427,-9999.0
1064,1064,1690987.733036098,5433397.956434697,0.428012588
1065,1065,1701077.516419852,5433251.650005547,-0.085179743
1066,1066,1703275.842026439,5433221.142039571,-0.841999948
1067,1067,1704278.656737187,5433207.143492974,1.282446685
1068,1068,1691093.628288435,5433374.151566762,-0.109193534
1069,1069,1691101.125467291,5433364.220297864,-0.349953447
1070,1070,1691907.714413023,5433365.479121328,-9999.0
1071,1071,1700775.275202538,5433325.684133997,1.001801625
1072,1072,1701114.503724554,5433237.382856821,1.060464593
1073,1073,1704601.667100547,5433189.267750829,0.788285757
1074,1074,1702142.001079252,5433196.895729457,-0.487999953
1075,1075,1704623.865003455,5433168.87445362,1.182476774
1076,1076,1704640.749201233,5433151.435938915,-0.307999959
1077,1077,1692964.520045055,5433339.169667314,0.44629179
1078,1078,1695480.99442057,5433266.638191517,3.383800018
1079,1079,1700109.217367689,5433195.446974722,1.54405881
1080,1080,1703313.53134262,5433177.97066774,2.172534072
1081,1081,1704674.332934666,5433131.003884174,0.376422567
1082,1082,1704697.161262987,5433121.57573594,0.848333362
1083,1083,1702156.354973668,5433146.821702551,-9999.0
1084,1084,1703336.079848945,5433137.39931477,1.126177994
1085,1085,1704727.092663944,5433110.562668604,-0.373999958
1086,1086,1701260.596120418,5433144.782537879,0.79337354
1087,1087,1704763.641136083,5433094.983361506,0.022277813
1088,1088,1704794.043304216,5433079.408526383,0.552250041
1089,1089,1704834.88884016,5433068.958747238,1.003831972
1090,1090,1704918.218645142,5433058.926023413,-0.08199995
1091,1091,1702178.095364118,5433086.669442617,-9999.0
1092,1092,1702185.412064099,5433071.604958132,-0.465999946
1093,1093,1681263.041697778,5433329.526042309,-9999.0
1094,1094,1692981.624092169,5433244.316804629,0.511692975
1095,1095,1692995.474974621,5433166.424398213,-0.669313684
1096,1096,1693002.873883922,5433150.374888202,-0.753214244
1097,1097,1681273.958194841,5433294.734239292,-9999.0
1098,1098,1693010.343745892,5433130.280292563,-9999.0
1099,1099,1704948.681625546,5432996.386361687,0.928650534
1100,1100,1696403.834174113,5433065.677653905,0.741753284
1101,1101,1702191.054258976,5433015.230808227,0.089898353
1102,1102,1703346.790996467,5433000.845508069,1.972118983
1103,1103,1693031.75779121,5433089.682237647,-0.536014055
1104,1104,1696426.528587499,5433052.27453601,-0.713428525
1105,1105,1696441.227758127,5433035.459812797,-0.800499961
1106,1106,1702203.966409676,5432963.287078903,-0.04063153
1107,1107,1695387.689681237,5433050.514022962,-0.535624983
1108,1108,1704946.233311206,5432912.634474927,1.26040822
1109,1109,1693064.077333885,5433067.179442971,0.238182484
1110,1110,1696448.666886804,5433020.933637971,0.08346003
1111,1111,1693087.992114554,5433049.217600255,-0.074056732
1112,1112,1701187.685327021,5432953.121409656,0.897819481
1113,1113,1702235.57036415,5432934.914047827,0.169376176
1114,1114,1704971.071833866,5432894.595284661,0.729751586
1115,1115,1695407.544308895,5433016.36287203,-0.305015003
1116,1116,1702325.033578005,5432922.766077572,0.382951254
1117,1117,1705001.914281368,5432876.920263492,1.906800039
1118,1118,1682436.634390432,5433159.901499243,-9999.0
1119,1119,1696465.769114174,5432998.489882158,0.087678227
1120,1120,1702273.713902602,5432911.346650869,0.670440505
1121,1121,1703344.28804179,5432919.187923391,2.073811656
1122,1122,1693123.37684564,5433025.52334846,0.083779147
1123,1123,1705012.916316207,5432856.812248603,0.36460874
1124,1124,1695427.360678187,5432992.593802224,-0.447989058
1125,1125,1696493.104226062,5432965.224189746,-0.766285675
1126,1126,1693146.308044046,5433006.592713938,0.200393703
1127,1127,1703324.379503747,5432868.096005847,2.054917903
1128,1128,1703767.250830433,5432854.775057649,1.213026136
1129,1129,1705025.708059565,5432843.899629745,-0.250909041
1130,1130,1693166.351194508,5432989.236276339,-0.121850003
1131,1131,1695440.171505649,5432959.72430446,-0.425062467
1132,1132,1702371.118355735,5432889.993741074,0.646543668
1133,1133,1705046.353760054,5432826.405839184,0.613118694
1134,1134,1703808.111216257,5432834.193809387,0.029869601
1135,1135,1702385.834993084,5432849.955793255,0.046347864
1136,1136,1703819.258641235,5432824.060229696,0.224923121
1137,1137,1695446.134041408,5432938.657152885,0.492766365
1138,1138,1702419.204342852,5432833.917931968,0.72140122
1139,1139,1702445.406422484,5432823.574708867,0.602206956
1140,1140,1702863.121434708,5432817.684239217,0.452869608
1141,1141,1703851.968861255,5432810.857162208,1.552113691
1142,1142,1701174.746799119,5432861.631312448,1.484792903
1143,1143,1702908.685263264,5432808.902878776,-0.312799954
1144,1144,1705065.793563138,5432793.561156763,1.406053812
1145,1145,1699832.5011127,5432852.31813639,1.296437532
1146,1146,1702946.337059451,5432797.079536539,0.010575388
1147,1147,1703890.457578817,5432788.972904081,0.525497119
1148,1148,1705098.652563196,5432766.473377655,0.388470635
1149,1149,1703373.67542247,5432810.162138603,1.267966477
1150,1150,1703509.961400272,5432778.244323967,1.539954577
1151,1151,1703912.794618559,5432773.749563839,0.893169845
1152,1152,1696556.604925973,5432864.487278566,-0.677499961
1153,1153,1702463.571049952,5432793.031981028,-0.346904712
1154,1154,1703487.313409537,5432771.306063214,0.637294161
1155,1155,1703947.08064816,5432763.870854265,0.351872386
1156,1156,1681235.757267946,5433056.242107522,-9999.0
1157,1157,1702501.152288848,5432772.917248294,1.382625052
1158,1158,1705139.561839852,5432748.813284194,1.417072272
1159,1159,1696574.072076184,5432850.105572178,-0.378104545
1160,1160,1699670.001806065,5432802.98555423,-0.268031223
1161,1161,1696605.220157588,5432834.152274267,-0.028069776
1162,1162,1699430.479393689,5432795.794806869,-0.378727225
1163,1163,1699659.202086257,5432794.081674137,0.096930281
1164,1164,1702542.26622716,5432752.389119607,0.701960012
1165,1165,1705162.370587382,5432720.666768064,5.401000023
1166,1166,1696631.869814327,5432823.755431685,-0.27033506
1167,1167,1702549.652062339,5432742.310524341,2.548612943
1168,1168,1695363.250133313,5432829.971006436,-0.683461492
1169,1169,1696657.064842242,5432813.286032818,-0.474946416
1170,1170,1699460.29626932,5432775.412787762,-0.429352933
1171,1171,1699634.268975695,5432781.039244879,2.102145067
1172,1172,1704005.059228468,5432731.729160196,1.203041701
1173,1173,1696691.526330454,5432803.018186626,-0.66523187
1174,1174,1698549.054681652,5432783.02940862,1.513588919
1175,1175,1702557.085614247,5432727.632914476,1.083045497
1176,1176,1681325.237032635,5432980.440266689,-0.491384564
1177,1177,1696716.577577816,5432793.636057951,-0.722833278
1178,1178,1699583.877781345,5432753.563364537,1.012949397
1179,1179,1681347.704189199,5432970.215519146,-0.412771063
1180,1180,1695375.18744143,5432813.350060798,-0.38484068
1181,1181,1696746.609691702,5432784.000573819,-9999.0
1182,1182,1699491.117204788,5432752.109107776,-0.119348536
1183,1183,1699571.523740787,5432744.471423754,1.258728008
1184,1184,1701187.768244941,5432721.903008325,-0.107020373
1185,1185,1681393.105669439,5432960.82925205,0.19904903
1186,1186,1698417.036707569,5432749.483590694,1.961951557
1187,1187,1705090.182793634,5432655.64080803,2.589188451
1188,1188,1681438.006207097,5432951.295251497,0.399617679
1189,1189,1699530.911275832,5432732.425192568,0.653648283
1190,1190,1701194.308900287,5432706.890157723,1.650432431
1191,1191,1704179.84092946,5432663.909647953,0.673225463
1192,1192,1705078.083756099,5432645.681348583,5.788000107
1193,1193,1696870.98042318,5432751.18530846,-0.894642817
1194,1194,1696908.717365079,5432740.270293477,-0.641866052
1195,1195,1697005.077291274,5432740.32145645,-0.603481436
1196,1196,1698673.801022204,5432717.351220193,-0.233249955
1197,1197,1681498.371107217,5432920.373773979,-0.333036989
1198,1198,1704058.17633447,5432666.023322381,0.891969616
1199,1199,1701212.662334748,5432682.071144034,1.734724602
1200,1200,1702572.661611884,5432647.89299959,-0.133999964
1201,1201,1681520.016355356,5432893.607645684,-0.558166622
1202,1202,1687683.515980523,5432818.155932685,0.206534542
1203,1203,1698248.308944479,5432688.105527923,-0.095751831
1204,1204,1698690.746098382,5432693.380939503,1.787141405
1205,1205,1697975.821526377,5432683.271046463,1.666609595
1206,1206,1687835.099518308,5432793.543489776,-0.270206849
1207,1207,1697948.926386171,5432667.625511667,3.459135117
1208,1208,1698054.054870352,5432684.561407461,0.70868508
1209,1209,1702607.195891336,5432614.486859545,0.815656944
1210,1210,1702710.050766328,5432594.822727555,0.550581757
1211,1211,1695332.096977307,5432696.26301838,0.589328544
1212,1212,1698680.187216579,5432611.31369377,-0.302053545
1213,1213,1698689.335676735,5432589.664891456,-0.055106764
1214,1214,1698700.853425592,5432576.241113287,-0.139411716
1215,1215,1680081.595679009,5432801.322514549,0.441255413
1216,1216,1701192.674064942,5432539.448973721,-0.066321671
1217,1217,1705805.05946189,5432455.601622324,0.797600044
1218,1218,1706052.966833777,5432453.338348162,-0.228166648
1219,1219,1698724.57978991,5432545.341578705,2.183280039
1220,1220,1701206.502360648,5432511.745884945,0.372180352
1221,1221,1705823.740246861,5432446.082672741,1.357348876
1222,1222,1705834.884349656,5432435.945942797,0.71706823
1223,1223,1706031.081837448,5432437.293874483,-0.021416645
1224,1224,1689253.933684691,5432700.010636276,0.909890211
1225,1225,1705853.554471455,5432425.699744468,-0.059333286
1226,1226,1698707.597643999,5432515.921500834,2.643073181
1227,1227,1704878.355577507,5432471.676175577,0.760000048
1228,1228,1689240.641506806,5432627.466387503,1.646166649
1229,1229,1695209.789113401,5432585.740774235,1.596204172
1230,1230,1698697.605373324,5432505.767457475,0.999252113
1231,1231,1695186.1359307,5432542.712281888,2.424314829
1232,1232,1701205.809061562,5432461.883042897,-0.090444397
1233,1233,1705905.125401434,5432400.55860518,0.430624003
1234,1234,1701777.645582749,5432443.9351315,1.447446854
1235,1235,1702136.446607154,5432446.823124176,0.771950201
1236,1236,1695058.136798546,5432524.456772026,-0.630777735
1237,1237,1701980.707614809,5432431.118388597,-9999.0
1238,1238,1702119.938270329,5432429.166325928,0.781671052
1239,1239,1704863.232658022,5432395.148411888,0.462357188
1240,1240,1702100.983427644,5432419.45770202,0.324868454
1241,1241,1681383.387665266,5432677.580366509,-9999.0
1242,1242,1695064.408323379,5432510.468220989,-0.771544284
1243,1243,1701197.936436955,5432437.056276364,0.949370989
1244,1244,1701962.931839377,5432419.417688725,0.472666693
1245,1245,1702033.470548926,5432421.457055686,0.506627287
1246,1246,1704847.821525926,5432370.43376852,-0.204999953
1247,1247,1701822.243498257,5432403.413292992,-9999.0
1248,1248,1681389.83091064,5432656.57649085,-0.613199946
1249,1249,1701852.207747726,5432393.019508392,1.019667783
1250,1250,1696702.226390936,5432450.534625583,-0.819999963
1251,1251,1701212.004782732,5432395.584146162,0.964802765
1252,1252,1705588.253103001,5432319.893505216,1.044123191
1253,1253,1680730.504207905,5432652.621488755,-9999.0
1254,1254,1698689.314833336,5432445.881462295,1.198677685
1255,1255,1695080.696432138,5432470.408689284,0.78611823
1256,1256,1704860.196253035,5432329.062041747,1.269745496
1257,1257,1689169.297187684,5432510.249489563,3.935772733
1258,1258,1696722.098698264,5432427.2747047,0.138670112
1259,1259,1695042.347235443,5432424.349741477,2.330871009
1260,1260,1698721.219436078,5432388.134382474,0.687812532
1261,1261,1678848.561420208,5432608.741857575,0.187839645
1262,1262,1689154.845643155,5432490.171305775,2.642017854
1263,1263,1695025.282814948,5432415.528502227,2.4096061
1264,1264,1696741.471664166,5432393.317706119,-0.550249952
1265,1265,1689147.198657046,5432480.437162811,2.702732139
1266,1266,1704861.436714221,5432270.491014469,2.210673508
1267,1267,1678785.328510373,5432598.824274462,0.07439825
1268,1268,1687560.903897076,5432487.861755774,-9999.0
1269,1269,1689132.218316951,5432470.279035823,1.096852937
1270,1270,1689268.314071671,5432473.051594878,-0.643027747
1271,1271,1698728.70427121,5432352.879502369,1.410952868
1272,1272,1701238.102248485,5432334.996350672,2.000316799
1273,1273,1678742.876894694,5432579.965080193,0.506413335
1274,1274,1689119.997472849,5432460.855375255,0.633523838
1275,1275,1689109.148236757,5432451.113905835,0.509321466
1276,1276,1698735.557285149,5432326.592515902,-0.266296248
1277,1277,1678723.846815924,5432560.223682812,0.192724997
1278,1278,1689094.178420586,5432440.89788217,0.148268706
1279,1279,1695001.045758009,5432388.881185028,1.269800022
1280,1280,1698742.374149889,5432316.179078159,-9999.0
1281,1281,1678708.687528866,5432550.414000806,0.52031428
1282,1282,1687529.905470663,5432447.941218486,-9999.0
1283,1283,1689258.816355224,5432435.566043279,-0.495918574
1284,1284,1695009.523927755,5432355.983941987,-0.733130437
1285,1285,1678701.053987451,5432540.522920232,0.407500003
1286,1286,1704841.549442692,5432223.83919611,0.866293146
1287,1287,1698749.567462526,5432286.254189146,-9999.0
1288,1288,1678693.366558145,5432525.645607163,0.046414282
1289,1289,1695836.461336222,5432317.052813098,3.369344824
1290,1290,1689251.751125606,5432388.873804633,-9999.0
1291,1291,1697623.330643918,5432282.330623351,-0.064504808
1292,1292,1701289.332750244,5432254.926332501,1.516823173
1293,1293,1701582.670780433,5432227.219476793,2.000311739
1294,1294,1697573.244968901,5432272.623017513,1.092970293
1295,1295,1701615.65925501,5432207.439644666,1.776947088
1296,1296,1704837.207155643,5432156.131441435,1.553000042
1297,1297,1701671.824465225,5432186.082760599,0.991523817
1298,1298,1698651.256700346,5432232.052419906,1.635517839
1299,1299,1689236.988786974,5432328.872135963,-9999.0
1300,1300,1694982.879483696,5432245.450161031,2.823272763
1301,1301,1698636.35934962,5432201.14655233,2.867612923
1302,1302,1696649.607439991,5432215.712992841,-0.732258037
1303,1303,1678633.424073448,5432424.873413888,-0.098606729
1304,1304,1701372.538433553,5432190.553433238,1.502000015
1305,1305,1696666.167567784,5432202.326126821,-0.724749949
1306,1306,1689228.886221817,5432279.139582733,-0.634799957
1307,1307,1704846.63445548,5432064.086242219,0.823147102
1308,1308,1689234.987955084,5432249.443243223,-9999.0
1309,1309,1694894.586484641,5432181.904217727,-0.016134322
1310,1310,1705234.245172104,5432035.990920073,0.13251617
1311,1311,1698627.406897594,5432135.847438354,-0.362339595
1312,1312,1688940.732492081,5432234.408695477,-0.04538458
1313,1313,1694887.757261386,5432162.769297494,0.043337663
1314,1314,1701421.037209404,5432086.251489496,0.85404612
1315,1315,1688917.712646495,5432214.624427757,2.26255264
1316,1316,1694894.022067769,5432144.97671593,-0.494237703
1317,1317,1689291.775076776,5432200.169812516,-0.839199948
1318,1318,1694909.137385601,5432128.994885207,-0.292057691
1319,1319,1689437.893554012,5432187.868457058,-0.111072729
1320,1320,1694927.787727922,5432117.874334797,0.159841727
1321,1321,1689445.723799639,5432178.64727566,-0.197086938
1322,1322,1696765.186345637,5432090.622727752,1.495624265
1323,1323,1704845.88769759,5431998.678758456,1.451687746
1324,1324,1689453.037065521,5432167.641839885,-0.52195915
1325,1325,1696690.657458242,5432124.670005172,0.43374649
1326,1326,1694948.948403146,5432105.163764957,0.197864663
1327,1327,1694966.278002435,5432074.562337116,-0.108589479
1328,1328,1694975.893747455,5432053.841795851,-0.22655857
1329,1329,1689465.893848515,5432126.404136603,-0.056009454
1330,1330,1689473.99774616,5432092.129892908,-0.752133286
1331,1331,1698616.013109908,5432016.594014085,1.300930055
1332,1332,1704810.873057179,5431877.220115201,0.496337877
1333,1333,1695012.375840919,5431996.894799085,-9999.0
1334,1334,1678584.409943066,5432192.663114726,-0.590941131
1335,1335,1696766.903238055,5432016.932901538,-0.06276135
1336,1336,1696899.545231471,5431960.418021256,1.121765775
1337,1337,1689594.145498178,5432027.368604532,-9999.0
1338,1338,1695042.573971946,5431958.232750679,-9999.0
1339,1339,1695529.996026543,5431951.00123902,0.76405769
1340,1340,1696938.409403359,5431921.892814475,-9999.0
1341,1341,1688843.828179812,5432015.28072379,-0.481999961
1342,1342,1684554.600195379,5432056.291960179,0.534868562
1343,1343,1688828.888271969,5432005.344545739,-0.295797952
1344,1344,1696953.554779971,5431902.29868813,-0.784421009
1345,1345,1696961.158796096,5431892.603680038,-0.721333285
1346,1346,1687201.024330688,5432008.984581804,-9999.0
1347,1347,1689661.028316151,5431975.663705052,-9999.0
1348,1348,1698601.328459206,5431888.314925091,0.142264927
1349,1349,1689675.725005793,5431955.083283754,-9999.0
1350,1350,1704816.338485361,5431752.45805382,0.081333381
1351,1351,1684700.02365094,5432015.777139314,-0.508799946
1352,1352,1687199.441430945,5431969.910658704,-9999.0
1353,1353,1697005.58072699,5431863.357057231,1.846756026
1354,1354,1684679.431887151,5431964.133293672,-9999.0
1355,1355,1688349.490518682,5431921.451345781,0.458004913
1356,1356,1695299.500282438,5431851.116462938,0.023000036
1357,1357,1698593.209417639,5431779.309676371,-0.343636336
1358,1358,1684671.956249402,5431944.178557176,-9999.0
1359,1359,1684229.838146129,5431933.525267707,-9999.0
1360,1360,1689694.246072358,5431892.974815202,-0.506605459
1361,1361,1704812.723462771,5431674.225164166,0.367234813
1362,1362,1688284.100829538,5431879.447495503,1.498300972
1363,1363,1684655.587324143,5431904.479410183,-0.788399947
1364,1364,1690727.891046274,5431829.945451365,-9999.0
1365,1365,1687092.72147377,5431856.480227464,-9999.0
1366,1366,1690719.190948828,5431812.993643824,-0.593749962
1367,1367,1697326.08807144,5431727.955228227,-0.117124954
1368,1368,1698591.28889691,5431714.978848708,0.178490608
1369,1369,1704810.938799392,5431626.930864948,1.400087773
1370,1370,1684631.815470779,5431865.512928165,0.930207816
1371,1371,1695359.761719521,5431771.574869314,0.657004278
1372,1372,1697029.573842084,5431746.755784212,0.993122614
1373,1373,1704920.626289089,5431597.226895231,0.133885256
1374,1374,1697011.275527876,5431695.175657121,0.637490589
1375,1375,1698605.155288727,5431686.568123131,1.850354718
1376,1376,1689763.959103247,5431774.770378308,-0.688909044
1377,1377,1684610.461349867,5431837.517082389,1.526361346
1378,1378,1684583.185676585,5431815.758922838,-9999.0
1379,1379,1684571.059521045,5431806.151133469,-9999.0
1380,1380,1687062.795736141,5431777.292691645,-9999.0
1381,1381,1698617.850751826,5431645.862498034,0.952316193
1382,1382,1698627.674145667,5431615.033461614,-0.33274281
1383,1383,1687070.215717906,5431747.749133416,-9999.0
1384,1384,1697002.469186581,5431634.413394032,-0.419421655
1385,1385,1696995.009669912,5431611.04554931,-0.180054007
1386,1386,1698642.289241864,5431579.732440714,-9999.0
1387,1387,1684546.453386969,5431756.026436962,1.079025238
1388,1388,1689843.201906593,5431690.635744037,-0.623525596
1389,1389,1696987.493543908,5431591.141516313,-0.380583288
1390,1390,1677948.342929017,5431810.238351186,-0.529230721
1391,1391,1684532.886238222,5431736.618576377,4.022857184
1392,1392,1698664.648692583,5431549.843999805,-0.283263109
1393,1393,1688336.126800358,5431676.930597408,2.5076859
1394,1394,1698676.378331865,5431540.524166352,-0.282666619
1395,1395,1684525.63466942,5431706.763437968,-0.703999937
1396,1396,1689902.312766235,5431633.550891498,-0.623738056
1397,1397,1698761.904389867,5431518.335918762,-9999.0
1398,1398,1698777.740166826,5431508.2130337,-0.332545423
1399,1399,1698848.051681612,5431506.817902667,0.607922363
1400,1400,1689919.777925748,5431612.91384222,-0.494961529
1401,1401,1697187.362653699,5431520.113424574,-0.073466619
1402,1402,1698874.622569597,5431497.339220892,2.552875011
1403,1403,1689927.197127328,5431602.87118178,-0.411295781
1404,1404,1684493.569578053,5431670.023102908,1.784464629
1405,1405,1697173.347074982,5431499.453020285,1.462015911
1406,1406,1698896.625123157,5431481.221896103,-0.093818139
1407,1407,1688335.582911734,5431613.289592123,2.698565574
1408,1408,1689939.767146539,5431588.576634306,-0.168989954
1409,1409,1684449.046367312,5431637.228312491,1.392634185
1410,1410,1697164.51532892,5431480.851817722,5.065999985
1411,1411,1700845.658238898,5431419.127732507,-0.400344789
1412,1412,1684426.006612897,5431617.735807843,-9999.0
1413,1413,1684440.881682971,5431623.176396739,4.181230802
1414,1414,1688315.727223355,5431579.229150826,2.880310343
1415,1415,1689955.360406098,5431560.076249005,-0.191510606
1416,1416,1697149.565765594,5431460.711324482,4.105830197
1417,1417,1698882.26993007,5431435.49820482,-0.168533286
1418,1418,1688307.432674745,5431563.801785833,5.842000008
1419,1419,1690001.600356808,5431522.665624052,-0.644208287
1420,1420,1690016.560812075,5431512.674006752,-0.99999994
1421,1421,1696946.931337868,5431416.661797662,-0.566978687
1422,1422,1696939.041482341,5431396.788756182,-0.450804306
1423,1423,1698836.28061445,5431365.713532316,-0.089454498
1424,1424,1700081.205265738,5431359.576196022,2.531175913
1425,1425,1696931.124795264,5431377.327735323,-0.287279543
1426,1426,1698827.523852368,5431347.021158814,-0.084599955
1427,1427,1682976.376549198,5431540.314862353,-9999.0
1428,1428,1696923.44623481,5431362.844966035,1.820800052
1429,1429,1686952.734876635,5431479.152995263,0.700600014
1430,1430,1700766.616950986,5431303.613584107,1.087878849
1431,1431,1684350.912106327,5431538.91110383,1.919910889
1432,1432,1696913.853738925,5431345.636808615,3.252847236
1433,1433,1686937.447107358,5431459.387801331,0.529739184
1434,1434,1690047.074094865,5431439.09134378,1.149564965
1435,1435,1696997.384012789,5431323.298401886,0.012134648
1436,1436,1686929.743682745,5431444.518940905,0.58985076
1437,1437,1684259.410004434,5431458.87373104,4.528615429
1438,1438,1700730.122637748,5431241.007376908,-0.037529374
1439,1439,1684248.733750678,5431443.260967073,2.956524602
1440,1440,1690028.51682299,5431382.297145552,1.292734255
1441,1441,1676756.672040892,5431500.605046219,0.08347929
1442,1442,1686927.235711124,5431408.383227258,0.812706234
1443,1443,1696930.744713822,5431279.218962282,0.42298944
1444,1444,1677049.1530238,5431491.024076142,-0.013050002
1445,1445,1682667.04291979,5431433.851170097,-9999.0
1446,1446,1698758.486823295,5431229.204645031,0.018915274
1447,1447,1676868.457390428,5431482.961631742,0.149713513
1448,1448,1684227.953394248,5431416.527925579,1.51528739
1449,1449,1686951.9726473,5431369.448821273,-9999.0
1450,1450,1690014.124505987,5431336.888631911,0.859664406
1451,1451,1682534.000398517,5431413.463932275,-9999.0
1452,1452,1698770.723916698,5431216.214970252,-0.072790088
1453,1453,1686951.103563809,5431350.126617834,0.220315834
1454,1454,1698784.890402425,5431199.005335838,0.303680335
1455,1455,1676481.084318594,5431456.742128494,-0.011289855
1456,1456,1684200.988854384,5431379.809514856,1.544055282
1457,1457,1676463.215345194,5431446.515136612,0.299512195
1458,1458,1684175.505742114,5431360.582565931,1.806352976
1459,1459,1690004.874265571,5431305.435393531,1.353670808
1460,1460,1689990.90595234,5431282.445794256,2.422531924
1461,1461,1698802.205143402,5431178.931349061,0.183265406
1462,1462,1698809.844360868,5431158.699428634,0.702098357
1463,1463,1689976.321235879,5431261.83972866,2.282488392
1464,1464,1700692.903511664,5431158.139409206,2.37627213
1465,1465,1680881.641838774,5431373.507833897,-9999.0
1466,1466,1682235.859297766,5431367.798400306,-9999.0
1467,1467,1700665.757083231,5431115.522385292,2.434300037
1468,1468,1698817.411988859,5431134.656639082,0.194519642
1469,1469,1700652.621172309,5431102.970972615,2.260433377
1470,1470,1684162.414535251,5431327.94037118,0.73408667
1471,1471,1689965.45988172,5431239.292510971,1.253939818
1472,1472,1700642.373846601,5431092.647503541,2.498733387
1473,1473,1680896.599597091,5431334.297202395,-9999.0
1474,1474,1698970.550052243,5431106.176066938,-0.141781811
1475,1475,1699083.245849257,5431105.951081001,1.543398735
1476,1476,1680902.81590432,5431321.336474449,-9999.0
1477,1477,1698850.439420445,5431098.068151908,-0.072927402
1478,1478,1699139.905055084,5431095.351287384,3.325066652
1479,1479,1686867.105354362,5431240.801384682,-9999.0
1480,1480,1698861.427545443,5431089.179198725,-0.223999952
1481,1481,1698932.44158318,5431093.030430267,0.975646972
1482,1482,1699181.567919827,5431083.838168021,-0.417555511
1483,1483,1686859.461815709,5431230.918703711,-9999.0
1484,1484,1684160.022996515,5431269.423642539,0.858900923
1485,1485,1699265.590546358,5431065.519756963,-9999.0
1486,1486,1699482.246682543,5431101.05729859,1.654714553
1487,1487,1684139.47687785,5431243.037996734,-9999.0
1488,1488,1684117.89145584,5431232.18298335,4.011039453
1489,1489,1676338.969003987,5431308.998721975,-9999.0
1490,1490,1699519.132514224,5431034.149235259,-0.261560926
1491,1491,1682009.392838783,5431242.297185916,-9999.0
1492,1492,1682085.126308671,5431241.187459626,-9999.0
1493,1493,1686945.801162507,5431180.598931745,-9999.0
1494,1494,1686974.095432169,5431194.58339787,-9999.0
1495,1495,1699552.882515554,5431019.348671235,-0.212148111
1496,1496,1676320.495439779,5431285.026055411,-9999.0
1497,1497,1686873.796320319,5431170.903950701,-9999.0
1498,1498,1699571.826261342,5431008.515728313,1.321739163
1499,1499,1689963.746435395,5431160.40685896,0.567722047
1500,1500,1686829.555008728,5431171.560728567,-0.234222178
1501,1501,1699596.794278442,5430989.007949783,1.279265953
1502,1502,1680920.145699857,5431221.736652189,-0.448230719
1503,1503,1680935.110152725,5431189.985396998,-9999.0
1504,1504,1684059.149139626,5431159.084955152,0.728300043
1505,1505,1699691.425443001,5430956.982991178,-0.030144881
1506,1506,1681501.87371609,5431185.613737687,-9999.0
1507,1507,1686850.50881174,5431111.338361382,-0.22771424
1508,1508,1689995.832167454,5431082.522419955,-0.002910055
1509,1509,1687725.083170598,5431123.47388602,1.112763552
1510,1510,1690042.049618182,5431072.155101543,0.00344686
1511,1511,1690078.489161127,5431062.319092696,-0.067000002
1512,1512,1680945.331726951,5431171.608623466,-9999.0
1513,1513,1687015.806007156,5431089.415389224,-9999.0
1514,1514,1690061.353440854,5431048.030533365,0.110886486
1515,1515,1691271.11279306,5431026.636909171,0.058278847
1516,1516,1691289.005999833,5431040.515324515,0.132160493
1517,1517,1699732.916633686,5430934.6115725,1.500138428
1518,1518,1676303.322276399,5431216.601621546,-9999.0
1519,1519,1686872.60555958,5431071.178803238,-9999.0
1520,1520,1699773.382137463,5430905.899502337,0.785088914
1521,1521,1680976.300561855,5431133.881916359,-9999.0
1522,1522,1681018.482220236,5431123.185040438,-9999.0
1523,1523,1691261.023917302,5431001.253126088,0.055677704
1524,1524,1699799.5397512,5430891.27722212,0.937544737
1525,1525,1686955.564047652,5431040.265937912,-9999.0
1526,1526,1699833.78094122,5430876.29388868,-0.035538417
1527,1527,1686913.512729712,5431030.794476029,-9999.0
1528,1528,1690551.808540366,5430986.757682982,-9999.0
1529,1529,1679231.13949373,5431108.539955487,-9999.0
1530,1530,1686932.204242199,5431020.59721909,-9999.0
1531,1531,1681179.140198074,5431081.402729316,-9999.0
1532,1532,1681585.438357301,5431074.65265021,-9999.0
1533,1533,1690559.845014781,5430967.189785072,-0.709866641
1534,1534,1691256.98038337,5430958.396848883,0.152425003
1535,1535,1686945.321560324,5431012.802686237,-9999.0
1536,1536,1679266.42801077,5431081.59961479,-0.99999994
1537,1537,1679424.531124799,5431078.862449436,-0.412499949
1538,1538,1683857.455780537,5431024.580822185,-9999.0
1539,1539,1687668.814164249,5430982.412289199,2.057470607
1540,1540,1701415.429095678,5430803.915764336,1.544470613
