latitude,longitude,mhws10,mhwsc,hat,lat,mask
-45.867916107200003,170.550598145000009,1.046782016750000,1.158534526820000,1.274463772770000,-1.343965053560000,0.000000000000000
-45.870574951199998,170.547271728999988,1.047794699670000,1.159572124480000,1.275453686710000,-1.344294309620000,0.000000000000000
-45.869781494100003,170.548187256000006,1.047614216800000,1.159371376040000,1.275212287900000,-1.344135403630000,0.000000000000000
-45.869308471700002,170.548339843999997,1.047603845600000,1.159381747250000,1.275238156320000,-1.344146609310000,0.000000000000000
-45.869213104200000,170.548828125000000,1.047674298290000,1.159467697140000,1.275328397750000,-1.344250679020000,0.000000000000000
-45.870372772200000,170.547698975000003,1.047786951070000,1.159556627270000,1.275430083270000,-1.344213008880000,0.000000000000000
-45.870170593300003,170.548049926999994,1.047662615780000,1.159428238870000,1.275286912920000,-1.344196319580000,0.000000000000000
-45.868618011499997,170.549468993999994,1.047698378560000,1.159503340720000,1.275383353230000,-1.344238400460000,0.000000000000000
-45.868511200000000,170.549957274999997,1.047469615940000,1.159271121030000,1.275160312650000,-1.344028472900000,0.000000000000000
-45.869106292700003,170.549316406000003,1.047612071040000,1.159420967100000,1.275311589240000,-1.344314336780000,0.000000000000000
-45.868373870799999,170.550430298000009,1.047697901730000,1.159499883650000,1.275389671330000,-1.344118595120000,0.000000000000000
-45.871921539299997,170.546157837000010,1.048172354700000,1.160046219830000,1.275992155080000,-1.344787478450000,0.000000000000000
-45.871417999300000,170.546279907000013,1.048054456710000,1.159865021710000,1.275759220120000,-1.344678401950000,0.000000000000000
-45.871265411400003,170.546737670999988,1.048041462900000,1.159872412680000,1.275786638260000,-1.344610095020000,0.000000000000000
-45.871093750000000,170.547195434999992,1.047939896580000,1.159734845160000,1.275629997250000,-1.344458460810000,0.000000000000000
-45.878108978299998,170.543563842999987,1.048585772510000,1.160554409030000,1.276562094690000,-1.345530509950000,0.000000000000000
-45.878616332999997,170.544052123999990,1.048452377320000,1.160383224490000,1.276392817500000,-1.345213651660000,0.000000000000000
-45.879142761200001,170.544357300000001,1.048441290860000,1.160370826720000,1.276372075080000,-1.345242023470000,0.000000000000000
-45.879192352300002,170.544906615999992,1.048385977750000,1.160307168960000,1.276309847830000,-1.345123648640000,0.000000000000000
-45.879711151099997,170.545059204000012,1.048226952550000,1.160115480420000,1.276112079620000,-1.345038056370000,0.000000000000000
-45.875587463400002,170.543365478999988,1.048596620560000,1.160617828370000,1.276606559750000,-1.345569372180000,0.000000000000000
-45.877250671399999,170.543243407999995,1.048634648320000,1.160628438000000,1.276635885240000,-1.345619440080000,0.000000000000000
-45.876281738300001,170.543304443000011,1.048602581020000,1.160632133480000,1.276631116870000,-1.345586538310000,0.000000000000000
-45.875019073499999,170.543746948000006,1.048544526100000,1.160542368890000,1.276524782180000,-1.345456242560000,0.000000000000000
-45.874492645300002,170.544342040999993,1.048479437830000,1.160440444950000,1.276410579680000,-1.345311403270000,0.000000000000000
-45.874122619600001,170.544891357000012,1.048426151280000,1.160371780400000,1.276347875600000,-1.345192670820000,0.000000000000000
-45.873729705800002,170.545288085999999,1.048371434210000,1.160272121430000,1.276228427890000,-1.345108747480000,0.000000000000000
-45.873329162600001,170.545608520999991,1.048331022260000,1.160218119620000,1.276166439060000,-1.345045566560000,0.000000000000000
-45.872886657700001,170.545822143999999,1.048262119290000,1.160151958470000,1.276100039480000,-1.345010995860000,0.000000000000000
-45.872413635299999,170.546005248999990,1.048217654230000,1.160082817080000,1.276012420650000,-1.344884514810000,0.000000000000000
-45.868186950700000,170.550842284999987,1.047453522680000,1.159255385400000,1.275163292880000,-1.344222545620000,0.000000000000000
-45.867618560799997,170.550827026000007,1.047471880910000,1.159366011620000,1.275271058080000,-1.343746304510000,0.000000000000000
-45.867469787600001,170.551315308000000,1.047630190850000,1.159512639050000,1.275430798530000,-1.343954205510000,0.000000000000000
-45.870887756300000,170.547668456999986,1.047832131390000,1.159619092940000,1.275514960290000,-1.344296932220000,0.000000000000000
-45.870182037399999,170.548446654999992,1.047648549080000,1.159412264820000,1.275283694270000,-1.344112992290000,0.000000000000000
-45.869720459000000,170.548660278000000,1.047565937040000,1.159336566930000,1.275189995770000,-1.344159245490000,0.000000000000000
-45.869621276899998,170.549148559999992,1.047628402710000,1.159417867660000,1.275290369990000,-1.344227790830000,0.000000000000000
-45.870635986300002,170.548156737999989,1.047694206240000,1.159448981290000,1.275324344640000,-1.344156384470000,0.000000000000000
-45.868988037100003,170.549789428999986,1.047540783880000,1.159357428550000,1.275258064270000,-1.344151258470000,0.000000000000000
-45.868858337399999,170.550277709999989,1.047432661060000,1.159266471860000,1.275166153910000,-1.343903779980000,0.000000000000000
-45.869487762500000,170.549652100000003,1.047520399090000,1.159337162970000,1.275229215620000,-1.344130635260000,0.000000000000000
