latitude,longitude,mhws10,mhwsc,hat,lat,mask
-36.183055877699999,175.309448242000002,1.115695476530000,1.250307798390000,1.372642636300000,-1.379985570910000,0.000000000000000
-36.165412902800000,175.332519531000003,1.098822474480000,1.231276750560000,1.353347182270000,-1.363413929940000,0.000000000000000
-36.172344207800002,175.319061279000010,1.098511695860000,1.230914354320000,1.352925896640000,-1.363317251210000,0.000000000000000
-36.158515930199997,175.336959839000002,1.099256157880000,1.231707453730000,1.353813767430000,-1.363812208180000,0.000000000000000
-36.161937713599997,175.328979492000002,1.098810315130000,1.231256127360000,1.353321313860000,-1.363343715670000,0.000000000000000
-36.167488098100002,175.325088501000010,1.099500775340000,1.231919407840000,1.353986740110000,-1.364124894140000,0.000000000000000
-36.170932769799997,175.311676024999997,1.100023388860000,1.232372403140000,1.354404926300000,-1.364635586740000,0.000000000000000
-36.166648864700001,175.317596436000002,1.098404526710000,1.230826497080000,1.352853059770000,-1.363396167760000,0.000000000000000
-36.150722503700003,175.333969115999992,1.099050283430000,1.231490492820000,1.353576660160000,-1.363467097280000,0.000000000000000
-36.156566619899998,175.327850342000005,1.099166750910000,1.231645345690000,1.353725552560000,-1.363604545590000,0.000000000000000
-36.161705017099997,175.322509765999996,1.099630475040000,1.232017278670000,1.354073643680000,-1.364222526550000,0.000000000000000
-36.145187377900001,175.328414917000003,1.099045991900000,1.231490373610000,1.353577017780000,-1.363486051560000,0.000000000000000
-36.165946960399999,175.311767578000001,1.100251793860000,1.232611536980000,1.354635238650000,-1.365857243540000,0.000000000000000
-36.161472320599998,175.315505981000001,1.098801016810000,1.231218695640000,1.353258371350000,-1.363533854480000,0.000000000000000
-36.150398254400002,175.324661254999995,1.099060297010000,1.231485009190000,1.353583216670000,-1.363290429120000,0.000000000000000
-36.156120300300003,175.320022582999997,1.099080562590000,1.231453537940000,1.353515744210000,-1.363569498060000,0.000000000000000
-36.143627166700000,175.320541381999988,1.099051356320000,1.231503844260000,1.353577136990000,-1.363358259200000,0.000000000000000
-36.156421661400003,175.312438965000013,1.099675297740000,1.232092022900000,1.354193091390000,-1.364007949830000,0.000000000000000
-36.150157928500001,175.317153931000007,1.099007487300000,1.231426715850000,1.353479623790000,-1.363617777820000,0.000000000000000
