latitude,longitude,mhws10,mhwsc,hat,lat,mask
-37.070003509499998,174.902374267999988,1.736458659170000,1.891404151920000,2.022989273070000,-1.625326037410000,0.000000000000000
-37.069450378399999,174.902786254999995,1.736186027530000,1.890895247460000,2.022438764570000,-1.622829556470000,0.000000000000000
-37.068809509300003,174.902343750000000,1.736322045330000,1.891334891320000,2.022873163220000,-1.625510573390000,0.000000000000000
-37.068153381300000,174.902114868000012,1.735601544380000,1.890302896500000,2.021742343900000,-1.621921300890000,0.000000000000000
-37.068077087399999,174.902770995999987,1.735811114310000,1.890448451040000,2.022002935410000,-1.622589111330000,0.000000000000000
-37.063625335700003,174.901489257999998,1.734398245810000,1.889632940290000,2.020956516270000,-1.622092008590000,0.000000000000000
-37.062957763699998,174.901931762999993,1.733920216560000,1.889262199400000,2.020659208300000,-1.622457981110000,0.000000000000000
-37.062290191700001,174.902420043999996,1.733722925190000,1.888769388200000,2.020073652270000,-1.621032357220000,0.000000000000000
-37.061630248999997,174.902999878000003,1.733615636830000,1.888865351680000,2.020211219790000,-1.621526002880000,0.000000000000000
-37.060649871800003,174.902709960999999,1.733159661290000,1.888309240340000,2.019567489620000,-1.620706796650000,0.000000000000000
-37.059566497799999,174.902374267999988,1.733338832860000,1.888749837880000,2.019954204560000,-1.621050119400000,0.000000000000000
-37.058361053500001,174.902023315000008,1.733953833580000,1.889376401900000,2.020550727840000,-1.620786309240000,0.000000000000000
-37.056987762500000,174.901748657000013,1.734168171880000,1.889663577080000,2.020825386050000,-1.621649146080000,0.000000000000000
-37.062885284399997,174.901138306000007,1.733321547510000,1.888573884960000,2.019973039630000,-1.621507644650000,0.000000000000000
-37.062145233199999,174.901473998999990,1.732435464860000,1.887567877770000,2.018978357320000,-1.620197176930000,0.000000000000000
-37.061378478999998,174.902038573999988,1.732696890830000,1.887967944150000,2.019280195240000,-1.621042847630000,0.000000000000000
-37.060375213599997,174.901672362999989,1.732409119610000,1.887547492980000,2.018854618070000,-1.620103597640000,0.000000000000000
-37.059303283699997,174.901245117000002,1.732911229130000,1.888137221340000,2.019355297090000,-1.621169686320000,0.000000000000000
-37.057987213099999,174.900604248000008,1.733566164970000,1.888948082920000,2.020144701000000,-1.620467543600000,0.000000000000000
-37.056514739999997,174.900543212999992,1.734050869940000,1.889628410340000,2.020741224290000,-1.621148943900000,0.000000000000000
-37.061172485400000,174.900970459000007,1.731993675230000,1.887120723720000,2.018433094020000,-1.620599389080000,0.000000000000000
-37.060188293499998,174.900711059999992,1.731891751290000,1.886928081510000,2.018190145490000,-1.619730591770000,0.000000000000000
-37.059333801299999,174.900070190000008,1.732365727420000,1.887465357780000,2.018634557720000,-1.620162725450000,0.000000000000000
-37.058383941700001,174.899414062000005,1.732854604720000,1.888175010680000,2.019304990770000,-1.620197892190000,0.000000000000000
-37.057037353500000,174.899215698000006,1.732801556590000,1.888209104540000,2.019305229190000,-1.620049595830000,0.000000000000000
-37.060756683299999,174.899597168000014,1.731272816660000,1.886438488960000,2.017917871480000,-1.619905710220000,0.000000000000000
-37.059375762899997,174.898849487000007,1.730497956280000,1.885474562640000,2.016763925550000,-1.619264960290000,0.000000000000000
-37.055862426799997,174.898071289000001,1.733381986620000,1.888896346090000,2.019919633870000,-1.619525313380000,0.000000000000000
-37.058185577400003,174.898330687999987,1.732848286630000,1.887979507450000,2.019118785860000,-1.619630575180000,0.000000000000000
-37.057113647500003,174.897857665999993,1.731666922570000,1.886968731880000,2.018101930620000,-1.619284152980000,0.000000000000000
-36.934638977100001,174.796279907000013,1.614706516270000,1.740292191510000,1.869271039960000,-1.194342255590000,0.000000000000000
-37.059223175000000,174.897583007999998,1.730095744130000,1.885106325150000,2.016271114350000,-1.618749260900000,0.000000000000000
-37.056503295900001,174.896636962999992,1.731335282330000,1.886452913280000,2.017496824260000,-1.618466138840000,0.000000000000000
-37.057983398399998,174.897048949999999,1.731437921520000,1.886646032330000,2.017687320710000,-1.618184566500000,0.000000000000000
-36.933975219700002,174.795928954999994,1.614611268040000,1.740598917010000,1.869283080100000,-1.193959116940000,0.000000000000000
-36.934680938699998,174.795516967999987,1.613528370860000,1.739036202430000,1.867887854580000,-1.193194746970000,0.000000000000000
-37.059131622300001,174.896286011000001,1.730131149290000,1.885002136230000,2.016011714940000,-1.617308735850000,0.000000000000000
-37.056476592999999,174.895385742000002,1.730481505390000,1.885493397710000,2.016532897950000,-1.618357419970000,0.000000000000000
-37.057739257800002,174.895584106000001,1.730724811550000,1.885977506640000,2.017109870910000,-1.618392467500000,0.000000000000000
-37.055824279799999,174.894668579000012,1.730914115910000,1.886018037800000,2.017242431640000,-1.619241714480000,0.000000000000000
-36.933998107900003,174.795211792000003,1.613633990290000,1.739741683010000,1.868226051330000,-1.193028807640000,0.000000000000000
-36.933399200399997,174.794921875000000,1.614054083820000,1.740268707280000,1.868731498720000,-1.193372488020000,0.000000000000000
-36.935482025100001,174.795013428000004,1.612739562990000,1.738277435300000,1.866788387300000,-1.192531108860000,0.000000000000000
-36.934612274199999,174.794769287000008,1.612979650500000,1.738733410840000,1.867178797720000,-1.192571520810000,0.000000000000000
-36.935958862299998,174.794342040999993,1.610451459880000,1.735503792760000,1.864399790760000,-1.191459059720000,0.000000000000000
-37.059089660600002,174.894989014000004,1.729962348940000,1.884911298750000,2.015847444530000,-1.617200613020000,0.000000000000000
-37.056907653800003,174.894409179999997,1.729552984240000,1.884496569630000,2.015404224400000,-1.615524649620000,0.000000000000000
-37.058071136499997,174.894348145000009,1.728838562970000,1.883669257160000,2.014593124390000,-1.615160822870000,0.000000000000000
-36.933979034399997,174.794540404999992,1.612843990330000,1.738778710370000,1.867181181910000,-1.192524313930000,0.000000000000000
